Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226),S(2070),FO2(124),S(3821),CHO2(141),S(579),CHF2O(164),C2H2O(930)
1.5407370834107218e-15,0.8303319424877619,1.7049840049340855e-20,8.814155626998447e-20,5.754554116204294e-23,8.809036910578725e-14,0.0,0.0,1.1973812472318622e-13,5.549624650088958e-24,9.210920133687822e-32,6.305316715741278e-22,1.256714410788615e-38,1.6998207634455742e-44,2.8017815966155352e-30,2.3468437366548563e-34,2.1312426546189497e-35,2.178258799638936e-43,4.07004459733523e-58,2.2220536885532356e-57,1.3830017757534925e-71,1.4615202910224875e-75,1.6847344609173043e-39,1.7912884620101433e-66,3.054669146015068e-47,1.1616105611660228e-67,8.60922506060152e-73,2.3115552264996752e-76,3.3063120128401395e-79,1.5334213709088814e-79,2.474334533608388e-50,3.322181773676731e-77,1.4429340060182662e-81,2.5069281740206064e-83,3.76,0.0,0.9809684074268108,0.9999999942812526,1.2212584613045619e-30,4.338588655279674e-44,8.513571875806963e-12,8.513571894157071e-12,1.1973812475610105e-13,1.7024881111433182e-26,2.0298136711369972e-25,1.7019791989592996e-20,1.4671455385930997e-17,2.6876133012538186e-24,4.0627108337312815e-24,1.2685671621047236e-24,2.228892818612965e-28,1.3857590317707266e-32,8.809036910517057e-14,1.7612830498356877e-28,2.0949718492982577e-28,6.419088696859964e-24,6.51657053039459e-43,4.7833828797267765e-27,7.63518823561291e-26,6.67800145851458e-27,6.476359111975933e-37,1.2323925968027847e-36,7.432259980441884e-32,5.3589740047920845e-27,6.685551239703837e-43,5.718627737799562e-09,4.4682094806664545e-45,1.8991927418817144e-42,4.993517073087473e-42,1.467930732369226e-17,5.337899071696257e-27,2.952318649498476e-40,6.386113134185839e-36,1.1613794465603081e-37,1.152080841318322e-44,3.370457769671109e-36,5.382116852466118e-23,7.49363896401919e-55,2.7784217869936714e-36,4.899062755786609e-47,2.2007433240246257e-41,1.5959129968112016e-45,6.876238570994571e-51,2.5730822030741685e-37,1.3223585676553639e-27,4.545292250109782e-48,7.71712949767865e-38,2.719203067637679e-41,3.3506899418414294e-24,6.027308497583415e-39,8.445625696937058e-52,3.9865532622473494e-57,1.3098527522290023e-54,6.1376854732474405e-55,7.921488896762683e-67,7.290565578709416e-65,2.212065524403514e-51,5.980120226186812e-59,7.857399217771325e-21,3.4589161944362077e-59,3.1362286716668566e-24,8.344383191604643e-48,1.9679086174536367e-24,2.193625368999861e-71
2.0543161474948264e-15,0.8303319424881765,2.898908627274023e-20,1.1752528836355577e-19,9.786990127641191e-23,1.1745382754853214e-13,0.0,0.0,1.5965083563921088e-13,9.43845821940336e-24,1.9272326507149572e-31,1.0723693408332284e-21,2.629466979935642e-38,3.5565936887322653e-44,4.765096755919555e-30,4.004823016861845e-34,4.6607875000040245e-35,4.569042778864891e-43,1.3061858334990365e-57,5.552307507798232e-57,4.6534310129528195e-71,4.92890412065276e-75,3.5227503004167906e-39,7.319102242411449e-66,7.920986047848261e-47,4.27041045854775e-67,3.5177992497749313e-72,9.466356957755618e-76,1.6286690195292935e-78,7.506983653749855e-79,6.70229281633509e-50,1.3600318573705788e-76,6.770747401304161e-81,1.1929273434383059e-82,3.76,0.0,0.9809684074239037,0.9999999923750077,2.5552813877590992e-30,1.1250285678461854e-43,1.1351429361683898e-11,1.1351429392892625e-11,1.596508356869638e-13,2.895487068394191e-26,3.4521797149390796e-25,2.8946208994013965e-20,1.9561942867775193e-17,4.57092635407861e-24,6.909607688300544e-24,2.157500535276568e-24,3.7907630092541087e-28,2.3568701119542738e-32,1.1745382754748332e-13,2.9954817260944375e-28,3.562998513256391e-28,1.0917188866466151e-23,1.3635070397616783e-42,8.135313799540999e-27,1.298545199667715e-25,1.1357531677880727e-26,1.416289644167592e-36,2.6948778728721054e-36,1.264243833888667e-31,9.114211431417572e-27,1.39884143234693e-42,7.624832575585728e-09,9.34899139381544e-45,3.973751116036871e-42,1.044810805035176e-41,1.9572410110807588e-17,9.078368517636424e-27,6.177238299961994e-40,1.3965627514724686e-35,2.5397982164327066e-37,2.987416870504629e-44,7.052124410040628e-36,9.153571310162518e-23,2.2508291572745725e-54,6.076086437370637e-36,1.2675043328706054e-46,4.604692572155993e-41,3.3462115714461644e-45,1.862584169997925e-50,5.626938646559352e-37,2.2526365752036378e-27,1.178315727344399e-47,1.6876349430171025e-37,5.689485742596514e-41,5.698645595356684e-24,1.2611145927834965e-38,2.1103319639131004e-51,9.961312309501998e-57,3.2763667513921595e-54,1.5915357776958706e-54,2.3100330679308707e-66,2.1260474493469698e-64,5.991878890709993e-51,1.79622055742762e-58,1.0476531626465652e-20,1.0389382812829069e-58,5.333902093218271e-24,2.1636039375392557e-47,3.346896721723885e-24,8.064937487416713e-71
2.567895211578931e-15,0.8303319424885912,4.428048114383292e-20,1.4691074115814284e-19,1.495231056049548e-22,1.4681728599119126e-13,0.0,0.0,1.9956354647776886e-13,1.4419831686286143e-23,3.5084534629250167e-31,1.6383382056030823e-21,4.786844228434606e-38,6.474642958374266e-44,7.279991208867494e-30,6.139551832358608e-34,8.744271875917192e-35,8.33936648772465e-43,3.4130217057564454e-57,1.1779826285322633e-56,1.2608975541229138e-70,1.3390620027529835e-74,6.410138197006473e-39,2.3841770012518875e-65,1.7319052380085392e-46,1.2575904932596784e-66,1.1459420370263338e-71,3.092285635304087e-75,6.430255357876493e-78,2.9482389576816216e-78,1.5056495131437611e-49,4.440530210535656e-76,2.515111090607482e-80,4.554267738732852e-82,3.76,0.0,0.9809684074209966,0.9999999904687654,4.6517924052935355e-30,2.4598489099206517e-43,1.4189286844060674e-11,1.4189286891740557e-11,1.9956354654243168e-13,4.4236510372353724e-26,5.274147852332264e-25,4.422326721716692e-20,2.445243142546949e-17,6.983342658795396e-24,1.055632018660819e-23,3.296173362803252e-24,5.79142944090568e-28,3.6008541914654923e-32,1.4681728598958875e-13,4.576420070590178e-28,5.443456754489878e-28,1.6678998010591584e-23,2.482255099177039e-42,1.2428971749724255e-26,1.9838830966268312e-25,1.735174234839197e-26,2.657131117496599e-36,5.055679621074075e-36,1.9318096619205865e-31,1.392445590438032e-26,2.5465382543947076e-42,9.531034979193707e-09,1.7019486210847802e-44,7.234070640251118e-42,1.9020381287306075e-41,2.446551289804262e-17,1.3869696074777823e-26,1.1245426423858479e-39,2.620131722796005e-35,4.764997709138909e-37,6.531891771050158e-44,1.2838121664710405e-35,1.3984588836463134e-22,5.616157093740466e-54,1.1399554409506546e-35,2.7665914949868155e-46,8.382668413600977e-41,6.104728093238814e-45,4.1842380668662594e-50,1.0556777107679786e-36,3.447229293141661e-27,2.5758783773540324e-47,3.166215286479191e-37,1.0357497625254548e-40,8.706242116807654e-24,2.2958109820034992e-38,4.477299389272265e-51,2.1134012288091398e-56,6.956649449397446e-54,3.4798351508860706e-54,5.612812501900892e-66,5.165777379537666e-64,1.3460573903144074e-50,4.481840091777947e-58,1.3095663581945639e-20,2.5923068104993365e-58,8.148994821454256e-24,4.730399855604706e-47,5.113301245767618e-24,2.375167800059933e-70
3.59505333974714e-15,0.8303319424894204,8.51302791286809e-20,2.056869169487318e-19,2.8752767164500264e-22,2.055442028762467e-13,0.0,0.0,2.7938896791761946e-13,2.7728825304642434e-23,9.263352050517367e-31,3.1504669237509164e-21,1.263868061843292e-37,1.7094966782014975e-43,1.399916494272308e-29,1.1898494856766897e-33,2.392592166143535e-34,2.2173869795141396e-42,1.9092485973867128e-56,4.315763071103601e-56,7.129954382027655e-70,7.636239290031859e-74,1.6913832129104745e-38,2.0716652436419915e-64,6.6616794524803626e-46,1.0550451185181308e-65,9.957276121767874e-71,2.7110880883296818e-74,8.756991125103793e-77,3.9786647405578676e-77,5.838716311013686e-49,3.887818551077557e-75,3.3719773478348e-79,5.885546822734526e-81,3.76,0.0,0.9809684074151823,0.9999999866562883,1.2282105515386816e-29,9.461675584459737e-43,1.9865001798093893e-11,1.9865001889780625e-11,2.793889680224477e-13,8.506528577954612e-26,1.0141986979713385e-24,8.503977482209167e-20,3.423341183618015e-17,1.342872009011333e-23,2.02994329908792e-23,6.338424556787815e-24,1.113671368844951e-27,6.924705482625756e-32,2.0554420287316496e-13,8.800297015455643e-28,1.0467574552934617e-27,3.2073122048183697e-23,6.554192532408498e-42,2.3900696676066208e-26,3.8149342893962536e-25,3.336678561363189e-26,7.27032904865088e-36,1.3832389991012233e-35,3.716249957959265e-31,2.6776235458222807e-26,6.723617770070337e-42,1.3343432330992316e-08,4.493649298055444e-44,1.910013548189712e-41,5.021941330665642e-41,3.425171847287939e-17,2.667093444189276e-26,2.9691242400092514e-39,7.169126198295711e-35,1.3037872776739074e-36,2.5124411429304606e-43,3.389641667349395e-35,2.6891868648962397e-22,3.081292407816043e-53,3.1191224291117344e-35,1.0609482752670379e-45,2.213271854583549e-40,1.6208497531639096e-44,1.6225938244900267e-49,2.8884871735119076e-36,6.654373841123798e-27,9.905086743653139e-47,8.663286919246852e-37,2.7346892487033706e-40,1.674179133450108e-23,6.06161829128017e-38,1.6403434611220695e-50,7.742847838377565e-56,2.5508167470294256e-53,1.3384865622596296e-53,2.9071950475170397e-65,2.6756569065152043e-63,5.219840001731088e-50,2.45895137272892e-57,1.8333926111690754e-20,1.422262497055513e-57,1.567021725154835e-23,1.8193612581000533e-46,9.832693668139188e-24,1.993182512489189e-69
5.649369596083558e-15,0.8303319424910792,2.0764672984746502e-19,3.2326022048224246e-19,7.014806323965648e-22,3.229980366453136e-13,0.0,0.0,4.3903980985406693e-13,6.764993498255993e-23,3.5819914607646854e-30,7.686188287576299e-21,4.887177408645023e-37,6.6103523550526036e-43,3.41537214532945e-29,2.9504708455083886e-33,9.50213911351322e-34,8.709755838554881e-42,2.028236900008782e-55,2.7369318709482004e-55,7.562608933138533e-69,8.23393300579977e-73,6.536183693777398e-38,3.6728000728711387e-63,4.397287742825785e-45,2.026621722303197e-64,1.765250225122752e-69,4.8865091371759034e-73,2.605309957969578e-75,1.175992204154889e-75,3.75527047163117e-48,6.9922352204413455e-74,1.0427638721140199e-77,1.697667384814669e-79,3.76,0.0,0.9809684074035537,0.9999999790313636,4.749296833901392e-29,6.245529190442544e-42,3.121643166354128e-11,3.121643188722912e-11,4.3903981006445384e-13,2.075337633224494e-25,2.4743311049778456e-24,2.0747128877641153e-19,5.3795385759372674e-17,3.2762007727601615e-23,4.952448578055263e-23,1.5463836048229342e-23,2.717020881743112e-27,1.6896196475459444e-31,3.229980366377935e-13,2.1470076790509693e-27,2.5537712006685622e-27,7.824870302158789e-23,2.534669939353788e-41,5.831163978091455e-26,9.307270517409194e-25,8.140485051384584e-26,2.8873798701117324e-35,5.493260430886398e-35,9.073989400549116e-31,6.53259054555604e-26,2.599921100146713e-41,2.096819739541658e-08,1.7376253829890938e-43,7.38576405871136e-41,1.941904798579559e-40,5.3824129624011175e-17,6.506900387936401e-26,1.1481132545210056e-38,2.847197123526889e-34,5.1779609042084437e-36,1.6584215829441857e-42,1.3107197090656703e-34,6.560801383404363e-22,3.506264855483683e-52,1.2387531788490467e-34,6.982408781385484e-45,8.558368498858407e-40,6.344297356889852e-44,1.0435986700780263e-48,1.1471463994755879e-35,1.6368470021586483e-26,6.53650275910622e-46,3.4405938158953143e-36,1.0574648026177125e-39,4.084488044735822e-23,2.343931826208603e-37,1.0402579832672848e-49,4.910290796889298e-55,1.6180063767821145e-52,8.835094833388735e-53,3.144421473791939e-64,2.894002949728481e-62,3.3572311667983762e-49,2.7980890745061277e-56,2.881044571944799e-20,1.6184182400971636e-56,3.823052599896551e-23,1.2008528682983617e-45,2.3988776393156324e-23,3.829760840209118e-68
9.758002108756395e-15,0.8303319424943971,6.160783904831158e-19,5.58490703441917e-19,2.0816063707014714e-21,5.579057041792722e-13,0.0,0.0,7.583414899509378e-13,2.0074745312622832e-22,1.8851551351024666e-29,2.280836020217484e-20,2.572057242353925e-36,3.478941277812128e-42,1.013492807760577e-28,9.047290278236154e-33,5.0674847617098006e-33,4.734459289496313e-41,3.500578147194181e-54,2.647712775783625e-54,1.3060006966283513e-67,1.4689043861455583e-71,3.438305769223252e-37,1.1254506703981956e-61,4.340121340020798e-44,6.787172703619378e-63,5.409045251316157e-68,1.5471121421762103e-71,1.4518171150102894e-73,6.524742802054858e-74,3.560745774799212e-47,2.2054891902902155e-72,6.001760441113619e-76,9.3257593813827e-78,3.76,0.0,0.9809684073802967,0.9999999637816329,2.499494047915281e-28,6.164336026369654e-41,5.391929122382267e-11,5.391929188760401e-11,7.583414904734393e-13,6.158464422905651e-25,7.342400565643216e-24,6.156595876231552e-19,9.291938606414606e-17,9.721944038926302e-23,1.4696129220151652e-22,4.5888080907446216e-23,8.062610074999842e-27,5.015087484884384e-31,5.579057041569481e-13,6.37113774743915e-27,7.578175629957971e-27,2.32198712018793e-22,1.3342611208566454e-40,1.7304391052496305e-25,2.7618727365697417e-24,2.415644071158586e-25,1.5398330262924853e-34,2.929489145607325e-34,2.69723483376412e-30,1.9385103078775695e-25,1.3683093883546985e-40,3.6217608873052616e-08,9.144920380753471e-43,3.887077661057747e-40,1.0219986438754763e-39,9.296895193211616e-17,1.9308869572071252e-25,6.042369009624266e-38,1.518406038535374e-33,2.7614016619056755e-35,1.6368577586771416e-41,6.898134479180792e-34,1.946881621301222e-21,6.587614627772864e-51,6.606260259178973e-34,6.877402276135202e-44,4.504151795069844e-39,3.42338833937645e-43,9.895390057759686e-48,6.11769499116371e-35,4.9404776858577007e-26,6.450421177550637e-45,1.8348624556947164e-35,5.565340920028561e-39,1.2120481004677064e-22,1.2335806719516447e-36,1.0063467952884687e-48,4.750225829725753e-54,1.5648070050296204e-51,8.720166950430825e-52,5.760820735384355e-63,5.302079778328244e-61,3.1833277006707456e-48,5.2570796139080345e-55,4.976346343698946e-20,3.0406927204050275e-55,1.1344661940761344e-22,1.1852012902660733e-44,7.118526009140762e-23,1.2828147620795031e-66
1.7975267134102065e-14,0.8303319425010321,2.0863425945079457e-18,1.029287078563371e-18,7.050085955369983e-21,1.0277210392305283e-12,0.0,0.0,1.3969448350452796e-12,6.799004239665379e-22,1.205740983161456e-28,7.724851006470375e-20,1.6450818403801884e-35,2.2251223805942765e-41,3.432542276544555e-28,3.2642653310728187e-32,3.25690072972712e-32,3.2235648067075243e-40,8.0814911278999325e-53,3.2736468064902643e-53,3.1210622381664693e-66,3.736523549136798e-70,2.1985340280265375e-36,4.83905947244741e-60,5.4045540883675255e-43,3.1006423608555454e-61,2.3256456130267319e-66,7.08345802767271e-70,1.190574247835339e-71,5.337080625278613e-72,4.293529395021242e-46,1.0032003918640001e-70,5.017370277787186e-74,7.608714365656696e-76,3.76,0.0,0.9809684073337824,0.9999999332826458,1.5986726044009186e-27,7.676167708619189e-40,9.932500966213462e-11,9.932501191025884e-11,1.3969448365959173e-12,2.0857861153092402e-24,2.4867289469004737e-23,2.0851431610969324e-18,1.7116759651780333e-16,3.292670545074833e-22,4.977358186168805e-22,1.554157969519046e-22,2.730680981130276e-26,1.699378184245387e-30,1.027721039154858e-12,2.1578127479384763e-26,2.5666105474748094e-26,7.864209426371176e-22,8.537764983727541e-40,5.861234272036143e-25,9.353975163305217e-24,8.181411057463918e-25,9.896582690160194e-34,1.882786461237424e-33,9.16649609682295e-30,6.565433625770061e-25,8.75174024298213e-40,6.671595737125019e-08,5.849103605638258e-42,2.4862257915699708e-39,6.536675255301326e-39,1.712585965717137e-16,6.539614947122713e-25,3.864684971059646e-37,9.758874660059469e-33,1.7747685733864796e-34,2.0383027546801797e-40,4.412016273999387e-33,6.593785296621176e-21,1.6126261303017304e-49,4.2458797009683876e-33,8.554035168049345e-43,2.88083777483766e-38,2.2989434544010542e-42,1.1931791913241914e-46,3.93186980773532e-34,1.730681483488937e-25,8.031652232987737e-44,1.1792754851911461e-34,3.559634489347303e-38,4.10501017623509e-22,7.889955364599401e-36,1.2442511781264743e-47,5.873209683183949e-53,1.9340627666958766e-50,1.0858713651722261e-50,1.3977268911114293e-61,1.2864457499181032e-59,3.838446519665548e-47,1.286912898964881e-53,9.166941550816222e-20,7.443456072769231e-54,3.8422359024381056e-22,1.4758597075173682e-43,2.4109264275775814e-22,5.8609093500930095e-65
3.440979718479341e-14,0.8303319425143022,7.64054756531302e-18,1.9722215454687956e-18,2.5820244387006393e-20,1.967351709266665e-12,0.0,0.0,2.6741514648363534e-12,2.4900620548094116e-21,8.597022683956209e-28,2.829153696103547e-19,1.172955294500584e-34,1.586527860573379e-40,1.2571313721386238e-27,1.342625455438504e-31,2.325610806401416e-31,2.5778951221028854e-39,2.1869905623289945e-51,4.601591355244147e-52,9.298363056945277e-65,1.2432727853888495e-68,1.5673739602780287e-35,2.5177445029312075e-58,7.612925170639818e-42,1.6708547517989495e-59,1.2100033330006196e-64,4.058133849867243e-68,1.108472674991053e-69,4.962885738331476e-70,5.92741619108722e-45,5.695488977214942e-69,4.952523176836677e-72,7.073538066119975e-74,3.76,0.0,0.980968407240754,0.9999998722865693,1.1398680628954184e-26,1.0812757345093053e-38,1.9013644380967868e-10,1.901364520431911e-10,2.6741514700592348e-12,7.639040119288544e-24,9.107170416278354e-23,7.636610879970323e-18,3.276648574082292e-16,1.205904521347154e-21,1.8229094321921996e-21,5.691936037216603e-22,1.0000826792579332e-25,6.230010057253366e-30,1.967351708989076e-12,7.902811235760858e-26,9.399936370929541e-26,2.8801819265875904e-21,6.09301149119124e-39,2.1469868283247654e-24,3.425749475634956e-23,2.9963536756769425e-24,7.066717764045207e-33,1.344416234123993e-32,3.3802045399524505e-29,2.404519695964372e-24,6.24014718698294e-39,1.2771075654065593e-07,4.170501429466546e-41,1.772782257944701e-38,4.6606906733939837e-38,3.2783788594469294e-16,2.3950641958529836e-24,2.7555481237754632e-36,6.968385505675709e-32,1.2672859522548533e-33,2.871180719940463e-39,3.145778791547462e-32,2.4149026996732597e-20,4.5116634772055186e-48,3.031797399567785e-32,1.204186098636325e-41,2.0540476658702942e-37,1.7955148913063984e-41,1.647233603847088e-45,2.807575277449519e-33,6.76164464226683e-25,1.1312910128831429e-42,8.420691567158186e-34,2.5381244252026317e-37,1.5034095863749653e-21,5.62559835451263e-35,1.7489732495145532e-46,8.255669909888123e-52,2.718014707884862e-49,1.5295444663047643e-49,3.8998439839964066e-60,3.589474576820058e-58,5.299169332420557e-46,3.600396581294005e-52,1.7548100700854935e-19,2.082431927112871e-52,1.4071592413207827e-21,2.078909180161072e-42,8.829701573560728e-22,3.1584090163383216e-63
6.727885728617611e-14,0.8303319425408427,2.9203502847913547e-17,3.8634576022378634e-18,9.869313457978979e-20,3.846613049075624e-12,0.0,0.0,5.2285644828451775e-12,9.517756815125509e-21,6.488141505158108e-27,1.0813944194719545e-18,8.852246601600728e-34,1.1973453877518053e-39,4.805127553552189e-27,6.25783056918915e-31,1.7558400102847053e-30,2.367577547299524e-38,6.428766345910878e-50,6.90063454191465e-51,3.2899276937465483e-63,5.3762522299142125e-67,1.1828699296132083e-34,1.4497199636391016e-56,1.1422936631217596e-40,9.803776081821962e-58,6.967111786364911e-63,2.899503845101336e-66,1.3769353602579574e-67,6.159660358672842e-68,8.794819321193127e-44,3.998103219257698e-67,5.897057994493312e-70,8.782562411932081e-72,3.76,0.0,0.9809684070546971,0.9999997503020073,8.602582286218589e-26,1.622419962833854e-37,3.717593011886128e-10,3.7175933265954095e-10,5.228564501878736e-12,2.919924083359619e-23,3.480872952509361e-22,2.918938512716874e-17,6.406627437354115e-16,4.60932074028726e-21,6.967744356955781e-21,2.175626955316153e-21,3.8226145045923758e-25,2.3860553979520392e-29,3.846613048011122e-12,3.02073092074603e-25,3.5929362303165636e-25,1.1008910447555265e-20,4.606712188232641e-38,8.209277301142103e-24,1.309390158745062e-22,1.1452953907716501e-23,5.335386203473004e-32,1.0150415406638321e-31,1.3096728905212075e-28,9.190791282071469e-24,4.709554174212774e-38,2.4969276412302923e-07,3.1475332727868553e-40,1.3380401501875905e-37,3.5173951441629327e-37,6.409964650676337e-16,9.15465194598984e-24,2.0796006473923413e-35,5.261142051771559e-31,9.568047972318834e-33,4.308114323575449e-38,2.3740751419543866e-31,9.230474453987576e-20,1.3497044284786012e-46,2.2890119698523793e-31,1.8062690276534377e-40,1.5501655057378673e-36,1.5911890563644193e-40,2.4440707019815516e-44,2.119723623954789e-32,2.9086151997305126e-24,1.6974117506170213e-41,6.357638041843489e-33,1.9156319391479447e-36,5.7464307867728224e-21,4.24562091918259e-34,2.6227802411140447e-45,1.2380394138646329e-50,4.075701884249039e-48,2.2949468619356016e-48,1.1657906320638128e-58,1.0730826936060576e-56,7.862704037712371e-45,1.077081770875956e-50,3.431031060393919e-19,6.229585468185716e-51,5.378440728426522e-21,3.119333818301207e-41,3.3749307709487907e-21,1.853214488158215e-61
1.3301697748894147e-13,0.8303319425939234,1.1414758747478136e-16,7.667400915113894e-18,3.8577174431753115e-19,7.605135727657729e-12,0.0,0.0,1.0337389552676931e-11,3.720263943912362e-20,5.040545612224538e-26,4.226973972290422e-18,6.877179284032606e-33,9.301986100444976e-39,1.8782081218390327e-26,3.32647972303678e-30,1.364231118463973e-29,2.4951675846495886e-37,1.9711790403344197e-48,1.0689181996505399e-49,1.3599313083384086e-61,3.0176028579296643e-65,9.19034277703099e-34,8.795682759724543e-55,1.7696662439785115e-39,6.006421376210674e-56,4.22699279506922e-61,2.3897215301932335e-64,1.6629042351810305e-65,7.436228032400213e-66,1.3545159145814575e-42,3.2312098316621144e-65,7.137601111165707e-68,1.0605403287471965e-69,3.76,0.0,0.9809684066825833,0.9999995063632428,6.683286691931902e-25,2.5134955282853784e-36,7.350049722818527e-10,7.350050952941822e-10,1.0337389625215794e-11,1.141372450071631e-22,1.3604665076480155e-21,1.1409426043572174e-16,1.2666720118969902e-15,1.8016698997889712e-20,2.723558602575594e-20,8.504005885746703e-21,1.4941698895297249e-24,9.3637470737122e-29,7.605135723469634e-12,1.18076423770426e-24,1.404394050659921e-24,4.303119993170912e-20,3.5918472031233768e-37,3.2110440927512165e-23,5.117835104600813e-22,4.4766863947876256e-23,4.14542790591182e-31,7.8866335658656135e-31,5.257282790405162e-28,3.5924630893733863e-23,3.6590005280461068e-37,4.936264197443443e-07,2.445384695103823e-39,1.0397031250415109e-36,2.7325975381500065e-36,1.267313624836252e-15,3.5783389576947693e-23,1.6156101993273588e-34,4.0877373583479296e-30,7.434093378536921e-32,6.674240364416403e-37,1.844334848501392e-30,3.607971359736061e-19,4.1757941782598943e-45,1.7784884532362712e-30,2.7978661232888563e-39,1.204275688919649e-35,1.603082798516709e-39,3.7641341586156086e-43,1.6469568191670258e-31,1.390408921501142e-23,2.629601383830849e-40,4.939683563101955e-32,1.4884119458918636e-35,2.2461056908567867e-20,3.2983668297662165e-33,4.062682280705357e-44,1.9177512176945086e-49,6.313831540340877e-47,3.5551255567718527e-47,3.606327245511439e-57,3.319981886170848e-55,1.2109727650540959e-43,3.332282467193496e-49,6.783443008157264e-19,1.927224399724289e-49,2.1021947033833635e-20,4.832550829072365e-40,1.3191458973239308e-20,1.1353727988825692e-59
1.9875509769170686e-13,0.8303319426470046,2.548491531476421e-16,1.1499975990146582e-17,8.612971845306163e-19,1.1363658404881523e-11,0.0,0.0,1.5446213334402736e-11,8.306016442365144e-20,1.5883681215820477e-25,9.437431749757134e-18,2.167123616899344e-32,2.931221403928605e-38,4.193362945958259e-26,9.054410379517075e-30,4.2990230703244284e-29,9.2524187510262e-37,1.1122877311440812e-47,4.4960786916617826e-49,9.458489399627918e-61,2.3540942105485654e-64,2.896258696922883e-33,6.788233980613409e-54,7.443679458095387e-39,4.1187302365913255e-55,3.2624199673320016e-60,2.0445082246007008e-63,1.5460546694542705e-64,6.9132651558071385e-65,5.924971041929564e-42,2.7485874455362288e-64,6.507750537338727e-67,9.860032535566029e-69,3.76,0.0,0.9809684063104696,0.999999262464953,2.1060389780162317e-24,1.0572436980278361e-35,1.0982505851556502e-09,1.098250859798077e-09,1.5446213494983845e-11,2.548356746052391e-22,3.0372057240761014e-21,2.547314595856625e-16,1.8926993227696495e-15,4.022476797828656e-20,6.080792748362969e-20,1.8986397209019074e-20,3.3359480979766134e-24,2.0974707815116306e-28,1.1363658395480723e-11,2.6362837985278577e-24,3.1355106601891813e-24,9.607324592701044e-20,1.134598977231653e-36,7.173239807590863e-23,1.1425814317041804e-21,9.994836942716048e-23,1.3063258558575943e-30,2.4852882517003287e-30,1.1992888676450383e-27,8.02068693100685e-23,1.1530679800987328e-36,7.375196005745988e-07,7.706112083450304e-39,3.276784531678713e-36,8.610878528861256e-36,1.8936307866545172e-15,7.989156266404134e-23,5.091078598484522e-34,1.2881450654655627e-29,2.3426691059745064e-31,2.8073639475688846e-36,5.811729315263861e-30,8.05530591810493e-19,2.2381262561047516e-44,5.604448119722695e-30,1.1768087458945605e-38,3.79483858769445e-35,5.8773778442658137e-39,1.6465113900518832e-42,5.189960082468188e-31,3.57292066187199e-23,1.1060679563059995e-39,1.556614869751889e-31,4.690648798721041e-35,5.014680969297529e-20,1.0393765304484361e-32,1.7088337747960718e-43,8.0664776232848e-49,2.6575402003253224e-46,1.4953199858673883e-46,1.9338334725081258e-56,1.7804600218203077e-54,5.2971645368962255e-43,1.7860104130317384e-48,1.0135832309645399e-18,1.0329168538830667e-48,4.6932453574909274e-20,2.032700061894096e-39,2.945117333883786e-20,7.785221089253311e-59
