Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229)
1.9290064574360345e-11,0.662127125292258,3.76,0.0,1.0035573652545768,0.9997835285509762,1.1499644912143303e-16,0.0,2.6007065318025065e-13,1.737446537826055e-06,1.7373671922792156e-06,1.716374353695181e-08,1.0635006424330908e-16,1.1427953141813935e-15,7.329382515394884e-11,7.320980739189987e-11,3.6451719410425666e-08,2.9243563963056113e-12,1.716360518242719e-08,3.042272112542557e-14,1.5505452999765312e-13,4.173642628096761e-15,1.2553265259442277e-14,9.009601127902715e-21,5.46616541024658e-18,1.0826697342905405e-21,3.645170250042717e-08,6.92954668804323e-18,1.0185008912157689e-14,4.281215575781186e-28,1.8764625175232264e-14,4.206137217571066e-14,1.525353126626677e-17,1.1683196076564855e-17,1.292894222138198e-16,1.7242719223905963e-14,0.00021645420886617252,1.4805280861841224e-15,2.2931698046108394e-27,3.66763757903091e-20,3.6277475993408303e-22,5.276759725949791e-22,1.0341067560583821e-16,3.830453724680241e-29,4.975191251366019e-27,7.499437019436357e-25,1.3975481375592082e-26,1.493806530039736e-28,1.2787017490101684e-30,1.873202471438056e-17,1.110577549124309e-24,2.485825222890839e-13,8.330685405941927e-21,1.4091485601759002e-25,1.7213428700217535e-22,2.0644953515583778e-22,1.1414621860210495e-21,9.689796565480096e-32,3.9410443732151696e-26,3.0895981993775945e-20,9.199659400647531e-15,2.4298105988564175e-35,6.863471938348058e-27,3.8592729044878545e-23,2.4570221040283444e-31,8.32221673884743e-31,3.720177634646284e-36,1.0143473825586382e-35,6.983254155519289e-34,5.912217401450965e-15,7.167602146249428e-42,3.71712782448143e-40,1.2888080911533944e-33,2.080612205041275e-31,1.1306228272930424e-15,3.359133419487629e-33,2.609845239169574e-31
2.391368043395869e-11,0.6621271741379112,3.76,0.0,1.0035569359586582,0.9997336670380275,2.1929450660817102e-16,0.0,4.0018120404059155e-13,2.153893517502978e-06,2.1537715819764284e-06,2.1277168699762022e-08,1.636396719616565e-16,1.7447902254278768e-15,1.1263075761319177e-10,1.1250078136412004e-10,4.518879269273681e-08,4.49924250649183e-12,2.1276951422587967e-08,5.186221623988273e-14,2.0267150347520473e-13,6.4119143133456196e-15,1.9340753317599916e-14,1.531611834790434e-20,8.400701874585397e-18,1.9142022640349177e-21,4.5188762500084075e-08,1.0677000942655819e-17,1.5603709500427552e-14,9.232983934511195e-28,2.883752719279482e-14,6.463948222002701e-14,2.905960411963046e-17,1.7952458614190457e-17,2.056361732788421e-16,2.6498845003274284e-14,0.0002663115673955533,2.2667414449292557e-15,4.387437046362779e-27,6.53295702698645e-20,6.913183788360288e-22,1.0072395963006058e-21,1.5893239526087052e-16,9.048997919998418e-29,9.614323891803195e-27,1.4281909169176746e-24,2.6591266980201117e-26,2.891024539999276e-28,3.021269590553343e-30,2.863110059010296e-17,2.1160925107227747e-24,3.8200672517093915e-13,1.5871056993892272e-20,3.3272011732562576e-25,3.2796490023474614e-22,3.935131851789591e-22,2.1685207024440605e-21,2.830322208821839e-31,7.492258490023281e-26,5.867331420317027e-20,1.4110048080248791e-14,5.715151269084423e-35,1.7754410169384329e-26,7.353146649120089e-23,7.154587017116314e-31,1.9651765372341402e-30,8.833105495664047e-36,2.96169482213539e-35,1.6670904362314313e-33,9.047990332221712e-15,2.1104128562261692e-41,1.0968516538141949e-39,3.7698064450522405e-33,4.923088552111633e-31,2.1500862909007025e-15,1.0624973911279029e-32,6.168071297433322e-31
3.316091215315538e-11,0.6621272718291326,3.76,0.0,1.0035560773681909,0.9996362076288446,5.858377220797901e-16,0.0,7.714262645461393e-13,2.9867877028785777e-06,2.9865532501391505e-06,2.9503428686094024e-08,3.1541039408545246e-16,3.3115415666658308e-15,2.1654386208664032e-10,2.1629063717982954e-10,6.266294360377549e-08,8.670923862143785e-12,2.9502992984234537e-08,1.1935600824811775e-13,3.109197828914694e-13,1.2320902387729221e-14,3.7375995213517216e-14,3.538675730343109e-20,1.6154380615164536e-17,4.643292379009703e-21,6.266286937736544e-08,2.063662671480962e-17,2.981787637800484e-14,3.0333956710852006e-27,5.545029928376875e-14,1.2428995672605029e-13,7.748048076229019e-17,3.4511012130709246e-17,4.2187500173083826e-16,5.0954304836838285e-14,0.0003637626420354615,4.326059212476945e-15,1.1796951583591156e-26,1.6007926653947264e-19,1.8442659739758606e-21,2.696020113691413e-21,3.0564385092203884e-16,3.348627168324728e-28,2.634611962629361e-26,3.805093353824325e-24,7.072189752250987e-26,7.94448611185296e-28,1.1183971583100549e-29,5.4459494386492144e-17,5.643807690691801e-24,7.344825366749636e-13,4.231747900059366e-20,1.2299142808207188e-24,8.74603171361168e-22,1.0503004032454602e-21,5.749574266789543e-21,1.4609532366456185e-30,1.989233304763068e-25,1.5544923653383248e-19,2.7024276701402687e-14,2.09598131828615e-34,7.749762286187684e-26,1.9609767165976056e-22,3.6641466297512285e-30,7.265741915013505e-30,3.315860672700297e-35,1.5274555869968726e-34,6.299526645493406e-33,1.7253470193055543e-14,1.1081400865087926e-40,5.787254638386333e-39,1.949469677725023e-32,1.8278353942171052e-30,5.719329332459155e-15,6.431236843716921e-32,2.284547703918936e-30
4.0909037815376665e-11,0.6621273536831487,3.76,0.0,1.0035553579686762,0.9995568168338252,1.1016226293883828e-15,0.0,1.1764699247969315e-12,3.684658282097476e-06,3.684301492593215e-06,3.639551016780196e-08,4.809487313095038e-16,4.985303762476667e-15,3.295128075883428e-10,3.2912322924972905e-10,7.730429836855739e-08,1.3220834120370577e-11,3.63948242370567e-08,2.0665682980822655e-13,4.155749125481475e-13,1.8740151525889306e-14,5.711684623947774e-14,6.186395072153616e-20,2.45860167837605e-17,8.293499981456823e-21,7.730416479007537e-08,3.154158060871649e-17,4.5143748521165934e-14,6.589399347443376e-27,8.438749181002633e-14,1.8914873048961933e-13,1.4545865221644646e-16,5.2509457501291415e-17,6.754164327738188e-16,7.754678477836361e-14,0.000443146427258965,6.5425863414966864e-15,2.2301250910507587e-26,2.875323714899059e-19,3.46396597203194e-21,5.077842290907338e-21,4.651975267324965e-16,7.761381030206038e-28,5.055811979643152e-26,7.139065730460084e-24,1.3249375717284799e-25,1.5278699875904526e-27,2.5928516648598065e-29,8.213362309458537e-17,1.0598252352345635e-23,1.1177018909596224e-12,7.944677042653123e-20,2.848201656586947e-24,1.6421995771970496e-21,1.973506399720906e-21,1.0743586723739411e-20,4.153017234392096e-30,3.721388977895158e-25,2.902904059402467e-19,4.09910827015917e-14,4.823160152348793e-34,2.0153804200595666e-25,3.6821404203744954e-22,1.035282280951964e-29,1.682835208141792e-29,7.795894112122605e-35,4.33934856040488e-34,1.483869090143344e-32,2.6075207557180765e-14,3.188354773706484e-40,1.67093082320049e-38,5.547850687781149e-32,4.2476912568215114e-30,1.0722833425332641e-14,2.0261444070832833e-31,5.298877752388294e-30
4.865716347759794e-11,0.6621274355370861,3.76,0.0,1.0035546385704057,0.9994794391384237,1.8564851522330073e-15,0.0,1.6677646175078875e-12,4.382529072625678e-06,4.382024366299264e-06,4.328707732775457e-08,6.816635667551256e-16,6.9766825793633584e-15,4.660887473320197e-10,4.655316918694851e-10,9.194566604558892e-08,1.8737882348032123e-11,4.328607463802881e-08,3.2770281080500203e-13,5.335746045668743e-13,2.6495604507720885e-14,8.113050870204527e-14,9.941492113504287e-20,3.4782074943602797e-17,1.3467676555609505e-20,9.194544792038627e-08,4.481152448875135e-17,6.353226740021621e-14,1.2584327522273981e-26,1.1937741282816464e-13,2.675718554878783e-13,2.447322829203854e-16,7.426546466019174e-17,1.002223979585394e-15,1.097029772375777e-13,0.0005205170887829681,9.197840655889084e-15,3.7778613062038054e-26,4.688407187826359e-19,5.830791201020109e-21,8.57106554246682e-21,6.581555944368111e-16,1.5543700672535063e-27,8.687310690896924e-26,1.2003885841702042e-23,2.2245746913373136e-25,2.630669944033301e-27,5.193963252420106e-29,1.151479739128952e-16,1.7836202902878672e-23,1.5810310341676514e-12,1.336709066147358e-19,5.699186336949218e-24,2.7634079077955763e-21,3.323283208019708e-21,1.799163858918066e-20,9.841321035152071e-30,6.239275752178003e-25,4.85832686891534e-19,5.779588356581818e-14,9.590567565262907e-34,4.472590725232522e-25,6.196300000566773e-22,2.4382189306675173e-29,3.367817756407881e-29,1.5880537166858782e-34,1.0276445676904677e-33,3.0182226068706104e-32,3.6631904784781966e-14,7.644242487943124e-40,4.020083818124738e-38,1.3160454886585321e-31,8.529070546917681e-30,1.802179418775369e-14,5.273339030349577e-31,1.0619715762994788e-29
5.640528913981922e-11,0.6621275173909458,3.76,0.0,1.0035539191733607,0.999404023493273,2.89658043821004e-15,0.0,2.2458347226444698e-12,5.080400074349398e-06,5.079721875692926e-06,5.017814882729656e-08,9.177237692658264e-16,9.275209170065747e-15,6.262625051933725e-10,6.255059523762169e-10,1.0658705106634493e-07,2.522736627541661e-11,5.0176757916580326e-08,4.878479217321344e-13,6.655010294665602e-13,3.558494481979216e-14,1.0946483841118205e-13,1.5034888334832682e-19,4.67427044866486e-17,2.0429354461191717e-20,1.0658671876865316e-07,6.04754573078728e-17,8.493535220556976e-14,2.1924321985773457e-26,1.6041970889302464e-13,3.595577219865435e-13,3.81223606472996e-16,9.977630052536007e-17,1.4090030324132427e-15,1.4742336284141167e-13,0.0005959256759649708,1.2283532437654512e-14,5.924527110866773e-26,7.134157059473693e-19,9.086937560343913e-21,1.3394371290940787e-20,8.845263815497622e-16,2.809008342019134e-27,1.3808782986889162e-25,1.8686980166062667e-23,3.458127712416289e-25,4.189541683279084e-27,9.388582896590506e-29,1.5335611281857909e-16,2.779130996415727e-23,2.1244488547321234e-12,2.0822559025570644e-19,1.0290597282616043e-23,4.305272083641741e-21,5.181223720109609e-21,2.789538511644294e-20,2.0522377656578934e-29,9.685130051052794e-25,7.528061105764047e-19,7.741020373802029e-14,1.7209150757861554e-33,8.867870027347755e-25,9.653861896957646e-22,5.053294578805077e-29,6.081916350822489e-29,2.9264906471794766e-34,2.1416547738921682e-33,5.53659567645035e-32,4.888697880766113e-14,1.612045165911258e-39,8.506687719034948e-38,2.747184083135327e-31,1.5453441306383757e-29,2.8047469739126433e-14,1.1973312505656206e-30,1.9205585917201617e-29
6.41534148020405e-11,0.662127599244728,3.76,0.0,1.0035531997775229,0.9993305201419284,4.268343296857794e-15,0.0,2.9112045171741587e-12,5.7782712871667096e-06,5.777394025072197e-06,5.706874298519603e-08,1.189289932213908e-15,1.1870759071443723e-14,8.100250368713292e-10,8.090360721848629e-10,1.2122845786071152e-07,3.269458604847155e-11,5.70668874549924e-08,6.924377381308946e-13,8.119360153700954e-13,4.600587057394192e-14,1.4216695508171517e-13,2.171474389709348e-19,6.046805478010365e-17,2.944191282459285e-20,1.2122797733521813e-07,7.856237786350712e-17,1.0930569245743977e-13,3.5653127074899626e-26,2.0751406009531428e-13,4.651047469575406e-13,5.608533116076455e-16,1.290392377216219e-16,1.9023252337762018e-15,1.90708591613141e-13,0.0006694219452397632,1.5791536388077837e-14,8.77399227171646e-26,1.0306573759491661e-18,1.3374819549409496e-20,1.9769056018269054e-20,1.1443182144454737e-15,4.7039222197261015e-27,2.071401403679773e-25,2.7474977810689997e-23,5.077171022003859e-25,6.295853642917752e-27,1.5725590256063906e-28,1.966156291645981e-16,4.089764232033202e-23,2.747934687345744e-12,3.0634587020091697e-19,1.7217805213273864e-23,6.334858440815409e-21,7.629176622402078e-21,4.084872949194753e-20,3.894023828087466e-29,1.4199177850790032e-24,1.1017074354620435e-18,9.980586454863825e-14,2.8614811972099156e-33,1.616398290319229e-24,1.4205300976887858e-21,9.529593393951181e-29,1.0177504672393712e-28,5.009651904123419e-34,4.06118892328532e-33,9.406604491333542e-32,6.280462059217705e-14,3.0922114897089916e-39,1.6372909338859403e-37,5.217914353098409e-31,2.5944974675685443e-29,4.123018206952407e-14,2.4577185817051062e-30,3.218507005484248e-29
7.190154046426178e-11,0.6621276810984336,3.76,0.0,1.003552480382874,0.9992588805899622,6.018488148108781e-15,0.0,3.66439816902727e-12,6.476142710987373e-06,6.4750408186018486e-06,6.395887778596024e-08,1.4965146350935973e-15,1.4753541523441545e-14,1.0173674256588402e-09,1.0161122425318524e-09,1.3586989085701074e-07,4.114484411541151e-11,6.395647629669613e-08,9.468094796580115e-13,9.734610554849944e-13,5.775609418109824e-14,1.792832531874201e-13,3.024644512910034e-19,7.595827516803321e-17,4.076857899627087e-20,1.3586922362041058e-07,9.910128481543628e-17,1.3659673599086747e-13,5.495039512919767e-26,2.6066017898366156e-13,5.84211373441955e-13,7.895405750435415e-16,1.6205155457004234e-16,2.488630984037432e-15,2.3955948195965235e-13,0.0007410543910256691,1.9713888515577263e-14,1.2432326123530475e-25,1.4299544787973625e-18,1.883706930295077e-20,2.7919029547992346e-20,1.437539418401268e-15,7.427478034818791e-27,2.9710203496464507e-25,3.865371352071145e-23,7.132865137501294e-25,9.045416907833493e-27,2.483621193833233e-28,2.4478803112441915e-16,5.758970505666896e-23,3.451468298656591e-12,4.3126614305807637e-19,2.716376592805765e-23,8.91925574167996e-21,1.0749246212977765e-20,5.723794513706694e-20,6.869506928894894e-29,1.9919669986147684e-24,1.5428045694109051e-18,1.2495498089986823e-13,4.4864549698011156e-33,2.7597099866397997e-24,2.000116059320341e-21,1.6708388099298075e-28,1.605893427148679e-28,8.104978418606986e-34,7.159999032132739e-33,1.5062591350876508e-31,7.834977953727273e-14,5.512956638155029e-39,2.928927982247236e-37,9.214260510497838e-31,4.1072578382288273e-29,5.799932108951821e-14,4.6650054448198675e-30,5.085800854866995e-29
7.964966612648306e-11,0.662127762952063,3.76,0.0,1.0035517609893962,0.9991890575717817,8.194008960892278e-15,0.0,4.5059397302819015e-12,7.174014345732652e-06,7.172662260318182e-06,7.084857088876153e-08,1.8395427228180914e-15,1.7914088064378193e-14,1.2482808778966436e-09,1.2467247799000292e-09,1.5051135448202467e-07,5.058344510197674e-11,7.084553715518178e-08,1.2562920491341863e-12,1.150657315820661e-12,7.083334200174486e-14,2.2085941367336695e-13,4.091259205358406e-19,9.321351497303408e-17,5.467243000226644e-20,1.5051045762454773e-07,1.2212117669215117e-16,1.6676267599634727e-13,8.112985190985265e-26,3.198578094048199e-13,7.16876069866286e-13,1.0732030938539912e-15,1.9881053507783745e-16,3.1742321404005886e-15,2.9397701959019e-13,0.0008108702789063598,2.4042782783365866e-14,1.7007747095789196e-25,1.9206845334509703e-18,2.561653547766148e-20,3.8070813233726813e-20,1.7641983176413635e-15,1.1192625433767869e-26,4.111722044061966e-25,5.250823079537729e-23,9.675966612237145e-25,1.253823617159094e-26,3.743437042329221e-28,2.977386336113512e-16,7.830245926894616e-23,4.2350298718854484e-12,5.862201534154945e-19,4.089896467494056e-23,1.2125575157597855e-20,1.4623792181034723e-20,7.744180772437012e-20,1.1436204745619805e-28,2.6982920292824752e-24,2.0861413337941677e-18,1.5282995769354307e-13,6.713233615663874e-33,4.471187572206818e-24,2.7192052584007258e-21,2.764583900792815e-28,2.418253663355179e-28,1.2541565269897533e-33,1.1912466270160153e-32,2.300850197617714e-31,9.548814668135836e-14,9.272755326151605e-39,4.943079071906634e-37,1.5355124173722655e-30,6.205213770266305e-29,7.878334874620426e-14,8.317729091463591e-30,7.669684343049411e-29
9.514591745092561e-11,0.6621279266590965,3.76,0.0,1.0035503222058868,0.9990546780499635,1.4010551742520316e-14,0.0,6.4561621755725494e-12,8.569758247738723e-06,8.567829103837378e-06,8.4626701055844e-08,2.633551160840827e-15,2.5032153842920876e-14,1.7807863906493412e-09,1.778520825037926e-09,1.7979439131774839e-07,7.244690460714262e-11,8.462212417202889e-08,2.061863899043291e-12,1.554386563255855e-12,1.0095988372103251e-13,3.1757053846812604e-13,6.986462787410789e-19,1.3301965002583638e-16,9.126325047036802e-20,1.7979288879086608e-07,1.7571990872014757e-16,2.3553967823719913e-13,1.6005110239305842e-25,4.564067309378634e-13,1.022873669693114e-12,1.8291174515948595e-15,2.835576514762504e-16,4.86793922391872e-15,4.195168106417735e-13,0.0009452354677292791,3.388974618939952e-14,2.935321787436402e-25,3.2138977386092012e-18,4.3699588399223707e-20,6.529894442083244e-20,2.517862493830938e-15,2.2822860889375095e-26,7.250293159152023e-25,8.938084434619566e-23,1.642544972016281e-24,2.2173416690060645e-26,7.636425499874978e-28,4.174541661938993e-16,1.3353227026877373e-22,6.042159643106527e-12,9.99161107113478e-19,8.32563810603998e-23,2.0672536995783353e-20,2.4967027813513515e-20,1.3077176858775416e-19,2.7723129889832983e-28,4.5673462805225386e-24,3.518613033093302e-18,2.1664854375714825e-13,1.3498210228147202e-32,1.0389253321025097e-23,4.636172351461526e-21,6.620586427625371e-28,4.924149471760587e-28,2.7122532888777418e-33,2.884206998018057e-32,4.814767044434285e-31,1.3441089205216948e-13,2.2926625148798242e-38,1.2304041813865691e-36,3.72980737530209e-30,1.2717733573909025e-28,1.341052991439787e-13,2.2856364388489577e-29,1.5663226596766225e-28
9.999999999999999e-11,0.6621280739951728,3.76,0.0,1.0035498715188529,0.9990139847992645,1.628184750100319e-14,0.0,7.140836219289635e-12,9.006964554159271e-06,9.004833628055e-06,8.89422676139506e-08,2.911999877513286e-15,2.7471709685533096e-14,1.9669642640283625e-09,1.964446064417002e-09,1.8896711373874533e-07,8.011970450447915e-11,8.893712599961132e-08,2.3706585749094685e-12,1.6949591136202224e-12,1.1148386632370301e-13,3.51626723781799e-13,8.134549544689478e-19,1.4694105842033962e-16,1.0539503178004884e-19,1.889653769352079e-07,1.9461112442199663e-16,2.5935573611323895e-13,1.9367753537264717e-25,5.041579532715863e-13,1.1298765539344602e-12,2.1235029259766324e-15,3.1318085902203985e-16,5.4929043357811164e-15,4.634237059851284e-13,0.0009859242088643963,3.729295622590982e-14,3.420902910555183e-25,3.713782361094712e-18,5.074725298770044e-20,7.595848263779807e-20,2.7814695276817925e-15,2.786127750457233e-26,8.503074429366213e-25,1.0372555257139048e-22,1.9045365680952845e-24,2.602677862641107e-26,9.323433607280939e-28,4.586173584050421e-16,1.5505206024567915e-22,6.6740304163893784e-12,1.1599821924295095e-18,1.0158273051775104e-22,2.4001926818950324e-20,2.9000910918554294e-20,1.5138005512135861e-19,3.55210330588872e-28,5.2910863122527134e-24,4.071626874846923e-18,2.388252241157287e-13,1.6406153300974143e-32,1.3168422037818034e-23,5.382946959155535e-21,8.450636682621369e-28,6.008583312813002e-28,3.3773938632466174e-33,3.69404226229745e-32,5.923631335308391e-31,1.4784486742084736e-13,2.955106052683045e-38,1.5892522289998123e-36,4.7819310281777114e-30,1.5550014304017136e-28,1.556302902038633e-13,3.0372953744968523e-29,1.9130378096419672e-28
1.0909254364292392e-10,0.6621280739951728,3.76,0.0,1.003549027304564,0.9989394989638106,2.1177390906933908e-14,0.0,8.51876692867744e-12,9.825928480346291e-06,9.823392597812923e-06,9.702567837827373e-08,3.471909804956331e-15,3.229962018140783e-14,2.3405685485652716e-09,2.3375369173395494e-09,2.061492735988153e-07,9.555740766343216e-11,9.701936785378622e-08,3.0286481106415685e-12,1.9771622549002463e-12,1.3258965957718664e-13,4.2030732060191055e-13,1.0640834998819322e-18,1.7488303559778557e-16,1.3564511845356286e-19,2.0614703484228876e-07,2.3273464677871774e-16,3.0682643598873247e-13,2.704822993035392e-25,5.999949646346502e-13,1.3446252420328813e-12,2.756792807364377e-15,3.72616515189965e-16,6.7926410652144e-15,5.515538364973601e-13,0.0010604015716083669,4.406720391353907e-14,4.472865254335037e-25,4.784337631946394e-18,6.591666989044785e-20,9.897632410596029e-20,3.310600658730992e-15,3.94947740720167e-26,1.1244069392384673e-24,1.345608287590471e-22,2.4668159626882415e-24,3.446852520106704e-26,1.3219492275118897e-27,5.4026282759051825e-16,2.0136337959960243e-22,7.942081313887241e-12,1.5059509346644197e-18,1.4385709905045365e-22,3.1165493872699494e-20,3.768770322773416e-20,1.9546544666686485e-19,5.479909923894513e-28,6.84162568828335e-24,5.253821296114691e-18,2.8313670210159134e-13,2.306715541433424e-32,1.995564034945055e-23,6.989777838731575e-21,1.294495676533352e-27,8.510502439678225e-28,4.976804922462283e-33,5.694762547052919e-32,8.517154229678811e-31,1.7456059556341992e-13,4.6088329416159614e-38,2.4883510909203597e-36,7.385892466450652e-30,2.210844534028776e-28,2.0190543646488427e-13,5.0006613779791995e-29,2.7143254523022126e-28
1.2303916983492222e-10,0.6621282213310126,3.76,0.0,1.003547732406776,0.9988295233556287,3.046606841847226e-14,0.0,1.0875763015704832e-11,1.108209939563357e-05,1.1078874009260801e-05,1.0942348522088543e-07,4.42819689767237e-15,4.033344278896194e-14,2.9765893888454556e-09,2.972665534164153e-09,2.3250432389414032e-07,1.2195272715052162e-10,1.0941508436423476e-07,4.256490127888256e-12,2.459736753151864e-12,1.6848423874057122e-13,5.381730208955533e-13,1.5504822965784964e-18,2.2246740552600744e-16,1.924617090661671e-19,2.3250114110750694e-07,2.982387558137057e-16,3.8674827484544623e-13,4.295906972832287e-25,7.631874332403606e-13,1.7102822366406885e-12,3.95455544869207e-15,4.737725888925823e-16,9.131608523611538e-15,7.016496737578591e-13,0.0011703641192333475,5.5447353368302695e-14,6.485193350631887e-25,6.796352168702238e-18,9.463289768484184e-20,1.42781604552211e-19,4.211806370790551e-15,6.398539126575753e-26,1.656748182283825e-24,1.9280749120241953e-22,3.526195286581759e-24,5.089587091594213e-26,2.1424162693806354e-27,6.766215290206539e-16,2.8900885764066795e-22,1.0101002981251533e-11,2.1603114969397055e-18,2.3271275744254817e-22,4.4718213996877774e-20,5.414539064524057e-20,2.7807950067048837e-19,9.978660589672287e-28,9.754473968403369e-24,7.46670725212175e-18,3.5804039420757677e-13,3.690737220857334e-32,3.5527527901497244e-23,1.0029918397085908e-20,2.3319354633329137e-27,1.3770601989888946e-27,8.586435093266749e-33,1.0358420219861058e-31,1.4089294491857066e-30,2.1937099522374757e-13,8.528085046079481e-38,4.63198134709585e-36,1.3473674540334944e-29,3.5980325330999444e-28,2.8933523910250147e-13,9.989348420810814e-29,4.403778874824062e-28
1.3698579602692053e-10,0.6621283686666191,3.76,0.0,1.0035464375124308,0.9987245161042677,4.216075206581481e-14,0.0,1.3530201712261525e-11,1.23382709935361e-05,1.233427335762084e-05,1.2182021385756368e-07,5.503009633915536e-15,4.9088743283941295e-14,3.688801553515359e-09,3.6838542038868666e-09,2.588595679678199e-07,1.5166386411377022e-10,1.218093369657041e-07,5.776171985142145e-12,3.0054884515486027e-12,2.086308253257573e-13,6.714096670920568e-13,2.180533267379889e-18,2.757736300817854e-16,2.6324202490301844e-19,2.58855207587977e-07,3.724013513646784e-16,4.750634418388581e-13,6.496629667627508e-25,9.459836412032545e-13,2.1198365588923536e-12,5.4568676068805145e-15,5.870102372156044e-16,1.1917326612060104e-14,8.698159955755935e-13,0.0012753582317071668,6.798998135049797e-14,9.042609658758591e-25,9.304232373659791e-18,1.3068905168972744e-19,1.981300531803908e-19,5.221528144021636e-15,9.843616178317786e-26,2.3444618117229477e-24,2.657549866919628e-22,4.848945319291675e-24,7.216267401636214e-26,3.296998196793391e-27,8.258693417740471e-16,3.9902434341431186e-22,1.2518822367606301e-11,2.981078452916096e-18,3.574751428124072e-22,6.172289802594793e-20,7.482961852666243e-20,3.8056776093914334e-19,1.7035376532088936e-27,1.3378846579166214e-23,1.0208312474760498e-17,4.412087388921509e-13,5.607896898800228e-32,5.956150402159215e-23,1.3844678520878203e-20,3.938752235788914e-27,2.1158553956728257e-27,1.4114694736576516e-32,1.7664177258793648e-31,2.2108009470083527e-30,2.6866682222912477e-13,1.478259083144629e-37,8.076886271462615e-36,2.304349980492664e-29,5.560188413728973e-28,3.9886043429915927e-13,1.85683216173024e-28,6.78472451333164e-28
1.5093242221891883e-10,0.6621285160019965,3.76,0.0,1.003545142621439,0.9986242527441079,5.654853830488577e-14,0.0,1.6485132611095213e-11,1.3594443274098096e-05,1.358959066129421e-05,1.342159537505205e-07,6.696882257861244e-15,5.852328152939997e-14,4.477158679437273e-09,4.471051470751361e-09,2.852150315693631e-07,1.8472183436983258e-10,1.3420218605952194e-07,7.618391055233283e-12,3.6177927919559207e-12,2.5301674684770623e-13,8.202526255892924e-13,2.9787254369755897e-18,3.3480257942573127e-16,3.495135907935293e-19,2.852092342850544e-07,4.553915481233284e-16,5.715370992530046e-13,9.442624039073073e-25,1.1483833457501646e-12,2.573280334402965e-12,7.298178091484082e-15,7.123138836928677e-16,1.518111802554084e-14,1.0560661602107594e-12,0.0013756083746042562,8.1656300781064e-14,1.2217344197443669e-24,1.2362155704151344e-17,1.7492809851331306e-19,2.664642101012036e-19,6.339814484410701e-15,1.4525289381734484e-25,3.2108263056763734e-24,3.550293983851635e-22,6.462976403209811e-24,9.900479577174116e-26,4.866574094460738e-27,9.873777966994717e-16,5.3397172868405e-22,1.5195440563335935e-11,3.987080640042832e-18,5.267110527353907e-22,8.257198071807162e-20,1.0023257963344136e-19,5.048146485119443e-19,2.7606859541281223e-27,1.7785935435059635e-23,1.3527656318764086e-17,5.324936458511467e-13,8.173784670029634e-32,9.510166306096216e-23,1.852221462807299e-20,6.31581730097776e-27,3.1183042957512478e-27,2.2311854351284541e-32,2.859436123071778e-31,3.3240421581465935e-30,3.2227943768927663e-13,2.430586444431489e-37,1.3358871591427857e-35,3.741067243286688e-29,8.24125960937554e-28,5.329372927487587e-13,3.2556935630822247e-28,1.0026400897433677e-27
