Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135)
1.3240021080225941e-08,0.08000234373453204,3.76,0.0,0.8165226838611138,0.9997420754672793,1.197671060514424e-09,0.0,2.5949840848880005e-09,2.7276101096660894e-06,2.5228152212282206e-06,1.3430811288904866e-07,7.388439073448238e-12,1.8142179215770824e-13,1.6407123789691525e-07,1.7795787711270055e-07,1.7871774202421148e-08,1.5484036480184304e-08,1.1669472709452034e-07,4.552651627904499e-09,3.677927230981346e-09,2.2474277266118632e-09,2.0699064260586867e-10,3.507372559712783e-14,2.3414594488905627e-15,8.660300902243567e-18,1.0397662697172214e-09,3.3448209697951813e-16,1.481867585363634e-12,9.209055227175957e-20,4.0251557437256583e-10,3.2302438921252024e-11,1.7125978794805855e-13,9.10073601832822e-17,5.418363701435557e-14,5.850385297410899e-12,0.00025760806518785185,5.202196989120874e-16,2.1463609750863247e-23,7.740610582506772e-15,1.1325147620075023e-16,4.0057404071705615e-16,3.0736064929360094e-15,5.786392194021149e-19,1.471622272035119e-24,2.9921607073046514e-22,2.1415996702768954e-22,1.6456935840984675e-27,1.8786001133045255e-24,2.4817559048018383e-18,9.252059349131083e-22,1.0067064830744546e-15,4.913727498803165e-19,8.026149169395626e-20,4.565428106856191e-21,8.131655868569302e-21,5.61057499594644e-17,9.611824571625778e-22,3.5543760645921145e-21,3.696999759269713e-18,5.464456439397335e-18,1.7075548233153474e-31,1.9500654544565536e-17,5.597971921932013e-23,1.7840836942222072e-19,7.852914780964284e-31,6.733696624149043e-32,1.8965745140325206e-26,7.341873705174149e-27,2.6654497351199412e-12
1.3700558366962045e-08,0.08000234509809538,3.76,0.0,0.8165225824215994,0.9997420569017001,1.3538347145496796e-09,0.0,2.827638469266317e-09,2.8233726842547896e-06,2.6039413700386418e-06,1.4103673046044732e-07,7.780290002775038e-12,1.8730807570343528e-13,1.744154946760106e-07,1.8969219004461283e-07,1.9625261500011105e-08,1.709048930446102e-08,1.2136490325020855e-07,4.89249241179121e-09,4.0333224496009605e-09,2.409644969620511e-09,2.2356117192236453e-10,4.048884015893168e-14,2.6440695565046327e-15,9.684673393447153e-18,1.075925587244924e-09,3.7614538677217124e-16,1.5573028944616842e-12,1.0396666465767452e-19,4.302683430708693e-10,3.4682692417342876e-11,1.89516856655281e-13,1.0203867251073565e-16,5.800739717337405e-14,6.542356944331977e-12,0.0002576080604247129,5.436971768445412e-16,2.455157257497906e-23,8.637578672505156e-15,1.2640417768435248e-16,4.502044286880229e-16,3.3408866195351802e-15,6.558036369511334e-19,1.6528519515859415e-24,3.509586867547858e-22,2.5493596744974093e-22,1.95560498640051e-27,2.3104143154476964e-24,2.569957670492299e-18,1.076418469317781e-21,1.2181301709807648e-15,5.404192695353967e-19,9.143003526267472e-20,5.182362136466502e-21,9.041913318242263e-21,5.969844460700159e-17,1.1286635130544992e-21,4.468388710116982e-21,3.901577310801108e-18,5.675688378616326e-18,1.9389810708572852e-31,2.269951869187786e-17,6.279354500676088e-23,2.1402540953357282e-19,9.085114853349403e-31,8.406189084679902e-32,2.2030895661962187e-26,9.038006199246253e-27,2.751774385333428e-12
1.416109565369815e-08,0.08000234646222223,3.76,0.0,0.8165224807673859,0.9997420378276577,1.5237183934910892e-09,0.0,3.0712390272132672e-09,2.9192277903838696e-06,2.684645445613584e-06,1.4797255782038175e-07,8.175462625137246e-12,1.9316507015826096e-13,1.849955943179468e-07,2.0174420225806177e-07,2.148494549246676e-08,1.8800360102291532e-08,1.260924425345421e-07,5.2432021456182896e-09,4.409026555271891e-09,2.5785377111925583e-09,2.4096045451232856e-10,4.65403678513231e-14,2.9773073656364557e-15,1.0796175574485915e-17,1.1120843941006685e-09,4.21674205072018e-16,1.6350642733879437e-12,1.169367872903873e-19,4.588964914942727e-10,3.715676064921155e-11,2.0901039607095292e-13,1.140939122710868e-16,6.195986383576259e-14,7.29306605477562e-12,0.0002576080555303468,5.675289671873429e-16,2.7962766832779047e-23,9.608123243618932e-15,1.406396153922177e-16,5.043409225041062e-16,3.62354232134232e-15,7.404648516660127e-19,1.850466324094264e-24,4.0988821829968246e-22,3.0179760125617645e-22,2.312667745334065e-27,2.823281609087701e-24,2.658297860145253e-18,1.2462120171853766e-21,1.4644155744323608e-15,5.923626941003943e-19,1.0368469773698884e-19,5.8617215238061885e-21,1.0019001916602128e-20,6.343107909994477e-17,1.3178889365346838e-21,5.577431621435966e-21,4.109874271307674e-18,5.890035800917544e-18,2.193884380743765e-31,2.629427021567096e-17,7.019950174958016e-23,2.5519193647388416e-19,1.0463299734413046e-30,1.0418633572786619e-31,2.5461303790204577e-26,1.1054167976021681e-26,2.8376499088443444e-12
1.4621632940434253e-08,0.08000234782693107,3.76,0.0,0.8165223788924637,0.9997420182454034,1.7079528814599755e-09,0.0,3.3257876864608393e-09,3.0151783167651342e-06,2.764929640451026e-06,1.551214192708504e-07,8.573632619712825e-12,1.9899285113969433e-13,1.9580522618583905e-07,2.1410899841438016e-07,2.3453189595897157e-08,2.0616373529425196e-08,1.3087862184783664e-07,5.604616686425861e-09,4.805390271623047e-09,2.7542655392766085e-09,2.5921414593850913e-10,5.328262746265786e-14,3.3436609396717796e-15,1.1999888993496764e-17,1.1482426906496875e-09,4.713347145611855e-16,1.715219672952974e-12,1.3106854216175602e-19,4.883954227170698e-10,3.972579309757753e-11,2.29778738840884e-13,1.2724875120715867e-16,6.604087707344683e-14,8.105494710516725e-12,0.0002576080505050722,5.917146317461475e-16,3.171976091617121e-23,1.0656250792414875e-14,1.5601709425853578e-16,5.632699624972389e-16,3.922172100807245e-15,8.331254045790407e-19,2.0655442035335524e-24,4.767761770651233e-22,3.554259453371263e-22,2.722451333662184e-27,3.429298354742217e-24,2.7467807190470036e-18,1.4361269318986461e-21,1.7498144880113707e-15,6.472560108081673e-19,1.1708744456017903e-19,6.608045722705964e-21,1.1065393304030751e-20,6.731015398567213e-17,1.5307560882184913e-21,6.914929733987077e-21,4.3218584880326615e-18,6.107873130145072e-18,2.473975236494445e-31,3.031973868768077e-17,7.823183922885095e-23,3.025502851846669e-19,1.1999760703371702e-30,1.282606006044898e-31,2.9285722153495656e-26,1.3438398879033243e-26,2.923078638573425e-12
1.5082170227170356e-08,0.08000234919224022,3.76,0.0,0.8165222767909283,0.999741998155218,1.9071687833970555e-09,0.0,3.5912764150336033e-09,3.1112271083519427e-06,2.844796135608997e-06,1.6248902822970913e-07,8.974494939159563e-12,2.0479149825204048e-13,2.0683820173064112e-07,2.2678171680688475e-07,2.5532293860242205e-08,2.2541211970634233e-08,1.3572468370760902e-07,5.9765733748349465e-09,5.222749348574653e-09,2.9369930641999667e-09,2.783486068837736e-10,6.077311437798497e-14,3.7457880842686526e-15,1.3301098462120794e-17,1.1844004772804608e-09,5.254080709479079e-16,1.7978357649949412e-12,1.464323621509207e-19,5.187605638553472e-10,4.239096434163384e-11,2.51860022211952e-13,1.4158368749694738e-16,7.025027717971891e-14,8.982659765418823e-12,0.00025760804534898926,6.162537330225262e-16,3.5846063134722866e-23,1.1786109267444112e-14,1.7259803128903922e-16,6.272904411842819e-16,4.237396997051681e-15,9.343105612905996e-19,2.2992243522789765e-24,5.524547952828182e-22,4.1655600199998916e-22,3.1910137727715105e-27,4.1419489784998435e-24,2.835410659856052e-18,1.647767590745263e-21,2.0789200130182487e-15,7.05150205522746e-19,1.3170126262683762e-19,7.426109546626546e-21,1.2183560401621577e-20,7.134241502901965e-17,1.7692475011232517e-21,8.518665886184824e-21,4.537501533779973e-18,6.3295919668326875e-18,2.781052903843899e-31,3.4812765951610374e-17,8.69261335032135e-23,3.567940995063843e-19,1.3707471947771675e-30,1.5690340289697357e-31,3.353401629109496e-26,1.6244290568894758e-26,3.008062895269319e-12
1.5542707513906458e-08,0.08000235055816782,3.76,0.0,0.8165221744569793,0.9997419775574125,2.121995971378664e-09,0.0,3.86768792096459e-09,3.207376966742524e-06,2.9242471007679125e-06,1.7008098854041158e-07,9.377762701702503e-12,2.1056109481474898e-13,2.1808845229034766e-07,2.397575488398986e-07,2.772449619386887e-08,2.4577516002414548e-08,1.4063183691445335e-07,6.358911094343205e-09,5.661424903858559e-09,3.1268896037273817e-09,2.98390890495523e-10,6.90726140249919e-14,4.186525428632658e-15,1.4705296798741894e-17,1.220557754405542e-09,5.841911889911099e-16,1.8829779570789916e-12,1.6310157043798364e-19,5.499873659491944e-10,4.5153473374020224e-11,2.752921895180134e-13,1.5718427979333838e-16,7.45879046698752e-14,9.927610008650889e-12,0.00025760804006204157,6.411458342148798e-16,4.0366147232892334e-23,1.300199044515541e-14,1.904459919940734e-16,6.967140354596118e-16,4.56986098983139e-15,1.0445689839362217e-18,2.552709037527674e-24,6.378203462462677e-22,4.859795636149933e-22,3.724932407874483e-27,4.976223961684442e-24,2.924192260625159e-18,1.882801764781442e-21,2.4566793573340434e-15,7.660943368378652e-19,1.4759011639384518e-19,8.320932517040228e-21,1.3375976691947378e-20,7.553484210494755e-17,2.035430557471109e-21,1.0431168998421292e-20,4.756778208743732e-18,6.555600982397565e-18,3.1170089625307854e-31,3.981227460801101e-17,9.631933424752675e-23,4.186708635411735e-19,1.5600115833611922e-30,1.9080811563520164e-31,3.823715608947829e-26,1.9531462676173413e-26,3.092604987575062e-12
1.600324480064256e-08,0.08000235192473186,3.76,0.0,0.81652207188492,0.9997419564523269,2.3530630701472997e-09,0.0,4.154996310516569e-09,3.3036306505988214e-06,3.0032846942925015e-06,1.7790279580574594e-07,9.783166146865331e-12,2.1630172760659442e-13,2.2955002692813453e-07,2.530317385126011e-07,3.0031973566106895e-08,2.6727884851119308e-08,1.456012572058965e-07,6.751470310525275e-09,6.121723757913876e-09,3.3241288788037804e-09,3.193687298549047e-10,7.824531577570674e-14,4.668897779681249e-15,1.6218189437866678e-17,1.2567145224623984e-09,6.479975323823033e-16,1.97071040759234e-12,1.8115245785765234e-19,5.820713038456787e-10,4.801454292913038e-11,3.001129916759924e-13,1.741413854135306e-16,7.905360028184475e-14,1.0943423422834363e-11,0.0002576080346443385,6.663904992194574e-16,4.5305478414133345e-23,1.43083321451051e-14,2.0962672451430925e-16,7.718655361483382e-16,4.920231380634122e-15,1.1644733986923156e-18,2.827267753549366e-24,7.338365917686892e-22,5.645481835075144e-22,4.331336041277302e-27,5.948745064710996e-24,3.013130263070119e-18,2.1429599136637976e-21,2.888406395062953e-15,8.301356093659193e-19,1.6481890573538307e-19,9.29778842558757e-21,1.4645115561766052e-20,7.989463984626185e-17,2.3314570764001892e-21,1.2700119539386853e-20,4.9796661097579096e-18,6.7863257918960745e-18,3.4838309192496597e-31,4.535933690162145e-17,1.064498129795503e-22,4.889844959249653e-19,1.7692109064383466e-30,2.307494039122745e-31,4.3427206356687986e-26,2.336606842523495e-26,3.1767072120938985e-12
1.6463782087378663e-08,0.08000235329195005,3.76,0.0,0.8165219690691548,0.999741934840329,2.6009969795858338e-09,0.0,4.453167707219413e-09,3.3999908760760093e-06,3.0819110632933145e-06,1.8595983873902055e-07,1.0190451651282104e-11,2.2201348662480174e-13,2.412170903087852e-07,2.665995819076634e-07,3.24568431880969e-08,2.8994876846568015e-08,1.5063408789843628e-07,7.154093095031575e-09,6.6039387622743175e-09,3.5288887197345465e-09,3.413105255749666e-10,8.835892713893393e-14,5.196127749615239e-15,1.784569890794658e-17,1.2928707819142641e-09,7.171579274927678e-16,2.061096040731386e-12,2.0066435820023179e-19,6.150078760825663e-10,5.0975418824523236e-11,3.2635998869187394e-13,1.9255140256307403e-16,8.364720497680974e-14,1.2033204534624198e-11,0.000257608029096035,6.919872926314812e-16,5.069053981737301e-23,1.5709720288794284e-14,2.302081914992726e-16,8.530831748358195e-16,5.2891991514944546e-15,1.294621258559067e-18,3.1242411148702797e-24,8.4153835909264615e-22,6.531762550035618e-22,5.017938447127529e-27,7.077898098108578e-24,3.102229571078706e-18,2.430034411402602e-21,3.3797939694339076e-15,8.97319446259947e-19,1.834534255184994e-19,1.0362215104186462e-20,1.5993449706141448e-20,8.442922981847772e-17,2.659562819175277e-21,1.537877197627616e-20,5.206145258169311e-18,7.022208807247304e-18,3.883605899556784e-31,5.149724389830631e-17,1.1735741212944364e-22,5.685980059806019e-19,1.999862974308069e-30,2.7759027790205035e-31,4.913731660958001e-26,2.782133100671349e-26,3.2603718534547166e-12
1.6924319374114765e-08,0.08000235465984003,3.76,0.0,0.8165218660041902,0.999741912721816,2.866422431799862e-09,0.0,4.762160834104404e-09,3.496460317256666e-06,3.160128343687828e-06,1.9425740052496456e-07,1.0599380800920541e-11,2.27696464858198e-13,2.5308392061266313e-07,2.804564266846208e-07,3.500116367237076e-08,3.138100987118319e-08,1.5573144051799195e-07,7.566623140468723e-09,7.108349121578072e-09,3.741350782540391e-09,3.6424533353142665e-10,9.948478807835397e-14,5.771645656610064e-15,1.959396918025014e-17,1.3290265332510148e-09,7.920214009328913e-16,2.1541965615519e-12,2.2171972146330595e-19,6.487926047727839e-10,5.4037369315178317e-11,3.5407055117628323e-13,2.1251651645863326e-16,8.836855993981935e-14,1.3200081855028965e-11,0.00025760802341720377,7.179357797463669e-16,5.6548859391132e-23,1.7210890806824786e-14,2.522605998040453e-16,9.4071894789363e-16,5.677479302157582e-15,1.4356354011376197e-18,3.4450449254030184e-24,9.620352494030338e-22,7.528442001776675e-22,5.793073294426215e-27,8.383973552066576e-24,3.191495249452779e-18,2.745878709128072e-21,3.936925923316046e-15,9.676895610123465e-19,2.0356032687255467e-19,1.1520024396771291e-20,1.7423450593326338e-20,8.914624399053157e-17,3.022066918693179e-21,1.8526393839704265e-20,5.436197777427206e-18,7.263709069510403e-18,4.318524416332684e-31,5.827157483837841e-17,1.2908349490468573e-22,6.584362104750737e-19,2.2535645349335806e-30,3.3228958066008845e-31,5.540171015097192e-26,3.2978111969508477e-26,3.343601184377115e-12
1.7384856660850867e-08,0.08000235602841921,3.76,0.0,0.8165217626846318,0.9997418900972116,3.149961580663109e-09,0.0,5.081927561322398e-09,3.5930416065865463e-06,3.2379386602611343e-06,2.0280066018578935e-07,1.1009729516348927e-11,2.33350758073554e-13,2.6514490748652806e-07,2.9459767157793145e-07,3.766693617156365e-08,3.3888761804703766e-08,1.6089439541898544e-07,7.98890576924396e-09,7.635220709324353e-09,3.961700275216532e-09,3.8820285272811263e-10,1.1169798530105693e-13,6.399099698026675e-15,2.1469369891336626e-17,1.3651817769900497e-09,8.729560408599159e-16,2.250072471331079e-12,2.4440418507695456e-19,6.834210354895954e-10,5.7201684460348826e-11,3.832818618693283e-13,2.3414494920232726e-16,9.321750658039818e-14,1.4447205406899168e-11,0.00025760801760793013,7.442355265610455e-16,6.290903711498137e-23,1.8816731398924105e-14,2.758564280676191e-16,1.0351389376287877e-15,6.08581116620613e-15,1.5881647012009728e-18,3.7911744287085395e-24,1.0965154798655784e-21,8.646017696094778e-22,6.665730496917624e-27,9.889315401287271e-24,3.2809325228761172e-18,3.0924064405877342e-21,4.566288843047204e-15,1.0412880285708715e-18,2.2520708012818776e-19,1.2777312326612586e-20,1.893758798979944e-20,9.405351930535554e-17,3.421371239677892e-21,2.220872100480961e-20,5.669807613197045e-18,7.511302060387194e-18,4.790884212506262e-31,6.573026655280837e-17,1.4167099590522759e-22,7.594885095305664e-19,2.5319941642897316e-30,3.95909929499873e-31,6.225567250924256e-26,3.8925512924862865e-26,3.4263974657360042e-12
1.8305931234323075e-08,0.08000235876771399,3.76,0.0,0.816521555260652,0.9997418433315591,3.773854516415636e-09,0.0,5.753558011989313e-09,3.786550053915413e-06,3.3923468457829173e-06,2.2064447662890701e-07,1.1833856221240185e-11,2.4457368524180333e-13,2.898274549138657e-07,3.2371520905892975e-07,4.3370561162245026e-08,3.927883653031029e-08,1.71421281233306e-07,8.862118218683585e-09,8.757346244371356e-09,4.426818591232237e-09,4.393079650017614e-10,1.3970615293830905e-13,7.82556202052771e-15,2.562819364874156e-17,1.4374907438876252e-09,1.0546118760408989e-15,2.4503865373603713e-12,2.950193085745095e-19,7.551913019155953e-10,6.384267429185918e-11,4.4635452872263345e-13,2.828563773027199e-16,1.0329754165835387e-13,1.7194884832444224e-11,0.0002576080055985614,7.97887066793938e-16,7.725489326592218e-23,2.236274164404655e-14,3.2797976372349344e-16,1.2458682239596376e-15,6.9657107389187786e-15,1.9304983219245397e-18,4.565815992661728e-24,1.4125962620083701e-21,1.1289522991819738e-21,8.743082471580792e-27,1.3598416833730687e-23,3.4603435488114414e-18,3.885461799717609e-21,6.069735199999821e-15,1.1983305497599632e-18,2.7339391308678987e-19,1.561619189617127e-20,2.2228140588843803e-20,1.0447120201135756e-16,4.340397238677424e-21,3.1475659279711845e-20,6.1476427869256174e-18,8.026749073815542e-18,5.857678506523125e-31,8.290468344998758e-17,1.696101582770532e-22,9.99533110470871e-19,3.170179320739722e-30,5.54735340844658e-31,7.787868233453305e-26,5.359372756195243e-26,3.59069986442277e-12
1.913489835044806e-08,0.08000236123560753,3.76,0.0,0.8165213676562552,0.9997417995164396,4.403482858374922e-09,0.0,6.39426551463885e-09,3.961115748839983e-06,3.5299434865222893e-06,2.3759406987824372e-07,1.2578442574782274e-11,2.5457722768350833e-13,3.126516918329e-07,3.5084850954187e-07,4.893812773794597e-08,4.456989498260344e-08,1.8113005941544603e-07,9.679844919410248e-09,9.846481735560568e-09,4.8743216879526135e-09,4.891109254034843e-10,1.694662032369215e-13,9.328434817374818e-15,2.987458385729219e-17,1.5025670838973528e-09,1.2429802798020514e-15,2.640743877770099e-12,3.4707122251842105e-19,8.226257921379049e-10,7.018301888514826e-11,5.086217129008634e-13,3.3360353719153196e-16,1.1280435040346465e-13,1.9974197329005763e-11,0.00025760799434535196,8.473704216736745e-16,9.219236183339245e-23,2.5964317362396335e-14,3.8094373847945083e-16,1.4626987228604727e-15,7.834122435366984e-15,2.2850457847401834e-18,5.366395316685695e-24,1.7585655386829646e-21,1.4202880449953658e-21,1.105121359352528e-26,1.7890062901347456e-23,3.6224559905381886e-18,4.724544251160808e-21,7.743583713698559e-15,1.351100811329607e-18,3.2272077584034146e-19,1.8578744507545805e-20,2.55021132925366e-20,1.145804848686439e-16,5.319140680588428e-21,4.24534965212339e-20,6.58972881829745e-18,8.516587534281876e-18,6.971228968000225e-31,1.0123379417396138e-16,1.9816617738679802e-22,1.265274856484472e-18,3.8477384888255556e-30,7.412819555835728e-31,9.433100975526092e-26,7.058494618475131e-26,3.737113434576782e-12
1.9963865466573044e-08,0.08000236370599702,3.76,0.0,0.8165211791475401,0.9997417540693854,5.10132027551036e-09,0.0,7.0688690086728406e-09,4.136082914707633e-06,3.6662541066594026e-06,2.55415652379208e-07,1.3324716299298805e-11,2.6448942693885015e-13,3.3602262941700953e-07,3.788339898425094e-07,5.492781061299978e-08,5.029175243210629e-08,1.9106682905591512e-07,1.052683883991169e-08,1.1011949258250042e-08,5.350395825551607e-09,5.427174898696007e-10,2.0410024191397632e-13,1.1067409295494798e-14,3.4642671784804455e-17,1.5676417886912095e-09,1.4577111099497065e-15,2.8409810139813404e-12,4.0588605007496225e-19,8.927256619589464e-10,7.687602019645162e-11,5.763211635858093e-13,3.91725996036923e-16,1.227221001082751e-13,2.3063236283149985e-11,0.0002576079826715479,8.979851405892916e-16,1.0925257138411048e-22,2.998813059321209e-14,4.4014190073725367e-16,1.7078805143390367e-15,8.780141138624703e-15,2.6882515286551405e-18,6.276405061827088e-24,2.1723485791253694e-21,1.7706615768045313e-21,1.384926972360338e-26,2.3286293139954704e-23,3.785212897895345e-18,5.695447736141066e-21,9.77192322922995e-15,1.5149177823939837e-18,3.781199297438615e-19,2.1972516489138117e-20,2.908698274701629e-20,1.2543706637066121e-16,6.458171796556353e-21,5.653317952735938e-20,7.04315167709173e-18,9.034289086157786e-18,8.247146034826272e-31,1.226408158241085e-16,2.302582274602515e-22,1.5859947139008047e-18,4.63558764901072e-30,9.78946221877258e-31,1.1328951806464301e-25,9.197137249478832e-26,3.882158550641526e-12
2.0792832582698028e-08,0.08000236617897782,3.76,0.0,0.8165209897065173,0.9997417069938004,5.8708581617605855e-09,0.0,7.776901116746194e-09,4.311465455874121e-06,3.8012907032673975e-06,2.741358421451017e-07,1.4071790546888467e-11,2.7431091802106727e-13,3.59911321378445e-07,4.0764659768877015e-07,6.134934561274846e-08,5.6457470473783e-08,2.0123684127682032e-07,1.1402256400029443e-08,1.2254856780340251e-08,5.856216888997859e-09,6.003225682535723e-10,2.441965850782874e-13,1.3073079354324102e-14,3.9978277143201566e-17,1.6327148624027028e-09,1.701762425323416e-15,3.051409303981971e-12,4.720871572202071e-19,9.654657665690432e-10,8.392991122542324e-11,6.496631414818954e-13,4.581073476223306e-16,1.3304987406904912e-13,2.648085446849776e-11,0.0002576079705780051,9.497287180112298e-16,1.2864475876109313e-22,3.4468355866765214e-14,5.06082000029334e-16,1.9840991340327092e-15,9.808992969176749e-15,3.1449252322322483e-18,7.308069124662655e-24,2.664274176936389e-21,2.189178064460171e-21,1.7218734962113366e-26,3.0014555356335066e-23,3.948650462339193e-18,6.811374154405555e-21,1.2208578970101163e-14,1.6899767500923794e-18,4.400101915847623e-19,2.584474217716573e-20,3.2997050046135915e-20,1.3709363131928993e-16,7.774384929178614e-21,7.439751629431004e-20,7.507858198102634e-18,9.583190408418531e-18,9.703239249276672e-31,1.4749964947640195e-16,2.662004323663039e-22,1.9701840791294116e-18,5.546890703386479e-30,1.2789077348214885e-30,1.3499669967023032e-25,1.1866324280903156e-25,4.025847978113659e-12
2.1621799698823012e-08,0.08000236865464358,3.76,0.0,0.8165207993061574,0.9997416582933396,6.715537439758054e-09,0.0,8.517856162640643e-09,4.487276874141178e-06,3.9350651612624734e-06,2.9378027239915396e-07,1.481887455286896e-11,2.840423518852449e-13,3.842898402017415e-07,4.372617785122541e-07,6.821194935129155e-08,6.307972475784556e-08,2.1164506562407607e-07,1.2305270576255423e-08,1.3576195462603753e-08,6.39297937137227e-09,6.621269015418212e-10,2.9039183849357744e-13,1.537923094831129e-14,4.5929884034670285e-17,1.6977863095285572e-09,1.9783692569015058e-15,3.272328701017946e-12,5.463363848314005e-19,1.0408211985117285e-09,9.135310749129594e-11,7.288560595800336e-13,5.337156014982533e-16,1.4378675798646166e-13,3.024596100986339e-11,0.00025760795806572547,1.0025986559136313e-15,1.5059166203082402e-22,3.944085471667371e-14,5.7929716117716e-16,2.2942125345658344e-15,1.0926178012468329e-14,3.660199988479e-18,8.474853728317708e-24,3.2458508756636115e-21,2.685973109716235e-21,2.12513876064119e-26,3.833894158472189e-23,4.112806540914215e-18,8.086071355908852e-21,1.5112428674526476e-14,1.8764612739370128e-18,5.088165805618377e-19,3.0246512251073816e-20,3.724658088009807e-20,1.4960482080449465e-16,9.285473951827057e-21,9.683866601892076e-20,7.983801820433897e-18,1.016678042690805e-17,1.1358773925134392e-30,1.762143979438883e-16,3.0632766601798813e-22,2.4272523249127745e-18,6.595934425079784e-30,1.6542500203282118e-30,1.5970512431079727e-25,1.517184030548478e-25,4.168194363157267e-12
2.2450766814947996e-08,0.08000237113308606,3.76,0.0,0.8165206079203713,0.9997416079719001,7.638744882580707e-09,0.0,9.291196106899778e-09,4.663530276682215e-06,4.0675892544858615e-06,3.1437361673980775e-07,1.5565263863653662e-11,2.9368439307025017e-13,4.09131244138638e-07,4.6765546672219274e-07,7.552433751221307e-08,7.017081267967236e-08,2.222962000027124e-07,1.3235070664333517e-08,1.4976844658733e-08,6.961892663213905e-09,7.283368560258244e-10,3.433729431372057e-13,1.8023078902622757e-14,5.254870127268804e-17,1.762856134946925e-09,2.2910638012681893e-15,3.5040280404351927e-12,6.293350795450282e-19,1.1187672856253728e-09,9.915419701828474e-11,8.141065132226326e-13,6.196083812800471e-16,1.549318399771258e-13,3.437748752273154e-11,0.00025760794513566984,1.0565924638155731e-15,1.753300614291666e-22,4.494318745520095e-14,6.603460947156618e-16,2.641256614531629e-15,1.213747319400962e-14,4.239543632624779e-18,9.791583194482617e-24,3.9298630625378764e-21,3.2722942354438983e-21,2.6050233625112295e-26,4.856466597253626e-23,4.277720668483007e-18,9.533810541230178e-21,1.854756730580374e-14,2.074544440554807e-18,5.849698848325796e-19,3.523299439090019e-20,4.184980629658228e-20,1.6302721584909304e-16,1.1009913017981749e-20,1.2476907355346649e-19,8.470941079858781e-18,1.078869450435777e-17,1.323455459629996e-30,2.0922061063186071e-16,3.5099660234514885e-22,2.9675876105469454e-18,7.798199468543114e-30,2.1202053781879393e-30,1.8767716473293734e-25,1.9236046774173789e-25,4.309210233755215e-12
2.327973393107298e-08,0.08000237361439547,3.76,0.0,0.8165204155239859,0.9997415560336119,8.643810022970884e-09,0.0,1.009635583287688e-08,4.84023838384619e-06,4.198874646773297e-06,3.3593961396865073e-07,1.6310331559796797e-11,3.0323771758777486e-13,4.3440954526179234e-07,4.988040771265505e-07,8.329474253013244e-08,7.774266093181686e-08,2.3319468028588944e-07,1.4190862025811766e-08,1.6457576737138514e-08,7.564177596590078e-09,7.991642222608845e-10,4.0387917882548165e-13,2.1045512261819927e-14,5.988871912627296e-17,1.8279243439357464e-09,2.643696377241947e-15,3.7467853229981096e-12,7.218250663477612e-19,1.1992795890054039e-09,1.0734193068095822e-10,9.056193103487572e-13,7.169381814607172e-16,1.6648421058529438e-13,3.889435650885238e-11,0.00025760793178885736,1.1117076588253434e-15,2.0311132068536252e-22,5.101462123912559e-14,7.498132533781607e-16,3.0284506279405512e-15,1.3448934613527391e-14,4.8887698427667594e-18,1.1274563962390472e-23,4.730471857572876e-21,3.960586169436033e-21,3.173049415361077e-26,6.104294154800285e-23,4.4434340749704555e-18,1.1169363206406654e-20,2.2583458965695234e-14,2.2843901044987904e-18,6.689062795439993e-19,4.0863658831541135e-20,4.682092534498283e-20,1.7741932583165013e-16,1.296693669747859e-20,1.5923277934069006e-19,8.969238443066609e-18,1.1452708324151238e-17,1.535301032536329e-30,2.4698650181776216e-16,4.0058677792012175e-22,3.60261896923409e-18,9.170434811452548e-30,2.694423127717867e-30,2.191847206169523e-25,2.419986042593648e-25,4.4489080008471124e-12
