Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226),S(2070),FO2(124),S(3821),CHO2(141)
0.006581921112918838,0.5227779078362662,6.335988617950513e-08,2.1220100729275852e-08,4.016255166623152e-07,0.0004300764611248507,0.0,0.0,3.098661602484356e-05,1.2371104092435234e-05,3.942095319587825e-05,0.0007057484827457408,1.2485321427672227e-14,1.2138211256915055e-23,3.140135015929219e-21,1.2900519038274346e-15,1.4718856534177754e-12,5.530598468302939e-10,8.697512810672733e-18,6.506797486574717e-25,3.389959776570179e-23,1.957495461062162e-30,1.4447158326798163e-17,6.811991223418922e-14,9.979805227205898e-17,6.628108803751455e-16,5.322960534826255e-28,3.156188234894491e-21,8.899566162240041e-20,1.9516326630019047e-24,4.112194343882606e-17,2.978378928688477e-22,3.293616061812379e-23,1.2549853046612909e-22,3.76,0.0,0.7666592313028983,0.9769160378868851,0.022443490843608926,7.954318849648723e-10,1.046756171704731e-07,0.0016051440077724831,0.00013690685764189704,9.17806603793966e-14,2.9505400804791005e-16,2.847507227502599e-08,1.6920341253039881e-09,2.052845959199916e-05,0.022049159995725712,1.9499994633480778e-08,0.0006525224180506884,7.626090501301885e-08,2.025505622002599e-06,0.00011078629697762354,1.4715028221092556e-09,8.781877742509522e-06,2.3231653175641146e-09,2.5772727843057443e-10,1.0517216682227358e-13,7.3383099874470754e-06,7.648034360830145e-11,1.3275004661166206e-08,1.0539350854679846e-09,1.1412046857543838e-06,1.9404464258092796e-13,4.3654379017257086e-05,9.745007262568729e-19,5.282905955901912e-13,4.348688867865074e-13,6.269481474149552e-10,1.1750121428045716e-07,1.3314264757618593e-12,1.3729291280165903e-13,6.4690384962826186e-15,8.668134427755512e-12,5.678659006376368e-12,4.420710493059348e-09,1.1163675317587046e-12,3.5911260281978087e-10,6.570905489733086e-11,2.4033802018934416e-10,2.9958613983066157e-14,5.935845134598661e-12,1.4153236878415975e-08,9.389759589739073e-10,9.868396546053488e-11,5.290441161105889e-07,2.0930725266364208e-13,1.3366028507111052e-13,1.160187376291213e-11,1.2579438466597008e-19,1.173062567577828e-19,4.422529599985342e-15,1.540085830060856e-18,7.311249350795749e-22,8.781742385785415e-13,6.388537930631246e-17,1.2793474142658212e-18,3.368237777209929e-11,9.236016686539784e-20,6.388290642235958e-14
0.006682433116587814,0.5227789136361314,6.3385444816458e-08,2.126284696704379e-08,4.016166156662031e-07,0.0004365521101406426,0.0,0.0,3.098823184237312e-05,1.2366369815268454e-05,4.0247234645265365e-05,0.0007164756953846339,1.2928155393195727e-14,1.2191846220605162e-23,3.170571333905642e-21,1.3044506406699709e-15,1.4957334913542952e-12,5.776982528121813e-10,9.147746858829195e-18,6.876724907558087e-25,3.6769495410708004e-23,1.4869008153986517e-30,1.4671071586569836e-17,7.03236331112448e-14,1.0142513941586554e-16,7.075172112500819e-16,5.591889639348935e-28,3.3143180318881925e-21,9.325335086491391e-20,2.0307024926092518e-24,4.2649836561242635e-17,3.0901064805638184e-22,3.4960941220573253e-23,1.3372210324991822e-22,3.76,0.0,0.7662611131395747,0.9765412611607553,0.022810527640204564,8.199761778125756e-10,1.0468690979363476e-07,0.001630144306044482,0.0001368814987189651,9.175517155147861e-14,2.949720670824697e-16,2.8471643069425455e-08,1.692025461978379e-09,2.0516743749995437e-05,0.022409453512973906,1.956722679225522e-08,0.0006635005119019754,7.755080784434697e-08,2.0564551980573475e-06,0.00011278891672476597,1.4710490840046453e-09,8.787325889277457e-06,2.3615495267592203e-09,2.615673043765491e-10,1.0673907549138922e-13,7.537530906463566e-06,7.789176785248495e-11,1.3522320479183118e-08,1.0732931641439062e-09,1.18165021547175e-06,1.9747952431408495e-13,4.36376317793848e-05,9.940750527059846e-19,5.501957135386073e-13,4.505551199473388e-13,6.301987780248998e-10,1.2063424013626218e-07,1.3793245952036591e-12,1.419921263512398e-13,6.664155565781086e-15,8.96519785973264e-12,5.769057789457565e-12,4.419036747356468e-09,1.1541831102011566e-12,3.6880957869631593e-10,6.745750223774256e-11,2.460115227446453e-10,3.0447427523618696e-14,6.12841006020672e-12,1.43969393033444e-08,9.384457889418144e-10,1.0034449112974982e-10,5.407068765904988e-07,2.1294776331804938e-13,1.3363973094877208e-13,1.219801353035632e-11,1.3226045017251662e-19,1.2348159431507453e-19,4.5904964307644076e-15,1.573430095897238e-18,7.586003435581779e-22,9.255541485907522e-13,6.485039348446704e-17,1.3226832928014954e-18,3.3665101444005893e-11,9.548869720493555e-20,6.38852613017321e-14
0.00678294512025679,0.5227799198275777,6.341098453994523e-08,2.1305755382128456e-08,4.01607748263633e-07,0.00044302432116810674,0.0,0.0,3.098980360301967e-05,1.236159295668786e-05,4.107398662649664e-05,0.0007272013386123279,1.3380423987355587e-14,1.2243765314404256e-23,3.201445188896183e-21,1.3191467690265235e-15,1.519622062379206e-12,6.03136911277945e-10,9.613685090566416e-18,7.261867014999669e-25,3.984319847360221e-23,3.409798269427588e-30,1.489888550294312e-17,7.256495317334767e-14,1.0305532460066761e-16,7.544743027945098e-16,5.871053176272454e-28,3.4783812987278276e-21,9.764815477125305e-20,2.1118809784022193e-24,4.4210690036537887e-17,3.2039824531416915e-22,3.708048697301465e-23,1.4235479091616013e-22,3.76,0.0,0.7658632114646584,0.9761666885709565,0.0231773602817355,8.448940592387381e-10,1.0469817563664889e-07,0.0016551441651054774,0.0001368561491483468,9.172967087523132e-14,2.9489008802788913e-16,2.8468225371704632e-08,1.6920184329480826e-09,2.0505036537430865e-05,0.022769546128650755,1.96315681738329e-08,0.00067446708401319,7.884014675040335e-08,2.087554684982988e-06,0.00011479418327094035,1.470595553535139e-09,8.792363055943407e-06,2.3998867727560553e-09,2.654234326560923e-10,1.0831255414584868e-13,7.738734177904662e-06,7.930594654053865e-11,1.3770178715190713e-08,1.0926885218521843e-09,1.2228292658469897e-06,2.0091653180775541e-13,4.362089366352958e-05,1.0137499055453423e-18,5.726060910963389e-13,4.665397449840204e-13,6.334536880737876e-10,1.2380530913083276e-07,1.428126621106059e-12,1.46777648391306e-13,6.862605342626144e-15,9.267721314811726e-12,5.8595096646249145e-12,4.417354348285046e-09,1.1926721611901313e-12,3.7860993277524756e-10,6.922350048527647e-11,2.5170400622815003e-10,3.09359473391276e-14,6.323989039919788e-12,1.4640818223166833e-08,9.379163202116438e-10,1.0200495758382116e-10,5.523790350009602e-07,2.165923848893111e-13,1.3361915894579725e-13,1.2814650463905297e-11,1.3894891975381416e-19,1.2987971975074776e-19,4.7621254981644894e-15,1.606775855783544e-18,7.866594740070758e-22,9.746677075610845e-13,6.581509331350701e-17,1.3667909493083765e-18,3.364784898859843e-11,9.867294377765254e-20,6.388796186828284e-14
0.006983969127594743,0.5227819333742852,6.346200790974532e-08,2.1392054666675977e-08,4.015902064207629e-07,0.00045595842514237287,0.0,0.0,3.099282183350967e-05,1.2351929692207351e-05,4.272876133647063e-05,0.0007486479344141475,1.4313631612250064e-14,1.2342708243434727e-23,3.2645209594531254e-21,1.3494406256540114e-15,1.5675216022370412e-12,6.564773832896568e-10,1.0593845197581575e-17,8.079231699743915e-25,4.6646582479159593e-23,4.816968451838743e-30,1.536629827473312e-17,7.716107529196964e-14,1.0632503251987313e-16,8.55445518341976e-16,6.461194252906958e-28,3.824934725477764e-21,1.0685865409209852e-19,2.2806848647963856e-24,4.743237465298065e-17,3.438196946783606e-22,4.161631880208599e-23,1.6090557344916212e-22,3.76,0.0,0.765068056835345,0.9754181550658817,0.023910413749914605,8.95850688976561e-10,1.0472062713071672e-07,0.001705142542164178,0.0001368055076245007,9.167863417395328e-14,2.947260162819285e-16,2.8461424013616745e-08,1.6920092182870641e-09,2.0481652399716463e-05,0.023489129375577348,1.9752013514106066e-08,0.0006963657102412918,8.141714119820641e-08,2.150199609284004e-06,0.00011881263760156363,1.4696897487063357e-09,8.801349442423534e-06,2.4764208074559267e-09,2.731834383168212e-10,1.1147899371158905e-13,8.147000952262618e-06,8.214255283864885e-11,1.4267518856620324e-08,1.1315909868882695e-09,1.3073929520488111e-06,2.0779688308187755e-13,4.358744476504989e-05,1.0534029684743984e-18,6.18955020901811e-13,4.994080778263144e-13,6.399764108838759e-10,1.302614071362582e-07,1.5284532286495847e-12,1.56608745360906e-13,7.269562990904663e-15,9.889219350990369e-12,6.040572606228544e-12,4.4139685812330195e-09,1.271676665279795e-12,3.9851719302184937e-10,7.280741206828904e-11,2.6314265392505855e-10,3.191211465906468e-14,6.724178572978876e-12,1.5129100625010307e-08,9.368594676999303e-10,1.0532567708969873e-10,5.757479601009122e-07,2.238937370032255e-13,1.3357796157874176e-13,1.4110881846585056e-11,1.5300898371570384e-19,1.4336255931093084e-19,5.1164896735971975e-15,1.6734613938879004e-18,8.4454587005852195e-22,1.0782357303524614e-12,6.774356855340429e-17,1.457328454193207e-18,3.3613415078526124e-11,1.0520908070948763e-19,6.389440334379474e-14
0.007164890734198901,0.5227837468801726,6.350786576641369e-08,2.1470268083648172e-08,4.0157473626228676e-07,0.00046758735055484334,0.0,0.0,3.099540288426857e-05,1.2343127621122776e-05,4.4219339065866405e-05,0.0007679445469837898,1.5186707429101813e-14,1.2426500995913536e-23,3.3228243798303337e-21,1.377745853486477e-15,1.6107709941245928e-12,7.0737781382365e-10,1.1532642687108268e-17,8.870809742474214e-25,5.358344486953222e-23,4.834444660336415e-30,1.5800518479451313e-17,8.142791135903692e-14,1.0927847055882313e-16,9.547920640876138e-16,7.030147054351032e-28,4.158716707872241e-21,1.1564106098176426e-19,2.440124424220634e-24,5.044737568398494e-17,3.6563817243162664e-22,4.605433095414562e-23,1.7914870244307507e-22,3.76,0.0,0.7643531560531259,0.9747451710901371,0.024569465432213295,9.429895837371855e-10,1.0474074226474916e-07,0.0017501395444635573,0.00013676002713867478,9.163266110519825e-14,2.945782230003184e-16,2.845534089804241e-08,1.6920063611576169e-09,2.0460645821785157e-05,0.02413606914850922,1.9851586620363905e-08,0.0007160351958929153,8.373452638091879e-08,2.207082980376399e-06,0.00012243825190583037,1.4688766239447797e-09,8.80837136132849e-06,2.5451418375695387e-09,2.8022108103825926e-10,1.1435067409427353e-13,8.52100487688802e-06,8.4704882782075e-11,1.4716971418076976e-08,1.1667304623885692e-09,1.386021497341954e-06,2.1399636870158986e-13,4.355737186580025e-05,1.0894389584805392e-18,6.624282364239864e-13,5.300198745679523e-13,6.458616302066177e-10,1.3620157808346977e-07,1.621865675801493e-12,1.6575472365678612e-13,7.647371559759116e-15,1.0467418347246141e-11,6.203710542579773e-12,4.410903494895362e-09,1.3450988895203977e-12,4.167783651915023e-10,7.609112146046782e-11,2.7349441584706296e-10,3.2789681679807656e-14,7.094630814490356e-12,1.556914611220321e-08,9.359106502118822e-10,1.0831403295150409e-10,5.968036145006231e-07,2.3047845698986667e-13,1.335408234899878e-13,1.5351273231935526e-11,1.6646363776103242e-19,1.5630500149638661e-19,5.448242852660393e-15,1.7334586512037876e-18,8.986826728962088e-22,1.1777286624523047e-12,6.947816474170891e-17,1.5414687576816214e-18,3.358250460743574e-11,1.1128338566312878e-19,6.390139108436267e-14
0.007345812340803058,0.5227855616187173,6.355366444557252e-08,2.1548990016999204e-08,4.0155964603177897e-07,0.00047920512112457485,0.0,0.0,3.099786207495373e-05,1.2334242639571606e-05,4.571097108313582e-05,0.0007872361418126666,1.6091787244009576e-14,1.2505653298537659e-23,3.382605848674248e-21,1.407051418903485e-15,1.6541531361002343e-12,7.611158176009034e-10,1.252690134393226e-17,9.718239649927935e-25,6.13708173875326e-23,2.250910460281968e-29,1.6247700757927155e-17,8.581929736955176e-14,1.1224210505700052e-16,1.0626508559628074e-15,7.636704378933132e-28,4.514226070075454e-21,1.2490510602357653e-19,2.6068699990301574e-24,5.357346568103562e-17,3.8815971391306926e-22,5.084927668952458e-23,1.9895188795042123e-22,3.76,0.0,0.763638953380641,0.9740728452828297,0.02522785860380014,9.913393033319664e-10,1.0476077122059111e-07,0.001795135107126533,0.00013671466366859322,9.158665038238462e-14,2.944303086707753e-16,2.8449293084713316e-08,1.6920085556908264e-09,2.0439680033115382e-05,0.024782361185228283,1.9943380841232006e-08,0.0007356675586761597,8.605010997539194e-08,2.2644365443855227e-06,0.00012607237159906738,1.4680660272226492e-09,8.814549870388076e-06,2.6137121648934195e-09,2.8730862705841837e-10,1.172427155302533e-13,8.901100404277372e-06,8.727608174949306e-11,1.5168168582509704e-08,1.2019903254538343e-09,1.4670461406744366e-06,2.202025889716919e-13,4.352732837740414e-05,1.1258074789509308e-18,7.075870282029837e-13,5.616136449144495e-13,6.517608784343338e-10,1.4226435033336012e-07,1.718248790382764e-12,1.7518468741739836e-13,8.036206147614079e-15,1.1063581745640509e-11,6.3670199422829365e-12,4.407827187808697e-09,1.4207260612589095e-12,4.353607829490811e-10,7.942887682246062e-11,2.838957880084827e-10,3.366632753923766e-14,7.474807917104837e-12,1.6009744500625612e-08,9.34964027825301e-10,1.1130205960776665e-10,6.178772845700115e-07,2.3707564247450556e-13,1.3350362852244068e-13,1.6663795308935438e-11,1.8070096620686756e-19,1.7004094330735125e-19,5.792329891410213e-15,1.7934245426794234e-18,9.547772322906884e-22,1.2833881412731648e-12,7.121180495645176e-17,1.6281358601918685e-18,3.3551668936910563e-11,1.1754010540456544e-19,6.39095113929688e-14
0.007526733947407215,0.5227873775806716,6.359940447055949e-08,2.1628213537709864e-08,4.015449885631957e-07,0.0004908117310842792,0.0,0.0,3.100020406070984e-05,1.2325286642654247e-05,4.720352937760372e-05,0.000806522743176392,1.7029417186815508e-14,1.2580469617712217e-23,3.443888327967086e-21,1.4373712488441978e-15,1.6976683208012021e-12,8.177847473425828e-10,1.3578357536124551e-17,1.062312141928431e-24,7.00876337202466e-23,2.0537591523162462e-29,1.6707967794471934e-17,9.033630551828606e-14,1.1521599001258052e-16,1.1795046629962137e-15,8.282629079506933e-28,4.892450646629761e-21,1.346650027660617e-19,2.7811020425080543e-24,5.681228079521318e-17,4.113871099719207e-22,5.602096490703019e-23,2.2040957787509506e-22,3.76,0.0,0.7629254473543606,0.9734011762316287,0.025885594597186503,1.0409000003025436e-09,1.047807142283209e-07,0.001840129269125956,0.0001366694339601971,9.154060226761514e-14,2.9428227413581856e-16,2.844327978294292e-08,1.6920157042761511e-09,2.0418757459629656e-05,0.025428006883662025,2.002792094376319e-08,0.0007552628890942657,8.836389715991993e-08,2.3222540553436485e-06,0.00012971497263158206,1.4672583154319093e-09,8.820020690098498e-06,2.682132199764881e-09,2.944451750095382e-10,1.2015475019710717e-13,9.287167792829818e-06,8.985612929476812e-11,1.5621106200513556e-08,1.2373703919457227e-09,1.5504741600361398e-06,2.2641549004201968e-13,4.3497314236750255e-05,1.1625110234075942e-18,7.544498474315492e-13,5.941950774087594e-13,6.576741681011684e-10,1.4844947698253666e-07,1.817618239829969e-12,1.8490024083615195e-13,8.43614880086646e-15,1.1677810680175087e-11,6.5305004669899694e-12,4.404744341559523e-09,1.498566512452751e-12,4.542594722434164e-10,8.281965592613275e-11,2.9434285116534654e-10,3.454206123283885e-14,7.864694961401829e-12,1.6450888838201845e-08,9.340195699252483e-10,1.1428970682755721e-10,6.389652754796633e-07,2.4368498430187436e-13,1.334663770539047e-13,1.805060736968393e-11,1.9574440667532618e-19,1.8459784789617858e-19,6.1489294140160826e-15,1.853348364157946e-18,1.0128548545467235e-21,1.3954241521278568e-12,7.294450665268281e-17,1.7173393098080224e-18,3.352090703514916e-11,1.2397992922549881e-19,6.391876882999781e-14
0.007707655554011372,0.5227891947581885,6.36450862687038e-08,2.170793154346588e-08,4.015307996039861e-07,0.0005024071747248505,0.0,0.0,3.100243244701409e-05,1.231626847275676e-05,4.869690671062381e-05,0.0008258043748267978,1.800014775110219e-14,1.2651235726966205e-23,3.506694974677814e-21,1.468719361767727e-15,1.7413168421454165e-12,8.774788311820773e-10,1.4688758203309584e-17,1.1588599686371422e-24,7.981630903087569e-23,6.546299249422682e-30,1.718144309221741e-17,9.498003519401676e-14,1.182001781164912e-16,1.3058503099509572e-15,8.969731930087857e-28,5.294406018275466e-21,1.4493507251041387e-19,2.9630025338180917e-24,6.016547141905304e-17,4.353232368347309e-22,6.158981604311908e-23,2.4361994013690408e-22,3.76,0.0,0.7622126364432961,0.972730162463648,0.02654267481474629,1.0916718290755631e-09,1.0480057150990765e-07,0.0018851220877877627,0.00013662434923845623,9.149451700886837e-14,2.9413412019246925e-16,2.84373001867416e-08,1.6920277073729787e-09,2.0397879692899333e-05,0.02607300770360712,2.010569668312771e-08,0.0007748212814776913,9.067589145918412e-08,2.3805291463902615e-06,0.00013336603168343175,1.466453726870664e-09,8.824899091835639e-06,2.7504023011011224e-09,3.016298102824136e-10,1.2308640488060164e-13,9.679089653892991e-06,9.244500522351846e-11,1.6075780384134822e-08,1.2728704668425652e-09,1.636312814740696e-06,2.3263501911193797e-13,4.346732937802142e-05,1.1995520492351182e-18,8.030352859113177e-13,6.27769859373763e-13,6.636014945523602e-10,1.5475671107634453e-07,1.9199896591970185e-12,1.9490297669546457e-13,8.847279898537302e-15,1.2310205562437127e-11,6.6941517381015206e-12,4.401658934831814e-09,1.5786284552066563e-12,4.734695483629163e-10,8.626245554664454e-11,3.0483195288105805e-10,3.541689086478982e-14,8.264277192326108e-12,1.689257225147764e-08,9.330772453835093e-10,1.1727692505071934e-10,6.600643298739779e-07,2.503061790367401e-13,1.3342906944212246e-13,1.9513876505769786e-11,2.1161748145933312e-19,2.00003506098709e-19,6.518221703161821e-15,1.913220709156643e-18,1.0729410453047513e-21,1.5140488640589478e-12,7.467628512803106e-17,1.8090885172850503e-18,3.3490217844682114e-11,1.3060353650458356e-19,6.39291678831402e-14
0.00788857716061553,0.5227910131451887,6.369071019554063e-08,2.1788136828623636e-08,4.015171023635589e-07,0.0005139914463864056,0.0,0.0,3.100455010382179e-05,1.230719473847848e-05,5.0191013469346916e-05,0.0008450810599834488,1.900453378006948e-14,1.2718215754076664e-23,3.571049152153665e-21,1.5011098753301058e-15,1.7850989950274944e-12,9.402931784252387e-10,1.5859860764451775e-17,1.261799469886e-24,9.064460584886955e-23,1.6899107205780018e-29,1.7668251031687123e-17,9.97516131252567e-14,1.211947210283824e-16,1.4421987178207154e-15,9.699875705686135e-28,5.7211359367448085e-21,1.5572974491377917e-19,3.1527549817865993e-24,6.363470207817443e-17,4.599710524507162e-22,6.757686548580881e-23,2.686849502359518e-22,3.76,0.0,0.7615005190740046,0.9720598024682006,0.027199100703694908,1.143654945981083e-09,1.0482034328209376e-07,0.0019301136353458595,0.00013657941668186995,9.144839484506414e-14,2.939858476086893e-16,2.8431353482528943e-08,1.6920444644176756e-09,2.037704771527002e-05,0.026717365143634986,2.017716511811407e-08,0.0007943428325380326,9.298609501007903e-08,2.4392553847359497e-06,0.00013702552591830252,1.4656524130554509e-09,8.829282942555991e-06,2.8185227846019994e-09,3.0886161212788247e-10,1.260373038702631e-13,1.0076750886929239e-05,9.504268945335326e-11,1.6532187457406952e-08,1.308490344253559e-09,1.724569344680602e-06,2.38861124025401e-13,4.343737373371119e-05,1.2369329770130782e-18,8.533620765507249e-13,6.623436759545475e-13,6.695428403844654e-10,1.6118580558025611e-07,2.0253786463010006e-12,2.0519447664765204e-13,9.269678251378014e-15,1.296086611793993e-11,6.857973342762563e-12,4.398574347406057e-09,1.6609199867249594e-12,4.929862143905071e-10,8.975629111720425e-11,3.153596893691128e-10,3.6290823735495367e-14,8.673540008707006e-12,1.733478795234757e-08,9.321370228511164e-10,1.202636654349519e-10,6.811715745889081e-07,2.5693892867858795e-13,1.33391706031644e-13,2.1055777539399183e-11,2.2834379677501934e-19,2.1628603809521268e-19,6.900388678860055e-15,1.9730333097435954e-18,1.1350615052380188e-21,1.6394766445345942e-12,7.640715380732803e-17,1.903392761700179e-18,3.3459600293751425e-11,1.3741159711407656e-19,6.394071297349462e-14
0.008069498767219688,0.5227928327366778,6.37362765578649e-08,2.1868822139728267e-08,4.0150391092469987e-07,0.0005255645404517995,0.0,0.0,3.100655939049979e-05,1.2298070423778046e-05,5.1685774990399516e-05,0.0008643528213290795,2.0043134482579177e-14,1.2781659699546019e-23,3.6369744402146684e-21,1.5345570124754814e-15,1.829015075749098e-12,1.0063237851830767e-09,1.709343307903571e-17,1.3712632389536415e-24,1.0266967621933743e-22,2.090160418181008e-29,1.8168516917982153e-17,1.0465219355575222e-13,1.2419966981926421e-16,1.589074944199771e-15,1.0474986230133557e-27,6.1737127013968976e-21,1.670635585954327e-19,3.35054443409481e-24,6.722165149897282e-17,4.853335901913549e-22,7.400376698691009e-23,2.9571047997552784e-22,3.76,0.0,0.7607890936490387,0.9713900947135929,0.027854873737614406,1.1968495092730137e-09,1.0484002976538099e-07,0.0019751039960591178,0.00013653464052628916,9.140223601488605e-14,2.9383745715185145e-16,2.8425438856637645e-08,1.6920658746165611e-09,2.0356262067354528e-05,0.027361080724055287,2.0242752772976604e-08,0.0008138276403011546,9.52945088185139e-08,2.498426314216436e-06,0.00014069343280104566,1.4648544624661916e-09,8.833255305984637e-06,2.886493931011852e-09,3.161396591231282e-10,1.2900707118774223e-13,1.0480038620618501e-05,9.764916196646857e-11,1.69903239128085e-08,1.3442298088608108e-09,1.8152509697911543e-06,2.4509375298814075e-13,4.340744723537441e-05,1.2746561910930077e-18,9.054490933230632e-13,6.979222100752155e-13,6.754981788172667e-10,1.6773651335926444e-07,2.1338007616093204e-12,2.157763119291957e-13,9.703421208693182e-15,1.36298914339885e-11,7.0219648422996e-12,4.395493449038946e-09,1.745449096269969e-12,5.128047599598993e-10,9.330019645719264e-11,3.2592288862022924e-10,3.716386647377525e-14,9.092468952874132e-12,1.7777529239623395e-08,9.31198871021535e-10,1.232498798603255e-10,7.022844740919931e-07,2.635829405629732e-13,1.3335428716669466e-13,2.267849296140653e-11,2.4594704208839276e-19,2.33473895371575e-19,7.295613883319645e-15,2.0327788979523435e-18,1.1992421268863156e-21,1.7719240737262407e-12,7.81371245892817e-17,2.0002611984251986e-18,3.342905330658257e-11,1.4440477199527357e-19,6.395340846532953e-14
0.008250420373823847,0.5227946535288134,6.378178562252687e-08,2.1949980215505343e-08,4.0149123277449204e-07,0.0005371264513424293,0.0,0.0,3.100846231057012e-05,1.2288899331388633e-05,5.318112928269573e-05,0.0008836196810086347,2.111651355907128e-14,1.2841802665066636e-23,3.70449464343796e-21,1.569075106447763e-15,1.8730653820608016e-12,1.0756675398541752e-09,1.8391253587571414e-17,1.4875737538083355e-24,1.1599302840405812e-22,1.9514640501600788e-30,1.868236702024241e-17,1.0968295844165927e-13,1.2721507585422205e-16,1.7470182232132234e-15,1.1297038688914947e-27,6.6532375443752795e-21,1.7895116175168754e-19,3.556557502843228e-24,7.092801326516806e-17,5.114139510465723e-22,8.089279604614761e-23,3.2480638746797003e-22,3.76,0.0,0.7600783585602074,0.970721037659196,0.028509995403163926,1.2512556791473226e-09,1.048596311690533e-07,0.002020093263801305,0.00013649002287709257,9.135604074521533e-14,2.9368894955110727e-16,2.8419555495409993e-08,1.692091837220547e-09,2.0335522968990634e-05,0.028004155974678358,2.0302857658433412e-08,0.0008332758033408589,9.760113310033825e-08,2.558035487788325e-06,0.00014436972996530488,1.4640599178633626e-09,8.836886665546577e-06,2.9543159962784348e-09,3.234630333023053e-10,1.3199533226993043e-13,1.0888842158401963e-05,1.0026440296236221e-10,1.745018637577053e-08,1.3800886419128718e-09,1.9083648896248895e-06,2.5133285438399947e-13,4.337754981416674e-05,1.3127240411309996e-18,9.59315350729777e-13,7.345111444738286e-13,6.814674762567915e-10,1.7440858716338042e-07,2.245271543701554e-12,2.2665004552890232e-13,1.0148584811259286e-14,1.4317380062772685e-11,7.186125787944383e-12,4.3924186758418585e-09,1.832223678168406e-12,5.329205606539676e-10,9.689322358302765e-11,3.365185946952003e-10,3.803602529537329e-14,9.52104970205413e-12,1.8220789493734073e-08,9.302627586549898e-10,1.2623552089755716e-10,7.234007896741726e-07,2.702379272291623e-13,1.3331681317418906e-13,2.4384212873306448e-11,2.6445098948468434e-19,2.5159586286570416e-19,7.704082472493506e-15,2.0924510846318428e-18,1.2655089924634465e-21,1.911609958333513e-12,7.986620841341393e-17,2.099702874068504e-18,3.3398575804863816e-11,1.5158371423928642e-19,6.396725866488175e-14
0.008431341980428005,0.5227964755186093,6.382723762267043e-08,2.2031603816545546e-08,4.0147907055457183e-07,0.0005486771735155784,0.0,0.0,3.1010260611818844e-05,1.2279684392336362e-05,5.467702510897473e-05,0.0009028816606309767,2.2225239211608144e-14,1.2898858545930905e-23,3.773633793336555e-21,1.604678602484726e-15,1.917250212397708e-12,1.1484222284457564e-09,1.9755111241201312e-17,1.6111270259750013e-24,1.307252977145567e-22,1.8130935509307106e-29,1.920992858062411e-17,1.1484511766808506e-13,1.3024099061340507e-16,1.916582005239389e-15,1.2168059860022288e-27,7.160841060871206e-21,1.9140731276797437e-19,3.770982366883879e-24,7.475549567888967e-17,5.382153009851707e-22,8.826685326997804e-23,3.5608660842075283e-22,3.76,0.0,0.7593683121976594,0.9700526297637131,0.029164467190959307,1.3068736177556314e-09,1.0487914769158289e-07,0.0020650815400685175,0.00013644556427952665,9.130980925332339e-14,2.9354032550480893e-16,2.8413702588623418e-08,1.6921222519331571e-09,2.031483040700679e-05,0.02864659242643604,2.0357851156640964e-08,0.0008526874202542318,9.990596742143109e-08,2.6180764916229783e-06,0.00014805439512181784,1.4632687886415017e-09,8.840236805385344e-06,3.021989215765615e-09,3.308308232402584e-10,1.3500171522688953e-13,1.1303052928162402e-05,1.0288839270791022e-10,1.7911771579366064e-08,1.4160666197170274e-09,2.003918283039039e-06,2.5757837662745854e-13,4.334768140121394e-05,1.3511388415718423e-18,1.0149800028628751e-12,7.721161604382187e-13,6.874506939923636e-10,1.812017796175458e-07,2.3598065030683823e-12,2.378172322133843e-13,1.0605243863961552e-14,1.5023430055583916e-11,7.350455717776204e-12,4.389352094992844e-09,1.9212515363342127e-12,5.53329076796149e-10,1.0053444242690479e-10,3.47144053131951e-10,3.890730598818908e-14,9.959268061207875e-12,1.866456218051546e-08,9.293286547140905e-10,1.2922054183408123e-10,7.445185439334032e-07,2.7690360619775315e-13,1.3327928436638784e-13,2.6175134934227008e-11,2.8387949309242165e-19,2.706810605290408e-19,8.125981196657431e-15,2.152044253403241e-18,1.3338883698801851e-21,2.0587553449856446e-12,8.159441527236642e-17,2.2017267316172418e-18,3.3368166713264114e-11,1.5894906945597505e-19,6.398226782428049e-14
