Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237)
0.0024056676931770104,0.10194747385291253,3.76,0.0,1.8010030547991005e-05,0.4201926630767526,0.4450171574136719,0.0,0.00012711394482987603,0.3286120739700323,1.1841379178591419e-09,3.5242850014082063e-06,1.836945845291646e-15,2.837918519064764e-17,5.79876671242774e-06,8.104599708146505e-09,0.0016146050072232245,0.10269806871429712,0.00029865425698295475,4.5872199248719614e-08,2.2284560973248816e-05,6.529469236403757e-08,0.4466843032816741,4.396559505640187e-05,3.770810251836172e-05,1.870171157120499e-07,4.375153211898865e-05,3.757414509747679e-05,1.0011420671706177e-10,8.862764198252265e-10,6.205685858778891e-06,7.979649973536811e-06,0.06151149122156998,1.558326345397576e-11,3.9895908039892465e-08,1.3547081261893503e-08,0.00011260031043470847,1.2000193956772328e-10,1.0993286080367317e-12,2.7959001914990585e-08,8.564908425990513e-09,1.1033487944299502e-06,5.2734273735422025e-05,6.89969700592296e-10,1.670161788360071e-08,5.033572109852699e-09,1.4490646228515456e-09,1.552897178743655e-13,4.2203993705937865e-06,3.799924436754074e-14,1.043915334676241e-08,9.535288359071879e-09,1.4370952831357486e-08,1.9377203653791033e-07,3.2125058685590285e-06,1.0016773817331844e-09,3.345201300308618e-08,4.506400788293453e-09,6.387838282350291e-06,4.941839183138153e-10,4.032831116938016e-11,3.920553659818776e-17,2.0165169435162745e-06,2.433480572735705e-05,4.397195745658964e-08,1.0359325598018862e-11,2.268792897300558e-09,6.151879491930012e-14,8.662002152914748e-10,5.242086193753692e-12,8.076400196474214e-16,9.705387490152829e-08,1.7713762822301427e-08,9.442190583305817e-08
0.0024098266788320833,0.10194667859763172,3.76,0.0,1.7148437755915236e-05,0.4201375975867974,0.4450417106699849,0.0,0.00012700894332610664,0.3286183919126976,1.1345887706070137e-09,3.3788906433157324e-06,1.7598756237041482e-15,2.718838397431097e-17,5.7664241187302525e-06,7.861277032876445e-09,0.001592745232687561,0.10277439025034048,0.0002976139433379239,4.580876416594692e-08,2.2165200991383566e-05,6.259321158257499e-08,0.44669137329575304,4.2629912517325036e-05,3.630725783073726e-05,1.7985788028272844e-07,4.242491100316e-05,3.689658873883143e-05,9.89613390714938e-11,8.522436851462378e-10,5.985667129387918e-06,7.92607699323369e-06,0.06144017350405488,1.5038492136357534e-11,3.872747874829899e-08,1.3066964647042383e-08,0.00011258555436479747,1.1648602244026527e-10,1.075033528282298e-12,2.7373412437749303e-08,8.391170750029627e-09,1.0811677508300178e-06,5.1315576535366607e-05,6.760156525774097e-10,1.616095228106765e-08,4.873139520704104e-09,1.4023690173913337e-09,1.5030323688607252e-13,4.08762825266967e-06,3.6842568081070404e-14,1.014396131978034e-08,9.286956802797151e-09,1.3974049520920778e-08,1.8839417654847267e-07,3.1046881581017203e-06,9.740394536536749e-10,3.3274905062195854e-08,4.380791859246406e-09,6.38826708306114e-06,4.937838721769442e-10,4.013467560408384e-11,3.788505700523149e-17,1.9547828220723545e-06,2.3987657486952028e-05,4.262053561951606e-08,1.0211542186964942e-11,2.2328818254303593e-09,5.980405457008472e-14,8.390429769077748e-10,5.110586396005298e-12,7.82221879981166e-16,9.442859956859463e-08,1.7449282082208356e-08,9.437790296657647e-08
0.0024139856644871563,0.10194588526994021,3.76,0.0,1.63309909082072e-05,0.4200830434028739,0.4450657824033733,0.0,0.0001268992049543704,0.32862449856515585,1.0874234132519117e-09,3.2398742658649395e-06,1.686522017601492e-15,2.605501699303953e-17,5.734409023959886e-06,7.625775497345359e-09,0.0015712879103303055,0.10285053435123614,0.0002965803671896693,4.57446818321663e-08,2.2047090086434586e-05,6.001060493462505e-08,0.44669820443668007,4.1335892955612396e-05,3.495981749993302e-05,1.7297427422263857e-07,4.1139836821925346e-05,3.6234885374126965e-05,9.784345311402381e-11,8.195261788430412e-10,5.774447222657448e-06,7.87303395327146e-06,0.06136888295711411,1.4514742616146336e-11,3.759560510301556e-08,1.2604571560687514e-08,0.00011257093531117668,1.130801125966571e-10,1.0514150859121519e-12,2.680065793712818e-08,8.220864923215495e-09,1.0594113559955604e-06,4.9937982671026785e-05,6.623312994748855e-10,1.563897863576917e-08,4.718204718080863e-09,1.3572919340457066e-09,1.4548943157651896e-13,3.959486687000509e-06,3.572229661702169e-14,9.858072069833513e-09,9.048108490729594e-09,1.3588391959587759e-08,1.8316979553236888e-07,3.0002386139715153e-06,9.471839212724425e-10,3.309952233970296e-08,4.258787282921184e-09,6.388676144268288e-06,4.933652332979438e-10,3.9942895621253964e-11,3.6606040590157625e-17,1.8949449271688087e-06,2.364572259545083e-05,4.131083306830528e-08,1.0065978042125852e-11,2.197582594607841e-09,5.813851882108238e-14,8.128109814911283e-10,4.982801928451842e-12,7.576733281133495e-16,9.186903455590946e-08,1.7188259923492796e-08,9.433524281308479e-08
0.0024181446501422292,0.10194509394482691,3.76,0.0,1.555533273620605e-05,0.4200289894195524,0.44508938257028835,0.0,0.00012678508184037535,0.32863040169569085,1.0425189270583659e-09,3.106948067818645e-06,1.6166928812235252e-15,2.4976114304523048e-17,5.7027278760696765e-06,7.397849805400196e-09,0.0015502259121850555,0.10292649930512067,0.00029555380461382933,4.568003969825853e-08,2.1930251096866117e-05,5.7541488126100464e-08,0.44670480509376287,4.008230821165123e-05,3.3663735001253084e-05,1.6635622031734382e-07,3.9895072558862696e-05,3.558856207737141e-05,9.675927018558727e-11,7.88075546080731e-10,5.5716720358271275e-06,7.82053105076842e-06,0.061297626479114964,1.401114240061628e-11,3.6499196124175054e-08,1.2159246600441785e-08,0.00011255645029788932,1.0978092666396685e-10,1.0284514397601795e-12,2.6240539349369216e-08,8.05396451236123e-09,1.0380773974704871e-06,4.860024950033661e-05,6.489150947298894e-10,1.5135056604218556e-08,4.5685773779781885e-09,1.3137767141555786e-09,1.4084224638635577e-13,3.835800882762837e-06,3.463733734137976e-14,9.581197732974635e-09,8.818383791686304e-09,1.3213694993354327e-08,1.7809495017467798e-07,2.8990686796597386e-06,9.210909778305563e-10,3.292590245396422e-08,4.1402935368690945e-09,6.389066196647803e-06,4.929293754161392e-10,3.975302172992368e-11,3.53673864186099e-17,1.8369519041638733e-06,2.330893193227679e-05,4.0041709556743505e-08,9.92260375155779e-12,2.162886034971622e-09,5.652091094814973e-14,7.874723394497743e-10,4.8586379223358916e-12,7.339642236646044e-16,8.937388446669387e-08,1.693071446541192e-08,9.429389607883332e-08
0.002422303635797302,0.10194430469132475,3.76,0.0,1.4819232577269123e-05,0.4199754247724867,0.44511252095745557,0.0,0.00012666691282256195,0.3286361087880723,9.99758838405765e-10,2.979836801270515e-06,1.5502061775090468e-15,2.3948862261523174e-17,5.67138637861871e-06,7.1772611832059705e-09,0.0015295521638435997,0.10300228359755591,0.00029453451086800274,4.561492165697205e-08,2.1814704159487326e-05,5.518071301682121e-08,0.4467111833704859,3.886795804461388e-05,3.2417038190865494e-05,1.599939362908011e-07,3.868940981878444e-05,3.4957162283163454e-05,9.570756108658408e-11,7.578448649853492e-10,5.376999533981959e-06,7.76857730076673e-06,0.061226410587535446,1.3526857478085557e-11,3.543718631865908e-08,1.1730356655543942e-08,0.0001125420964135821,1.0658525798814571e-10,1.00612147413587e-12,2.5692853100140497e-08,7.89043966423787e-09,1.0171631525198662e-06,4.73011697574195e-05,6.357651772159033e-10,1.4648563929145185e-08,4.424072902608981e-09,1.2717684248146387e-09,1.3635581126802685e-13,3.71640362879988e-06,3.35866234269853e-14,9.313057223719297e-09,8.597433194248203e-09,1.2849676451430562e-08,1.7316574203306287e-07,2.801091097736305e-06,8.957410215828646e-10,3.275407892101895e-08,4.0252182256306724e-09,6.3894379457695e-06,4.924776205619227e-10,3.956509947381443e-11,3.416801036628759e-17,1.780753120485274e-06,2.2977216065025237e-05,3.881204155982356e-08,9.781389769694946e-12,2.128782671106891e-09,5.494996961293384e-14,7.629961066565503e-10,4.738000585360859e-12,7.110653302766466e-16,8.694185985967411e-08,1.6676658455412156e-08,9.425383306065278e-08
0.002426462621452375,0.1019435175727918,3.76,0.0,1.4120579899324166e-05,0.41992233883575825,0.44513520718108346,0.0,0.0001265450234711433,0.32864162705032435,9.59032795786973e-10,2.8582773139554256e-06,1.486889469005977e-15,2.2970595636958855e-17,5.640389521712641e-06,6.96377730989921e-09,0.0015092596503719457,0.10307788590282381,0.00029352272111466543,4.5549408036214395e-08,2.1700466822982694e-05,5.292335890743529e-08,0.446717347092544,3.769167017282279e-05,3.121782716061639e-05,1.538779335345484e-07,3.7521668859934956e-05,3.4340245223492506e-05,9.468714430092385e-11,7.287886389010091e-10,5.1900996110365995e-06,7.71718059042838e-06,0.06115524143312187,1.3061090529130014e-11,3.4408535682812345e-08,1.1317290396230918e-08,0.00011252787081079401,1.0348997664101145e-10,9.844047783448143e-13,2.515739171463794e-08,7.730257384317067e-09,9.966654271630161e-07,4.603957091166669e-05,6.228793956944046e-10,1.4178896337091947e-08,4.284512353420638e-09,1.2312138372617314e-09,1.3202443926212595e-13,3.6011340755214565e-06,3.25691138360621e-14,9.053376296939613e-09,8.384917447645619e-09,1.2496057525138312e-08,1.6837832238371612e-07,2.7062199542712502e-06,8.711146818077384e-10,3.258408132199616e-08,3.913470190471826e-09,6.389792072710551e-06,4.920112391235714e-10,3.937916961960847e-11,3.300684562401639e-17,1.7262987125509804e-06,2.2650505353267935e-05,3.7620723258918686e-08,9.642306461530898e-12,2.0952645095542395e-09,5.34244503609517e-14,7.39352274493273e-10,4.620797316729079e-12,6.889483051819729e-16,8.457167838445538e-08,1.6426099592492548e-08,9.421502375693105e-08
0.002430621607107448,0.10194273264718552,3.76,0.0,1.3457378105657003e-05,0.419869721219053,0.44515745068636936,0.0,0.0001264197261545442,0.3286469634234175,9.202362608289935e-10,2.7420180974383413e-06,1.4265794302750426e-15,2.2038790081412962e-17,5.6097416167288075e-06,6.757172240115735e-09,0.001489341421710952,0.1031533050753136,0.00029251865115257833,4.548357559921067e-08,2.158755416260624e-05,5.076472393954553e-08,0.44672330381581676,3.655230025331267e-05,3.0064272097356716e-05,1.4799901518104895e-07,3.6390698561774726e-05,3.3737385378149307e-05,9.369688430422062e-11,7.008627854232668e-10,5.01065392112697e-06,7.666347732802557e-06,0.06108412481392296,1.2613079123640109e-11,3.341222965063779e-08,1.0919457748697777e-08,0.0001125137707052001,1.0049202926318444e-10,9.632816266229585e-13,2.4633944389132114e-08,7.573381806465361e-09,9.765805941742497e-07,4.481431450314064e-05,6.102553326142169e-10,1.3725467395575524e-08,4.14972235141612e-09,1.1920613956962818e-09,1.2784262401290722e-13,3.4898375200302837e-06,3.15837932483036e-14,8.801887595322986e-09,8.180507660872502e-09,1.2152563124803176e-08,1.6372889655928004e-07,2.614370718866316e-06,8.471928439276546e-10,3.2415935490665473e-08,3.804959607209779e-09,6.3901292346796135e-06,4.915314500985671e-10,3.919526837974782e-11,3.188284315009547e-17,1.6735396272219832e-06,2.2328730049951553e-05,3.6466667409455655e-08,9.505324145588686e-12,2.062322667386592e-09,5.194312695718669e-14,7.165117580005189e-10,4.5069368105761624e-12,6.675856870438317e-16,8.226206585479117e-08,1.617904084349359e-08,9.417743797061838e-08
0.0024343646941970137,0.10194202813284405,3.76,0.0,1.2889243919757283e-05,0.4198227573775613,0.44517709898539076,0.0,0.0001263042923898411,0.3286516161722816,8.868871568008047e-10,2.6417176927994173e-06,1.3747430827374489e-15,2.1237910727353265e-17,5.582459897844587e-06,6.576927382028153e-09,0.0014717293414092344,0.10322102494359621,0.000291621751947491,4.542411440783161e-08,2.1487075918557383e-05,4.89026409174918e-08,0.44672849391655317,3.5557508835091465e-05,2.9063650853905e-05,1.4290332755714536e-07,3.540333580500128e-05,3.320649060582283e-05,9.283053157345539e-11,6.766606798763645e-10,4.855272381466193e-06,7.621085062394404e-06,0.06102016929309673,1.2224446647916197e-11,3.254239074156568e-08,1.0573962114428095e-08,0.00011250118565927132,9.787463503780231e-11,9.447625024155836e-13,2.417293735871758e-08,7.434989268200495e-09,9.588539496088892e-07,4.374174249899469e-05,5.991152506285301e-10,1.3330794947638117e-08,4.032351294910965e-09,1.1579817543895507e-09,1.2420245321882837e-13,3.3929444574377313e-06,3.072370779038903e-14,8.582336695206581e-09,8.003205996375743e-09,1.1851850473440818e-08,1.5965930833209744e-07,2.534221417580642e-06,8.2624996205975e-10,3.226620597275751e-08,3.7099950074328178e-09,6.390418699847426e-06,4.910891429498212e-10,3.9031518141556126e-11,3.0902162270329575e-17,1.6274660909342732e-06,2.2043294394238197e-05,3.545899350576477e-08,9.383811872581064e-12,2.0331586560637865e-09,5.0646725471286154e-14,6.966188233738237e-10,4.407246067998957e-12,6.489823517927867e-16,8.023415529596329e-08,1.595967944278725e-08,9.414463182985451e-08
0.0024381077812865794,0.10194132547275134,3.76,0.0,1.2346988164291726e-05,0.41977615739871654,0.44519640283881295,0.0,0.00012618654998625416,0.32865613170512453,8.549521264110782e-10,2.5453480004032436e-06,1.3251096745815663e-15,2.0471071981130817e-17,5.555466048590629e-06,6.4019205241548885e-09,0.0014544098934089517,0.10328859508658562,0.00029073139704843283,4.536450528262027e-08,2.1387688689850967e-05,4.71137457102947e-08,0.4467335274006975,3.4590921556120856e-05,2.8097344292609625e-05,1.379861635244839e-07,3.4444048920648834e-05,3.268635960516561e-05,9.198695545900957e-11,6.533094281210089e-10,4.705464357833456e-06,7.576287366503994e-06,0.06095626450607532,1.1849095886834616e-11,3.169724566390097e-08,1.0239943203312302e-08,0.00011248869811876387,9.53315511280381e-11,9.266952518662703e-13,2.3721331539449063e-08,7.299214339631548e-09,9.414553091383123e-07,4.2696929403084366e-05,5.881829146086579e-10,1.2948412343396034e-08,3.918589681989072e-09,1.1249621575009713e-09,1.2067534040886732e-13,3.2990444706808055e-06,2.98881895401564e-14,8.369025320113575e-09,7.831987048950659e-09,1.1558924341595624e-08,1.5569578575511352e-07,2.456392939300398e-06,8.058489321019152e-10,3.2118008314509527e-08,3.6175177058271105e-09,6.390695383685216e-06,4.906377390922496e-10,3.8869457246279735e-11,2.995000889605696e-17,1.582692172277766e-06,2.1761749102986067e-05,3.447987222739281e-08,9.263955732319557e-12,2.00444705227873e-09,4.938427915389603e-14,6.77333823586213e-10,4.310125570393424e-12,6.309497400938498e-16,7.825336558905152e-08,1.5743148066250148e-08,9.411277009734651e-08
0.0024414765596671886,0.10194069469061172,3.76,0.0,1.1880056490396765e-05,0.419734522651401,0.4452134872053146,0.0,0.00012607877410218338,0.3286600821197352,8.273656153628837e-10,2.461842909893089e-06,1.2822387679294363e-15,1.9808718138134748e-17,5.531419255512854e-06,6.248767279554041e-09,0.001439068528797987,0.10334927978947149,0.00028993577245403103,4.531077086208962e-08,2.1299178234745607e-05,4.5563828456949786e-08,0.4467379277475636,3.374446530200664e-05,2.7256017487969184e-05,1.3370829937093526e-07,3.360405038029205e-05,3.222721261280499e-05,9.124659971277705e-11,6.329965781246807e-10,4.575230043093574e-06,7.536369439349026e-06,0.060898796512302504,1.152223119867295e-11,3.095715993666734e-08,9.948817709297007e-09,0.00011247754112672985,9.310460038720047e-11,9.108102944406968e-13,2.3322793461250137e-08,7.179229293892944e-09,9.260741697504129e-07,4.177970133112272e-05,5.785195978632242e-10,1.2614452232177632e-08,3.819195045360564e-09,1.0961225633835426e-09,1.1759458286543335e-13,3.2170101460822546e-06,2.9156659661559216e-14,8.18223051742926e-09,7.682910228116188e-09,1.1301789742653939e-08,1.5221711885518802e-07,2.3882831458933883e-06,7.879402684491762e-10,3.198594989274262e-08,3.5363631863816993e-09,6.390933828475885e-06,4.902243465805977e-10,3.8725061510448765e-11,2.9116861278817955e-17,1.5434787516151384e-06,2.1511642683226303e-05,3.3622454364822934e-08,9.157483359103436e-12,1.97898842271029e-09,4.827640488540757e-14,6.60481112091175e-10,4.2248621489890494e-12,6.151932683596574e-16,7.651019252695954e-08,1.5550684194465652e-08,9.408488377154817e-08
0.002444508460209737,0.10194012831077616,3.76,0.0,1.1476165458313881e-05,0.4196972942609184,0.44522863298495335,0.0,0.00012598043253393506,0.3286635482576656,8.034342492076735e-10,2.38920576199931e-06,1.2450512695764601e-15,1.9234175713107597e-17,5.509978710292384e-06,6.114362483407525e-09,0.0014254576290298388,0.10340379174310403,0.0002892243920555983,4.526236923379237e-08,2.122028182422198e-05,4.421576363043551e-08,0.44674178595635994,3.3001191533626597e-05,2.652106050763847e-05,1.299740445935698e-07,3.286649529892277e-05,3.182107613041512e-05,9.059511089614252e-11,6.152668591091833e-10,4.461613043510961e-06,7.500768820460666e-06,0.060847114940915395,1.1236628008928239e-11,3.0307303332581116e-08,9.694257189525946e-09,0.00011246756491978212,9.114915648643392e-11,8.968101126609669e-13,2.2970414414843372e-08,7.073014623231121e-09,9.124537909837189e-07,4.09724450636612e-05,5.699635384120278e-10,1.2321898910907965e-08,3.732092310676841e-09,1.0708573225015747e-09,1.1489553030731898e-13,3.145123449117117e-06,2.8514415659151306e-14,8.01820494337853e-09,7.55267476999985e-09,1.10755144714543e-08,1.491563793656978e-07,2.32851624347948e-06,7.721805847122074e-10,3.1868172269718365e-08,3.464966471881954e-09,6.391140128873498e-06,4.898469911073872e-10,3.8596296857959365e-11,2.838585129117722e-17,1.5090430951514836e-06,2.1289175573315637e-05,3.286958696690751e-08,9.062777257196787e-12,1.9563796472271778e-09,4.730173850079757e-14,6.457099629488775e-10,4.14982337815093e-12,6.013843681407991e-16,7.497279852163119e-08,1.5379416945431304e-08,9.406041159956587e-08
0.002447540360752285,0.10193956320021261,3.76,0.0,1.1087135921798374e-05,0.4196602922011882,0.44524356421669425,0.0,0.00012588092102700508,0.32866693220880355,7.803192290180553e-10,2.3188712291261915e-06,1.209135135613875e-15,1.867927838711761e-17,5.488729794307959e-06,5.983130305918317e-09,0.001412030069679906,0.10345820472774676,0.0002885175026169048,4.521395372902366e-08,2.1142110426514607e-05,4.291055570042993e-08,0.44674555002633654,3.227506859137061e-05,2.5806550333672615e-05,1.2634632750144764e-07,3.214600111063655e-05,3.1421515796980623e-05,8.995729090902837e-11,5.980446760689083e-10,4.3512928609767324e-06,7.465477653083795e-06,0.06079547267160727,1.0958897397243471e-11,2.9672450724224764e-08,9.446555186324465e-09,0.00011245764936339998,8.92388633513912e-11,8.830838203634064e-13,2.262392072552032e-08,6.968460244670808e-09,8.990422800538406e-07,4.018207748599795e-05,5.615396470577584e-10,1.2036730031366244e-08,3.647158067841347e-09,1.0462282893550829e-09,1.1226432647797192e-13,3.0750264635745917e-06,2.7887092719880467e-14,7.857958727835609e-09,7.426052290607072e-09,1.0854011579136456e-08,1.4616060144306768e-07,2.270169290675851e-06,7.567530305497555e-10,3.175141752389888e-08,3.3950923306272626e-09,6.391338790611951e-06,4.894650132093677e-10,3.8468668341563326e-11,2.7672285491476254e-17,1.475400677993412e-06,2.106917098200044e-05,3.213413782863999e-08,8.969119461774591e-12,1.9340555752324097e-09,4.6347857407305445e-14,6.313041441013365e-10,4.076359547008436e-12,5.879182905825609e-16,7.346471764388198e-08,1.520999144375803e-08,9.403651996210442e-08
0.0024505722612948332,0.10193899937207798,3.76,0.0,1.0712389423060493e-05,0.4196235129020781,0.44525828421593194,0.0,0.00012578033500595332,0.3286702361763178,7.579900404089314e-10,2.2507626525299196e-06,1.1744427328645452e-15,1.8143290001024422e-17,5.4676730041618876e-06,5.854995483267689e-09,0.001398783315616971,0.10351251861106553,0.00028781515329333226,4.516554713648646e-08,2.1064665590346988e-05,4.1646773204849677e-08,0.44674922238921094,3.156570855665096e-05,2.5111906274797138e-05,1.2282215136287834e-07,3.1442178535674236e-05,3.10283942817206e-05,8.933278233303071e-11,5.813156884806795e-10,4.244168484524686e-06,7.430496734594211e-06,0.06074387132414006,1.0688805085356797e-11,2.90522593139359e-08,9.205522551044012e-09,0.00011244779350088394,8.737268934644522e-11,8.696250319526604e-13,2.2283227353049402e-08,6.8655480308162e-09,8.858375767857058e-07,3.940822183241941e-05,5.532465868317605e-10,1.1758752994910105e-08,3.564335790433681e-09,1.0222186897789165e-09,1.0969918122837486e-13,3.0066703667451724e-06,2.727434821368496e-14,7.701402089660685e-09,7.302936111292089e-09,1.0637183501924265e-08,1.4322844393792274e-07,2.2132125147775645e-06,7.416508235984322e-10,3.1635689164479666e-08,3.326709100584826e-09,6.3915300241474585e-06,4.890787854907453e-10,3.834218201584202e-11,2.697579534969239e-17,1.442534314803325e-06,2.0851602195381072e-05,3.141572699084384e-08,8.87649860302448e-12,1.912013551888946e-09,4.541432937161922e-14,6.172541566970224e-10,4.00443836788337e-12,5.747860809249169e-16,7.198547848227298e-08,1.504240112102132e-08,9.401319729044769e-08
0.0024536041618373815,0.10193843683842557,3.76,0.0,1.0351370648925314e-05,0.41958695285437053,0.44527279625046345,0.0,0.00012567876650218084,0.32867346230210576,7.364173581395929e-10,2.1848059404077563e-06,1.140928289610288e-15,1.762550317118198e-17,5.446808699213313e-06,5.729884382481595e-09,0.0013857148565474557,0.10356673329773994,0.0002871173890223049,4.5117171315398863e-08,2.09879483572055e-05,4.04230328226917e-08,0.44675280541357915,3.087273106881924e-05,2.4436563884982705e-05,1.1939859482495488e-07,3.075464601086346e-05,3.064157770416785e-05,8.872123803948991e-11,5.65065919414352e-10,4.1401418117499135e-06,7.395826645835123e-06,0.06069231244141711,1.0426124232426231e-11,2.844639313440612e-08,8.970975198741804e-09,0.00011243799639185777,8.554962339438669e-11,8.564275218007867e-13,2.194824917620354e-08,6.764259451344871e-09,8.728375560831851e-07,3.865050973243045e-05,5.450829814146544e-10,1.1487779814392014e-08,3.4835703447800804e-09,9.988121679424696e-10,1.0719834936396198e-13,2.9400077287708282e-06,2.66758463920211e-14,7.5484471371698e-09,7.183222369680635e-09,1.0424934082179919e-08,1.40358585654702e-07,2.1576165776153146e-06,7.268672790441292e-10,3.1520989937437735e-08,3.259785600808739e-09,6.391714034283842e-06,4.886886673388279e-10,3.821684299263893e-11,2.6296017832360223e-17,1.410427091608565e-06,2.0636442604399146e-05,3.0713980608381785e-08,8.784903355525837e-12,1.8902489506148225e-09,4.4500728728035206e-14,6.035507352152759e-10,3.934028030542515e-12,5.619790060865268e-16,7.05346134045138e-08,1.4876638553058933e-08,9.399043209112177e-08
0.0024566360623799297,0.1019378756102508,3.76,0.0,1.0003546515395558e-05,0.4195506086090188,0.4452871035407208,0.0,0.00012557630421796404,0.3286766126683811,7.155730000081937e-10,2.1209294885275848e-06,1.1085478232775441e-15,1.7125238171056625e-17,5.426137105476825e-06,5.607724977881008e-09,0.0013728222075217612,0.10362084872793406,0.0002864242506684158,4.506884721870998e-08,2.0911959279876085e-05,3.923799787351149e-08,0.44675630140639955,3.0195763258045137e-05,2.3779974558540737e-05,1.1607281078698625e-07,3.0083029617320837e-05,3.026093554153768e-05,8.812232086277822e-11,5.492817499555775e-10,4.039117590401158e-06,7.361467760638294e-06,0.060640797492018055,1.0170635183189178e-11,2.785452298181203e-08,8.742733995095374e-09,0.0001124282571120695,8.376867477494249e-11,8.4348522069558e-13,2.1618901090150476e-08,6.6645756153859564e-09,8.600400337932552e-07,3.790858105857316e-05,5.370474187917906e-10,1.122362704743943e-08,3.40480797997991e-09,9.759927834663149e-10,1.047601298946171e-13,2.8749924747603336e-06,2.6091258317742838e-14,7.399007853908962e-09,7.066809984025817e-09,1.0217168599576527e-08,1.3754972561484077e-07,2.103352578177449e-06,7.123958113743351e-10,3.140732184720963e-08,3.194291136976796e-09,6.39189102030143e-06,4.882950051724549e-10,3.809265546095376e-11,2.56325954280414e-17,1.3790623680934757e-06,2.0423665714168328e-05,3.0028530992760406e-08,8.694322442598918e-12,1.868758005045583e-09,4.360663645412907e-14,5.901848435738514e-10,3.865097208167254e-12,5.494885508501298e-16,6.911165869368505e-08,1.4712695513269216e-08,9.39682129566366e-08
0.0024593647728682233,0.10193737162934673,3.76,0.0,9.701362836002692e-06,0.41951808049647377,0.4452998076693253,0.0,0.0001254833946559157,0.32867938489773096,6.974133882667689e-10,2.065162066710574e-06,1.0803399886169499e-15,1.6689440471834722e-17,5.40769752294775e-06,5.500246961126578e-09,0.001361367107956112,0.10366946772877912,0.00028580441191402266,4.5025416357478994e-08,2.0844191763994243e-05,3.820349122308353e-08,0.44675937524614906,2.9599878305137125e-05,2.320463706115168e-05,1.13160906464963e-07,2.949188021062282e-05,2.992353147726834e-05,8.759382071784135e-11,5.354631131653948e-10,3.950686411046981e-06,7.3308109925705295e-06,0.06059447275639891,9.946668065139715e-12,2.7333539754963428e-08,8.542564515070426e-09,0.00011241954045319875,8.22010287428135e-11,8.320504601150832e-13,2.1327231278046884e-08,6.576216345810746e-09,8.486935515443087e-07,3.725404895852698e-05,5.299236960074883e-10,1.0991573003278227e-08,3.3355911498142984e-09,9.559444913260223e-10,1.0261789506040285e-13,2.817850241105838e-06,2.5576758869820258e-14,7.2674488010353445e-09,6.964780163713137e-09,1.0033936320384859e-08,1.350728463287705e-07,2.0556302526917336e-06,6.996329547953926e-10,3.130590327105275e-08,3.136542973258648e-09,6.392044462450685e-06,4.879379551350273e-10,3.798187395699888e-11,2.5049207868463505e-17,1.3514554228768904e-06,2.0234181924275672e-05,2.942526116808532e-08,8.613657599230339e-12,1.8496485218637814e-09,4.2818292159417776e-14,5.784368425075699e-10,3.804298956553659e-12,5.385109855672091e-16,6.785448281163833e-08,1.4566695066363504e-08,9.394867327007282e-08
0.002462093483356517,0.10193686872057807,3.76,0.0,9.409093218036967e-06,0.4194857220070979,0.4453123508069961,0.0,0.00012538989042659796,0.3286820988384268,6.798027567652249e-10,2.0109747549035017e-06,1.0529867572035677e-15,1.626684764954692e-17,5.389414106904071e-06,5.395052468303607e-09,0.0013500506476809343,0.10371800631426292,0.0002851883744123961,4.498205767177666e-08,2.077701388520944e-05,3.719837812767552e-08,0.44676238200816587,2.901640375584436e-05,2.2643679248193292e-05,1.1032397764220679e-07,2.8913064145978943e-05,2.9590935007084306e-05,8.707505094617576e-11,5.22001430533126e-10,3.864546777002191e-06,7.300406442083784e-06,0.06054818570908692,9.728203487567406e-12,2.682340146698338e-08,8.347237990441918e-09,0.00011241086924878359,8.066601758221375e-11,8.208134142229965e-13,2.103999111784864e-08,6.489127156771725e-09,8.375076165893033e-07,3.6611765050785925e-05,5.229014455774561e-10,1.0764771060058539e-08,3.2679170667962575e-09,9.363481395843779e-10,1.0052385408110616e-13,2.7619743797158194e-06,2.5073038224542718e-14,7.1386091684833266e-09,6.865274938029615e-09,9.854193497508076e-09,1.32643419025269e-07,2.008943293724469e-06,6.871129702956922e-10,3.120532145500953e-08,3.079906185947594e-09,6.3921925098660685e-06,4.875785394653647e-10,3.787202968770151e-11,2.4478530045697802e-17,1.3244249049294974e-06,2.0046587632914172e-05,2.8834639601267887e-08,8.533797133277993e-12,1.8307557314922942e-09,4.2045119728866004e-14,5.66948831618597e-10,3.744651991125551e-12,5.277772494706004e-16,6.661920971380634e-08,1.4422154133163874e-08,9.392955855925731e-08
