Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537)
5.484071242674555e-09,0.7260726611941816,2.7331914061742917e-08,7.381255588245014e-11,1.5154275242142178e-10,3.702204035408227e-08,0.0,0.0,1.0039936748169422e-07,5.573291887284774e-12,2.1389374535977516e-13,1.8167801809350782e-09,7.791130758445097e-21,1.697612800029466e-26,6.45192936301257e-19,3.0661730165786018e-18,1.188126053772037e-17,7.049907273284325e-21,5.216776935971209e-28,2.162006126640204e-34,1.6715658004506515e-37,4.073655099395862e-37,1.074687994204782e-20,8.968885526952309e-30,2.723664991950016e-23,6.148700590876115e-35,2.783535316818334e-37,3.874890928079089e-36,3.513113937366033e-37,9.181645428922291e-38,5.535567886422055e-26,8.60413273548331e-37,2.0393648509665008e-39,2.9253720919709275e-41,3.76,0.0,0.581929387021882,0.9990313746617311,4.543289471688522e-12,2.6984184109099888e-20,4.5145045000442045e-06,4.544271561620254e-06,1.0070625624332822e-07,3.8289938214787815e-14,3.176434754937665e-14,2.6771532279065946e-08,7.652265957859244e-10,9.927128780713854e-12,1.0596950242012086e-11,1.250412362338493e-12,1.2413327666202896e-16,1.795208712330284e-18,3.6797139763010935e-08,1.745021746634672e-16,7.285239750904148e-17,1.2607508548343027e-11,1.7778094500308886e-22,5.696076114514686e-14,1.1799533936743427e-14,4.840623790413794e-15,1.0256669464559619e-18,2.9333300513450477e-18,6.509255204116695e-17,2.521911719629703e-15,8.467880959612374e-25,0.0009684961448081646,2.036983238933664e-27,2.084227852831132e-24,2.1247426856981938e-24,4.599200291520633e-12,2.2415822991792904e-15,8.209658088545189e-23,4.238965912769399e-18,7.660584217235983e-20,2.4731794976446906e-20,1.2057294363224758e-20,8.445521706614224e-11,4.077780568592744e-24,3.2898813447705383e-18,2.0806870111219808e-22,1.7198832734392273e-24,7.846103475070664e-24,1.66035364298661e-26,3.702719888390164e-19,1.8727663193771228e-11,1.55997248390668e-23,4.6150358724513474e-20,1.3986997139130472e-22,2.527444894848457e-12,1.4863127648137737e-21,1.4713026523982718e-28
5.728652825183155e-09,0.7260726889725716,2.980452734782305e-08,8.344991940988754e-11,1.6801057386378996e-10,3.869438878231664e-08,0.0,0.0,1.0487668193468499e-07,6.08124930741645e-12,2.437491423482053e-13,2.0212504870319495e-09,8.980861554068144e-21,2.1115661821448777e-26,7.166728340316048e-19,3.492094832942016e-18,1.3543572685008702e-17,8.389567724153904e-21,6.485314904058334e-28,2.6344910845530166e-34,2.229593374799962e-37,5.517325049712435e-37,1.2710499269734208e-20,1.1823233557649212e-29,3.2298426453034845e-23,8.221729115272627e-35,3.665864245715127e-37,5.255377949235767e-36,4.768161553346389e-37,1.2453470535748077e-37,6.72367482750337e-26,1.1536324616762723e-36,2.7730981261573425e-39,4.0056018433490134e-41,3.76,0.0,0.5819291782360996,0.9990313672588942,5.248059957255164e-12,3.212965854908532e-20,4.714512183834521e-06,4.746993669990792e-06,1.052293761517852e-07,4.16056263301433e-14,3.324546121129732e-14,2.9167269869536894e-08,8.675402435787847e-10,1.0793886501216583e-11,1.1565021282451016e-11,1.369598217685134e-12,1.359735351743462e-16,2.0455138922523256e-18,3.8438196764959286e-08,1.9581705261338755e-16,7.978335161246344e-17,1.3755377354332896e-11,2.0830654776734524e-22,6.253530786955429e-14,1.240457005793616e-14,5.2997398415136304e-15,1.1701629727553747e-18,3.383395202371722e-18,7.410273533229937e-17,2.7558414194446155e-15,9.867795459313e-25,0.0009684964477411634,2.3430672875555764e-27,2.378595372738943e-24,2.50917909401296e-24,4.815053644595526e-12,2.453290262008271e-15,9.354672711185017e-23,4.828782248442155e-18,8.778661595924505e-20,2.942908916037047e-20,1.4470059523565533e-20,9.212718645034389e-11,5.046646844282201e-24,3.765825345622503e-18,2.4786436746712197e-22,2.0927758324694274e-24,9.205415437569275e-24,1.9770530455822166e-26,4.2211677234240163e-19,2.125119957235766e-11,1.8247790908445228e-23,5.269194522621049e-20,1.6522140416808816e-22,2.6858651957886634e-12,1.6974279597168388e-21,1.753521197317659e-28
5.973234407691756e-09,0.7260727167522953,3.238245276688203e-08,9.388399340309013e-11,1.8553493245277073e-10,4.036949787403334e-08,0.0,0.0,1.0935402105862361e-07,6.611337517950529e-12,2.762556205108185e-13,2.2396198235804966e-09,1.0299974907873471e-20,2.6034078048940256e-26,7.935485487065796e-19,3.955517815198302e-18,1.5354405218454115e-17,9.91128357647091e-21,7.989106426233815e-28,3.186868043539939e-34,2.9405660822767325e-37,7.377922538016083e-37,1.4925830506803245e-20,1.5412707171966484e-29,3.8023232341516465e-23,1.0864766498609061e-34,4.777505266165232e-37,7.037370909384732e-36,6.3895847209369954e-37,1.6677211232423478e-37,8.103743806618533e-26,1.5273527899290662e-36,3.723430670264905e-39,5.417118963723085e-41,3.76,0.0,0.581928969445744,0.9990313598873503,6.027830533380684e-12,3.797848110820763e-20,4.914406597282432e-06,4.94972119628143e-06,1.0975709074811347e-07,4.503912050637492e-14,3.4725768309389264e-14,3.166168437082706e-08,9.782448568637348e-10,1.169376603635214e-11,1.2575652103521564e-11,1.4949057916987687e-12,1.483991427176451e-16,2.3180458842082544e-18,4.007925023506542e-08,2.1877297714433026e-16,8.705167861444663e-17,1.4953094273377386e-11,2.42350913919895e-22,6.836984661003213e-14,1.301247958396912e-14,5.7820280341352816e-15,1.3277144879480977e-18,3.880626192333278e-18,8.390062101341603e-17,3.000496209417876e-15,1.142920008549864e-24,0.0009684966053383249,2.6794720276276e-27,2.6996585373031723e-24,2.9474554427765992e-24,5.032300203935003e-12,2.6753161958862455e-15,1.0601807540399628e-22,5.470642817607481e-18,1.0004565601728501e-19,3.476391483925113e-20,1.7237753055651578e-20,1.0013005559967559e-10,6.189084424603971e-24,4.287745884345998e-18,2.931598348521266e-22,2.5274471881615875e-24,1.0725288208356706e-23,2.3370772196408963e-26,4.785987408979803e-19,2.398330336286969e-11,2.1195784596844518e-23,5.983219018221316e-20,1.9387552336342795e-22,2.8452830083595518e-12,1.927942341845999e-21,2.0746741939202426e-28
6.2178159902003564e-09,0.7260727445334076,3.5065478893369776e-08,1.0514557019095039e-10,2.0414272104048332e-10,4.204748272574684e-08,0.0,0.0,1.1383138830319649e-07,7.163554345792625e-12,3.115250622317532e-13,2.472288747980543e-09,1.1758108063715166e-20,3.183905651322975e-26,8.76109569552115e-19,4.45799396717516e-18,1.7320188352244946e-17,1.1630779558833975e-20,9.759368821630493e-28,3.8292059650534253e-34,3.838163833441259e-37,9.75092591733078e-37,1.7412375387392197e-20,1.9886172517669386e-29,4.4464266526639035e-23,1.420225861505232e-34,6.166536378569345e-37,9.313736094011538e-36,8.462568450910355e-37,2.2073163324499533e-37,9.697570705780465e-26,1.9987893852930907e-36,4.941663547247592e-39,7.243055292671527e-41,3.76,0.0,0.5819287606505598,0.9990313524747205,6.8873234777287454e-12,4.4592126328750556e-20,5.114187804363638e-06,5.152454266410356e-06,1.1428965551569622e-07,4.858825222184698e-14,3.6205268724281783e-14,3.425430454367229e-08,1.0976151062325618e-09,1.2626429961696355e-11,1.3628887033260145e-11,1.62645280107699e-12,1.6141600250758958e-16,2.61374999325912e-18,4.1720300177814274e-08,2.434301518653067e-16,9.465991578442872e-17,1.6200640265904724e-11,2.8013191463454066e-22,7.446408344174677e-14,1.3623258807489871e-14,6.287887477238687e-15,1.498899134057855e-18,4.427929749659569e-18,9.451809312996634e-17,3.2559198735698617e-15,1.3163349634412339e-24,0.0009684966900081037,3.0477599892424124e-27,3.0486155108571563e-24,3.4451595592072564e-24,5.250997825306548e-12,2.907771770373705e-15,1.195555673694357e-22,6.166702257271504e-18,1.1343910160329485e-19,4.079112268851334e-20,2.0395453929479946e-20,1.0846350901521472e-10,7.52683447965149e-24,4.85820707322359e-18,3.44454176500278e-22,3.031344098161187e-24,1.2416323807262685e-23,2.7442236798464897e-26,5.399189412764885e-19,2.693091119095344e-11,2.4461691808571074e-23,6.759863833847852e-20,2.2611188314001053e-22,3.005567523161877e-12,2.178758687100524e-21,2.438221365665485e-28
6.462397572708957e-09,0.726072772315962,3.7853394617290144e-08,1.1726536149444802e-10,2.2386067156833695e-10,4.3728458207673976e-08,0.0,0.0,1.1830878711031007e-07,7.73789763515046e-12,3.496692437619834e-13,2.7196559880658873e-09,1.336540920201825e-20,3.864846566924975e-26,9.646563284923745e-19,5.001073066331988e-18,1.944736694442986e-17,1.356442400721585e-20,1.1829948790066727e-27,4.572474509273279e-34,4.961849846075729e-37,1.2748458406746798e-36,2.0190199262431688e-20,2.5415207260211226e-29,5.1676445897198156e-23,1.837938326493194e-34,7.889021666762614e-37,1.2193775280911405e-35,1.1087493874055206e-36,2.8900648671655018e-37,1.1528483195500357e-25,2.5878754778377085e-36,6.488554226765368e-39,9.583321418567358e-41,3.76,0.0,0.5819285518502879,0.9990313449875158,7.831379398875728e-12,5.203467687704436e-20,5.313855869012892e-06,5.355193010378743e-06,1.1882732977453284e-07,5.2250891092836044e-14,3.768396235009883e-14,3.6944661139943434e-08,1.2259197650751464e-09,1.3591547201959421e-11,1.472477269974651e-11,1.7643617410865824e-12,1.7503004430715781e-16,2.9335722213370425e-18,4.3361346597696965e-08,2.698488673620778e-16,1.0261056350912817e-16,1.7497996300372753e-11,3.218692954564316e-22,8.08177245977966e-14,1.4236904226626384e-14,6.817733480497301e-15,1.6842959988062044e-18,5.0282846170645235e-18,1.0598693192519756e-16,3.5221562709491573e-15,1.5081804778045717e-24,0.000968496735269142,3.449502542034904e-27,3.426669287609831e-24,4.008260760164887e-24,5.471204261736011e-12,3.150771222583352e-15,1.342044578122716e-22,6.919109811769197e-18,1.280238646987765e-19,4.756776563622964e-20,2.3980161363316558e-20,1.1712723142501232e-10,9.083265220926643e-24,5.4798443943049205e-18,4.0227142209445935e-22,3.61252347672237e-24,1.428926294312009e-23,3.202453889187668e-26,6.0627885756002615e-19,3.010081830506642e-11,2.806362884700745e-23,7.601899707709752e-20,2.6222278523387667e-22,3.166603613952883e-12,2.4507859319160094e-21,2.8477751756731593e-28
6.706979155217558e-09,0.7260728001000128,4.0745989145622585e-08,1.3027399856732498e-10,2.447153558576218e-10,4.541253896406121e-08,0.0,0.0,1.2278622091430666e-07,8.334365247493856e-12,3.907998352989776e-13,2.982118450127589e-09,1.513255599458647e-20,4.6590968418316283e-26,1.0595000557756816e-18,5.58630288966558e-18,2.174240133895988e-17,1.5729228578536382e-20,1.4237425948542705e-27,5.4285973044441e-34,6.357611548232986e-37,1.6501353484935677e-36,2.327991660103979e-20,3.2196536294669184e-29,5.971637514114986e-23,2.3564520537268115e-34,1.001004030866747e-36,1.5805317754794043e-35,1.4381898448386437e-36,3.7462992005159507e-37,1.362139023481418e-25,3.317549838184329e-36,8.435616745079717e-39,1.2557277866262083e-40,3.76,0.0,0.5819283430446652,0.9990313374103529,8.864956527842797e-12,6.037282965027417e-20,5.513410855123986e-06,5.557937562182965e-06,1.23370376595327e-07,5.60249442040439e-14,3.916184909224256e-14,3.973228689441365e-08,1.3634218034975754e-09,1.4588792993851285e-11,1.586335806556358e-11,1.9087598684840426e-12,1.8924722588842245e-16,3.278459387496295e-18,4.500238949921142e-08,2.980895011933167e-16,1.1090608676954917e-16,1.884514335330084e-11,3.6778450638611407e-22,8.743047654648362e-14,1.4853412455559898e-14,7.371997540462236e-15,1.884485616048376e-18,5.6847414889143835e-18,1.1833881875874561e-16,3.799249341683491e-15,1.7196426766406532e-24,0.0009684967565346334,3.886279238191798e-27,3.835027697662685e-24,4.643120332462673e-24,5.692977164251979e-12,3.404431359653674e-15,1.500103377433331e-22,7.730009347214189e-18,1.4385762377399994e-19,5.515309177742046e-20,2.803082205743236e-20,1.26120907784145e-10,1.0883413868058792e-23,6.155366983810226e-18,4.671611137116265e-22,4.2796841039982095e-24,1.6354971462190964e-23,3.715894220888368e-26,6.778804358522933e-19,3.3499680702568674e-11,3.2019831832430474e-23,8.512113654357868e-20,3.025135389157267e-22,3.3282899603748156e-12,2.7449391823549606e-21,3.3071014714367916e-28
6.951560737726158e-09,0.7260728278856131,4.374305200350693e-08,1.4420203233695465e-10,2.6673318639623563e-10,4.709983941351319e-08,0.0,0.0,1.2726369314211603e-07,8.952955061515534e-12,4.3502840106620734e-13,3.2600712267167355e-09,1.707077388219481e-20,5.58066509002668e-26,1.16096263692177e-18,6.215229441247832e-18,2.421176820424298e-17,1.814284806427828e-20,1.702121605662587e-27,6.410506913869837e-34,8.078766120993493e-37,2.1161377384328363e-36,2.6702676966729216e-20,4.0454625269789985e-29,6.86423175986125e-23,2.995190569957176e-34,1.2604813147509656e-36,2.0296979956766935e-35,1.848259748077923e-36,4.81128982623193e-37,1.600283185240603e-25,4.2140600675279946e-36,1.086654528561788e-38,1.63067290307111e-40,3.76,0.0,0.5819281342334256,0.9990313297332784,9.993130013021188e-12,6.9675902215182e-20,5.712852826549752e-06,5.760688059728187e-06,1.2791906271485391e-07,5.990835545047091e-14,4.063892886598747e-14,4.2616716516532185e-08,1.5103784808755316e-09,1.5617848848564196e-11,1.7044694461494263e-11,2.0597791844521127e-12,2.0407353451859762e-16,3.649359249680304e-18,4.6643428886862786e-08,3.2821251793649217e-16,1.1954891660477435e-16,2.02420624092896e-11,4.181005513740294e-22,9.43020460410335e-14,1.5472780166812433e-14,7.951127329967605e-15,2.10004996939706e-18,6.400422959691621e-18,1.3160534105908744e-16,4.087243113109872e-15,1.9519372234761077e-24,0.0009684967637873707,4.359677221110059e-27,4.274903415124851e-24,5.356501695582946e-24,5.916374082637723e-12,3.66887156122715e-15,1.67019157256311e-22,8.601539365897617e-18,1.6099881758735365e-19,6.360853730890358e-20,3.258835677466259e-20,1.3544422327468465e-10,1.2954027181113112e-23,6.887559876798896e-18,5.396988813654552e-22,5.04219947128185e-24,1.8624427481917774e-23,4.288837004577994e-26,7.549261093391649e-19,3.7134017226770335e-11,3.634864761397808e-23,9.493308979457051e-20,3.473027315254232e-22,3.4905373858220818e-12,3.0621397236303452e-21,3.8201201292619166e-28
7.196142320234759e-09,0.7260728556728165,4.684437303521044e-08,1.5907993354543562e-10,2.899404171215064e-10,4.879047374932275e-08,0.0,0.0,1.317412072133306e-07,9.593664973092723e-12,4.824663993925163e-13,3.5539076042392624e-09,1.9191854069303102e-20,6.644767550678377e-26,1.269376471019027e-18,6.889397181371034e-18,2.6861961368120068e-17,2.082358030782986e-20,2.0223673922296223e-27,7.532201553527306e-34,1.0186835560726076e-36,2.6903617940904384e-36,3.048015147387974e-20,5.0444440470383245e-29,7.851416712582002e-23,3.7764475388399355e-34,1.5759935228449716e-36,2.5840603489307645e-35,2.3547977712404486e-36,6.125825629307196e-37,1.8701029250262674e-25,5.307282364591825e-36,1.3878771525030812e-38,2.0999275337574208e-40,3.76,0.0,0.5819279254162988,0.9990313219489723,1.1221091218574568e-11,8.001583958704657e-20,5.912181847102093e-06,5.963444644743337e-06,1.3247365845261756e-07,6.38991048908045e-14,4.2115201596302256e-14,4.559748668221276e-08,1.6670414370200896e-09,1.6678402513878416e-11,1.8268835619446168e-11,2.2175564175535493e-12,2.1951498847078666e-16,4.047220628005723e-18,4.828446476516409e-08,3.6027846928462374e-16,1.2854145156221976e-16,2.1688734461031506e-11,4.730418563410665e-22,1.0143214014025371e-13,1.6095004067011714e-14,8.55558669088864e-15,2.3315724990460533e-18,7.178523483915565e-18,1.4581799730907344e-16,4.386181705983968e-15,2.206308811459665e-24,0.0009684967643776202,4.8712906958784105e-27,4.747513967095605e-24,6.155580248185e-24,6.141452466190663e-12,3.944213781933516e-15,1.8527724826787106e-22,9.535833020634738e-18,1.795066390208228e-19,7.299771948525349e-20,3.7695686293015586e-20,1.4509686330560772e-10,1.532360055087665e-23,7.679286212165616e-18,6.204870381332242e-22,5.910151834828705e-24,2.110870920599928e-23,4.9257416620623347e-26,8.376188237011719e-19,4.10102116344272e-11,4.106852608990255e-23,1.054830529668183e-19,3.969225094819478e-22,3.653267397787976e-12,3.4033150300799e-21,4.390905698487546e-28
7.440723902743359e-09,0.7260728834616762,5.0049742404910646e-08,1.749380928908764e-10,3.143631441990949e-10,5.04845559398018e-08,0.0,0.0,1.3621876654024855e-07,1.025649289524926e-11,5.332251827913447e-13,3.864019070363668e-09,2.1508171235469517e-20,7.867895903018746e-26,1.3850843303756957e-18,7.610349257238822e-18,2.969949264923322e-17,2.3790366227622622e-20,2.389019598529562e-27,8.808803584191373e-34,1.2752495521555367e-36,3.392904702920701e-36,3.4634519720092124e-20,6.245438147318582e-29,8.939342095894769e-23,4.725691554563911e-34,1.9574721937094103e-36,3.2633880215972814e-35,2.976047189051912e-36,7.736839003382123e-37,2.1745935271448825e-25,6.631058067203248e-36,1.7585165272096727e-38,2.6832058423920075e-40,3.76,0.0,0.5819277165930112,0.9990313140537604,1.2554147026340795e-11,9.14672213513469e-20,6.111397980552003e-06,6.166207462697441e-06,1.3703443762883525e-07,6.799520811232832e-14,4.359066721796583e-14,4.867413602564959e-08,1.8336567819597997e-09,1.7770147935907825e-11,1.953583770461363e-11,2.382233006703365e-12,2.355776385594129e-16,4.472993529532778e-18,4.992549713863688e-08,3.9434799419415177e-16,1.3788605913427998e-16,2.318514050931852e-11,5.3283415419246e-22,1.0882046621436062e-13,1.6720080889749625e-14,9.185855630309748e-15,2.579638111736425e-18,8.022309347699183e-18,1.6100820206293142e-16,4.696109340767075e-15,2.484030664813513e-24,0.0009684967620087379,5.422720456493536e-27,5.254081743320347e-24,7.047952907339267e-24,6.368269664489152e-12,4.230582553878514e-15,2.0483134712244985e-22,1.0535018129058903e-17,1.9944102895181302e-19,8.338642959599213e-20,4.339775677400253e-20,1.5507851351268402e-10,1.8022415670854922e-23,8.53348939887968e-18,7.101551944019202e-22,6.894367537704933e-24,2.381898340044032e-23,5.631235937031552e-26,9.261620628722446e-19,4.513451463374102e-11,4.6198013794225076e-23,1.1679938546783662e-19,4.517188694108621e-22,3.816410909922337e-12,3.7693987756024715e-21,5.023688045567174e-28
7.92988706776056e-09,0.7260729390445751,5.6771788417852846e-08,2.097163494133554e-10,3.6695868785088256e-10,5.3883518635104854e-08,0.0,0.0,1.4517403457423642e-07,1.1648494508902819e-11,6.451499862572866e-13,4.534624268394557e-09,2.6779036215654848e-20,1.0864005706774182e-25,1.6398042508102882e-18,9.198773837418488e-18,3.5962711745788523e-17,3.066107930279758e-20,3.281283906258396e-27,1.1893207854391475e-33,1.9591500391071268e-36,5.27798731736629e-36,4.4165124204986156e-20,9.38747050466442e-29,1.1442799373295352e-22,7.24791871190748e-34,2.965339595362819e-36,5.090703199137436e-35,4.6493425393679224e-36,1.2070943030154554e-36,2.900464954070203e-25,1.012763652048977e-35,2.7620815836136765e-38,4.288124223299117e-40,3.76,0.0,0.581927298926842,0.999031297925053,1.555734340865948e-11,1.1801585521719825e-19,6.509491841024222e-06,6.571752397510035e-06,1.4617565860166606e-07,7.649571218743139e-14,4.653917692060084e-14,5.511323652515609e-08,2.197701955261016e-09,2.0046020593540406e-11,2.2198661669730406e-11,2.7328734585858147e-12,2.6959090255402563e-16,5.412080627291964e-18,5.3207551389228615e-08,4.687407582090574e-16,1.57640815308934e-16,2.6327078639220815e-11,6.678806417308167e-22,1.2437064536109368e-13,1.7978780327935134e-14,1.0525823108731859e-14,3.1277456342622703e-18,9.920361337281201e-18,1.94446526031693e-16,5.349109154861167e-15,3.1147578276978768e-24,0.0009684967540803868,6.651462582543745e-27,6.374002915685695e-24,9.145130307569283e-24,6.8273494097064e-12,4.836910782277501e-15,2.480166702531268e-22,1.273654738686056e-17,2.4383298136675184e-19,1.0743642701623799e-19,5.67761795361007e-20,1.7602758813155425e-10,2.4538042604242953e-23,1.0441513959029176e-17,9.187902903847153e-22,9.2588393760614e-24,2.996255579103991e-23,7.267354239069447e-26,1.121616900367209e-18,5.41517959509011e-11,5.776045753346862e-23,1.4184541379439356e-19,5.782964084934551e-22,4.1437028541957475e-12,4.580057344375556e-21,6.492942989080364e-28
8.419050232777762e-09,0.7260729946347302,6.390751777471652e-08,2.4877833198242085e-10,4.2472546058876093e-10,5.7297634758923366e-08,0.0,0.0,1.541295243984971e-07,1.3128943548169155e-11,7.716915182651636e-13,5.2749830194617256e-09,3.29946911109043e-20,1.4729180423090231e-25,1.928066792595044e-18,1.0992830953170785e-17,4.3053911222853204e-17,3.891938385181379e-20,4.4217027168523425e-27,1.580951753644916e-33,2.9385428848843328e-36,7.994835028743495e-36,5.548162938181643e-20,1.3781442293157774e-28,1.4426911112571966e-22,1.0842058524982513e-33,4.3948921113353796e-36,7.732742928909698e-35,7.072821867765705e-36,1.8338723767900177e-36,3.8055175523172653e-25,1.5067686174497342e-35,4.225998415290416e-38,6.679340931227186e-40,3.76,0.0,0.5819268812326619,0.9990312813483434,1.9047458260934687e-11,1.4997142414815206e-19,6.907134917317656e-06,6.97732409962674e-06,1.5534498317714242e-07,8.539467952400411e-14,4.9484457635062217e-14,6.193036594527557e-08,2.604375611429486e-09,2.244314088252103e-11,2.5033665519407983e-11,3.112925612652586e-12,3.061624437288602e-16,6.474249168651261e-18,5.648959167500136e-08,5.518776757335545e-16,1.7883155770628647e-16,2.96677249675476e-11,8.25068536480973e-22,1.409502488852462e-13,1.924885262609768e-14,1.1975193199487068e-14,3.749081689415184e-18,1.2122145514720397e-17,2.321701432488064e-16,6.046598556748445e-15,3.854856836471885e-24,0.0009684967390537399,8.058826764247921e-27,7.644543758993405e-24,1.1717584025184182e-23,7.294070150098974e-12,5.488904147754383e-15,2.9695795660889743e-22,1.5223043516591177e-17,2.94668931177954e-19,1.3632807505253561e-19,7.312463468855302e-20,1.9828893674867342e-10,3.27802336837351e-23,1.2636866238021492e-17,1.1712114746779589e-21,1.2238535867460296e-23,3.7145850830582573e-23,9.237633392149654e-26,1.3429302581269784e-18,6.423328148801351e-11,7.118610366145705e-23,1.703013241057401e-19,7.300919761493986e-22,4.472009162378522e-12,5.501709239081672e-21,8.264854709770859e-28
8.908213397794963e-09,0.7260730502325572,7.145526335485706e-08,2.923642990245795e-10,4.878666305057999e-10,6.072780799235431e-08,0.0,0.0,1.6308526305369777e-07,1.4697823930690245e-11,9.137367976183702e-13,6.0881631935389844e-09,4.027688218938741e-20,1.9648787111680722e-25,2.252973555872514e-18,1.3004842352092463e-17,5.10259172852019e-17,4.873998472699873e-20,5.858582123512733e-27,2.0725551581644437e-33,4.3144600393490836e-36,1.1827759781134423e-35,6.877854747306782e-20,1.9812500749525414e-28,1.7946392020525891e-22,1.5862147793954933e-33,6.388029958098405e-36,1.1472095688481014e-34,1.050871244619203e-35,2.721157375205112e-36,4.92047242636448e-25,2.190285950122245e-35,6.317185258807006e-38,1.0169773843668722e-39,3.76,0.0,0.5819264635081636,0.9990312643213123,2.3071034853034042e-11,1.880262127600886e-19,7.3043277181313575e-06,7.382923859213416e-06,1.6454471987585143e-07,9.467745159145407e-14,5.2426509159950233e-14,6.912190303033144e-08,3.0554564124439006e-09,2.4959279536785166e-11,2.804138928784498e-11,3.523688820556834e-12,3.4534200216104944e-16,7.667154979667849e-18,5.977161803249182e-08,6.442470264153687e-16,2.0147625178423941e-16,3.3206927792830326e-11,1.0062420917347946e-21,1.585569474471797e-13,2.0530272017167213e-14,1.3538388298193406e-14,4.44838000911686e-18,1.46563778686811e-17,2.744278666008409e-16,6.788935557128926e-15,4.71549205942857e-24,0.0009684967194873974,9.657818651124952e-27,9.075659704148721e-24,1.4842173574615684e-23,7.768887172113412e-12,6.187651951568116e-15,3.5204593251983786e-22,1.801133843896417e-17,3.524547163122716e-19,1.7066525770536823e-19,9.28780854875199e-20,2.2186005260234783e-10,4.305909028901845e-23,1.514619608003472e-17,1.473504982338087e-21,1.595076987410756e-23,4.546035141505935e-23,1.158530339754546e-25,1.591752085857022e-18,7.542438854871381e-11,8.662636714639473e-23,2.023998939060719e-19,9.104039077286386e-22,4.801016505732458e-12,6.542048207564861e-21,1.0378919261975971e-27
9.397376562812164e-09,0.7260731058384686,7.941336318920909e-08,3.407132418416529e-10,5.565829147844766e-10,6.417493844877356e-08,0.0,0.0,1.7204127746771926e-07,1.6355119844877255e-11,1.0721711576367006e-12,6.97720454716369e-09,4.875829872727348e-20,2.583601958332913e-25,2.617779084754968e-18,1.5247131361281394e-17,5.993192259449261e-17,6.030791479560893e-20,7.646068803102568e-27,2.6833334258434448e-33,6.214558960185005e-36,1.7133510828090986e-35,8.425742292871452e-20,2.7953748735055593e-28,2.2058293258131637e-22,2.274975062789277e-33,9.124475709944684e-36,1.6664946556159583e-34,1.5288332662521901e-35,3.953604151073187e-36,6.279321821679362e-25,3.118635224700668e-35,9.24933620021056e-38,1.517245483939065e-39,3.76,0.0,0.5819260457509912,0.9990312468378205,2.7676398884642736e-11,2.3291545676035115e-19,7.701070751513438e-06,7.78855301869261e-06,1.7377722579540351e-07,1.0432988105422603e-13,5.5365331426479476e-14,7.668425708258969e-08,3.5526427150670137e-09,2.7592302686240577e-11,3.122241478469796e-11,3.9665361717179234e-12,3.8717999405710253e-16,8.998485309431316e-18,6.30536304984296e-08,7.463385172527443e-16,2.2559249953879506e-16,3.6944535543722255e-11,1.2132597092013565e-21,1.771884169682669e-13,2.1823012802937316e-14,1.522009024399077e-14,5.230399716164698e-18,1.755292493619806e-17,3.2146765641668626e-16,7.576480389231696e-15,5.7082398877532456e-24,0.0009684967017597132,1.1461518280429266e-26,1.067738526776493e-23,1.860332674159177e-23,8.252254242457284e-12,6.934284975713616e-15,4.136799218622261e-22,2.1118180066507168e-17,4.1770756640146074e-19,2.11085976398389e-19,1.165061885635585e-19,2.4673843254757417e-10,5.571647105341328e-23,1.7997633881911494e-17,1.8322585739434063e-21,2.0528628746875206e-23,5.499804751099464e-23,1.4356440656838712e-25,1.869743525493862e-18,8.776859173757674e-11,1.0423389378870849e-22,2.383765389052243e-19,1.1227830559699403e-21,5.130482125051011e-12,7.708868354641001e-21,1.2877179641546807e-27
