Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108)
5.240507008865928e-06,0.6352895283973564,7.138049533210379e-06,2.4247692965402783e-06,1.0236426491083269e-06,8.47136208887722e-05,0.0,0.0,1.2410767028534276e-05,1.5192695232031228e-07,1.5593721201361518e-07,0.0001175901415912739,4.905109466054203e-14,4.513792102634474e-19,3.562617326683312e-16,6.753651913183738e-13,2.41668632266411e-11,1.0874534781483658e-11,4.549313510640203e-20,2.706315158764974e-25,6.861663934688848e-24,6.812104107467637e-25,1.1420987074906911e-14,5.196002499362385e-16,3.8741965222665413e-16,2.2715435072639166e-20,5.257825471854223e-26,3.419096589948788e-21,5.2238933393742405e-21,5.412179479898233e-23,6.498651780483112e-17,7.910919339400049e-24,3.0240911571903705e-25,1.1653141015128458e-24,3.76,0.0,0.7931788731092735,0.9995676719393344,4.9408371338358505e-05,2.9398593884732736e-11,1.6647620980680975e-05,0.00025509818923170945,0.00024859234259780284,2.5275254949287653e-12,7.778840684825465e-14,2.68253530850576e-06,3.4424841121343407e-07,1.78414629666198e-06,1.7048223391119446e-05,1.8904531100235393e-07,1.6527604748574106e-07,4.9635997688381004e-11,3.646251411692882e-07,6.980102900104983e-08,8.226576755471062e-10,1.7700220597726052e-07,9.20746926036064e-14,3.6961226437764896e-11,1.1649929094044503e-13,8.743817065022572e-08,5.646895464189371e-12,5.251214006835442e-10,1.3638875540815156e-10,1.0988934979008243e-09,6.482866262582976e-16,0.0002624777322479152,2.0186404293389535e-19,8.147906927425763e-17,6.200647660812072e-15,7.434625195044386e-08,8.846373219726008e-09,2.0828864348518988e-14,2.5984672754590155e-13,2.069071751383689e-14,1.6558893222847697e-12,1.9379644061510726e-12,1.4623481319512084e-07,1.6461295782125845e-14,2.2528435698240768e-10,1.8832321982494046e-12,1.0240752450203617e-12,2.420546173820386e-17,5.239399111214824e-16,1.8042394149002783e-11,3.8655048768500625e-08,1.0240734272749951e-14,2.5856973879193603e-12,3.811861830280265e-14,1.6254718796606316e-11,1.1664419496935044e-14,3.733493151907244e-21,6.835230754765601e-20,1.407893751300749e-16,1.0210175181603034e-23,1.5136297871000864e-19
5.317538201364693e-06,0.6352899637205329,7.1384578706485776e-06,2.425552208464426e-06,1.032557558924606e-06,8.622020881077538e-05,0.0,0.0,1.2609964362316806e-05,1.5665113657995862e-07,1.6000455096226497e-07,0.0001195992947175114,5.1658872472524456e-14,4.601144920311254e-19,3.575482040534542e-16,6.876594541831489e-13,2.4763631012614788e-11,1.1430403756758657e-11,4.776817298148807e-20,2.901337353559298e-25,7.243885158284094e-24,7.065500515523472e-25,1.1633388493122762e-14,5.469489162727669e-16,3.992543766095813e-16,2.4135585346193657e-20,5.435002150347818e-26,3.639101492501041e-21,5.595713332133289e-21,5.698495651478694e-23,6.747731702082438e-17,8.318125672881958e-24,3.1894093064998765e-25,1.2810307029530315e-24,3.76,0.0,0.7931717793808067,0.9995645096575602,5.063038681826778e-05,3.0702352471226773e-11,1.6647467020483868e-05,0.00025913709126696994,0.00025299849734574894,2.5274974035890486e-12,7.778739445981703e-14,2.6824465159573046e-06,3.4423934911810767e-07,1.8163304781905268e-06,1.7642691395286754e-05,1.927190356680397e-07,1.741509963005705e-07,5.2156400014625794e-11,3.72096133259329e-07,7.356072687954856e-08,8.523744620721103e-10,1.818299225927989e-07,9.675579368200136e-14,3.780887430491965e-11,1.191179501964187e-13,9.053648060636609e-08,5.82771284269599e-12,5.441110659175792e-10,1.392674706803619e-10,1.138655026999215e-09,6.834877640142568e-16,0.00026247690187177625,2.1280382365299623e-19,8.587530137683802e-17,6.4278717792528254e-15,7.653930956568365e-08,9.24922298901858e-09,2.1612600594775056e-14,2.697771964390806e-13,2.1510255534453165e-14,1.741920054979471e-12,1.991547370888808e-12,1.4704282754409837e-07,1.7325264582517338e-14,2.3229721236484826e-10,1.942895408145886e-12,1.070789212764108e-12,2.5268563223479394e-17,5.481009031689416e-16,1.9080969165612878e-11,3.8653688643272954e-08,1.0830720483075334e-14,2.757725985406929e-12,3.9323006286382426e-14,1.6254661638614595e-11,1.2456568218812284e-14,4.001138609304358e-21,7.349614184411911e-20,1.485467777130803e-16,1.08894633389866e-23,1.6255117931891116e-19
5.394569393863458e-06,0.6352903990079466,7.138823264522235e-06,2.426252023310079e-06,1.0414593607267169e-06,8.772683621714804e-05,0.0,0.0,1.2808989721047713e-05,1.6144257390799903e-07,1.640993802603473e-07,0.000121608431690348,5.4353009185844854e-14,4.688596907731297e-19,3.5883126255421883e-16,6.999510048842867e-13,2.536200518345091e-11,1.2005494803969113e-11,5.0144760872467105e-20,3.107115653223618e-25,7.640071539434523e-24,7.32347729804334e-25,1.1845931108770306e-14,5.752091093537456e-16,4.11220615576169e-16,2.5621809998160274e-20,5.615335169810822e-26,3.868740478899242e-21,5.985915708088466e-21,5.993174358600992e-23,7.001994596520143e-17,8.737568805897098e-24,3.3602826813372725e-25,1.4057882807595665e-24,3.76,0.0,0.7931646749578957,0.999561337014301,5.1862982188783294e-05,3.203793510743532e-11,1.664725740751846e-05,0.00026317612075782426,0.0002574038553282565,2.5274602624419006e-12,7.778610517962642e-14,2.682346858081594e-06,3.442287368668335e-07,1.8485090350720865e-06,1.8247602506982287e-05,1.963976952953732e-07,1.833403947120588e-07,5.4766712400252036e-11,3.796347440115597e-07,7.745407762133743e-08,8.826133211965002e-10,1.8673411791504849e-07,1.0160405445888255e-13,3.866473966990952e-11,1.2176170726830054e-13,9.368866264061306e-08,6.011259110027712e-12,5.634099946731491e-10,1.421568971572056e-10,1.1791784866997253e-09,7.199504140030567e-16,0.0002624760687786593,2.241298265919493e-19,9.04266811439452e-17,6.6594808091931315e-15,7.875480121955228e-08,9.66328907021057e-09,2.2411902970315616e-14,2.7990099567060687e-13,2.234634396656253e-14,1.8307074454870885e-12,2.0457730012540904e-12,1.4782351818884222e-07,1.821722692260973e-14,2.393890418666546e-10,2.003246278977142e-12,1.1188153552794221e-12,2.636119271837667e-17,5.72983272584259e-16,2.016238422603353e-11,3.865215527401052e-08,1.144506235425593e-14,2.938443661600854e-12,4.054174135732903e-14,1.6254549696449536e-11,1.3288882252755247e-14,4.283165849522929e-21,7.893006115085766e-20,1.5658477861001017e-16,1.1603060352016842e-23,1.743500228766927e-19
5.471600586362223e-06,0.6352908342582195,7.139150653693557e-06,2.4268771776196077e-06,1.0503491465494945e-06,8.923349451227307e-05,0.0,0.0,1.3007842039099996e-05,1.6630096047268336e-07,1.6822107579942272e-07,0.0001236175448533881,5.713448585686349e-14,4.776149027437793e-19,3.6011126569426935e-16,7.122398623976331e-13,2.596189653436438e-11,1.2600168439883087e-11,5.262730855440679e-20,3.3240673915736145e-25,8.050471765963116e-24,7.586032374915371e-25,1.2058616960236351e-14,6.043938808835284e-16,4.2331716534622653e-16,2.717630871160113e-20,5.798868983961803e-26,4.108232769592954e-21,6.394993621373974e-21,6.296234950593836e-23,7.261460880513958e-17,9.169328851213474e-24,3.536772250045978e-25,1.5400989281623814e-24,3.76,0.0,0.7931575598833699,0.9995581540211279,5.310614236686396e-05,3.3405423840054456e-11,1.6646998553258637e-05,0.0002672152722274661,0.0002618083600553675,2.527415107758392e-12,7.778459968275e-14,2.6822375803208886e-06,3.4421674151258297e-07,1.8806815173330923e-06,1.886295469190619e-05,2.0008125316295481e-07,1.9284965258952923e-07,5.746894233337247e-11,3.872411357948105e-07,8.148339049405235e-08,9.133735656256268e-10,1.917154606585883e-07,1.0662320949699672e-13,3.9528841578018485e-11,1.2443062060694395e-13,9.68946572789566e-08,6.19753033219257e-12,5.830160681527666e-10,1.4505712502766524e-10,1.2204668544663545e-09,7.576965597322775e-16,0.0002624752329653624,2.3584872995888433e-19,9.513592257133157e-17,6.895493631317422e-15,8.099236164405257e-08,1.0088675830216158e-08,2.3226841009367827e-14,2.9021831466562835e-13,2.3198997294678586e-14,1.9222811233645593e-12,2.1006416248230075e-12,1.485777146470826e-07,1.9137488290411836e-14,2.465587123708458e-10,2.0642748918926886e-12,1.1681698932641925e-12,2.7483731226380597e-17,5.985985843492189e-16,2.128771171604439e-11,3.865046846633555e-08,1.2084369980759862e-14,3.128159581455804e-12,4.177464566415408e-14,1.625438926370662e-11,1.416271417346247e-14,4.580090334736516e-21,8.466504893852763e-20,1.6490855975909811e-16,1.2352186784624161e-23,1.8678139144465243e-19
5.548631778860988e-06,0.6352912694700608,7.139444411515672e-06,2.427435271845397e-06,1.0592278943695284e-06,9.074017608171944e-05,0.0,0.0,1.3206520336241175e-05,1.7122599307026382e-07,1.723690348797392e-07,0.00012562662742511888,6.000426560288228e-14,4.863802170070412e-19,3.6138853098890677e-16,7.245260440198489e-13,2.6563220756448622e-11,1.3214786376964533e-11,5.522037554767346e-20,3.552619596949212e-25,8.475334506369288e-24,7.853163664846649e-25,1.2271448030418106e-14,6.345162344651526e-16,4.355428713006784e-16,2.8801339529054023e-20,5.985649282417623e-26,4.357797545481489e-21,6.82344087170949e-21,6.60769474387706e-23,7.526150465507564e-17,9.613483177603173e-24,3.718937893526509e-25,1.6844923714968613e-24,3.76,0.0,0.7931504341959191,0.9995549606886812,5.43598534983936e-05,3.4804896080299153e-11,1.6646696134667427e-05,0.00027125454111185125,0.00026621195929060244,2.5273628610668154e-12,7.778289458346006e-14,2.6821197856594323e-06,3.442035113376974e-07,1.9128475099271576e-06,1.9488745787387576e-05,2.0376967608950853e-07,2.0268417245697568e-07,6.026512068098567e-11,3.9491547081918655e-07,8.565097175396797e-08,9.446545122725374e-10,1.9677461860576297e-07,1.1181703686275482e-13,4.0401199172142074e-11,1.2712474890553272e-13,1.0015440485869631e-07,6.386522601685771e-12,6.029271709426574e-10,1.479682455046577e-10,1.2625231517799687e-09,7.967481562404673e-16,0.0002624743944346571,2.4796721294290774e-19,1.0000574744372651e-16,7.135929323125715e-15,8.325163125729741e-08,1.0525485926811765e-08,2.4057484986027887e-14,3.0072934527866587e-13,2.4068230258167172e-14,2.0166701702905476e-12,2.1561535063505465e-12,1.4930622324164888e-07,2.0086348496684794e-14,2.53805111438561e-10,2.1259715091760803e-12,1.2188690865490851e-12,2.8636559026701626e-17,6.249584566575663e-16,2.2458032595068195e-11,3.864864576008489e-08,1.2749258334457284e-14,3.3271898378462474e-12,4.302154454043314e-14,1.6254185913249467e-11,1.5079439466351874e-14,4.892436840242783e-21,9.071230393057797e-20,1.7352332865978646e-16,1.3138090541037133e-23,1.998675677077959e-19
5.7026941638585184e-06,0.6352921397736657,7.139946061676227e-06,2.428376956179799e-06,1.076955681236085e-06,9.37535828622844e-05,0.0,0.0,1.360335131978846e-05,1.8127478686562133e-07,1.807414365139231e-07,0.00012964467748237274,6.601249965591519e-14,5.03941473359422e-19,3.6393594277073563e-16,7.49090438567462e-13,2.7769853481274286e-11,1.4505307699394191e-11,6.075706676376503e-20,4.046282524210313e-25,9.369442121030435e-24,8.401146492053442e-25,1.269755345435303e-14,6.97625470738431e-16,4.603773659234098e-16,3.227233176924829e-20,6.369138010985555e-26,4.8880209825788184e-21,7.740421288122094e-21,7.255871938433949e-23,8.07127665593186e-17,1.053927123415072e-23,4.100531879849605e-25,2.0057357932257556e-24,3.76,0.0,0.7931361511188078,0.9995485430445097,5.689887862113346e-05,3.770007902513217e-11,1.664598011125975e-05,0.0002793334168559983,0.0002750162510720321,2.527240258738969e-12,7.777893707445571e-14,2.6818624367066624e-06,3.441738577921526e-07,1.9771585197605114e-06,2.0771635470993658e-05,2.1116099982874978e-07,2.2335057171816774e-07,6.614756256611408e-11,4.104686185437288e-07,9.441014949370653e-08,1.0087757970284174e-09,2.0712904569837793e-07,1.2274403758675064e-13,4.217075841295783e-11,1.325888861863315e-13,1.0683491926843849e-07,6.772654790740159e-12,6.436560231731807e-10,1.538235331051484e-10,1.3489518372261111e-09,8.788553800259866e-16,0.0002624727092449932,2.7342965428006187e-19,1.1023807436161662e-16,7.630146572797637e-15,8.783388751874143e-08,1.1433778370715693e-08,2.576617542509057e-14,3.2233331938693195e-13,2.5856495186049506e-14,2.214008033955214e-12,2.26910779383166e-12,1.5068928894291546e-07,2.2071037064999192e-14,2.6852374648655787e-10,2.2513306906404997e-12,1.3243666666470626e-12,3.1034599766044045e-17,6.799586035946068e-16,2.4938020137689568e-11,3.864465293644243e-08,1.4158260877519083e-14,3.754492862894197e-12,4.5556642888567846e-14,1.625366960783355e-11,1.7047186811587025e-14,5.565541640090061e-21,1.0378948710927092e-19,1.9164678883963992e-16,1.4825360281570164e-23,2.2809548898975524e-19
5.841350310356296e-06,0.6352929229039824,7.140316955332624e-06,2.4290569288285827e-06,1.0928807891790126e-06,9.646566856266925e-05,0.0,0.0,1.395989565037982e-05,1.905436028693831e-07,1.8836079136029786e-07,0.0001332607644955542,7.173121660319759e-14,5.197819090627852e-19,3.662217622138312e-16,7.71189372594509e-13,2.8859968544129348e-11,1.5738637916692696e-11,6.616694563838017e-20,4.534738344410753e-25,1.0226095106248909e-23,8.90996043716204e-25,1.3081563609552399e-14,7.577598347889305e-16,4.83159469763714e-16,3.566135304688925e-20,6.725863023168333e-26,5.4018674217825096e-21,8.636910735314451e-21,7.868094043449362e-23,8.579943395789483e-17,1.141559386935074e-23,4.463959385556871e-25,2.3350196139274717e-24,3.76,0.0,0.7931232603712975,0.9995427318958926,5.921996738509538e-05,4.041581762121731e-11,1.66452313850933e-05,0.00028660477609607633,0.00028293656504119994,2.5271129082702465e-12,7.77748912770123e-14,2.68161038082135e-06,3.441441202654317e-07,2.035012663007938e-06,2.1961913250729565e-05,2.1782955597945002e-07,2.431167758482212e-07,7.178391370777822e-11,4.2470044088632304e-07,1.0278936256592186e-07,1.0682589626960388e-09,2.1672083302530278e-07,1.3321450529716318e-13,4.379178983300164e-11,1.3759343762032813e-13,1.1303061503703249e-07,7.1294411252340665e-12,6.8133405826323e-10,1.5913147409619636e-10,1.4293951635425935e-09,9.574361966200567e-16,0.00026247118331186017,2.9777942009135335e-19,1.2002383295734103e-16,8.090263585606707e-15,9.202866895712066e-08,1.2291305166695126e-08,2.7358430660259552e-14,3.4244135483318156e-13,2.7522788242370523e-14,2.4015216466601405e-12,2.372968022807326e-12,1.51853826118653e-07,2.395796087837905e-14,2.820221789689711e-10,2.366344425307022e-12,1.4240770869165463e-12,3.330022506694623e-17,7.321226697874144e-16,2.7334899627772963e-11,3.8640732741596254e-08,1.5520114856535362e-14,4.174236401410823e-12,4.7884403645617797e-14,1.6253102019792467e-11,1.8979123574303637e-14,6.22953485549795e-21,1.1674366145143877e-19,2.0900585417908834e-16,1.6482771663358052e-23,2.559718725138232e-19
5.9800064568540735e-06,0.6352937058927229,7.140627163375443e-06,2.4296073401870574e-06,1.1087812097271591e-06,9.917774548933154e-05,0.0,0.0,1.4315863900894976e-05,2.0002366825924103e-07,1.960567860903057e-07,0.00013687667746580765,7.775023855970943e-14,5.356561622111291e-19,3.685022403574197e-16,7.932798076371902e-13,2.995361158391028e-11,1.7042262723436047e-11,7.201288138317162e-20,5.06787336721314e-25,1.1133473292913707e-23,9.433567934324666e-25,1.3466072257184717e-14,8.211321552164237e-16,5.063440969878453e-16,3.931686617890364e-20,7.093869421206268e-26,5.9517539703077754e-21,9.603856979929256e-21,8.507721282064233e-23,9.105820525981438e-17,1.2333166642866735e-23,4.84666570116467e-25,2.7060346988114558e-24,3.76,0.0,0.7931103356927113,0.9995368873817061,6.157506959997913e-05,4.323620020087153e-11,1.6644404172573334e-05,0.0002938764767807458,0.0002908532843944477,2.5269727398204933e-12,7.777049030736384e-14,2.6813429133047694e-06,3.441120321405674e-07,2.0928405696210744e-06,2.318597450396578e-05,2.2451348249007695e-07,2.640205159965405e-07,7.775730262408338e-11,4.3915491317441906e-07,1.1165229587519458e-07,1.1294186950857878e-09,2.2657506934106622e-07,1.4431164190947591e-13,4.543987073559315e-11,1.4268060636295398e-13,1.1939953425292857e-07,7.494984231430354e-12,7.199677038413404e-10,1.6447615432631078e-10,1.5123755168401428e-09,1.0405868264016408e-15,0.0002624696486107501,3.2352763747869825e-19,1.3037258037152417e-16,8.565016045946583e-15,9.628844483413842e-08,1.318736471045862e-08,2.90026982581855e-14,3.6318008255121096e-13,2.9243037752800274e-14,2.5985856022117667e-12,2.4789138495262313e-12,1.5294666390571557e-07,2.594196172851377e-14,2.9575281459599244e-10,2.4833789659021758e-12,1.5283987250224705e-12,3.566986646477001e-17,7.868819185186417e-16,2.989474143528075e-11,3.8636565960814864e-08,1.6974626408464467e-14,4.629399563078516e-12,5.025492965083414e-14,1.625245689223835e-11,2.1072476123019303e-14,6.952083455967515e-21,1.3089359043288926e-19,2.273898984730815e-16,1.8280032686669105e-23,2.863348928880812e-19
6.118662603351851e-06,0.6352944887345551,7.140888750440629e-06,2.4300512859611012e-06,1.1246597767928245e-06,0.00010188979255230571,0.0,0.0,1.4671252398448276e-05,2.0971324082298467e-07,2.0382660705804303e-07,0.00014049239764754852,8.407458801866386e-14,5.51564529510114e-19,3.7077826526944294e-16,8.153617644024734e-13,3.105043548532712e-11,1.8418328749380667e-11,7.832715448362212e-20,5.648540312347293e-25,1.2093026490298746e-23,9.971955759638912e-25,1.3851088677048111e-14,8.878167182052168e-16,5.299260096434881e-16,4.325438198186815e-20,7.473463313975238e-26,6.5389555586988416e-21,1.0644152705495592e-20,9.174799307266484e-23,9.649006421629882e-17,1.3292359653905594e-23,5.248969012737047e-25,3.122530961477119e-24,3.76,0.0,0.7930973772078004,0.9995310095425451,6.396413459400143e-05,4.6161540984927654e-11,1.664351413029888e-05,0.00030114851415196514,0.00029876620886110187,2.5268222974016004e-12,7.776575611762916e-14,2.681063081668307e-06,3.440780111179068e-07,2.150640676239098e-06,2.444380301928923e-05,2.3121267003104544e-07,2.8609303688656614e-07,8.408040832619578e-11,4.538329737022898e-07,1.2101229205024136e-07,1.192251068530619e-09,2.3669559768178924e-07,1.5605903486223744e-13,4.711511498308187e-11,1.478507399373806e-13,1.2594132263373526e-07,7.869262473987968e-12,7.595448169560145e-10,1.6985812334900855e-10,1.5979120272141968e-09,1.1284342896431624e-15,0.00026246810517224626,3.507131678714522e-19,1.4130048709639017e-16,9.054521950859604e-15,1.006113102036203e-07,1.4122497248348413e-08,3.0699413084146174e-14,3.84550674891278e-13,3.101733587194321e-14,2.8053512896602847e-12,2.586944806252501e-12,1.5397172867574758e-07,2.802459942310406e-14,3.097098620371176e-10,2.6023836224627274e-12,1.6374276676960052e-12,3.8145712987533656e-17,8.44305656442271e-16,3.262413571124469e-11,3.86322010479645e-08,1.8525544717572566e-14,5.122087064950764e-12,5.266730966493708e-14,1.6251749595267804e-11,2.333609783207185e-14,7.73658600396694e-21,1.4631237577758068e-19,2.4683024274622604e-16,2.0225452123559268e-23,3.1932925046866324e-19
6.257318749849629e-06,0.6352952714243253,7.141111398074492e-06,2.4304078035154595e-06,1.1405187812829187e-06,0.00010460179279542899,0.0,0.0,1.502605783739388e-05,2.196105866108881e-07,2.1166762274012497e-07,0.0001441079099878728,9.070913038226146e-14,5.675072577692747e-19,3.730505512346361e-16,8.374352398994905e-13,3.215012651131461e-11,1.9868991551196875e-11,8.514378375370475e-20,6.279700792666472e-25,1.3106204432040267e-23,1.0525110166938468e-24,1.4236621487760413e-14,9.578874104017392e-16,5.539003270031075e-16,4.749016811092431e-20,7.864961035182674e-26,7.16474571417527e-21,1.1760691784452921e-20,9.86936236456167e-23,1.0209594593673261e-16,1.4293524656240504e-23,5.671180918021433e-25,3.58845678738646e-24,3.76,0.0,0.7930843850229263,0.9995250984154143,6.638711717520486e-05,4.919212238375523e-11,1.6642573821915078e-05,0.00030842088737609893,0.00030667515743280997,2.5266636119726285e-12,7.776080402384932e-14,2.6807733333368484e-06,3.440423953262964e-07,2.208411577691408e-06,2.5735381773241608e-05,2.379270241783247e-07,3.093655069754647e-07,9.076614808043826e-11,4.687355579152476e-07,1.3088266260468106e-07,1.2567521493557143e-09,2.4708624165549624e-07,1.6848071491928618e-13,4.8817636759346514e-11,1.5310418651152562e-13,1.3265562417825716e-07,8.252254642925228e-12,8.000533307158301e-10,1.752779329628976e-10,1.6860242371441738e-09,1.2211053094210888e-15,0.00026246655298856666,3.79374777022512e-19,1.5282381340288312e-16,9.558901190891537e-15,1.0499541195882102e-07,1.5097227053380902e-08,3.244901694590172e-14,4.065543103389908e-13,3.2845775671922276e-14,3.021965265921332e-12,2.6970599376874232e-12,1.5493274195392196e-07,3.020738373335291e-14,3.2388771708618234e-10,2.723309343781146e-12,1.7512603216206166e-12,4.0729945174561805e-17,9.0446353884633e-16,3.552974798930557e-11,3.862767691311497e-08,2.0176661833542398e-14,5.654482830737662e-12,5.5120661373029663e-14,1.6250992463686118e-11,2.5779084389693825e-14,8.586539611006734e-21,1.6307538069185853e-19,2.6735848964765315e-16,2.2327651291895884e-23,3.5510401130750397e-19
6.395974896347406e-06,0.6352960539573468,7.14130287827739e-06,2.430692572621403e-06,1.156360066783633e-06,0.00010731373257479903,0.0,0.0,1.5380277208892002e-05,2.2971398013543336e-07,2.195773746647485e-07,0.00014772320239488974,9.765858032936773e-14,5.834845471504503e-19,3.753196720361597e-16,8.595002079455579e-13,3.325240103429002e-11,2.1396414809470562e-11,9.249856560058097e-20,6.964426957532413e-25,1.4174456786777563e-23,1.1093016818816178e-24,1.4622678665569887e-14,1.0314177387421504e-15,5.782624953697387e-16,5.20412858775707e-20,8.268688643374529e-26,7.830396421619714e-21,1.2956368414239877e-20,1.0591435008948866e-22,1.0787673818163304e-16,1.5336997116782447e-23,6.113607438832152e-25,4.107961858334007e-24,3.76,0.0,0.7930713592295521,0.9995191540344899,6.884397656612524e-05,5.232819805171937e-11,1.6641593333186682e-05,0.0003156935987862645,0.0003145799648280144,2.5264983175349083e-12,7.77556928928259e-14,2.6804756349151762e-06,3.440054589901197e-07,2.266151997943657e-06,2.7060693004955957e-05,2.446564624305276e-07,3.338690181534204e-07,9.782767517957178e-11,4.838635981520634e-07,1.4127668783844645e-07,1.322917987115482e-09,2.5775080381579145e-07,1.8160115201052987e-13,5.054755045324963e-11,1.5844129459195922e-13,1.3954208121174995e-07,8.6439399962301e-12,8.414812624805238e-10,1.807361366618529e-10,1.776732090162381e-09,1.3187263096894837e-15,0.0002624649920588601,4.0955114834654736e-19,1.6495891048253344e-16,1.0078275496029233e-14,1.0943894716768899e-07,1.6112062854335164e-08,3.425195842405699e-14,4.291921701190833e-13,3.472845080721179e-14,3.2485694442101714e-12,2.8092578355188673e-12,1.5583322967828122e-07,3.2491776352406057e-14,3.38280956291027e-10,2.8461086614359552e-12,1.8699933946840246e-12,4.342473465973221e-17,9.674255304844478e-16,3.861831567113695e-11,3.8623024819507773e-08,2.193181066781375e-14,6.228851498408075e-12,5.761413040065972e-14,1.6250195399982944e-11,2.8410774162152958e-14,9.505540105360604e-21,1.8126022796368802e-19,2.8900652499141643e-16,2.4595569996235246e-23,3.938126458977531e-19
6.534631042845184e-06,0.6352968363290944,7.1414694338978775e-06,2.430918499131543e-06,1.172185108868413e-06,0.00011002560089890644,0.0,0.0,1.5733907744358576e-05,2.4002170452155677e-07,2.275535687469249e-07,0.00015133826515002102,1.0492750784058933e-13,5.994965569157659e-19,3.775860882813672e-16,8.815566214699343e-13,3.435700259773475e-11,2.300276955654712e-11,1.0042911340768222e-19,7.705903168502773e-25,1.5299233164188745e-23,1.1675660746995397e-24,1.5009267589344584e-14,1.1084808489327148e-15,6.030082597622065e-16,5.692562810048211e-20,8.684981506401164e-26,8.537178011559248e-21,1.423407639075773e-20,1.1341033593865225e-22,1.1383328321588791e-16,1.6423097937772433e-23,6.576549980203151e-25,4.6853998549211556e-24,3.76,0.0,0.793058299907094,0.9995131764317351,7.133467552611734e-05,5.5569995640452963e-11,1.6640580765970596e-05,0.000322966653272166,0.00032248047860787354,2.5263277365218376e-12,7.775037805608433e-14,2.680171567964181e-06,3.439674250181895e-07,2.3238607663907e-06,2.8419718277160816e-05,2.514009118088946e-07,3.5963458527020574e-07,1.0527837657114274e-10,4.992180234157565e-07,1.522076166660878e-07,1.3907446054794722e-09,2.686930642502151e-07,1.954452508028384e-13,5.230497055640699e-11,1.6386241275217927e-13,1.4660033444301588e-07,9.044298309662851e-12,8.83816721768122e-10,1.8623328949259783e-10,1.870055919917789e-09,1.4214234136310793e-15,0.00026246342242224995,4.412809265421079e-19,1.7772222157271767e-16,1.061276843828512e-14,1.1394016149080823e-07,1.716749825153366e-08,3.610869283689548e-14,4.524654349392214e-13,3.6665455208521213e-14,3.4853012724592e-12,2.923536681861674e-12,1.5667653130639298e-07,3.487919274958051e-14,3.5288433090333125e-10,2.9707356363705958e-12,1.993723878793488e-12,4.6232244112205316e-17,1.0332618703104229e-15,4.189664450055156e-11,3.861826990693135e-08,2.3794862983369225e-14,6.847539914760124e-12,6.014688939655586e-14,1.6249366358144737e-11,3.124074852850873e-14,1.0497282190269102e-20,2.009467984862757e-19,3.1180651932587415e-16,2.703847241692153e-23,4.356130681331724e-19
