Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57)
6.269123898778026e-06,0.727838241791505,9.824346205176056e-05,3.8661743624489454e-05,2.2241054248186936e-05,0.002727621497945108,0.0,0.0,0.0001343201155295827,4.936901154206654e-06,1.2771920369237066e-05,0.0035481349401335896,1.3662791341565385e-09,2.1769819432095752e-14,1.2651591310910851e-12,7.220912470545875e-10,1.495200039750892e-08,9.667886082326302e-08,5.818282220566636e-16,1.8409767715858476e-17,2.1181478624403408e-17,1.3719381276121797e-18,2.972712084028081e-11,4.785617429379316e-12,6.39684015701139e-13,9.588752210534592e-16,1.9258108143632898e-19,2.870013061629323e-15,1.3853278858688508e-15,9.699084286545896e-18,1.3149074795021276e-12,2.6720949929631787e-19,1.097323877948597e-19,1.2447625007964304e-17,3.76,0.0,0.7263937971027687,0.9941048171324736,0.0018665823527829718,6.479839362655009e-08,0.000283882450478332,0.007634004507885807,0.007331545303826854,1.6092549109122462e-11,1.897364019174414e-12,3.589309737092121e-05,7.473464654883811e-06,8.105321337611304e-06,0.0007630981820263281,6.165298343793678e-05,7.175627087650833e-05,1.1050236006997056e-07,0.00010455951599040213,6.950178384976842e-05,2.5967785942065956e-07,3.7902053965804153e-05,3.61399022222726e-11,1.3055268011980763e-08,1.4174391424046566e-10,3.069089289878065e-05,3.1085126168240034e-09,1.3007104004198942e-07,2.4987611784504443e-08,8.92901191029873e-07,2.2283471385011602e-12,0.0007921329296900232,7.841771754910961e-15,8.158949762730941e-13,1.1011758493224286e-11,4.1517210169172846e-05,1.5965563460776244e-05,4.038117703216019e-11,3.6347325591187236e-09,3.7358610831638144e-10,6.878234702927779e-09,9.659681547324285e-10,1.2555947593210168e-06,1.2622926937742848e-11,1.4899512264864042e-07,1.8911947618699263e-10,4.8792543899369535e-09,1.387917885758669e-14,1.0683474977423833e-12,4.525577486536573e-08,3.3399673669817153e-07,5.431459833885144e-12,6.628413440483087e-08,4.4048907713250127e-11,2.382904125070123e-10,3.867514853140928e-09
6.396103876506339e-06,0.7278577285758949,9.823593715889073e-05,3.864981927370211e-05,2.2478372973549134e-05,0.002787028011601579,0.0,0.0,0.00013638018350496675,5.076578673878383e-06,1.328558984813303e-05,0.003624153821156491,1.4369856331287935e-09,2.232359588814878e-14,1.28325506703116e-12,7.397589603464133e-10,1.5319277473847954e-08,1.0329245151316863e-07,6.066526008980007e-16,2.0264729609271028e-17,2.295170060628121e-17,1.4410741923521014e-18,3.082783168900703e-11,5.070819779221183e-12,6.61351292773463e-13,1.039587833840149e-15,2.0526766711223665e-19,3.0834717562211284e-15,1.4897686605752374e-15,1.019468736890973e-17,1.3775776884178778e-12,2.8515311680714914e-19,1.1770506836845497e-19,1.3754932489635903e-17,3.76,0.0,0.7261109629655732,0.9939796559084422,0.0019246655952402491,6.795180940893442e-08,0.0002835730919604092,0.007796024068246521,0.007475191116739344,1.6072540654583977e-11,1.8950067547092997e-12,3.583387336505936e-05,7.459724099268722e-06,8.263739968635706e-06,0.0007962458088299768,6.322091211523621e-05,7.637936468862653e-05,1.1866941788323615e-07,0.00010882566804329092,7.402688062071605e-05,2.699999660557328e-07,3.981201704424995e-05,3.8806389189698987e-11,1.3606524172622297e-08,1.4768770353605182e-10,3.1850101230045425e-05,3.2656295403037983e-09,1.3557223553713247e-07,2.6093598102685575e-08,9.400152902672018e-07,2.3735311667915755e-12,0.0007920331987145535,8.349881563427045e-15,8.720015231194418e-13,1.1594601328262935e-11,4.292448584237894e-05,1.6896688828092902e-05,4.251546961032449e-11,3.79948573550456e-09,3.905939252305716e-10,7.221416025906276e-09,9.964420514105782e-10,1.2547820071218301e-06,1.3252180769840652e-11,1.5456244901972135e-07,1.9618590548599974e-10,5.164646926878123e-09,1.463644405157117e-14,1.1185182564676347e-12,4.8131162945981e-08,3.3334810246603144e-07,5.7758296328930986e-12,7.269114851997183e-08,4.568415897013217e-11,2.380676333610522e-10,4.2184799119671686e-09
6.523083854234652e-06,0.7278771773057678,9.822905508719588e-05,3.863834595791536e-05,2.2713848904056365e-05,0.0028463576170081706,0.0,0.0,0.00013840714631412288,5.215815807645133e-06,1.3814070986914958e-05,0.0037000793633544375,1.5093850740697121e-09,2.2879191505942104e-14,1.3014393131225392e-12,7.575002168913976e-10,1.5686570092767977e-08,1.1019037637565022e-07,6.322127901230612e-16,2.2258004648311173e-17,2.4841694184542862e-17,1.5122324421830631e-18,3.1950989586008227e-11,5.366188908800995e-12,6.832115393306393e-13,1.1254643963085821e-15,2.1855821397233804e-19,3.3074509285198433e-15,1.5992987465648218e-15,1.0703053840591896e-17,1.4416818811596712e-12,3.0396986507645944e-19,1.2607439747513827e-19,1.5162080152685554e-17,3.76,0.0,0.7258277918109605,0.9938539754253873,0.0019833410762158587,7.117782186553376e-08,0.00028326614554186194,0.007958151163031182,0.007617704924024664,1.6052666857618045e-11,1.892665367337925e-12,3.577512942872271e-05,7.446095986023576e-06,8.420851435318514e-06,0.0008300307628609158,6.47932868999524e-05,8.117895766593618e-05,1.272319747773505e-07,0.0001131815786069799,7.872944024924576e-05,2.804403151824638e-07,4.177325097923804e-05,4.160149123183236e-11,1.4169750631498494e-08,1.537595847467459e-10,3.302160982306621e-05,3.4279874858572546e-09,1.4122257077167507e-07,2.7236517944327267e-08,9.88767217087765e-07,2.5244011400913887e-12,0.0007919330539674957,8.877787309994699e-15,9.30719869639986e-13,1.2197855174148179e-11,4.4338327948776847e-05,1.78576730685082e-05,4.4724008066970774e-11,3.967356053483344e-09,4.079213309492862e-10,7.571956711988048e-09,1.0271370414581251e-09,1.254143292815396e-06,1.3894807407917551e-11,1.6020654532198392e-07,2.0334828492518804e-10,5.460300888600059e-09,1.5417150654243982e-14,1.1700891690939252e-12,5.110925301939231e-08,3.327041516235081e-07,6.132425463414289e-12,7.955698593729597e-08,4.734110293286143e-11,2.378467630267232e-10,4.591957691305725e-09
6.650063831962965e-06,0.7278965879422442,9.822281690503626e-05,3.8627327134116665e-05,2.29474742556624e-05,0.002905610709723099,0.0,0.0,0.00014040116457381601,5.354545908365081e-06,1.4357764863647439e-05,0.003775912229167988,1.583469344383353e-09,2.343657690829255e-14,1.3197129528930861e-12,7.753156589828341e-10,1.6053902375298754e-08,1.1737708375638984e-07,6.585329573052456e-16,2.4396283435378174e-17,2.6858474070748975e-17,1.5854386935752173e-18,3.3096654767033216e-11,5.671861601912231e-12,7.052597959238392e-13,1.2167550130441207e-15,2.32470916695091e-19,3.5422261793869725e-15,1.7140376348006219e-15,1.1224247670770188e-17,1.507211167729326e-12,3.2369096575987776e-19,1.348516270248679e-19,1.6673931824105365e-17,3.76,0.0,0.7255442878112464,0.9937277800004035,0.0020426034808142756,7.447621740556406e-08,0.0002829616133792964,0.008120389732843876,0.007759080311817281,1.6032927885452234e-11,1.8903398732599772e-12,3.571686559262472e-05,7.432580241418112e-06,8.57664892829177e-06,0.0008644478443784662,6.636998820174002e-05,8.615668599029959e-05,1.3619802294125892e-07,0.00011762725683006506,8.361148487416677e-05,2.9099374672031144e-07,4.378572715442075e-05,4.452776331553031e-11,1.4744945674011323e-08,1.5995953324131724e-10,3.4205027370238626e-05,3.5956541712862752e-09,1.4702385162942068e-07,2.8417126635195188e-08,1.0391976147401632e-06,2.681020680609121e-12,0.0007918324988887338,9.425716329461827e-15,9.921246204887981e-13,1.2822037168133126e-11,4.575812086979772e-05,1.8848585923847845e-05,4.7008652270280604e-11,4.138304517948237e-09,4.2556408480636563e-10,7.92976624225804e-09,1.0580428523047962e-09,1.2536803005775664e-06,1.4550633063789495e-11,1.6592681028295874e-07,2.1060579136530058e-10,5.766363160153588e-09,1.6221409448813376e-14,1.2230758570751107e-12,5.4190490653060855e-08,3.320648842202951e-07,6.501294807020696e-12,8.690265036436732e-08,4.9019537767978715e-11,2.3762780536730224e-10,4.988786114469459e-09
6.7770438096912785e-06,0.7279159604580107,9.821722297264691e-05,3.861676505181863e-05,2.3179241789956102e-05,0.0029647876868387933,0.0,0.0,0.00014236240725140864,5.49270525090707e-06,1.491707278337288e-05,0.0038516530818053524,1.6592304121471826e-09,2.399572279298769e-14,1.3380769974823484e-12,7.932058708263404e-10,1.642129808024755e-08,1.248568824932158e-07,6.856375606661251e-16,2.6686391376003645e-17,2.900943124319803e-17,1.660718882028308e-18,3.426487636628874e-11,5.9879738839322115e-12,7.2749118552669e-13,1.3137194680412052e-15,2.470241969683423e-19,3.788075258419562e-15,1.834105064438123e-15,1.1758335568167955e-17,1.5741562905508821e-12,3.4434842880484597e-19,1.4404813016212522e-19,1.8295459021146168e-17,3.76,0.0,0.7252604551532823,0.9936010739719743,0.002102447477799033,7.784678596112325e-08,0.00028265949603205397,0.008282743605894545,0.0078993112621611,1.6013323811646507e-11,1.8880302819610126e-12,3.565908162111901e-05,7.4191767282714185e-06,8.731126088982346e-06,0.0008994918277720775,6.795089701321325e-05,9.131408638548529e-05,1.455753359577833e-07,0.00012216270042159167,8.867495172698712e-05,3.0165513242034866e-07,4.5849392985713105e-05,4.7587686971386746e-11,1.53321059266856e-08,1.6628750679727092e-10,3.5399974340933054e-05,3.7686940221618e-09,1.529777399923167e-07,2.963616231534867e-08,1.0913481098314606e-06,2.8434506475058242e-12,0.000791731536935328,9.993887293378427e-15,1.0562920507699829e-12,1.3467677343913012e-11,4.718326920152757e-05,1.9869483334447277e-05,4.937130880734844e-11,4.3122921900021795e-09,4.435179575978155e-10,8.294754057637067e-09,1.0891492926274173e-09,1.253394215425277e-06,1.5219483943197578e-11,1.7172264535944642e-07,2.1795760601115108e-10,6.082978797768052e-09,1.704932046402871e-14,1.2774937762204436e-12,5.7375269035041e-08,3.314302976958136e-07,6.882478791417663e-12,9.474948421829578e-08,5.0719263155480327e-11,2.3741076285894396e-10,5.409808918127768e-09
6.904023787419592e-06,0.7279352948371638,9.821227307899658e-05,3.860666102393373e-05,2.340914484449306e-05,0.0030238889465900877,0.0,0.0,0.00014429105141439738,5.630232943589669e-06,1.5492396022183413e-05,0.003927302584803403,1.736660319554263e-09,2.4556599956815342e-14,1.3565323905097318e-12,8.111713812781225e-10,1.6788780593656297e-08,1.3263394091407655e-07,7.13551331433591e-16,2.913528527388492e-17,3.130234812362449e-17,1.7380990486627648e-18,3.545569282174849e-11,6.314661036106509e-12,7.499009128357986e-13,1.4166274980803959e-15,2.62236703187183e-19,4.045278094408962e-15,1.9596210492175607e-15,1.2305386911944208e-17,1.642507646846983e-12,3.6597504596383267e-19,1.5367540238986949e-19,2.003174068971137e-17,3.76,0.0,0.724976298037891,0.9934738616987326,0.002162867721140189,8.128932096246361e-08,0.0002823597927233017,0.008445216498140657,0.008038392148890655,1.5993854631800865e-11,1.885736592340257e-12,3.560177705208172e-05,7.405885255809891e-06,8.884277004645206e-06,0.0009351574633309305,6.953589492703428e-05,9.665259692926322e-05,1.55371462736079e-07,0.00012678789595226095,9.392169367883091e-05,3.1241937891554823e-07,4.796417244907417e-05,5.078366835485132e-11,1.593122640002514e-08,1.727434460588235e-10,3.660608279635185e-05,3.947168268035514e-09,1.5908576109189114e-07,3.089434568854156e-08,1.145261291101795e-06,3.0117491564348103e-12,0.0007916301715803116,1.0582510346620578e-14,1.1233001500529575e-12,1.4135318412371479e-11,4.861319719924652e-05,2.0920407913380387e-05,5.181393011373535e-11,4.489280210485669e-09,4.6177873392579377e-10,8.666829617189332e-09,1.1204462602290896e-09,1.2532858011202024e-06,1.590118635476305e-11,1.7759345266444279e-07,2.2540291170025378e-10,6.4102909976136105e-09,1.7900973158972316e-14,1.3333582210249222e-12,6.066393090782906e-08,3.3080038727130116e-07,7.276012428132156e-12,1.0311915278669139e-07,5.2440079675192905e-11,2.371956368500673e-10,5.855875133251505e-09
7.031003765147905e-06,0.7279545910750581,9.820796654377583e-05,3.859701563005165e-05,2.3637177352091476e-05,0.003082914888040459,0.0,0.0,0.00014618728198055616,5.767070842404078e-06,1.6084135586993544e-05,0.004002861401664058,1.8157511765830742e-09,2.5119179329706574e-14,1.3750800123285453e-12,8.292126664339119e-10,1.715637292235085e-08,1.407122860333943e-07,7.422992582019363e-16,3.1750049836723106e-17,3.37454139348944e-17,1.8176053277228635e-18,3.666913226776891e-11,6.6520576098039495e-12,7.724842636471395e-13,1.5257590664118269e-15,2.78127310145323e-19,4.3141168241836605e-15,2.0907059030737046e-15,1.2865473685984888e-17,1.7122553103864868e-12,3.886043886096765e-19,1.6374506263553595e-19,2.18879629591585e-17,3.76,0.0,0.7246918206790045,0.9933461475581643,0.0022238588516294033,8.48036193107413e-08,0.00028206250153542926,0.008607812013583552,0.008176317733608201,1.5974520275134886e-11,1.883458792232875e-12,3.5544951226926075e-05,7.392705587176608e-06,9.036096203523847e-06,0.0009714394789954583,7.112486415503111e-05,0.00010217355792491043,1.6559372193294103e-07,0.00013150281915319973,9.935347983546475e-05,3.2328143066951424e-07,5.012996661269637e-05,5.411803646944654e-11,1.6542300531165682e-08,1.7932727499248269e-10,3.782299620230216e-05,4.131135041630446e-09,1.6534931096118958e-07,3.21923797996132e-08,1.200980687258582e-06,3.1859716008459567e-12,0.0007915284063116694,1.1191787088379731e-14,1.1932286638126334e-12,1.482551553147357e-11,5.004734823845564e-05,2.2001389408219268e-05,5.43385135637622e-11,4.669229822900107e-09,4.803422144800374e-10,9.045902455154869e-09,1.1519237483978753e-09,1.2533554650098123e-06,1.6595566816496566e-11,1.8353863317785408e-07,2.3294089056119485e-10,6.748441066465784e-09,1.8776446561288263e-14,1.3906843283201436e-12,6.405677042523196e-08,3.301751462446885e-07,7.68192484075144e-12,1.1203362811000059e-07,5.418178827679128e-11,2.369824277454858e-10,6.3278385754264926e-09
7.157983742876218e-06,0.7279738491781547,9.820430229645189e-05,3.8587828873172675e-05,2.3863333852635314e-05,0.0031418659108198885,0.0,0.0,0.00014805129146826858,5.903163467904373e-06,1.6692691988902637e-05,0.004078330195541054,1.8964951549088536e-09,2.5683431971101133e-14,1.3937206837266943e-12,8.473301520842609e-10,1.752409769008818e-08,1.4909580293807729e-07,7.719065730155654e-16,3.4537894099478847e-17,3.6347240227785817e-17,1.8992639346129634e-18,3.790521291667223e-11,7.000297440722273e-12,7.952366045730968e-13,1.6414046366252173e-15,2.9471511868642824e-19,4.594875819947971e-15,2.227480265018396e-15,1.3438670417609898e-17,1.7833890521763566e-12,4.1227081324310116e-19,1.742688542497116e-19,2.3869418912216928e-17,3.76,0.0,0.7244070273026145,0.993217935945277,0.0022854154985290295,8.83894813492506e-08,0.00028176761956249976,0.008770533644689332,0.008313083161653084,1.5955320612994758e-11,1.8811968680265127e-12,3.548860331421261e-05,7.379637445409845e-06,9.186578650012371e-06,0.0010083325820911056,7.271768754838705e-05,0.00010787821283013954,1.7624919685407378e-07,0.0001363074352118787,0.00010497199617891336,3.342362728856899e-07,5.234665417251051e-05,5.759304154678314e-11,1.7165320226242928e-08,1.86038901339129e-10,3.9050369239830674e-05,4.320649473376717e-09,1.7176966384710487e-07,3.35309498342076e-08,1.2585507440351912e-06,3.366170673980243e-12,0.0007914262446315283,1.1821910744268645e-14,1.2661591322635023e-12,1.5538836026873465e-11,5.148518429152663e-05,2.3112445150678195e-05,5.694710051337722e-11,4.852102395678591e-09,4.992042182489409e-10,9.431882236721047e-09,1.1835718506275148e-09,1.2536033121684027e-06,1.7302452159891287e-11,1.8955758521525017e-07,2.40570722009536e-10,7.09756839418435e-09,1.967580941345838e-14,1.4494870803936912e-12,6.75540349368683e-08,3.295545662226414e-07,8.100239483751865e-12,1.2151517261784847e-07,5.594418982278001e-11,2.367711350708394e-10,6.826557344893703e-09
7.284963720604531e-06,0.7279930691638733,9.820127893851588e-05,3.85791003020156e-05,2.4087609499325374e-05,0.0032007424149009503,0.0,0.0,0.00014988327974698045,6.038457924654185e-06,1.7318465028516968e-05,0.004153709628964506,1.9788844820525893e-09,2.6249329072573855e-14,1.412455169222906e-12,8.655242160378297e-10,1.789197713551552e-08,1.577882343551474e-07,8.023987389400096e-16,3.7506147774651146e-17,3.9116876564996594e-17,1.9831011541371914e-18,3.916394342755786e-11,7.359513663019183e-12,8.18153382669262e-13,1.7638654465773337e-15,3.1201945529523875e-19,4.88784171519615e-15,2.3700651233309395e-15,1.402505411998763e-17,1.855898360315545e-12,4.370094541383045e-19,1.8525864592508868e-19,2.5981508368754222e-17,3.76,0.0,0.724121922145592,0.9930892312712557,0.0023475322812365573,9.204671083363868e-08,0.0002814751430312763,0.008933384772917436,0.00844868395801206,1.5936255466353116e-11,1.878950799260321e-12,3.5432732328591644e-05,7.3666805182621795e-06,9.335719739760095e-06,0.001045831461044002,7.43142486184064e-05,0.0001137677092413624,1.8734473082703586e-07,0.00014120169906490124,0.00011077884625417577,3.452789343009339e-07,5.4614091990168307e-05,6.121085358620138e-11,1.780027590241022e-08,1.928782170622633e-10,4.0287867613767535e-05,4.515763787833138e-09,1.7834797946913103e-07,3.4910722936752396e-08,1.3180168006134703e-06,3.5523963924800344e-12,0.0007913236900548258,1.2473066346608594e-14,1.342174926574401e-12,1.627585913122308e-11,5.292618541928396e-05,2.425358049446541e-05,5.964177530921238e-11,5.037859443768104e-09,5.183605846556085e-10,9.824678812466272e-09,1.2153807669078077e-09,1.2540291906858576e-06,1.80216696314479e-11,1.9564970313197974e-07,2.4829158105123327e-10,7.4578104279439e-09,2.059912037363161e-14,1.5097813075923497e-12,7.115592670440415e-08,3.2893863730691885e-07,8.530974353507508e-12,1.3158632255081073e-07,5.772708470308884e-11,2.365617576107433e-10,7.35289333664779e-09
7.411943698332844e-06,0.728012251060439,9.819889479154796e-05,3.8570829105102456e-05,2.4310000060305306e-05,0.0032595448004074145,0.0,0.0,0.00015168345378790873,6.172903823125574e-06,1.796185359199473e-05,0.0042290003635979635,2.0629114357600443e-09,2.6816841986963626e-14,1.4312841800780633e-12,8.837951903231317e-10,1.8260033111600115e-08,1.667931803934711e-07,8.338014389243768e-16,4.066225753912449e-17,4.2063826350668026e-17,2.069143329236526e-18,4.044532326321605e-11,7.729838723342703e-12,8.412301249160755e-13,1.8934537822514127e-15,3.3005987165545305e-19,5.193303429274768e-15,2.5185818390818796e-15,1.4624704236512342e-17,1.929772459391599e-12,4.628562181074331e-19,1.9672643253998268e-19,2.822973768221488e-17,3.76,0.0,0.7238365094544086,0.992960037962105,0.0024102038109553294,9.577511490127473e-08,0.00028118506739571156,0.009096368669347966,0.008583116023151592,1.5917324611587232e-11,1.876720554862895e-12,3.537733714576593e-05,7.353834462023605e-06,9.483515294698286e-06,0.0010839307870778511,7.591443155763628e-05,0.00011984309993114299,1.988869230372622e-07,0.00014618555568747594,0.00011677555189943702,3.5640448984043797e-07,5.693211563283517e-05,6.497356104846848e-11,1.8447156529458405e-08,1.9984509879198202e-10,4.153516785928519e-05,4.716527401098953e-09,1.8508531004510263e-07,3.63323480459007e-08,1.3794250655295962e-06,3.744696121929254e-12,0.0007912207461081785,1.3145430685649811e-14,1.4213612824681352e-12,1.7037175735614773e-11,5.436984927695021e-05,2.542478924163931e-05,6.242466428080593e-11,5.226462649507989e-09,5.378071756186894e-10,1.0224202271372273e-08,1.2473408094454908e-09,1.254632729519798e-06,1.8753046991463274e-11,2.0181437624255307e-07,2.5610263686611303e-10,7.829302648169036e-09,2.154642817432611e-14,1.5715816905016927e-12,7.486260455325694e-08,3.2832734824159295e-07,8.974142191537517e-12,1.4226987119793008e-07,5.953027251441024e-11,2.3635429352983196e-10,7.907711760896239e-09
7.538923676061157e-06,0.7280313949067238,9.819714793348894e-05,3.8563014181629005e-05,2.453050191648159e-05,0.0033182734674502006,0.0,0.0,0.00015345202741514553,6.306453203951846e-06,1.8623255456794574e-05,0.004304203060023154,2.1485683386093272e-09,2.738594223010188e-14,1.4502083770235023e-12,9.021433632882888e-10,1.8628287086277924e-08,1.7611409845259657e-07,8.661405657907394e-16,4.4013783265551633e-17,4.51980627938204e-17,2.157416850442084e-18,4.1749343037569917e-11,8.111404394744272e-12,8.644624379515575e-13,2.0304932514245856e-15,3.4885614419681796e-19,5.51155219065749e-15,2.6731521690084993e-15,1.5237702586606543e-17,2.0050003292616727e-12,4.898477915911495e-19,2.086843359433184e-19,3.061971954754709e-17,3.76,0.0,0.7235507934837789,0.9928303604572867,0.0024734246923638547,9.95745040399242e-08,0.00028089738740934446,0.009259488495399492,0.0087163756287569,1.589852778404928e-11,1.8745061054974593e-12,3.532241651411589e-05,7.341098904538994e-06,9.629961557969114e-06,0.001122625215891373,7.75181212611516e-05,0.00012610534393665655,2.1088212481796767e-07,0.00015125894037944045,0.00012296355401803606,3.676080632086131e-07,5.930053991421779e-05,6.888316969609824e-11,1.9105949671005183e-08,2.0693940826394801e-10,4.2791957146607006e-05,4.922987010702856e-09,1.919826070341254e-07,3.779645574719599e-08,1.442822592165233e-06,3.943114603169978e-12,0.0007911174163291594,1.3839172469467639e-14,1.503805331230114e-12,1.7823388092774707e-11,5.581569063395127e-05,2.662605405775267e-05,6.529793471477483e-11,5.417873882804186e-09,5.575398775383965e-10,1.0630362992329662e-08,1.279442406218107e-09,1.2554133700774818e-06,1.9496412609955653e-11,2.0805098793707704e-07,2.6400305164824615e-10,8.212178546138834e-09,2.251777176821319e-14,1.634902761868537e-12,7.867418546381133e-08,3.2772068652735464e-07,9.429750679568269e-12,1.5358885197955327e-07,6.135355179443465e-11,2.3614874035263917e-10,8.491880674152946e-09
7.66590365378947e-06,0.7280505007520867,9.81960362262152e-05,3.855565419477505e-05,2.474911205650252e-05,0.0033769288159838378,0.0,0.0,0.0001551892210572441,6.4390604644398604e-06,1.930306710620948e-05,0.00437931837754592,2.2358475528487326e-09,2.7956601470895805e-14,1.469228372733901e-12,9.205689816120453e-10,1.8996760143990143e-08,1.857543032917675e-07,8.994422132021498e-16,4.756839420548611e-17,4.8530044994163207e-17,2.24794814582927e-18,4.307598485262031e-11,8.504341790462282e-12,8.878460078138111e-13,2.1753190570177253e-15,3.68428273623607e-19,5.842881558995943e-15,2.8338982877620407e-15,1.586413331350928e-17,2.081570723078617e-12,5.180216331291207e-19,2.211446056895236e-19,3.3157172819467826e-17,3.76,0.0,0.7232647784952596,0.992700203208359,0.0025371895252746936,1.0344469205594578e-07,0.0002806120971814661,0.009422747303627441,0.008848459413357011,1.5879864681748438e-11,1.8723074177123496e-12,3.526796906388665e-05,7.32847344761526e-06,9.77505518873129e-06,0.0011619093893157479,7.912520334775698e-05,0.0001325553076969475,2.233364363837796e-07,0.00015642177904769803,0.00012934421339053212,3.788848293866205e-07,6.171915943625791e-05,7.294160158368113e-11,1.977664152522488e-08,2.1416099275342657e-10,4.405793308399146e-05,5.135186682915941e-09,1.9904072755219788e-07,3.9303658140612256e-08,1.5082572539135562e-06,4.147693979681879e-12,0.0007910137042649214,1.4554452567015746e-14,1.5895961281578381e-12,1.8635109529278466e-11,5.726324090707373e-05,2.7857346876064894e-05,6.826379380971219e-11,5.612055220602531e-09,5.775546032072216e-10,1.1043071694107775e-08,1.3116761058312707e-09,1.2563703925680452e-06,2.0251595559640253e-11,2.1435891497736644e-07,2.7199197968109565e-10,8.60656960322425e-09,2.3513180541761458e-14,1.6997589082512104e-12,8.259074610595687e-08,3.2711863851186356e-07,9.89780262817948e-12,1.6556652140460114e-07,6.319671980953501e-11,2.3594509503676747e-10,9.106270521215415e-09
7.792883631517784e-06,0.7280695686562112,9.819555733724888e-05,3.8548747612661554e-05,2.4965828069746262e-05,0.0034355112456771813,0.0,0.0,0.00015689526149938364,6.5706822872507415e-06,2.0001683551873314e-05,0.004454346974017418,2.3247414754649574e-09,2.852879155247269e-14,1.488344734126806e-12,9.390722522259993e-10,1.9365472987778188e-08,1.957169672521252e-07,9.337326674730825e-16,5.133386513168457e-17,5.207073413872437e-17,2.3407636712902525e-18,4.442522262455495e-11,8.90878137756129e-12,9.11376599447872e-13,2.328278269999512e-15,3.8879648441514005e-19,6.1875874460060285e-15,3.000942809546865e-15,1.6504082834018448e-17,2.159472184779e-12,5.474159641415208e-19,2.341196197167696e-19,3.5847922339962424e-17,3.76,0.0,0.7229784687558252,0.9925695706776242,0.002601492906274675,1.0738549604221674e-07,0.0002803291902224796,0.009586148038593907,0.008979364377817862,1.586133496847302e-11,1.870124445885857e-12,3.52139933147666e-05,7.315957668993026e-06,9.918793256822643e-06,0.001201777936951539,8.073556418087566e-05,0.00013919376623675297,2.3625570399721007e-07,0.0001616739884849196,0.00013591881152522173,3.902300169815488e-07,6.418774913093226e-05,7.715069419321492e-11,2.045921696509088e-08,2.2150968550424978e-10,4.5332803519110514e-05,5.3531679408366625e-09,2.0626044043009557e-07,4.085454872094379e-08,1.5757777190974316e-06,4.358473826771075e-12,0.0007909096134709622,1.5291423934732876e-14,1.678824678484501e-12,1.947296418840141e-11,5.87120477064687e-05,2.9118629291097267e-05,7.132448762074264e-11,5.80896896565782e-09,5.978472936450143e-10,1.1462239483778607e-08,1.3440325827761185e-09,1.257502938041237e-06,2.1018425705949963e-11,2.2073752695606536e-07,2.8006856662486584e-10,9.012605271718563e-09,2.453267449841023e-14,1.7661643713912983e-12,8.661232432016921e-08,3.265211894643691e-07,1.0378296159295579e-11,1.7822634193080143e-07,6.505957239242263e-11,2.357433540819233e-10,9.75175368825237e-09
