Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57)
6.45792487181827e-09,0.7268754079842249,2.7096158490846432e-08,7.599202023786831e-11,1.4990219166346037e-10,2.5834216325140162e-08,0.0,0.0,9.133144028697842e-08,5.764938513533694e-12,2.1439236440225427e-13,1.8608598766358343e-09,3.7629769512803284e-21,9.63359866373105e-27,2.929211325285953e-19,2.6120614788072954e-18,7.719817289898618e-18,6.934542234655353e-21,3.5378031632444873e-28,3.9362437049308164e-35,9.71798423512035e-38,3.128607722582193e-37,9.594537959243096e-21,7.715722057849555e-30,1.6201826628980315e-23,4.6600767423867157e-35,9.335747994949052e-38,2.521472918180752e-36,2.001324719544395e-37,4.1465106712882624e-38,3.422751058042745e-26,6.35283597194793e-37,1.1558163195411218e-39,1.2340957879622868e-41,3.76,0.0,0.7389527791397279,0.999203684544064,6.09494664827737e-12,2.1247151055609895e-20,4.139658485799255e-06,4.169250449618652e-06,9.173405293186049e-08,4.045428961548265e-14,2.6672914531867555e-14,2.6535046116172134e-08,7.941468764604545e-10,1.2028104754859777e-11,1.0641467168734266e-11,9.829870439968215e-13,1.017210744834254e-16,1.4940965253387188e-18,2.554720828524506e-08,1.384313210879215e-16,4.954211322947824e-17,1.3706730210038662e-11,1.959308328618673e-22,3.8281746186202914e-14,6.335535278359882e-15,4.255960755205085e-15,1.0092303247253279e-18,2.9836804877677095e-18,6.464058741623709e-17,2.2255944435416205e-15,5.2190361460390685e-25,0.0007961955148391967,8.318535270031437e-28,1.2721120219336578e-24,1.9385886640818735e-24,2.8022529232568697e-12,1.6087066313355002e-15,6.461382696508986e-23,2.9808865005212276e-18,5.0156675503434167e-20,2.1256344014150757e-20,1.1305599230221175e-20,8.279264930538352e-11,4.337827230899714e-24,2.8523999063208357e-18,2.394164520734639e-22,1.272028649628611e-24,5.725443659638936e-24,1.364625068284483e-26,2.9759803024624124e-19,2.3784824233480052e-11,1.6391559097342986e-23,2.882210384102277e-20,1.1029190644658162e-22,2.3886928175228883e-12,7.6714479382886925e-22
6.753189739880586e-09,0.7268754333459337,2.960670612386382e-08,8.613655693937815e-11,1.6660891741002624e-10,2.704321023280461e-08,0.0,0.0,9.550725806341249e-08,6.303936911849696e-12,2.451009774580689e-13,2.0777560613310055e-09,4.3896572490410844e-21,1.207140282915256e-26,3.298715040528957e-19,2.984261926120223e-18,8.830668307072845e-18,8.286928557878694e-21,4.421513068869975e-28,4.837634090483484e-35,1.3162746736396818e-37,4.268136370945954e-37,1.1394460194211493e-20,1.0242848107646982e-29,1.929407426870603e-23,6.309080365423237e-35,1.2502335728154731e-37,3.446011325693213e-36,2.7379252666833567e-37,5.669000233999118e-38,4.180688022197269e-26,8.574277969811335e-37,1.5846043079462416e-39,1.7155576015698362e-41,3.76,0.0,0.7389525831575228,0.9992036776774553,7.065683320308302e-12,2.541208863853792e-20,4.327571308309892e-06,4.359933755288889e-06,9.597217480467266e-08,4.4037673843543977e-14,2.7935878241008684e-14,2.896660365672796e-08,9.018977092606923e-10,1.310708319691495e-11,1.1639433077516369e-11,1.0806410549368974e-12,1.1185794537492028e-16,1.7081622736180697e-18,2.6715230710387546e-08,1.5615816135776695e-16,5.4507044945762983e-17,1.4986639928453336e-11,2.3048026176929946e-22,4.207382465468765e-14,6.663091385886955e-15,4.673848873765004e-15,1.1549913249735367e-18,3.4512123033564342e-18,7.383947626611434e-17,2.4377404512231907e-15,6.123176460252312e-25,0.0007961955331901266,9.596564846849073e-28,1.4565999077827559e-24,2.3174310913491546e-24,2.9414048002546455e-12,1.766170140221788e-15,7.393142393362823e-23,3.4062763457589403e-18,5.766654840350591e-20,2.5400831172183758e-20,1.3633574242475397e-20,9.050529062815482e-11,5.397954540620077e-24,3.280105664542704e-18,2.8672094384804607e-22,1.5602396713914415e-24,6.743450998922554e-24,1.6320858873967805e-26,3.404028813767363e-19,2.707195938721079e-11,1.9240243560775772e-23,3.301698838556046e-20,1.3104552337433756e-22,2.5392562799986202e-12,8.791745321297455e-22
7.048454607942902e-09,0.7268754587091099,3.222630240530821e-08,9.71362408018772e-11,1.8441097936712872e-10,2.825590777179161e-08,0.0,0.0,9.968313249095804e-08,6.8670028426044315e-12,2.786042992822662e-13,2.3099705940735617e-09,5.0938738445839854e-21,1.4986935904398317e-26,3.702067163864705e-19,3.390041335345002e-18,1.0043815957900438e-17,9.827671654524967e-21,5.473349990307315e-28,5.902589334218495e-35,1.7611283647021813e-37,5.745388454266894e-37,1.3430235229559559e-20,1.343914129061096e-29,2.280205952419861e-23,8.433795064864914e-35,1.6560013070085268e-37,4.647037493983159e-36,3.6959501121524542e-37,7.647701614068752e-38,5.065163070164533e-26,1.1420467571555098e-36,2.143870716458945e-39,2.3542851675036563e-41,3.76,0.0,0.7389523871688001,0.9992036707006107,8.142304003339985e-12,3.016225716543294e-20,4.515365986697402e-06,4.550623490951194e-06,1.002167961036448e-07,4.77507299007104e-14,2.9198079989504026e-14,3.150023330745468e-08,1.0184730420013986e-09,1.422859556518249e-11,1.2682511555324121e-11,1.183702394208637e-12,1.2253255291704167e-16,1.941769019116955e-18,2.788325057240402e-08,1.7532259804336503e-16,5.973534469857895e-17,1.6323477910763212e-11,2.691166958872999e-22,4.604429384743829e-14,6.992226479012814e-15,5.114020641228253e-15,1.3142360732745397e-18,3.968623912940405e-18,8.386602325658028e-17,2.6599047276378e-15,7.137028229019379e-25,0.0007961955427331329,1.1003095136999268e-27,1.6582720599578586e-24,2.7538878623426496e-24,3.0820213129015737e-12,1.9317692419981614e-15,8.41148549446274e-23,3.870093235431843e-18,6.591827583441394e-20,3.012197046627093e-20,1.6313454651690325e-20,9.855851885187956e-11,6.653297030412754e-24,3.751054423383746e-18,3.408057505209198e-22,1.89869984401091e-24,7.884421641080318e-24,1.937127126636193e-26,3.8714167064510373e-19,3.063720783361737e-11,2.2418516334584887e-23,3.760580150869735e-20,1.546156641752825e-22,2.6906104037448597e-12,1.0017931855622258e-21
7.343719476005219e-09,0.7268754840738139,3.4954679788742136e-08,1.0902454692564924e-10,2.0333630826489612e-10,2.947246628159531e-08,0.0,0.0,1.0385906818202404e-07,7.454134448069137e-12,3.1502302077849514e-13,2.5579650208694596e-09,5.8826055489444424e-21,1.8449655335912218e-26,4.141482692780489e-19,3.8308249127010005e-18,1.1363894054470836e-17,1.1573424084996329e-20,6.71617025890781e-28,7.154193009810446e-35,2.3298884690872125e-37,7.639631714279168e-37,1.5720373234120054e-20,1.744384113601974e-29,2.676007013213186e-23,1.1143187246933551e-34,2.1714173994714863e-37,6.190285323505045e-36,4.9284342822729705e-37,1.0191404593200899e-37,6.091099467832347e-26,1.5028069618854769e-36,2.8654912018914173e-39,3.19281738710809e-41,3.76,0.0,0.7389521911731887,0.9992036636124945,9.331617106146779e-12,3.5550360910811474e-20,4.70304259506027e-06,4.741319851418525e-06,1.044682885781139e-07,5.159097740640938e-14,3.045951966944685e-14,3.413539023665883e-08,1.1441396648940487e-09,1.5392234194498033e-11,1.3770773553284153e-11,1.2923068290971879e-12,1.3375241689400175e-16,2.1957768827330742e-18,2.9051267875974768e-08,1.959806687863483e-16,6.523012466212024e-17,1.771722002859985e-11,3.121002031743025e-22,5.0192948631295246e-14,7.322938729475026e-15,5.576945592251285e-15,1.4875759035969985e-18,4.539032746221802e-18,9.475504783051963e-17,2.892133734307815e-15,8.268689560514445e-25,0.0007961955445397648,1.2544714365529952e-27,1.8779226620845044e-24,3.2544269167035284e-24,3.2241644667241327e-12,2.105625232614627e-15,9.520524752096721e-23,4.373959543083154e-18,7.495132971116079e-20,3.547054153927503e-20,1.9380931071364755e-20,1.0695197983624436e-10,8.12898667148508e-24,4.267847714954677e-18,4.0231650751062213e-22,2.2938744241288812e-24,9.156575177308419e-24,2.2831367988549005e-26,4.37990684678887e-19,3.448999021110628e-11,2.5946521163137016e-23,4.2607157269739873e-20,1.8125337096329661e-22,2.842637920906207e-12,1.1355099996135241e-21
7.934249212129851e-09,0.726875534808048,4.0736710203689424e-08,1.3560037543930336e-10,2.446673698513597e-10,3.1917793670236014e-08,0.0,0.0,1.1221114174462654e-07,8.700587386023712e-12,3.97088802207792e-13,3.10312804917152e-09,7.743777509161724e-21,2.7330404485837383e-26,5.137770593470549e-19,4.8230998642167576e-18,1.434349330524278e-17,1.5750057002055854e-20,9.876110176378352e-28,1.0322222968789054e-34,3.955467652547262e-37,1.3069024722886946e-36,2.114036465394489e-20,2.8547350098504974e-29,3.616910251179933e-23,1.884996361097521e-34,3.6331072070329626e-37,1.0628086184084049e-35,8.479318082322416e-37,1.7511636208810118e-37,8.632637589742069e-26,2.518710844814023e-36,4.95473105993922e-39,5.688651708169531e-41,3.76,0.0,0.7389517991597868,0.9992036491016195,1.2076406523800305e-11,4.84629061574316e-20,5.078041897844906e-06,5.122733254859861e-06,1.1299340086836003e-07,5.964335035143305e-14,3.298011244498897e-14,3.9708119453220035e-08,1.4237734847918953e-09,1.7844307538335955e-11,1.608315114590701e-11,1.5267159285256583e-12,1.5785824864980144e-16,2.7684455419959933e-18,3.1387294826559753e-08,2.420023728734994e-16,7.703137587159861e-17,2.0675320215926348e-11,4.1216095985801786e-22,5.902399558982446e-14,7.989087434407575e-15,6.573031842694989e-15,1.8789963599975186e-18,5.851705970603117e-18,1.1925953225316781e-16,3.3869724704199144e-15,1.091901957040487e-24,0.0007961955259146765,1.6059703012295714e-27,2.3743541876785536e-24,4.475987652444205e-24,3.5132780628362076e-12,2.4786100694642785e-15,1.202739664321085e-22,5.508306299569753e-18,9.552204312375367e-20,4.8263491125906794e-20,2.6831477919316413e-20,1.2475818492104713e-10,1.1851665242329402e-23,5.449798766591733e-18,5.5037551318517315e-22,3.2831834833394534e-24,1.2127780335674447e-23,3.1123767885047756e-26,5.527275960585658e-19,4.309483668087212e-11,3.4133073115956094e-23,5.392254083698683e-20,2.447986105798218e-22,3.1483201784388965e-12,1.438294722644987e-21
8.45684020103553e-09,0.726875579711139,4.621384971082388e-08,1.624076315285418e-10,2.8525881319982436e-10,3.4096201050617476e-08,0.0,0.0,1.1960258240649467e-07,9.88390954974451e-12,4.806140603646637e-13,3.6426713780501175e-09,9.749931503940564e-21,3.7839814564483626e-26,6.162955515064161e-19,5.831877808902407e-18,1.7382704334430478e-17,2.0306387242172848e-20,1.357277818649921e-27,1.4025289156902998e-34,6.13102136905475e-37,2.0345430448693214e-36,2.6976029876177426e-20,4.289712756785336e-29,4.635419939076439e-23,2.909695147520208e-34,5.576791556953104e-37,1.6598970025886508e-35,1.3267853317634372e-36,2.736985166492261e-37,1.152186738769374e-25,3.852301660743976e-36,7.789672618398029e-39,9.191036216176325e-41,3.76,0.0,0.7389514522196892,0.9992036358622159,1.495114746454352e-11,6.257879336590784e-20,5.409505427409857e-06,5.4602902577043636e-06,1.2056437722221474e-07,6.71703500698605e-14,3.520817502242508e-14,4.4973173685258264e-08,1.7040097972843728e-09,2.0151032136484055e-11,1.828100597074701e-11,1.7540842114346945e-12,1.8108423329309835e-16,3.351718596989308e-18,3.345456010753566e-08,2.8826100510377755e-16,8.839354275340035e-17,2.3482707350711595e-11,5.177955338906334e-22,6.743152083207218e-14,8.583841610817365e-15,7.535401033125467e-15,2.2784120843407298e-18,7.222137739385548e-18,1.4416080285734907e-16,3.858915223179873e-15,1.3741115258079823e-24,0.0007961955107116976,1.9685734470669337e-27,2.8814701092381073e-24,5.843407455567496e-24,3.774825259790836e-12,2.837481104968571e-15,1.458958543920289e-22,6.661491110353887e-18,1.1672858395557778e-19,6.221428749169111e-20,3.5106202542475684e-20,1.4164746982851866e-10,1.6165444442570572e-23,6.675799561883464e-18,7.13184464141751e-22,4.423034786645846e-24,1.5276722196508384e-23,4.018978206587956e-26,6.697086074799687e-19,5.1756917881072626e-11,4.274395896828756e-23,6.549631498207095e-20,3.139685196512595e-22,3.420217059519126e-12,1.7483149967238723e-21
8.97943118994121e-09,0.7268756246199118,5.202777767124308e-08,1.9249394309826216e-10,3.2977659865756137e-10,3.6289037581887286e-08,0.0,0.0,1.2699428338213158e-07,1.1142592443761806e-11,5.750699245693311e-13,4.238441133553079e-09,1.2145489547849871e-20,5.143835794828773e-26,7.337698495552133e-19,6.971570822525107e-18,2.0827191445640544e-17,2.5784230550527982e-20,1.8299693932570846e-27,1.8776646719707841e-34,9.269931855511216e-37,3.083862876722841e-36,3.390694431966177e-20,6.295706439174367e-29,5.851109016644601e-23,4.3779622932290595e-34,8.371654116414555e-37,2.5241787955950107e-35,2.021447945826138e-36,4.165252344552179e-37,1.512802770577414e-25,5.7390488553323846e-36,1.1927947349940816e-38,1.4471546476957634e-40,3.76,0.0,0.738951105252235,0.9992036222367572,1.8288013752850314e-11,7.958345404633183e-20,5.740600199690579e-06,5.797871167557793e-06,1.281626586017499e-07,7.506065012566024e-14,3.7433849208329045e-14,5.054823959309687e-08,2.0163670799782645e-09,2.258404545075175e-11,2.0621631884925274e-11,2.0010875040482006e-12,2.0613299954409101e-16,4.011838914488856e-18,3.5521817444505854e-08,3.4004034705137947e-16,1.0063534726698912e-16,2.646799045150066e-11,6.410316703915491e-22,7.639416936153011e-14,9.183509212333328e-15,8.57692425078217e-15,2.731207931984529e-18,8.808617419792139e-18,1.7228207404617995e-16,4.363087105191296e-15,1.7063425507226854e-24,0.0007961955092988314,2.38344360654253e-27,3.456931259843456e-24,7.529513525328327e-24,4.042075569736062e-12,3.224178506649132e-15,1.7499684884626753e-22,7.964169461530247e-18,1.409961607083066e-19,7.89797167340246e-20,4.5217519891863086e-20,1.595972770390516e-10,2.1632442548174267e-23,8.088112644425522e-18,9.104960951884255e-22,5.864722561417718e-24,1.8963011051717757e-23,5.1112713142704066e-26,8.0222760777764375e-19,6.145187496359507e-11,5.275766199025142e-23,7.864568513871613e-20,3.970638913415057e-22,3.693041766465032e-12,2.10088200421734e-21
9.502022178846889e-09,0.7268756695346934,5.817702802961421e-08,2.260411680225695e-10,3.783680629834001e-10,3.849716269029631e-08,0.0,0.0,1.3438626984333043e-07,1.2476626675592619e-11,6.811212954420209e-13,4.892917364371952e-09,1.4985748208619305e-20,6.879824354010955e-26,8.676952395855953e-19,8.250068884006566e-18,2.4703532688531327e-17,3.2299759114214797e-20,2.4257811303463945e-27,2.4806165844550123e-34,1.370919294374225e-36,4.565016029740067e-36,4.205219087021097e-20,9.048087696345394e-29,7.286807306212628e-23,6.439048832994774e-34,1.2319494522975045e-36,3.748743208696707e-35,3.007874264978665e-36,6.190798012109375e-37,1.9575495531404964e-25,8.353096976011974e-36,1.784290644080487e-38,2.2269139616968086e-40,3.76,0.0,0.7389507582551951,0.9992036082379023,2.2130458243117453e-11,9.98500980170373e-20,6.071326623737021e-06,6.135477247234943e-06,1.3579047520893386e-07,8.330196852990495e-14,3.9657134752923813e-14,5.643038315503137e-08,2.36206324559624e-09,2.5141410878801303e-11,2.310555788330304e-11,2.2686667925629678e-12,2.3304822414548934e-16,4.75365128811262e-18,3.7589066863899955e-08,3.9765463155284367e-16,1.137728597654201e-16,2.9631036142173344e-11,7.833814230033819e-22,8.591081180783842e-14,9.7880802580046e-15,9.700879877177762e-15,3.2408477124064444e-18,1.0631133694445582e-17,2.0381514421776468e-16,4.8997512180604275e-15,2.0938619545065097e-24,0.000796195509217127,2.8543096757340095e-27,4.105266335141529e-24,9.587400449255606e-24,4.3153683873732765e-12,3.639491187281713e-15,2.0782450790593295e-22,9.42517635799893e-18,1.6856192048683203e-19,9.891164623028803e-20,5.743426595214983e-20,1.7860565258491817e-10,2.8462530033129296e-23,9.704262479136269e-18,1.1471809658113228e-21,7.667410066588063e-24,2.3234582841393782e-23,6.413371258859787e-26,9.512856887857601e-19,7.222534889460869e-11,6.429045505662254e-23,9.347788997996863e-20,4.959331195393111e-22,3.966520156052299e-12,2.4989538878010506e-21
9.999999999999999e-09,0.7268757144558069,6.434732535132856e-08,2.613942118353714e-10,4.285943839729272e-10,4.061629797836065e-08,0.0,0.0,1.4143039460236061e-07,1.3817933269717874e-11,7.935748455299471e-13,5.573444141515059e-09,1.8161482666631814e-20,8.95501920833754e-26,1.0120548742141059e-18,9.604738560188805e-18,2.88237387301065e-17,3.9586571669604993e-20,3.128696500143228e-27,3.198553222640159e-34,1.9539911870246678e-36,6.504547160906553e-36,5.105659770854541e-20,1.256211866296053e-28,8.881452735735645e-23,9.125388070520096e-34,1.750764762120114e-36,5.358198788373481e-35,4.307179557693948e-36,8.855486035879085e-37,2.4722575556560966e-25,1.1715993372160857e-35,2.568612186601228e-38,3.2943651847210945e-40,3.76,0.0,0.738950427571531,0.9992035945617869,2.6303585913311392e-11,1.2256073948258642e-19,6.386134022696876e-06,6.457207259254124e-06,1.4308859674260917e-07,9.147085115809809e-14,4.177348455568525e-14,6.231854651988235e-08,2.7235515837737094e-09,2.7692342404836207e-11,2.5606351784250223e-11,2.5436986823988145e-12,2.604730776247824e-16,5.540999745920806e-18,3.955894492591797e-08,4.582733137815318e-16,1.271395176117849e-16,3.281038685157844e-11,9.382104721615544e-22,9.549367401255109e-14,1.0368730361114617e-14,1.0851778718176229e-14,3.7825693270581e-18,1.2606453654477479e-17,2.372132068920395e-16,5.441614864678325e-15,2.5195865968791997e-24,0.0007961954997137491,3.358532162109821e-27,4.795053065882192e-24,1.1947836167454048e-23,4.581721625792816e-12,4.062621720263058e-15,2.428062845834596e-22,1.0972741287362117e-17,1.9812000544037058e-19,1.2119143169555257e-19,7.130029882193188e-20,1.9770193533388968e-10,3.645138639588984e-23,1.1450893602692146e-17,1.4141871041850088e-21,9.782818392087198e-24,2.7893767172497064e-23,7.872896354696587e-26,1.109636591046996e-18,8.353511612885211e-11,7.680105221103147e-23,1.0927661289164314e-19,6.066464400833115e-22,4.227530943550145e-12,2.9233624177931326e-21
1.0024613167752569e-08,0.7268757144558069,6.466013971947004e-08,2.632300982142421e-10,4.3117843633977023e-10,4.0721432114449255e-08,0.0,0.0,1.417785668490116e-07,1.3886003111013467e-11,7.994318548888979e-13,5.608557808411608e-09,1.8331339475131166e-20,9.069591926684022e-26,1.0196391757358743e-18,9.675270767587735e-18,2.9038603206982824e-17,3.9976030404010517e-20,3.167243036592567e-27,3.2381342125609795e-34,1.9876521894766637e-36,6.616316932529799e-36,5.153508872606819e-20,1.2762260371534238e-28,8.96639101756096e-23,9.279871338714531e-34,1.7807387403080183e-36,5.45111466561384e-35,4.382270528855703e-36,9.009393267573464e-37,2.5002317238862435e-25,1.1908140609413271e-35,2.6140919873151634e-38,3.357227724402973e-40,3.76,0.0,0.7389504112262977,0.9992035938772578,2.6523522795191616e-11,1.2377576646383569e-19,6.401685108089958e-06,6.4731098058759665e-06,1.4345009974431058e-07,9.188241655786979e-14,4.187803149818851e-14,6.261669483291348e-08,2.742247627907135e-09,2.7821283005801452e-11,2.5733353829297075e-11,2.5578162718926346e-12,2.6187427146719853e-16,5.582029012419313e-18,3.9656308392321494e-08,4.614191450120921e-16,1.2782188616272021e-16,3.297171116177526e-11,9.463727723239138e-22,9.598032109487116e-14,1.0397544793373433e-14,1.0910741807851365e-14,3.810819090428973e-18,1.2710461381538519e-17,2.389517472250383e-16,5.469172638366249e-15,2.5421457702949355e-24,0.000796195499060127,3.384918502192987e-27,4.8310406576076545e-24,1.2075597666340552e-23,4.595041893579048e-12,4.084241695690106e-15,2.446330237599035e-22,1.1053301311575342e-17,1.9966809419089441e-19,1.2238188614466018e-19,7.204676040302416e-20,1.986706452261178e-10,3.68876176765923e-23,1.1542754084654817e-17,1.4285216319145475e-21,9.89860227283897e-24,2.8139715675114436e-23,7.950994197570285e-26,1.1178920974524824e-18,8.412119898193488e-11,7.745975476176321e-23,1.1010134190606362e-19,6.125692226041912e-22,4.240439388484556e-12,2.94552790929616e-21
1.0547204156658248e-08,0.7268757593835737,7.147565666056269e-08,3.0424046387669346e-10,4.883508670955351e-10,4.2962697917611615e-08,0.0,0.0,1.491711993461449e-07,1.537071287286758e-11,9.306640678575779e-13,6.3877980584222e-09,2.2248469666985465e-20,1.1802314705355528e-25,1.1912392400523756e-18,1.1255089615487482e-17,3.385959397518474e-17,4.894300920316719e-20,4.079453795991303e-27,4.181148138125961e-34,2.8308274499940614e-36,9.409262303957575e-36,6.248300037648098e-20,1.7700010720015851e-28,1.091476331183817e-22,1.3131686599278442e-33,2.532618029360573e-36,7.777808612003093e-35,6.264970635182878e-36,1.286547981010366e-36,3.1561018225438874e-25,1.6663306830756182e-35,3.7589308852540063e-38,4.968583608934684e-40,3.76,0.0,0.7389500641632311,0.9992035791505262,3.1513815515433715e-11,1.5178160467782489e-19,6.731676060781918e-06,6.8107701963326146e-06,1.511438448309358e-07,1.0079048616620606e-13,4.409653937371563e-14,6.91042893708321e-08,3.1580037472349503e-09,3.062190668084591e-11,2.8505631214676438e-11,2.8695829305849434e-12,2.926562487680356e-16,6.501876969297278e-18,4.17235420565645e-08,5.316502472770147e-16,1.4279800148217714e-16,3.6489882364603873e-11,1.131548539166541e-21,1.0660157246018167e-13,1.1011892862723606e-14,1.2210180385660151e-14,4.444634856459265e-18,1.5068166187279085e-17,2.7788368769688895e-16,6.071618599844851e-15,3.0568731034226175e-24,0.0007961954833250262,3.979033855395587e-27,5.638856467956808e-24,1.505826919710711e-23,4.881433077162376e-12,4.5592862906418755e-15,2.856836772898457e-22,1.2857288571595708e-17,2.345619172103436e-19,1.4978206388303623e-19,8.936728076995022e-20,2.1979030644740416e-10,4.71623667544968e-23,1.362311074925895e-17,1.7602322872597784e-21,1.263499399284748e-23,3.372690597825485e-23,9.751495262078158e-26,1.3030648605219825e-18,9.718155188923267e-11,9.238409399379411e-23,1.2862563427271921e-19,7.491162654797578e-22,4.51463407218808e-12,3.443640647291655e-21
1.1069795145563927e-08,0.7268758043183114,7.862212775314675e-08,3.492509377474036e-10,5.500264463078538e-10,4.522180850000799e-08,0.0,0.0,1.5656419217042153e-07,1.693074733988167e-11,1.0754791840889193e-12,7.233051724055298e-09,2.680915003879271e-20,1.5179886678407936e-25,1.384201143084759e-18,1.2997458536406867e-17,3.9194030358281355e-17,5.933759515943991e-20,5.190213978173442e-27,5.3452138277026495e-34,3.966986441962268e-36,1.3154130854556574e-35,7.502715577142578e-20,2.41765058207612e-28,1.315783711091682e-22,1.8277536415989642e-33,3.5491984653066375e-36,1.0909459189763129e-34,8.804823245722497e-36,1.806089786334472e-36,3.9419440867267225e-25,2.2929518772985709e-35,5.314867443790251e-38,7.231227232397356e-40,3.76,0.0,0.7389497170636458,0.9992035640493695,3.7149488274693425e-11,1.8431315199295819e-19,7.061299889338132e-06,7.148459812662909e-06,1.58874060545666e-07,1.1001503782578641e-13,4.6312658395925844e-14,7.58903055954605e-08,3.6103519671237916e-09,3.3541616053186534e-11,3.142304387169576e-11,3.205066136997847e-12,3.254400628711698e-16,7.518134757555374e-18,4.379076788363042e-08,6.086653937949484e-16,1.5871658289474266e-16,4.01854167202772e-11,1.340465682211566e-21,1.177734434409576e-13,1.1631114519895813e-14,1.3603063519954013e-14,5.1458342797570134e-18,1.7726610026916656e-17,3.208029771387086e-16,6.707358678113692e-15,3.643920343863447e-24,0.0007961954705505088,4.6404357238958356e-27,6.5333532416941e-24,1.860540448512048e-23,5.174877756828211e-12,5.06551501519738e-15,3.312452900812178e-22,1.4845837354056934e-17,2.734955509979847e-19,1.8152349927428142e-19,1.0973053275737366e-19,2.419626904551972e-10,5.956485266202369e-23,1.5965910472223383e-17,2.14847905758682e-21,1.596338913073458e-23,4.0044759591842084e-23,1.1843911168229517e-25,1.5078314194800237e-18,1.1144684936834338e-10,1.0918311746413656e-22,1.4916154939874405e-19,9.078759805788274e-22,4.788975555976521e-12,3.996368210077501e-21
1.1592386134469607e-08,0.726875849260335,8.60981068700166e-08,3.984391393324729e-10,6.163442319045355e-10,4.749960861110616e-08,0.0,0.0,1.6395757004684224e-07,1.8566098145489896e-11,1.2345372398658116e-12,8.146710591104128e-09,3.209141968442574e-20,1.9318183643777025e-25,1.6002967623760446e-18,1.4910336219913384e-17,4.5069790507932313e-17,7.130365561728499e-20,6.530158443254625e-27,6.770979745274556e-34,5.4778803326295336e-36,1.8106170764883603e-35,8.930249196764332e-20,3.2567944984711555e-28,1.572251993216725e-22,2.5060474430523396e-33,4.9070869688370376e-36,1.5066536802403594e-34,1.2184110807740871e-35,2.49646473593475e-36,4.876161137314746e-25,3.1076345319000763e-35,7.400992347453603e-38,1.0364885671883856e-39,3.76,0.0,0.7389493699251575,0.9992035485737522,4.3480214485387395e-11,2.218406478772261e-19,7.390557000777444e-06,7.4861800877244815e-06,1.6664313204826181e-07,1.195452887357172e-13,4.852638866628821e-14,8.297190621805906e-08,4.1002520519088065e-09,3.657883357364933e-11,3.448628864199813e-11,3.5654172267300616e-12,3.6027247815712343e-16,8.635779858336116e-18,4.585798590074512e-08,6.927831599031288e-16,1.755928422807127e-16,4.405818131383191e-11,1.5746949004649612e-21,1.294948138522815e-13,1.2255199848087206e-14,1.5093457981929122e-14,5.917984533892434e-18,2.0708956881478173e-17,3.679019705357274e-16,7.376664977491468e-15,4.309355609352072e-24,0.0007961954609728777,5.372919865369038e-27,7.519208024712162e-24,2.2793001488301202e-23,5.475710603306662e-12,5.603851771515948e-15,3.8159467415348883e-22,1.7027602069379906e-17,3.167260054661315e-19,2.180370804340887e-19,1.3349412042478384e-19,2.6518585417465995e-10,7.439718667134702e-23,1.8592821348583144e-17,2.599900865663927e-21,1.9981693200346368e-23,4.714189572365838e-23,1.4259007547976885e-25,1.7332292742247603e-18,1.2695589480801097e-10,1.2797759497028728e-22,1.7182106732229898e-19,1.0913145547194004e-21,5.063363616913069e-12,4.606826463322398e-21
