Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226),S(2070),FO2(124),S(3821)
1.9260672858122855e-09,0.47953524013749665,3.8688557772052586e-15,1.2738531594913382e-17,4.448174461544002e-17,5.181595912451465e-16,0.0,0.0,1.571197020568812e-12,3.540941935335164e-19,5.404273592263031e-23,1.1420993742577578e-16,9.130802195075206e-38,1.4430650537764389e-46,1.7689580248703006e-35,1.8350020684340887e-30,4.311332659144411e-33,1.792535201699451e-33,3.1737782445004704e-48,2.468606481543591e-63,1.6163009011818078e-63,7.954389504603737e-63,6.0281178369299045e-34,3.151950805343535e-51,2.5669860846185085e-41,2.9478080011719406e-53,1.4793667684516688e-69,4.43343150111283e-64,1.4256655797604952e-67,1.940405909469022e-68,1.7524723925244196e-43,5.082875656853385e-62,4.6247964292186524e-67,6.98980262383386e-73,3.76,0.0,0.9572328937401118,0.9999869811436309,2.331833479239554e-19,1.7473463676179326e-37,5.3355007868645634e-12,5.3396163462947334e-12,1.570421900264325e-12,2.097792029416419e-20,9.870818822347799e-21,3.8682328584065045e-15,4.527221004234664e-18,7.414514663077509e-16,3.5032980109652293e-17,7.669738830845547e-22,1.9264990854325694e-26,1.268340310947329e-30,5.164170636827803e-16,1.2633755377589265e-27,4.746605347068805e-28,1.2496163944779642e-17,9.257987312196531e-34,1.8666082113563195e-24,4.620513514490113e-25,6.397656488650514e-24,1.423212439791418e-29,6.361931069974931e-29,9.897941939878779e-28,9.302856064195056e-26,1.7274850606219022e-38,1.3018854792897072e-05,1.3766370194372112e-42,4.7185204502224625e-40,2.284703775677751e-40,2.059588976098566e-21,1.0660509506781024e-26,2.4838090846281937e-38,6.518431014511657e-33,2.1316247147531733e-35,3.4355270371359793e-35,4.0588958634666576e-33,9.432450501743122e-18,6.142442819455944e-39,1.8499374055236328e-30,5.627413562560284e-34,2.8444231513771877e-40,1.0524198930368951e-39,4.240910204632095e-41,8.574005055109052e-32,1.609937214518414e-19,3.358715863866967e-35,7.81584344455469e-36,1.443128122390833e-36,7.192877751935885e-19,1.5444241888001108e-39,6.576558593718995e-53,4.9378995307259805e-58,5.872643421954823e-48,1.0333456164587462e-47,3.476515600316716e-55,1.6147381496317543e-52,1.447477467525004e-40,1.7397581355816406e-43,1.280429920040298e-19,1.9764568970352784e-43
1.9938369570514786e-09,0.47953524013751236,4.145692616673753e-15,1.3659610572224446e-17,4.7667050838562126e-17,5.365203846679802e-16,0.0,0.0,1.6264803747655864e-12,3.7945051344507152e-19,5.994956110353018e-23,1.2253994716949445e-16,1.0170973201247672e-37,1.6821692025324267e-46,1.91956189022712e-35,2.035128604978882e-30,4.79173455093598e-33,2.0580736653908687e-33,3.772614630127931e-48,2.8881620505333005e-63,2.0583099665712625e-63,1.0126657520504563e-62,6.908452413724873e-34,3.8850805195326287e-51,2.952117490158622e-41,3.6273604921537005e-53,1.8413614135507332e-69,5.655935736453144e-64,1.8221861845904876e-67,2.4756500946291104e-68,2.01231090882237e-43,6.481026786348547e-62,5.901176643078268e-67,8.948122324776314e-73,3.76,0.0,0.9572328937398686,0.999986970329133,2.58673629138174e-19,2.0096177838018467e-37,5.523087324191382e-12,5.5274975269063135e-12,1.6256497940151224e-12,2.2586780469416443e-20,1.0255517643476371e-20,4.145002284258797e-15,4.988767332975223e-18,7.945297898729357e-16,3.754123854372193e-17,8.218820469497373e-22,2.1289377847309373e-26,1.4064455209250625e-30,5.34587455934328e-16,1.3972503240904638e-27,5.2504817861005935e-28,1.3390766913784797e-17,1.062515562283757e-33,2.0143368234425693e-24,4.804155470369692e-25,6.855727400143106e-24,1.578690998842214e-29,7.057232907941791e-29,1.0979455038779714e-27,9.971554202225856e-26,1.9835539347535758e-38,1.302966923538504e-05,1.5495862750620872e-42,5.242382181415343e-40,2.536834534991732e-40,2.1326439729180365e-21,1.142568724146686e-26,2.755620584069139e-38,7.229492043975821e-33,2.3646438652988092e-35,3.9444955181987285e-35,4.658438801361056e-33,1.0107717677387735e-17,7.300754701739487e-39,2.0524401780299502e-30,6.462749994018792e-34,3.325620309235996e-40,1.1917704976909161e-39,4.86999086320521e-41,9.51101176194935e-32,1.7856945885533003e-19,3.855842883962218e-35,8.780476020056393e-36,1.616986431898337e-36,7.691190690994234e-19,1.713600503097548e-39,7.553386230524149e-53,5.678760817520706e-58,6.986383774790604e-48,1.177921557198561e-47,4.1958314643079984e-55,1.988435340183704e-52,1.7180785896555706e-40,2.063952114706736e-43,1.418986046397919e-19,2.349231861269123e-43
2.0548296611667525e-09,0.4795352401375266,4.403011644087118e-15,1.4516597233679088e-17,5.0627996143745194e-17,5.530565273955732e-16,0.0,0.0,1.6762354030538275e-12,4.030208228636201e-19,6.562045998437281e-23,1.302965992469338e-16,1.117604454026115e-37,1.9239845428973158e-46,2.0624306249187877e-35,2.227209669206854e-30,5.2540652281262936e-33,2.3213151222778032e-33,4.3858200256785026e-48,3.313493330267388e-63,2.540912242697761e-63,1.2497648248678696e-62,7.779290584835231e-34,4.661843552426682e-51,3.334664781818952e-41,4.34602281086377e-53,2.2294924276631955e-69,6.99328852868761e-64,2.2568332499718683e-67,3.0612252955392477e-68,2.2699458092875976e-43,8.009656815481727e-62,7.297749753269793e-67,1.1099424050337802e-72,3.76,0.0,0.9572328937396498,0.9999869621874873,2.8314621896850126e-19,2.270146600924839e-37,5.6919067374634016e-12,5.696590824074681e-12,1.6753532725411786e-12,2.4086017335613473e-20,1.0601732991821528e-20,4.402256635362029e-15,5.4296991262032035e-18,8.438680287754749e-16,3.987278732334587e-17,8.729214399115214e-22,2.3228185506103248e-26,1.5390020158797879e-30,5.509408084616493e-16,1.5255341864532045e-27,5.733359307182141e-28,1.422233642075486e-17,1.1980159004739988e-33,2.1521774256644264e-24,4.969443676819324e-25,7.281528860068789e-24,1.7279502971632823e-29,7.724757316580548e-29,1.2017732441507772e-27,1.059337518588346e-25,2.237439746174899e-38,1.3037810830936583e-05,1.717437332388031e-42,5.745606211054023e-40,2.779242007938709e-40,2.1984394939422435e-21,1.213715970854167e-26,3.0166159855509997e-38,7.91198544422885e-33,2.588360019781443e-35,4.4490678111516176e-35,5.252593874374719e-33,1.0735405351865732e-17,8.486738412641981e-39,2.2469015574392357e-30,7.291143060584164e-34,3.811749793694782e-40,1.3284432926319234e-39,5.493758679650614e-41,1.0410578383945264e-31,1.9544154358530678e-19,4.348606140460071e-35,9.719783958957998e-36,1.785901990954729e-36,8.152971323025529e-19,1.8760642035673363e-39,8.522159196975294e-53,6.415036545573458e-58,8.127899142117605e-48,1.32026053915904e-47,4.941763271104115e-55,2.3839553232375414e-52,1.994715316239672e-40,2.3951866558596787e-43,1.5518433075581647e-19,2.7309242275879784e-43
2.1158223652820263e-09,0.47953524013754073,4.668065672009296e-15,1.5400171404509657e-17,5.367815486636617e-17,5.696038403433691e-16,0.0,0.0,1.7259904407469158e-12,4.2730130014546425e-19,7.163810888261379e-23,1.383000194602865e-16,1.224926766846049e-37,2.1932963528276837e-46,2.2124979906604487e-35,2.4309831651491736e-30,5.7457920057423026e-33,2.60901199817256e-33,5.076274914777814e-48,3.788318764363377e-63,3.1173766551446805e-63,1.5328896632725624e-62,8.729085969575813e-34,5.564405090867244e-51,3.753527984744618e-41,5.179602697429918e-53,2.6857135240167934e-69,8.593675821592017e-64,2.777965819451086e-67,3.762027127177508e-68,2.5515625435724242e-43,9.837953388098304e-62,8.969326903847203e-67,1.3684417228593249e-72,3.76,0.0,0.957232893739431,0.9999869553109139,3.0911562419065937e-19,2.5554257142628674e-37,5.8607181266150215e-12,5.865684343597306e-12,1.725055211463677e-12,2.5633812188799877e-20,1.0947934629115081e-20,4.667242075263714e-15,5.895501468926204e-18,8.946914178847425e-16,4.227454928581477e-17,9.254974359852759e-22,2.5281075878530195e-26,1.679632642352708e-30,5.672941605161762e-16,1.6614315682496847e-27,6.24493581266152e-28,1.5078940647786037e-17,1.3460719575178089e-33,2.2946459044632655e-24,5.134740398581296e-25,7.720155262666031e-24,1.8863268292862336e-29,8.433091644323648e-29,1.3119456953723858e-27,1.12341498111758e-25,2.5149456865212727e-38,1.3044687354456082e-05,1.8972901755658326e-42,6.279862768587342e-40,3.0368297512744188e-40,2.264279655153277e-21,1.2870259242030341e-26,3.2936108331385723e-38,8.636042305901735e-33,2.825759529563074e-35,5.000522222560182e-35,5.901742761098346e-33,1.1381989438447746e-17,9.821998123421255e-39,2.4533020148316118e-30,8.196791919593189e-34,4.352477953068952e-40,1.476399025326612e-39,6.175608936495559e-41,1.1365134573022859e-31,2.1334366251647722e-19,4.887081867754172e-35,1.0729815243286204e-35,1.9671732410316146e-36,8.627271822121986e-19,2.048506624787026e-39,9.581342234391113e-53,7.221686864789385e-58,9.414342745641016e-48,1.4748399402495718e-47,5.7913004555008515e-55,2.8430682043406466e-52,2.305714160133882e-40,2.7673622908195687e-43,1.6926586724778086e-19,3.1606717047994088e-43
2.1768150693973e-09,0.4795352401375549,4.9408536507201235e-15,1.631037785044145e-17,5.681752701465518e-17,5.861626542932368e-16,0.0,0.0,1.7757454882140243e-12,4.522919454197266e-19,7.80127915641018e-23,1.4655096968650225e-16,1.3393472611479046e-37,2.4924281783613096e-46,2.3700212685962982e-35,2.6467912239707627e-30,6.267889821398838e-33,2.922630332652761e-33,5.85105572502568e-48,4.3170431573751683e-63,3.8024354292915765e-63,1.8692447887782946e-62,9.762344819388019e-34,6.608664534112666e-51,4.210979301239388e-41,6.142350785448735e-53,3.2197925778232677e-69,1.0499032326881109e-63,3.399595617637814e-67,4.596437893818077e-68,2.8586060728035157e-43,1.2013474255456288e-61,1.0959822440320031e-66,1.677495362112079e-72,3.76,0.0,0.9572328937392122,0.9999869495027591,3.3662627458743947e-19,2.867005847882696e-37,6.0295214920274265e-12,6.034778085558298e-12,1.7747556114250365e-12,2.7230158507905004e-20,1.129412197674625e-20,4.939957440140162e-15,6.386822394677955e-18,9.46999875782862e-16,4.4746522354680836e-17,9.79609966286042e-22,2.745130200210498e-26,1.828575695482205e-30,5.836475120979169e-16,1.8051616522537146e-27,6.786037596736622e-28,1.5960578409973862e-17,1.5074350994692321e-33,2.4417423467244786e-24,5.300044632516253e-25,8.17160643192871e-24,2.0540901638994493e-29,9.183445666693359e-29,1.4286506809358662e-27,1.189389083152663e-25,2.817492413849199e-38,1.3050495458839361e-05,2.089576052128966e-42,6.846073900658605e-40,3.3100888035922655e-40,2.3301654578961438e-21,1.3625000855510636e-26,3.587083340247883e-38,9.402880408838674e-33,3.0772485735246315e-35,5.601670009287021e-35,6.609162728367643e-33,1.2047469020269776e-17,1.1320188405293119e-38,2.672001495285061e-30,9.184367856455185e-34,4.952216619988952e-40,1.636254221548827e-39,6.919039603462778e-41,1.237630987698104e-31,2.323062641836725e-19,5.474002515144391e-35,1.1813849705708935e-35,2.161360687450776e-36,9.114016313704214e-19,2.2312276967955175e-39,1.0736404561030797e-52,8.103257057045548e-58,1.0859162777695618e-47,1.6423151463437944e-47,6.755029560449334e-55,3.3737240117770706e-52,2.654149999194224e-40,3.184112384400515e-43,1.8416537277196537e-19,3.642871926310104e-43
2.237807773512574e-09,0.47953524013756915,5.221374530552219e-15,1.724726132961393e-17,6.004611259240025e-17,6.027332999821527e-16,0.0,0.0,1.8255005458152527e-12,4.779927588207347e-19,8.475479129442721e-23,1.5505021164299444e-16,1.4611560171795174e-37,2.823832318777037e-46,2.5352651354107225e-35,2.8749756963045073e-30,6.82133983835945e-33,3.2636784269749534e-33,6.717658019689544e-48,4.904358952314301e-63,4.612613241146765e-63,2.266907704251154e-62,1.0883684368811904e-33,7.812001794767603e-51,4.709365023541026e-41,7.249803596072105e-53,3.842621998575954e-69,1.2756515307401337e-63,4.137521340809197e-67,5.585131507038716e-68,3.19256389004417e-43,1.4589660396634058e-61,1.3318633002432969e-66,2.0452424639721978e-72,3.76,0.0,0.9572328937389933,0.9999869445969913,3.6572259994462507e-19,3.2064884798469575e-37,6.1983168340818086e-12,6.2038720500441914e-12,1.824454473061014e-12,2.887504971793847e-20,1.1640294618658717e-20,5.2204015662812015e-15,6.904307475818465e-18,1.0007933210684701e-15,4.728870445417923e-17,1.035258962041958e-21,2.9742116613300375e-26,1.986069436131188e-30,6.000008632068817e-16,1.9569436127128763e-27,7.35749082623664e-28,1.686724852239365e-17,1.6828783803967564e-33,2.593466815956848e-24,5.465355620045906e-25,8.635882198451675e-24,2.2315098090925546e-29,9.977029069166853e-29,1.5520759952627691e-27,1.2572610998797798e-25,3.146541990165846e-38,1.3055401176351212e-05,2.2947263820146234e-42,7.445162765491028e-40,3.599513569274998e-40,2.396097903348762e-21,1.4401399891712694e-26,3.897511920357265e-38,1.0213716621638889e-32,3.3432333314850426e-35,6.255403534961102e-35,7.378224098811933e-33,1.2731843180453369e-17,1.2995770240579887e-38,2.9033604362468193e-30,1.0258680934088557e-33,5.615605129366818e-40,1.8086457025609826e-39,7.727650894004824e-41,1.3445733690563982e-31,2.523597911123453e-19,6.112178611040213e-35,1.297523513923961e-35,2.3690379570506756e-36,9.61312937860441e-19,2.424527564660879e-39,1.1992977390425903e-52,9.064467178741465e-58,1.2476624451675487e-47,1.8233571824838408e-47,7.844250938526503e-55,3.9845996937254535e-52,3.043271470084511e-40,3.649272154114034e-43,1.999049250850499e-19,4.182182470139252e-43
2.298800477627848e-09,0.47953524013758325,5.509627261893697e-15,1.8210866592589422e-17,6.336391159897008e-17,6.193161081022032e-16,0.0,0.0,1.875255613903035e-12,5.044037404878996e-19,9.187439083892525e-23,1.6379850688802544e-16,1.5906503930318455e-37,3.190093136320871e-46,2.7085016517555265e-35,3.115878152556128e-30,7.407129472563932e-33,3.6337068094255955e-33,7.68400851298891e-48,5.555259085988935e-63,5.566385410307696e-63,2.7349054101360845e-62,1.2097831771611443e-33,9.193369161914618e-51,5.251105991158353e-41,8.518858561068051e-53,4.566320567573026e-69,1.541898357510954e-63,5.0094989458844265e-67,6.751284012781186e-68,3.5549660622923018e-43,1.7626369800811623e-61,1.61011423177519e-66,2.4808743316981384e-72,3.76,0.0,0.9572328937387745,0.999986940453411,3.9644903004878503e-19,3.5755261659564623e-37,6.3671041531593616e-12,6.3729662371439455e-12,1.8741517970021083e-12,3.0568479205492776e-20,1.1986452255149963e-20,5.508573290092691e-15,7.448599832482574e-18,1.0560716723570167e-15,4.990109350924242e-17,1.0924443545947321e-21,3.215677214770948e-26,2.1523520909057632e-30,6.163542138430795e-16,2.1169966153575626e-27,7.960121540671167e-28,1.779894980010865e-17,1.873196530049163e-33,2.749819358041797e-24,5.630672786984992e-25,9.112982399427526e-24,2.41885521237235e-29,1.081505144720557e-28,1.6824094038102865e-27,1.3270323063289722e-25,3.5035978742388646e-38,1.3059544706752534e-05,2.5131727221267766e-42,8.078053634845693e-40,3.905601905827489e-40,2.462077992521969e-21,1.5199472022471474e-26,4.225375187794687e-38,1.1069766902277852e-32,3.6241199841774515e-35,6.964696206926034e-35,8.212390102340931e-33,1.3435111002111825e-17,1.4864033938131794e-38,3.147739781322123e-30,1.1424680181926958e-33,6.347515910617597e-40,1.9942309976060838e-39,8.605145261547752e-41,1.4575035255602436e-31,2.735346798193035e-19,6.804498659930079e-35,1.4217387287669537e-35,2.590792014493298e-36,1.01245360503375e-18,2.6287065884491597e-39,1.3356854046494124e-52,1.011021648133216e-57,1.4281835202952856e-47,2.0186527002968966e-47,9.07100337330341e-55,4.6851426367378196e-52,3.4765052656755507e-40,4.166883377391119e-43,2.1650652132610487e-19,4.7835282653965814e-43
2.3597931817431217e-09,0.4795352401375974,5.805610795190661e-15,1.9201238382361096e-17,6.677092402933616e-17,6.359114093005872e-16,0.0,0.0,1.92501069282333e-12,5.315248905656164e-19,9.938187246268199e-23,1.7279661682107545e-16,1.728135224398958e-37,3.5939303439524094e-46,2.890010250692499e-35,3.369839883207974e-30,8.026252419651203e-33,4.034308200710265e-33,8.758477081566288e-48,6.27505016411265e-63,6.684345215163472e-63,3.283295271173757e-62,1.3409623046191803e-33,1.0773386296744059e-50,5.83869805018372e-41,9.967851200894532e-53,5.404342504291078e-69,1.854550627047252e-63,6.035423304233174e-67,8.120797250106997e-68,3.9473852746980836e-43,2.119044375954222e-61,1.9369257613799153e-66,2.994740323451273e-72,3.76,0.0,0.9572328937385557,0.9999869369536106,4.2884999468507814e-19,3.975822864915923e-37,6.535883449641281e-12,6.542060646948922e-12,1.9238475838747395e-12,3.2310440330012615e-20,1.2332594669294958e-20,5.8044714480987955e-15,8.020340141495681e-18,1.112834848281065e-15,5.258368744551423e-17,1.151166075400065e-21,3.4698520740209355e-26,2.327661852173947e-30,6.327075640065196e-16,2.2855398174101113e-27,8.594755652279665e-28,1.8755681058177414e-17,2.079205941528446e-33,2.9108000056022513e-24,5.795995697821856e-25,9.602906878643706e-24,2.616395760678788e-29,1.1698722306284816e-28,1.8198386430784494e-27,1.398703977374181e-25,3.890204914399056e-38,1.3063044457145142e-05,2.7453467363485275e-42,8.745671890652318e-40,4.228855211257923e-40,2.5281067262595307e-21,1.6019233248679105e-26,4.571151958525606e-38,1.1972246298728056e-32,3.9203147132254633e-35,7.732602413232321e-35,9.115216727878056e-33,1.4157271568355838e-17,1.6941122030055476e-38,3.4055009939942344e-30,1.2687453790303664e-33,7.153060079459116e-40,2.1936887602199494e-39,9.555327395737263e-41,1.5765843661155254e-31,2.9586136081345273e-19,7.553929039485766e-35,1.5543789836005657e-35,2.8272233841041725e-36,1.0648161812388408e-18,2.844065343193202e-39,1.4833990078635201e-52,1.1245588050852367e-57,1.629076998454374e-47,2.2289039669941417e-47,1.0448088795009345e-54,5.4856155300133275e-52,3.9574603962683215e-40,4.741199043621117e-43,2.3399207829759824e-19,5.452108993842991e-43
2.4207858858583956e-09,0.4795352401376116,6.1093240809494956e-15,2.021842143436024e-17,7.026714987409405e-17,6.525195341796183e-16,0.0,0.0,1.974765782916627e-12,5.593562092031772e-19,1.072875179305437e-22,1.8204530268319865e-16,1.8739230239488722e-37,4.03820227173637e-46,3.080077726150959e-35,3.6372018991217856e-30,8.679708681977633e-33,4.467117479380276e-33,9.949888772230792e-48,7.069365948750392e-63,7.989380392635354e-63,3.9232502587836055e-62,1.4824002030024117e-33,1.2574438321824267e-50,6.474712514536144e-41,1.1616634409030514e-52,6.371594005784294e-69,2.2201901833644587e-63,7.23752145178044e-67,9.722535826697075e-68,4.371436876948188e-43,2.535630607507326e-61,2.319197810561926e-66,3.5984617422088875e-72,3.76,0.0,0.9572328937383369,0.9999869339975658,4.629699236350689e-19,4.409134264890998e-37,6.7046547239087626e-12,6.711155279552891e-12,1.973541834302243e-12,3.4100926431726604e-20,1.2678721703323545e-20,6.108094876944079e-15,8.620166645257464e-18,1.1710827674905834e-15,5.5336484189363737e-17,1.2114240560280366e-21,3.737061422512582e-26,2.512236878084425e-30,6.490609136972114e-16,2.4627923675940186e-27,9.262218946081218e-28,1.9737441111660606e-17,2.301744658969724e-33,3.0764087812735147e-24,5.961324021491686e-25,1.010565548647988e-23,2.824400780401001e-29,1.2629251061923584e-28,1.96455142061736e-27,1.4722773877332897e-25,4.3079493413093894e-38,1.3066000451785568e-05,2.9916801701515616e-42,9.448944012803365e-40,4.569778511506286e-40,2.5941851052381555e-21,1.6860699900237333e-26,4.935321250941307e-38,1.2922368949579388e-32,4.2322237011194075e-35,8.56225745967293e-35,1.009035257533438e-32,1.4898323962298647e-17,1.9244052150181763e-38,3.6770060712776015e-30,1.4052229310068497e-33,8.037593029300097e-40,2.4077191885326536e-39,1.0582104218687256e-40,1.7019787843651044e-31,3.193702585965474e-19,8.363513897798868e-35,1.6957994400913815e-35,3.078946377082565e-36,1.1183932595515116e-18,3.070904618861472e-39,1.643050337680947e-52,1.2475853666810917e-57,1.8520296655474685e-47,2.4548288556978695e-47,1.1989097088340216e-54,6.397142550185255e-52,4.489932415795321e-40,5.376687952821322e-43,2.5238343274544644e-19,6.1934064866470185e-43
2.4817785899736694e-09,0.47953524013762583,6.42076606973896e-15,2.126246047646305e-17,7.38525891194838e-17,6.691408132967274e-16,0.0,0.0,2.024520884518788e-12,5.878976965547003e-19,1.1560160850712867e-22,1.9154532555736692e-16,2.0283341802970625e-37,4.525909111521594e-46,3.2789982214006026e-35,3.918304931840401e-30,9.3685045956307e-33,4.933811647297285e-33,1.1267535805891902e-47,7.944181164772969e-63,9.506859226813717e-63,4.667148756818102e-62,1.634601934320993e-33,1.462077709668446e-50,7.161796629177188e-41,1.3486659889034608e-52,7.48455774904384e-69,2.6461308662654593e-63,8.640558071352932e-67,1.1588578073960617e-67,4.8287789318619995e-43,3.0206596758603992e-61,2.7645997164968205e-66,4.305054285950977e-72,3.76,0.0,0.957232893738118,0.999986931500786,4.988532466745532e-19,4.877268111487461e-37,6.8734179763429964e-12,6.8802501350520074e-12,2.0232345489057e-12,3.593993083697111e-20,1.3024833242772982e-20,6.4194424133953784e-15,9.248715160592996e-18,1.2308153486532269e-15,5.815948166789852e-17,1.2732182281634505e-21,4.017630413639961e-26,2.7063152925853542e-30,6.65414262915164e-16,2.6489734061432284e-27,9.963337079924605e-28,2.074422877562707e-17,2.54167236522825e-33,3.2466457000784033e-24,6.126657506525072e-25,1.0621228079905579e-23,3.043139537393375e-29,1.3607847039714648e-28,2.1167354150344584e-27,1.5477538119681726e-25,4.758458760719887e-38,1.3068497181444526e-05,3.252604829305647e-42,1.0188797562706175e-39,4.9288805479211426e-40,2.6603141299675085e-21,1.772388863600991e-26,5.318362286647759e-38,1.3921348084659045e-32,4.5602531311926155e-35,9.456877506862854e-35,1.114153870782825e-32,1.5658267267060674e-17,2.1790739893876098e-38,3.9626175573029135e-30,1.5524373857530657e-33,9.006720022207736e-40,2.637044449769087e-39,1.168948488123094e-40,1.8338496587030061e-31,3.4409179166395e-19,9.236375050752039e-35,1.8463620521167456e-35,3.346589324171601e-36,1.1731774775067738e-18,3.309525420326902e-39,1.8152674286598572e-52,1.3806478889256814e-57,2.0988201463973413e-47,2.697160836960441e-47,1.3708430994428344e-54,7.43175690041902e-52,5.077907612492492e-40,6.078039260262574e-43,2.7170234163808625e-19,7.0131921162322604e-43
2.5427712940889433e-09,0.47953524013764,6.7399357121920816e-15,2.2333400228996745e-17,7.752724174740932e-17,6.857755771644666e-16,0.0,0.0,2.074275997961749e-12,6.171493527790686e-19,1.2433442495684165e-22,2.012974463688047e-16,2.191697156588915e-37,5.060196140364543e-46,3.487073217539394e-35,4.21348943388843e-30,1.0093652857438019e-32,5.436109795135296e-33,1.2721189577738547e-47,8.905825620443811e-63,1.1264826361146136e-62,5.5286689890661495e-62,1.7980831360969793e-33,1.693862566657068e-50,7.902674035270675e-41,1.5601061713131196e-52,8.761425679136294e-69,3.140478812250766e-63,1.0272053543846801e-66,1.3754481279044418e-67,5.3211122661646145e-43,3.583284088099426e-61,3.281633889963567e-66,5.129059455059015e-72,3.76,0.0,0.9572328937378992,0.9999869293919108,5.365443935713936e-19,5.382084537132022e-37,7.042173207325176e-12,7.049345213544814e-12,2.0729257283046408e-12,3.782744686202475e-20,1.337092920508109e-20,6.738512894343497e-15,9.906619087571794e-18,1.2920325104546104e-15,6.105267780897766e-17,1.336548523606145e-21,4.3118841707753544e-26,2.9101351854432032e-30,6.81767611660387e-16,2.8443020648115196e-27,1.0698935584538673e-27,2.1776042865159375e-17,2.7998703695734223e-33,3.421510771220104e-24,6.291995962290955e-25,1.1149624522478026e-23,3.2728812369916767e-29,1.4635719475354803e-28,2.2765782760018258e-27,1.6251345244847382e-25,5.243402146200306e-38,1.3070606006415929e-05,3.528552561868274e-42,1.0966161161965827e-39,5.306673864783941e-40,2.726494800790223e-21,1.8608816443774992e-26,5.720754491254957e-38,1.4970396025651078e-32,4.904809187597721e-35,1.0419759507362125e-34,1.2272608504146787e-32,1.643710056577371e-17,2.46000216594714e-38,4.262698556835336e-30,1.710939432462288e-33,1.006630177946125e-39,2.8824091091165013e-39,1.2881580759174504e-40,1.972359852288622e-31,3.7005637250539675e-19,1.0175711879522923e-34,2.0064355648101887e-35,3.630794813670495e-36,1.229161516832334e-18,3.5602289673357336e-39,2.000694572424864e-52,1.524312837610072e-57,2.371321462421167e-47,2.9566489712369865e-47,1.562133110558507e-54,8.60244969002878e-52,5.725567164906725e-40,6.850166968463234e-43,2.919704824445847e-19,7.91753418328883e-43
2.603763998204217e-09,0.47953524013765425,7.0668319590079145e-15,2.343128540474518e-17,8.129110773545682e-17,7.024241562505098e-16,0.0,0.0,2.1240311235741277e-12,6.471111780398788e-19,1.3349624754389017e-22,2.1130242588531536e-16,2.364348688691859e-37,5.6443569228435746e-46,3.704611521996511e-35,4.5230955790719156e-30,1.0856172551971748e-32,5.975773067919794e-33,1.432111265366559e-47,9.960998641688446e-63,1.3294208575541808e-62,6.522888177537283e-62,1.973369919497295e-33,1.955628591254906e-50,8.700145237284583e-41,1.7984742000951065e-52,1.0222240492016458e-68,3.7121960915884865e-63,1.2162515037727644e-66,1.6259561643969882e-67,5.8501805234323094e-43,4.233615361197358e-61,3.879703023969896e-66,6.086685410674007e-72,3.76,0.0,0.9572328937376804,0.9999869276106744,5.760877940833655e-19,5.92549639185403e-37,7.210920417236478e-12,7.2184405151322216e-12,2.1226153731176288e-12,3.9763467816046633e-20,1.3717009530849384e-20,7.065305156804744e-15,1.0594509418294937e-17,1.3547341715985652e-15,6.401607054122388e-17,1.4014148742712701e-21,4.6201477872861e-26,3.1239346122616396e-30,6.9812095993288945e-16,3.048997466881944e-27,1.146983986358298e-27,2.283288219535879e-17,3.0772415953898e-33,3.60100399947785e-24,6.457339244396076e-25,1.1690844684340108e-23,3.513895024029218e-29,1.5714077514675402e-28,2.444267624263513e-27,1.7044207995329747e-25,5.764489831860813e-38,1.3072387192931969e-05,3.8199552428800545e-42,1.1781964469090935e-39,5.703674896880799e-40,2.792728117881911e-21,1.951550064017756e-26,6.142977495166777e-38,1.6070724186715455e-32,5.266298055282967e-35,1.1454281142842098e-34,1.3487487511448752e-32,1.7234822941584674e-17,2.7691677471343196e-38,4.577612748726281e-30,1.881293759425793e-33,1.1222460071692016e-39,3.1445805631026585e-39,1.4162605449553312e-40,2.1176722130609313e-31,3.9729440760576997e-19,1.1184801228220516e-34,2.1763955136073762e-35,3.932219934750494e-36,1.2863381031836394e-18,3.823316694476389e-39,2.1999923291696026e-52,1.67916714353959e-57,2.671503598663397e-47,3.2340579021494705e-47,1.774390095276916e-54,9.923220159234828e-52,6.437291263579467e-40,7.698214367168486e-43,3.1320945341179035e-19,8.912805298953508e-43
