Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226),S(2070),FO2(124),S(3821)
0.0,0.4795352401370486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,0.0,0.9572328937470206,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.366629423340187e-20,0.4795352401370486,6.078224844672747e-37,2.901722165643808e-35,4.478905085267669e-39,3.6642077951105766e-27,0.0,0.0,1.1148443273164482e-23,3.565424661361148e-41,1.1587641437562347e-55,1.1092205950042473e-38,1.8480768222134964e-70,8.819825598519696e-80,1.4726116466150212e-57,2.176678095799764e-63,4.3779974568654974e-66,6.027041713348016e-77,1.715173864699358e-102,9.79093914711331e-107,-9.637344412878536e-132,3.884578554616008e-138,5.701356034170924e-72,-4.1475335627886097e-116,7.490400586782285e-85,6.778727487967036e-118,-1.6877977965636422e-134,2.1110295186828645e-139,6.660433995011518e-143,9.233209943263144e-144,3.5668548039026093e-87,-1.746793024086006e-137,-1.4882895128475094e-142,-2.1828895815178925e-148,3.76,0.0,0.9572328937470206,0.9999999999999994,4.997913436928603e-52,5.0904712164035835e-81,3.7886143206661986e-23,3.78861432066624e-23,1.1148443273164622e-23,5.602717587035657e-43,5.634583695796031e-42,3.901160478752429e-37,1.4533735565940365e-32,7.470202743649798e-38,3.528673145067852e-39,7.726601473218277e-44,2.164500688403296e-49,1.2981386097187827e-54,3.6642077951105766e-27,1.1257909181893849e-50,3.948584770940492e-51,1.25888698328606e-39,2.68684124058164e-68,1.3351965929324293e-47,2.2930297918362632e-46,6.4437398601103054e-46,1.5279329855699611e-62,6.821961570585663e-62,5.632009863514446e-57,9.299479079800844e-48,6.146191364625726e-74,4.949747468118521e-16,5.294472660421325e-79,5.805786541110195e-73,4.81618807505678e-73,1.453800074421381e-32,1.0700615781106293e-48,5.307821606465765e-71,7.026830812370313e-66,2.2843164474020402e-68,1.0500772627178296e-78,5.173903737792665e-68,9.502468947037182e-40,6.656229754748224e-93,1.9793973043072913e-63,1.710304469148083e-77,2.7936058620813204e-84,2.0306788930247097e-75,8.601561971655458e-85,9.195529262535398e-65,3.571716502209448e-44,1.0403176718719553e-78,5.387565086242214e-69,2.2497734622205536e-69,7.71271080609855e-41,3.291036376055806e-72,3.982209871712323e-96,2.946695597874084e-101,8.252252741420331e-97,4.5287725552688164e-91,4.6823429957222165e-114,9.663450072373423e-112,9.376305705697822e-89,1.990945202365657e-97,4.26525539635721e-36,2.1401075689380616e-97
3.8265623853525234e-20,0.4795352401370486,2.9658839172823528e-36,8.125229948041068e-35,2.70525867150167e-38,1.0259781826309615e-26,0.0,0.0,3.1215641164860536e-23,2.153516495462132e-40,1.375684791467388e-54,6.699692393830832e-38,2.1940368033315438e-69,1.0470896950548185e-78,8.894574345552814e-57,3.110417200408363e-62,6.6160297568229384e-65,1.6105188856120624e-75,1.0434239623811721e-100,2.1901939234610386e-105,3.1319630020940717e-130,7.644156326792425e-137,3.7566347034922955e-71,1.2372632434849646e-114,2.1124128118842813e-83,7.490683476544882e-116,5.034930367659297e-133,3.7881853572427275e-138,1.0894764944767062e-141,1.6508728518939373e-142,1.1214762200236142e-85,6.87684272277504e-136,6.306463449178302e-141,8.650599317286533e-147,3.76,0.0,0.9572328937470206,0.9999999999999987,5.933522832321634e-51,1.435594330566904e-79,1.0608120097865225e-22,1.0608120097865474e-22,3.121564116486067e-23,3.384041423368164e-42,3.403288552022419e-41,2.3563009291663886e-36,4.0694459834513007e-32,4.512002457164419e-37,2.1313185796209666e-38,4.666867289823789e-43,1.3073584159621149e-48,7.840757214921216e-54,1.0259781826309615e-26,6.799777146983837e-50,2.384945202071924e-50,7.60367737904772e-39,3.189817925370822e-67,8.064587429225907e-47,1.3849899941862564e-45,3.8920188755065967e-45,2.309012327761732e-61,1.0309348302425109e-60,3.4026974345383555e-56,5.61688536420035e-47,7.296758456731546e-73,1.3859292910125075e-15,6.285599126750448e-78,6.892629781933243e-72,5.717778482707973e-72,4.070640208380043e-32,6.463171931788444e-48,6.301445811196389e-70,1.0618946419225897e-64,3.4520589937169336e-67,2.9613858113864707e-77,6.142458533679593e-67,5.7394912440103985e-39,3.445456127096629e-91,2.991265109765395e-62,4.8232756265248995e-76,8.783543807400524e-83,2.4108221023722844e-74,2.7044687088799884e-83,1.3896283448948e-63,2.15731678744594e-43,2.91721669029855e-77,8.114811992249527e-68,2.6709310543672384e-68,4.658477326877405e-40,3.907118385653889e-71,8.908044194626539e-95,6.591640184620993e-100,1.8892246300752596e-95,1.2731197248695587e-89,1.9763324238434744e-112,4.078767771401551e-110,2.9480614230964272e-87,1.030570548033998e-95,1.1942715109795231e-35,1.1077812827575138e-95
8.746428309377196e-20,0.4795352401370486,1.2737930626007877e-35,1.8573877049789213e-34,1.3024655987958357e-37,2.345092988870769e-26,0.0,0.0,7.135003694825257e-23,1.0368254915238203e-39,1.3506554859622253e-53,3.225613490280119e-37,2.154118343971058e-68,1.0280388717589839e-77,4.282354668353593e-56,3.275227618060029e-61,7.117222905705874e-64,3.42583398767824e-74,4.710514533259469e-99,4.3274541135504643e-104,3.9187806370531243e-128,2.1444342753036308e-134,2.1275267813001158e-70,1.596177502741962e-112,4.594959274536698e-82,6.777007231617848e-114,6.495503700548964e-131,1.0981315761413261e-135,3.26440615504429e-139,4.7916329763033655e-140,2.5019517545509926e-84,1.8700475488051676e-133,1.7041772881547697e-138,2.38171711998452e-144,3.76,0.0,0.9572328937470206,0.9999999999999969,5.82556790208397e-50,3.122731242018603e-78,2.4247131652262756e-22,2.424713165226396e-22,7.135003694825168e-23,1.6292702755079094e-41,1.638536938379911e-40,1.134457467221089e-35,9.30159093711782e-32,2.1723349578532726e-36,1.026138150585707e-37,2.246895708411799e-42,6.294368004327069e-48,3.7749870950427296e-53,2.345092988870769e-26,3.2737999917426638e-49,1.148248452013183e-49,3.6608433473957395e-38,3.1317821638739325e-66,3.882751704118555e-46,6.668130633417154e-45,1.8738395513200345e-44,2.4839300959363304e-60,1.109032645334709e-59,1.6392061558598553e-55,2.7042885164070263e-46,7.164000859838099e-72,3.167838379171104e-15,6.171240872577023e-77,6.767224793296056e-71,5.613748820287859e-71,9.304320476298071e-32,3.1117390691460734e-47,6.18679686449718e-69,1.14233778827632e-63,3.713567531544796e-66,6.441660924739487e-76,6.030702245105252e-66,2.7633179697983226e-38,1.5044209713862027e-89,3.217866472630815e-61,1.0491606223122423e-74,1.9595603052986441e-81,2.3669596803619974e-73,6.0335209168953e-82,1.4948987482432465e-62,1.0386551890096573e-42,6.331141146111979e-76,8.720292369797152e-67,2.6223359476220623e-67,2.2428563024042802e-39,3.836031999931972e-70,1.760079419475274e-93,1.302397021844092e-98,3.771038228699722e-94,2.7662034278928206e-88,7.900531100015295e-111,1.6305167716386854e-108,6.57697059630391e-86,4.499874291695319e-94,2.729763453665146e-35,4.837006573332792e-94
1.8586160157426542e-19,0.4795352401370486,5.250571941583588e-35,3.947769740110003e-34,5.688209458289916e-37,4.9833226013503836e-26,0.0,0.0,1.5161882851503635e-22,4.5280893199286426e-39,1.194639481646841e-52,1.4087101556634216e-36,1.9052932806271365e-67,9.09288739895588e-77,1.8702167911980823e-55,2.9828200184856027e-60,6.541954039909586e-63,6.28919782889316e-73,1.7786006594134264e-97,7.70047338019593e-103,3.325589216465223e-126,3.962036474530319e-132,1.2093982582411857e-69,1.3699701332159607e-110,8.518280095478376e-81,5.128941268812595e-112,5.5749740737717404e-129,2.057386844202848e-133,6.202435739244324e-137,8.982195575776602e-138,4.685878739905072e-83,3.3298030799139126e-131,3.0347960013990968e-136,4.265122865512018e-142,3.76,0.0,0.9572328937470206,0.9999999999999933,5.152648836935892e-49,5.789017441314179e-77,5.152515476105572e-22,5.152515476106099e-22,1.516188285150294e-22,7.115451347914003e-41,7.155921289966019e-40,4.954473808014372e-35,1.9765881244258823e-31,9.487157484434327e-36,4.48141489423592e-37,9.812783870986421e-42,2.748915876781942e-47,1.6486360527597803e-52,4.9833226013503836e-26,1.4297544677884506e-48,5.014702665482682e-49,1.598786468773168e-37,2.7700258742190384e-65,1.695699685290937e-45,2.912147834347932e-44,8.183549622339651e-44,2.2831597016317526e-59,1.0193920702741278e-58,7.16717350108175e-55,1.1810338431356702e-45,6.336477874111653e-71,6.731656554517443e-15,5.458396860474158e-76,5.985533694447343e-70,4.9652972578639873e-70,1.977168101213694e-31,1.3589782042008744e-46,5.472151763403338e-68,1.0500052310967302e-62,3.4134083501402522e-65,1.1941753679678434e-74,5.334087897559629e-65,1.2068135562736292e-37,5.600582050820458e-88,2.957773665879613e-60,1.94496041214565e-73,3.670039583361536e-80,2.093549464116843e-72,1.1300116934648067e-80,1.3740694933608386e-61,4.5360802695332146e-42,1.1725351391314478e-74,8.012097554265145e-66,2.3194264487311434e-66,9.795142723650317e-39,3.392926862261251e-69,3.131967286275089e-92,2.3175459135665344e-97,6.741703561958035e-93,5.1257824754902835e-87,2.8331886824616004e-109,5.847153320883534e-107,1.23179666975376e-84,1.675190366801214e-92,5.800747339028476e-35,1.800696261854832e-92
3.8265623853525236e-19,0.4795352401370486,2.1293607848496355e-34,8.13114426949799e-34,2.3747154762088964e-36,1.0259781826309614e-25,0.0,0.0,3.1215641164860273e-22,1.890388155453666e-38,1.0041664667526958e-51,5.881087594784766e-36,1.6015138048972653e-66,7.64311974629701e-76,7.807786950325855e-55,2.5408900193199625e-59,5.596779413008143e-62,1.0760066509037612e-71,6.170791930711337e-96,1.2987973880952559e-101,2.431936494578601e-124,6.0253888526687316e-130,7.392614594581578e-69,1.0069725063698746e-108,1.4640747054316846e-79,3.563200226547122e-110,4.097787271264964e-127,3.1479418244851005e-131,9.548259420656741e-135,1.3746669162691811e-135,8.093690227428314e-82,4.98513691950842e-129,4.545316573851264e-134,6.4025916055423295e-140,3.76,0.0,0.9572328937470206,0.9999999999999862,4.331111817827299e-48,9.949841881383499e-76,1.0608120097863328e-21,1.0608120097865527e-21,3.1215641164856737e-22,2.970560875787151e-40,2.987456272185609e-39,2.0683952858334453e-34,4.069446345777272e-31,3.960701494682296e-35,1.8709025015147472e-36,4.096644101099616e-41,1.1476182672406925e-46,6.882731073783042e-52,1.0259781826309612e-25,5.968943463367512e-48,2.093539651277857e-48,6.674618785381535e-37,2.3283736817018068e-64,7.079212446128499e-45,1.2157643944758767e-43,3.4164708738300904e-43,1.953291193515513e-58,8.721113779007711e-58,2.9991054507847373e-54,4.930583808119034e-45,5.3261918634271625e-70,1.3859292901326695e-14,4.588118503866796e-75,5.031201727590914e-69,4.173631526841203e-69,4.070640208382593e-31,5.6734664871459334e-46,4.599673279020016e-67,8.983015801617218e-62,2.9202427071117474e-64,2.0524823408660265e-73,4.483622377068197e-64,5.038209035718276e-37,1.9294854299923325e-86,2.5304376384019062e-59,3.3428844372807816e-72,6.339080706826337e-79,1.7597551960701258e-71,1.9518141863985323e-79,1.17554537893022e-60,1.8937243700259428e-41,2.0143654282930315e-73,6.853238695612844e-65,1.9496176862021075e-65,4.089279269308093e-38,2.851959466912924e-68,5.282520606269937e-91,3.908879922864783e-96,1.1396667423363754e-91,8.80815012112655e-86,9.59506377238984e-108,1.980235534367303e-105,2.1276322863618816e-83,5.771284798295079e-91,1.194271510972355e-34,6.203671635490843e-91
7.762455124572262e-19,0.4795352401370486,8.573759225808161e-34,1.6508335164777375e-33,9.701487570893004e-36,2.0812700276228076e-25,0.0,0.0,6.332315779157311e-22,7.722852433494582e-38,8.232763386262438e-51,2.4026161776641697e-35,1.3130177766400005e-65,6.26629134570899e-75,3.189735731011138e-54,2.0964816601209253e-58,4.627525449885444e-61,1.7794371796948305e-70,2.0551313538804253e-94,2.1332786101226516e-100,1.6608388427722285e-122,8.384837219465201e-128,4.937746932017835e-68,6.893724674626419e-107,2.42659645414743e-78,2.374857863160284e-108,2.8053415890548993e-125,4.393168874775032e-129,1.3363448257682368e-132,1.918658873607408e-133,1.344778736420498e-80,6.887260793603414e-127,6.28131183352128e-132,8.857086619798394e-138,3.76,0.0,0.9572328937470206,0.999999999999972,3.5509071430090247e-47,1.6491133231889808e-74,2.1519329341375493e-21,2.151932934138448e-21,6.33231577915574e-22,1.2135710496548547e-39,1.220473364028659e-38,8.450069643387666e-34,8.255163428172806e-31,1.6180757950848216e-34,7.643247179140843e-36,1.6736127855043665e-40,4.68839509011352e-46,2.8118202936524174e-51,2.081270027622807e-25,2.4385081732163427e-47,8.552792605621253e-48,2.726799561275959e-36,1.9089414643102428e-63,2.8920893216280014e-44,4.9667942405240085e-43,1.3957398286589995e-42,1.6150189317450158e-57,7.210785521857992e-57,1.23091147664125e-53,2.0143043666084697e-44,4.366734554835549e-69,2.811456557941152e-14,3.761628309808105e-74,4.124883151877598e-68,3.421795285905636e-68,8.25758442272489e-31,2.3177961806536042e-45,3.771090054697055e-66,7.427331173585383e-61,2.414513141795138e-63,3.401838955265844e-72,3.6759446716000395e-63,2.0582727838033325e-36,6.403258654363769e-85,2.0922147714999714e-58,5.5405812129310255e-71,1.0532477406540959e-77,1.442754819457963e-70,3.242968462551042e-78,9.719636514244177e-60,7.736483187807135e-41,3.3379231046702475e-72,5.665890043947153e-64,1.5984143702780257e-64,1.6706040113719002e-37,2.3382086791129113e-67,8.676555958230085e-90,6.420347010946366e-95,1.8740873471136951e-90,1.459748245897757e-84,3.1584289291910073e-106,6.518386283560436e-104,3.5351256230311305e-82,1.9152790042237838e-89,2.422665065098805e-34,2.058772430790783e-89
1.5634240603011739e-18,0.4795352401370486,3.440572114600595e-33,3.330448430135079e-33,3.9214963895957903e-35,4.1918537176065e-25,0.0,0.0,1.2753819104499691e-21,3.1217004314053298e-37,6.667105238998023e-50,9.711758735650962e-35,1.0633158378023844e-64,5.074605196086218e-74,1.289342181951677e-53,1.703076422114202e-57,3.763026844025335e-60,2.894175795048938e-69,6.708291027895082e-93,3.458136556652064e-99,1.0975504174187961e-120,1.1183642636253411e-125,3.5501149077808984e-67,4.5610980065920194e-105,3.951083271675172e-77,1.5508731425678915e-106,1.8560993966933135e-123,5.867714564330909e-127,1.7873614793484533e-130,2.562788093057346e-131,2.1923287449794283e-79,9.154308663526183e-125,8.35014595707885e-130,1.1780089681666824e-135,3.76,0.0,0.9572328937470206,0.9999999999999435,2.8756166678933637e-46,2.6851535422065955e-73,4.3341747828386434e-21,4.334174782842274e-21,1.2753819104493095e-21,4.905448255484499e-39,4.9333484625267e-38,3.415653254843127e-33,1.66266001517349e-30,6.54052107179134e-34,3.0895227148162805e-35,6.765010466668337e-40,1.8951242643468314e-45,1.1365827780594982e-50,4.191853717606498e-25,9.856839973418668e-47,3.457175538777661e-47,1.1022159804413385e-35,1.5459103643609673e-62,1.169028783437588e-43,2.0076576401336958e-42,5.641803547037118e-42,1.3133065737373443e-56,5.863691032507825e-56,5.021450255673329e-53,8.142140309421353e-44,3.5362959432694975e-68,5.662511087344641e-14,3.0462828513446275e-73,3.3404373263804826e-67,2.7710585385689032e-67,1.6631472851427485e-30,9.36890274593955e-45,3.0539264984093655e-65,6.039782358093407e-60,1.9634419875295973e-62,5.539012867226501e-71,2.976875555978648e-62,8.319867681634679e-36,2.0864086054354553e-83,1.7013543048487656e-57,9.021396482347271e-70,1.71705964430617e-76,1.1683821857516498e-69,5.286857076935042e-77,7.903846990997142e-59,3.127211194002776e-40,5.434349758815496e-71,4.6072098157580237e-63,1.2944373990504657e-63,6.7528485202634905e-37,1.8935420105065075e-66,1.4065071106519301e-88,1.0407659176309104e-93,3.0400386702935037e-89,2.3767122493988655e-83,1.0251401586587332e-104,2.115690971733092e-102,5.763253772545472e-81,6.240657783239881e-88,4.879452173301984e-34,6.708210222481072e-88
3.1377811559890692e-18,0.4795352401370486,1.3784230513933935e-32,6.706385195856382e-33,1.576816450888705e-34,8.413021097573883e-25,0.0,0.0,2.5596825755183715e-21,1.255222013730756e-36,5.366266321388937e-49,3.905055473944386e-34,8.558490926418397e-64,4.084483742092968e-73,5.184388206221442e-53,1.372894225277304e-56,3.0350174750001316e-59,4.668668323766276e-68,2.1680037426306193e-91,5.5692223174542696e-98,7.137060048660007e-119,1.4610536647709624e-123,2.683595420200035e-66,2.9677001331102195e-103,6.377064330608468e-76,1.002589273155035e-104,1.2076799221667668e-121,7.670941772433174e-125,2.338239550458853e-128,3.350457885533632e-129,3.5406167791032794e-78,1.193900388299473e-122,1.0891066978728894e-127,1.5368428591962467e-133,3.76,0.0,0.9572328937470206,0.9999999999998864,2.314546467316564e-45,4.3338486432385757e-72,8.698658480235478e-21,8.698658480250074e-21,2.5596825755156695e-21,1.9724592003208528e-38,1.9836777096543425e-37,1.3734191511805394e-32,3.336948383394335e-30,2.6299147567082188e-33,1.2422834954124296e-34,2.72018095504835e-39,7.620211380155697e-45,4.570149830098944e-50,8.413021097573876e-25,3.9633920442700084e-46,1.3901150951741508e-46,4.4319619801313796e-35,1.2442832713805e-61,4.700613636935812e-43,8.072703038065221e-42,2.2685443927090501e-41,1.0592293295141021e-55,4.7292792444424526e-55,2.0560224838936133e-52,3.2739188080087535e-43,2.846320373375915e-67,1.136462012129772e-13,2.451943592975087e-72,2.688674580076673e-66,2.230388988498753e-66,3.337924970890469e-30,3.7671945882206523e-44,2.4580657315262142e-64,4.87130327700381e-59,1.5835870934505847e-61,8.939989097479347e-70,2.3960488412522973e-61,3.345382202675498e-35,6.736886955390551e-82,1.372203882368851e-56,1.456056729640884e-68,2.773055915399606e-75,9.404187320834975e-69,8.538288301157555e-76,6.374738933661128e-58,1.2574386663201756e-39,8.770587875771176e-70,3.715802914274136e-62,1.0418758327605698e-62,2.715290689648027e-36,1.5240873444988436e-65,2.2651363415226775e-87,1.6761214253288122e-92,4.898530442790603e-88,3.8359360910387813e-82,3.304423059789863e-103,6.819689990827689e-101,9.308015145545216e-80,2.015070580978631e-86,9.793026389513773e-34,2.166040430633011e-86
6.28649534736486e-18,0.4795352401370486,5.518061137362757e-32,1.352508648093167e-32,6.323739216457956e-34,1.685535585750865e-24,0.0,0.0,5.128283905654881e-21,5.034001686827177e-36,4.306090767260549e-48,1.5661019030916828e-33,6.867649973379154e-63,3.277540970600057e-72,2.0791715480629342e-52,1.1025039455117741e-55,2.437891087707676e-58,7.50038936078597e-67,6.9719751305920575e-90,8.939835220624655e-97,4.604125657466466e-117,1.8892792671619384e-121,2.093743430276397e-65,1.915021528401325e-101,1.0247771184166057e-74,6.448865116879356e-103,7.793014653849108e-120,9.922612036796395e-123,3.025615117958664e-126,4.333984236081765e-127,5.6914380645749866e-77,1.5425222987104572e-120,1.4071845361511773e-125,1.9859199216884811e-131,3.76,0.0,0.9572328937470206,0.9999999999997724,1.8572777749763992e-44,6.964378425642763e-71,1.742762587500773e-20,1.7427625875066265e-20,5.128283905643946e-21,7.910443851775763e-38,7.955434761273363e-37,5.508025072937996e-32,6.685529213869825e-30,1.0547134432505092e-32,4.982112441472054e-34,1.0909142260395516e-38,3.056045636907906e-44,1.832834862392714e-49,1.6855355857508616e-24,1.5894975112160345e-45,5.5749834060963086e-46,1.7774149783744307e-34,9.98459154007616e-61,1.885156560741976e-42,3.23751495232621e-41,9.097877646032671e-41,8.508306008230008e-55,3.798814278342193e-54,8.541695699882349e-52,1.3129878716287282e-42,2.283995649052928e-66,2.276883808978827e-13,1.9675786759002987e-71,2.1574920370635174e-65,1.7897466983007546e-65,6.687480342414713e-30,1.5108135217802797e-43,1.9724429459862574e-63,3.9128957044915735e-58,1.2720232725954956e-60,1.436632247747869e-68,1.922678957593043e-60,1.3416478891470015e-34,2.1655121130905687e-80,1.1022287818518987e-55,2.33984383498493e-67,4.457606404552192e-74,7.546317853688076e-68,1.3725049073804651e-74,5.120536984243729e-57,5.0428978653351637e-39,1.409371947090943e-68,2.9847035816405073e-61,8.360397415385822e-62,1.0889530106981602e-35,1.2229841103102822e-64,3.636045480223647e-86,2.6905460925856476e-91,7.8685094229994625e-87,6.164176827790208e-81,1.0616895194855643e-101,2.1911218240488883e-99,1.4963471343863408e-78,6.477264320340259e-85,1.9620174821193612e-33,6.962543413682756e-85
