Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57)
7.571305180280053e-10,0.10760789831646381,3.76,0.0,0.7702537833689069,0.9998167186979694,3.0368695466660266e-15,0.0,1.7406370236336887e-13,3.6064198446866884e-08,3.596289557458045e-08,1.818834844225768e-09,4.4832321207345554e-15,1.6518556676162394e-15,1.004365323578488e-10,1.006179067497973e-10,1.3135429791211159e-11,3.8277134075170995e-13,1.8204316886328727e-09,3.476583739493741e-13,3.381711360640602e-13,1.6670570695200962e-12,1.1282685032312568e-13,1.2265547191390465e-20,3.102635088703833e-20,6.400752189824378e-23,1.2822602139267542e-11,2.8445700315319494e-21,7.502487995062153e-15,7.511093521128162e-26,2.603740239717846e-13,1.3602144879389167e-14,2.7218662171603966e-18,1.3463952836670388e-21,1.2658215141466338e-17,5.656327726965407e-16,0.0001832793784626147,2.1407539802279055e-18,5.9831803617788374e-30,5.217896477079919e-20,7.59706059236852e-22,2.3031877264538093e-21,4.968047217728415e-19,3.917664522840464e-25,4.390427227629318e-30,2.352494139306039e-28,3.9773161129496066e-30,2.1141197596309925e-33,3.637854704744829e-33,1.2894341074043265e-20,8.177283171571023e-28,2.3870491999342678e-23,4.080711702980673e-24,2.899974760850909e-26,1.1498625162099943e-26,4.03027900081717e-26,9.985184685845226e-21,1.4409205324100683e-29,2.5065029944310223e-28,1.2322630419359473e-21,2.9705284067010893e-28,2.3007266539560227e-37,7.983710056583113e-25,1.3955116250473494e-28
7.794324721320099e-10,0.10760789833713985,3.76,0.0,0.770253782252578,0.9998167092866382,3.342905112780971e-15,0.0,1.8645544606807127e-13,3.7126504170290865e-08,3.70191498320656e-08,1.8723775062611614e-09,4.758575498723623e-15,1.7031237672365268e-15,1.0641723656542295e-10,1.0661526161214922e-10,1.3541535673560637e-11,4.1728049212399263e-13,1.8740636407493116e-09,3.7847627206090025e-13,3.604363356389073e-13,1.7662691699172508e-12,1.1965255536541729e-13,1.377326587456566e-20,3.3594534684013943e-20,6.982541027156452e-23,1.3200300707898808e-11,3.0908977302951766e-21,7.869577566005115e-15,8.422403607071802e-26,2.759236508162639e-13,1.4415287058705163e-14,2.9694204736914624e-18,1.458364950593557e-21,1.3471252908549232e-17,5.995073256441348e-16,0.000183288730000647,2.210002029791962e-18,6.719702777241168e-30,5.692154958655756e-20,8.287332017271275e-22,2.5132137709971698e-21,5.267981885837917e-19,4.392471414892563e-25,4.7939712417218816e-30,2.5680719991956267e-28,4.4010818550892985e-30,2.280583336682803e-33,4.1363881326158296e-33,1.3300579515049868e-20,8.924254337672453e-28,2.62121237296329e-23,4.4507695321469315e-24,3.256257307663465e-26,1.2566402471860202e-26,4.3980056759183564e-26,1.0795649300098884e-20,1.6654723039641244e-29,2.7157793439457096e-28,1.3098659743811408e-21,3.501365002193316e-28,2.530282970709048e-37,9.214064405879641e-25,1.5232586154103795e-28
8.017344262360144e-10,0.1076078983578159,3.76,0.0,0.7702537811362473,0.999816701916141,3.6704328639128805e-15,0.0,1.9937755587571143e-13,3.818881017917345e-08,3.8075229045662135e-08,1.925919100825339e-09,5.04197812634987e-15,1.7543847814887642e-15,1.1256952680081758e-10,1.1278518987577538e-10,1.3949307723036622e-11,4.537989279060284e-13,1.9276965369330113e-09,4.1101591630598206e-13,3.8352539935337514e-13,1.868323258302325e-12,1.2668205363986633e-13,1.5415768169929676e-20,3.629935017387622e-20,7.598535890377174e-23,1.357799912751725e-11,3.3510549276998317e-21,8.241665667447353e-15,9.413434180209716e-26,2.919233261689227e-13,1.5252036632308146e-14,3.2315398870789516e-18,1.5763087903683414e-21,1.4309764346529022e-17,6.343733638359579e-16,0.00018329604052566141,2.279297603984697e-18,7.52226899231238e-30,6.194281957264914e-20,9.018138324781226e-22,2.735662387740253e-21,5.576879318212268e-19,4.908728086321787e-25,5.22153335227375e-30,2.7965432166807895e-28,4.8590120510070395e-30,2.454317849884871e-33,4.687719443562536e-33,1.3706835645428066e-20,9.715720192184823e-28,2.8718311306920696e-23,4.8424728376240286e-24,3.6443527198572367e-26,1.3699590639035364e-26,4.787505058937894e-26,1.1643740923497014e-20,1.9171508792030601e-29,2.935526373613406e-28,1.3897373068553329e-21,4.1088297343118e-28,2.774989846308878e-37,1.0590591295240457e-24,1.6586187527112906e-28
8.240363803400189e-10,0.1076078983784919,3.76,0.0,0.7702537800199144,0.9998166961412608,4.020361409761109e-15,0.0,2.128394055541977e-13,3.9251116488299204e-08,3.91311332443685e-08,1.979459693030598e-09,5.333425651477005e-15,1.805638708558501e-15,1.1889328947713938e-10,1.191276061774816e-10,1.4358793050656578e-11,4.923831007849141e-13,1.9813304048907847e-09,4.4531897504066996e-13,4.0744824243962554e-13,1.973217254887539e-12,1.3391553738988804e-13,1.7200840037926983e-20,3.9144297705734646e-20,8.249711737452203e-23,1.3955697398122693e-11,3.625422793175982e-21,8.618562994835421e-15,1.0488594123387639e-25,3.0837297505306833e-13,1.6112393958269266e-14,3.508639964360004e-18,1.7003786248431254e-21,1.5173748530603914e-17,6.702316623814121e-16,0.00018330175525394199,2.348640681844741e-18,8.394717611551648e-30,6.725069697063412e-20,9.790629508515651e-22,2.9708936654095717e-21,5.894753917033928e-19,5.468716649731659e-25,5.673820048312554e-30,3.038296344157486e-28,5.353150683382313e-30,2.635388058868132e-33,5.295954494696459e-33,1.4113109439210546e-20,1.0553020088363042e-27,3.139708269137992e-23,5.256428236571989e-24,4.0660935801924194e-26,1.4900277689386047e-26,5.199409917400614e-26,1.2529849032104116e-20,2.1983370084059684e-29,3.1659308050919763e-28,1.4718668896185767e-21,4.801455562602864e-28,3.0353684390728636e-37,1.2125767888358881e-24,1.801817533223637e-28
8.463383344440234e-10,0.10760789839916789,3.76,0.0,0.7702537789035796,0.9998166916136284,4.3936152606588344e-15,0.0,2.2685034821161915e-13,4.031342311280436e-08,4.018686245718e-08,2.0329993483010266e-09,5.6329037451243945e-15,1.8568855468594533e-15,1.2538841105967057e-10,1.2564242518514974e-10,1.4770038736274158e-11,5.330894355048333e-13,2.034965272290043e-09,4.814267370193437e-13,4.322147717236091e-13,2.0809490848892898e-12,1.413531919260595e-13,1.9136484255796618e-20,4.2132877585706283e-20,8.937043380199054e-23,1.4333395519714965e-11,3.9143828584455654e-21,9.000087423595845e-15,1.1652399303286782e-25,3.252725225001795e-13,1.6996359406846684e-14,3.8011361433477846e-18,1.8307261302487844e-21,1.6063204530294774e-17,7.070830219851865e-16,0.0001833062225549503,2.418031248103678e-18,9.340995572110403e-30,7.285310139085898e-20,1.0605955054350576e-21,3.2192679606491187e-21,6.221620080690072e-19,6.07477377756128e-25,6.151539144414105e-30,3.293721333795947e-28,5.885632007638017e-30,2.8238563407791686e-33,5.9654172646670994e-33,1.4519400875021432e-20,1.143749960667559e-27,3.425677817813053e-23,5.693241646308191e-24,4.523363012558652e-26,1.617056367422424e-26,5.634353550368151e-26,1.3454340950169478e-20,2.51154599138884e-29,3.4071775049918595e-28,1.5562446258811747e-21,5.588453092946917e-28,3.3119429586597412e-37,1.3832737972865543e-24,1.953080877750994e-28
8.686402885480279e-10,0.1076078984198438,3.76,0.0,0.7702537777872425,0.9998166880608016,4.791134792521969e-15,0.0,2.414197163345249e-13,4.137573006817356e-08,4.1242416713088385e-08,2.086538132373814e-09,5.940398101507688e-15,1.908125294743314e-15,1.3205477806641405e-10,1.323295615980281e-10,1.518309182859354e-11,5.759743288775373e-13,2.088601166763358e-09,5.193801146097456e-13,4.578348856306998e-13,2.191516678546614e-12,1.489951958989926e-13,2.123092027941611e-20,4.526859009478537e-20,9.661505487656532e-23,1.4711093492293896e-11,4.2183170182824445e-21,9.386063737848674e-15,1.290947171569772e-25,3.4262189355068137e-13,1.7903933360469328e-14,4.109443792639434e-18,1.967502838083325e-21,1.6978131411113523e-17,7.449282689186702e-16,0.00018330971487126918,2.4874692914962665e-18,1.0365158078812905e-29,7.875794983349024e-20,1.1465263943713789e-21,3.4811458988417e-21,6.557492203813982e-19,6.729290228833828e-25,6.655399753800477e-30,3.5632095628187164e-28,6.45868308989192e-30,3.0197828625415666e-33,6.700657023306801e-33,1.4925709933880137e-20,1.2370510756752843e-27,3.73060624601815e-23,6.153518284973488e-24,5.0180946193862716e-26,1.7512560669404552e-26,6.092969787407558e-26,1.4417562720669736e-20,2.859431284829697e-29,3.6594497673402094e-28,1.6428604717039124e-21,6.479743151642498e-28,3.6052406656045726e-37,1.5725326832319379e-24,2.1126351314965133e-28
8.909422426520324e-10,0.10760789844051971,3.76,0.0,0.770253776670903,0.9998166852699436,5.213876211863288e-15,0.0,2.5655682182609805e-13,4.2438037370236785e-08,4.2297796041081694e-08,2.140076111299585e-09,6.255894437998555e-15,1.9593579505690483e-15,1.3889227706857411e-10,1.391889301469682e-10,1.559799934518399e-11,6.210941497926711e-13,2.1422381159120276e-09,5.592196469808118e-13,4.843184741912002e-13,2.30491797113878e-12,1.568417215618319e-13,2.3492584106214734e-20,4.8554935506817143e-20,1.042407258946157e-22,1.5088791315859324e-11,4.5376075312796935e-21,9.77632336943561e-15,1.42645386379824e-25,3.6042101325458493e-13,1.8835116213722466e-14,4.433978211624663e-18,2.1108601360034253e-21,1.7918528235711343e-17,7.837682549910849e-16,0.0001833124450390004,2.556954803603347e-18,1.1471368535536594e-29,8.497315670965786e-20,1.2369704656893192e-21,3.7568883749356405e-21,6.90238467732667e-19,7.434710380706906e-25,7.186112264495536e-30,3.8471538588118557e-28,7.074626347540185e-30,3.2232257447911125e-33,7.506455626908125e-33,1.533203659844216e-20,1.3353412178864265e-27,4.05539368672232e-23,6.637862672197749e-24,5.552272419121437e-26,1.8928392774350895e-26,6.575892987561062e-26,1.5419839942617518e-20,3.244788102351073e-29,3.9229295906307885e-28,1.7317044358426134e-21,7.485989883870754e-28,3.915791870916392e-37,1.7818055944945864e-24,2.2807070639335787e-28
9.132441967560369e-10,0.1076078984611956,3.76,0.0,0.7702537755545614,0.9998166830747902,5.6628115208709844e-15,0.0,2.722709560442252e-13,4.350034503516611e-08,4.335300047014403e-08,2.1936133514420464e-09,6.579378495062748e-15,2.010583512861933e-15,1.4590079469098392e-10,1.4622044559461799e-10,1.6014808272494485e-11,6.685052392281037e-13,2.195876147308921e-09,6.00985503263805e-13,5.116754190457325e-13,2.4211509030021488e-12,1.648929350229142e-13,2.593012813914975e-20,5.199541410657258e-20,1.122571907923324e-22,1.5466488990411072e-11,4.872637020623951e-21,1.0170704146733829e-14,1.572243178859273e-25,3.786698066720132e-13,1.9789908373334552e-14,4.7751546304948775e-18,2.260949268719399e-21,1.888439406473682e-17,8.236038575203882e-16,0.00018331457932276737,2.6264877779898928e-18,1.2663898473172742e-29,9.150663386270423e-20,1.3320425176359942e-21,4.046856554276718e-21,7.256311888478714e-19,8.193531764727431e-25,7.744388318780762e-30,4.145948525068909e-28,7.735882092435952e-30,3.4342412184315046e-33,8.387834938048659e-33,1.573838085297937e-20,1.4387569344929512e-27,4.4009751777990755e-23,7.146878629764806e-24,6.127930783764105e-26,2.0420196111118507e-26,7.083758038316996e-26,1.646147857684238e-20,3.6705570074421765e-29,4.197797949806404e-28,1.8227665795622925e-21,8.618634355641417e-28,4.244129935727966e-37,2.0126157512886647e-24,2.4575238686775444e-28
9.355461508600416e-10,0.10760789848187143,3.76,0.0,0.7702537744382173,0.9998166813453359,6.138928482551483e-15,0.0,2.8857138983946887e-13,4.456265307947259e-08,4.440803002925535e-08,2.247149919477071e-09,6.910836036232767e-15,2.061801980306033e-15,1.5308021761248748e-10,1.5342402273557874e-10,1.643356556586844e-11,7.182639102604184e-13,2.249515288500737e-09,6.447174856869395e-13,5.399155934505435e-13,2.540213419546361e-12,1.731489964889514e-13,2.8552421051749377e-20,5.559352620792284e-20,1.206741921796365e-22,1.5844186515948983e-11,5.223788474876775e-21,1.0569050052900558e-14,1.7288086493596747e-25,3.9736819887363327e-13,2.0768310258165117e-14,5.13338821025271e-18,2.4179213388935193e-21,1.9875727957463546e-17,8.644359793039888e-16,0.00018331624772803748,2.6960682095774248e-18,1.3947127474336016e-29,9.836629058953742e-20,1.4318572990106088e-21,4.351411873445238e-21,7.619288220892273e-19,9.008304607749782e-25,8.330940795426535e-30,4.459989365967518e-28,8.444971076654153e-30,3.652883773824937e-33,9.350064370172175e-33,1.6144742683143344e-20,1.5474354759063643e-27,4.7683219205791943e-23,7.681169282276847e-24,6.747154376468994e-26,2.1990118823491474e-26,7.61720035458185e-26,1.7542765721389322e-20,4.139827499227011e-29,4.48423506341871e-28,1.9160370164274464e-21,9.889928645814969e-28,4.590791270982215e-37,2.2665588823726447e-24,2.6433131633585797e-28
9.57848104964046e-10,0.10760789850254725,3.76,0.0,0.770253773321871,0.9998166799798746,6.643230585936714e-15,0.0,3.054673735929475e-13,4.562496152000322e-08,4.546288474739143e-08,2.300685882391291e-09,7.250252848101861e-15,2.1130133516319183e-15,1.6043043256628045e-10,1.6079957639653065e-10,1.6854318149558607e-11,7.704264480755171e-13,2.303155567009743e-09,6.904550326835696e-13,5.69048862282729e-13,2.6621034712699414e-12,1.816100604990215e-13,3.1368547654231596e-20,5.9352772172112e-20,1.295014713741572e-22,1.6221883892472897e-11,5.591445248762926e-21,1.0971210993268013e-14,1.8966540860198361e-25,4.165161149410082e-13,2.177032229919364e-14,5.50909404272195e-18,2.5819273080416522e-21,2.089252897220864e-17,9.062655485893036e-16,0.00018331755196073705,2.765696094229447e-18,1.5325543094954266e-29,1.0556003366208695e-19,1.5365295094996544e-21,4.670916041098222e-21,7.991328054603357e-19,9.88163137749996e-25,8.94648379404531e-30,4.789673712378783e-28,9.204517040846083e-30,3.879206302439812e-33,1.0398668557707143e-32,1.6551122075439422e-20,1.6615148157654566e-27,5.158442555761842e-23,8.241337057818204e-24,7.412078089209943e-26,2.3640321076116e-26,8.176855877653515e-26,1.8663970357439784e-20,4.6558415910510795e-29,4.782420656166946e-28,2.0115059120708273e-21,1.1312970417992964e-27,4.956315337143897e-37,2.5453046445185744e-24,2.838302989495607e-28
9.801500590680506e-10,0.10760789852322301,3.76,0.0,0.7702537722055219,0.9998166788988844,7.176737011355798e-15,0.0,3.229681372541277e-13,4.668727037393783e-08,4.6517564653523605e-08,2.3542213074803247e-09,7.597614740303274e-15,2.1642176255665302e-15,1.6795132634021636e-10,1.6834702143633224e-10,1.7277112916741972e-11,8.250491099792162e-13,2.356797010335116e-09,7.382372219740974e-13,5.990850820453959e-13,2.7868190137753803e-12,1.902762761496944e-13,3.438780876070394e-20,6.327665242612683e-20,1.387487684352754e-22,1.6599581119982645e-11,5.9759910639655395e-21,1.1377042571566806e-14,2.0762934957210775e-25,4.3611347996688236e-13,2.2795944939509044e-14,5.9026871505577464e-18,2.7531179974381257e-21,2.1934796166603377e-17,9.490935190441843e-16,0.00018331857154275022,2.8353714284866905e-18,1.6803740782914315e-29,1.1309576734886065e-19,1.6461738000135103e-21,5.00573103881663e-21,8.372445766104257e-19,1.0816166332750832e-24,9.591732621528332e-30,5.13540044710938e-28,1.0017249265178562e-29,4.113260231400862e-33,1.1539435152100986e-32,1.6957519016851894e-20,1.781133670897228e-27,5.572384456667652e-23,8.827983688618593e-24,8.124886980507593e-26,2.53729750536697e-26,8.763361074195657e-26,1.9825344066793514e-20,5.22199738188272e-29,5.09253421704029e-28,2.1091634839474443e-21,1.290173795999762e-27,5.341244643937932e-37,2.8505980254473814e-24,3.0427218123713653e-28
9.999999999999999e-10,0.1076078985438988,3.76,0.0,0.7702537712119092,0.9998166781253722,7.676989140467822e-15,0.0,3.390609183583574e-13,4.763278286019537e-08,4.745613958797486e-08,2.4018703230518894e-09,7.913456867179441e-15,2.2097862177987853e-15,1.747887975892245e-10,1.7520916738408082e-10,1.7655178746963925e-11,8.75781057411409e-13,2.4045417874779097e-09,7.825171275542387e-13,6.265864108198834e-13,2.9001975052412222e-12,1.9816234991770778e-13,3.725368188720414e-20,6.691043175620907e-20,1.4734054000684807e-22,1.6935751879995298e-11,6.332774573665898e-21,1.1741229330597785e-14,2.24652692633385e-25,4.539341729016375e-13,2.3728664188468423e-14,6.2683878965995686e-18,2.9116522835149597e-21,2.2883889607907852e-17,9.88053293461218e-16,0.0001833192902476185,2.8974261391818188e-18,1.8207154204907407e-29,1.2009703609164398e-19,1.748038130591551e-21,5.316906278296972e-21,8.719308342106214e-19,1.1701627743267994e-24,1.0191605715711558e-29,5.4569339802836585e-28,1.0787657696539662e-29,4.3281245300712455e-33,1.2637202085490755e-32,1.7319248944890167e-20,1.892373325159061e-27,5.961731931944738e-23,9.372889862129708e-24,8.801412755764628e-26,2.6986252250020505e-26,9.308482374350722e-26,2.0893007135869057e-20,5.77096119772738e-29,5.378730357979746e-28,2.197917049309656e-21,1.4467270656807298e-27,5.700616698409351e-37,3.146129841878952e-24,3.232782003147857e-28
1.002452013172055e-09,0.1076078985438988,3.76,0.0,0.7702537710891706,0.999816678040235,7.740482595770873e-15,0.0,3.410828903785262e-13,4.7749579658785985e-08,4.757206977661884e-08,2.407756262346734e-09,7.952907545470047e-15,2.2154148008675965e-15,1.7564278577708296e-10,1.7606627274609826e-10,1.7701996729534784e-11,8.821881254078157e-13,2.4104396459540004e-09,7.881027736218698e-13,6.30034100872771e-13,2.914358007783741e-12,1.9914778731165904e-13,3.7619721057446266e-20,6.736866748116238e-20,1.484258221982326e-22,1.697727819847808e-11,6.377810009928105e-21,1.1786405874615735e-14,2.268251000241549e-25,4.561602190554099e-13,2.3845178634299828e-14,6.314582487257075e-18,2.9316440890237803e-21,2.300252859778708e-17,9.929208697272401e-16,0.00018331936860477147,2.905094209378933e-18,1.8386423793960228e-29,1.209813934366003e-19,1.7609047730244245e-21,5.35621912195755e-21,8.762655728386197e-19,1.1814615078054727e-24,1.0267403780709152e-29,5.497570030376201e-28,1.0886005122842746e-29,4.3550956515884875e-33,1.277842274369653e-32,1.7363933494778028e-20,1.9064315212311324e-27,6.011235039752128e-23,9.441710211715744e-24,8.887816213219924e-26,2.719026496006688e-26,9.377352935213248e-26,2.102712172207896e-20,5.841852620551844e-29,5.414755253310175e-28,2.2090000010815845e-21,1.4671125676530875e-27,5.746124750116519e-37,3.184260730446675e-24,3.256798520908582e-28
1.0247539672760596e-09,0.1076078985645745,3.76,0.0,0.7702537699728165,0.9998166773553775,8.335517798176841e-15,0.0,3.598208221653291e-13,4.8811889392384084e-08,4.862640014563953e-08,2.4612908148977997e-09,8.316117119194917e-15,2.266604876354377e-15,1.8350469777485348e-10,1.8395724524926153e-10,1.8129016419007664e-11,9.418996959386913e-13,2.4640835013223404e-09,8.400900530633262e-13,6.619057585352676e-13,3.0447184191488623e-12,2.0822473283819884e-13,4.107401697227805e-20,7.163231795118097e-20,1.5854237030830275e-22,1.7354975127959034e-11,6.797286544663128e-21,1.2199167265134122e-14,2.4730607556741415e-25,4.766562573223424e-13,2.491802385084446e-14,6.745194937169366e-18,3.1176561263171246e-21,2.4095725322558515e-17,1.0377486050580842e-15,0.00018331999169532515,2.9748644342785222e-18,2.0078403105003742e-29,1.2922481125203476e-19,1.880836982905845e-21,5.7227428205112655e-21,9.161972310982175e-19,1.2879734122981421e-24,1.0974214960920962e-29,5.876584525313467e-28,1.1813732636118008e-29,4.6047614394639546e-33,1.4121968909392117e-32,1.7770365497052666e-20,2.0375486296667804e-27,6.476123092299943e-23,1.0083116969617483e-23,9.703150992395556e-26,2.9094387017699895e-26,1.0019468975029257e-25,2.2269522150801212e-20,6.51912826284832e-29,5.749263540606797e-28,2.3110057838106196e-21,1.6636980021091492e-27,6.17150426324677e-37,3.5481925528831554e-24,3.4807624275472697e-28
1.0470559213800641e-09,0.10760789858525018,3.76,0.0,0.7702537688564596,0.9998166768063496,8.962908665064836e-15,0.0,3.7919110149493246e-13,4.9874199592892267e-08,4.9680555789543505e-08,2.514825033343145e-09,8.687229339999974e-15,2.3177878508905235e-15,1.915369492869169e-10,1.9201985390162042e-10,1.8558218785200754e-11,1.004239995300932e-12,2.5177286038755473e-09,8.942370741126016e-13,6.947098864445198e-13,3.1778982188712e-12,2.1750724676582279e-13,4.4760644545013775e-20,7.607110457156392e-20,1.6910814925502548e-22,1.7732671908425352e-11,7.234805495567462e-21,1.2615198182374433e-14,2.6912668725214015e-25,4.976015198951802e-13,2.6014481068502193e-14,7.194939315507308e-18,3.3113045153285257e-21,2.5214385397486968e-17,1.083577754787521e-15,0.00018332047877676557,3.0446821007937693e-18,2.188459732497177e-29,1.3783391768372794e-19,2.006084936273073e-21,6.10566493996315e-21,9.570409880010006e-19,1.401433044582022e-24,1.1712885029844392e-29,6.27284762351215e-28,1.2803493034981476e-29,4.8623053725053884e-33,1.5576698386260375e-32,1.817681501187557e-20,2.1746260618951496e-27,6.968220117254706e-23,1.075280361096322e-23,1.0573226503189958e-25,3.1087549466716787e-26,1.069034723026249e-25,2.3552748774202137e-20,7.257712021488487e-29,6.0962393692887515e-28,2.415171203525827e-21,1.8816135854833346e-27,6.6179348395077346e-37,3.944372728784156e-24,3.714843268123142e-28
1.0693578754840686e-09,0.10760789860592584,3.76,0.0,0.7702537677401001,0.999816676363459,9.623736795949431e-15,0.0,3.992028769664063e-13,5.093651027879146e-08,5.073453673728399e-08,2.5683589861922302e-09,9.066230109308756e-15,2.3689637233537623e-15,1.9973942732228904e-10,2.0025401369137618e-10,1.898965059713891e-11,1.069265169386e-12,2.5713749810290084e-09,9.505815019407725e-13,7.284563076583942e-13,3.313895383111345e-12,2.269954585073346e-13,4.868976729901081e-20,8.068852821785465e-20,1.8013289440650026e-22,1.8110368539876887e-11,7.690752060244203e-21,1.3034374950293881e-14,2.923423336463004e-25,5.18995931913296e-13,2.7134550778704117e-14,7.664230368357774e-18,3.512739525477404e-21,2.6358507878985e-17,1.1304093739676853e-15,0.0001833208595412757,3.1145472067006497e-18,2.381003260332014e-29,1.4681660720402105e-19,2.136763092325223e-21,6.505348562160332e-21,9.987982798215527e-19,1.522126106170874e-24,1.248413402636513e-29,6.6867646705917055e-28,1.3858463318255868e-29,5.127774238419607e-33,1.7149531371391408e-32,1.858328202768231e-20,2.3178057061733213e-27,7.488741695152033e-23,1.1451369091184887e-23,1.1500427848844662e-25,3.317197256433531e-26,1.139062625880656e-25,2.4876990221839834e-20,8.061661908952902e-29,6.455863787301721e-28,2.521486682410429e-21,2.1226453220786336e-27,7.085971183495386e-37,4.374861275647383e-24,3.9592712017471677e-28
1.0916598295880732e-09,0.10760789862660149,3.76,0.0,0.7702537666237377,0.9998166760034937,1.0319099308959384e-14,0.0,4.1986527693488325e-13,5.199882146888049e-08,5.1788343017809503e-08,2.6218927422517727e-09,9.453105351412726e-15,2.4201324926295508e-15,2.0811201894580765e-10,2.0865963963916014e-10,1.9423358592847016e-11,1.1370313362583862e-12,2.6250226601784894e-09,1.0091606560299468e-12,7.631548368859815e-13,3.452707893203239e-12,2.3668949303762335e-13,5.287176411381344e-20,8.548808992459173e-20,1.9162634004373927e-22,1.848806502231347e-11,8.165511807331137e-21,1.3456578592983706e-14,3.170093929790807e-25,5.408394185280345e-13,2.8278233484944403e-14,8.153482772692833e-18,3.722111290512359e-21,2.7528091823355984e-17,1.1782445429221494e-15,0.00018332115720115266,3.1844597498992433e-18,2.585984253635888e-29,1.5618077189106752e-19,2.272985863188466e-21,6.922157046183058e-21,1.0414705425016022e-18,1.650343259514763e-24,1.328868315452711e-29,7.118742691804011e-28,1.4981938817286535e-29,5.401213938623252e-33,1.884769194814786e-32,1.8989766533070702e-20,2.467230293052791e-27,8.0389488631126e-23,1.2179411673167258e-23,1.248718998872927e-25,3.5349888584193465e-26,1.2120945138810058e-25,2.6242420922794022e-20,8.935209773202757e-29,6.828318839721198e-28,2.6299426931762965e-21,2.3886854521665537e-27,7.57617104804144e-37,4.841800315648412e-24,4.214276810686249e-28
1.1362637377960822e-09,0.10760789866795267,3.76,0.0,0.7702537643910043,0.9998166754645034,1.1817893341095778e-14,0.0,4.631783627873181e-13,5.4123445438395164e-08,5.389543169298638e-08,2.7289599406993272e-09,1.0250423065283827e-14,2.522448717270775e-15,2.2536709149678105e-10,2.2598495025358983e-10,2.0297789932764783e-11,1.2810109815521249e-12,2.7323220339521317e-09,1.1331707099604377e-12,8.354474365045729e-13,3.738770902221531e-12,2.5669550922307936e-13,6.20369714713925e-20,9.564763256638826e-20,2.1605826467079647e-22,1.9243457540141203e-11,9.173014983492903e-21,1.430961305829082e-14,3.7092811517922153e-25,5.858733162130433e-13,3.063643995978093e-14,9.193529998198003e-18,4.165264947429247e-21,2.994364032557457e-17,1.276929977625874e-15,0.00018332157104190242,3.324427140220101e-18,3.035365740425159e-29,1.760850832401754e-19,2.5625226645597348e-21,7.808603427464738e-21,1.1295657225690548e-18,1.9305370436180075e-24,1.500057241966358e-29,8.038518309728795e-28,1.7448193856879384e-29,5.972185585216309e-33,2.2650463416216062e-32,1.9802787967853356e-20,2.7853895462179893e-27,9.233699838079084e-23,1.3726317735174058e-23,1.464938539816275e-25,3.999518856373855e-26,1.3674261360956265e-25,2.9097480133244926e-20,1.090891714725943e-28,7.612455421715631e-28,2.853238452265975e-21,3.0039137129260815e-27,8.625307590334002e-37,5.894016678351498e-24,4.756945498651982e-28
1.1808676460040912e-09,0.10760789870930375,3.76,0.0,0.7702537621582586,0.9998166750866074,1.3468376775321153e-14,0.0,5.092029824305773e-13,5.6248071658073755e-08,5.60018220465682e-08,2.836027184983181e-09,1.1079070331921118e-14,2.6247365162247337e-15,2.433012645815042e-10,2.439951065591824e-10,2.118188608973685e-11,1.436627319563568e-12,2.83962694398068e-09,1.2665589886389437e-12,9.116660361861852e-13,4.0360712005497416e-12,2.775262129838864e-13,7.234360000930693e-20,1.0657774467451997e-19,2.4248177695165777e-22,1.9998849461907335e-11,1.0260407025744245e-20,1.5173437198021906e-14,4.3135317860929085e-25,6.327026144030604e-13,3.308910476190295e-14,1.0318397025927356e-17,4.641963877800681e-21,3.246102335358553e-17,1.3796432057786482e-15,0.00018332182307029854,3.464584256350574e-18,3.5409255948430494e-29,1.9760994131565281e-19,2.8756097090610748e-21,8.767916534523173e-21,1.2213380092462147e-18,2.24443731858008e-24,1.6854345589360508e-29,9.035465246966053e-28,2.0231085036671108e-29,6.575573391767443e-33,2.7049211542595247e-32,2.0615879227810035e-20,3.130263258382277e-27,1.0563523966877937e-22,1.539829407417509e-23,1.7080287178646394e-25,4.504154790055003e-26,1.5355418888307991e-25,3.211905888387806e-20,1.3216299536345982e-28,8.450134327958337e-28,3.0849832630820924e-21,3.744704759777371e-27,9.76986744764867e-37,7.11985018224081e-24,5.344702448814039e-28
