Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097)
8.474720068536446e-08,0.08378121482786417,3.76,0.0,0.5023475085097113,0.9972211535877028,0.00020249731909219017,0.0,3.310968603513939e-05,0.002395642854894247,0.0008080282600799695,0.001348126466939008,1.4169455450964527e-08,3.035879557720504e-10,0.0002372744957036725,0.0003941945857357302,0.0005348881774215684,0.0006015203307971486,0.00011187527976123903,2.8447750019229324e-05,9.270500847333609e-05,4.679961774785147e-06,2.009929044006834e-05,4.0322520603942986e-06,3.173623360335401e-07,8.702676664772862e-10,6.3544697505457345e-06,1.4622714689163215e-07,3.63486582632368e-08,1.012105347282472e-12,1.2172443485384645e-06,8.954471472321658e-07,3.823715100307348e-08,6.850655929520194e-09,1.107202101509453e-08,2.129241011025611e-05,0.0014908034474212905,2.464734867835949e-10,1.9872004363310487e-14,5.964322365712144e-08,2.165147885225846e-09,4.386156542880542e-08
8.609420054290496e-08,0.08378195079426855,3.76,0.0,0.5022735640994038,0.9971884628323107,0.00021008741792987736,0.0,3.3661795297048833e-05,0.002443827323286755,0.0008119013744219739,0.0013914846485031272,1.4281945344002755e-08,3.051424411318731e-10,0.00023920940495114826,0.0003985421017309202,0.0005506022165204827,0.00062136348994148,0.00011463116951027606,2.8777689895782035e-05,9.4668312518575e-05,4.835801305339241e-06,2.113682134578876e-05,4.291595354394213e-06,3.4467255820736054e-07,9.314705862388574e-10,6.485395375944876e-06,1.5803487093151652e-07,3.7518672695822916e-08,1.0834156917347602e-12,1.2733927587630693e-06,9.309307084199099e-07,4.042580454509039e-08,7.31225014976485e-09,1.1398871656816418e-08,2.2080634600701478e-05,0.001490754591722125,2.535530411779627e-10,2.1576728172538408e-14,6.234965447511645e-08,2.280857784758434e-09,4.670878981857491e-08
8.744120040044546e-08,0.08378268989984244,3.76,0.0,0.502199112367886,0.9971555737311248,0.00021780132977966318,0.0,3.4208404238524966e-05,0.002492232163064109,0.0008156445641486934,0.001435300717040556,1.439090940123473e-08,3.066448591764524e-10,0.00024109095945517312,0.00040277696616563375,0.0005664379360876343,0.0006414320116489373,0.00011740068548366836,2.909913466195619e-05,9.661741821989157e-05,4.99338240117279e-06,2.220769277721751e-05,4.561560807840708e-06,3.7374624294264946e-07,9.96166888368672e-10,6.618552827262402e-06,1.7055295596626975e-07,3.870099004607083e-08,1.1587997019898998e-12,1.331581077865444e-06,9.67173169172778e-07,4.271404892733645e-08,7.794310008054196e-09,1.1730866585405275e-08,2.288006266031116e-05,0.0014907054391041625,2.6074454515626093e-10,2.3392868446543e-14,6.511150728795367e-08,2.4001936117403226e-09,4.967654114472928e-08
8.878820025798596e-08,0.08378343206808898,3.76,0.0,0.5021241641826073,0.9971224913937365,0.00022563776318557048,0.0,3.474953190112189e-05,0.002540851852985489,0.0008192618394876457,0.001479563051359912,1.4496441519091945e-08,3.0809678095694455e-10,0.00024292072856528236,0.0004069006625698924,0.0005823916627831219,0.0006617205772414793,0.00012018324729677846,2.9412188094065513e-05,9.855187671504869e-05,5.152661075742496e-06,2.3312263449101252e-05,4.842289520810193e-06,4.0465756830514557e-07,1.0645227046725224e-09,6.754023877005698e-06,1.8380876876297581e-07,3.989529296329657e-08,1.2384511281236847e-12,1.3918546433675872e-06,1.0041736611303898e-06,4.510533220992738e-08,8.297207193253463e-09,1.2068100441978648e-08,2.3690480386946312e-05,0.0014906559972181917,2.6805019791595896e-10,2.532530614903354e-14,6.792785511580346e-08,2.52317552606596e-09,5.276679490984025e-08
9.013520011552646e-08,0.08378417722338106,3.76,0.0,0.5020487302460365,0.9970892207735292,0.00023359543194145834,0.0,3.5285202310661745e-05,0.002589680942504206,0.0008227570903902328,0.0015242602058990668,1.4598633995437975e-08,3.0949973336857026e-10,0.00024470024622280103,0.00041091472569822354,0.0005984598289885646,0.000682223935323105,0.00012297829133051994,2.971695850023537e-05,0.00010047127945566527,5.313593967881563e-06,2.445088326798503e-05,5.133915684501809e-06,4.3748192539506937e-07,1.1367106985243724e-09,6.8918910391882686e-06,1.978300504187653e-07,4.110126890382745e-08,1.3225713499395367e-12,1.4542584709394412e-06,1.0419311099936798e-06,4.7603172752008564e-08,8.821303781935518e-09,1.2410672735347927e-08,2.4511676577661968e-05,0.0014906062734812093,2.75472299888327e-10,2.737901499968989e-14,7.079775534634095e-08,2.6498222299877437e-09,5.598146728656322e-08
9.148219997306696e-08,0.08378492529100519,3.76,0.0,0.501972821092792,0.997055766672134,0.00024167305619065307,0.0,3.581544406229201e-05,0.002638714054639267,0.0008261340899301806,0.0015693809136262079,1.4697577471354929e-08,3.108552001480979e-10,0.000246431010553317,0.0004148207355417851,0.0006146389706252038,0.0007029369042108762,0.00012578527034788698,3.0013558228262015e-05,0.00010237525633941516,5.476138356238525e-06,2.5623893451225565e-05,5.436566588724957e-06,4.7229588315458924e-07,1.2129101963253407e-09,7.032237520066106e-06,2.1264490408365944e-07,4.23186102106782e-08,1.4113695313436685e-12,1.5188372324369643e-06,1.08044424325751e-06,5.021115868959285e-08,9.366952145758449e-09,1.2758687820499632e-08,2.5343442876061546e-05,0.0014905562750830346,2.8301325212980514e-10,2.955905935219554e-14,7.372025229255702e-08,2.780151020887863e-09,5.9322414883495704e-08
9.282919983060745e-08,0.08378567619720029,3.76,0.0,0.5018964470872649,0.9970221337437928,0.0002498693634330033,0.0,3.6340289933590294e-05,0.002687945888527138,0.0008293964976197856,0.0016149140884340035,1.4793360883614983e-08,3.121646228692486e-10,0.00024811448362144483,0.00041862031171808366,0.0006309257249280521,0.0007238543740888669,0.00012860365310726787,3.0302103204064783e-05,0.00010426347389404556,5.640252171558579e-06,2.6831626648928523e-05,5.75036264263163e-06,5.091771530124906e-07,1.2933073132213742e-09,7.175147169531165e-06,2.2828178273476276e-07,4.3547014179290224e-08,1.5050627679445063e-12,1.5856352356323231e-06,1.1197115977406122e-06,5.2932947383201e-08,9.934494880689484e-09,1.311225487354751e-08,2.618557390074509e-05,0.0014905060089927058,2.906755556441321e-10,3.1870592035367886e-14,7.669437961584933e-08,2.9141778433805443e-09,6.27914346349981e-08
9.417619968814795e-08,0.08378642986919295,3.76,0.0,0.5018196184216933,0.996988326499631,0.00025818308944560245,0.0,3.685977652379638e-05,0.002737371221673678,0.0008325478626450152,0.0016608488270655126,1.4886071426762887e-08,3.134294019343376e-10,0.00024975209132894723,0.00042231510821837343,0.0006473168281877342,0.0007449713089025198,0.00013143292397413677,3.0582712499133884e-05,0.00010613563351439302,5.80589400696947e-06,2.8074407068423527e-05,6.075417407843089e-06,5.482045534345081e-07,1.3780950729191057e-09,7.320704433219273e-06,2.447694770193012e-07,4.478618311044079e-08,1.603876227683075e-12,1.654696405571736e-06,1.1597315269135832e-06,5.5772264837630216e-08,1.052426475684778e-08,1.347148786326503e-08,2.7037867356290644e-05,0.001490455481965042,2.984618106376105e-10,3.4318852163627123e-14,7.971916261649393e-08,3.0519173406456617e-09,6.63902638074044e-08
9.552319954568845e-08,0.08378718623522832,3.76,0.0,0.5017423451146588,0.996954349311834,0.0002666129791229814,0.0,3.737394391739245e-05,0.002786984911925088,0.0008355916270205687,0.001707174410607777,1.4975794523835047e-08,3.1465089755988323e-10,0.000251345223439158,0.0004259068084938129,0.0006638091134703763,0.0007662827480099392,0.00013427258253252675,3.0855507925454675e-05,0.00010799146975319818,5.973023126422843e-06,2.9352550600917696e-05,6.411837643139866e-06,5.894579744435678e-07,1.4674735214629277e-09,7.468994305384336e-06,2.62137103182673e-07,4.603582435127963e-08,1.7080432843304642e-12,1.726064267496595e-06,1.2005022080262194e-06,5.873290509609195e-08,1.1136584687764244e-08,1.3836505519310463e-08,2.7900124128118836e-05,0.0014904047005469027,3.0637471570991593e-10,3.690916292280681e-14,8.279362039402998e-08,3.193382904908293e-09,7.012058011423103e-08
9.687019940322895e-08,0.08378794522459745,3.76,0.0,0.5016646370099652,0.9969202064177299,0.0002751577872421829,0.0,3.78828353703815e-05,0.0028367818991757916,0.0008385311286660504,0.0017538803055866096,1.506261380482852e-08,3.1583043075414003e-10,0.0002528952337123101,0.0004293971208623863,0.0006803995083247491,0.0007877838076057461,0.00013712214319751498,3.112061365646233e-05,0.00010983074866619684,6.141599471431602e-06,3.0666364949992977e-05,6.759723359905191e-06,6.330183421701261e-07,1.5616498348589002e-09,7.620102282585617e-06,2.8041409109641773e-07,4.729565032538815e-08,1.8178056437147307e-12,1.799781931263806e-06,1.2420216490359464e-06,6.181872961087454e-08,1.1771767717885837e-08,1.4207431297258753e-08,2.8772148362505927e-05,0.0014903536710831093,3.144170669830252e-10,3.964692933704125e-14,8.591676788045393e-08,3.338586726991061e-09,7.398400193319098e-08
9.821719926076945e-08,0.08378870676766136,3.76,0.0,0.5015865037758745,0.9968859019237778,0.00028381627915776455,0.0,3.838649701773086e-05,0.0028867572068301903,0.0008413696044044468,0.0018009561646938545,1.5146611092111625e-08,3.1696928428558216e-10,0.00025440344013785075,0.00043278777421945847,0.0006970850324848515,0.0008094696819322981,0.0001399811348298047,3.137815587264935e-05,0.00011165326621168671,6.3115836662345965e-06,3.201614976163524e-05,7.119167887534597e-06,6.789675834888668e-07,1.6608384204527228e-09,7.774114318229879e-06,2.996301723998069e-07,4.856537855276477e-08,1.9334134625645067e-12,1.8758920772018122e-06,1.2842876953394852e-06,6.503366659260351e-08,1.2430117027182686e-08,1.4584393340556167e-08,2.9653747532931323e-05,0.00149030239972256,3.2259175717073584e-10,4.25376360221993e-14,8.908761774941604e-08,3.487539844877141e-09,7.798208861803201e-08
9.956419911830995e-08,0.08378947079587155,3.76,0.0,0.5015079549046689,0.9968514398094581,0.00029258723143144836,0.0,3.888497760055568e-05,0.0029369059430343915,0.0008441101928841455,0.0018483918271763199,1.5227866392039822e-08,3.1806870364088894e-10,0.00025587112525117783,0.00043608051403565837,0.0007138627955751926,0.0008313356442922813,0.0001428491003533499,3.162826243051343e-05,0.00011345884670452723,6.482937021511076e-06,3.340219675550433e-05,7.490257948048536e-06,7.273885907942242e-07,1.7652610119896966e-09,7.931116778005722e-06,3.198153687676155e-07,4.984473166053332e-08,2.055125459882152e-12,1.954436943339512e-06,1.327298036310263e-06,6.838171034008899e-08,1.31119259517481e-08,1.496752443951509e-08,3.054473249386964e-05,0.0014902508924241396,3.309017745912077e-10,4.558684493106277e-14,9.230518220486158e-08,3.6402521912319256e-09,8.211634089843919e-08
9.999999999999998e-08,0.08379100603908249,3.76,0.0,0.5014824541974936,0.9968402570232731,0.00029544881380458,0.0,3.904515237374866e-05,0.0029531671201194574,0.0008449764168932502,0.0018638142752776627,1.5253581227330776e-08,3.1841616217125903e-10,0.00025633750402126687,0.00043712515643046137,0.0007193102618075853,0.0008384478216103546,0.00014377883350014776,3.170760991210227e-05,0.00011403936252834131,6.538662560570868e-06,3.385844192691706e-05,7.6128252151871975e-06,7.435975464739329e-07,1.8002037327168657e-09,7.982567121909918e-06,3.2655848440893844e-07,5.0260661924990614e-08,2.095854512302123e-12,1.9803771413222864e-06,1.3413723170026165e-06,6.9494088033054e-08,1.3337584739969682e-08,1.5092824033236516e-08,3.083497548366443e-05,0.0014902341784850145,3.336198344103519e-10,4.660823785853043e-14,9.335601333545934e-08,3.690466266927007e-09,8.348330852254384e-08
1.0225819883339093e-07,0.08379100603908249,3.76,0.0,0.5013496473402844,0.9967820580251872,0.0003104616825495438,0.0,3.986660210145288e-05,0.0030377045627879877,0.000849309788611176,0.0019443028514983724,1.538246197519919e-08,3.201540409905788e-10,0.00025868988697197665,0.0004423792963189693,0.0007476839128346144,0.0008755893259871015,0.0001486101928314632,3.210668659619559e-05,0.00011701862681216605,6.829599898393602e-06,3.628420533288026e-05,8.267689046303136e-06,8.319820910211906e-07,1.9907322905490625e-09,8.25444023570581e-06,3.632145745016434e-07,5.243122854693143e-08,2.3179402747894275e-12,2.1189975126217686e-06,1.415541617045885e-06,7.549342158900888e-08,1.454704701680658e-08,1.5752847927396257e-08,3.235412032539039e-05,0.001490147192931716,3.479402159927147e-10,5.218339039594197e-14,9.887651098504547e-08,3.956989048252117e-09,9.07990551954464e-08
1.0468279857696382e-07,0.08379239559238649,3.76,0.0,0.5012058406779939,0.9967191128121116,0.00032692127778253074,0.0,4.073287861960961e-05,0.00312896913777477,0.0008536842262120664,0.0020317551844570504,1.5512985848664928e-08,3.21907744269337e-10,0.00026110034522276206,0.0004477310597089811,0.0007784111392861922,0.0009159877665777286,0.00015382155604645983,3.251314489703038e-05,0.00012016327075304415,7.145904997225063e-06,3.900479865003427e-05,9.007942579527271e-06,9.354197923759005e-07,2.2139341723585816e-09,8.556531938908224e-06,4.058949423216694e-07,5.478931470330046e-08,2.5781241787277334e-12,2.27584306686404e-06,1.4974801729639196e-06,8.239058612932078e-08,1.5921630583161303e-08,1.6482162920728556e-08,3.401284175677829e-05,0.0014900531125646439,3.6376953066293723e-10,5.871966013180962e-14,1.0494060821909219e-07,4.2549874115952086e-09,9.90930580728132e-08
1.071073983205367e-07,0.08379379218301554,3.76,0.0,0.5010608269456046,0.9966557133854398,0.0003437267841976574,0.0,4.158322049047412e-05,0.0032207235033216144,0.0008577861273729655,0.0021202237662163764,1.5635787126320475e-08,3.2355144520145845e-10,0.00026339788725785574,0.0004527931185498513,0.0008093961375509722,0.000956899866075097,0.00015905548951215305,3.289754618731637e-05,0.00012325145044923502,7.466075980644326e-06,4.184707002574778e-05,9.786983920474463e-06,1.0481956110333208e-06,2.4578861845303384e-09,8.8696701101262e-06,4.52194186921381e-07,5.7174504625870595e-08,2.8625107288440845e-12,2.4412127040288317e-06,1.581787828525472e-06,8.978408227235774e-08,1.7376340479199006e-08,1.7233738276909215e-08,3.5699189483691505e-05,0.00148995835232592,3.8008803399522305e-10,6.585927303878957e-14,1.1114084196375885e-07,4.565274416905933e-09,1.0784895591547965e-07
1.0953199806410959e-07,0.08379519545207009,3.76,0.0,0.5009146551795769,0.9965918788404051,0.00036087153457140366,0.0,4.2417976405977674e-05,0.003312942284927851,0.000861630605144762,0.002209656034249163,1.575126738029552e-08,3.2509118087843985e-10,0.0002655887746987204,0.0004575758166115005,0.0008406250046425072,0.000998300988714485,0.00016430978739304293,3.3260660603684856e-05,0.00012628298237954752,7.789912084312044e-06,4.481245170434188e-05,1.060509250539797e-05,1.1708233342268128e-06,2.7241565800071765e-09,9.194367818677062e-06,5.022963906903651e-07,5.9585363955203714e-08,3.1729302858013443e-12,2.615335529757213e-06,1.6684462598572712e-06,9.76995005637878e-08,1.8912539200465578e-08,1.8008510068315145e-08,3.741218599478401e-05,0.001489862940808367,3.969164619804363e-10,7.363716656191065e-14,1.174716293553516e-07,4.887873878089546e-09,1.170734607090344e-07
1.1195659780768248e-07,0.08379660505334256,3.76,0.0,0.5007673726212988,0.9965276272169856,0.0003783490112538485,0.0,4.323750619577842e-05,0.0034056010315566152,0.0008652319499649339,0.00230000132508726,1.5859809961688753e-08,3.2653266867179755e-10,0.000267678940853928,0.00046208943629124976,0.0008720846049451902,0.0010401673539371936,0.0001695823627711811,3.360325629180727e-05,0.000129257875696911,8.11721965646264e-06,4.790230335697735e-05,1.1462486782932102e-05,1.3038241714328557e-06,3.014395880934593e-09,9.531139246197305e-06,5.563877996493517e-07,6.202051031689056e-08,3.511309346910909e-12,2.798435397884822e-06,1.7574359627324068e-06,1.0616306708650431e-07,2.053149197142128e-08,1.8807458980309543e-08,3.91508902386153e-05,0.0014897669050251122,4.1427645845268777e-10,8.20889122703384e-14,1.2392748767660795e-07,5.222801400811289e-09,1.2677272469264488e-07
1.1438119755125537e-07,0.08379802065238885,3.76,0.0,0.50061902474522,0.9964629755577983,0.0003961528501708614,0.0,4.4042178071350427e-05,0.003498676211278502,0.0008686036730559178,0.002391210843936437,1.596178044000504e-08,3.278813218233355e-10,0.0002696740035381353,0.00046634415997845707,0.000903762531280468,0.0010824760317121934,0.00017487124142446142,3.392609616180388e-05,0.00013217631167033626,8.447812064607865e-06,5.1117914579893717e-05,1.2359326613253912e-05,1.447726146370046e-06,3.3303376001130532e-09,9.880499015057686e-06,6.146566307355821e-07,6.447861248776286e-08,3.879671378589034e-12,2.9907308515341112e-06,1.8487363460376749e-06,1.1520162895954931e-07,2.2234368982575577e-08,1.9631609136532898e-08,4.091439725864079e-05,0.0014896702704958952,4.3219054891680425e-10,9.125067552980364e-14,1.305030510962418e-07,5.570065083708675e-09,1.36952357792293e-07
1.1680579729482825e-07,0.08379944192712196,3.76,0.0,0.5004696552913299,0.9963979399630422,0.00041427684373880396,0.0,4.4832366206881185e-05,0.003592145203231412,0.0008717585476712339,0.0024832376297860338,1.6057527098219815e-08,3.291422644506599e-10,0.0002715792782520926,0.0004703500369057943,0.0009356470673439523,0.0011252049346879439,0.00018017455586053014,3.422993509183408e-05,0.00013503862469407235,8.781509582270353e-06,5.4460507365837505e-05,1.3295715766535498e-05,1.6030635058796137e-06,3.6737987540019084e-09,1.0242961553342826e-05,6.772928859754885e-07,6.695838943826226e-08,4.280137402324104e-12,3.192435091627245e-06,1.9423258198170537e-06,1.2484263971945178e-07,2.4022247889134966e-08,2.0482026864088385e-08,4.2701837664364796e-05,0.001489573061328756,4.5068211328499077e-10,1.0115917608797015e-13,1.3719308470124467e-07,5.929666179695968e-09,1.476174461655641e-07
1.1923039703840114e-07,0.0838008685673285,3.76,0.0,0.5003193063011889,0.9963325356426589,0.00043271494283656496,0.0,4.56084486150292e-05,0.0036859862864547484,0.0008747086483159864,0.0025760365168369472,1.6147381469653053e-08,3.303203459747508e-10,0.0002733997915327533,0.00047411695484851613,0.0009677271515359991,0.0011683328076522387,0.00018549053960258046,3.451551752792376e-05,0.0001378452847489404,9.118139259243619e-06,5.793123854272267e-05,1.427170449038512e-05,1.7703761464230143e-06,4.0466801763165936e-09,1.061904049529317e-05,7.444881735935733e-07,6.945860927394893e-08,4.714926343900306e-12,3.403755969306699e-06,2.038181878253128e-06,1.3511414464838442e-07,2.5896116505709923e-08,2.135981940658628e-08,4.4512376974313924e-05,0.0014894753002990578,4.697753576796776e-10,1.118516498185164e-13,1.4399249607200136e-07,6.301599718296961e-09,1.5877257160166182e-07
1.2165499678197404e-07,0.08380230027470058,3.76,0.0,0.5001680181570257,0.9962667769657476,0.0004514612579142255,0.0,4.6370805295652534e-05,0.003780178625921786,0.0008774653879731451,0.002669564092758623,1.6231658907335744e-08,3.314201549607612e-10,0.00027514029434049284,0.000477654616346272,0.000999992342246021,0.0012118392145793239,0.00019081752173333332,3.478357545330424e-05,0.0001405968812787789,9.457534777523532e-06,6.15312021736295e-05,1.5287292127744434e-05,1.9502090591854552e-06,4.450966635537067e-09,1.1009248117714058e-05,8.164355362882871e-07,7.197808809018943e-08,5.1863551503359845e-12,3.6248960005414786e-06,2.1362811776857837e-06,1.4604476610012825e-07,2.785687564172675e-08,2.2266133589605217e-08,4.634521484639561e-05,0.0014893770089233287,4.894952853971114e-10,1.2336581174951958e-13,1.5089634457338083e-07,6.685855089514964e-09,1.704218316107849e-07
1.2407959652554694e-07,0.08380373676258081,3.76,0.0,0.5000158296231412,0.9962006775073828,0.000470510059376158,0.0,4.7119816617793054e-05,0.0038747022563007873,0.0008800395534552115,0.0027637786545616134,1.6310659172393373e-08,3.3244603237950675e-10,0.00027680527530235413,0.00048097251884282637,0.0010324327846142096,0.0012557045237217449,0.00019615392169496917,3.503482667823035e-05,0.00014329410837712623,9.799536296241942e-06,6.526143191223978e-05,1.6342429759319298e-05,2.1431117943185e-06,4.888726767424577e-09,1.1414094811474257e-05,8.933292866495963e-07,7.451568876130856e-08,5.696838688214673e-12,3.8560523998258224e-06,2.2365996099986074e-06,1.5766368888772167e-07,2.990534203493609e-08,2.3202154446306892e-08,4.819958422438961e-05,0.0014892782075284492,5.098676671861168e-10,1.357398204732151e-13,1.5789984863555215e-07,7.082416590912804e-09,1.8256885996085482e-07
1.2650419626911984e-07,0.08380517775578031,3.76,0.0,0.49986277788905537,0.9961342500929504,0.0004898557773403084,0.0,4.78558619062781e-05,0.00396953806384702,0.0008824413389673984,0.0028586401626768576,1.6384667031943486e-08,3.3340208429176593e-10,0.0002783989736892876,0.00048407993829210444,0.0010650391787821883,0.0012999098910932642,0.00020149824434257164,3.526997341389127e-05,0.00014593775120277184,1.014399028808276e-05,6.912290330884517e-05,1.743702284958841e-05,2.349637944843571e-06,5.362112831485058e-09,1.1834088587509992e-05,9.753648497179355e-07,7.707031968065074e-08,6.2488894331598844e-12,4.097417130509633e-06,2.339112371616771e-06,1.7000064578519697e-07,3.2042251368835104e-08,2.416910380957653e-08,5.007475042050601e-05,0.0014891789153189982,5.30919010968378e-10,1.490122439576785e-13,1.649983912515984e-07,7.49126393955108e-09,1.9521684747410432e-07
1.2892879601269274e-07,0.08380662299032493,3.76,0.0,0.499708898613942,0.996067506840119,0.000509493000857497,0.0,4.857931820953974e-05,0.004064667766762656,0.0008846803779670828,0.002954110193713813,1.6453952859939758e-08,3.342921939711663e-10,0.0002799253920530595,0.00048698591584017014,0.00109780274961361,0.0013444372426320095,0.000206849075244353,3.5489701098816405e-05,0.00014852867354099046,1.049074936917101e-05,7.311653606350483e-05,1.8570933878702092e-05,2.5703446504719034e-06,5.873360300739203e-09,1.2269734616431385e-05,1.0627386126291774e-06,7.964093346467868e-08,6.845116961609686e-12,4.3491769695182965e-06,2.4437940283599985e-06,1.8308590318561067e-07,3.426826135173942e-08,2.5168238876673814e-08,5.197001015119048e-05,0.0014890791504402884,5.526765311186786e-10,1.632220268185485e-13,1.7218752388725467e-07,7.912372750280787e-09,2.0836856292724372e-07
1.3135339575626564e-07,0.08380807221320505,3.76,0.0,0.4995542259720211,0.9960004591985508,0.0005294164766534271,0.0,4.929055923151547e-05,0.0041600738942823385,0.0008867657733875986,0.003050151892248679,1.6518773236709665e-08,3.3512003347924693e-10,0.0002813883084825775,0.0004896992472828351,0.0011307152178568177,0.0013892692552645728,0.0002122050762215486,3.5694677453295976e-05,0.00015106780644073733,1.0839672123921553e-05,7.724319622379202e-05,1.9743984946347085e-05,2.8057921214888964e-06,6.424787293321528e-09,1.272153480088329e-05,1.1556477812973983e-06,8.222652563039773e-08,7.488227255769721e-12,4.611513584625296e-06,2.550618576348061e-06,1.9695024694841767e-07,3.658395482838685e-08,2.620085075151048e-08,5.388469053818943e-05,0.0014889789300365612,5.751681174067848e-10,1.7840845909809078e-13,1.7946296896715973e-07,8.345714981767051e-09,2.2202637393520353e-07
1.3377799549983854e-07,0.08380952518209929,3.76,0.0,0.4993987926985899,0.995933117987448,0.0005496211074541784,0.0,4.9989954410865794e-05,0.004255739764730541,0.0008887061262979476,0.003146729921973698,1.6579371543239745e-08,3.358890747022324e-10,0.0002827912884446511,0.0004922284750053627,0.0011637687727159283,0.0014343893370823368,0.00021756498112015661,3.588555173788006e-05,0.00015355613785756657,1.1190622926256367e-05,8.150369832500937e-05,2.0955960335312068e-05,3.056543182691573e-06,7.018793855271801e-09,1.318998737966991e-05,1.2542902440387335e-06,8.482613325531888e-08,8.18102183231871e-12,4.884603622530742e-06,2.6595594991614183e-06,2.116249684659058e-07,3.898984289694704e-08,2.7268262969588047e-08,5.5818148085962275e-05,0.0014888782703081067,5.984223036986241e-10,1.9461114657661996e-13,1.8682062109823994e-07,8.791259351735881e-09,2.3619226770732102e-07
1.3620259524341144e-07,0.08381098166508931,3.76,0.0,0.4992426301363929,0.9958654934310442,0.0005701019499544582,0.0,5.067786813108981e-05,0.004351649462787155,0.0008905095630714536,0.003243810416524505,1.6635978546407822e-08,3.366025998673563e-10,0.0002841376961762821,0.0004945818821181006,0.0011969560457947709,0.0014797816068334664,0.00022292759180659796,3.606295419273184e-05,0.000155994703233093,1.1543471758537492e-05,8.589880747102438e-05,2.2206609023656237e-05,3.3231628372728932e-06,7.657861104331988e-09,1.3675586562582309e-05,1.3588644420050382e-06,8.743883362895491e-08,8.926396706134852e-12,5.168618806070462e-06,2.7705898214596844e-06,2.2714185097607354e-07,4.148636801436199e-08,2.837183001052011e-08,5.776976764551164e-05,0.001488777186565056,6.224682365128515e-10,2.1186998260945412e-13,1.9425654718873028e-07,9.248971723095e-09,2.5086787157287096e-07
1.3862719498698434e-07,0.08381244144036154,3.76,0.0,0.49908576828205503,0.9957975951921467,0.000590854212483701,0.0,5.135465904626858e-05,0.004447787816179176,0.0008921837611367394,0.0033413609302720476,1.668881297194807e-08,3.3726371155849106e-10,0.00028543070560440735,0.0004967674885181742,0.0012302700863723493,0.001525430872918281,0.00022829177437867255,3.622749563596329e-05,0.00015838457694261824,1.1898094029434213e-05,9.042924135431918e-05,2.3495647135812898e-05,3.6062178504414817e-06,8.344550244811195e-09,1.4178822194779715e-05,1.4695692462667227e-06,9.006374290336204e-08,9.727341201747327e-12,5.46372603898121e-06,2.8836821592597975e-06,2.43533156145921e-07,4.407390707695168e-08,2.951293580288444e-08,5.9738961373693086e-05,0.0014886756932760122,6.473356435262707e-10,2.302251214782311e-13,2.0176698561157913e-07,9.718815462583473e-09,2.6605447318414534e-07
1.4105179473055724e-07,0.08381390429590209,3.76,0.0,0.49892823583235346,0.9957294324038216,0.0006118732524169252,0.0,5.202067950951415e-05,0.004544140371983837,0.0008937359733800328,0.003439350389314745,1.6738082062908337e-08,3.378753422431088e-10,0.0002866733107829123,0.000498793048641563,0.0012637043379630267,0.0015713226120475643,0.00023365645558267483,3.637976720180069e-05,0.00016072686454667175,1.2254370391730695e-05,9.509567221436537e-05,2.482276032471799e-05,3.9062763524844986e-06,9.081501463321997e-09,1.4700179449536578e-05,1.5866038413739335e-06,9.270001474915915e-08,1.058693662405163e-11,5.770087516810953e-06,2.998808767063193e-06,2.6083161094443565e-07,4.6752774462277756e-08,3.069299222578341e-08,6.17251676953324e-05,0.001488573804116163,6.730548021117956e-10,2.497169532437299e-13,2.093483445443841e-07,1.0200751773510873e-08,2.8175304032209773e-07
1.4347639447413014e-07,0.08381537002918626,3.76,0.0,0.49877006023014847,0.9956610136993267,0.0006331545733700462,0.0,5.267627509322157e-05,0.004640693372698945,0.0008951730512635334,0.003537749042861609,1.678398212214039e-08,3.3844026332995214e-10,0.00028786833584748935,0.0005006660507010346,0.0012972526161111047,0.0016174429476979325,0.0002390206194273009,3.6520340201911566e-05,0.0001630226957866792,1.2612186560894617e-05,9.989872873388702e-05,2.6187606078749354e-05,4.2239074609069045e-06,9.871432714918062e-09,1.524013854814151e-05,1.7101676152146798e-06,9.534683902265454e-08,1.1508354798976627e-11,6.08786084272497e-06,3.115941582008409e-06,2.790703948201604e-07,4.952322501827163e-08,3.191343761111788e-08,6.372785027395118e-05,0.0014884715320133274,6.996565079854306e-10,2.703860800780032e-13,2.169971996024332e-07,1.0694740004063201e-08,2.9796424024464866e-07
