Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47)
6.623715853874577e-05,0.9883159996959476,0.05979614122255991,0.056612938018952404,0.04156604623435745,0.040583965666847105,0.0,0.0,0.00017564838770317762,4.486935781877315e-06,0.21680996648315293,0.2220719022817339,1.4302588371955831e-05,1.6426521267891813e-07,1.2052954830017409e-07,2.093877756538989e-07,1.0760982061021897e-06,2.2936139292033296e-05,1.7996190522670828e-09,8.395788481658107e-11,1.45333599148315e-08,1.0611291941839628e-11,1.71929837529058e-08,6.889364331236948e-08,5.390419451058711e-10,6.213003602437109e-09,3.443500366890091e-11,6.385382476506127e-10,3.543503371515002e-13,3.2790942770041283e-13,3.818916339388152e-08,6.574108676995755e-13,6.218851515830026e-12,3.737071760437478e-10,3.76,0.0,7.745877203560018e-07,0.33398707793049276,0.2626298456469978,2.628882433477088e-06,3.33351833792998e-06,0.8958138046248091,1.1461447433108336e-05,7.06665543783328e-14,1.2582334558401406e-14,1.1455873179901056e-06,0.00038771097934186275,5.398197720005377e-10,0.30587618580807796,0.01563612894689906,8.546308289380786e-09,4.956643826869862e-07,0.03994043659993377,4.629427942029535e-06,8.242589497221289e-11,8.333458315929322e-05,7.922842059776853e-12,1.8526898639438016e-06,7.363421649924649e-08,3.863405258330177e-05,1.4025762080054868e-08,3.0373030894288456e-07,4.581634458541345e-08,9.525853585790602e-05,3.347484088510105e-12,0.000853657213999772,1.727436798583409e-12,1.0300595527942459e-07,8.096749554714042e-08,4.068288863385146e-05,5.675344763976556e-07,2.514607712663096e-07,0.00011376899677361395,1.696796454056907e-05,9.619552732292615e-06,6.701053399345882e-06,5.731343365422509e-05,8.815696223139036e-10,2.520980816240662e-05,1.3182127766270576e-09,0.0021188386461334515,4.673040379545709e-09,1.7744972256035434e-08,2.444122244198706e-08,3.281693871086919e-09,1.739537327094256e-13,1.234640450367075e-05,2.343183970731021e-08
6.626491310941153e-05,0.988309134139475,0.05992091434430928,0.05682083094073487,0.04170028270665508,0.04044634614318591,0.0,0.0,0.00017533010805177281,4.5079948372143126e-06,0.21678320181495017,0.22212565736853612,1.3913152869666928e-05,1.6361695860170701e-07,1.1729284544115313e-07,2.0334533288222514e-07,1.0406215604097921e-06,2.2155673998503267e-05,1.7345861008844741e-09,8.098875625956296e-11,1.3976773565725451e-08,1.0114958860349446e-11,1.6689423677181243e-08,6.666090393898401e-08,5.225191667042648e-10,5.963418851647484e-09,3.274844096895929e-11,6.027563563637017e-10,3.300944394868992e-13,3.0951838858382633e-13,3.708663711019328e-08,6.326408677856977e-13,5.943661898965472e-12,3.5848769110249167e-10,3.76,0.0,7.336117079122214e-07,0.33357856628062155,0.2626252344846807,2.5407736262005415e-06,3.2935149259492734e-06,0.8958474560664086,1.1121859710939883e-05,6.99394530028912e-14,1.2426969827628896e-14,1.1333492799824932e-06,0.0003893680455326415,5.231764620953742e-10,0.30627182339054254,0.015625869936884546,8.25380876946432e-09,4.868388020243698e-07,0.039537762808798865,4.40969972775368e-06,7.934610681164217e-11,8.01774135227994e-05,7.772331747768856e-12,1.8322110093233159e-06,7.281917715709746e-08,3.8186240848228944e-05,1.3385128045047184e-08,2.8983172764769265e-07,4.372156210609901e-08,9.24907250600093e-05,3.1970119064349755e-12,0.0008526129714225369,1.651476450560535e-12,1.0139590038723638e-07,7.877901049376207e-08,3.907470897001114e-05,5.396349247518025e-07,2.4465692782621356e-07,0.00011122329264350969,1.6589737356038894e-05,9.39363096611299e-06,6.72321901775432e-06,5.688249121649887e-05,8.598262402619938e-10,2.4922768092992726e-05,1.3016259914264212e-09,0.0021296779263099033,4.693801921999726e-09,1.77330235341843e-08,2.3928012538458588e-08,3.280677896819885e-09,1.7009395359579923e-13,1.2103584703934132e-05,2.3287670263394064e-08
6.629266768007729e-05,0.9883022159880435,0.06004411303387176,0.057027080902329164,0.04183336956527958,0.04031061806279673,0.0,0.0,0.00017501601830678383,4.528968289390676e-06,0.21675593953243505,0.22217954990723185,1.3533649930750539e-05,1.629822001326314e-07,1.1413409050901449e-07,1.9746700050642856e-07,1.0062408296642688e-06,2.140007843744945e-05,1.6716860212807274e-09,7.810858285268572e-11,1.3439305807147992e-08,9.640297212988373e-12,1.6199291831560294e-08,6.449460387246408e-08,5.064451117222632e-10,5.723454551901323e-09,3.114018106207744e-11,5.688774024606163e-10,3.074674054097937e-13,2.9210635496069636e-13,3.6013042099285106e-08,6.0871869753465e-13,5.679899693436764e-12,3.4383621606437813e-10,3.76,0.0,6.95029395175669e-07,0.3331732604061962,0.2626198879390128,2.4553546896440297e-06,3.254616496906548e-06,0.8958809288506454,1.0794313176756628e-05,6.922537165333078e-14,1.2275561221735287e-14,1.1212783896204993e-06,0.0003910135486804114,5.071431772876816e-10,0.30666457342659154,0.015615567034859123,7.97419418910348e-09,4.781279722797513e-07,0.03913779733163933,4.200488144761679e-06,7.639766174406476e-11,7.713987547499368e-05,7.624066838127938e-12,1.8119207224120662e-06,7.201165210595836e-08,3.774286477154937e-05,1.2773397969487488e-08,2.7655446000887246e-07,4.172138811853868e-08,8.979998709275459e-05,3.053245896655856e-12,0.0008515769225264821,1.578821108046647e-12,9.980389857421753e-08,7.664448394739398e-08,3.752486275844912e-05,5.131171338414668e-07,2.380210849047576e-07,0.00010872342059885712,1.62182660398756e-05,9.172137899505257e-06,6.745183437026757e-06,5.6468744727284936e-05,8.38545702259574e-10,2.4638425423611964e-05,1.2852285264973756e-09,0.0021405425602608478,4.714430840457011e-09,1.7721105327166344e-08,2.342547876024137e-08,3.2797780231961505e-09,1.6632047146099718e-13,1.186480207035183e-05,2.3144020327151218e-08
6.632042225074305e-05,0.9882952465359737,0.060165745117288255,0.05723167843087352,0.041965305261213066,0.04017676746863559,0.0,0.0,0.00017470605366166165,4.549852989544677e-06,0.2167281903364173,0.22223357975893132,1.3163873697853019e-05,1.6236080660084032e-07,1.1105186578993174e-07,1.9174887590177502e-07,9.7292601719266e-07,2.0668665525574696e-05,1.6108606044887898e-09,7.53154977299385e-11,1.2920411767629891e-08,9.186466094586618e-12,1.572229628831104e-08,6.239306618386104e-08,4.908105125056745e-10,5.492770455582037e-09,2.960689901482722e-11,5.368074077085007e-10,2.863627085093752e-13,2.7562490037635344e-13,3.496777391511657e-08,5.85619897233058e-13,5.427137938738061e-12,3.2973435289562545e-10,3.76,0.0,6.587007297346557e-07,0.33277116022806885,0.26261382125507954,2.3725555797083697e-06,3.216793565200477e-06,0.8959142303419931,1.0478300750481745e-05,6.852403176701165e-14,1.2128002392311676e-14,1.1093722422811898e-06,0.0003926473392977231,4.916936178628128e-10,0.3070544275305529,0.015605220713922372,7.706790665592432e-09,4.695316692160989e-07,0.038740552215274615,4.001313621085024e-06,7.357481799274343e-11,7.421788251354405e-05,7.478033114565841e-12,1.791818474966483e-06,7.121161988630585e-08,3.730390138985398e-05,1.2189368325940257e-08,2.638730994272887e-07,3.9811878120045176e-08,8.718437160287075e-05,2.9159102514914737e-12,0.00085054906713592,1.509339403796689e-12,9.822995701431367e-08,7.456284282114067e-08,3.603151203896122e-05,4.87913497739287e-07,2.3154989301788816e-07,0.00010626897125575027,1.5853492280716054e-05,8.955021047164354e-06,6.766946327761254e-06,5.6071662875291366e-05,8.177211790324626e-10,2.4356769704053907e-05,1.269018903999102e-09,0.0021514321542304396,4.734925982237601e-09,1.7709218928136713e-08,2.293338207506392e-08,3.2789905214709313e-09,1.626312121811303e-13,1.163001154973897e-05,2.300090354115896e-08
6.634817682140882e-05,0.9882882270506297,0.06028581870475041,0.05743461460979472,0.04209608856691313,0.04004478006051343,0.0,0.0,0.000174400150388411,4.570645889071443e-06,0.21669996472449765,0.22228774674297866,1.2803620213940075e-05,1.6175263998511302e-07,1.0804475759538987e-07,1.861871217988229e-07,9.406477628932467e-07,1.9960761556651798e-05,1.5520526463542623e-09,7.260763407229225e-11,1.2419556620073062e-08,8.752650440999943e-12,1.525814839826842e-08,6.035464197391513e-08,4.756061532878866e-10,5.271036398608848e-09,2.81453900991647e-11,5.064565463923584e-10,2.666805419423292e-13,2.60027746267328e-13,3.395023308275408e-08,5.633204848912238e-13,5.184962723648685e-12,3.1616415305993837e-10,3.76,0.0,6.244934693098252e-07,0.3323722649719355,0.2626070496459634,2.29230754910449e-06,3.180017241216543e-06,0.895947367681363,1.0173338720825125e-05,6.783516001847628e-14,1.1984189370186679e-14,1.09762846321833e-06,0.000394269274517124,4.768027229328757e-10,0.30744137801536003,0.015594831448882076,7.450961221677265e-09,4.6104962913365364e-07,0.03834603874720507,3.811716247395459e-06,7.087206931305521e-11,7.140745708900254e-05,7.334215841588316e-12,1.7719037059279268e-06,7.041905774426016e-08,3.686932728306183e-05,1.1631877741286656e-08,2.517631022853335e-07,3.7989226067613435e-08,8.464196722755355e-05,2.784738667800921e-12,0.0008495294032979838,1.4429042176327561e-12,9.667407570855696e-08,7.253302301138107e-08,3.45928626782649e-05,4.6395959402761665e-07,2.2524003104360563e-07,0.0001038595229253624,1.549535588014646e-05,8.742227192358792e-06,6.788507421258623e-06,5.569072406246256e-05,7.973458188094983e-10,2.407779014506018e-05,1.2529956365504316e-09,0.0021623463150417326,4.755286244529526e-09,1.769736556165032e-08,2.2451489541217532e-08,3.2783117363460532e-09,1.5902415694579835e-13,1.1399167945323742e-05,2.2858333283006955e-08
6.637593139207458e-05,0.9882811587727434,0.06040434217892958,0.057635881074267606,0.04222571857083369,0.039914641210936436,0.0,0.0,0.00017409824582869472,4.5913440389892145e-06,0.21667127299285804,0.22234205063748821,1.2452687527148921e-05,1.6115755536614272e-07,1.0511135740741379e-07,1.807779665109674e-07,9.093773382045556e-07,1.927570622307657e-05,1.4952059590263535e-09,6.998312735718901e-11,1.193621566619185e-08,8.338060658065242e-12,1.4806562898348485e-08,5.8377710587931804e-08,4.608228771781688e-10,5.057932118045654e-09,2.6752566799808795e-11,4.7773899360697e-10,2.4832741518817087e-13,2.4527068257189486e-13,3.295982545582698e-08,5.417969580486899e-13,4.9529729606075535e-12,3.0310811409950335e-10,3.76,0.0,5.922827856406745e-07,0.3319765731794162,0.26259958828561947,2.214543145790064e-06,3.1442592296849756e-06,0.8959803477899907,9.878965712690363e-06,6.715848831482636e-14,1.1844020544994021e-14,1.0860447077922311e-06,0.00039587921807884515,4.6244661372127225e-10,0.307825417885268,0.015584399716041385,7.206103852762098e-09,4.526815497067862e-07,0.037954267463489316,3.631255119783975e-06,6.828413679260383e-11,6.870472950007754e-05,7.1925997827155746e-12,1.7521758223227351e-06,6.963394166733455e-08,3.6439118589989745e-05,1.109980603198047e-08,2.4020076967069533e-07,3.624976118924613e-08,8.217090133173247e-05,2.6594741367607814e-12,0.0008485179273109365,1.3793926004315863e-12,9.513624765865283e-08,7.055396995144568e-08,3.3207164025402644e-05,4.4119404644931377e-07,2.1908820793715044e-07,0.00010149464230772072,1.5143794855295741e-05,8.533702451242928e-06,6.809866508252209e-06,5.532541658963314e-05,7.774127533318988e-10,2.3801475626544105e-05,1.2371572278925346e-09,0.002173284650191614,4.775510574100919e-09,1.7685546387687577e-08,2.1979574160049948e-08,3.277738085796156e-09,1.554973408283466e-13,1.1172225939226522e-05,2.2716322660910245e-08
6.640368596274034e-05,0.9882740429167501,0.06052132418341869,0.057835470006363604,0.04235419467183093,0.0397863359808231,0.0,0.0,0.00017380027838407919,4.611944589235075e-06,0.21664212523817555,0.22239649117992352,1.2110875788573604e-05,1.605754013705767e-07,1.0225026296910091e-07,1.755177040877619e-07,8.79086640692876e-07,1.8612852620740023e-05,1.4402653806781455e-09,6.744011750899398e-11,1.1469874404553451e-08,7.941932227824528e-12,1.4367258011538222e-08,5.6460679789928175e-08,4.4645159278121267e-10,4.853147065877057e-09,2.5425455808508813e-11,4.5057277708067236e-10,2.3121577333447874e-13,2.3131149029313427e-13,3.199596255162612e-08,5.210262949324242e-13,4.7307801531470465e-12,2.9054917580696224e-10,3.76,0.0,5.619508852988681e-07,0.331584082719375,0.26259145230192665,2.1391962103131674e-06,3.109491827460534e-06,0.896013177373405,9.5947416910203e-06,6.649375378509283e-14,1.170739664307307e-14,1.0746186616539457e-06,0.0003974770403014689,4.486025390105112e-10,0.30820654082828375,0.015573925992991379,6.971649684101832e-09,4.4442709084937615e-07,0.0375652481569173,3.45950769540879e-06,6.580596083528782e-11,6.610593668926487e-05,7.0531692188895795e-12,1.7326342001602175e-06,6.885624642009135e-08,3.601325102398714e-05,1.0592073229589007e-08,2.2916322880506551e-07,3.458994476535696e-08,7.976933971975e-05,2.5398687310660796e-12,0.0008475146337530966,1.318685695659866e-12,9.361645904209338e-08,6.862463913064101e-08,3.187270853151939e-05,4.195583924161734e-07,2.130911643382444e-07,9.91738851761354e-05,1.4798745540146205e-05,8.329392335731992e-06,6.831023437624956e-06,5.4975238816676105e-05,7.579151036666419e-10,2.3527814705934487e-05,1.221502173547844e-09,0.002184246767943611,4.79559796698046e-09,1.767376250552717e-08,2.1517414731439128e-08,3.277266060830536e-09,1.52048851398939e-13,1.094914011447925e-05,2.2574884509459687e-08
6.64314405334061e-05,0.988266880671137,0.0606367736112806,0.058033374129900436,0.04248151657345838,0.039659849135099595,0.0,0.0,0.00017350618750550171,4.63244478789313e-06,0.21661253135965083,0.22245106806771703,1.1777987343148083e-05,1.6000602060664566e-07,9.946007932081395e-08,1.7040269439306087e-07,8.497481882812611e-07,1.7971567237954397e-05,1.3871767835191352e-09,6.497675095036731e-11,1.1020028582815372e-08,7.563525294252969e-12,1.3939955539294747e-08,5.4601985897620316e-08,4.324832804508261e-10,4.656380219504166e-09,2.4161195012393417e-11,4.2487963257949594e-10,2.152636377655843e-13,2.1810986603306693e-13,3.105806186437126e-08,5.009859549898891e-13,4.518008157265324e-12,2.7847071601437174e-10,3.76,0.0,5.33386646940556e-07,0.33119479079946107,0.2625826567699252,2.06620187210902e-06,3.0756879207501085e-06,0.8960458629254462,9.320247000584972e-06,6.584069876381621e-14,1.1574220703798456e-14,1.0633480408858828e-06,0.0003990626180593622,4.3524882270989775e-10,0.30858474120832385,0.01556341075840899,6.747061214679797e-09,4.36285875607024e-07,0.037178989885464676,3.296069161325108e-06,6.343269333646394e-11,6.360742094650225e-05,6.915907967045414e-12,1.7132781853278027e-06,6.808594557967406e-08,3.559169988860886e-05,1.0107638599033816e-08,2.186284142311843e-07,3.300636688774736e-08,7.743548632297411e-05,2.4256833901077993e-12,0.0008465195155123271,1.2606686587487553e-12,9.211468938852502e-08,6.674399657911982e-08,3.0587831336199754e-05,3.9899695528661396e-07,2.0724567407209596e-07,9.689679705153617e-05,1.4460142685459565e-05,8.129241814899557e-06,6.851978115113729e-06,5.463969929782653e-05,7.388459858229522e-10,2.325679562660705e-05,1.2060289614730157e-09,0.002195232277418536,4.815547468106851e-09,1.7662014957464256e-08,2.1064795708380362e-08,3.2768922251930244e-09,1.4867682734297403e-13,1.0729864976577582e-05,2.2434031385949207e-08
6.645919510407186e-05,0.988259673198795,0.06075069959371571,0.05822958670500554,0.04260768427816423,0.03953516515815615,0.0,0.0,0.00017321591368202178,4.652841980358115e-06,0.21658250106114232,0.2225057809589273,1.145382681380313e-05,1.5944925009083808e-07,9.673941978177704e-08,1.6542936311177414e-07,8.213351131424646e-07,1.7351229929163397e-05,1.335887080164175e-09,6.259118255469778e-11,1.0586184234764923e-08,7.202124230624869e-12,1.3524380946041773e-08,5.28000938798232e-08,4.1890899818007475e-10,4.467339889488514e-09,2.29570304829779e-11,4.005848629293383e-10,2.0039426717364266e-13,2.056273485013253e-13,3.014554715710211e-08,4.816538788200474e-13,4.3142929375450865e-12,2.6685654602469414e-10,3.76,0.0,5.064852745056868e-07,0.3308086939778585,0.2625732167052373,1.995496544792703e-06,3.04282098181571e-06,0.8960784107323301,9.055081441159447e-06,6.519907076899761e-14,1.1444398054437579e-14,1.052230592100833e-06,0.0004006358347608435,4.22364813497914e-10,0.3089600140571132,0.01555285449186037,6.531830644524975e-09,4.282574910734486e-07,0.0367955009810149,3.1405518167621875e-06,6.115969005877139e-11,6.120562852811673e-05,6.780799398812128e-12,1.694107094482562e-06,6.732301157118644e-08,3.51744400933008e-05,9.645499651776492e-09,2.0857504880911958e-07,3.149574320314079e-08,7.516758286480313e-05,2.316687703665583e-12,0.0008455325638160603,1.2052305745880227e-12,9.063091175710565e-08,6.491101931900041e-08,2.9350909822521377e-05,3.7945672131878583e-07,2.0154854554512332e-07,9.466291386606057e-05,1.412791955721395e-05,7.933195374860828e-06,6.8727305020039186e-06,5.43183168931386e-05,7.201985161713444e-10,2.2988406326391784e-05,1.1907360727033861e-09,0.0022062407886829513,4.835358170949072e-09,1.7650304732371378e-08,2.0621507051645656e-08,3.276613215004819e-09,1.4537945708123394e-13,1.0514354974559505e-05,2.229377556720392e-08
6.648694967473763e-05,0.9882524216373844,0.060863111488874036,0.058424101522405375,0.0427326980814037,0.039412268269135235,0.0,0.0,0.00017292939842891388,4.673133608437732e-06,0.21655204385339807,0.22256062947293095,1.113820117908112e-05,1.5890492166490692e-07,9.408690687807204e-08,1.6059420169149803e-07,7.938211552772542e-07,1.6751233874164036e-05,1.2863442284230397e-09,6.028157749987558e-11,1.016785770277059e-08,6.857037190517267e-12,1.3120263436091009e-08,5.1053497417836843e-08,4.0571988713483966e-10,4.2857435250474454e-09,2.1810313471876464e-11,3.7761720068350324e-10,1.865358378560874e-13,1.9382724699773264e-13,2.925784873264563e-08,4.63008487529237e-13,4.119282318774058e-12,2.556909057108717e-10,3.76,0.0,4.811479658694257e-07,0.33042578817522517,0.26256314705767103,1.9270179204868298e-06,3.0108650651819876e-06,0.8961108268767713,8.798863377488056e-06,6.456862247476283e-14,1.1317836283646575e-14,1.0412640925015433e-06,0.00040219658030887285,4.0993083649118754e-10,0.30933235506583767,0.015542257673609675,6.325478282284034e-09,4.203414893278402e-07,0.03641478905833524,2.992584469069253e-06,5.898250320457552e-11,5.889710819788283e-05,6.6478264592893545e-12,1.6751202159384107e-06,6.656741570289016e-08,3.476144616907429e-05,9.20469115621856e-09,1.9898262456953213e-07,3.0054911648780646e-08,7.296390850444631e-05,2.212659694617479e-12,0.0008445537682618062,1.1522643734085837e-12,8.916509291459491e-08,6.312469578271163e-08,2.8160363142942876e-05,3.6088722120033576e-07,1.959966230383254e-07,9.247176261533053e-05,1.3802008033453938e-05,7.741197077108658e-06,6.89328061381806e-06,5.401062085730282e-05,7.019658166649264e-10,2.272263444616486e-05,1.1756219819895737e-09,0.0022172719128354286,4.855029217098887e-09,1.763863276910103e-08,2.0187344087903618e-08,3.276425738353641e-09,1.4215497742311784e-13,1.0302564521605254e-05,2.215412904656259e-08
6.651470424540339e-05,0.9882451270997048,0.06097401887082078,0.05861691289745267,0.04285655856567198,0.03929114243703783,0.0,0.0,0.00017264658427516483,4.693317209396886e-06,0.21652116905637686,0.22261561319114662,1.0830919844393181e-05,1.5837286240280534e-07,9.150117321874599e-08,1.558937672217614e-07,7.67180655799144e-07,1.6170985523563977e-05,1.2384972345744698e-09,5.804611302398552e-11,9.764575646257864e-09,6.5275956443875405e-12,1.2727336023554198e-08,4.9360718932381586e-08,3.9290717683956843e-10,4.1113175177779666e-09,2.0718497418989914e-11,3.559086744531353e-10,1.7362114230753022e-13,1.8267457187103584e-13,2.839440368420624e-08,4.45028681538885e-13,3.932635733809628e-12,2.449584583069412e-10,3.76,0.0,4.5728159645115505e-07,0.3300460686868071,0.26255246270501204,1.8607049632253848e-06,2.979794803375849e-06,0.8961431172421487,8.55122888338138e-06,6.394911167913476e-14,1.1194445213711315e-14,1.0304463499030163e-06,0.0004037447510482607,3.979281468900563e-10,0.30970176057656323,0.015531620784433296,6.127551029927441e-09,4.125373883907939e-07,0.036036861024292585,2.851811843514619e-06,5.6896874177444385e-11,5.667850969696343e-05,6.516971685857597e-12,1.6563168105482926e-06,6.58191282011937e-08,3.435269228414565e-05,8.784284147510932e-09,1.8983138346926667e-07,2.868082918747022e-08,7.082277946085951e-05,2.113385601132228e-12,0.0008435831168481077,1.101666745312369e-12,8.771719351392945e-08,6.138402619972542e-08,2.701465171809905e-05,3.432404160526909e-07,1.9058678790219304e-07,9.032286199886612e-05,1.3482338699469115e-05,7.5531906152741264e-06,6.913628518999682e-06,5.371615090687112e-05,6.841410198630738e-10,2.2459467338516328e-05,1.1606851584275201e-09,0.0022283252620906293,4.8745597958362095e-09,1.7626999959731633e-08,1.9762107371200386e-08,3.276326574830508e-09,1.3900167226172975e-13,1.0094448015153906e-05,2.2015103531043057e-08
6.654245881606915e-05,0.9882377906740717,0.06108343151865392,0.058808015663904215,0.04297926659446275,0.039171771395645705,0.0,0.0,0.0001723674147504439,4.7133904149468285e-06,0.21648988580165093,0.22267073165778997,1.0531794707105146e-05,1.5785289500738983e-07,8.898086232097548e-08,1.5132468225144983e-07,7.413885499464966e-07,1.5609904531190633e-05,1.192296155188484e-09,5.588298008383225e-11,9.375875036823087e-09,6.213153903624594e-12,1.2345335595380584e-08,4.772030957762943e-08,3.8046219002142194e-10,3.9437970040607415e-09,1.9679134978643268e-11,3.35394478908925e-10,1.6158730515683698e-13,1.7213596695259293e-13,2.7554656126164946e-08,4.276938388691815e-13,3.754023968408974e-12,2.3464428491499353e-10,3.76,0.0,4.3479841728868336e-07,0.32966953019471174,0.2625411784470084,1.7964979014780105e-06,2.9495854022239465e-06,0.8961752875166945,8.311830919248585e-06,6.334030126716752e-14,1.107413687162623e-14,1.0197752027195475e-06,0.00040528024971423166,3.8633888554979917e-10,0.31006822757343466,0.015520944305439469,5.9376209415363665e-09,4.048446731970944e-07,0.03566172308729579,2.7178940070864505e-06,5.4898726534803725e-11,5.454658214951569e-05,6.388217226999304e-12,1.6376961125806763e-06,6.50781182454065e-08,3.394815225951934e-05,8.38338493873621e-09,1.81102298092701e-07,2.7370568548452194e-08,6.8742548618225e-05,2.0186596587926823e-12,0.0008426205960059067,1.0533380536975764e-12,8.628716827304296e-08,5.968802295244535e-08,2.5912276710526334e-05,3.2647058780506257e-07,1.8531595965570824e-07,8.821572304809367e-05,1.3168840941223712e-05,7.369119370288499e-06,6.933774337592838e-06,5.3434457266728446e-05,6.667172737580991e-10,2.219889207646675e-05,1.1459240660807182e-09,0.0022394004498611604,4.8939491436682e-09,1.7615407152657525e-08,1.9345602545328367e-08,3.27631257501649e-09,1.3591787128783566e-13,9.889959856532181e-06,2.187671043895105e-08
6.657021338673491e-05,0.9882304134247001,0.06119135940578153,0.058997405167461776,0.0431008233061634,0.03905413865824731,0.0,0.0,0.00017209183437160046,4.733350950182098e-06,0.21645820303488247,0.22272598438065436,1.0240640215644635e-05,1.5734483819661006e-07,8.652462938474956e-08,1.4688363454753091e-07,7.164203598424434e-07,1.5067423674158019e-05,1.1476920975611401e-09,5.3790384917385716e-11,9.00130314059856e-09,5.913088633882449e-12,1.197400296745629e-08,4.61308492038651e-08,3.683763471182095e-10,3.782925666572095e-09,1.8689875068665356e-11,3.160128484538819e-10,1.5037551554173534e-13,1.621796439552411e-13,2.67380574056308e-08,4.1098381292267375e-13,3.5831289036957603e-12,2.2473387875116244e-10,3.76,0.0,4.1361576708744293e-07,0.3292961667803253,0.2625293089995492,1.7343382198373017e-06,2.92021263573428e-06,0.8962073431977001,8.080338542332641e-06,6.274195916963936e-14,1.0956825459101903e-14,1.0092485199184386e-06,0.0004068029853805747,3.7514603642548227e-10,0.31043175367366665,0.015510228717893378,5.755283853187829e-09,3.9726279658309804e-07,0.0352893807669507,2.5905058064054176e-06,5.2984159137008346e-11,5.249817241042287e-05,6.2615448611027045e-12,1.619257330589717e-06,6.434435400223397e-08,3.354779958449331e-05,8.001134135255503e-09,1.7277705233994078e-07,2.6121314979793944e-08,6.67216051143133e-05,1.9282838830820523e-12,0.0008416661906302758,1.007182247814594e-12,8.487496615370161e-08,5.803571090188063e-08,2.4851779475296107e-05,3.1053423383050423e-07,1.80181096991212e-07,8.614984974147261e-05,1.2861443036961295e-05,7.188926463926909e-06,6.953718239919543e-06,5.316510069678205e-05,6.496877464058572e-10,2.1940895462218756e-05,1.1313371645927118e-09,0.0022504970908372108,4.913196543843608e-09,1.760385515552319e-08,1.8937640207016968e-08,3.276380659923521e-09,1.3290194871328252e-13,9.689054470091975e-06,2.173896089791676e-08
6.659796795740067e-05,0.9882229963920909,0.06129781268937636,0.059185077259088094,0.04322123010789733,0.03893822753214671,0.0,0.0,0.00017181978862873773,4.753196632468367e-06,0.2164261295183664,0.2227813708319173,9.957273422826137e-06,1.5684850707879128e-07,8.413114201818676e-08,1.4256737679998288e-07,6.922521870221953e-07,1.4542988761288287e-05,1.1046372188258112e-09,5.1766550511352493e-11,8.640417488480055e-09,5.626798359389289e-12,1.1613082934006321e-08,4.459094629029729e-08,3.5664117045818755e-10,3.6284555353081084e-09,1.7748459946929342e-11,2.977049345589014e-10,1.3993077505383427e-13,1.527753188232988e-13,2.5944066295281884e-08,3.948789297939243e-13,3.4196432568868796e-12,2.1521313915319432e-10,3.76,0.0,3.9365579775745306e-07,0.3289259719368582,0.2625168689890324,1.674168649908634e-06,2.891652840588979e-06,0.8962392895957413,7.856436148885997e-06,6.215385831760178e-14,1.0842427321599202e-14,9.988642009423782e-07,0.00040831287339615084,3.643333858372394e-10,0.31079233711834126,0.015499474503047539,5.580158081028158e-09,3.8979118028600554e-07,0.034919838903914806,2.4693363198232596e-06,5.1149439490186144e-11,5.053022336121704e-05,6.1369360152070706e-12,1.6009996482784985e-06,6.361780265999002e-08,3.3151607432067605e-05,7.636705653973086e-09,1.648380221402021e-07,2.493036301790211e-08,6.475837391300068e-05,1.842067852631705e-12,0.0008407198841124779,9.631067746762233e-13,8.34805305401318e-08,5.642612768407784e-08,2.383174098948434e-05,2.9538996573384074e-07,1.7517919868806068e-07,8.412473960633955e-05,1.2560072246914485e-05,7.012554810717697e-06,6.973460445257992e-06,5.290765250000787e-05,6.330456303614844e-10,2.1685464035944632e-05,1.116922909789891e-09,0.0022616148010639555,4.9323013258437784e-09,1.7592344738002995e-08,1.8538035771979024e-08,3.276527820392427e-09,1.299523220214397e-13,9.491686321854098e-06,2.160186574314532e-08
