Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148)
2.8615995050691046e-07,0.6958402196071485,7.3488059746717375e-06,5.631607865940915e-07,2.8503948136713964e-07,3.616681725243351e-06,0.0,0.0,1.6201925005716995e-06,2.7287055563969645e-09,4.731979770036698e-11,6.999451651305295e-06,6.175929280831423e-16,9.797288860944913e-20,1.9440349071360043e-15,1.8023897206501584e-20,6.0830671871421165e-22,1.6939246701595144e-21,1.2487996966186995e-23,1.4075070299886698e-34,6.170071863737655e-32,1.2850000553289634e-38,3.3151324845094534e-22,1.718840019290875e-29,1.3436624657794845e-26,9.40243669237287e-31,1.2615982948305499e-36,3.7827546728953537e-41,2.0639374460164458e-44,4.4721125684616334e-45,2.965408874101255e-29,3.911576176803777e-38,1.0990044331069516e-37,1.2974268695699191e-37,3.76,0.0,0.850516419198994,0.9994881204614853,5.191753760848035e-07,1.5444837353156717e-27,4.472169899802089e-05,6.263248599757513e-05,1.178780133143929e-05,9.40512938431585e-11,2.1046709480610033e-12,4.562438532035826e-06,6.759812706021278e-07,2.0962702498012033e-08,3.321321093355248e-08,9.604017143268205e-09,7.352867518502979e-12,5.736954938857588e-14,2.038041109266372e-07,4.995676818556016e-12,7.304559429430545e-13,1.5786178607938704e-08,3.6505489793998687e-17,7.436520417001622e-12,6.647563153912066e-14,1.7137695780744357e-10,4.305829058074015e-14,6.942413620774213e-13,2.2480762154862622e-12,4.052262076216664e-12,7.074635523105681e-20,0.000497965449586982
2.9180548615033755e-07,0.695840397032725,7.557151223113869e-06,5.898365916978885e-07,2.9626190383592814e-07,3.796795712320703e-06,0.0,0.0,1.6565970668433612e-06,2.841283453985473e-09,5.006891965958459e-11,7.323635796897898e-06,6.591398126446309e-16,1.0758523403247869e-19,2.04180530276359e-15,2.0208998545551277e-20,6.860972551502815e-22,1.936118665367122e-21,1.3672449034321258e-23,1.604949060038001e-34,7.098373580679322e-32,1.4997844380556857e-38,3.7305200871354395e-22,2.0971128687548715e-29,1.5381338044715414e-26,1.1032773333522243e-30,1.5234906424505384e-36,4.88443738807672e-41,2.684445410422007e-44,5.803115000209489e-45,3.5215193668290954e-29,4.682388906725055e-38,1.3559760036060877e-37,1.598436893617838e-37,3.76,0.0,0.8505147507065409,0.9994876205663565,5.520457703705016e-07,1.8306057915712435e-27,4.540556446038028e-05,6.405142908759754e-05,1.2338100817914992e-05,9.716143952264859e-11,2.13842766394455e-12,4.663987384079142e-06,6.920441705953178e-07,2.2069245987651096e-08,3.5428016191191995e-08,1.0251698392651444e-08,8.214241770944403e-12,6.231858450865561e-14,2.0782176498072904e-07,5.555415290922588e-12,8.046584300643283e-13,1.6367669698228355e-08,3.9698244869800004e-17,7.700903204604523e-12,6.84024492141618e-14,1.8737162516215648e-10,4.6566020903417393e-14,7.61775772025326e-13,2.423561519442897e-12,4.39419306261065e-12,7.876769549148224e-20,0.0004979652007864283
2.9745102179376464e-07,0.6958405753104643,7.765833898440066e-06,6.171027521515593e-07,3.076294648172808e-07,3.9818453210837446e-06,0.0,0.0,1.6932029769556954e-06,2.956328949881212e-09,5.291858535333683e-11,7.65493359639649e-06,7.022932195713435e-16,1.178786460776006e-19,2.141721290398491e-15,2.259844041469402e-20,7.717674000352888e-22,2.2064553716504434e-21,1.494138794426416e-23,1.8247558644542925e-34,8.14221687141444e-32,1.7448931993411142e-38,4.1862139963126946e-22,2.5473833418883236e-29,1.755439821105634e-26,1.2904017196904058e-30,1.831747011744202e-36,6.271431423007873e-41,3.4715907011559735e-44,7.487263598358313e-45,4.1655755839901804e-29,5.583233729640214e-38,1.6651157677122487e-37,1.9599576031083263e-37,3.76,0.0,0.8505130684486499,0.9994871129467163,5.861935897571831e-07,2.161693571248539e-27,4.608296024016072e-05,6.547758278802984e-05,1.290203233123365e-05,1.0029947828431317e-10,2.1719134780674702e-12,4.764852330113105e-06,7.080063145069901e-07,2.320849427450209e-08,3.774508211851816e-08,1.0927422731592405e-08,9.15695703893691e-12,6.758520783290944e-14,2.1183931605440403e-07,6.166920581918667e-12,8.846322616316166e-13,1.695801414111315e-08,4.3098899860411113e-17,7.968780917152863e-12,7.034751918827696e-14,2.0447103989086753e-10,5.027851876191136e-14,8.343552520933883e-13,2.608557758048191e-12,4.7573209765611196e-12,8.75506621354931e-20,0.0004979649481354788
3.0309655743719173e-07,0.6958407544343067,7.974783931748562e-06,6.449525253247466e-07,3.191379168103486e-07,4.171838071428637e-06,0.0,0.0,1.7300104880471697e-06,3.073854215906964e-09,5.5870330141261336e-11,7.993296631512323e-06,7.470581911971702e-16,1.2888175793305638e-19,2.243741034588353e-15,2.520541546275099e-20,8.659023135896775e-22,2.5074441440303165e-21,1.629886048731555e-23,2.0688540118884354e-34,9.313019694462787e-32,2.0238540237959963e-38,4.6849370784111145e-22,3.081238014964681e-29,1.997631165159291e-26,1.5045718597088885e-30,2.1931631350223572e-36,8.008601441873952e-41,4.4649017329886495e-44,9.607096841367485e-45,4.9089002683580154e-29,6.632412995732543e-38,2.035425987296617e-37,2.3922998110862726e-37,3.76,0.0,0.8505113724400535,0.9994865976592628,6.216350039579527e-07,2.543559548475966e-27,4.675394676519655e-05,6.691090116173694e-05,1.3479578532051247e-05,1.034644901539038e-10,2.20513036170951e-12,4.8650209406864145e-06,7.238651645888699e-07,2.438049623857603e-08,4.0166910097677586e-08,1.1631668732168678e-08,1.018680867703055e-11,7.318259449600052e-14,2.1585676593136042e-07,6.833882917220261e-12,9.706810232115976e-13,1.7557136856085516e-08,4.671622309119018e-17,8.240104260815888e-12,7.231058403497744e-14,2.2272370511767828e-10,5.420273019354968e-14,9.12238893903263e-13,2.8033316680765242e-12,5.142467514074938e-12,9.715214916936044e-20,0.0004979646916623892
3.087420930806188e-07,0.6958409343981005,8.183933836267407e-06,6.733789495947744e-07,3.307830780361485e-07,4.366779851654809e-06,0.0,0.0,1.7670197890504426e-06,3.193871430347753e-09,5.892567731211365e-11,8.338675660278027e-06,7.934381602643487e-16,1.4062339458062256e-19,2.3478218861344423e-15,2.804353252101351e-20,9.691137513115427e-22,2.8417470802270698e-21,1.774900829410037e-23,2.3392816127599905e-34,1.062303392377997e-31,2.3405220994733286e-38,5.229505152114377e-22,3.71178689269911e-29,2.2668832791460016e-26,1.7490318819875654e-30,2.6153202741168636e-36,1.0173531459558782e-40,5.712066607698385e-44,1.2261874837129535e-44,5.76393337802946e-29,7.850295096635394e-38,2.477187903277166e-37,2.9072147667909817e-37,3.76,0.0,0.8505096626987577,0.9994860747605239,6.583857058804042e-07,2.982603853178122e-27,4.741858390581405e-05,6.835133718824388e-05,1.4070718820939584e-05,1.066555712951235e-10,2.238080274451125e-12,4.9644821782483916e-06,7.39618442561974e-07,2.5585288127837064e-08,4.269599806142011e-08,1.2364903492051035e-08,1.1309864811237003e-11,7.912414045424991e-14,2.198741164639769e-07,7.560169612076689e-12,1.0631157183573105e-12,1.8164963886976165e-08,5.055913357735838e-17,8.51482463723076e-12,7.429138997242691e-14,2.421788816147422e-10,5.834563327585577e-14,9.956924068248242e-13,3.0081478948642196e-12,5.550464746625121e-12,1.0763199537924538e-19,0.000497964431395329
3.2003316436747305e-07,0.6958412968205379,8.602575755509504e-06,7.319328949553473e-07,3.5446713280092036e-07,4.771526249608771e-06,0.0,0.0,1.841644190405221e-06,3.4414304224086523e-09,6.535321263444072e-11,9.05028115432346e-06,8.910490302704173e-16,1.66438316950789e-19,2.561992812546399e-15,3.4469650839451313e-20,1.205347672419936e-21,3.621733134486051e-21,2.0944365845647067e-23,2.9678521675191226e-34,1.3714105899463762e-31,3.1041824117993316e-38,6.467893437977414e-22,5.32398731950324e-29,2.895915809695933e-26,2.3433733252534753e-30,3.6765107540324724e-36,1.617412379012387e-40,9.208819521233933e-44,1.9675455337187402e-44,7.86492267732627e-29,1.0885039163855437e-37,3.6234757562851093e-37,4.239945395749939e-37,3.76,0.0,0.850506202105435,0.9994850063543909,7.358754055287484e-07,4.061024810397151e-27,4.872904675917261e-05,7.125336934912564e-05,1.5293683993712097e-05,1.1311240532976392e-10,2.3031869673056337e-12,5.161244770555817e-06,7.708003603754325e-07,2.809332733545978e-08,4.808592502947482e-08,1.3920150027819025e-08,1.3861259564569831e-11,9.209437248247965e-14,2.279085272517035e-07,9.20709303070388e-12,1.2684232546573783e-12,1.940644065052093e-08,5.895812849502571e-17,9.074265514827202e-12,7.830522791596829e-14,2.848974459308708e-10,6.731556327796008e-14,1.1804045020360016e-12,3.448954274301142e-12,6.4383892431723026e-12,1.3148127507245974e-19,0.0004979638995915169
3.3019512852564185e-07,0.6958416258101452,8.97941013409471e-06,7.865297697927614e-07,3.7620973994408965e-07,5.152751430836361e-06,0.0,0.0,1.909496859779217e-06,3.672878121813396e-09,7.150735513807207e-11,9.714213123002474e-06,9.84425098369806e-16,1.9248951762878405e-19,2.761354443295903e-15,4.118836480724812e-20,1.455690206003602e-21,4.467638994250262e-21,2.418060067721432e-23,3.646441454864698e-34,1.711352742823987e-31,3.9666692210880685e-38,7.769319884654979e-22,7.274072754568373e-29,3.5790911697321185e-26,3.021102974874715e-30,4.9338206564365706e-36,2.4156979687006273e-40,1.3925188710049384e-43,2.9626125714676015e-44,1.028819573932186e-28,1.4446269042857795e-37,5.034092732690772e-37,5.874958289433258e-37,3.76,0.0,0.8505030408472327,0.9994840193215465,8.102418334732115e-07,5.304918249950101e-27,4.988733782316842e-05,7.388905058653256e-05,1.6440577080676453e-05,1.1900396771108e-10,2.360889370826929e-12,5.335826287941226e-06,7.984848631011826e-07,3.046283165035015e-08,5.332865710506919e-08,1.542346281734508e-08,1.6542926597318237e-11,1.0508336416166665e-13,2.3513917720750394e-07,1.0934767052025819e-11,1.4783073226503027e-12,2.0552819336373523e-08,6.738119110500423e-17,9.588906519276029e-12,8.19758835141967e-14,3.2796553298235735e-10,7.620694684508449e-14,1.3684926610875975e-12,3.882630091359655e-12,7.324217388246442e-12,1.5661274614223053e-19,0.000497963408273399
3.4035709268381065e-07,0.6958419574224485,9.355952430454289e-06,8.428781914718052e-07,3.983333016857321e-07,5.5500346051910215e-06,0.0,0.0,1.9780034087298523e-06,3.912588948990354e-09,7.802032595265143e-11,1.0400082725391187e-05,1.0830181449417952e-15,2.2138737340667853e-19,2.966703333761622e-15,4.888558946693263e-20,1.746194820212321e-21,5.47030982861359e-21,2.7785766592151716e-23,4.447425152220314e-34,2.1196763533203127e-31,5.028855520873627e-38,9.267124710481635e-22,9.8284559986712e-29,4.3898315403311075e-26,3.862971364205381e-30,6.548929189980463e-36,3.5567644441031834e-40,2.075475726487149e-43,4.3968018446102963e-44,1.3325990523645925e-28,1.8984743421052706e-37,6.910773052158597e-37,8.04385961556929e-37,3.76,0.0,0.8504998355070207,0.9994830084985259,8.890734120065908e-07,6.865093685292318e-27,5.1025963057949516e-05,7.654702333468942e-05,1.7631063380118358e-05,1.2496665100955098e-10,2.4177567336471835e-12,5.507998057779196e-06,8.258019224432036e-07,3.2938627688711575e-08,5.895754319054343e-08,1.7027434736105298e-08,1.9633984614533163e-11,1.1940540668936007e-13,2.423695372786116e-07,1.2923278884771209e-11,1.7140440712798277e-12,2.1726300462029274e-08,7.668044740602942e-17,1.0113828889867522e-11,8.570023476559868e-14,3.7572778780897225e-10,8.591646843703374e-14,1.5790535028315374e-12,4.352843417735944e-12,8.297457512889992e-12,1.8566283924818487e-19,0.0004979629050965635
3.5051905684197945e-07,0.6958422916194725,9.731892513197573e-06,9.00931426512594e-07,4.2081585027530176e-07,5.963358591793388e-06,0.0,0.0,2.0471627888581606e-06,4.1606335833863585e-09,8.490059487244283e-11,1.110758395808495e-05,1.1867957878687444e-15,2.533029728843401e-19,3.177772987959709e-15,5.765435264825421e-20,2.0814184558244804e-21,6.6513358085413465e-21,3.178734112115015e-23,5.387077500920921e-34,2.6070595665741156e-31,6.328442556112413e-38,1.0980825205348339e-21,1.3141594399483265e-28,5.345764066813548e-26,4.90136045391286e-30,8.603698750118913e-36,5.166794318038324e-40,3.051548421715094e-43,6.436935174269113e-44,1.7101483242788536e-28,2.471922994024242e-37,9.381084938804827e-37,1.0890621982470867e-36,3.76,0.0,0.8504965862869449,0.9994819742077187,9.724454156314208e-07,8.806054704151298e-27,5.214525215321788e-05,7.922698731482998e-05,1.8864926118432103e-05,1.3099573715111584e-10,2.4738000664017587e-12,5.6777344003567865e-06,8.52745480005453e-07,3.552054942488887e-08,6.498695642881986e-08,1.873437105720731e-08,2.3180384465895427e-11,1.351460481675251e-13,2.495996208014345e-07,1.5202062525738815e-11,1.977698323653513e-12,2.2926492396461984e-08,8.691298264041969e-17,1.0648773108387797e-11,8.947692692741722e-14,4.2849554817376946e-10,9.648548357839275e-14,1.8138649408265035e-12,4.861038386550642e-12,9.363289376380306e-12,2.1909627871716325e-19,0.0004979623902216712
3.6068102100014825e-07,0.69584262836313,1.010694162564228e-05,9.60641459318463e-07,4.43636116920188e-07,6.39269339315007e-06,0.0,0.0,2.1169734179355854e-06,4.4170824431430315e-09,9.215651838333443e-11,1.1836408095239688e-05,1.295712363831112e-15,2.8840709977106983e-19,3.394294839440101e-15,6.759112655620069e-20,2.4662100180598928e-21,8.034221400575473e-21,3.6213729346765897e-23,6.483046131894207e-34,3.185374829096636e-31,7.908783116595902e-38,1.2930733354772758e-21,1.7399257413604892e-28,6.466070120919271e-26,6.1736377895382944e-30,1.1194181765466114e-35,7.41106311490141e-40,4.429489398844925e-43,9.303509125310642e-44,2.175598614082953e-28,3.1906709096457564e-37,1.2600477127941663e-36,1.4590067023558155e-36,3.76,0.0,0.8504932934116904,0.9994809167691024,1.060428716897594e-06,1.1202260597783694e-26,5.324552935269396e-05,8.192863797376574e-05,2.014192612435552e-05,1.3708665944642602e-10,2.529030260145567e-12,5.845017918475431e-06,8.793110299000668e-07,3.8208342672313724e-08,7.143119480919153e-08,2.0546455933228797e-08,2.723134830814463e-11,1.523928174075172e-13,2.5682944185800185e-07,1.78026895774584e-11,2.2714020183304546e-12,2.4153014700434717e-08,9.813723593930248e-17,1.1193486223622551e-11,9.330463968531602e-14,4.8658610864575e-10,1.0795539757932683e-13,2.074767205241574e-12,5.408624081106212e-12,1.0526973109881261e-11,2.5741414867641776e-19,0.0004979618638081869
3.7084298515831705e-07,0.6958429676150716,1.0480831202898089e-05,1.0219591920722802e-06,4.6677352456929674e-07,6.837997078413433e-06,0.0,0.0,2.187433217177701e-06,4.682005620471889e-09,9.979634271848581e-11,1.258624467072626e-05,1.4097098253174783e-15,3.2686974175172113e-19,3.615999418628056e-15,7.87955585731133e-20,2.905710795987948e-21,9.644446159147392e-21,4.1094245325991376e-23,7.754391069252271e-34,3.86776764289948e-31,9.819529428860952e-38,1.5137900716681292e-21,2.282319503136067e-28,7.771532354214234e-26,7.722709709495304e-30,1.4432251893359474e-35,1.0503780106010942e-39,6.352358671720193e-43,1.3284866616895255e-43,2.745058867674309e-28,4.084715724798831e-37,1.6756810797183747e-36,1.9352737402157853e-36,3.76,0.0,0.8504899571263052,0.9994798365001247,1.1530899279800584e-06,1.4139153644767015e-26,5.4327113545249114e-05,8.465166766541499e-05,2.1461804004092768e-05,1.4323499858263618e-10,2.5834580871047806e-12,6.009838423483425e-06,9.054954199048304e-07,4.1001673368782896e-08,7.830447407768805e-08,2.2465753277626012e-08,3.183945571669005e-11,1.7123514641527207e-13,2.640590152781653e-07,2.075892829775188e-11,2.597351465168679e-12,2.540549796792963e-08,1.104129477991082e-16,1.1747721688619964e-11,9.718208630307353e-14,5.503222716450586e-10,1.2036760806509549e-13,2.363660848577218e-12,5.996972229973443e-12,1.1793842851700993e-11,3.0115506655998937e-19,0.0004979613260143218
3.8100494931648586e-07,0.6958433093369745,1.0853311751292158e-05,1.0848346302455369e-06,4.902081784023393e-07,7.299216617483826e-06,0.0,0.0,2.258539646425884e-06,4.955472821742983e-09,1.0782820686659145e-10,1.335678233166105e-05,1.5287186359624302e-15,3.6885962442354137e-19,3.842617397320414e-15,9.137018788975101e-20,3.405353915307451e-21,1.150951984026826e-20,4.645909273670984e-23,9.22161995679569e-34,4.668736178779841e-31,1.2117334091494e-37,1.7624059675509295e-21,2.967624460329621e-28,9.284577112403554e-26,9.597612089874305e-30,1.8447310944348238e-35,1.4719867107184642e-39,9.006494855838288e-43,1.87543424960268e-43,3.4367830928047826e-28,5.188870791329114e-37,2.2075367882009814e-36,2.54302545042288e-36,3.76,0.0,0.8504865776942224,0.9994787337155977,1.2504915404875223e-06,1.771423389458427e-26,5.539031835415007e-05,8.739576667961678e-05,2.2824282117329545e-05,1.494364787138583e-10,2.637094201425761e-12,6.172191991485367e-06,9.312966766854746e-07,4.39001351163124e-08,8.562092134359741e-08,2.4494207971615417e-08,3.7060725597918495e-11,1.9176429420563007e-13,2.712883566405077e-07,2.4106799847756454e-11,2.9578045637802793e-12,2.6683583663057165e-08,1.238011083943802e-16,1.231123920210887e-11,1.0110801279380046e-13,6.200319094262794e-10,1.3376345139416627e-13,2.682504660906662e-12,6.627415187298381e-12,1.3169300555665129e-11,3.508963078181749e-19,0.0004979607769969671
3.9116691347465466e-07,0.6958436534905222,1.1224151785738099e-05,1.1492170548407579e-06,5.139208545028769e-07,7.776288669455235e-06,0.0,0.0,2.330289737387109e-06,5.2375533119318274e-09,1.1626014553410086e-10,1.4147709580197724e-05,1.6526586578879645e-15,4.145437723791563e-19,4.073880519011212e-15,1.0542015076682296e-19,3.9708628835250364e-21,1.3659031780136852e-20,5.2339344865665176e-23,1.0906719446948524e-33,5.604211497504278e-31,1.4866605343183263e-37,2.041156172809789e-21,3.8267875518866546e-28,1.1029312230687418e-25,1.185413835664323e-29,2.338806140236427e-35,2.0408912434914202e-39,1.263235148106484e-42,2.6190802974920243e-43,4.271339969062233e-28,6.543316660819933e-37,2.8824338813984944e-36,3.312116208410446e-36,3.76,0.0,0.8504831553954605,0.9994776087275992,1.3526920632050433e-06,2.2038177367703162e-26,5.6435452224531494e-05,9.01606241382477e-05,2.4229066376973838e-05,1.5568696364582896e-10,2.689949139922968e-12,6.332080132778988e-06,9.56713851950054e-07,4.690325605492997e-08,9.339456930904526e-08,2.663364734681599e-08,4.295469395285448e-11,2.1407327205532705e-13,2.785174822720613e-07,2.788463177689186e-11,3.35507798750394e-12,2.7986923953001682e-08,1.383639068311482e-16,1.2883804553874673e-11,1.0508119711166884e-13,6.960475379779163e-10,1.481841527534125e-13,3.0333135090669207e-12,7.301244177322996e-12,1.4658809974214673e-11,4.07254882229918e-19,0.0004979602169116559
4.0132887763282346e-07,0.6958440000375312,1.1593136823740377e-05,1.215055181757776e-06,5.37892987028465e-07,8.269140326466198e-06,0.0,0.0,2.4026801249776503e-06,5.528315863306889e-09,1.2510009206019423e-10,1.4958715412683675e-05,1.7814400259771013e-15,4.6408709736807635e-19,4.3095224229963724e-15,1.2105287653622615e-19,4.6082492489102165e-21,1.6124694294275985e-20,5.876692399285025e-23,1.2833182677230332e-33,6.691638224895259e-31,1.8140318537904865e-37,2.3523313253812698e-21,4.896018534571436e-28,1.303156006135375e-25,1.4555505903986323e-29,2.9424337773732865e-35,2.801158805850089e-39,1.753749524408604e-42,3.620307302043443e-43,5.2717839015190765e-28,8.194187020509975e-37,3.732080805182198e-36,4.277727049473705e-36,3.76,0.0,0.8504796905249875,0.9994764618453843,1.459746157451323e-06,2.723599610256286e-26,5.7462818509109326e-05,9.294592876942634e-05,2.5675847883987915e-05,1.6198245311491424e-10,2.742033322826563e-12,6.489509065422926e-06,9.817468878545372e-07,5.001050510679625e-08,1.0163935108738381e-07,2.8885782923427522e-08,4.9584487437642e-11,2.382567703179257e-13,2.8574640924687466e-07,3.2133108696693104e-11,3.791544349346733e-12,2.931518153729735e-08,1.5416468143086243e-16,1.3465189474089517e-11,1.0910044836415698e-13,7.787059030165117e-10,1.6367077987254106e-13,3.4181561085138508e-12,8.019707794519377e-12,1.6267890822030563e-11,4.708885603518801e-19,0.0004979596459125238
4.1149084179099226e-07,0.6958443489399943,1.1960068431999366e-05,1.282297309320579e-06,5.621066543535433e-07,8.777689816172585e-06,0.0,0.0,2.4757070769084603e-06,5.827828708029943e-09,1.3435588128517815e-10,1.5789489872174483e-05,1.9149640030730498e-15,5.176520139737336e-19,4.549279374204286e-15,1.3837777719458396e-19,5.323809432611141e-21,1.8940380036370356e-20,6.577458027570534e-23,1.5026032845702353e-33,7.950055447948545e-31,2.202088424223213e-37,2.6982709416469443e-21,6.21743458911045e-28,1.5318885744128978e-25,1.77730607967518e-29,3.6748985482670595e-35,3.807881089822792e-39,2.4112074919027535e-42,4.955875630310247e-43,6.463826426464999e-28,1.0194190406369368e-36,4.7937239733878865e-36,5.4810499498781215e-36,3.76,0.0,0.8504761833912283,0.9994752933753065,1.571704769730743e-06,3.3448236039909174e-26,5.847271555223091e-05,9.57513695787656e-05,2.7164304418800703e-05,1.6831907915765043e-10,2.7933570545307316e-12,6.644489076888221e-06,1.0063964986936052e-06,5.322129766263674e-08,1.1036909554181777e-07,3.125221236305409e-08,5.7016892779810715e-11,2.64411086889458e-13,2.9297515538351425e-07,3.689532017889749e-11,4.269629361109558e-12,3.0668029473946446e-08,1.7126787109943772e-16,1.4055171486426196e-11,1.1316460604391736e-13,8.683475785626041e-10,1.8026420014072525e-13,3.839152741710481e-12,8.784010738275606e-12,1.8002113120647776e-11,5.42496850235875e-19,0.0004979590641522536
4.2165280594916106e-07,0.6958447001601445,1.2324763322747256e-05,1.3508914547182646e-06,5.865445645083649e-07,9.30184716513692e-06,0.0,0.0,2.5493665216105237e-06,6.1361594944325996e-09,1.440352523722172e-10,1.6639724525941156e-05,2.053123811697357e-15,5.753980827337184e-19,4.792890907613815e-15,1.575059330908636e-19,6.124120783556561e-21,2.2142153241396063e-20,7.339587021295919e-23,1.7511842899024416e-33,9.40017763460382e-31,2.660107335869972e-37,3.0813566762453553e-21,7.8397500263253475e-28,1.7920620715885811e-25,2.1587021017179267e-29,4.5579776956991153e-35,5.129395483426471e-39,3.2847106409535664e-42,6.721800279739452e-43,7.876007024951173e-28,1.2603268449124267e-36,6.110846777014433e-36,6.970021973850088e-36,3.76,0.0,0.8504726343147005,0.9994741036207441,1.688615261453475e-06,4.0832209443679005e-26,5.946543677232199e-05,9.857663643146454e-05,2.8694101804882527e-05,1.7469310256854242e-10,2.843930524343674e-12,6.797033962128959e-06,1.0306640667205366e-06,5.653500076547289e-08,1.195975230945766e-07,3.373442160605553e-08,6.532242208999105e-11,2.9263405741766076e-13,3.002037392415786e-07,4.221680589752629e-11,4.7918089982432996e-12,3.204515100280805e-08,1.8973896784470792e-16,1.4653533764850514e-11,1.1727253927972187e-13,9.653165781885392e-10,1.9800504096689284e-13,4.298472934226323e-12,9.595312766268849e-12,1.9867091725748962e-11,6.228219242431839e-19,0.0004979584717820459
4.3181477010732987e-07,0.6958450536604984,1.268705249709613e-05,1.4207854800656278e-06,6.111900401286185e-07,9.84151482530566e-06,0.0,0.0,2.6236540745932204e-06,6.453375246746292e-09,1.541458515824928e-10,1.7509112877407147e-05,2.195805439203391e-15,6.374816808454469e-19,5.040100394066306e-15,1.7854977694379522e-19,7.01603690773714e-21,2.57682948490651e-20,8.166513476414143e-23,2.0318751362189765e-33,1.1064475383667292e-30,3.1984999225167344e-37,3.504005503239733e-21,9.819010803438024e-28,2.086788151250481e-25,2.608725833421946e-29,5.616135396209193e-35,6.84984288130634e-39,4.4355945047257605e-42,9.037281066992717e-43,9.539862446815473e-28,1.5489289521491952e-36,7.733918959065103e-36,8.800108810607861e-36,3.76,0.0,0.8504690436267649,0.9994728928820358,1.8105215356125348e-06,4.956325824217051e-26,6.044127074279046e-05,0.00010142142055642747,3.0264895157472192e-05,1.8110090944376717e-10,2.893763807240051e-12,6.9471605286039295e-06,1.0545515503460736e-06,5.995093784148238e-08,1.2933824196428138e-07,3.6333787165262204e-08,7.457537411393921e-11,3.23024987320685e-13,3.0743218011728734e-07,4.814559804353988e-11,5.36060667701302e-12,3.344623936666081e-08,2.0964447049846373e-16,1.5260064993984636e-11,1.214231461059561e-13,1.0699599791220003e-09,2.1693365322201245e-13,4.798333098592479e-12,1.0454727851171557e-11,2.186848103734775e-11,7.126494961481199e-19,0.0004979578689515995
4.4197673426549867e-07,0.6958454094038967,1.3046780433285571e-05,1.4919272086377022e-06,6.360270030493464e-07,1.0396588265265446e-05,0.0,0.0,2.698565063308107e-06,6.779542328111094e-09,1.6469523500358116e-10,1.8397350719399303e-05,2.3428884142439865e-15,7.04055700165366e-19,5.2906555330991165e-15,2.0162277814026948e-19,8.006682319057975e-21,2.985932152312864e-20,9.061747718718107e-23,2.3476474351623426e-33,1.2967255833453807e-30,3.8289156268321175e-37,3.968662863589072e-21,1.2219373492555384e-27,2.4193583926153597e-25,3.137411897435849e-29,6.876718558709253e-35,9.072094945013868e-39,5.939934623684912e-42,1.2049248453098839e-42,1.149009371588567e-27,1.8928776922470457e-36,9.721196126419443e-36,1.1035137083907956e-35,3.76,0.0,0.8504654116684817,0.9994716614564234,1.937464160361146e-06,5.98360449420835e-26,6.140050127142911e-05,0.00010428541498057148,3.1876330027044394e-05,1.8753900780912989e-10,2.942866864616368e-12,7.094888161345129e-06,1.0780614034401966e-06,6.34683930166318e-08,1.3960474479986365e-07,3.905157855419645e-08,8.48538914653387e-11,3.5568458567235643e-13,3.1466049803821034e-07,5.4732261036514784e-11,5.97859045082673e-12,3.487099763029062e-08,2.3105183968532057e-16,1.587455923296427e-11,1.2561535275025554e-13,1.182627559191494e-09,2.3709007762950765e-13,5.340994154248295e-12,1.1363323527965116e-11,2.401196989305107e-11,8.1280964867710005e-19,0.0004979572558090616
