Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148)
7.615220622111766e-10,0.6958323814889139,9.534852839927467e-11,1.5092148075596032e-13,6.787294538664336e-14,5.428971955874474e-10,0.0,0.0,3.9450002532077e-09,1.864062467388797e-14,1.0009307140013857e-18,3.0090686167513976e-13,1.2700612069473296e-25,3.5260118594154646e-33,7.125975211479557e-23,5.550239463499277e-34,1.372283491015244e-35,3.069612183747198e-37,2.4121059627299298e-36,2.9967831634192266e-54,3.690613594976352e-52,2.9984927845811672e-61,1.7131208451266555e-36,5.310348887845386e-53,1.7346254989370354e-42,8.164871210868778e-50,4.6711474258755186e-60,2.0785644595644614e-69,4.181267706061701e-74,1.0131054325708568e-74,1.3724122072453348e-50,4.238314386979737e-61,1.133066960995563e-63,2.141427984231925e-63,3.76,0.0,0.8505846199782385,0.9995676880014405,3.206844614637044e-16,4.2268385891993766e-47,1.497606540687672e-07,1.4985625048397758e-07,3.945013440870332e-09,3.2657514350782183e-16,1.8159179384838083e-15,9.515676334344187e-11,2.9676813467702073e-13,9.141974494214867e-14,4.921022158034522e-14,1.8716404445031652e-15,1.4218030644565783e-19,2.227601949932616e-22,5.427950699865252e-10,6.119152252418904e-20,4.183764296432868e-20,1.3058999631982037e-13,7.100942304543079e-27,3.0435057415595024e-17,4.140657646340254e-17,3.7458008644685696e-21,1.9420290415095166e-22,4.997261210399842e-22,1.3007212294766391e-20,1.6709622892185234e-20,1.2016938966680167e-29,0.00043230795778980373
7.917729176393483e-10,0.6958323822298811,1.0306655248941765e-10,1.639734971995939e-13,7.419768457702096e-14,5.644718527007278e-10,0.0,0.0,4.101687661793657e-09,2.0150869055935895e-14,1.1249938516638742e-18,3.3817188843699393e-13,1.4276544050506089e-25,4.2165285307823315e-33,7.706431634666209e-23,6.487214993928452e-34,1.604049698479819e-35,3.7302479578465235e-37,2.930670058937279e-36,3.9284777607595056e-54,5.0395404166324275e-52,4.256761945722805e-61,2.0095574656131736e-36,7.048210481667011e-53,2.1077663009782217e-42,1.0724149351783015e-49,6.137987525801506e-60,2.844991957168885e-69,5.938904770213862e-74,1.438947945836133e-74,1.8038674982005827e-50,5.78477155332791e-61,1.5497578979681165e-63,2.9250882141221977e-63,3.76,0.0,0.8505846138470532,0.9995626101883008,3.63717798913729e-16,5.347075447167859e-47,1.5570582982404084e-07,1.5580917007979783e-07,4.101706507023963e-09,3.582047727253282e-16,1.9478231977693423e-15,1.0285171702180488e-10,3.333047567580726e-13,9.880099919623079e-14,5.319715041859741e-14,2.023333370719496e-15,1.538783432221118e-19,2.501566839134598e-22,5.643571217199935e-10,6.669601630078793e-20,4.529808452357233e-20,1.411679429984088e-13,8.276204305950086e-27,3.3607624429417013e-17,4.394754384793096e-17,4.372612094067236e-21,2.182792775304055e-22,5.621444611765716e-22,1.4618421580819917e-20,1.8780650500141304e-20,1.3654983955712193e-29,0.0004373856064836989
8.2202377306752e-10,0.6958323829708484,1.1108433183093541e-10,1.776305856063295e-13,8.086485242114745e-14,5.860475023556745e-10,0.0,0.0,4.2583742424729056e-09,2.171992577064689e-14,1.2589055227566826e-18,3.783901069410881e-13,1.5978084516772593e-25,5.012982052315013e-33,8.310084927958274e-23,7.538334419113527e-34,1.864070461028342e-35,4.500130837915722e-37,3.534805131886201e-36,5.1051135855672686e-54,6.801563165733181e-52,5.9641375480509876e-61,2.3435541948989628e-36,9.258804819625783e-53,2.5425713479177152e-42,1.3942347072295902e-49,7.98368529697055e-60,3.848879851806384e-69,8.325493569870328e-74,2.017161946309711e-74,2.346864780678359e-50,7.803894725270081e-61,2.0952205905761468e-63,3.9492211855169023e-63,3.76,0.0,0.8505846077158675,0.9995579250154909,4.1068760214322963e-16,6.705266590017644e-47,1.6165070416455286e-07,1.617620897066991e-07,4.2583995174509425e-09,3.916022667546509e-16,2.08328627164445e-15,1.108446500145587e-10,3.727041785604322e-13,1.0646676967688687e-13,5.7339352713385e-14,2.180943553680547e-15,1.660527754121655e-19,2.797115938123322e-22,5.859191697321256e-10,7.247877753039873e-20,4.89014943824452e-20,1.5215757071380923e-13,9.590588717857986e-27,3.6962895564914526e-17,4.651929496934913e-17,5.074937878365613e-21,2.442677472575228e-22,6.295936368526741e-22,1.6357387785013203e-20,2.101606797317208e-20,1.5445115884896484e-29,0.00044207061454693485
8.522746284956917e-10,0.6958323837118162,1.1940180470160977e-10,1.9190000298198817e-13,8.788160713222211e-14,6.076241823693716e-10,0.0,0.0,4.415060055973916e-09,2.3347794269129512e-14,1.4030416945306186e-18,4.216736802995272e-13,1.781013064030652e-25,5.9273392728840626e-33,8.93701342672425e-23,8.712574384682307e-34,2.1545709678326847e-35,5.392313596316801e-37,4.2346873822816165e-36,6.580377426545594e-54,9.080691231276365e-52,8.255070972229885e-61,2.718286423526044e-36,1.2046842905683848e-52,3.046401313638942e-42,1.795516972921129e-49,1.0286718384009574e-59,5.150985941724262e-69,1.1530060509735557e-73,2.793536953722919e-74,3.0245163328250206e-50,1.0414433591259498e-60,2.802335217069706e-63,5.274579700758444e-63,3.76,0.0,0.8505846015846814,0.9995536021212506,4.61803567074319e-16,8.340461199146506e-47,1.6759527710537554e-07,1.677150093717179e-07,4.41509257661058e-09,4.267987315182348e-16,2.2222152983806963e-15,1.1913543516626968e-10,4.150715269766111e-13,1.1441683956908787e-13,6.163682964270026e-14,2.3444722026895065e-15,1.7870515908166403e-19,3.115067117569219e-22,6.074812140229141e-10,7.854460318129938e-20,5.2648478668403096e-20,1.6355885856944532e-13,1.105446895012437e-26,4.050278224456656e-17,4.911961640123354e-17,5.8586046141602594e-21,2.7224140175288022e-22,7.02274384063486e-22,1.8228972321288856e-20,2.3422149215153052e-20,1.7395464026358158e-29,0.0004463933437390884
8.825254839238634e-10,0.6958323844527842,1.2801890947696968e-10,2.0678900443327502e-13,9.525510179616392e-14,6.292019305511747e-10,0.0,0.0,4.571745158451912e-09,2.5034474024421304e-14,1.5577783152097064e-18,4.681347237777367e-13,1.9777593290201004e-25,6.97245120356605e-33,9.587299146247215e-23,1.0019264378655883e-33,2.4778642225273034e-35,6.4208572080145945e-37,5.0412691190898886e-36,8.417560691891414e-54,1.2001897744104722e-51,1.1297137454989955e-60,3.137078408123319e-36,1.5535389944722347e-52,3.6271846194397774e-42,2.2919818522479856e-49,1.313813596744529e-59,6.824605505222465e-69,1.5788489567814846e-73,3.82521172729287e-74,3.863631247805574e-50,1.375901803439344e-60,3.710762828466779e-63,6.974235897631079e-63,3.76,0.0,0.8505845954534947,0.9995496134915811,5.172797262656866e-16,1.0296384319584293e-46,1.7353954866149113e-07,1.7366792908214398e-07,4.571785784639176e-09,4.638244638819911e-16,2.3645207828543996e-15,1.277239454575637e-10,4.60511627693748e-13,1.2265099249831317e-13,6.608958250926469e-14,2.5139205821342532e-15,1.918370503261513e-19,3.45623820167569e-22,6.2904325459235e-10,8.489829107032498e-20,5.653964271705806e-20,1.7537178578970403e-13,1.2678563972348675e-26,4.422905224554345e-17,5.1746459769402595e-17,6.729654094013369e-21,3.0227333263497846e-22,7.8038806743176235e-22,2.0238035255799767e-20,2.6005167712048956e-20,1.9514312384021914e-29,0.000450381808058849
9.127763393520351e-10,0.6958323851937527,1.3693558461530668e-10,2.2230484314998287e-13,1.0299248436401512e-13,6.507807847027227e-10,0.0,0.0,4.728429601842517e-09,2.6779964529839122e-14,1.7234913140921752e-18,5.178853048428167e-13,2.188539770940647e-25,8.162084683177255e-33,1.0261027776918175e-22,1.1468088795754104e-33,2.8363515802231803e-35,7.60086984580952e-37,5.96630722088461e-36,1.0690914960247363e-53,1.5714371025442224e-51,1.5297573770701798e-60,3.603405676746969e-36,1.9868308316781658e-52,4.293439353877762e-42,2.901744919423608e-49,1.6643032427761848e-59,8.957589340243485e-69,2.13928679048829e-73,5.1829374304803196e-74,4.895145783942228e-50,1.800785485799932e-60,4.868040371729666e-63,9.135514195930324e-63,3.76,0.0,0.8505845893223074,0.9995459332786811,5.773344458028683e-16,1.2621807239337365e-46,1.79483518847807e-07,1.7962084884551974e-07,4.728479237702979e-09,5.027089724738611e-16,2.5101155352820322e-15,1.366100539901072e-10,5.091290059679843e-13,1.3116901250808752e-13,7.069761273027646e-14,2.689290011177504e-15,2.0545000527371172e-19,3.8214469689573735e-22,6.506052914404244e-10,9.15446398628214e-20,6.057559107403448e-20,1.8759633169944855e-13,1.4473935621609213e-26,4.814334041217425e-17,5.43979294364139e-17,7.694343388626206e-21,3.344366347548653e-22,8.64136680218359e-22,2.238943531168554e-20,2.8771396537673977e-20,2.181009947305248e-29,0.0004540618553081162
9.430271947802068e-10,0.6958323859347214,1.4615176864449045e-10,2.384547703889557e-13,1.1110089764499729e-13,6.72360782617946e-10,0.0,0.0,4.885113434187946e-09,2.858426529745735e-14,1.90055660163375e-18,5.710374432065483e-13,2.41384841903153e-25,9.510953996371329e-33,1.0958288679434902e-22,1.3069089093391917e-33,3.232523307308161e-35,8.94854609750501e-37,7.02239159036636e-36,1.3487149809893606e-53,2.0395130244846032e-51,2.051080942155264e-60,4.120897463996248e-36,2.521293243363625e-52,5.054295321334766e-42,3.645581157903473e-49,2.092213663485198e-59,1.1654603134802353e-68,2.8702279271198227e-73,6.953691306287711e-74,6.15458662440806e-50,2.3362838734746244e-60,6.330808445939036e-63,1.1862146217387678e-62,3.76,0.0,0.8505845831911195,0.9995425376334754,6.421904221840983e-16,1.5370933812862113e-46,1.8542718767916878e-07,1.855737686696397e-07,4.885173028323691e-09,5.434809979654306e-16,2.6589146115767353e-15,1.4579363397339145e-10,5.61027887391633e-13,1.3997068403989532e-13,7.546092182830177e-14,2.8705818634819506e-15,2.1954558008770884e-19,4.211511152991004e-22,6.721673245671263e-10,9.848844907256387e-20,6.47569274967922e-20,2.002324757059899e-13,1.6451985931178304e-26,5.224715856624373e-17,5.707227110880915e-17,8.759144729519223e-21,3.6880440622840732e-22,9.537228443272379e-22,2.4688029873685335e-20,3.1727108359243235e-20,2.4291418167207438e-29,0.0004574573345616278
9.732780502083783e-10,0.6958323866756907,1.5566740015038672e-10,2.552460354596589e-13,1.1958747930020035e-13,6.939419620830754e-10,0.0,0.0,5.041796699937989e-09,3.044737585670389e-14,2.0893500695155146e-18,6.277031108637352e-13,2.654180874917465e-25,1.1034752445943291e-32,1.1679174880005827e-22,1.4832666039119493e-33,3.6689591639798144e-35,1.0481206413819494e-36,8.222973602065649e-36,1.6907082776204375e-53,2.6253031390175293e-51,2.7247100340721296e-60,4.693339176358889e-36,3.1762989551325715e-52,5.919516224928062e-42,4.547207633880098e-49,2.6113522042470304e-59,1.5039648031209042e-68,3.815521043989918e-73,9.243680848041026e-74,7.682568360933298e-50,3.006210739447848e-60,8.166183201767692e-63,1.5276664660633243e-62,3.76,0.0,0.8505845770599307,0.99953940455109,7.120746792021479e-16,1.860380294595622e-46,1.913705551703722e-07,1.9152668856254917e-07,5.041867245678756e-09,5.861685328314405e-16,2.810835255276865e-15,1.552745587131213e-10,6.163121986538417e-13,1.4905579191523178e-13,8.037951142319105e-14,3.0577975669666083e-15,2.3412533096943295e-19,4.627248443142164e-22,6.937293539724456e-10,1.0573451906164515e-19,6.908425495642055e-20,2.1328019728324846e-13,1.8624454480019324e-26,5.654190467832102e-17,5.976786129436093e-17,9.930745392004256e-21,4.0544974846650094e-22,1.0493498103056516e-21,2.713867499260676e-20,3.4878575442740846e-20,2.6967015602317825e-29,0.0004605902506933005
9.999999999999999e-10,0.6958323874166601,1.6432202610291254e-10,2.706177929771115e-13,1.2740433217800748e-13,7.130066077385734e-10,0.0,0.0,5.18020168190977e-09,3.214206465847941e-14,2.2661761459293756e-18,6.807705730193732e-13,2.8793720390671933e-25,1.2539632705412376e-32,1.2335695546872556e-22,1.6534344045655682e-33,4.090107679513013e-35,1.2003699699720139e-36,9.415142620135615e-36,2.053979534398969e-53,3.260179235402801e-51,3.476332371921134e-60,5.247860861062688e-36,3.872943439319376e-52,6.778932848654365e-42,5.49638223688235e-49,3.1583404036858192e-59,1.871839887496286e-68,4.8711391520627864e-73,1.1800886152067153e-73,9.292505562943346e-50,3.732040985917088e-60,1.0160342171336658e-62,1.8979626439545138e-62,3.76,0.0,0.8505845716439734,0.9995368390940653,7.78174097762927e-16,2.1914776484788466e-46,1.9662035003007758e-07,1.9678517220447522e-07,5.180282763923326e-09,6.254915406206589e-16,2.947565717814549e-15,1.6389672535879775e-10,6.680462637825291e-13,1.5731667575956337e-13,8.485349134119014e-14,3.228102445077547e-15,2.4740827733138457e-19,5.016497154078376e-22,7.127760673753061e-10,1.123905662682789e-19,7.30286991785963e-20,2.2514818324089584e-13,2.07148611737734e-26,6.049550210431433e-17,6.216546927470006e-17,1.1060024457657551e-20,4.39773216931554e-22,1.1390092917900227e-21,2.9433801019861925e-20,3.783025672462191e-20,2.9499210084900126e-29,0.0004631555606077657
1.00352890563655e-09,0.6958323874166601,1.6548241776670544e-10,2.726858857112171e-13,1.2845936183688284e-13,7.155243608766494e-10,0.0,0.0,5.198479440227783e-09,3.236929575306433e-14,2.29024759069829e-18,6.879942321264708e-13,2.9100343799360966e-25,1.2750183880925897e-32,1.242378306555881e-22,1.6769582049325838e-33,4.148329009473453e-35,1.221733679590115e-36,9.5823945432328e-36,2.1067451651716013e-53,3.353319061507547e-51,3.5882381842277024e-60,5.324674888253055e-36,3.9741781131369606e-52,6.899521989407245e-42,5.633585527869888e-49,3.2374442930681314e-59,1.9258863302593094e-68,5.028374887263473e-73,1.2181781588466047e-73,9.525326541603607e-50,3.838507226054126e-60,1.0453284474316661e-62,1.952305389689363e-62,3.76,0.0,0.8505845709287411,0.9995365137282448,7.872185648225285e-16,2.2386707474317736e-46,1.973136213361729e-07,1.9747960853254433e-07,5.198561975878431e-09,6.307988406010587e-16,2.965796841001049e-15,1.6505270160103617e-10,6.750855682953575e-13,1.5842412131957508e-13,8.545338322491465e-14,3.250938603590969e-15,2.4919081416067026e-19,5.06947648527085e-22,7.152913796563705e-10,1.1328765104033703e-19,7.35581756394066e-20,2.2673947595786932e-13,2.1003415762892583e-26,6.102887135653943e-17,6.248319754438422e-17,1.1216047578437576e-20,4.444457662034828e-22,1.1512214573401418e-21,2.9746225389668254e-20,3.823206965812671e-20,2.9845793125847235e-29,0.00046348090698334157
1.0337797610647215e-09,0.6958323881576302,1.755967601661283e-10,2.907815665207937e-13,1.3772367260335857e-13,7.371080167695184e-10,0.0,0.0,5.355161693134126e-09,3.435002454688619e-14,2.5036250194651787e-18,7.520226836548308e-13,3.181907882354329e-25,1.467499418201389e-32,1.3192213578954541e-22,1.8890963619082275e-33,4.673393429961886e-35,1.417662873132593e-36,1.1115914047913585e-35,2.610289969465442e-53,4.252185296032809e-51,4.686946544960335e-60,6.019009869242004e-36,4.940563984958947e-52,8.005411229672778e-42,6.93524216841947e-49,3.988330229686932e-59,2.448363312853377e-68,6.572976331518036e-73,1.592345489228217e-73,1.1735287645672598e-49,4.8657956916298715e-60,1.328493293552138e-62,2.4769675835022324e-62,3.76,0.0,0.8505845647975504,0.9995338464316579,8.678577480584262e-16,2.6792629681410224e-46,2.0325638619129575e-07,2.0343252858817087e-07,5.355257302221409e-09,6.773984746138835e-16,3.1237208193874677e-15,1.7512793610601275e-10,7.374513274579001e-13,1.6807545778809431e-13,9.068253902722667e-14,3.4500065091640532e-15,2.64743585946201e-19,5.539012882418339e-22,7.368534016188898e-10,1.2115264706692878e-19,7.817929094938027e-20,2.4061029129708555e-13,2.3601276580917588e-26,6.570925370300815e-17,6.521688942335872e-17,1.2622168301745437e-20,4.858655675239642e-22,1.2595422932489044e-21,3.25155344607302e-20,4.17938624844017e-20,3.293680628392699e-29,0.00046614803671358887
1.0640306164928931e-09,0.6958323888986007,1.8601036605258093e-10,3.0954032128319776e-13,1.4738753378444614e-13,7.586929675248496e-10,0.0,0.0,5.511843493911971e-09,3.638956181227574e-14,2.7298581914537434e-18,8.199002944844295e-13,3.470302104475721e-25,1.6828002705829378e-32,1.398457041420442e-22,2.1208303843022942e-33,5.24700438910863e-35,1.6380019387469487e-36,1.2839738524207044e-35,3.2168144651736885e-53,5.355173535095858e-51,6.075071243753759e-60,6.780613142900517e-36,6.104767784227328e-52,9.248983870554601e-42,8.486613713499297e-49,4.884175704189009e-59,3.091402054317734e-68,8.526327309811561e-73,2.0655195541163548e-73,1.437167736654761e-49,6.125987693748861e-60,1.6769529779853533e-62,3.1212490390798503e-62,3.76,0.0,0.8505845586663586,0.9995313853766331,9.542322158427041e-16,3.1901693709750717e-46,2.0919884975044247e-07,2.093854487382235e-07,5.511953305430605e-09,7.259932962931426e-16,3.284530663477075e-15,1.855001357663139e-10,8.035125106286009e-13,1.78009587192925e-13,9.60669807020745e-14,3.655002873175739e-15,2.80785202656237e-19,6.036675195477678e-22,7.584154198599914e-10,1.2933431004754583e-19,8.294820150883916e-20,2.548926228981461e-13,2.6430773452447694e-26,7.058415658385085e-17,6.796765015292866e-17,1.4156439269216127e-20,5.2978226388828915e-22,1.3745174544710166e-21,3.545145428042809e-20,4.557022501454828e-20,3.624926483858509e-29,0.00046860892458043063
1.0942814719210647e-09,0.6958323896395715,1.967231741545275e-10,3.2896939140161113e-13,1.574580623974539e-13,7.802792508981306e-10,0.0,0.0,5.668524875212586e-09,3.848790713608005e-14,2.969322923679149e-18,8.917388460512472e-13,3.7757196096408602e-25,1.9229133689555493e-32,1.4800961211692786e-22,2.3733465027135554e-33,5.872105901250418e-35,1.8849732071119924e-36,1.477104957470335e-35,3.9440342828252987e-53,6.700787364898438e-51,7.817232536648846e-60,7.613920077804926e-36,7.500184225148477e-52,1.0642763923477516e-41,1.0326409123119861e-48,5.94769662290178e-59,3.878255273512553e-68,1.0980322661343919e-72,2.6599562452827294e-73,1.750116859673448e-49,7.662949576251757e-60,2.103313320811761e-62,3.907859068506827e-62,3.76,0.0,0.850584552535166,0.9995291146150462,1.046586269897312e-15,3.780163512218376e-46,2.1514101202829815e-07,2.1533836899174538e-07,5.668650063870629e-09,7.766084929484595e-16,3.448151816501022e-15,1.9616917418286105e-10,8.733718563799219e-13,1.8822629573185748e-13,1.0160671019467857e-13,3.865929338647982e-15,2.973172206688052e-19,6.563280943849814e-22,7.79977434379663e-10,1.378374437359512e-19,8.786550716085553e-20,2.695864503791407e-13,2.9504970044109167e-26,7.565460135634334e-17,7.073428888025289e-17,1.5826406766553663e-20,5.762689701568022e-22,1.496352706052974e-21,3.855883560622023e-20,4.956742796036258e-20,3.979253280870984e-29,0.0004708795187074393
1.1245323273492363e-09,0.6958323903805431,2.0773512321917433e-10,3.49076016279335e-13,1.679423702886762e-13,8.018669046371721e-10,0.0,0.0,5.82520586728487e-09,4.064506011694805e-14,3.222395014549498e-18,9.676500722140964e-13,4.0986648691224267e-25,2.1899447617476923e-32,1.5641497253403384e-22,2.647868139131629e-33,6.551734727179944e-35,2.1609316963179358e-36,1.6928032410100667e-35,4.812165976891496e-53,8.333400442830441e-51,9.99004075947146e-60,8.523535011112257e-36,9.164729461847038e-52,1.220002242562921e-41,1.249799606529366e-48,7.2043988333543705e-59,4.835838302531239e-68,1.4044092482707277e-72,3.402084959630116e-73,2.119857052265108e-49,9.527229243387921e-60,2.6221746757990706e-62,4.863007390984616e-62,3.76,0.0,0.850584546403972,0.9995270194319997,1.1451685236004151e-15,4.458828787285829e-46,2.2108287303953747e-07,2.2129128935802718e-07,5.825347653748385e-09,8.292685951204331e-16,3.6145116410332415e-15,2.0713492501341786e-10,9.471318081054312e-13,1.9872536991829664e-13,1.0730172951921341e-13,4.082787602003727e-15,3.143411964120853e-19,7.119647606087244e-22,8.015394451778929e-10,1.4666685273333254e-19,9.293180697076688e-20,2.8469175337106707e-13,3.2837254621853175e-26,8.09215320940916e-17,7.351570352359382e-17,1.7639831542189474e-20,6.2539880461309e-22,1.6252544416329535e-21,4.184252788236133e-20,5.379174165719228e-20,4.3576128528998125e-29,0.000472974533992548
1.154783182777408e-09,0.6958323911215148,2.190461520074821e-10,3.69867433312466e-13,1.7884756413037415e-13,8.234559664821097e-10,0.0,0.0,5.981886498161079e-09,4.2861020364463885e-14,3.4894502438744394e-18,1.047745659275055e-12,4.439644328916388e-25,2.4861172550962964e-32,1.6506293458149975e-22,2.9456561862541395e-33,7.289021092499576e-35,2.468369213729367e-36,1.9329904255999907e-35,5.8442059448704e-53,1.0303951303680583e-50,1.268389497087418e-59,9.514233905191448e-36,1.1141313118224223e-51,1.3934800547236485e-41,1.5049809397593206e-48,8.682833355545498e-59,5.99518560398182e-68,1.7846634178162352e-72,4.323145805600092e-73,2.55475602544094e-49,1.1776847823449905e-59,3.250383534691885e-62,6.016826964352554e-62,3.76,0.0,0.8505845402727766,0.999525086250462,1.2502318988515523e-15,5.2366088953395886e-46,2.2702443279882948e-07,2.2724420984660645e-07,5.982046149298108e-09,8.839974934789676e-16,3.783539369470372e-15,2.1839726196758202e-10,1.0248945147517794e-12,2.095065965723639e-13,1.1315204075502622e-13,4.3055794129515524e-15,3.3185868636670717e-19,7.706592620526958e-22,8.231014522546684e-10,1.5582734248807698e-19,9.814769922785305e-20,3.0020851151100267e-13,3.644133752187134e-26,8.638582134812371e-17,7.63108741515653e-17,1.9604688691849624e-20,6.772448889863504e-22,1.7614296834231714e-21,4.530737924381188e-20,5.824943606859339e-20,4.7609724721824346e-29,0.00047490754746750693
1.1850340382055795e-09,0.6958323918624871,2.3065619928989492e-10,3.913508778834164e-13,1.901807454182168e-13,8.450464741654058e-10,0.0,0.0,6.138566793828217e-09,4.513578749834741e-14,3.7708643728680194e-18,1.1321372459981586e-12,4.799166476430505e-25,2.8137735423415574e-32,1.7395468376811054e-22,3.268009295851977e-33,8.087189428519573e-35,2.8099184871249435e-36,2.199694275287533e-35,7.0662324211150235e-53,1.267069804147927e-50,1.6004991102294372e-59,1.0590967037769716e-35,1.3478346166433705e-51,1.5861932872548531e-41,1.80357828676435e-48,1.0414867743310402e-58,7.3919503826257805e-68,2.2539761084866703e-72,5.459903425932048e-73,3.0641458434884874e-49,1.44781600455422e-59,4.007308574485413e-62,7.403834826267854e-62,3.76,0.0,0.8505845341415799,0.9995233025432773,1.3620336229351009e-15,6.124860098723735e-46,2.3296569132084193e-07,2.33197130467267e-07,6.138745622952051e-09,9.408184552868782e-16,3.955166055802739e-15,2.2995605880249717e-10,1.106761831547166e-12,2.205697628130252e-13,1.1915764604333797e-13,4.534306574384267e-15,3.498712470680144e-19,8.324933385914079e-22,8.44663455609977e-10,1.6532371929553598e-19,1.0351378144700088e-19,3.161367044362576e-13,4.033124864122995e-26,9.20482754785513e-17,7.911885685616439e-17,2.1729167543376138e-20,7.318803484730244e-22,1.90508608219067e-21,4.895823652009272e-20,6.294678079091755e-20,5.190314857770032e-29,0.00047669108628772415
1.2152848936337511e-09,0.6958323926034599,2.4256520384270687e-10,4.1353358335520354e-13,2.0194901046915742e-13,8.666384654118498e-10,0.0,0.0,6.2952467783861705e-09,4.7469361147716413e-14,4.0670131441465824e-18,1.2209364236265958e-12,5.177741907071111e-25,3.1753793301694247e-32,1.830914418756859e-22,3.61626417616991e-33,8.949559135676356e-35,3.188357325997537e-36,2.4950514349218183e-35,8.507731802743966e-53,1.5500036203785628e-50,2.007755737662381e-59,1.1758861726056747e-35,1.6230286465054187e-51,1.7997070860119575e-41,2.1515804676634088e-48,1.2435974216478304e-58,9.066950193039616e-68,2.8301396301343485e-72,6.855444361797472e-73,3.6584050291432424e-49,1.7706787275429492e-59,4.91514290804579e-62,9.063433298324965e-62,3.76,0.0,0.8505845280103819,0.9995216567519801,1.4808352253823288e-15,7.135905305220484e-46,2.38906648620245e-07,2.3915005123003805e-07,6.29544614549791e-09,9.99754140439932e-16,4.129324528641403e-15,2.4181118931920083e-10,1.1928353207265643e-12,2.3191465605114296e-13,1.253185475843758e-13,4.768970942289924e-15,3.6838043510829855e-19,8.975487262017665e-22,8.662254552438071e-10,1.7516079029778182e-19,1.0903065037035803e-19,3.3247631177939786e-13,4.4521334948081714e-26,9.790963958864674e-17,8.193877808294722e-17,2.4021671541802097e-20,7.89378311757807e-22,2.0564319172368352e-21,5.2799945239092625e-20,6.789004505784015e-20,5.646638184067097e-29,0.0004783367089186962
1.2455357490619227e-09,0.6958323933444333,2.5477310444499243e-10,4.3642278106643574e-13,2.141594504197193e-13,8.882319779385592e-10,0.0,0.0,6.451926474193604e-09,4.9861740950405915e-14,4.378272281722499e-18,1.314254735898641e-12,5.5758833907289195e-25,3.573526461552503e-32,1.9247446691150747e-22,3.9917958983498265e-33,9.879545369446494e-35,3.6066128138979204e-36,2.821310268785064e-35,1.0201950598295072e-52,1.8867383324555462e-50,2.5046335729803815e-59,1.3023225085307394e-35,1.9458223821473717e-51,2.035670648797628e-41,2.5556197550073722e-48,1.4785535221623315e-58,1.1066761575501988e-67,3.5339242174375285e-72,8.560065324875287e-73,4.349045361202832e-49,2.154862727972898e-59,5.99923439056413e-62,1.1040453996860454e-61,3.76,0.0,0.8505845218791822,0.9995201382118883,1.6069025348322806e-15,8.283090001736571e-46,2.4484730471171434e-07,2.451029721451936e-07,6.452147786224025e-09,1.0608266170942046e-15,4.30594934546744e-15,2.539625273595389e-10,1.2832162522539298e-12,2.4354106398335597e-13,1.316347476348914e-13,5.009574425673787e-15,3.8738780713900903e-19,9.65907157023982e-22,8.87787451156146e-10,1.85343363483358e-19,1.1469890196897761e-19,3.492273131640397e-13,4.902625801131462e-26,1.0397060209086711e-16,8.476982938437305e-17,2.6490818134680873e-20,8.498119110341493e-22,2.2156760963758946e-21,5.683734963083628e-20,7.308549774483858e-20,6.130956089555606e-29,0.0004798550800426645
