Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268)
2.2531346876320986e-06,0.5102212046073777,7.28998905404102e-08,1.561897484485321e-08,4.942367580829196e-09,7.171642163695862e-08,0.0,0.0,7.983998365181272e-08,5.062526399134292e-11,2.1482514007167798e-11,1.7914703061908734e-07,1.736846775567728e-21,5.137353669730073e-27,1.5475532627643192e-21,2.3131434617990474e-18,3.5421443351371054e-17,3.643807902224878e-18,6.429737173372933e-28,1.3066119498721168e-37,1.2038473273735774e-35,3.63076475924356e-36,2.137613202109166e-20,2.2099184499897736e-24,1.9029576165068581e-22,1.6838261976621192e-29,2.9037276028975018e-37,5.409340348488603e-33,6.577812428268342e-33,9.228404296837356e-35,2.6553663148068534e-24,3.5120475120920465e-33,1.0509363824051024e-35,7.53865378568192e-38,3.76,0.0,0.5069139107788844,0.9999405223358271,3.139968586287166e-08,2.5391274213415096e-18,1.1554931752572825e-07,5.029153094003664e-07,2.94519521444368e-07,8.037957030526814e-14,3.7718003674159163e-16,3.0563787567789964e-08,2.9502044342002094e-09,2.1568096264685103e-08,6.7859363989212216e-09,4.150009972558045e-12,2.350966470240449e-13,4.0203420053539286e-17,1.6821044033428845e-10,3.8967965838228373e-14,4.1058358062476976e-15,3.3942754116756025e-10,8.04331747245158e-19,4.977616040291525e-15,3.9110089524151164e-18,5.11224536605139e-13,2.6228158165561957e-17,6.246915114196538e-16,2.6157616282620982e-15,3.413629558874751e-15,9.645686566986278e-23,5.913612056194098e-05,3.6090978286904195e-28,1.2514908210775727e-24,7.317499431154039e-22,1.2264158926466182e-12,1.2566535849350334e-14,8.589420457009379e-22,1.6883801782734255e-20,8.60784795968584e-22,1.1444079735009684e-19,1.061676590285555e-17,5.014601360398058e-10,9.038846346253395e-21,1.0058359098467471e-15,7.50536752892506e-17,6.670565433929531e-20,1.063303765082137e-22,2.087171353904795e-23,4.5086582721864076e-18,5.691841616665752e-10,2.215332641734454e-20,1.3153962417876132e-19,1.3661890824422872e-19,1.4996820876837893e-13,1.3815268197393664e-23,5.774767118551872e-32,9.844464875785215e-32,4.761451401641311e-25,4.3403483614468524e-31
2.2651119519937335e-06,0.5102212048620406,7.311558386293272e-08,1.574455212704146e-08,4.972722415231841e-09,7.244917759907687e-08,0.0,0.0,8.044795587316335e-08,5.127391256108639e-11,2.1769957034671796e-11,1.8070284275574647e-07,1.7523067890691202e-21,5.21108824395932e-27,1.5541370760828334e-21,2.337731535155146e-18,3.605073108727556e-17,3.709483155746336e-18,6.541325170942191e-28,1.3406549127941033e-37,1.238452729218599e-35,3.710351195486104e-36,2.1604469333541947e-20,2.278481217809161e-24,1.9385206981980558e-22,1.726798555805235e-29,2.9722490204581736e-37,5.6022280965036896e-33,6.859065639755947e-33,9.612034493341554e-35,2.701587571079906e-24,3.622640977916595e-33,1.0899536057938415e-35,7.793690748552697e-38,3.76,0.0,0.5069139060693137,0.9999405195541375,3.180477609334119e-08,2.600900112854377e-18,1.1567462668311401e-07,5.06203328332497e-07,2.971560628726925e-07,8.0487476430579e-14,3.775899279724205e-16,3.0611395868533805e-08,2.9549492117158117e-09,2.1802373268643774e-08,6.887098690969544e-09,4.198288173670026e-12,2.4079237095204004e-13,4.101857573403012e-17,1.6910600479674806e-10,3.9928877827291634e-14,4.1864606474211716e-15,3.4203916764078547e-10,8.2086507714615e-19,5.026455328241114e-15,3.942941520534345e-18,5.201067149198109e-13,2.6611608709584233e-17,6.370439361873853e-16,2.654643398949966e-15,3.4697077095394825e-15,9.87332731449848e-23,5.913612023760794e-05,3.7192125480234914e-28,1.2845849137208905e-24,7.4756695627780325e-22,1.2390679925647325e-12,1.2781133186821793e-14,8.778272541464393e-22,1.7046947721583757e-20,8.715833250063264e-22,1.1611435901611323e-19,1.0784238877454775e-17,5.051164950368217e-10,9.185924841269082e-21,1.0230416025085813e-15,7.654752590316261e-17,6.83742507972875e-20,1.0850046458458347e-22,2.140854498735569e-23,4.600419658094876e-18,5.70509381406715e-10,2.2607170398908125e-20,1.349525749914193e-19,1.3897150086723734e-19,1.5013206839400262e-13,1.4125086271548764e-23,5.931320102837029e-32,1.0151953430618315e-31,4.91131248855809e-25,4.452980372741743e-31
2.2770892163553685e-06,0.5102212051167396,7.332901165939803e-08,1.5869969178093917e-08,5.003005823792505e-09,7.318408442996334e-08,0.0,0.0,8.10570477478348e-08,5.192747735740035e-11,2.2059491798983217e-11,1.8226105726240587e-07,1.7677945027301445e-21,5.285223969519017e-27,1.5606577170376778e-21,2.3623885478709683e-18,3.668670087364016e-17,3.775907479665925e-18,6.65404279702473e-28,1.3753450462029058e-37,1.2737993581971627e-35,3.791039836284683e-36,2.1833453260280525e-20,2.3486844689796565e-24,1.9744907592887824e-22,1.7705937219049235e-29,3.0417860825949653e-37,5.800621025923373e-33,7.150364953642075e-33,1.000883466437959e-34,2.7482569002585184e-24,3.735957512924193e-33,1.1301567591980267e-35,8.055565683345111e-38,3.76,0.0,0.5069139013518797,0.9999405167668455,3.221234375342417e-08,2.6637663725097237e-18,1.157982012653406e-07,5.094938170974857e-07,2.9979870686153816e-07,8.059388885120542e-14,3.779945421063332e-16,3.065834734174807e-08,2.959628601809567e-09,2.203750452042712e-08,6.989167195373208e-09,4.24675614198691e-12,2.465901869955037e-13,4.1845415154962004e-17,1.7000159737864404e-10,4.090740052544066e-14,4.268101942108832e-15,3.446539281812667e-10,8.376389054120861e-19,5.0754921919942155e-15,3.974972488408042e-18,5.290821776744292e-13,2.6997951136808112e-17,6.49562401247087e-16,2.6938174859410623e-15,3.5263428765727298e-15,1.0105008199546478e-22,5.913612022992323e-05,3.832013836776214e-28,1.3183625750525233e-24,7.636007112199654e-22,1.2517587051257228e-12,1.2997991540963273e-14,8.969789710177414e-22,1.7211036833549456e-20,8.824643292163354e-22,1.1780382589086055e-19,1.0953101127630729e-17,5.087743319695622e-10,9.334544048487744e-21,1.0404212845888485e-15,7.806012303972142e-17,7.007250500675777e-20,1.107014362056271e-22,2.1955592691015773e-23,4.693512045276401e-18,5.718167624465263e-10,2.3067643014875477e-20,1.3843443365417676e-19,1.4134798246515544e-19,1.5029365983994099e-13,1.4439982797680816e-23,6.091170463389789e-32,1.0467038765876465e-31,5.064846465253343e-25,4.567886769000449e-31
2.2890664807170034e-06,0.5102212053714738,7.354019219690118e-08,1.599522003589124e-08,5.033217621773301e-09,7.392111951014675e-08,0.0,0.0,8.166724742074871e-08,5.2585967252763746e-11,2.2351119174166993e-11,1.838216410121957e-07,1.783309958336244e-21,5.359756449365965e-27,1.5671155228673804e-21,2.38711362717012e-18,3.732936616403499e-17,3.843083859492778e-18,6.767891639228507e-28,1.4106896668193166e-37,1.309897189398012e-35,3.8728353257379894e-36,2.206307562663813e-20,2.420555015073892e-24,2.0108689706344994e-22,1.8152219762078473e-29,3.1123426023908305e-37,6.004634960099968e-33,7.45199567710113e-33,1.0419156445192973e-34,2.7953742854851144e-24,3.85204438259225e-33,1.1715735909743894e-35,8.324412679435084e-38,3.76,0.0,0.5069138966266449,0.9999405139746276,3.262238299913515e-08,2.7277377627234773e-18,1.1592006528132647e-07,5.127867416748616e-07,3.024473960230526e-07,8.069882840615903e-14,3.7839314262279123e-16,3.070465097960897e-08,2.9642434988326467e-09,2.2273482674324258e-08,7.092144024502189e-09,4.2954120329521284e-12,2.524912400661391e-13,4.2684032458500455e-17,1.7089721820955422e-10,4.1903737603059984e-14,4.350764245053582e-15,3.472717850727387e-10,8.546552040260129e-19,5.12472609694006e-15,4.0071017892044914e-18,5.381511687672187e-13,2.7387180389954735e-17,6.622479674128757e-16,2.733283110363167e-15,3.583536422207548e-15,1.0340775773513097e-22,5.913611991030035e-05,3.9475480896116595e-28,1.3528335880512242e-24,7.798520710591304e-22,1.264487634353805e-12,1.3217117894437951e-14,9.163983884444904e-22,1.7376073792886103e-20,8.934282216612155e-22,1.195092887603559e-19,1.1123350891586841e-17,5.124335852841953e-10,9.484712804988973e-21,1.0579752986775573e-15,7.959153953191009e-17,7.1800705228088e-20,1.129335106080497e-22,2.251297973560501e-23,4.7879466690315606e-18,5.731065310171114e-10,2.353480064697933e-20,1.4198618386448033e-19,1.4374839998420036e-19,1.5045301450071504e-13,1.4760008516474893e-23,6.254366607594129e-32,1.0789855661874827e-31,5.222115669981471e-25,4.685100049231763e-31
2.3010437450786384e-06,0.5102212056262415,7.37491437280826e-08,1.6120298834588227e-08,5.063357637606036e-09,7.466026040320387e-08,0.0,0.0,8.227854313279953e-08,5.3249391023541684e-11,2.2644839999467594e-11,1.8538456133114754e-07,1.7988532059204227e-21,5.4346812930689966e-27,1.5735108365719194e-21,2.411905909908349e-18,3.7978740069390524e-17,3.911015257923672e-18,6.882873234300733e-28,1.4466961057573074e-37,1.3467562372847266e-35,3.955742234157739e-36,2.229332834779155e-20,2.494119872832561e-24,2.0476564822646025e-22,1.860693652611576e-29,3.1839222815134304e-37,6.214387203382125e-33,7.764248988269487e-33,1.0843357915248057e-34,2.84293968671424e-24,3.9709492882014064e-33,1.214232290188261e-35,8.600367460930167e-38,3.76,0.0,0.5069138918936712,0.9999405111769134,3.3034887971933585e-08,2.7928258688715717e-18,1.160402424076856e-07,5.160820685088927e-07,3.051020735223437e-07,8.080231530553606e-14,3.787866549458291e-16,3.075031565460588e-08,2.9687947852699803e-09,2.251030043341136e-08,7.196031270923976e-09,4.344254012885466e-12,2.5849667909216827e-13,4.353452186148702e-17,1.717928674176899e-10,4.291809349751389e-14,4.43445206672046e-15,3.498927011208104e-10,8.719159466582393e-19,5.174156510356775e-15,4.039328957724361e-18,5.47313928863607e-13,2.777929131503584e-17,6.751016916661798e-16,2.773039480722107e-15,3.641289691196891e-15,1.058067678555005e-22,5.913611989675587e-05,4.065862057350526e-28,1.388007800272255e-24,7.963218821857711e-22,1.2772543872516485e-12,1.3438519153268168e-14,9.360866780285778e-22,1.7542063245848077e-20,9.044754170089616e-22,1.2123083885098679e-19,1.1294986360426285e-17,5.160941943107475e-10,9.636439996426519e-21,1.0757039809735589e-15,8.114184721731051e-17,7.355913945255699e-20,1.1519690637326346e-22,2.3080829777529148e-23,4.883734785393788e-18,5.743789110568439e-10,2.4008699782328622e-20,1.4560881721241515e-19,1.461727995351278e-19,1.5061016333669424e-13,1.5085214306639104e-23,6.420957309437363e-32,1.112054021655655e-31,5.383182946901984e-25,4.804652921601205e-31
2.3130210094402733e-06,0.5102212058810418,7.395588448698548e-08,1.6245199803920494e-08,5.093425712587456e-09,7.540148485559347e-08,0.0,0.0,8.2890923220765e-08,5.391775735076666e-11,2.2940655079808583e-11,1.869497859921913e-07,1.8144243035757986e-21,5.509994117992003e-27,1.5798440066448182e-21,2.436764542530406e-18,3.8634835361434734e-17,3.9797046150143336e-18,6.998989068920025e-28,1.4833717081745574e-37,1.384386555054063e-35,4.039765058761345e-36,2.2524203428362695e-20,2.569406263015839e-24,2.0848544235587385e-22,1.9070191384352118e-29,3.256528711022054e-37,6.429996544854511e-33,8.087422004887036e-33,1.128180365071897e-34,2.8909530411875127e-24,4.092720365994053e-33,1.2581614897451494e-35,8.883567394640021e-38,3.76,0.0,0.5069138871530202,0.9999405083743577,3.344985279978742e-08,2.8590422987006205e-18,1.1615875599333084e-07,5.193797645024445e-07,3.0776268307263423e-07,8.090436983432345e-14,3.791742733764074e-16,3.079535012096418e-08,2.9732833318798366e-09,2.274795054972856e-08,7.30083100759217e-09,4.393280259117228e-12,2.6460765697567164e-13,4.4396977653181966e-17,1.7268854512991045e-10,4.3950673405161224e-14,4.51916987351716e-15,3.5251663964571566e-10,8.894231086157726e-19,5.2237829006664235e-15,4.071653935554861e-18,5.565706954355121e-13,2.8174278663770216e-17,6.881246271272961e-16,2.8130857932152847e-15,3.699604011017461e-15,1.0824758186732285e-22,5.913611958167647e-05,4.187002901195347e-28,1.4238951239113472e-24,8.130109743936019e-22,1.2900585738038062e-12,1.366220214744838e-14,9.560449909653711e-22,1.770900981020014e-20,9.156063314577418e-22,1.2296856782633953e-19,1.1468005679554875e-17,5.197560992508454e-10,9.789734557023468e-21,1.0936076613697332e-15,8.271111694520932e-17,7.534809538420919e-20,1.174918414227267e-22,2.3659267042588757e-23,4.980887670951005e-18,5.756341242097373e-10,2.4489397012408878e-20,1.493033331868287e-19,1.4862122640576898e-19,1.5076513687936417e-13,1.5415651183490772e-23,6.590991708756085e-32,1.145922984304775e-31,5.548111642827123e-25,4.926578407411701e-31
2.3249982738019083e-06,0.5102212061358734,7.416043268505307e-08,1.6369917268504925e-08,5.123421700582833e-09,7.614477079645014e-08,0.0,0.0,8.350437611719836e-08,5.459107482091904e-11,2.3238565186285224e-11,1.885172832092182e-07,1.8300233172707916e-21,5.5856905503913846e-27,1.5861153868080241e-21,2.4616886810224295e-18,3.92976644761312e-17,4.049154848351689e-18,7.116240580482133e-28,1.5207238329276855e-37,1.422798234000897e-35,4.1249082243706524e-36,2.2755692961999904e-20,2.6464416092454968e-24,2.122463903426795e-22,1.9542088741920878e-29,3.3301653722061133e-37,6.651583261959599e-33,8.421817852895054e-33,1.173486477638338e-34,2.939414263895866e-24,4.217406186303537e-33,1.303390269498222e-35,9.174151498078175e-38,3.76,0.0,0.5069138824047529,0.9999405055664096,3.3867271598212174e-08,2.9263986817445277e-18,1.1627562906400502e-07,5.226797970109029e-07,3.1042916893043425e-07,8.100501162821748e-14,3.7955699092776974e-16,3.0839763016067425e-08,2.9777099978326375e-09,2.2986425824444284e-08,7.406545288034251e-09,4.442488960115317e-12,2.708253305502415e-13,4.527149419303497e-17,1.7358425147173833e-10,4.5001683273423775e-14,4.604922088019422e-15,3.551435644751757e-10,9.071786667954887e-19,5.2736047381834295e-15,4.104076251929038e-18,5.659217028003698e-13,2.8572137095966496e-17,7.0131782302791e-16,2.8534212320413155e-15,3.758480692072246e-15,1.1073067122457422e-22,5.913611956245827e-05,4.311018132053763e-28,1.4605055348173264e-24,8.299201610131463e-22,1.3028998069793127e-12,1.3888173631559124e-14,9.762744581701805e-22,1.787691807473856e-20,9.268213826613078e-22,1.247225677839999e-19,1.1642406950034327e-17,5.234192411656292e-10,9.944605469557858e-21,1.1116866635374116e-15,8.429941858383513e-17,7.716786042213878e-20,1.198185330163865e-22,2.4248416324604548e-23,5.079416622669667e-18,5.768723898251298e-10,2.4976949032269445e-20,1.530707391812901e-19,1.5109372507364464e-19,1.509179652379911e-13,1.5751370297559272e-23,6.764519310467619e-32,1.1806063267065437e-31,5.716965603920964e-25,5.050909735723428e-31
2.3369755381635432e-06,0.510221206390735,7.436280650725567e-08,1.6494445647130953e-08,5.15334546773288e-09,7.689009633733823e-08,0.0,0.0,8.411889035029689e-08,5.526935192670669e-11,2.3538571056650268e-11,1.900870216312191e-07,1.84565032066791e-21,5.661766226532712e-27,1.5923253357571147e-21,2.4866774908647987e-18,3.9967239517117277e-17,4.11936885322606e-18,7.234629157881792e-28,1.5587598522397964e-37,1.4620014028896788e-35,4.211176084124677e-36,2.2987789130938696e-20,2.7252535368383215e-24,2.160486010486772e-22,2.002273353364506e-29,3.4048356374559837e-37,6.879269124002407e-33,8.767745734982112e-33,1.2202919016923054e-34,2.9883232480459105e-24,4.345055752654834e-33,1.3499481593314746e-35,9.472260447496422e-38,3.76,0.0,0.5069138776489291,0.9999405027537023,3.4287138471285954e-08,2.9949066687470455e-18,1.1639088432675802e-07,5.259821338361766e-07,3.1310147589074167e-07,8.110426043486992e-14,3.7993392727159876e-16,3.08835628618625e-08,2.982075630849005e-09,2.3225719107993646e-08,7.513176146536978e-09,4.4918783156053655e-12,2.7715086053895084e-13,4.615816590848928e-17,1.7447998656737368e-10,4.6071329792908267e-14,4.691713089201002e-15,3.5777343993734853e-10,9.251845996348874e-19,5.323621494343721e-15,4.136595857087648e-18,5.75367182159905e-13,2.8972861181875065e-17,7.146823246845638e-16,2.8940449697059133e-15,3.817921027891676e-15,1.1325650936687644e-22,5.91361192517614e-05,4.437955665630758e-28,1.4978490725456928e-24,8.470502390491686e-22,1.3157777027335403e-12,1.411644028538174e-14,9.9677619041039e-22,1.8045792598851208e-20,9.381209896550482e-22,1.264929312523075e-19,1.1818188229943238e-17,5.270835619638311e-10,1.0101061765330537e-20,1.1299413050100903e-15,8.590682102765516e-17,7.901872164318796e-20,1.2217719774849213e-22,2.4848402984099232e-23,5.179332957721556e-18,5.780939249586209e-10,2.5471412639549744e-20,1.5691205049983926e-19,1.5359033921823977e-19,1.5106867810474874e-13,1.6092422933205342e-23,6.941589983787357e-32,1.2161180524180323e-31,5.8898091723516245e-25,5.177680450935231e-31
2.348952802525178e-06,0.5102212066456256,7.456302410835075e-08,1.66187794520465e-08,5.183196892168747e-09,7.76374397719678e-08,0.0,0.0,8.473445454375346e-08,5.595259706784325e-11,2.384067339579301e-11,1.9165897033648705e-07,1.8613053949451425e-21,5.738216793722957e-27,1.5984742169091618e-21,2.5117301469807363e-18,4.0643572259141084e-17,4.190349502804162e-18,7.354156142287761e-28,1.5974871513725495e-37,1.5020062273326244e-35,4.2985729201969326e-36,2.322048420554657e-20,2.80586987163121e-24,2.1989218132461604e-22,2.051223122180583e-29,3.4805427711625457e-37,7.113177395540316e-33,9.125520999069722e-33,1.268635074762096e-34,3.0376798655134348e-24,4.47571850083726e-33,1.3978651422183776e-35,9.77803658595361e-38,3.76,0.0,0.5069138728856093,0.9999404999357039,3.470944751264072e-08,3.0645779310902715e-18,1.1650454417435303e-07,5.292867432207626e-07,3.157795492822604e-07,8.120213532973671e-14,3.803061488010914e-16,3.0926758066263055e-08,2.9863810673369534e-09,2.346582330020557e-08,7.62072559833095e-09,4.541446536684151e-12,2.8358541151264087e-13,4.705708729281327e-17,1.7537575053970902e-10,4.715982038958277e-14,4.779547212668075e-15,3.604062308538892e-10,9.434428870665836e-19,5.373832642479581e-15,4.169212274439669e-18,5.849073616386299e-13,2.9376445404506556e-17,7.282191734730617e-16,2.9349561673238783e-15,3.8779262953334146e-15,1.158255716427869e-22,5.9136119227049475e-05,4.567863760709193e-28,1.5359358393635812e-24,8.64401989321311e-22,1.3286918800092696e-12,1.4347008714513714e-14,1.0175512784423959e-21,1.821563791208702e-20,9.495055727827123e-22,1.2827975118708685e-19,1.1995347535688704e-17,5.307490043900217e-10,1.0259112524124173e-20,1.1483718972663653e-15,8.753339220479141e-17,8.090096578505336e-20,1.2456805154664809e-22,2.5459352947037055e-23,5.2806480133129036e-18,5.792989443741909e-10,2.597284473369293e-20,1.6082829036257786e-19,1.5611111173335336e-19,1.5121730476119578e-13,1.6438860507256862e-23,7.122253961432301e-32,1.2524722956936465e-31,6.0667071828980335e-25,5.306924303748105e-31
2.360930066886813e-06,0.5102212069005442,7.476110360926619e-08,1.6742913288235725e-08,5.212975863730185e-09,7.838677957587362e-08,0.0,0.0,8.535105741658574e-08,5.6640818551825194e-11,2.4144872876211674e-11,1.9323309882689567e-07,1.876988628620888e-21,5.815037911362387e-27,1.6045623981606077e-21,2.5368458336855236e-18,4.1326674151495946e-17,4.262099648301905e-18,7.4748228279136695e-28,1.6369131283104846e-37,1.5428229091745515e-35,4.387102944525378e-36,2.345377054384901e-20,2.8883186387985505e-24,2.237772360281042e-22,2.1010687793931755e-29,3.557289930646286e-37,7.353432839658795e-33,9.495465206729713e-33,1.318555104444746e-34,3.0874839673008893e-24,4.609444297949958e-33,1.447171657255792e-35,1.0091623931420037e-37,3.76,0.0,0.5069138681148522,0.9999404971130278,3.5134192806430645e-08,3.1354241602290873e-18,1.1661663068962058e-07,5.325935938418872e-07,3.1846333496264885e-07,8.129865553949814e-14,3.806726946532e-16,3.096935692453556e-08,2.9906271325282183e-09,2.3706731350405207e-08,7.729195639772831e-09,4.591191845926424e-12,2.90130151848525e-13,4.796835290296486e-17,1.7627154351034368e-10,4.826736321700748e-14,4.8684287508978195e-15,3.6304190253309365e-10,9.619555104703535e-19,5.4242376570219834e-15,4.2019254631226245e-18,5.945424663220736e-13,2.978288416191971e-17,7.419294068037927e-16,2.976153974917344e-15,3.938497754780727e-15,1.1843833535307906e-22,5.9136118920579667e-05,4.700791075095189e-28,1.5747760002934477e-24,8.819761766082555e-22,1.3416419607370647e-12,1.457988545098442e-14,1.0386007931537941e-21,1.8386458513762955e-20,9.609755536238172e-22,1.3008312096833697e-19,1.2173882843325715e-17,5.344155120130172e-10,1.0418766874145276e-20,1.1669787458121508e-15,8.917919908448533e-17,8.281487922979884e-20,1.2699130966807138e-22,2.608139270361806e-23,5.383373146516188e-18,5.804876605474463e-10,2.6481302314997295e-20,1.6482048991105416e-19,1.586560847391085e-19,1.5136387408326551e-13,1.679073456766082e-23,7.306561838811175e-32,1.2896833211829694e-31,6.247724959512825e-25,5.438675362409627e-31
2.372907331248448e-06,0.5102212071554894,7.495706309361049e-08,1.6866841852692213e-08,5.242682283691533e-09,7.913809440605853e-08,0.0,0.0,8.596868778294975e-08,5.733402459470743e-11,2.445117013847926e-11,1.948093770222401e-07,1.8927001173814426e-21,5.8922252519132146e-27,1.6105902516476729e-21,2.562023744631693e-18,4.201655632145157e-17,4.334622119157898e-18,7.596630462781699e-28,1.6770451934496768e-37,1.5844616858845637e-35,4.476770299545523e-36,2.3687640591041316e-20,2.972628061662219e-24,2.277038680418527e-22,2.1518209760609297e-29,3.635080167112315e-37,7.600161721135222e-33,9.877906201525319e-33,1.3700917733527948e-34,3.1377353839818845e-24,4.746283441420718e-33,1.4978986026729702e-35,1.04131681849192e-37,3.76,0.0,0.5069138633367165,0.9999404942851596,3.5561368428277475e-08,3.2074570671315352e-18,1.167271656497439e-07,5.359026548057142e-07,3.211527793137866e-07,8.139383959301812e-14,3.8103471086150877e-16,3.1011367620682517e-08,2.9948146406136703e-09,2.3948436257506202e-08,7.838588248526735e-09,4.6411124774853445e-12,2.9678625368911375e-13,4.889205735748241e-17,1.7716736559959825e-10,4.939416714862073e-14,4.958361953481021e-15,3.656804207631496e-10,9.807244526289193e-19,5.474836014302784e-15,4.234734940456355e-18,6.042727182947316e-13,3.019217176947613e-17,7.558140580979599e-16,3.0176375317101273e-15,3.999636650339429e-15,1.2109527967336116e-22,5.9136118890548154e-05,4.836786602883505e-28,1.6143797821112423e-24,8.997735497947511e-22,1.3546275698349042e-12,1.4815076953871056e-14,1.0599257857099605e-21,1.8558258872579294e-20,9.725313549217574e-22,1.3190313439690141e-19,1.235379208982754e-17,5.380830292144461e-10,1.0580033991958148e-20,1.1857621502621014e-15,9.084430768467098e-17,8.476074798776892e-20,1.294471866992309e-22,2.671464930712818e-23,5.487519734104211e-18,5.816602836699299e-10,2.6996842483855644e-20,1.6888968821349496e-19,1.6122529959403549e-19,1.5150841454756145e-13,1.7148096792151537e-23,7.494564573201379e-32,1.3277655236146717e-31,6.4329283118427975e-25,5.5729678999599195e-31
2.384884595610083e-06,0.5102212074104604,7.515092060430006e-08,1.6990559933684856e-08,5.2723160644907425e-09,7.989136310060261e-08,0.0,0.0,8.658733455193265e-08,5.8032223321877195e-11,2.4759565791702983e-11,1.96387775254653e-07,1.9084399639119756e-21,5.969774501888417e-27,1.6165581535164634e-21,2.5872630827549772e-18,4.2713229577680664e-17,4.40791972320663e-18,7.719580249481776e-28,1.7178907692985715e-37,1.6269328299544866e-35,4.567579058934873e-36,2.3922086878983335e-20,3.0588265604948034e-24,2.3167217829167704e-22,2.2034904153314407e-29,3.7139164266322462e-37,7.853491809491583e-33,1.0273178177268198e-32,1.423285543998508e-34,3.188433926149528e-24,4.886286657998896e-33,1.5500773388154514e-35,1.0742816738708004e-37,3.76,0.0,0.5069138585512604,0.9999404914526928,3.5990968446193826e-08,3.2806883817251092e-18,1.1683617053049309e-07,5.392138956416247e-07,3.238478292370742e-07,8.14877062120611e-14,3.813911496309104e-16,3.105279822880807e-08,2.998944394877781e-09,2.4190931070079548e-08,7.94890538374328e-09,4.691206677186679e-12,3.035548929014588e-13,4.982829533440793e-17,1.7806321692652914e-10,5.054044177008002e-14,5.049351027368459e-15,3.683217518054701e-10,9.99751697681253e-19,5.525627191729316e-15,4.267640674727279e-18,6.14098336677736e-13,3.0604302462064815e-17,7.698741567647012e-16,3.0594059664183606e-15,4.061344210033368e-15,1.2379688569820399e-22,5.9136118588155223e-05,4.97589973124044e-28,1.6547574733806727e-24,9.177948420218382e-22,1.3676483352071595e-12,1.5052589609914736e-14,1.0815272877054753e-21,1.8731043426271126e-20,9.841734005126323e-22,1.3373988569110114e-19,1.253507317436394e-17,5.417515011774787e-10,1.0742923102402557e-20,1.204722404420309e-15,9.25287830795857e-17,8.67388576819004e-20,1.3193589655251782e-22,2.73592503728423e-23,5.593099172386757e-18,5.828170216544404e-10,2.751952243983118e-20,1.730369322698363e-19,1.6381879690681503e-19,1.5165095423621374e-13,1.751099898693477e-23,7.686313482913187e-32,1.366733427466707e-31,6.622383531708479e-25,5.709836509200417e-31
