Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49)
1.3360809047843546e-08,0.765022309867408,2.4331878663614083e-07,1.2504552124925706e-09,1.249901338320057e-09,6.937582453490019e-09,0.0,0.0,3.463953351446081e-07,6.625119461540843e-11,1.4743253407467338e-18,1.7691189383675588e-08,3.4682683567124966e-19,4.373485070765408e-24,1.6631010111701242e-17,1.6029285300570068e-26,2.910389039456962e-28,7.303911377630794e-28,6.189508527718889e-33,5.3184489138786126e-46,8.078714335655137e-44,1.1348277267647583e-50,1.0691474576851587e-28,1.7998579092457601e-40,8.152722170072821e-34,3.2512136860375043e-43,2.2623326367390084e-46,4.895993961491035e-54,1.0904387834878771e-58,5.885503098484068e-59,8.409560800274792e-38,6.671376135030001e-50,6.599679101023074e-49,8.007616637074028e-49,3.76,0.0,0.8690562806275065,0.9999994005406402,1.1111896490237296e-10,1.209307024633265e-36,1.8670599694760738e-05,1.8926306937026544e-05,3.5747653173299125e-07,1.3272108354624936e-12,8.4091965697513e-13,2.3388591916090593e-07,1.3579372069834501e-08,7.169311184768414e-11,8.21320232544245e-11,1.61482399742681e-11
1.3826680839881659e-08,0.7650223997874966,2.6019780387734623e-07,1.3837854466613074e-09,1.3776649756693534e-09,7.680538416353167e-09,0.0,0.0,3.584785460324212e-07,7.094759600654494e-11,1.739930981630104e-18,1.956570093176637e-08,3.991344685148605e-19,5.2767112102119345e-24,1.8636476904057413e-17,2.0494821799597276e-26,3.7230492429612246e-28,9.030777409518305e-28,7.909900796626063e-33,7.463019175226161e-46,1.1502836091222512e-43,1.5804374099795183e-50,1.3857580708773217e-28,2.635411946644691e-40,1.0744598478860086e-33,4.745715023048197e-43,3.339182039256645e-46,7.592192825300875e-54,1.8396379096292295e-58,9.92626893691464e-59,1.1135949200925292e-37,1.0025371785809966e-49,1.0090977278100702e-48,1.2140742454128251e-48,3.76,0.0,0.8690556074426256,0.9999993705401946,1.267593807573594e-10,1.6658571846492122e-36,1.9312610109269357e-05,1.9586649053450832e-05,3.7087237111672237e-07,1.4259982716457111e-12,8.728660479717999e-13,2.4977779756976175e-07,1.4890190809107337e-08,7.637656531532122e-11,8.806648919427851e-11,1.7636651411265062e-11
1.4292552631919772e-08,0.7650224897243528,2.7761644873929136e-07,1.5261238843061292e-09,1.5135191282456467e-09,8.474134923731395e-09,0.0,0.0,3.705624263131152e-07,7.580454067220744e-11,2.0449314221821425e-18,2.1565260736652588e-08,4.576164094485392e-19,6.331913065756726e-24,2.0820468089669186e-17,2.601301094683799e-26,4.727837378897685e-28,1.1103351637881985e-27,1.0034656074088891e-32,1.0367219897373427e-45,1.6209406148367445e-43,2.1834650779826505e-50,1.7824935835720665e-28,3.8146927140145846e-40,1.4044016636159694e-33,6.84671066031169e-43,4.873809872481243e-46,1.1639611104967943e-53,3.0557155988600286e-58,1.6483065765026365e-58,1.463484184545705e-37,1.488905255343718e-49,1.5239998251739895e-48,1.8189061198698506e-48,3.76,0.0,0.8690549341526178,0.9999993399290354,1.4396954451824408e-10,2.2730447047616065e-36,1.995401939049571e-05,2.0247043792454534e-05,3.843737139906798e-07,1.5282640686680561e-12,9.047868604244377e-13,2.6614493524147923e-07,1.6272710909981064e-08,8.118844816419451e-11,9.422028651353613e-11,1.9223056442623023e-11
1.4758424423957885e-08,0.7650225796784706,2.9557224519958165e-07,1.6777458068438753e-09,1.6576718923837239e-09,9.31996414980515e-09,0.0,0.0,3.826470078539162e-07,8.082200625543894e-11,2.393921609880503e-18,2.369353690606174e-08,5.228080303189164e-19,7.559404619019087e-24,2.3193166844590084e-17,3.2789503903560333e-26,5.962434503224338e-28,1.357946018198661e-27,1.2642468015738004e-32,1.426501765854435e-45,2.262025041137494e-43,2.9937437938507635e-50,2.2763903667764226e-28,5.4622206283876405e-40,1.821438810158835e-33,9.769878589963708e-43,7.03894051052565e-46,1.7653640606511086e-53,5.001843540783507e-58,2.6972828915070354e-58,1.9096693612374415e-37,2.1867638098723833e-49,2.2749655245316396e-48,2.694557756363543e-48,3.76,0.0,0.8690542607529269,0.9999993087074032,1.6284706278750084e-10,3.0738914373841287e-36,2.0594828095978467e-05,2.090749401068503e-05,3.9798511567390735e-07,1.6339981424302273e-12,9.366820588982072e-13,2.829831017952076e-07,1.7727743703486544e-08,8.612780247320577e-11,1.0059518096267025e-10,2.091207029369969e-11
1.5224296215996e-08,0.7650226696503405,3.1406272638796527e-07,1.838924738074828e-09,1.8103280799702935e-09,1.0219611109882032e-08,0.0,0.0,3.94732322373212e-07,8.599997082843251e-11,2.7918834900261748e-18,2.5954164883278613e-08,5.9527400477298885e-19,8.981572689168779e-24,2.576497673956237e-17,4.106221901947023e-26,7.4704664274879375e-28,1.652485122234511e-27,1.5824311324371963e-32,1.9452204572233413e-45,3.1278080319059305e-43,4.0751664246561363e-50,2.887452886015036e-28,7.741920783641827e-40,2.3450379843423012e-33,1.3797449392599262e-42,1.0064664114699157e-45,2.6503841220143468e-53,8.074899181466547e-58,4.353161463963907e-58,2.4752593825216825e-37,3.1780917283970964e-49,3.358727344270818e-48,3.949487217180556e-48,3.76,0.0,0.8690535872389706,0.9999992768755385,1.8349200105874685e-10,4.121916629017806e-36,2.12350367825959e-05,2.1568002595656082e-05,4.1171115777268404e-07,1.7431904281569475e-12,9.685516223237212e-13,3.0028810003487106e-07,1.925603698512696e-08,9.11937696799833e-11,1.0719301257857092e-10,2.270844352714086e-11
1.569016800803411e-08,0.7650227596404475,3.3308543455437304e-07,2.0099324518347824e-09,1.9716892599048683e-09,1.1174653686224276e-08,0.0,0.0,4.068184014411026e-07,9.133841289045635e-11,3.24420568892433e-18,2.835074770347676e-08,6.756088582327548e-19,1.0623025767458411e-23,2.854651522313466e-17,5.110520456630802e-26,9.302221442015684e-28,2.001405616212212e-27,1.9684900021651403e-32,2.6300160504340707e-45,4.287636509304868e-43,5.509197429817469e-50,3.6390611041087184e-28,1.0867901680989289e-39,2.9982707168512258e-33,1.929579240237215e-42,1.425502318823944e-45,3.940885943768571e-53,1.2866410563063017e-57,6.934198374813176e-58,3.1881712940413005e-37,4.572988206307869e-49,4.907206689029444e-48,5.730751312776614e-48,3.76,0.0,0.8690529136061428,0.9999992444336829,2.0600684483917309e-10,5.483285796385238e-36,2.1874646006567556e-05,2.2228572463285012e-05,4.255564457042906e-07,1.855830881070594e-12,1.0003955407510043e-12,3.180557656922248e-07,2.0858277734018e-08,9.638558883822724e-11,1.1401569610087256e-10,2.4617060937108697e-11
1.6156039800072225e-08,0.7650228496492724,3.526379210370699e-07,2.191038979618024e-09,2.1419537990251284e-09,1.2186662653787984e-08,0.0,0.0,4.1890527647994867e-07,9.683731136578679e-11,3.7567035160101286e-18,3.0886856248063615e-08,7.644374961373778e-19,1.2510748727586809e-23,3.1548607222135734e-17,6.32328220983484e-26,1.1515428540493649e-27,2.4131321298390876e-27,2.4344265039301246e-32,3.527212907367532e-45,5.829548252781699e-43,7.399155613636135e-50,4.558419034306432e-28,1.5117747424651214e-39,3.808348514757836e-33,2.6736909541708164e-42,2.000871225686425e-45,5.806326730455722e-53,2.0248278005922545e-57,1.0909329010131084e-57,4.081990817194263e-37,6.518125207638464e-49,7.098778006655984e-48,8.236109106979941e-48,3.76,0.0,0.869052239849815,0.9999992113820789,2.304964612627031e-10,7.23931908532098e-36,2.251365632345597e-05,2.2889206555535426e-05,4.395256063268254e-07,1.9719094768408896e-12,1.0322138131128674e-12,3.362819671718971e-07,2.2535094724449776e-08,1.0170259487157072e-10,1.2106522134868256e-10,2.6642940448448045e-11
1.6621911592110338e-08,0.7650229396772927,3.727177462309152e-07,2.3825126181714986e-09,2.321316902505062e-09,1.325720170587545e-08,0.0,0.0,4.309929787649179e-07,1.0249664560164879e-10,4.335639275001273e-18,3.35660294970575e-08,8.624157108912933e-19,1.4674263382506417e-23,3.478227885761293e-17,7.780426497806776e-26,1.4176099000859501e-27,2.8971613971060887e-27,2.993945634654389e-32,4.694236935939912e-45,7.864624985586435e-43,9.87541569914855e-50,5.677047087921729e-28,2.0848813756617187e-39,4.807218335101965e-33,3.672454810467473e-42,2.7844747425003422e-45,8.480593421835488e-53,3.149218954430515e-57,1.6962262265710965e-57,5.196963836083267e-37,9.207396790569819e-49,1.0172669327807626e-47,1.1729431813323176e-47,3.76,0.0,0.8690515659653397,0.9999991777209696,2.5706806118747775e-10,9.489406322908377e-36,2.3152068288168327e-05,2.3549907838161408e-05,4.536232856708633e-07,2.0914162122090467e-12,1.0640064442026784e-12,3.54962605298402e-07,2.428706103408119e-08,1.0714421682581528e-10,1.2834365355940788e-10,2.8791232020835845e-11
1.7553655176186564e-08,0.7650231197928038,4.144496994250712e-07,2.797625786128438e-09,2.708104052345464e-09,1.5580089581636716e-08,0.0,0.0,4.551709894411979e-07,1.1429654084632807e-10,5.720233503484674e-18,3.936756801691625e-08,1.0886013181496852e-18,1.9960458450410058e-23,4.1989434874389144e-17,1.1597006064820699e-25,2.1150978936207945e-27,4.1261563165148974e-27,4.458208407252195e-32,8.137721886260966e-45,1.400857319447047e-42,1.728606609093776e-49,8.663189074667826e-28,3.8716479589786227e-39,7.527017801744081e-33,6.762408768358346e-42,5.265544281656839e-45,1.766938417259953e-52,7.383657341709548e-57,3.97453797107908e-57,8.292067091149177e-37,1.7920160262281635e-48,2.035559490830506e-47,2.3199673216258785e-47,3.76,0.0,0.8690502177932746,0.9999991085712114,3.168975507526502e-10,1.5981704151889874e-35,2.4427099377427096e-05,2.487152394389431e-05,4.822228678228076e-07,2.340674196621405e-12,1.1275148182510646e-12,3.9367095539022054e-07,2.8018469548285926e-08,1.183994848125686e-10,1.4359587860128564e-10,3.347630483488616e-11
1.8392224401855167e-08,0.765023281967106,4.537876658855159e-07,3.2093394580373817e-09,3.089224541042009e-09,1.7886404439488592e-08,0.0,0.0,4.76934338989625e-07,1.2546493826616448e-10,7.266296707721298e-18,4.511309267069264e-08,1.3306879483765345e-18,2.6015358840183824e-23,4.938239535101401e-17,1.633790029034307e-25,2.9824186325931182e-27,5.600777488202064e-27,6.275219171804575e-32,1.3051202372344487e-44,2.3019601825210345e-42,2.807735166158364e-49,1.2457016559678596e-27,6.588605647177562e-39,1.1062962825854734e-32,1.1416522235686504e-41,9.106844146941181e-45,3.3328880169816537e-52,1.534609919679818e-56,8.256050119017689e-57,1.2418324898823979e-36,3.1766821116271005e-48,3.6951437817892584e-47,4.171405562287863e-47,3.76,0.0,0.8690490039532085,0.9999990442543756,3.7898668791722244e-10,2.501303142782522e-35,2.5572586546788737e-05,2.606123839542909e-05,5.084489526437208e-07,2.576630711895996e-12,1.1845847631943318e-12,4.3002217582164354e-07,3.1638439703012206e-08,1.2895154999717405e-10,1.581280154885715e-10,3.816584888926484e-11
1.923079362752377e-08,0.7650234442108205,4.947966796352771e-07,3.6587366290090598e-09,3.5027198652972993e-09,2.040635435191636e-08,0.0,0.0,4.987008485368091e-07,1.3715284547317894e-10,9.147650223262685e-18,5.137575338197694e-08,1.6140790193383589e-18,3.3557108246537983e-23,5.770570728697159e-17,2.2689638899724066e-25,4.145600662555528e-27,7.518754751049511e-27,8.707231488217412e-32,2.0520518222866988e-44,3.7082643477705906e-42,4.485848058014826e-49,1.764651228993221e-27,1.0967618103658819e-38,1.6001704446608043e-32,1.8847368802401294e-41,1.540237291150695e-44,6.1445467867655165e-52,3.0929829873400176e-56,1.663067330205966e-56,1.833136932459889e-36,5.500796886303626e-48,6.545467676852287e-47,7.32458527870607e-47,3.76,0.0,0.8690477896250055,0.9999989779665587,4.495920096269355e-10,3.8433996353970455e-35,2.6716143655241805e-05,2.7251217536120848e-05,5.351643498233666e-07,2.823539824162712e-12,1.2415718052150106e-12,4.677834760475339e-07,3.550850520115343e-08,1.399026087280572e-10,1.734374049091283e-10,4.3338020136033816e-11
2.006936285319237e-08,0.7650236065265753,5.374628362255452e-07,4.147320270412573e-09,3.949619279389858e-09,2.314880606616629e-08,0.0,0.0,5.204706952287016e-07,1.4936015704490675e-10,1.141976017615818e-17,5.8175068535552454e-08,1.9437753311902228e-18,4.2872870942698e-23,6.703016227238498e-17,3.1096887518499583e-25,5.6867492646736764e-27,9.990592707618571e-27,1.1923151535106626e-31,3.167866360281436e-44,5.865066359099179e-42,7.057228973896683e-49,2.465490310447268e-27,1.7889155656685361e-38,2.2805587906642647e-32,3.047931074580408e-41,2.551507751975979e-44,1.1088802217064756e-51,6.058539911500748e-56,3.2558202203176076e-56,2.6701522145023684e-36,9.32058822929321e-48,1.1332944314876933e-46,1.2580948185570968e-46,3.76,0.0,0.8690465747811278,0.9999989097092059,5.294186910641308e-10,5.806063646278041e-35,2.7857773915530088e-05,2.844147925888954e-05,5.623965831811493e-07,3.081343984585329e-12,1.2984760293300547e-12,5.069320892910792e-07,3.9630290468269226e-08,1.5125250497352897e-10,1.895388504810201e-10,4.902748472821266e-11
2.0907932078860973e-08,0.7650237689169562,5.817723237855763e-07,4.67657573883759e-09,4.430921895716054e-09,2.6122554005439535e-08,0.0,0.0,5.422440547090972e-07,1.6208677183719238e-10,1.414450239100985e-17,6.553024109414941e-08,2.3251354248455945e-18,5.429123383805141e-23,7.742820076978307e-17,4.210073342475636e-25,7.705909651670573e-27,1.3149155994000587e-26,1.6128250502875243e-31,4.808184228624193e-44,9.120347144448637e-42,1.0944162314014212e-48,3.400841671893227e-27,2.863593057135769e-38,3.2060801198398353e-32,4.836068581030906e-41,4.146250087532626e-44,1.9618947119956038e-51,1.1560375952108029e-55,6.209070759174193e-56,3.841604441264451e-36,1.5478441048747202e-47,1.9212031271285327e-46,2.11729681185778e-46,3.76,0.0,0.8690453593939851,0.9999988394837711,6.191936487307159e-10,8.634131454201586e-35,2.8997480533651055e-05,2.9632041557489207e-05,5.901732280392934e-07,3.349985874351332e-12,1.3552975257145042e-12,5.474455695921954e-07,4.400500362275545e-08,1.630019325315089e-10,2.064479630833987e-10,5.527020921566959e-11
2.1746501304529576e-08,0.7650239313845063,6.277114224412463e-07,5.247970914771596e-09,4.947597365222805e-09,2.933632073897855e-08,0.0,0.0,5.640211011296708e-07,1.753325929465662e-10,1.7390590507586238e-17,7.346016304632764e-08,2.7638819064793005e-18,6.818618422942444e-23,8.897381140710103e-17,5.6354144872251835e-25,1.0323978151065307e-26,1.7153211265249056e-26,2.156993130855679e-31,7.183955966810976e-44,1.3961299755276227e-41,1.6745863093540025e-48,4.635545220454867e-27,4.5049124018131786e-38,4.450327799848944e-32,7.53930446023162e-41,6.618430189057878e-44,3.4076861519998446e-51,2.1531029902982702e-55,1.1558016063875118e-55,5.4638890061754995e-36,2.5228930682851263e-47,3.1937023663970976e-46,3.4963947048108873e-46,3.76,0.0,0.8690441434359628,0.9999987672917149,7.19664901144315e-10,1.265378000177229e-34,3.013526670888694e-05,3.082292249794976e-05,6.1852188249584e-07,3.6294084047570776e-12,1.412036385422116e-12,5.89301787348335e-07,4.863346948193568e-08,1.7515240300439513e-10,2.241811620952324e-10,6.210344071145921e-11
2.2585070530198178e-08,0.7650240939317277,6.752665037372697e-07,5.862956340313591e-09,5.500586542213743e-09,3.279875744922631e-08,0.0,0.0,5.858020071599514e-07,1.890975276728796e-10,2.1234011562999122e-17,8.198341979161297e-08,3.2661071792883907e-18,8.498126562555099e-23,1.0174243363979851e-16,7.463909699794014e-25,1.3685934575133231e-26,2.2191392908536996e-26,2.8544104807379534e-31,1.0577695292984684e-43,2.106183073696377e-41,2.5304106108822477e-48,6.248831672319858e-27,6.973585315884911e-38,6.104866702112813e-32,1.1563020543690385e-40,1.0390198826568e-43,5.817810812456112e-51,3.921093079776294e-55,2.1037319180830126e-55,7.688434785024825e-36,4.0411791473244923e-47,5.2131552311335414e-46,5.672725852322363e-46,3.76,0.0,0.8690429268794475,0.9999986931345065,8.316009441646911e-10,1.8294821078152962e-34,3.1271135633835624e-05,3.201414019231623e-05,6.474701410075735e-07,3.919554716692393e-12,1.4686926988267693e-12,6.32478924918093e-07,5.3516160207853937e-08,1.877062141877337e-10,2.427556758113075e-10,6.956568724041883e-11
2.342363975586678e-08,0.7650242565610809,7.244240300629764e-07,6.522965355951409e-09,6.090802134250809e-09,3.6518444396139435e-08,0.0,0.0,6.075869439972393e-07,2.0338148748219246e-10,2.5758468317258505e-17,9.11182944651052e-08,3.838278616720692e-18,1.0515390305631011e-22,1.1581086361455115e-16,9.788542247300805e-25,1.7964407996467295e-26,2.8486617049020493e-26,3.740219448667056e-31,1.5363536039566181e-43,3.134371265162634e-41,3.7790349588393684e-48,8.336767042044917e-27,1.0634167041326094e-37,8.282668504599245e-32,1.7466396425646175e-40,1.6059674884080504e-43,9.773289559256711e-51,6.993139234668335e-55,3.749906899144839e-55,1.0710716142447084e-35,6.368656066101806e-47,8.36612628102611e-46,9.053141278138392e-46,3.76,0.0,0.8690417096968532,0.9999986170136221,9.557901403120356e-10,2.611790141809772e-34,3.240509049444141e-05,3.320571277448361e-05,6.770455700799803e-07,4.220368179632939e-12,1.5252665562961822e-12,6.769554722853917e-07,5.865322379720477e-08,2.0066641891041975e-10,2.6218954111457234e-10,7.76966982667695e-11
2.4262208981535383e-08,0.7650244192749864,7.751705540817139e-07,7.229414236386418e-09,6.7191293371393e-09,4.0503891378605634e-08,0.0,0.0,6.29376081376462e-07,2.1818438796991665e-10,3.1055828095198103e-17,1.0088277220090843e-07,4.487243182881517e-18,1.2923989577769735e-22,1.312571632270919e-16,1.271914934785436e-24,2.3363597735897034e-26,3.630098399633594e-26,4.85588070054328e-31,2.203180291475162e-43,4.605460380676179e-41,5.582067664203636e-48,1.1014991459422093e-26,1.5990479716966526e-37,1.1122033198971288e-31,2.6011648360461536e-40,2.4463695503112434e-43,1.6170305422153178e-50,1.2230892190939006e-54,6.554980450910133e-55,1.4781213984245437e-35,9.8846781914898e-47,1.3214295807337125e-45,1.4226438613737718e-45,3.76,0.0,0.8690404918606425,0.9999985389305465,1.0930401221208767e-09,3.684744458200606e-34,3.353713447002552e-05,3.43976583780457e-05,7.072756859829206e-07,4.531792390610351e-12,1.5817580489805657e-12,7.227102227848959e-07,6.404451049597669e-08,2.1403679437500118e-10,2.825016024397085e-10,8.653744540529647e-11
2.5100778207203985e-08,0.7650245820758249,8.274927181637892e-07,7.983702325426956e-09,7.386426455641358e-09,4.476353819302907e-08,0.0,0.0,6.511695875799722e-07,2.3350614882421065e-10,3.7226577506484914e-17,1.1129454433625522e-07,5.220231531933876e-18,1.5783806812479849e-22,1.481605722227395e-16,1.6384680011094923e-24,3.0123563555390695e-26,4.594120044343604e-26,6.250009010768901e-31,3.121886586766934e-43,6.686675309058223e-41,8.160642056728532e-48,1.44217700623197e-26,2.3731235367098424e-37,1.479103763961505e-31,3.822629425454864e-40,3.675937535564933e-43,2.6373339947683263e-50,2.1003952276194958e-54,1.1250682422438176e-54,2.021866608699177e-35,1.512361278910401e-46,2.0563202035351215e-45,2.2033955194515393e-45,3.76,0.0,0.8690392733433466,0.9999984588867706,1.2441772089642856e-09,5.141125343814288e-34,3.466727073331648e-05,3.5589995115964465e-05,7.381879342977994e-07,4.853771173414635e-12,1.638167268569286e-12,7.697222688867871e-07,6.968959733427201e-08,2.278218120384312e-10,3.037115101041512e-10,9.613010331381982e-11
2.5939347432872587e-08,0.7650247449659371,8.813772538229286e-07,8.787212169957508e-09,8.093525510304886e-09,4.930575508910439e-08,0.0,0.0,6.729676294472823e-07,2.4934669378962335e-10,4.438028257534392e-17,1.2237101255723767e-07,6.0448616079923905e-18,1.916150714860756e-22,1.6660142324441446e-16,2.0935650477367616e-24,3.85249019720556e-26,5.776455831555046e-26,7.979280477073681e-31,4.374314349336921e-43,9.600090442979161e-41,1.1815042496274612e-47,1.8721376489728172e-26,3.478828695595249e-37,1.9492557820633416e-31,5.548120600181092e-40,5.452909921187523e-43,4.2434527488223086e-50,3.54555943111478e-54,1.89813315255546e-54,2.7425994202426425e-35,2.2829375385832735e-46,3.1554069733327455e-45,3.3663611868036757e-45,3.76,0.0,0.8690380541175856,0.9999983768837944,1.4100458370188255e-09,7.098780427275545e-34,3.579550245048021e-05,3.678274106191929e-05,7.698096711549518e-07,5.186248577894738e-12,1.6944943066197227e-12,8.179709980399822e-07,7.558781092309101e-08,2.42026608069922e-10,3.2583971806296203e-10,1.065180307671342e-10
2.677791665854119e-08,0.7650249079476262,9.368109811562154e-07,9.641309652992237e-09,8.841232830794767e-09,5.413884322280479e-08,0.0,0.0,6.947703723847458e-07,2.65705950630985e-10,5.263605380869451e-17,1.3412929298713058e-07,6.969141766510127e-18,2.3131033029866265e-22,1.866610597331061e-16,2.6546804750116853e-24,4.8893824783099063e-26,7.218550690636321e-26,1.0109413649611538e-30,6.064822459006167e-43,1.3638071208585531e-40,1.695013467232789e-47,2.410782866494364e-26,5.041040992890665e-37,2.546991149159751e-31,7.95876664667136e-40,7.991448180824181e-43,6.740451588406714e-50,5.889105841977285e-54,3.151045936857693e-54,3.690934845098731e-35,3.402621760193088e-46,4.7785242178703205e-45,5.0773969188229976e-45,3.76,0.0,0.869036834156084,0.9999982929231243,1.5915080020349297e-09,9.706238105541007e-34,3.6921832781150085e-05,3.797591423320922e-05,8.021681460344028e-07,5.529168879165601e-12,1.7507392543217508e-12,8.674360885728111e-07,8.173824864051385e-08,2.566569544122316e-10,3.4890748113787465e-10,1.1774575191198396e-10
2.7616485884209792e-08,0.7650250710231562,9.93780808287503e-07,1.0547344125815371e-08,9.630329635992524e-09,5.927103510659069e-08,0.0,0.0,7.165779803751746e-07,2.8258385109754465e-10,6.212301581664428e-17,1.4658622021786745e-07,8.001473433131857e-18,2.77741125919207e-22,2.0842175661228037e-16,3.341998809167869e-24,6.160765672937868e-26,8.9682857467466e-26,1.271622719688543e-30,8.325418063270416e-43,1.918238544682673e-40,2.4108145650277838e-47,3.0808997463437045e-26,7.225604495589952e-37,3.301317053920336e-31,1.1291714043193416e-39,1.1578584731010504e-42,1.057685119546974e-49,9.633780029711646e-54,5.151870602457281e-54,4.930076391171652e-35,5.01097713047691e-46,7.147123696404079e-45,7.56563505493346e-45,3.76,0.0,0.8690356134316881,0.9999982070062746,1.7894427146858554e-09,1.3149331755408268e-33,3.8046264878456545e-05,3.916953257511128e-05,8.352904860323782e-07,5.8824765767121466e-12,1.8069022027409027e-12,9.180975056505908e-07,8.813979830518192e-08,2.71719230468028e-10,3.729368517596789e-10,1.2985893770357628e-10
2.8455055109878394e-08,0.7650252341947539,1.0522737308142808e-06,1.1506648539213249e-08,1.046157260116398e-08,6.471049505685315e-08,0.0,0.0,7.383906159873999e-07,2.9998033088735284e-10,7.298078108700832e-17,1.597583512853813e-07,9.150653317161097e-18,3.318078116334344e-22,2.319666436805477e-16,4.178724085344543e-24,7.710076839187901e-26,1.1080765974272028e-25,1.5886776533236897e-30,1.1321825348562737e-42,2.6727702862836736e-40,3.401070970001069e-47,3.909110848731034e-26,1.0250904323861806e-36,4.246619350729832e-31,1.58548020304117e-39,1.659549492409803e-42,1.640520030637245e-49,1.5534430313196976e-53,8.302822780632397e-54,6.538498429727741e-35,7.296313987020705e-46,1.0564922248955365e-44,1.1144485792327795e-44,3.76,0.0,0.8690343919173792,0.9999981191347671,2.004745468235642e-09,1.7658974225531746e-33,3.9168801889056786e-05,4.036361394659608e-05,8.692036814948404e-07,6.246116393498688e-12,1.8629832430515286e-12,9.699354972893858e-07,9.479115643620871e-08,2.872203954293202e-10,3.979506762632601e-10,1.4290438752355794e-10
2.9293624335546997e-08,0.7650253974646091,1.1122768312579684e-06,1.2520539573803925e-08,1.1335694412509821e-08,7.046531963860881e-08,0.0,0.0,7.60208440385774e-07,3.1789532961188865e-10,8.535992751562704e-17,1.7366196958959253e-07,1.0425875197346457e-17,3.944991516401902e-22,2.573796316335598e-16,5.19141196805508e-24,9.587095992115934e-26,1.3619179088543848e-25,1.97205717007509e-30,1.5260621888496725e-42,3.69103116379261e-40,4.761254813670658e-47,4.926365713190367e-26,1.4402214609110109e-36,5.423443021738533e-31,2.2044421287457888e-39,2.3543997010639753e-42,2.5165443084600442e-49,2.4710634996759936e-53,1.3200060976775742e-53,8.613107147677089e-35,1.0510372748229053e-45,1.5444480177629577e-44,1.6238618131461686e-44,3.76,0.0,0.8690331695862873,0.9999980293101303,2.2383277182509355e-09,2.3520235398517727e-33,4.028944695316395e-05,4.155817610730284e-05,9.039345729195098e-07,6.620033275141686e-12,1.9189824664986866e-12,1.0229305904251724e-06,1.0169084519852548e-07,3.0316796126569243e-10,4.2397259077439464e-10,1.5693001097911233e-10
3.01321935612156e-08,0.7650255608348746,1.1737772785176204e-06,1.359031776947128e-08,1.225340430942502e-08,7.654353810746715e-08,0.0,0.0,7.820316133396129e-07,3.3632879076092826e-10,9.942247929335042e-17,1.8831308875989062e-07,1.1836731297969827e-17,4.66897776585254e-22,2.8474534063383597e-16,6.410325278456013e-24,1.1848631065282485e-25,1.6655729786507486e-25,2.4330878658407335e-30,2.0397585118327646e-42,5.054300567152044e-40,6.616969934664775e-47,6.168475686789632e-26,2.0049371609261626e-36,6.8793551616706e-31,3.0367110385456135e-39,3.3079333063326306e-42,3.819865519048684e-49,3.88038324209928e-53,2.0717036950719682e-53,1.127294897785076e-34,1.4986752927831555e-45,2.2341143047952573e-44,2.3418352814973864e-44,3.76,0.0,0.8690319464117024,0.9999979375339003,2.491116374069589e-09,3.108288994093044e-33,4.140820320457643e-05,4.2753236705678186e-05,9.395098390307373e-07,7.004172389111996e-12,1.9748999642413703e-12,1.0770635870375572e-06,1.088372281298228e-07,3.195699663836003e-10,4.510270167260782e-10,1.719848098825238e-10
3.097076278688421e-08,0.7650257243076677,1.2367623273270079e-06,1.4717267653909885e-08,1.3215388614769774e-08,8.295311284888767e-08,0.0,0.0,8.0386029323258e-07,3.552806616676547e-10,1.1534239077059673e-16,2.0372745646689806e-07,1.339321327210344e-17,5.501857483542026e-22,3.1414903135241985e-16,7.869813579385077e-24,1.4559250941797306e-25,2.0272653547438873e-25,2.9846106053468806e-30,2.7047404524634602e-42,6.8657233604000034e-40,9.132587692729256e-47,7.676694055676148e-26,2.7668411962256843e-36,8.669895934073997e-31,4.146551681798222e-39,4.6050450482684384e-42,5.74009154281627e-49,6.019436325631605e-53,3.211953484298356e-53,1.4663542900528229e-34,2.1163877343081714e-45,3.1996062731010204e-44,3.344318077580841e-44,3.76,0.0,0.8690307223670872,0.9999978438076208,2.7640533017580363e-09,4.077361736284148e-33,4.252507377070663e-05,4.394881326819324e-05,9.759559859412403e-07,7.398479123917726e-12,2.030735827297257e-12,1.1323155603272652e-06,1.1622852473556852e-07,3.3643494996533066e-10,4.791391560383207e-10,1.8811886041057956e-10
