Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49)
4.111736818655257e-06,0.7664511914756417,0.0001800466546172626,6.241913090575878e-05,3.165586330126281e-05,0.003959274016098904,0.0,0.0,0.00014983229863019246,5.468115751676865e-06,9.206217614146694e-08,0.004856880080607445,2.175500779044246e-12,1.460922275616697e-13,3.112154296047138e-12,1.1096998501499083e-13,3.031998506780943e-14,3.408052744323917e-13,1.156984925899388e-19,6.354308202686994e-26,3.2469303584795503e-23,3.489577577536259e-26,3.114334838398498e-15,1.165071461739274e-17,4.983154710650434e-18,1.709231907480503e-21,4.210434331048242e-25,3.7891321772384576e-25,9.199391459263947e-28,6.101051317499814e-29,6.747055162221544e-19,3.235089109900112e-27,2.1921339259658345e-25,5.346824131651233e-25,3.76,0.0,0.8518796336874321,0.9934987876204345,0.0020334597185856238,6.228701791157525e-17,0.0006700666128512173,0.010596318758312908,0.01075920092050432,1.9846476769911365e-09,3.518550418913979e-11,8.011409865368974e-05,1.5501176631508955e-05,8.326695889142657e-06,0.000673551362915043,0.0001476929062010858
4.204146816726406e-06,0.7664850376825229,0.00018015548349730736,6.247473577574667e-05,3.2078945626424096e-05,0.004061400004353354,0.0,0.0,0.00015248992928154365,5.648850870492353e-06,9.689611457202826e-08,0.004980192852139635,2.167670418464175e-12,1.50843513988928e-13,3.111675467157355e-12,1.139379575355502e-13,3.197568224771489e-14,3.59961309210791e-13,1.2012712835004424e-19,6.741224703287137e-26,3.43763213268048e-23,3.6825225029297885e-26,3.1974081083926608e-15,1.2720712643558325e-17,5.3086691245138444e-18,1.872621637307912e-21,4.44816106279784e-25,4.2162021120037405e-25,1.0503645691367297e-27,6.803560161536105e-29,7.221075222242771e-19,3.580694405747907e-27,2.3233954888714276e-25,5.770671801982924e-25,3.76,0.0,0.851437046974237,0.9933179934385779,0.0021069307575138103,6.84257502721435e-17,0.0006696151459831089,0.01084715179318387,0.011039031745996122,1.9829242449303628e-09,3.515389206753074e-11,8.004229599606103e-05,1.5482465244539968e-05,8.542664039605745e-06,0.0007085945644750357,0.0001523952899839971
4.296556814797554e-06,0.7665188597299808,0.00018026363918981897,6.252938468321312e-05,3.250182798381951e-05,0.00416341291593179,0.0,0.0,0.0001551011528223374,5.8293323563324845e-06,1.0185378544006191e-07,0.005103394693026685,2.1598758082836046e-12,1.5563275150144753e-13,3.1111706186755894e-12,1.1690111767974653e-13,3.367561272589261e-14,3.7963978250025766e-13,1.2460375211408309e-19,7.140851423036356e-26,3.633951867445986e-23,3.880356756513454e-26,3.280320724783095e-15,1.3858153967908497e-17,5.646042479937976e-18,2.046980464167774e-21,4.692384008957797e-25,4.678244659870717e-25,1.1951911910608942e-27,7.565226553414213e-29,7.71482068297165e-19,3.9535490356562e-27,2.4584473418434383e-25,6.215033943425464e-25,3.76,0.0,0.8509938836230607,0.9931364486431052,0.0021813294018515885,7.49934453830683e-17,0.0006691610246877519,0.011097791709154767,0.011318630635512092,1.981180589733483e-09,3.512211267945596e-11,7.997008131578338e-05,1.546369426792505e-05,8.758347538714061e-06,0.0007445289962206553,0.0001571291755716651
4.388966812868703e-06,0.7665526575279437,0.00018037134897037563,6.258328969931818e-05,3.292454510892575e-05,0.004265312034391073,0.0,0.0,0.00015766603885874258,6.009442719845462e-06,1.069351986033784e-07,0.005226485038869744,2.152123331236235e-12,1.6046004626746225e-13,3.110647153985766e-12,1.1985971066056705e-13,3.5419808744195884e-14,3.998407461900517e-13,1.2912854930618664e-19,7.553311649742181e-26,3.835916444816e-23,4.083075088130114e-26,3.3630797303711313e-15,1.5065506180213157e-17,5.99534254472132e-18,2.2327571781537346e-21,4.94311267425083e-25,5.177107154421383e-25,1.3555805576928017e-27,8.389309710520327e-29,8.228552861731907e-19,4.355068100826096e-27,2.5972944943340343e-25,6.680284464701727e-25,3.76,0.0,0.850550147152965,0.9929541550849083,0.0022566539368949977,8.200820422167919e-17,0.0006687048949791637,0.01134823795760163,0.011597995221433347,1.9794207049804673e-09,3.509020264279868e-11,7.989754350925664e-05,1.5444881385580033e-05,8.97374414505352e-06,0.0007813534755023253,0.00016189442588755547
4.481376810939851e-06,0.7665864309975118,0.00018047879970956225,6.263662575574606e-05,3.3347125170916896e-05,0.0043670967676423915,0.0,0.0,0.00016018467231495245,6.189069138646926e-06,1.12140368079136e-07,0.005349463449756048,2.1444180616305427e-12,1.6532549745559992e-13,3.1101111496515524e-12,1.2281395497985596e-13,3.720830439542288e-14,4.2056428335459393e-13,1.3370171519883636e-19,7.978728529790725e-26,4.043553971385306e-23,4.2906720899543166e-26,3.445691402634704e-15,1.6345270814151266e-17,6.3566306042778455e-18,2.4304086747531455e-21,5.200356762685033e-25,5.714684436470547e-25,1.5327552840135993e-27,9.279160567983669e-29,8.762525948769547e-19,4.786703786666177e-27,2.7399422553767755e-25,7.1667919174092595e-25,3.76,0.0,0.8501058406957589,0.9927711144767812,0.0023329027184103737,8.948839265622256e-17,0.0006682472868436976,0.011598490117872689,0.011877123531045005,1.9776478695771456e-09,3.50581920207987e-11,7.98247555250286e-05,1.5426041089935275e-05,9.18885194133337e-06,0.0008190668114028113,0.00016669091163158553
4.573786809011e-06,0.7666201800753023,0.000180586145116997,6.268953717519228e-05,3.376959095507249e-05,0.004468766625535595,0.0,0.0,0.00016265715278167275,6.368103323779377e-06,1.1746931162270668e-07,0.005472329587712901,2.1367640077744732e-12,1.7022919809458039e-13,3.1095675940165812e-12,1.2576404575677558e-13,3.9041135357974875e-14,4.418105042182712e-13,1.383234508503291e-19,8.417225059911094e-26,4.2568937139506243e-23,4.503142199132994e-26,3.5281613479895713e-15,1.7699983204556613e-17,6.729961513330975e-18,2.640399957639522e-21,5.464126137940181e-25,6.2929188841457825e-25,1.7280006662854737e-27,1.0238222154035333e-28,9.316987065042004e-19,5.2499454541497265e-27,2.886396179812346e-25,7.674919581583737e-25,3.76,0.0,0.8496609670648251,0.9925873284165183,0.002410074158572423,9.745263569381271e-17,0.0006677886351637782,0.011848547874101235,0.01215601391665869,1.9758647764846102e-09,3.502610547702658e-11,7.975177724193976e-05,1.540718525859922e-05,9.403669277233944e-06,0.0008576678059132421,0.00017151850996053775
4.666196807082148e-06,0.76665390470753,0.0001806935116088922,6.274214299941572e-05,3.419196082579914e-05,0.0045703212017384354,0.0,0.0,0.00016508359394302625,6.546441389664209e-06,1.2292205036372856e-07,0.005595083198482113,2.1291643071001773e-12,1.7517123561758243e-13,3.1090205803767975e-12,1.2871015772890632e-13,4.091833866910867e-14,4.6357954264743e-13,1.4299396005000012e-19,8.868924087477061e-26,4.47596604468588e-23,4.7204797092883175e-26,3.610494588361509e-15,1.91322123409265e-17,7.11538375517542e-18,2.863204140140234e-21,5.734430798061301e-25,6.9138004401207705e-25,1.9426662983614548e-27,1.1270029961237227e-28,9.892176325819925e-19,5.746319717418647e-27,3.0366620293216834e-25,8.205025549942863e-25,3.76,0.0,0.849215528810817,0.992402798405619,0.0024881667146003273,1.0591981178036625e-16,0.0006673292966378984,0.012098410996461513,0.012434664999053342,1.974073636889225e-09,3.499396324325247e-11,7.967865779623447e-05,1.5388323620792367e-05,9.618194723139407e-06,0.0008971552548896622,0.00017637710341500813
4.7586068051532965e-06,0.766687604849381,0.00018080100312128306,6.279454138313289e-05,3.461424951972609e-05,0.004671760158892347,0.0,0.0,0.00016746412306263672,6.723983727584024e-06,1.2849860848782663e-07,0.005717724096586449,2.1216213857781504e-12,1.801516923536366e-13,3.1084734653821052e-12,1.3165244783727906e-13,4.283995252934188e-14,4.858715530908107e-13,1.4771344700073852e-19,9.333948307284587e-26,4.700802394255313e-23,4.942678785865051e-26,3.692695635750464e-15,2.064456072137354e-17,7.512939507563293e-18,3.099302445894991e-21,6.011280854935702e-25,7.579366637754337e-25,2.1781676919641536e-27,1.237821231667622e-28,1.0488326914849533e-18,6.2773905237234004e-27,3.190745743384804e-25,8.757462809098953e-25,3.76,0.0,0.8487695282673223,0.9922175258646485,0.0025671788794702764,1.1490904715673701e-16,0.0006668695636488777,0.012348079325809884,0.012713075621105987,1.972276265610035e-09,3.496178193275069e-11,7.960543748875717e-05,1.5369464139522102e-05,9.83242703221969e-06,0.0009375279488421171,0.0001812665790349579
4.851016803224445e-06,0.76672128046287,0.00018090870509219204,6.284681324034192e-05,3.5036468803369295e-05,0.004773083216350969,0.0,0.0,0.00016979888051581342,6.90063488271335e-06,1.3419901296010696e-07,0.0058402521529931015,2.1141370899865563e-12,1.8517064632370626e-13,3.1079289999737405e-12,1.3459105751599926e-13,4.480601613492698e-14,5.086867079153288e-13,1.524821146017025e-19,9.812420275017108e-26,4.9314352119968856e-23,5.169733484274861e-26,3.774768556804834e-15,2.2239664206121126e-17,7.92266471436056e-18,3.3491842088112218e-21,6.294686522675892e-25,8.291702625886347e-25,2.4359879008076114e-27,1.356649074986766e-28,1.1105665168075828e-18,6.844759245729329e-27,3.348653418151951e-25,9.332579320262654e-25,3.76,0.0,0.8483229675885829,0.9920315121459606,0.0026471091742777298,1.2443971027809268e-16,0.0006664096757237501,0.012597552760997334,0.012991244809480225,1.9704741516907607e-09,3.49295751528572e-11,7.953214936047795e-05,1.535061332685074e-05,1.0046365109120505e-05,0.0009787846735915603,0.00018618682762560872
4.943426801295593e-06,0.7667549315158219,0.00018101668776333645,6.289902527571679e-05,3.545862801927192e-05,0.004874290140032289,0.0,0.0,0.0001720880193590871,7.076303434651085e-06,1.4002329328480275e-07,0.005962667284902724,2.1067127940258658e-12,1.9022817182745508e-13,3.107389437884284e-12,1.3752611473982352e-13,4.6816569534679996e-14,5.320251950796439e-13,1.5730016320578962e-19,1.0304462445693883e-25,5.167897932191665e-23,5.401637777734896e-26,3.856717031506246e-15,2.392019187245399e-17,8.344589163234904e-18,3.613346872622112e-21,6.584658111617114e-25,9.052941193448547e-25,2.7176791485632388e-27,1.4838680360068982e-28,1.1744410663918634e-18,7.45006476182439e-27,3.510391291275693e-25,9.930718098800625e-25,3.76,0.0,0.8478758487807146,0.9918447585442578,0.0027279561419529495,1.345314063011366e-16,0.0006659498290216516,0.012846831248367543,0.013269171742913697,1.9686685168443105e-09,3.489735404398651e-11,7.945882049662305e-05,1.5331776504976515e-05,1.0260007984037492e-05,0.0010209242108186287,0.00019113774314691542
5.035836799366742e-06,0.7667885579806646,0.00018112500889545682,6.295123248723305e-05,3.588073453615433e-05,0.004975380734090949,0.0,0.0,0.0001743317049317024,7.250901881396005e-06,1.4597148129815115e-07,0.006084969447369015,2.099349488565772e-12,1.953243398030378e-13,3.106856624807862e-12,1.4045773585629634e-13,4.887165350916478e-14,5.558872161175848e-13,1.621677897821414e-19,1.0810197197697898e-25,5.41022494590019e-23,5.638385587933441e-26,3.938544406520276e-15,2.5688845871928072e-17,8.778736569179449e-18,3.892295990122284e-21,6.881206027202451e-25,9.865262793753795e-25,3.024864460630566e-27,1.6198690183212368e-28,1.2404776320390442e-18,8.0949835336714e-27,3.6759657323016305e-25,1.0552217293578935e-24,3.76,0.0,0.8474281737273294,0.9916572663052938,0.002809718342140886,1.4520397164452174e-16,0.0006654901841227675,0.013095914773137141,0.013546855726185943,1.9668603634385686e-09,3.4865127762426675e-11,7.93854730971351e-05,1.5312958020626762e-05,1.0473354791432457e-05,0.0010639453385193638,0.00019611922221001593
5.12824679743789e-06,0.7668221598335735,0.00018123371598853145,6.30034802221221e-05,3.630279411805777e-05,0.0050763548341231516,0.0,0.0,0.00017653011448380096,7.4243465266989155e-06,1.5204361099029695e-07,0.0062071586264585135,2.0920478523840126e-12,2.0045921840247122e-13,3.1063320712392098e-12,1.433860271889887e-13,5.0971309469383573e-14,5.802729843999713e-13,1.6708518740406906e-19,1.1329746860780932e-25,5.658451577762921e-23,5.879970815252816e-26,4.020253740578456e-15,2.7548361290278567e-17,9.22512466323637e-18,4.1865452222939415e-21,7.1843407719583e-25,1.0730895569183136e-24,3.3592392997417434e-27,1.765052356033133e-28,1.3086968498431589e-18,8.781229701429032e-27,3.8453832376098063e-25,1.1197410265955007e-24,3.76,0.0,0.8469799442104449,0.9914690366330101,0.002892394347062326,1.5647746862723985e-16,0.0006650308723875544,0.013344803352360097,0.013824296168869942,1.9650505137045635e-09,3.483290379937355e-11,7.931212535050634e-05,1.5294161419730616e-05,1.0686404752674062e-05,0.0011078468313826663,0.00020113116366397894
5.220656795509039e-06,0.7668557370537121,0.00018134284809977072,6.305580586703878e-05,3.6724811227255655e-05,0.00517721230161348,0.0,0.0,0.0001786834368259718,7.596557370723639e-06,1.5823971835247617e-07,0.006329234833657968,2.0848083107820243e-12,2.0563287356325773e-13,3.1058170120598976e-12,1.4631108642171384e-13,5.311557937233721e-14,6.051827236425819e-13,1.720525449900253e-19,1.1863233766523736e-25,5.912614067175595e-23,6.126387368272744e-26,4.101847843710727e-15,2.950150600981432e-17,9.683765285903303e-18,4.4966163374456355e-21,7.494072950248043e-25,1.1652115376542417e-24,3.722573205393616e-27,1.9198278507846364e-28,1.379118711016049e-18,9.510555169159276e-27,4.0186504288411896e-25,1.1866625668823019e-24,3.76,0.0,0.8465311619275669,0.9912800706954045,0.002975982738173808,1.6837218018974495e-16,0.0006645720011575186,0.01359349702917506,0.014101492567965845,1.963239641801752e-09,3.4800688264291555e-11,7.923879214823807e-05,1.5275389590196802e-05,1.089915716185154e-05,0.0011526274611043535,0.00020617346825617893
5.313066793580187e-06,0.7668892896226638,0.00018145243734148347,6.310824024393578e-05,3.714678927389086e-05,0.005277953019368704,0.0,0.0,0.0001807918719955342,7.767458003937341e-06,1.6455984124566038e-07,0.006451198101273203,2.0776310834276543e-12,2.1084536927696952e-13,3.105312455606125e-12,1.492330037929489e-13,5.5304505650995053e-14,6.306166666235469e-13,1.7707004723110937e-19,1.2410780287699296e-25,6.17274955317486e-23,6.377629193904734e-26,4.183329312266488e-15,3.1551080576063413e-17,1.0154664485156148e-17,4.823039210510227e-21,7.810413274840704e-25,1.2631245813625933e-24,4.1167114371378926e-27,2.084614809040984e-28,1.451762573446347e-18,1.0284749682166795e-26,4.195774053726485e-25,1.2560187525568992e-24,3.76,0.0,0.8460818285057282,0.9910903696293919,0.003060482103465574,1.8090860470198895e-16,0.0006641136580350244,0.013841995868072016,0.014378444493625561,1.9614283001883153e-09,3.4768486185954814e-11,7.91654856726443e-05,1.5256644879584717e-05,1.1111611374104041e-05,0.001198285996650852,0.00021124603835155376
5.405476791651336e-06,0.7669228175239552,0.00018156251011871153,6.316080876549125e-05,3.7568730822100695e-05,0.0053785768877530685,0.0,0.0,0.00018285563093623462,7.936975504139462e-06,1.7100401928766928e-07,0.006573048478633198,2.0705162236233976e-12,2.160967679022449e-13,3.1048192241890044e-12,1.5215186313542193e-13,5.753813115660294e-14,6.565750540797742e-13,1.8213787465701785e-19,1.2972508863449652e-25,6.438896062509623e-23,6.63369030643174e-26,4.2647005586294204e-15,3.369991806842237e-17,1.06378226187407e-17,5.1663518225708724e-21,8.133372574318078e-25,1.3670658247147538e-24,4.5435766217561455e-27,2.2598420796648167e-28,1.5266471736627301e-18,1.1105640925146611e-26,4.376760988637453e-25,1.327841530891838e-24,3.76,0.0,0.8456319455130508,0.9908999345448484,0.003145891035278395,1.9410745086214414e-16,0.0006636559144147844,0.01409029995098717,0.014655151577389279,1.959616941399468e-09,3.473630167036662e-11,7.90922158818237e-05,1.5237929192013295e-05,1.1323766796005262e-05,0.0012448212044820276,0.0002163487776999619
5.497886789722484e-06,0.7669563207426724,0.00018167308814902135,6.321353238957197e-05,3.799063775981676e-05,0.005479083821593545,0.0,0.0,0.00018487493518906501,8.105040336532127e-06,1.7757229375630698e-07,0.006694786028967117,2.0634636504524236e-12,2.213871306174803e-13,3.1043379874499097e-12,1.5506774278001913e-13,5.981649911154537e-14,6.830581337588128e-13,1.8725620380581418e-19,1.3548542045360922e-25,6.71109250050498e-23,6.894564813877425e-26,4.345963836465795e-15,3.5950883973668067e-17,1.1133234460161549e-17,5.527100260676314e-21,8.462961800729357e-25,1.4772771842196818e-24,5.005170404361324e-27,2.4459480918234373e-28,1.6037906388385786e-18,1.1975094615011692e-26,4.561618242390842e-25,1.4021624019580501e-24,3.76,0.0,0.8451815144682403,0.9907087665279695,0.0032322081285531476,2.0798963268948313e-16,0.0006631988283898031,0.014338409374089908,0.014931613502519744,1.9578059359687646e-09,3.4704138034830086e-11,7.901899090868107e-05,1.5219244067751079e-05,1.1535622877667692e-05,0.0012922318487399156,0.00022148159124389124
5.5902967877936326e-06,0.766989799265137,0.00018178418929934754,6.326642840494662e-05,3.841251143808733e-05,0.005579473747646981,0.0,0.0,0.00018685001659235362,8.271586256734449e-06,1.842647075065257e-07,0.0068164108268458454,2.056473174977523e-12,2.2671651766980655e-13,3.1038692897009266e-12,1.5798071633524309e-13,6.21396530714642e-14,7.10066159607603e-13,1.9242520747155792e-19,1.4139002543906253e-25,6.989378644375565e-23,7.160246941765002e-26,4.427121263575011e-15,3.830687606320238e-17,1.1640889308112145e-17,5.905838717986244e-21,8.799192037661575e-25,1.5940053593293326e-24,5.503575103468304e-27,2.643380893271913e-28,1.6832104993994518e-18,1.2895014579286468e-26,4.750352960948534e-25,1.4790124264733873e-24,3.76,0.0,0.8447305368483493,0.9905168666440588,0.003319431979442716,2.2257626461475814e-16,0.0006627424471324835,0.014586324245150042,0.015207829996094803,1.9559955870920456e-09,3.467199802059555e-11,7.894581738780292e-05,1.520059074858862e-05,1.1747179106278876e-05,0.001340516691408904,0.0002266443849601643
5.682706785864781e-06,0.7670232530786464,0.00018189582827214635,6.331951107738433e-05,3.883435278516735e-05,0.005679746602529236,0.0,0.0,0.00018878111698943483,8.436550216644519e-06,1.9108130489974546e-07,0.006937922956087627,2.0495445215653744e-12,2.320849885233223e-13,3.103413572324676e-12,1.6089085335725413e-13,6.450763689540781e-14,7.375993910805027e-13,1.9764505500672745e-19,1.4744013250137289e-25,7.27379513865784e-23,7.43073105555155e-26,4.508174841403304e-15,4.077082427462708e-17,1.2160771099198459e-17,6.30312949430422e-21,9.142074508873008e-25,1.7175018357256096e-24,6.0409553700908804e-27,2.852598189078685e-28,1.764923702288904e-18,1.3867342856824875e-26,4.942972432727114e-25,1.5584222336343502e-24,3.76,0.0,0.8442790140951149,0.9903242359398419,0.0034075611842219094,2.378886566712636e-16,0.0006622868088440917,0.014834044681382292,0.015483800822546176,1.9541861426560662e-09,3.4639883866114853e-11,7.887270072299752e-05,1.5181970231310696e-05,1.1958435000815379e-05,0.0013896744924524551,0.00023183706572975474
5.867526782007078e-06,0.7670900865318027,0.0001821207657069327,6.34262812107432e-05,3.967794058695505e-05,0.005879940885414749,0.0,0.0,0.00019251239046303486,8.761495505569104e-06,2.0508723525591207e-07,0.007180609580914527,2.0358712387632997e-12,2.429394170649442e-13,3.1025424286727478e-12,1.667028788092359e-13,6.937827096523541e-14,7.942425329911348e-13,2.0823794390462827e-19,1.5998177946589299e-25,7.86118608169738e-23,7.986083505978259e-26,4.669977957781776e-15,4.603446895864892e-17,1.3237125147273364e-17,7.155657743325211e-21,9.847841789618544e-25,1.9858295876756876e-24,7.241722866231342e-27,3.308265607229928e-28,1.9352950835752116e-18,1.5977184155254898e-26,5.339895534304291e-25,1.7250416014654377e-24,3.76,0.0,0.8433743388068324,0.9899367861750292,0.003586530036743093,2.707769114587497e-16,0.0006613778777405052,0.015328902755918515,0.016035004690132876,1.950570735278108e-09,3.4575739883527866e-11,7.872665460567963e-05,1.5144830600181173e-05,1.2380043999231542e-05,0.0014906040000658754,0.00024231171989312343
6.052346778149375e-06,0.767156821012963,0.00018234797389213186,6.353391450624511e-05,4.0521403296697884e-05,0.006079666302936302,0.0,0.0,0.0001960708796955593,9.079432339928238e-06,2.1959046775359587e-07,0.0074228467007141806,2.0224404509086404e-12,2.5395088559043255e-13,3.101726652207755e-12,1.7250431432453287e-13,7.442875750911609e-14,8.529897248786967e-13,2.1903616943799815e-19,1.7312024169627132e-25,8.473607765046281e-23,8.560580614850799e-26,4.8313874279199705e-15,5.176589654711542e-17,1.436206531034935e-17,8.089345587151806e-21,1.0580356547204169e-24,2.2843681878205007e-24,8.626500062564659e-27,3.8168066339971338e-28,2.1150291954236843e-18,1.832092268485471e-26,5.752448916734232e-25,1.9022572037195495e-24,3.76,0.0,0.8424674996061886,0.9895464253020726,0.00376910343102898,3.0682861339501575e-16,0.0006604722154713863,0.015822984664373138,0.016585223788852327,1.946960924993919e-09,3.4511716778547033e-11,7.858087860915576e-05,1.5107829731090597e-05,1.280044651411024e-05,0.001595010414988511,0.0002529048232206909
6.237166774291672e-06,0.7672234564373138,0.00018257750307477317,6.36424602615466e-05,4.136474080488133e-05,0.006278922563304914,0.0,0.0,0.0001994588509711007,9.389962409162747e-06,2.3459140636519146e-07,0.0076646351772223864,2.009248256652543e-12,2.6511986435396324e-13,3.1009675857216514e-12,1.7829562007014787e-13,7.965945659886486e-14,9.138431903277388e-13,2.300409980536906e-19,1.8686545109089136e-25,9.111416468868212e-23,9.154184268910028e-26,4.9924164801161896e-15,5.798969319596416e-17,1.5535282149278975e-17,9.10898342275829e-21,1.1339714494757532e-24,2.615302209635717e-24,1.0215738319717587e-26,4.382234632696211e-28,2.3042419906925494e-18,2.0915480207464547e-26,6.180696604434407e-25,2.090299330801333e-24,3.76,0.0,0.8415585071813613,0.9891531611891332,0.003955270076543496,3.462208183106741e-16,0.0006595699366082713,0.0163162915385757,0.0171344571438565,1.9433575171630157e-09,3.4447821504777376e-11,7.843538975411049e-05,1.5070970386013566e-05,1.3219639485721563e-05,0.0017028837544986477,0.0002636156544313957
6.421986770433969e-06,0.7672899927296598,0.00018280938763039442,6.375195234891363e-05,4.2207951942054654e-05,0.006477709428566562,0.0,0.0,0.00020267870416460046,9.692730392223793e-06,2.500904751580203e-07,0.007905975914385056,1.996290425283533e-12,2.7644682591624014e-13,3.1002660578067313e-12,1.8407722954625414e-13,8.507073207012613e-14,9.768052021126458e-13,2.4125367454433e-19,2.012273977644492e-25,9.774982409651386e-23,9.766860101347237e-26,5.1530775733845156e-15,6.473094948584317e-17,1.675639210345016e-17,1.0219491565669672e-20,1.2126014292265923e-24,2.9808931959022527e-24,1.2031367032593226e-26,5.0087213751613125e-28,2.503041412910492e-18,2.3778399374222955e-26,6.624705448528583e-25,2.289392106953834e-24,3.76,0.0,0.8406473719714437,0.9887570015326571,0.004145018640962478,3.891332868738473e-16,0.0006586711106134078,0.01680882455255816,0.0176827040543983,1.9397610390565753e-09,3.438405846636449e-11,7.829019887259341e-05,1.5034254100564954e-05,1.363762009781204e-05,0.0018142140118690018,0.00027444350005803255
6.6068067665762655e-06,0.7673564298084408,0.0001830436510394084,6.38624139703893e-05,4.3051035262571785e-05,0.006676026700041061,0.0,0.0,0.00020573296427636451,9.987421537796756e-06,2.660881176161091e-07,0.008146869843301445,1.9835625404549754e-12,2.879322504014223e-13,3.0996225437773993e-12,1.8984955626435403e-13,9.06629515609452e-14,1.0418780757368034e-12,2.5267543198665076e-19,2.1621613655741046e-25,1.0464689879888083e-22,1.0398577767271312e-25,5.313382582041982e-15,7.201525740087807e-17,1.8024941593984794e-17,1.1425920383604444e-20,1.2939357782616925e-24,3.3834798176635145e-24,1.4096847767030252e-26,5.700598408131179e-28,2.71152786989206e-18,2.6927847060143395e-26,7.08454527534382e-25,2.499753729476745e-24,3.76,0.0,0.8397341042101532,0.9883579538787455,0.004338337748253092,4.357483574919805e-16,0.0006577757758422999,0.017300584907017528,0.01822996404849324,1.936171826162671e-09,3.432043030600853e-11,7.814531252506383e-05,1.4997681563918748e-05,1.4054385740435927e-05,0.0019289911581329676,0.0002853876534850112
6.791626762718562e-06,0.7674227675984509,0.0001832803095417585,6.397386116068382e-05,4.389398960245378e-05,0.00687387420770481,0.0,0.0,0.00020862427307213402,1.0273759369640119e-05,2.8258479610972127e-07,0.008387317911134716,1.9710601057640622e-12,2.9957662616621687e-13,3.0990372844879068e-12,1.9561299859929987e-13,9.643648662711633e-14,1.1090641645151197e-12,2.643075001731559e-19,2.318417968254388e-25,1.1180937417949955e-22,1.1049311222886807e-25,5.473342939550813e-15,7.986870747196345e-17,1.934041120019045e-17,1.2733450462592778e-20,1.377985015836379e-24,3.825478049294336e-24,1.643722869138428e-26,6.462358460609845e-28,2.929794707413331e-18,3.0382617933334167e-26,7.5602890181721795e-25,2.7215967018804625e-24,3.76,0.0,0.8388187139576541,0.9879560256405003,0.004535215979068884,4.862508266108806e-16,0.0006568839498443393,0.017791573817854706,0.018776236849643715,1.9325900856764275e-09,3.4256938489450436e-11,7.80007344125634e-05,1.4961252901460613e-05,1.446993398233309e-05,0.0020472051436540525,0.0002964474142368876
6.976446758860859e-06,0.7674890060229745,0.00018351937473192677,6.408630527935821e-05,4.473681445766796e-05,0.007071251802755173,0.0,0.0,0.00021135538083276407,1.0551503508702434e-05,2.995809914989183e-07,0.008627321073246428,1.9587786170062468e-12,3.1138045169858074e-13,3.0985103703896048e-12,2.0136794359176566e-13,1.0239171292451702e-13,1.1783658559773915e-12,2.76151112953226e-19,2.481145853892686e-25,1.1924138003870977e-22,1.171903885074466e-25,5.6329697459166845e-15,8.83178860729731e-17,2.0702219882229002e-17,1.4147392802432704e-20,1.4647600119126287e-24,4.3093813579462136e-24,1.907919931188899e-26,7.298656887759155e-28,3.1579286886701994e-18,3.416213803070762e-26,8.052012839541351e-25,2.9551280626508094e-24,3.76,0.0,0.8379012111228294,0.9875512241120966,0.004735641872957268,5.408278365247553e-16,0.0006559956366536297,0.01828179250803012,0.019321522353259547,1.9290159414399566e-09,3.419358371435845e-11,7.785646637608342e-05,1.4924967873113732e-05,1.4884262551339394e-05,0.002168845899534187,0.0003076220874739802
7.161266755003156e-06,0.7675551450064113,0.0001837608551771032,6.419975458113958e-05,4.557951019841291e-05,0.007268159353090127,0.0,0.0,0.00021392913822498418,1.082044760858723e-05,3.170772028552546e-07,0.008866880288280593,1.946713605382642e-12,3.2334423726277485e-13,3.0980417937474942e-12,2.0711476958705527e-13,1.0852901044592807e-13,1.249785569459008e-12,2.8820751454208436e-19,2.6504479406933937e-25,1.2694719279468562e-22,1.2407743604641203e-25,5.792273842956149e-15,9.738987287108442e-17,2.2109729232394406e-17,1.5673189044698338e-20,1.5542720002948241e-24,4.837760909892989e-24,2.2051145531107644e-26,8.214313158804804e-28,3.3960104811494246e-18,3.828646854913405e-26,8.559796241850548e-25,3.2005496084335634e-24,3.76,0.0,0.8369816054768437,0.9871435564798448,0.004939603932190478,5.996687709550938e-16,0.0006551108313279609,0.018771242202451736,0.01986582061191889,1.9254494619219946e-09,3.413036616781358e-11,7.77125090181974e-05,1.4888825997052234e-05,1.529736932203054e-05,0.002293903338872746,0.0003189109836758197
