Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21)
6.768030029005785e-05,0.07892619511621678,3.76,0.0,0.38140359619740816,0.9158407194979803,0.07044558264215035,0.0,1.4953618006932508e-05,0.041819443688380704,1.7233511141110858e-05,0.002797900271979426,6.403893459044241e-11,1.2473446227892328e-12,1.301257453941511e-05,9.730122057973587e-06,0.01098813903100963,0.016214605130767792,0.0005109304077652502,5.639000459772802e-07,2.3156400779792064e-05,9.668183865170108e-05,0.06047521318696342,0.0008958364364040864,0.013043568870604996,2.8790115699406592e-05,0.0018411975257205402,0.0037440552382474643,3.5518458834049065e-08,2.633091185466674e-07,0.0003743368543405459,4.7204845323695276e-05,0.002564415275639112,1.378915404054384e-07,5.088650167446252e-06,1.7125610585690823e-05,0.00031828707787070375,2.0513913055615687e-08,1.9098312225712607e-10,1.927362868098509e-06,1.4541915620706197e-07,4.788559469624126e-06,0.0004797706811429364,6.2457733415735705e-09,9.98041074656492e-08,6.041923168782042e-08,2.3123322456624356e-08,2.2228405394939885e-12,1.2605186595904122e-05,8.341533292921951e-12,2.1302513068906957e-08,3.215777091305492e-07,1.4568511724615947e-08,2.720068895713618e-07,0.0001230846155095319,1.066619990641738e-09,9.047888152790048e-09,1.238700972604955e-08,1.5758003183049061e-06,1.1807630795070503e-10,1.755871907553265e-11,4.539929559815972e-15,2.1764504133569827e-06,9.158161247853966e-07,8.80511766176264e-08,6.616511222772561e-13,5.230596295763598e-11,2.1127666972956444e-13,3.6850377653511826e-09,3.0791967353438924e-11,1.1097386327839681e-14,5.4419506173953424e-08,3.743216327549052e-11
6.806923456560827e-05,0.07892831910880747,3.76,0.0,0.3807760156160299,0.9153776499200525,0.07083446724037633,0.0,1.4961571316307539e-05,0.04207041100303789,1.7215865695627736e-05,0.00279480532090655,6.393930166410743e-11,1.2454039264009842e-12,1.3011420431291257e-05,9.721786912869658e-06,0.011034707472039173,0.016300561671524872,0.0005099788735438585,5.63697170983237e-07,2.317123149043589e-05,9.652346223902785e-05,0.06081985555658377,0.0009007027687494376,0.013090178210509888,2.8919839932174772e-05,0.001853318208498829,0.0037699617382150165,3.546056265665776e-08,2.643547413995502e-07,0.00037538767328002773,4.704044270539443e-05,0.0025866169250783107,1.3763371280796468e-07,5.11959108225034e-06,1.707823081887653e-05,0.0003181261447733984,2.0638611967351614e-08,1.923353338049638e-10,1.9395392466018454e-06,1.464221634915551e-07,4.825081010660933e-06,0.0004858048004846473,6.290058413496612e-09,1.0129804133220709e-07,6.117716500310281e-08,2.3412444617204623e-08,2.2522217543209214e-12,1.2831882396485574e-05,8.375652627474662e-12,2.1604945844605602e-08,3.2230317218460367e-07,1.4757976017002854e-08,2.7544546515725813e-07,0.00012422255529931532,1.0803599493311066e-09,9.095969333788312e-09,1.253694616908758e-08,1.5862729719832622e-06,1.1864100728580324e-10,1.7650139060611997e-11,4.5794621247235564e-15,2.1912761493675215e-06,9.324064198936541e-07,8.860387217190616e-08,6.736484499788919e-13,5.315222596279262e-11,2.1383398204606017e-13,3.736449387602832e-09,3.095445448502322e-11,1.1246221745508342e-14,5.54078940288678e-08,3.815046045565539e-11
6.845816884115869e-05,0.07893044468950684,3.76,0.0,0.38014939431965417,0.9149149990856588,0.07122287119850455,0.0,1.496953139042339e-05,0.04232140835408279,1.7198227856843592e-05,0.00279171572364205,6.383979655869285e-11,1.2434657199094385e-12,1.3010247135485342e-05,9.713452997937433e-06,0.011081086625986988,0.016386440307857256,0.0005090311070158962,5.634944764591821e-07,2.318600813176704e-05,9.636542946764648e-05,0.061164215668223464,0.000905559486522474,0.013136463035107852,2.9048923292842826e-05,0.001865418138533053,0.0037958360804840083,3.540279210112204e-08,2.653933691923303e-07,0.0003764391148295528,4.687685184133366e-05,0.002608886739651995,1.3737650521495883e-07,5.150441712573288e-06,1.7030839337559827e-05,0.00031796535720430896,2.0762946945100918e-08,1.9368616495093302e-10,1.9516877626838687e-06,1.4742387777326862e-07,4.861608899537169e-06,0.0004918718140967827,6.334303979489778e-09,1.0280329357323999e-07,6.19391531548275e-08,2.37030777740846e-08,2.2817852011834743e-12,1.3061078622695926e-05,8.409673150392901e-12,2.1909694386812386e-08,3.2302873091542286e-07,1.4948685766936055e-08,2.789046783165755e-07,0.00012536187821217672,1.0941909421037994e-09,9.143998843546417e-09,1.2687660919321573e-08,1.596721559960636e-06,1.1920217875373705e-10,1.7741431747122784e-11,4.619003103421956e-15,2.2061132600516743e-06,9.491929566376373e-07,8.915643014308282e-08,6.857878416482911e-13,5.4007198504060925e-11,2.1640456873163588e-13,3.788227432510229e-09,3.111792662477384e-11,1.1395999943931175e-14,5.640721196924877e-08,3.887826053771313e-11
6.884710311670911e-05,0.07893257184189872,3.76,0.0,0.37952373059806926,0.9144527665578387,0.07161079503887333,0.0,1.4977498280454677e-05,0.04257243486790549,1.718059762986005e-05,0.00278863147130418,6.374041913890807e-11,1.2415300006791658e-12,1.3009054798891299e-05,9.705120247210807e-06,0.011127276954020937,0.016472241075557486,0.0005080871071742846,5.632919526326069e-07,2.32007308302448e-05,9.620773956011054e-05,0.061508293756912864,0.000910406603547896,0.013182425069244809,2.9177367528522338e-05,0.0018774971532449917,0.0038216775089626874,3.5345146882967966e-08,2.664250288093818e-07,0.0003774911366652227,4.671407016068957e-05,0.002631224809303937,1.371199161913649e-07,5.181201737876855e-06,1.6983444285102787e-05,0.00031780471501157635,2.0886916697850457e-08,1.9503557320237147e-10,1.963808075580345e-06,1.4842426884549235e-07,4.898142029677624e-06,0.0004979715539498894,6.378508650145436e-09,1.0431983755953119e-07,6.270517384531009e-08,2.399521257941273e-08,2.3115301926890313e-12,1.329278230557764e-05,8.443594407137657e-12,2.2216757072996315e-08,3.2375435071913746e-07,1.5140638435928756e-08,2.823844567481811e-07,0.00012650255012593086,1.1081127982486821e-09,9.191976687089337e-09,1.2839149404488088e-08,1.6071460537846425e-06,1.197598277725557e-10,1.783259700038779e-11,4.6585512153529834e-15,2.220961754074974e-06,9.661766727119416e-07,8.970885095974079e-08,6.980699773312414e-13,5.4870550128488286e-11,2.189883518030661e-13,3.840371272535291e-09,3.1282378115850254e-11,1.1546717490247065e-14,5.7417487787775916e-08,3.9615629462196794e-11
6.923603739225954e-05,0.07893470054981959,3.76,0.0,0.3788990227465806,0.9139909519021896,0.07199823928455631,0.0,1.4985472036044466e-05,0.04282348967040529,1.7162975019824504e-05,0.0027855525550840254,6.364116926992252e-11,1.2395967660838778e-12,1.300784356743993e-05,9.69678859581849e-06,0.01117327891730011,0.01655796400986841,0.0005071468726615109,5.630895898464888e-07,2.3215399715696266e-05,9.605039174235643e-05,0.061852090056001355,0.0009152441338974094,0.013228066029021754,2.9305174391456372e-05,0.0018895550924687597,0.0038474852751486876,3.5287626718955125e-08,2.674497471155558e-07,0.00037854369652608736,4.6552095048778666e-05,0.0026536312217300315,1.3686394430549822e-07,5.211870844516369e-06,1.6936053575878565e-05,0.0003176442180442305,2.101051996228796e-08,1.9638351649877333e-10,1.975899848589476e-06,1.4942330680161364e-07,4.934679302596929e-06,0.000504103851108203,6.422671048416383e-09,1.0584764611531641e-07,6.347520464822169e-08,2.4288839639126518e-08,2.341456033771503e-12,1.3527000349480254e-05,8.477415951534466e-12,2.252613217445307e-08,3.244799971142617e-07,1.5333831435941477e-08,2.8588472748107645e-07,0.00012764453722331255,1.1221253434438853e-09,9.239902868727195e-09,1.2991407038567878e-08,1.617546429335128e-06,1.2031395983276464e-10,1.7923634688226686e-11,4.6981051924453286e-15,2.2358216411279734e-06,9.833584991059696e-07,9.026113508562754e-08,7.104955323610564e-13,5.5742736106317836e-11,2.215852530421577e-13,3.892880265385634e-09,3.144780328458547e-11,1.1698370922560953e-14,5.843874866352208e-08,4.036263311606305e-11
6.962497166780996e-05,0.07893683079695092,3.76,0.0,0.3782752690663106,0.913529554686995,0.07238520445944203,0.0,1.4993452707857164e-05,0.04307457188699723,1.714536003157405e-05,0.0027824789662669845,6.354204681580117e-11,1.2376660134745555e-12,1.3006613586288666e-05,9.688457980116412e-06,0.011219092976966,0.016643609145451044,0.0005062104017389484,5.628873785961126e-07,2.323001492247429e-05,9.589338524573333e-05,0.06219560479710348,0.0009200720918925357,0.013273387621220442,2.9432345637599422e-05,0.0019015917985715893,0.0038732586386403868,3.523023132788019e-08,2.684675509766996e-07,0.00037959675222787906,4.6390923842888537e-05,0.002676106062217561,1.366085881356554e-07,5.2424487267222285e-06,1.688867488142619e-05,0.0003174838661522348,2.1133755507048835e-08,1.9772995312211716e-10,1.9879627501679718e-06,1.504209620840894e-07,4.971219627601676e-06,0.0005102685356808355,6.466789811747603e-09,1.07386691484171e-07,6.42492230398399e-08,2.4583949516792388e-08,2.371562022138795e-12,1.3763739523055896e-05,8.511137349291714e-12,2.2837817861390805e-08,3.2520563573754375e-07,1.5528262133949667e-08,2.8940541681534e-07,0.00012878780600874065,1.1362283997942413e-09,9.287777395057259e-09,1.3144429204981321e-08,1.6279226670416491e-06,1.2086458068517848e-10,1.8014544681291e-11,4.737663783113022e-15,2.2506929318175873e-06,1.0007393612941025e-06,9.081328302788258e-08,7.230651777983644e-13,5.6623359011660275e-11,2.2419519370693983e-13,3.945753753419964e-09,3.1614196419031584e-11,1.1850956730106901e-14,5.9471021117871795e-08,4.1119337352534756e-11
7.001390594336038e-05,0.07893896256689457,3.76,0.0,0.3776524678653701,0.9130685744837447,0.07277169108845641,0.0,1.5001440349604708e-05,0.04332568064257198,1.712775266939837e-05,0.0027794106962711258,6.344305163884526e-11,1.2357377401681899e-12,1.3005364999022058e-05,9.680128337846546e-06,0.011264719594128683,0.016729176516265237,0.0005052776921943058,5.626853095445118e-07,2.3244576590524126e-05,9.573671930779664e-05,0.06253883820981312,0.0009248904921421904,0.013318391541271438,2.955888302752261e-05,0.0019136071169418313,0.003898996868920177,3.517296043079641e-08,2.694784672639375e-07,0.0003806502616973354,4.623055382036193e-05,0.0026986494131003716,1.363538462687968e-07,5.272935088692745e-06,1.684131558032732e-05,0.0003173236591866669,2.1256622140928027e-08,1.9907484181128007e-10,1.9999964554498434e-06,1.514172055582625e-07,5.007761923121577e-06,0.0005164654366324335,6.510863593499981e-09,1.0893694520841787e-07,6.502720638793771e-08,2.4880532728068208e-08,2.4018474480250332e-12,1.4003006428718782e-05,8.544758179041777e-12,2.315181219149709e-08,3.2593123237600034e-07,1.5723927860871287e-08,2.9294645020386683e-07,0.00012993232337298025,1.1504217864268334e-09,9.335600274756433e-09,1.32982112510604e-08,1.6382747527511915e-06,1.2141169635601695e-10,1.8105326854419443e-11,4.7772257537906065e-15,2.265575637751055e-06,1.0183201761839353e-06,9.136529534009803e-08,7.357795787477464e-13,5.751273442938341e-11,2.2681809444161604e-13,3.99899106159478e-09,3.178155176283738e-11,1.2004471349064538e-14,6.051433086511271e-08,4.188580794447168e-11
7.04028402189108e-05,0.07894109584377193,3.76,0.0,0.3770306174572129,0.9126080108663361,0.07315769969728474,0.0,1.5009435013711105e-05,0.04357681506165338,1.711015293769255e-05,0.002776347736575173,6.334418360231124e-11,1.2338119435016393e-12,1.300409794908808e-05,9.671799607751749e-06,0.011310159229861104,0.01681466615574197,0.0005043487414941672,5.624833734490941e-07,2.3259084862867837e-05,9.558039316867035e-05,0.06288179052218794,0.0009296993494712978,0.013363079475939827,2.9684788326880675e-05,0.0019256008952819046,0.003924699243003074,3.511581374965664e-08,2.7048252281503544e-07,0.00038170418296818684,4.6070982220143555e-05,0.0027212613544456195,1.3609971729311238e-07,5.30332964118111e-06,1.6793982835262973e-05,0.00031716359699944134,2.1379118698872085e-08,2.004181417934973e-10,2.012000643263765e-06,1.524120083564506e-07,5.0443051156574045e-06,0.0005226943820672154,6.554891058144001e-09,1.1049837829790191e-07,6.58091319182119e-08,2.5178579736869485e-08,2.4323115940088345e-12,1.4244807541031813e-05,8.578278025966933e-12,2.3468113116108304e-08,3.266567529785974e-07,1.5920825902730268e-08,2.96507752485475e-07,0.0001310780565008261,1.1647053193149156e-09,9.38337151344951e-09,1.3452748519364367e-08,1.6486026763101984e-06,1.219553128586666e-10,1.819598108178831e-11,4.816789881356401e-15,2.28046977156026e-06,1.0361018553067098e-06,9.191717260603109e-08,7.486393962479524e-13,5.841050632055707e-11,2.2945387581080453e-13,4.052591500485209e-09,3.194986355433865e-11,1.2158911196958808e-14,6.156870300084933e-08,4.266211063840746e-11
7.079177449446122e-05,0.07894323061145662,3.76,0.0,0.37640971616087504,0.9121478634111757,0.07354323081244887,0.0,1.501743675065972e-05,0.04382797426841809,1.7092560840712808e-05,0.002773290078743625,6.324544256855584e-11,1.2318886207929333e-12,1.3002812578358533e-05,9.663471729688662e-06,0.011355412345192595,0.016900078096756924,0.0005034235467549351,5.622815612053754e-07,2.3273539886064503e-05,9.542440607348885e-05,0.06322446196071826,0.0009344986789192551,0.013407453102829129,2.9810063304117445e-05,0.0019375729837026489,0.003950365045880866,3.505879100832058e-08,2.7147974444404285e-07,0.00038275847419510443,4.591220623904341e-05,0.00274394196391174,1.3584619980648423e-07,5.333632102320958e-06,1.6746683581800328e-05,0.00031700367944334436,2.1501244045701868e-08,2.017598126503089e-10,2.023974997436798e-06,1.5340534197149428e-07,5.080848140063348e-06,0.0005289551991909198,6.598870884513909e-09,1.120709612011328e-07,6.659497676269323e-08,2.547808097267109e-08,2.462953734970528e-12,1.4489149198667833e-05,8.611696485930209e-12,2.3786718478724128e-08,3.273821636381767e-07,1.6118953487696397e-08,3.000892477880464e-07,0.0001322249728845673,1.1790788102498175e-09,9.431091119423405e-09,1.3608036326913466e-08,1.6589064317268526e-06,1.2249543641913567e-10,1.8286507243769036e-11,4.856354957876659e-15,2.2953753466715673e-06,1.0540853028094607e-06,9.246891544172819e-08,7.616452861648304e-13,5.931724447945634e-11,2.321024579408451e-13,4.106554365766179e-09,3.2119125999857726e-11,1.231427264961065e-14,6.263416196267622e-08,4.3448311089277846e-11
7.118070877001164e-05,0.07894536685384168,3.76,0.0,0.3757897623016647,0.9116881316974639,0.0739282849614377,0.0,1.5025445615226762e-05,0.04407915738670372,1.7074976382223e-05,0.0027702377144380344,6.31468283987185e-11,1.2299677693362911e-12,1.300150902790349e-05,9.655144644838992e-06,0.011400479401090726,0.016985412371562692,0.0005025021046967282,5.620798638678678e-07,2.328794181155769e-05,9.52687572722124e-05,0.0635668527501802,0.0009392884957566648,0.01345151408915281,2.993470973141712e-05,0.0019495232350040274,0.003975993571599416,3.50018919323922e-08,2.724701589761103e-07,0.0003838130936844549,4.5754223026368636e-05,0.0027666913164120285,1.3559329241212027e-07,5.36384219891116e-06,1.669942450128902e-05,0.00031684390637213357,2.1622997081289653e-08,2.030998143669437e-10,2.0359192076907407e-06,1.5439717827008375e-07,5.117389939484971e-06,0.0005352477142071259,6.64280176687105e-09,1.1365466373522031e-07,6.738471795680672e-08,2.5779026819241476e-08,2.493773139684354e-12,1.4736037585394447e-05,8.645013166993827e-12,2.4107626024602297e-08,3.2810743063274387e-07,1.631830781815206e-08,3.0369085948286477e-07,0.00013337304036112677,1.193542068406882e-09,9.478759102564986e-09,1.376406995655433e-08,1.6691860176191176e-06,1.2303207353232807e-10,1.8376905221684684e-11,4.8959197923844434e-15,2.3102923773944348e-06,1.0722714160592736e-06,9.302052450906858e-08,7.747978992360859e-13,6.023289650049636e-11,2.347637603752542e-13,4.160878937052001e-09,3.228933326341766e-11,1.2470552029112605e-14,6.371073143738106e-08,4.424447490259211e-11
7.156964304556206e-05,0.078947504554991,3.76,0.0,0.37517075421099594,0.9112288153070878,0.0743128626727077,0.0,1.5033461661734754e-05,0.044330363540072554,1.7057399565837603e-05,0.0027671906354122897,6.304834095350953e-11,1.228049386418394e-12,1.3000187437960075e-05,9.6468182955002e-06,0.011445360858448574,0.017070669011806747,0.0005015844116631079,5.618782726127941e-07,2.3302290794672354e-05,9.511344601918972e-05,0.06390896311372295,0.0009440688154696514,0.013495264091912795,3.0058729385100917e-05,0.0019614515045942426,0.004001584123106082,3.494511624908015e-08,2.7345379320347325e-07,0.00038486799990988585,4.559702968688179e-05,0.0027895094841472955,1.3534099371927727e-07,5.393959665819518e-06,1.6652212030533826e-05,0.00031668427764050013,2.1744376737814454e-08,2.0443810742610368e-10,2.0478329689823535e-06,1.5538748947484848e-07,5.153929466145293e-06,0.0005415717523524664,6.686682412917152e-09,1.1524945510198492e-07,6.817833241212558e-08,2.6081407613725075e-08,2.5247690688808763e-12,1.4985478731732568e-05,8.67822768622337e-12,2.4430833383326668e-08,3.288325204411768e-07,1.6518886050316775e-08,3.0731251023178423e-07,0.00013452222710244108,1.2080948998309863e-09,9.526375472199605e-09,1.3920844674810022e-08,1.6794414369990835e-06,1.2356523079565797e-10,1.846717489977536e-11,4.935483207407412e-15,2.325220878954692e-06,1.0906610853496916e-06,9.357200049962486e-08,7.880978811786624e-13,6.115712320214468e-11,2.3743770238131155e-13,4.215564478311465e-09,3.2460479489330054e-11,1.2627745627582073e-14,6.479843436924924e-08,4.5050667625767955e-11
7.195857732111248e-05,0.07894964369925311,3.76,0.0,0.3745526902244464,0.9107699138237432,0.07469696447534774,0.0,1.50414849416313e-05,0.04458159185192165,1.7039830395322726e-05,0.0027641488334569668,6.294998009442187e-11,1.226133469341555e-12,1.2998847947900589e-05,9.638492624765709e-06,0.011490057178102083,0.01715584804872885,0.0005006704637677077,5.6167677869611e-07,2.3316586992557607e-05,9.495847157089149e-05,0.0642507932733875,0.0009488396536872902,0.013538704761165268,3.0182124044222478e-05,0.001973357649666846,0.004027136009392867,3.4888463686360756e-08,2.744306738735804e-07,0.0003859231514714426,4.5440623300090244e-05,0.002812396537466896,1.3508930233964222e-07,5.423984242799215e-06,1.6605052445030887e-05,0.00031652479310376343,2.1865381967035725e-08,2.0577465268465626e-10,2.059715979257212e-06,1.5637624804208226e-07,5.190465679121904e-06,0.0005479271382146279,6.730511540292218e-09,1.1685530408540301e-07,6.897579693892372e-08,2.6385213658651562e-08,2.555940776647826e-12,1.5237478563266553e-05,8.711339666261625e-12,2.4756338092665463e-08,3.295573996921876e-07,1.6720685291298525e-08,3.1095412218398295e-07,0.00013567250150791577,1.2227371071194688e-09,9.573940236357739e-09,1.4078355744044854e-08,1.689672695783154e-06,1.240949148069975e-10,1.8557316163818248e-11,4.975044034445574e-15,2.340160867271366e-06,1.1092551953267124e-06,9.412334412502192e-08,8.015458737650764e-13,6.209019180850593e-11,2.401242031553228e-13,4.270610241708807e-09,3.263255881699909e-11,1.278584972092525e-14,6.589729319601122e-08,4.586695475707665e-11
7.23475115966629e-05,0.07895178427059128,3.76,0.0,0.37393556868421174,0.9103114268339889,0.07508059089951215,0.0,1.5049515509129985e-05,0.04483284144544088,1.702226887398596e-05,0.0027611123004516063,6.285174568131423e-11,1.2242200153745387e-12,1.2997490695864466e-05,9.630167577131055e-06,0.01153456882078548,0.017240949512917478,0.0004997602567309573,5.614753735522873e-07,2.333083056701749e-05,9.480383318891658e-05,0.06459234344951137,0.0009536010262529655,0.013581837735777333,3.03048954906745e-05,0.0019852415302295864,0.004052648549206464,3.4831933974134866e-08,2.7540082774084585e-07,0.00038697850717894886,4.52850009010011e-05,0.002835352543726356,1.3483821689179188e-07,5.4539156785797304e-06,1.6557951760813337e-05,0.0003163654526182385,2.1986011757193866e-08,2.0710941138079645e-10,2.0715679428892747e-06,1.5736342685701106e-07,5.2269975467214394e-06,0.0005543136953520643,6.7742878843233036e-09,1.1847217880138076e-07,6.97770882582419e-08,2.6690435216619325e-08,2.5872875104810425e-12,1.5492042835907598e-05,8.744348743685764e-12,2.5084137582074946e-08,3.302820352434868e-07,1.6923702609687742e-08,3.1461561668318583e-07,0.00013682383233821119,1.2374684894095297e-09,9.62145340665461e-09,1.4236598386277743e-08,1.6998798044902485e-06,1.2462113251087467e-10,1.8647328903690066e-11,5.0146011241327654e-15,2.355112359114469e-06,1.1280546227593631e-06,9.467455614254486e-08,8.151425128610819e-13,6.303204366532475e-11,2.428231812020076e-13,4.326015462063518e-09,3.280556533524076e-11,1.294486052089227e-14,6.700732953427139e-08,4.669340170624311e-11
7.273644587221333e-05,0.07895392625344082,3.76,0.0,0.3733193879378624,0.9098533539266801,0.07546374247620581,0.0,1.5057553422321274e-05,0.04508411144368883,1.700471500487209e-05,0.002758081028323881,6.275363757369693e-11,1.2223090217796616e-12,1.299611581934654e-05,9.621843098182898e-06,0.011578896247140546,0.017325973434437144,0.0004988537859726318,5.612740487345999e-07,2.3345021683288263e-05,9.464953013769092e-05,0.06493361386106779,0.0009583529491791078,0.013624664645517367,3.0427045510224538e-05,0.0019971030085709097,0.004078121069217129,3.4775526843321455e-08,2.7636428155069433e-07,0.0003880340260266578,4.513015949193671e-05,0.0028583775678400042,1.3458773599630888e-07,5.483753728842763e-06,1.651091578787895e-05,0.0003162062560410382,2.210626512452334e-08,2.084423451711871e-10,2.0833885690126735e-06,1.5834899912630112e-07,5.263524044975618e-06,0.0005607312464992178,6.818010193191944e-09,1.2010004682633205e-07,7.058218300403223e-08,2.6997062512991138e-08,2.6188085120428617e-12,1.5749177166908905e-05,8.777254563910192e-12,2.5414229191533805e-08,3.310063941720346e-07,1.7127935056387723e-08,3.1829691449065846e-07,0.0001379761886459963,1.2522888440951105e-09,9.668914995597501e-09,1.4395567805802584e-08,1.7100627772803939e-06,1.251438909912162e-10,1.8737213011444908e-11,5.05415333999116e-15,2.3700753721704146e-06,1.1470602371864481e-06,9.52256373472385e-08,8.28888429122554e-13,6.398313144972168e-11,2.4553455472537493e-13,4.3817793598342774e-09,3.297949311132402e-11,1.3104774203349336e-14,6.812856433052431e-08,4.7530073844286895e-11
7.312538014776375e-05,0.07895606963200962,3.76,0.0,0.3727041463387054,0.9093956946931127,0.0758464197374044,0.0,1.5065598734073048e-05,0.04533540096963731,1.69871687910486e-05,0.002755055009087785,6.265565563088193e-11,1.2204004858181883e-12,1.2994723455011561e-05,9.613519134402669e-06,0.011623039917697166,0.01741091984278963,0.0004979510465783785,5.610727958877528e-07,2.335916050960053e-05,9.449556168557388e-05,0.0652746047256202,0.0009630954386480903,0.013667187110288383,3.054857589132667e-05,0.0020089419494022445,0.004103552904698599,3.4719242026243204e-08,2.7732106196850974e-07,0.0003890896672175902,4.49760960379974e-05,0.002881471672064254,1.3433785827991965e-07,5.513498156794834e-06,1.646395011508775e-05,0.0003160472032301233,2.2226141115077134e-08,2.0977341626413578e-10,2.095177571745924e-06,1.5933293839070917e-07,5.300044159452288e-06,0.0005671796135125911,6.861677226675415e-09,1.2173887515655072e-07,7.139105768022526e-08,2.730508572823739e-08,2.6505030138493462e-12,1.6008887022432176e-05,8.810056778530684e-12,2.574661013336243e-08,3.317304437676961e-07,1.7333379615090255e-08,3.219979356908495e-07,0.0001391295397963223,1.267197964742392e-09,9.716325012651177e-09,1.4555259202244518e-08,1.7202216321675647e-06,1.2566319730524892e-10,1.882696838152143e-11,5.093699555893232e-15,2.3850499248704833e-06,1.1662729017810281e-06,9.577658854653333e-08,8.427842485988916e-13,6.494290513735157e-11,2.482582418561913e-13,4.437901140775859e-09,3.3154336207990997e-11,1.3265586933524859e-14,6.926101780007979e-08,4.837703645780094e-11
7.351431442331417e-05,0.07895821439076994,3.76,0.0,0.372089842245217,0.9089384487267417,0.07622862321595726,0.0,1.5073651496813203e-05,0.04558670914624361,1.6969630235436778e-05,0.0027520342348149474,6.255779971193038e-11,1.2184944047430295e-12,1.2993313737854199e-05,9.605195633439628e-06,0.011667000292869588,0.01749578876697428,0.0004970520333496372,5.608716068045695e-07,2.3373247216844534e-05,9.434192710449995e-05,0.06561531625950007,0.0009678285109860848,0.013709406741043638,3.066948842334559e-05,0.00202075821960826,0.0041289433987265565,3.4663079256607625e-08,2.7827119566682056e-07,0.00039014539016161244,4.482280747407383e-05,0.0029046349162328193,1.3408858237310663e-07,5.5431487321406436e-06,1.6417060137169637e-05,0.0003158882940442054,2.2345638801585243e-08,2.1110258715282976e-10,2.106934669631065e-06,1.6031521852133212e-07,5.336556883715352e-06,0.0005736586174736594,6.905287760881609e-09,1.233886302676673e-07,7.220368870373305e-08,2.761449500816184e-08,2.6823702436052647e-12,1.6271177730458386e-05,8.842755051134177e-12,2.6081277530408702e-08,3.3245415153051655e-07,1.7540033220638964e-08,3.2571859973596626e-07,0.00014028385543410517,1.2821956405847147e-09,9.763683469920893e-09,1.4715667744270497e-08,1.7303563905123848e-06,1.261790588026512e-10,1.891659490919556e-11,5.133238662130391e-15,2.4000360362232975e-06,1.1856934724165648e-06,9.632741058583471e-08,8.568305922652351e-13,6.591133708553102e-11,2.5099416018631605e-13,4.494379997059901e-09,3.333008864780444e-11,1.3427294819196413e-14,7.040470949045064e-08,4.9234354710687475e-11
7.390324869886459e-05,0.07896036051417647,3.76,0.0,0.3714764740208715,0.9084816156230857,0.07661035344554751,0.0,1.5081711767276242e-05,0.04583803509649661,1.6952099340736554e-05,0.002749018697615034,6.246006967551999e-11,1.2165907758003023e-12,1.2991886802383603e-05,9.596872543968907e-06,0.011710777832950029,0.01758058023550921,0.0004961567408247154,5.606704733875207e-07,2.3387281978791643e-05,9.418862566901481e-05,0.0659557486778705,0.0009725521826494312,0.013751325140057424,3.0789784898255555e-05,0.0020325516881681436,0.004154291901935575,3.4607038269049235e-08,2.7921470928716387e-07,0.00039120115448016297,4.467029070855874e-05,0.002927867357823934,1.338399069088514e-07,5.572705230881825e-06,1.637025106510713e-05,0.00031572952834271306,2.2464757282103223e-08,2.124298207308688e-10,2.1186595857538614e-06,1.6129581370150427e-07,5.37306121873506e-06,0.0005801680787273542,6.94884058397352e-09,1.2504927813381082e-07,7.302005241781683e-08,2.7925280467513125e-08,2.7144094231100264e-12,1.6536054484200635e-05,8.875349053121551e-12,2.641822841727415e-08,3.3317748519096623e-07,1.7747892793605163e-08,3.2945882548444817e-07,0.00014143910547319242,1.2972816590561086e-09,9.810990380606009e-09,1.487678858279937e-08,1.7404670768206173e-06,1.2669148294977516e-10,1.9006092492940127e-11,5.172769560694351e-15,2.4150337258988273e-06,1.205322797778167e-06,9.687810433513017e-08,8.710280757300879e-13,6.688895531212363e-11,2.5374222700932925e-13,4.551215107394006e-09,3.3506744432293936e-11,1.3589893938397008e-14,7.155965829869752e-08,5.0102093724386794e-11
