Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226),S(2070),FO2(124),S(3821),CHO2(141),S(579),CHF2O(164)
9.272637821422366e-10,0.8606685756891432,1.1170165060110161e-08,1.1109315270107893e-11,4.3241593455867694e-11,1.2691673454184296e-07,0.0,0.0,1.234923567884882e-07,4.170405673405453e-12,3.77929373745877e-14,4.993612523966304e-10,1.2413064122964802e-20,2.8990352989999993e-26,5.6728590319595564e-18,1.8652547603331243e-18,2.0138406030387558e-17,6.901277712930718e-22,1.313528867374879e-28,4.090928219651608e-33,8.214102131004684e-38,3.0494397258367946e-38,3.1669990034539163e-21,4.014471094168069e-31,1.5874781451407797e-23,1.6739368904400078e-32,6.255452670942666e-37,5.695200563069598e-37,8.671585050465202e-38,5.195245557992687e-38,1.7774470051652286e-26,4.896315530048828e-38,3.0063816104269818e-40,6.665586934287689e-42,3.76,0.0,0.9836491025725187,0.9983396710892685,4.672709335223238e-13,2.2574304184356585e-20,9.707862417894077e-06,9.719959727469447e-06,1.235445488215529e-07,1.3048965097882707e-14,5.855000213517085e-14,1.1125482791875578e-08,9.971244047505684e-11,1.2112992245965944e-12,2.784655125608548e-12,1.1345104434545867e-12,2.299767831781464e-16,7.451512956385215e-19,1.2687957999096705e-07,2.880272223465376e-16,2.8185945213308714e-16,3.8197286900911545e-12,9.30523546181952e-24,2.8995657602365524e-14,4.5228701596867314e-14,6.128061671954658e-15,3.7565105971015784e-19,7.5482042849512095e-19,2.465615676307465e-17,5.31249259121424e-15,9.125939220033212e-25,0.0016601937300716309,7.775302269823663e-27,3.245944334325876e-24,4.0819291382450404e-24,2.5075621959070178e-11,6.4517520714621036e-15,2.427957575767686e-22,5.422504160418917e-18,1.120796528518937e-19,3.9406867745420186e-21,1.1348744828718674e-18,3.6008341924611515e-11,8.71205823640853e-26,1.8843357767493973e-18,1.1681319642962143e-23,1.2711105396572518e-23,5.852172491812406e-24,3.24278410715936e-27,1.6632438733123823e-19,3.3692600355463724e-12,9.38153404017553e-25,7.324439601415526e-20,4.257634702090305e-23,1.8108642412697787e-12,6.8361907777821e-21,7.9667095487000855e-28,2.063115058945241e-32,2.428797957325531e-30,1.5389962296998902e-31,3.976786282085356e-37,7.348700761198207e-35,1.8827001811051396e-27,6.515605189709807e-30,2.4692419750771903e-12,2.789332507179726e-30,1.0489878883050577e-12,1.72131427000385e-24,9.972411099825074e-13
9.494207482976458e-10,0.8606686109457146,1.1708950489061514e-08,1.1778878526798428e-11,4.545633247411239e-11,1.2995120484847203e-07,0.0,0.0,1.2644136970748665e-07,4.371993680867042e-12,4.056535800107632e-14,5.254081321530415e-10,1.3326391572084792e-20,3.1373967934237994e-26,5.949502105727187e-18,2.0019444183052723e-18,2.1615991269092115e-17,7.584446149078572e-22,1.4780317463993183e-28,4.507489876333153e-33,9.48280794341255e-38,3.5966207703551856e-38,3.430999479201835e-21,4.6363775346019895e-31,1.743668231614889e-23,1.928609370840784e-32,7.208836376982821e-37,6.718049779579345e-37,1.0229632350962764e-37,6.127950766034632e-38,1.9618014039544944e-26,5.766070022378837e-38,3.5465650077769697e-40,7.86421526770395e-42,3.76,0.0,0.9836488643407696,0.998329808879713,5.026322160177847e-13,2.4809762016028478e-20,9.939544855345719e-06,9.952226880525286e-06,1.2649717586976413e-07,1.3696300731602356e-14,6.048157341551365e-14,1.1661167763203489e-08,1.056701169104262e-10,1.269082886531226e-12,2.9263425478060134e-12,1.1897104002739634e-12,2.411293406378433e-16,7.993718017851183e-19,1.2991133914695242e-07,3.037078369107585e-16,2.954801502854776e-16,4.004428442978125e-12,1.018987946700879e-23,3.0797703335424606e-14,4.695122820994695e-14,6.424989877270905e-15,4.0334986597381834e-19,8.126504750074492e-19,2.6454743272344842e-17,5.5701959064852275e-15,9.849096681576024e-25,0.0016700524255648297,8.382943141022575e-27,3.4999756080916755e-24,4.379057976953238e-24,2.5676830712324052e-11,6.766154616683964e-15,2.6047611886113213e-22,5.820166727582222e-18,1.2042378191182288e-19,4.3306091198240285e-21,1.210423534835185e-18,3.7747443421832505e-11,9.793098168718461e-26,2.022769231461074e-18,1.283345298966029e-23,1.358825953186085e-23,6.4177568510975525e-24,3.574811161153228e-27,1.7852608953912722e-19,3.6140742801257396e-12,1.0278279759152177e-24,7.863272904108101e-20,4.6274515600925646e-23,1.889723037145783e-12,7.33956386660427e-21,8.7564607668843e-28,2.3616042406932644e-32,2.7038774771176316e-30,1.6749442055182154e-31,4.502369927171777e-37,8.404830995018159e-35,2.084833856447139e-27,7.306893293207379e-30,2.6441559425619297e-12,3.114168842958141e-30,1.0880027308932493e-12,1.8922504519617365e-24,1.0384473222573306e-12
9.715777144530549e-10,0.8606686462023132,1.2260363523971817e-08,1.2473785053526958e-11,4.773206861819408e-11,1.329858024634728e-07,0.0,0.0,1.2939034357239966e-07,4.578336074970722e-12,4.347007210247077e-14,5.522038548959536e-10,1.4283698307632272e-20,3.390273778193013e-26,6.2329355716923144e-18,2.1451441663104906e-18,2.3164104735220147e-17,8.317109721949906e-22,1.658612834925175e-28,4.955671619479466e-33,1.0911817471528182e-37,4.225834631272106e-38,3.710595020805438e-21,5.3371144907368985e-31,1.911058383793879e-23,2.214775401291224e-32,8.28050228375677e-37,7.894422154853581e-37,1.202165257219097e-37,7.20057331925388e-38,2.1605190597079566e-26,6.764480609453668e-38,4.167895022274898e-40,9.243114165280813e-42,3.76,0.0,0.9836486261089716,0.9983204749755207,5.397838941799397e-13,2.7207240822824136e-20,1.0171213914162769e-05,1.0184494447148409e-05,1.294499282353552e-07,1.4359285410953388e-14,6.241928816372994e-14,1.220934136422171e-08,1.1187584729614359e-10,1.328176624048905e-12,3.0717956997715796e-12,1.2462463471709494e-12,2.5254741492709954e-16,8.561569718074036e-19,1.329430969934291e-07,3.1988286246504376e-16,3.0942174879104353e-16,4.193489573769151e-12,1.1134741997084835e-23,3.266351147187367e-14,4.868970652544644e-14,6.72898753702868e-15,4.3238349987738064e-19,8.734739344183838e-19,2.833835440372916e-17,5.834039996283569e-15,1.0611381682382855e-24,0.0016793828024003934,9.022725233448076e-27,3.7670077612372614e-24,4.690310509054341e-24,2.6278183291128e-11,7.088156882516011e-15,2.7898787866592606e-22,6.236790787078338e-18,1.2917764894648955e-19,4.748756531113829e-21,1.288916639762435e-18,3.952746570014984e-11,1.0978352729861922e-25,2.1678320220527305e-18,1.4068563353906437e-23,1.450267841556311e-23,7.022773319267514e-24,3.9322056022603824e-27,1.9131010003125662e-19,3.870349491716931e-12,1.1236317778775316e-24,8.427960478535664e-20,5.020319637481157e-23,1.969892520647452e-12,7.867133761280083e-21,9.603550936136381e-28,2.6959978097509577e-32,3.003256022800158e-30,1.8190775946488961e-31,5.083199370971861e-37,9.584305965461206e-35,2.3036054374820856e-27,8.172088919930716e-30,2.8268927284019582e-12,3.467570149763787e-30,1.1273267557377062e-12,2.0756314576662952e-24,1.0802089701032282e-12
9.97431611552076e-10,0.8606686873415772,1.2919739184954603e-08,1.3317265927609797e-11,5.046515689192807e-11,1.3652689322726746e-07,0.0,0.0,1.328313118846836e-07,4.82511731464408e-12,4.703079377531061e-14,5.84425345129555e-10,1.5457755082174488e-20,3.7045469045953635e-26,6.572272379552971e-18,2.3206680847247464e-18,2.5061875880880906e-17,9.237708339669327e-22,1.8911878633658923e-28,5.5207887945813556e-33,1.2803322921691462e-37,5.077128697909484e-38,4.057317057747714e-21,6.264986455865189e-31,2.1212277659071762e-23,2.592571618524139e-32,9.695890914545292e-37,9.486255315472591e-37,1.4446737203788467e-37,8.65190256540432e-38,2.4115815984181483e-26,8.112731670835652e-38,5.0087668924739845e-40,1.1109555880141871e-41,3.76,0.0,0.9836483481276876,0.9983102139030299,5.854629526198002e-13,3.021977792334273e-20,1.0441520473322268e-05,1.0455516812091492e-05,1.328955183844997e-07,1.5152637246240835e-14,6.468748806518419e-14,1.286475742927038e-08,1.1943780727646515e-10,1.3987833068543202e-12,3.2462963795235704e-12,1.3139074481199947e-12,2.662064159128274e-16,9.257377719782018e-19,1.3648070761078517e-07,3.3938941129647666e-16,3.260951665967042e-16,4.4196096858743395e-12,1.2316750586624476e-23,3.492188320881597e-14,5.0737662406025545e-14,7.092650665211672e-15,4.679915232994373e-19,9.48344821508479e-19,3.064631236725186e-17,6.1496735410416574e-15,1.1551911866401481e-24,0.0016896397421794708,9.811135111505192e-27,4.095454296815393e-24,5.07180951459366e-24,2.698005896634869e-11,7.473505000815798e-15,3.0166410364099487e-22,6.747487288647635e-18,1.3992389097109993e-19,5.2741286653685e-21,1.3842683347474489e-18,4.165621231785859e-11,1.2502857759942058e-25,2.3456882211373726e-18,1.5619820238567257e-23,1.5617604922361154e-23,7.780895601983852e-24,4.383060950492459e-27,2.0698138261457826e-19,4.184209032339566e-12,1.2435120531216386e-24,9.120367431730415e-20,5.509088651784343e-23,2.0650687256066775e-12,8.514086390339614e-21,1.0668092366180786e-27,3.136228981486849e-32,3.3854408831230505e-30,1.997962377108376e-31,5.836684106218142e-37,1.113160962274502e-34,2.5812280679104505e-27,9.281636437538338e-30,3.050207275543625e-12,3.9183499690816386e-30,1.1735852026454334e-12,2.306133277035785e-24,1.129623411268989e-12
9.999999999999999e-10,0.8606687284808809,1.2986181437637993e-08,1.3403003171406053e-11,5.074125698983545e-11,1.368786835838365e-07,0.0,0.0,1.331731432704323e-07,4.8499866115702034e-12,4.739477567218944e-14,5.876828068285098e-10,1.557780265818203e-20,3.736934028835076e-26,6.606490582294066e-18,2.3386094038970164e-18,2.5255870344413033e-17,9.333160643155273e-22,1.9156459094657866e-28,5.579502787976717e-33,1.300537006246881e-37,5.169196537969412e-38,4.092998079163084e-21,6.3641204138090096e-31,2.14300962715491e-23,2.632866064830104e-32,9.846888078762147e-37,9.658429053436628e-37,1.4709046774072315e-37,8.808872236751802e-38,2.437696044188019e-26,8.258387250537619e-38,5.099722986728617e-40,1.1311466962444836e-41,3.76,0.0,0.9836483205123526,0.9983092300792485,5.90140539677225e-13,3.0532137789090974e-20,1.0468372383793547e-05,1.0482440857834261e-05,1.3323782165080628e-07,1.5232610461135905e-14,6.491321474611358e-14,1.2930795592649623e-08,1.2020820121528175e-10,1.405894628017414e-12,3.263913456492107e-12,1.3207287063139413e-12,2.6758308819737906e-16,9.328487354568217e-19,1.36832142278136e-07,3.4136477227122296e-16,3.2777539797180954e-16,4.442397276331143e-12,1.2438993753853115e-23,3.515103994004067e-14,5.094222170931748e-14,7.129304018824486e-15,4.716324633718695e-19,9.560168670448354e-19,3.088217236787047e-17,6.1814862389881235e-15,1.1648417026173505e-24,0.001690623154418717,9.891973699719096e-27,4.1290924117118766e-24,5.110805096074691e-24,2.704979613379778e-11,7.5123526141275e-15,3.0398112440370727e-22,6.7996902457705144e-18,1.4102330854847547e-19,5.328599817046463e-21,1.3939636814750353e-18,4.187072874233203e-11,1.2663054752023093e-25,2.363870881188306e-18,1.578062189890091e-23,1.5731218212959308e-23,7.859376030541326e-24,4.429915876058837e-27,2.0858332909079632e-19,4.216274606785497e-12,1.2559118269105544e-24,9.19115754660293e-20,5.559481039628486e-23,2.0746185207766636e-12,8.580232869030247e-21,1.0778479292672835e-27,3.183114950126056e-32,3.4254342118419645e-30,2.0163777102115727e-31,5.916253408611867e-37,1.129605667799764e-34,2.6101795913684302e-27,9.39802933543453e-30,3.0729934871551745e-12,3.965490788009439e-30,1.1782018470905986e-12,2.330037791209167e-24,1.1345719104093539e-12
1.0232855086510973e-09,0.8606687284808809,1.3596295831997584e-08,1.4196554593795023e-11,5.328246404211252e-11,1.400681660782697e-07,0.0,0.0,1.3627223143433823e-07,5.078371308619804e-12,5.07807143562722e-14,6.176844643154958e-10,1.669484310175153e-20,4.040503418233055e-26,6.920916445232492e-18,2.5055000213860756e-18,2.706051655650263e-17,1.0232675909522042e-21,2.149141604773502e-28,6.133859738483723e-33,1.4962399057623996e-37,6.071294929450814e-38,4.4269679586078095e-21,7.324510963235701e-31,2.348191917720171e-23,3.0225989436949424e-32,1.1307696579395045e-36,1.134557141290534e-36,1.7279536202418761e-37,1.0346962579761025e-37,2.684518151973886e-26,9.684076554966267e-38,5.9910739872614855e-40,1.3290346666240592e-41,3.76,0.0,0.9836480701463217,0.9983005912966418,6.337242379258247e-13,3.3475769023680445e-20,1.0711808819003372e-05,1.0726539741755456e-05,1.3634129483677493e-07,1.596721360448714e-14,6.696279302111803e-14,1.3537156502984144e-08,1.2735340439400337e-10,1.4711667647931464e-12,3.4259630572509318e-12,1.3833944317127164e-12,2.8022722598739005e-16,9.989843794222604e-19,1.4001831644600434e-07,3.5958605099412514e-16,3.4320540749735233e-16,4.651668308117708e-12,1.3588254580824093e-23,3.726845700674897e-14,5.280570075573092e-14,7.465951948393479e-15,5.055111749237085e-19,1.0275460279973266e-18,3.307572391755929e-17,6.4736755912901314e-15,1.2549252073898567e-24,0.0016992581977511372,1.0646072295331336e-26,4.44253766707931e-24,5.4735553824977756e-24,2.7682140364662282e-11,7.869226241483235e-15,3.255268393696652e-22,7.285297904569833e-18,1.5125854334786255e-19,5.841902011590064e-21,1.483715049196405e-18,4.384065749081094e-11,1.4191323373088276e-25,2.533031962710829e-18,1.7295617533368087e-23,1.6785084084707767e-23,8.597860673275989e-24,4.8724080264813864e-27,2.234854795685199e-19,4.514413526463362e-12,1.3725019762446596e-24,9.849779081568147e-20,6.031941637405655e-23,2.161971015164179e-12,9.195680809691809e-21,1.1818820417799942e-27,3.6360604782307173e-32,3.805553641749856e-30,2.1887771508426176e-31,6.6788496959907975e-37,1.288150314613449e-34,2.8844729270057613e-27,1.0506635476185955e-29,3.284608883454928e-12,4.4132027088512174e-30,1.2202263331575367e-12,2.5553499645222093e-24,1.1797561517390945e-12
1.0491394057501185e-09,0.8606687696202266,1.4290026986640985e-08,1.511235160444015e-11,5.6184618363906876e-11,1.4360962572670513e-07,0.0,0.0,1.3971310439459864e-07,5.3380977674310744e-12,5.47247199554263e-14,6.519909211537839e-10,1.7996668239130712e-20,4.3992338534449266e-26,7.27890259450326e-18,2.6998790747492554e-18,2.916263393580738e-17,1.1305911667978943e-21,2.4344955538150147e-28,6.797651540938514e-33,1.7418884073320005e-37,7.227773005897466e-38,4.82048453176516e-21,8.530406290434972e-31,2.5928122374413918e-23,3.51048093906808e-32,1.3137223957369697e-36,1.3508825616728375e-36,2.057565527069478e-37,1.2318942444159268e-37,2.980640929199762e-26,1.150827609293067e-37,7.1341283239275995e-40,1.5828498308306684e-41,3.76,0.0,0.9836477921648656,0.9982915673900852,6.846464061369901e-13,3.6987983406156974e-20,1.0982078952334165e-05,1.0997563237050934e-05,1.3978726586127677e-07,1.6802967848630256e-14,6.92446022304569e-14,1.4226527401851667e-08,1.3563116526994925e-10,1.54532327456384e-12,3.6108158388700605e-12,1.4547111362742369e-12,2.946100048457625e-16,1.0759903965274427e-18,1.4355592349952532e-07,3.804818995222294e-16,3.607524195938217e-16,4.889665607718674e-12,1.4953397298966657e-23,3.97039297023047e-14,5.489299774593123e-14,7.848898543301795e-15,5.449932649424971e-19,1.1112165840049917e-18,3.562964683046121e-17,6.806050226637578e-15,1.360533469068073e-24,0.0017082779353843982,1.152904334871171e-26,4.808759207161509e-24,5.896101807347607e-24,2.8384432813657915e-11,8.275334590839316e-15,3.5060534999843644e-22,7.850920864476702e-18,1.6319813915446e-19,6.454294883468287e-21,1.5873004408466371e-18,4.6080792168500015e-11,1.6056498924016093e-25,2.7301120506494767e-18,1.9102408444347508e-23,1.8006079313342737e-23,9.476527770935199e-24,5.402476830779542e-27,2.408439157742133e-19,4.861359813521249e-12,1.5110233828914494e-24,1.0617167238043851e-19,6.59037381646889e-23,2.2605686876503053e-12,9.912831964371836e-21,1.3060271793031375e-27,4.2019712663043085e-32,4.266402573538186e-30,2.3919470662078215e-31,7.617626692084198e-37,1.4854743643985977e-34,3.2150391874426076e-27,1.1855591318225702e-29,3.530328780249577e-12,4.9550680923222286e-30,1.2672309647995425e-12,2.8242715904418918e-24,1.2305875544618226e-12
1.0749933028491397e-09,0.860668810759615,1.5000926175215534e-08,1.6065357168210448e-11,5.917224742617622e-11,1.4715127688111571e-07,0.0,0.0,1.431539328052062e-07,5.6042964056063925e-12,5.886769589341851e-14,6.873544176424292e-10,1.9364942779736866e-20,4.781870009934966e-26,7.646266725743736e-18,2.9040442526349646e-18,3.137083491218932e-17,1.246141433606046e-21,2.7493754383740615e-28,7.515022668374089e-33,2.0205095383024957e-37,8.568049843379824e-38,5.238820323695348e-21,9.898613601454936e-31,2.8559706561383976e-23,4.0622816810255645e-32,1.5207473274552983e-36,1.6016321559531552e-36,2.439657584762992e-37,1.460453005409964e-37,3.3013080410227927e-26,1.3618133931923635e-37,8.459288926678061e-40,1.8771596565581584e-41,3.76,0.0,0.9836475141833113,0.9982831049051089,7.383086975873132e-13,4.076951617355402e-20,1.1252330874437561e-05,1.1268587298911222e-05,1.4323343961374115e-07,1.765985186729076e-14,7.153236501599875e-14,1.4932858953863088e-08,1.4427959112278565e-10,1.6212491260479172e-12,3.800874293272067e-12,1.5278614963051853e-12,3.093549122278882e-16,1.1568493933761965e-18,1.4709352877178658e-07,4.020860760621729e-16,3.787361510792482e-16,5.1336017534669806e-12,1.641639236549779e-23,4.222896462236975e-14,5.699876805532796e-14,8.241497797454133e-15,5.864886608922492e-19,1.1994968569637684e-18,3.83111348827621e-17,7.146801526908926e-15,1.4722111905562257e-24,0.001716736233328564,1.2461566934757538e-26,5.194618553708832e-24,6.34000703988959e-24,2.9086941639022108e-11,8.691844110729038e-15,3.7692883104208687e-22,8.445054168087805e-18,1.757592751113243e-19,7.11358176901199e-21,1.695066149296323e-18,4.837660731665089e-11,1.811176023937555e-25,2.9371775303974602e-18,2.104680561407124e-23,1.9281544828846828e-23,1.0419814610771613e-23,5.9755696738625245e-27,2.590782144638729e-19,5.225443437794111e-12,1.659505140710096e-24,1.1423504345897165e-19,7.185909935814443e-23,2.3608315853463745e-12,1.0666455661274492e-20,1.439710014619509e-27,4.840976054261118e-32,4.7709430756126426e-30,2.607898799722965e-31,8.661451155787724e-37,1.7073661890759543e-34,3.5746987106315886e-27,1.3337384611275303e-29,3.787595726492398e-12,5.546992334539774e-30,1.31458087258983e-12,3.113914040515724e-24,1.282098529347424e-12
1.100847199948161e-09,0.8606688518990478,1.5728986928116778e-08,1.7056271149494265e-11,6.224597806894611e-11,1.5069312424836063e-07,0.0,0.0,1.4659471858052722e-07,5.876966941431511e-12,6.321452670250127e-14,7.237846491094813e-10,2.0801385624811495e-20,5.18958609994992e-26,8.023045808241135e-18,3.118234473306557e-18,3.368772610581475e-17,1.3703282112512556e-21,3.0960138893622694e-28,8.288924178400826e-33,2.3355977190185095e-37,1.0115823738722195e-37,5.682945577645101e-21,1.1446369020099379e-30,3.1385695651240205e-23,4.684528903437827e-32,1.754323384120043e-36,1.8912521097819876e-36,2.8810128745502003e-37,1.7244193088271076e-37,3.647924112599504e-26,1.6049729161719653e-37,9.990127320773896e-40,2.2172175052638765e-41,3.76,0.0,0.9836472362016507,0.9982751689001411,7.947909362110883e-13,4.483378821390638e-20,1.1522564586432123e-05,1.153961192829219e-05,1.4667982414459727e-07,1.85378162045025e-14,7.382557691193241e-14,1.5656139997707386e-08,1.5330715781474175e-10,1.6989406221337578e-12,3.996157467445465e-12,1.6028495423472218e-12,3.244621079200053e-16,1.2416549081562418e-18,1.506311322632264e-07,4.2440770101151196e-16,3.971565502401795e-16,5.383476915451732e-12,1.7981522366568917e-23,4.484419313716717e-14,5.912226308142961e-14,8.64375724875148e-15,6.30048287176124e-19,1.2925285503567192e-18,4.112323787111922e-17,7.495933572164429e-15,1.5901555691801734e-24,0.0017246680331535179,1.344517376779985e-26,5.600613753793932e-24,6.805834096440981e-24,2.9789672164542405e-11,9.118768938523704e-15,4.0452640987683775e-22,9.068395585330175e-18,1.8895861149860246e-19,7.82209330085773e-21,1.8070518578782532e-18,5.0728093914679086e-11,2.0371123351242435e-25,3.1544776957522613e-18,2.3135580911221866e-23,2.0612426291414712e-23,1.1430696872915751e-23,6.594061866876977e-27,2.7820989731027936e-19,5.607058652027841e-12,1.8183830074734486e-24,1.2269763484376e-19,7.820104188866966e-23,2.4627300845836847e-12,1.1457468569332143e-20,1.583407612796407e-27,5.560657730503277e-32,5.322283125897455e-30,2.8370604573512386e-31,9.819286737830491e-37,1.9562247180004503e-34,3.9652977166207036e-27,1.4961276908726017e-29,4.05663603955739e-12,6.19212865253705e-30,1.3622587417445973e-12,3.425319031227379e-24,1.3342705179234675e-12
1.1267010970471821e-09,0.8606688930385268,1.64742027789535e-08,1.8085793067792518e-11,6.540643640046601e-11,1.542351725336177e-07,0.0,0.0,1.5003546351817348e-07,6.156109096696648e-12,6.777009612786382e-14,7.612913042438495e-10,2.2307722502657614e-20,5.623599943158088e-26,8.40927788042555e-18,3.342688566600877e-18,3.611591387100589e-17,1.5035712666722222e-21,3.4767532172948194e-28,9.122400984716387e-33,2.6909255190243027e-37,1.189717739343685e-37,6.153847190673316e-21,1.3192279081665092e-30,3.4415317404805774e-23,5.384238179975914e-32,2.0171181906218364e-36,2.2246370911226864e-36,3.389099356657233e-37,2.0282475183208856e-37,4.0219409197810267e-26,1.8842660611469837e-37,1.175260248029904e-39,2.608810997429114e-41,3.76,0.0,0.9836469582198758,0.9982677266095957,8.541735288222925e-13,4.919454616404792e-20,1.1792780089433054e-05,1.181063712617216e-05,1.5012642740752057e-07,1.9436810202012274e-14,7.612377537114207e-14,1.6396359381840162e-08,1.6272231590058915e-10,1.7783940785207828e-12,4.196683902183613e-12,1.679679400833725e-12,3.399317517560382e-16,1.3305004475919646e-18,1.5416873397428275e-07,4.474558959829808e-16,4.160135654577438e-16,5.639291264746605e-12,1.965313745470909e-23,4.755021628777761e-14,6.126276906566421e-14,9.055684625048125e-15,6.757231245703409e-19,1.3904547024101904e-18,4.406900163179809e-17,7.85345044271962e-15,1.7145657787425475e-24,0.0017321061004442046,1.4481406562825918e-26,6.027241376774525e-24,7.29415097638582e-24,3.0492629712111493e-11,9.556123287123259e-15,4.334271462529915e-22,9.721642656462822e-18,2.028128720698123e-19,8.582216225369698e-21,1.923295358013655e-18,5.3135242952736564e-11,2.284925876350932e-25,3.382262095930428e-18,2.5375665212504626e-23,2.1999661455938518e-23,1.251220766590278e-23,7.260402439647712e-27,2.9826048452081927e-19,6.006598421217866e-12,1.9880994837076977e-24,1.3156918366990984e-19,8.494540134539936e-23,2.5662350854375707e-12,1.2286788219699949e-20,1.737608743119815e-27,6.369201357987453e-32,5.923688980550684e-30,3.0798614686060157e-31,1.1100647838296585e-36,2.2346236319187713e-34,4.388758518920989e-27,1.6736916431605833e-29,4.337673618955653e-12,6.893737809339887e-30,1.4102481179976688e-12,3.759554125720345e-24,1.3870854773611831e-12
1.1525549941462033e-09,0.8606689341780526,1.7236567263764645e-08,1.915462209723599e-11,6.865424779461743e-11,1.57777426440384e-07,0.0,0.0,1.5347616930672622e-07,6.441722596469976e-12,7.253928712869709e-14,7.998840651227594e-10,2.3885686170585396e-20,6.085174115967084e-26,8.80500204818114e-18,3.577645275009284e-18,3.8658004303300843e-17,1.6463003132226417e-21,3.8940480675998237e-28,1.0018593078983074e-32,3.090559002432527e-37,1.3940752517756214e-37,6.6525286727369285e-21,1.5156395375521814e-30,3.765800271167246e-23,6.168936741367833e-32,2.311997713475569e-36,2.6071632245864667e-36,3.972120300150294e-37,2.3768294837700303e-37,4.424857996587603e-26,2.2040291647697163e-37,1.3775238255496006e-39,3.0583019626939407e-41,3.76,0.0,0.9836466802379787,0.998260747299886,9.165374644231317e-13,5.386586237585777e-20,1.2062977384553056e-05,1.2081662893551833e-05,1.5357325726709196e-07,2.0356782125560513e-14,7.842653595330782e-14,1.71535059636269e-08,1.7253349067405305e-10,1.8596058235408175e-12,4.402471646633677e-12,1.7583552939503052e-12,3.5576400361893096e-16,1.4234794873568053e-18,1.5770633390539348e-07,4.712397838035596e-16,4.3530714520876463e-16,5.901044973120478e-12,2.143565404272763e-23,5.034760626380968e-14,6.34196053910474e-14,9.477287843763433e-15,7.235642097575446e-19,1.4934196848501692e-18,4.7151468059537783e-17,8.219356219164383e-15,1.8456429665953617e-24,0.001739081168785506,1.5571819979808527e-26,6.474996597485379e-24,7.805530867664072e-24,3.119581960173079e-11,1.0003921444958612e-14,4.636600327836047e-22,1.040549269219607e-17,2.173388439693512e-19,9.396393372967845e-21,2.0438326087847568e-18,5.559804542899567e-11,2.5561504972841323e-25,3.620780542306566e-18,2.77741481998579e-23,2.3444180782443408e-23,1.36674370234929e-23,7.977114819784893e-27,3.192514949274106e-19,6.424454426198981e-12,2.1691036749994106e-24,1.4085943341284246e-19,9.210830622114247e-23,2.6713180020774625e-12,1.3155333005935601e-20,1.9028138834814965e-27,7.275427909844551e-32,6.578590758348604e-30,3.336732492748684e-31,1.251562252082708e-36,2.5453201880002803e-34,4.84708118679066e-27,1.8674343433850067e-29,4.630929970330173e-12,7.655188607597439e-30,1.4585333626243285e-12,4.117712748277339e-24,1.440525865685258e-12
