Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453)
4.34113417754984e-07,0.6816420207275874,1.1016763782713764e-05,1.283212960228591e-06,5.77185912727028e-07,7.559786423068143e-06,0.0,0.0,2.303657892134684e-06,5.011555450324408e-09,1.2777029485826075e-10,1.4533930028055407e-05,1.539971681172235e-15,3.898545392240834e-19,3.4930974649330075e-15,9.615225549013398e-20,3.8247534584685875e-21,1.449925858037162e-20,5.499135078056855e-23,1.1790371104656285e-33,6.557253445310289e-31,1.7660422641539398e-37,1.884571725355456e-21,4.5808926095558725e-28,1.1472163773966947e-25,1.3821504398033423e-29,2.160494955371502e-35,2.0796857096278762e-39,1.3552188383674366e-42,2.7365080160983447e-43,4.802197333428016e-28,7.135270093838767e-37,3.0958261670220224e-36,3.459610799099259e-36,3.76,0.0,0.7421659602085533,0.9994818857822662,1.504732614965363e-06,2.4041562514876473e-26,4.889027324148659e-05,8.278450459535367e-05,2.4501854929172816e-05,1.5117520741428865e-10,2.384695063398134e-12,5.7466821623992565e-06,9.740377578517608e-07,5.018009828703241e-08,1.0737297639614721e-07,2.6095277823465234e-08,5.05135400303012e-11,2.2938598312150295e-13,2.6069374829381453e-07,3.2456510629176365e-11,3.609621906588897e-12,2.788236184529805e-08,1.5384082345979506e-16,1.3158483665361086e-11,1.0375296402305497e-13,7.371501950047031e-10,1.4592451053659728e-13,3.2309921546307366e-12,7.054916669089108e-12,1.539760465819877e-11,4.926677364614079e-19,0.0004937243318769701,1.291282132118214e-22
4.434066797391658e-07,0.6816422851840904,1.1307580854218484e-05,1.3430947658053126e-06,5.99033427424534e-07,7.950069097123287e-06,0.0,0.0,2.363757152141026e-06,5.242009244665865e-09,1.3569687426895046e-10,1.5202537220912554e-05,1.6340118098035367e-15,4.2716354726900875e-19,3.652320611723153e-15,1.0746373547266893e-19,4.316319477826906e-21,1.6586420486602872e-20,6.043994977566858e-23,1.3450566166333617e-33,7.579065349297495e-31,2.0732745578698234e-37,2.111887374463195e-21,5.595871302750532e-28,1.31321934651718e-25,1.635178428593909e-29,2.6002257570161784e-35,2.6885077145740784e-39,1.770127119338837e-42,3.56017772962854e-43,5.693502823774776e-28,8.569552828880323e-37,3.815983832786677e-36,4.2546368520038414e-36,3.76,0.0,0.742163275653458,0.9994809503388697,1.6018827763777636e-06,2.856929432610455e-26,4.959015366899377e-05,8.491511278901181e-05,2.568853597806291e-05,1.5605007648386688e-10,2.4212366389729538e-12,5.857123361659548e-06,9.93781844464071e-07,5.2856931815125067e-08,1.1509869452187969e-07,2.7876486761332023e-08,5.6815347720722034e-11,2.5042100476389307e-13,2.662691273677042e-07,3.647124872392012e-11,3.987047592993275e-12,2.8958967848982113e-08,1.6808804566577244e-16,1.3640416277093468e-11,1.0701063616996694e-13,8.074168895761228e-10,1.582022184483462e-13,3.5615516736161475e-12,7.610576586177155e-12,1.6729506961833605e-11,5.550221428863299e-19,0.0004937238700712318,1.4891828306236827e-22
4.526999417233476e-07,0.6816425511361802,1.1596675702717551e-05,1.4039943494382917e-06,6.210438983334329e-07,8.350366377179803e-06,0.0,0.0,2.4243265245475897e-06,5.478293134791548e-09,1.439275528943564e-10,1.5883781656732013e-05,1.7305782063709558e-15,4.668796702029734e-19,3.813431247621428e-15,1.1973832734722012e-19,4.856097462086389e-21,1.8909532259279158e-20,6.628434305261008e-23,1.5293360536999308e-33,8.730080138775865e-31,2.4251747004841664e-37,2.3591261462911526e-21,6.801114848806365e-28,1.498039980912628e-25,1.927154817087289e-29,3.1139706420877273e-35,3.45293291716366e-39,2.2968356287024406e-42,4.601218070198293e-43,6.720080831847878e-28,1.0246164508764644e-36,4.67821550511807e-36,5.2041889649669245e-36,3.76,0.0,0.7421605634085555,0.9994800007776057,1.7026553633259904e-06,3.3804155293468205e-26,5.027895546002332e-05,8.705864053788982e-05,2.690246614900966e-05,1.609429777573831e-10,2.4572798386642035e-12,5.96591134786639e-06,1.0132335768760838e-06,5.560415825619958e-08,1.231939504474462e-07,2.9729816702132113e-08,6.373426890772451e-11,2.728466791229317e-13,2.718444008396107e-07,4.0879511313718465e-11,4.393312702505236e-12,3.0051495452617116e-08,1.8328703340031663e-16,1.4127912826252111e-11,1.1029709633412042e-13,8.824275169055494e-10,1.71181403769937e-13,3.917051056850349e-12,8.194176359384763e-12,1.814354412506045e-11,6.236941759689389e-19,0.0004937234012829438,1.7127723332494269e-22
4.6199320370752937e-07,0.6816428185607876,1.1883951254747149e-05,1.4658779841467806e-06,6.432062056727659e-07,8.760617827581893e-06,0.0,0.0,2.4853629009846975e-06,5.7204473124986225e-09,1.524668625489651e-10,1.6577473979620764e-05,1.8296029729695e-15,5.090749839944105e-19,3.9763014123099134e-15,1.3302394066384005e-19,5.447299401744009e-21,2.1487788398034676e-20,7.254270721791349e-23,1.7333089565469344e-33,1.0022858528821202e-30,2.8270084032103127e-37,2.6273205960960526e-21,8.225837545335112e-28,1.7032073994999754e-25,2.2629611332873155e-29,3.7115512956917065e-35,4.407040445601892e-39,2.961460691676092e-42,5.9090870990143494e-43,7.897829326532291e-28,1.2198375276619479e-36,5.7055508772309445e-36,6.332847015581329e-36,3.76,0.0,0.7421578236809527,0.9994790372811919,1.807076347656321e-06,3.9833878305666086e-26,5.0956852092268866e-05,8.921489597595023e-05,2.8143430100279114e-05,1.658518545232373e-10,2.4928309701580403e-12,6.073061536769704e-06,1.03239531281301e-06,5.8421313610405606e-08,1.3166710270615963e-07,3.165589594449746e-08,7.131406421814799e-11,2.967185655639105e-13,2.7741958073655885e-07,4.57094633168665e-11,4.829774241917382e-12,3.1159765278243736e-08,1.9947626537160715e-16,1.4620845923514952e-11,1.136116866098836e-13,9.623649836930434e-10,1.8488194036512352e-13,4.2986716880956485e-12,8.806214790721117e-12,1.9642606830930514e-11,6.991575717571744e-19,0.0004937229256143054,1.9647495631807742e-22
4.7128646569171116e-07,0.6816430874350913,1.216931729644487e-05,1.528711907745106e-06,6.655095819687052e-07,9.18075974915023e-06,0.0,0.0,2.546863017512875e-06,5.968511597774703e-09,1.6131928697573768e-10,1.7283426660451605e-05,1.9310159659924725e-15,5.538198584582353e-19,4.140805458238583e-15,1.4736861453355369e-19,6.093237953455856e-21,2.434127995341228e-20,7.92335240557005e-23,1.958472381171039e-33,1.147080640846893e-30,3.2845206161072924e-37,2.9175082094844173e-21,9.902733476413687e-28,1.9303215866282174e-25,2.6479517616342514e-29,4.4037253701623905e-35,5.591131484294743e-39,3.795295884624742e-42,7.542711749799521e-43,9.243941598075818e-28,1.4462964306770726e-36,6.923927918684747e-36,7.668216494951909e-36,3.76,0.0,0.7421550566818282,0.9994780600305923,1.9151698929167666e-06,4.675419290682885e-26,5.162401436677648e-05,9.138368886263335e-05,2.941120849383285e-05,1.7077471527393217e-10,2.5278962720636983e-12,6.178590241007744e-06,1.0512696139380079e-06,6.130791674430135e-08,1.405264429043221e-07,3.365530256734044e-08,7.960036823567126e-11,3.2209284172331e-13,2.829946794535239e-07,5.0990497600676155e-11,5.297807434403596e-12,3.2283603409511845e-08,2.1669465832288177e-16,1.5119091123338352e-11,1.169537643835388e-13,1.0474130254351495e-09,1.9932352365196424e-13,4.707612428999119e-12,9.447168939686981e-12,2.122959558556786e-11,7.819082535041306e-19,0.0004937224431473566,2.248024560128214e-22
4.80579727675893e-07,0.6816433577365283,1.2452690138369013e-05,1.5924623739501867e-06,6.879436041013523e-07,9.610725410145231e-06,0.0,0.0,2.608823465839608e-06,6.222525424044977e-09,1.7048926321573397e-10,1.8001454092051398e-05,2.0347450811147416e-15,6.011828648682255e-19,4.306820184525478e-15,1.628204139980689e-19,6.797323979683537e-21,2.749099455779413e-20,8.637557079026994e-23,2.206386816250444e-33,1.3088203900647177e-30,3.8039657757596395e-37,3.2307291271177436e-21,1.1868264179287253e-27,2.18105338996019e-25,3.0879859730882335e-29,5.20223551815044e-35,7.052634661145394e-39,4.835655319238123e-42,9.571955845899752e-43,1.0776957608327294e-27,1.708047378770258e-36,8.362449469875143e-36,9.241184923405293e-36,3.76,0.0,0.7421522626260194,0.9994770692049764,2.026958411921493e-06,5.466926825568776e-26,5.228061044886211e-05,9.356483070742532e-05,3.070557840670791e-05,1.75709632077653e-10,2.5624819144366787e-12,6.282514532907138e-06,1.0698592165899764e-06,6.426347097487396e-08,1.4978019454904472e-07,3.5728565594184016e-08,8.864070911165171e-11,3.490262770799071e-13,2.8856970974967535e-07,5.675324856470576e-11,5.798804610292637e-12,3.342284129594454e-08,2.349815484136617e-16,1.5622526857865958e-11,1.2032270199055832e-13,1.1377560721829965e-09,2.145256606806368e-13,5.1450886232978916e-12,1.0117494096500211e-11,2.290741887192161e-11,8.724646441218317e-19,0.0004937219539636963,2.5657284311790753e-22
4.898729896600748e-07,0.6816436294428021,1.2733992295221248e-05,1.6570957000083658e-06,7.104981852876084e-07,1.0050445266008176e-05,0.0,0.0,2.6712407039863914e-06,6.4825278245466385e-09,1.7998118295510606e-10,1.8731372669521887e-05,2.1407165253963447e-15,6.512306921875599e-19,4.474224952336355e-15,1.7942732848424538e-19,7.563063932440891e-21,3.095881461715922e-20,9.39879103620613e-23,2.478675980288619e-33,1.489023404330568e-30,4.392138870276275e-37,3.5680239062701906e-21,1.4162957786830338e-27,2.4571443849176283e-25,3.5894611048793174e-29,6.119857712939708e-35,8.8471076985099e-39,6.126823758133707e-42,1.2079260006267332e-42,1.2516813705035918e-27,2.0095471798253295e-36,1.0053650940052756e-35,1.1086188259481447e-35,3.76,0.0,0.7421494417316403,0.9994760649816805,2.1424626229942786e-06,6.369216013370355e-26,5.2926805908359234e-05,9.575813487626435e-05,3.202631371265345e-05,1.8065473898648042e-10,2.5965939993004554e-12,6.384852122791526e-06,1.0881670058081557e-06,6.728746553127766e-08,1.594365119984859e-07,3.7876166184376495e-08,9.848452676213941e-11,3.775762072644525e-13,2.9414468474435403e-07,6.302960477764793e-11,6.3341741122651245e-12,3.4577315656929105e-08,2.543766731133605e-16,1.613103437233401e-11,1.2371788638054753e-13,1.2335791190497827e-09,2.3050766107209043e-13,5.612331104760308e-12,1.0817623805025401e-11,2.4678991369375488e-11,9.713679611572558e-19,0.0004937214581649639,2.921223341393801e-22
4.991662516442566e-07,0.681643902531889,1.301315217983465e-05,1.7225783110196863e-06,7.331635670403675e-07,1.0499847168373444e-05,0.0,0.0,2.7341110664304206e-06,6.748557419774888e-09,1.897993938494733e-10,1.9473000857361536e-05,2.2488550764275855e-15,7.040280716952468e-19,4.6429017831982064e-15,1.972371727006697e-19,8.394057094777816e-21,3.4767513711096284e-20,1.0208988173261173e-22,2.7770265083187613e-33,1.6893011049858532e-30,5.056407253559908e-37,3.930431327715976e-21,1.6831719233191977e-27,2.760406610230828e-25,4.159346880284379e-29,7.170448630199184e-35,1.1039341206394256e-38,7.721122947448036e-42,1.5161466292236284e-42,1.4484890519422203e-27,2.3556823865755567e-36,1.2033778697803975e-35,1.3241486818074917e-35,3.76,0.0,0.7421465942197275,0.9994750475362312,2.2617016048850725e-06,7.394526102423461e-26,5.356276375921203e-05,9.796341668180867e-05,3.3373185436471205e-05,1.8560823048045454e-10,2.630238561169324e-12,6.48562125112025e-06,1.1061959922880803e-06,7.037937690481834e-08,1.6950347952576994e-07,4.009853884585145e-08,1.0918318967544179e-10,4.0780050911144365e-13,2.9971961791280455e-07,6.985272068372245e-11,6.9053392162454206e-12,3.57468683855473e-08,2.749201536107256e-16,1.6644497661938385e-11,1.271387187898533e-13,1.3350676013927365e-09,2.472886287725546e-13,6.110585210791893e-12,1.1547969931628775e-11,2.6547232238257258e-11,1.0791824944271232e-18,0.0004937209558338021,3.3181125238910727e-22
5.084595136284385e-07,0.6816441769820457,1.3290103810815399e-05,1.7888767811296436e-06,7.559303111382426e-07,1.0958856563824465e-05,0.0,0.0,2.7974307737443046e-06,7.02065240594723e-09,1.9994820082570033e-10,2.0226159244880956e-05,2.359084328516191e-15,7.596377097636386e-19,4.812735441617097e-15,2.1629749029748907e-19,9.293992693408296e-21,3.8940751253920657e-20,1.1070109023305154e-22,3.103187532404701e-33,1.911360810966399e-30,5.804743133386926e-37,4.3189862556465094e-21,1.9924151063243067e-27,3.092722179444656e-25,4.8052208571906565e-29,8.368991871439979e-35,1.37045704446684e-38,9.68010393691313e-42,1.8931840669954135e-42,1.6704058878767674e-27,2.75179729694876e-36,1.4343078688188156e-35,1.5749450165286022e-35,3.76,0.0,0.7421437203139102,0.9994740170423223,2.3846928503591775e-06,8.556075229320701e-26,5.4188644498429326e-05,0.00010018049345937848,3.474596208328324e-05,1.905683599467239e-10,2.663421567571691e-12,6.584840592953994e-06,1.1239492919505854e-06,7.353867009671658e-08,1.7998911048853593e-07,4.23960726645434e-08,1.2079001035578067e-10,4.3975757645466875e-13,3.052945230816792e-07,7.725702739521751e-11,7.513737069151305e-12,3.693134645235148e-08,2.9665247774087424e-16,1.7162803410129287e-11,1.3058461442147286e-13,1.4424072745877854e-09,2.648874545804399e-13,6.64110980347928e-12,1.2308922776357995e-11,2.8515063468217778e-11,1.1964958665126224e-18,0.0004937204470440232,3.7602502650001316e-22
5.177527756126203e-07,0.6816444527718106,1.3564786533250437e-05,1.8559578717510985e-06,7.787892916351656e-07,1.1427396682847463e-05,0.0,0.0,2.8611959417561546e-06,7.298850544435063e-09,2.1043186736111308e-10,2.099067059125578e-05,2.4713269259856805e-15,8.181202285235574e-19,4.983613503286948e-15,2.3665546057534407e-19,1.0266646895608325e-20,4.350306547452232e-20,1.1984139796969678e-22,3.458970160385268e-33,2.157008469183267e-30,6.6457566508032806e-37,4.734717557552178e-21,2.349488434258092e-27,3.4560427734934187e-25,5.535304992664005e-29,9.73164281685167e-35,1.692980079530978e-38,1.207587552366352e-41,2.35223065297808e-42,1.9198723578933795e-27,3.203722774543311e-36,1.702609475935678e-35,1.8656850413144667e-35,3.76,0.0,0.7421408202401043,0.999472973671767,2.5114523184629425e-06,9.868105751397446e-26,5.480460614441399e-05,0.00010240918463020141,3.6144409944757046e-05,1.9553343819302829e-10,2.6961489195714432e-12,6.6825291733938456e-06,1.1414301078372616e-06,7.676479977232366e-08,1.9090134659667154e-07,4.476911254597385e-08,1.333602594295698e-10,4.735062966664997e-13,3.108694144243341e-07,8.527824258853623e-11,8.160817644524183e-12,3.8130601809188323e-08,3.196144834300741e-16,1.7685840928300662e-11,1.3405500213204763e-13,1.5557840983108805e-09,2.833228094036295e-13,7.205176299700867e-12,1.3100851223016492e-11,3.0585408289385744e-11,1.3239192763919808e-18,0.0004937199318951804,4.251751853462121e-22
5.270460375968022e-07,0.6816447298800097,1.3837144751917285e-05,1.9237885669717636e-06,8.017316869343686e-07,1.19053887194184e-05,0.0,0.0,2.925402590251573e-06,7.583189152113667e-09,2.2125461674019395e-10,2.176635986141726e-05,2.5855047837170347e-15,8.79534114138825e-19,5.155426410085293e-15,2.5835780849453747e-19,1.1315879703177088e-20,4.8479864776776574e-20,1.2953091429934367e-22,3.84624685748092e-33,2.4281513318234517e-30,7.588729461806559e-37,5.1786460902283686e-21,2.7603919124375033e-27,3.8523890196748853e-25,6.358503309296471e-29,1.1275771903953178e-34,2.0815252566348162e-38,1.4992579300407141e-41,2.9085902611808136e-42,2.199486487555218e-27,3.7178058640973725e-36,2.0131976133917213e-35,2.2015163297294616e-35,3.76,0.0,0.7421378942262263,0.9994719175945295,2.641994485474155e-06,1.134592959955913e-25,5.541080427468163e-05,0.0001046493117534194,3.7568293384134454e-05,2.005018319947776e-10,2.728426452290375e-12,6.7787062927834694e-06,1.1586417140760226e-06,8.005721132970507e-08,2.022480572713659e-07,4.721796046490441e-08,1.469511784416454e-10,5.091060279393724e-13,3.164443064559331e-07,9.395337952171242e-11,8.848042716913465e-12,3.934449129316608e-08,3.4384734265780097e-16,1.8213502096841317e-11,1.375493241260466e-13,1.67538412523715e-09,3.0261313820669694e-13,7.804067711793061e-12,1.3924102924873638e-11,3.2761189645152216e-11,1.462087726388422e-18,0.000493719410472246,4.7970034866935155e-22
5.456325615651658e-07,0.6816452879684561,1.4374689106585962e-05,2.061568008557528e-06,8.478329106058005e-07,1.2889404132468646e-05,0.0,0.0,3.055123975747147e-06,8.170434770286103e-09,2.4393406352977685e-10,2.335058320353365e-05,2.819351497224794e-15,1.0113790035360298e-18,5.5014330827918854e-15,3.059797583930712e-19,1.3659920830825643e-20,5.978283671294961e-20,1.506391900577329e-22,4.7230745598229185e-33,3.0550737297918643e-30,9.821242136749807e-37,6.155126822336496e-21,3.770586560059036e-27,4.752580977980553e-25,8.323505211270129e-29,1.4984264231522494e-34,3.104364330955673e-38,2.2795883535525015e-41,4.3867226329468504e-42,2.860360229811088e-27,4.960597650680762e-36,2.783388253309921e-35,3.0315820934778255e-35,3.76,0.0,0.742131965298393,0.9994697679905452,2.9144777008491135e-06,1.4865824100233195e-25,5.6594520314356095e-05,0.00010916317100498936,4.049141633762701e-05,2.104423047972401e-10,2.7916550738026737e-12,6.966604356219555e-06,1.1922706701027317e-06,8.683862103586579e-08,2.2627601550251707e-07,5.2344081198140274e-08,1.7743391163691945e-10,5.860981811658502e-13,3.275941523246567e-07,1.1341999549627966e-10,1.0348826467750517e-11,4.181562384343074e-08,3.962918885451474e-16,1.928227541040909e-11,1.446076047508533e-13,1.933997837874615e-09,3.4383133763452845e-13,9.111509672353335e-12,1.5665861967122513e-11,3.744074370744528e-11,1.7733199787827916e-18,0.0004937183491051439,6.067714909138751e-22
5.62360433136693e-07,0.6816457945506135,1.4850066327092597e-05,2.18780759966171e-06,8.895267487855947e-07,1.3806517129445461e-05,0.0,0.0,3.173341473058319e-06,8.720321201109019e-09,2.655468171690735e-10,2.48129027524985e-05,3.0356409251256576e-15,1.1406062520009331e-18,5.814997149075536e-15,3.5389375200391554e-19,1.607178193603693e-20,7.16453706397209e-20,1.7172139921743325e-22,5.639943048500749e-33,3.7277965358639776e-30,1.2287274278366378e-36,7.14040427092434e-21,4.936299698376843e-27,5.697356019688293e-25,1.0515141786651997e-28,1.9143123551954663e-34,4.384160681770753e-38,3.2752530414886193e-41,6.256714199994182e-42,3.587673333213652e-27,6.367020013474627e-36,3.6810499660746276e-35,3.9952280897039184e-35,3.76,0.0,0.742126542866713,0.9994677915568444,3.172766018855496e-06,1.8777847300930806e-25,5.76279856037799e-05,0.00011326301024401228,4.320682227982194e-05,2.1938478141932053e-10,2.8470796575312184e-12,7.130740499182429e-06,1.2216498679565901e-06,9.316285376167721e-08,2.4946452895569915e-07,5.7219048129128115e-08,2.0897404217828503e-10,6.623259371824746e-13,3.376291683943959e-07,1.335744750495963e-10,1.185169699761175e-11,4.408835228639949e-08,4.482576383406719e-16,2.0258950211142176e-11,1.5103657962259765e-13,2.1898982317192335e-09,3.84031964386243e-13,1.0420384048995082e-11,1.734363196479571e-11,4.2042201866058413e-11,2.0970418271543422e-18,0.0004937173732152207,7.445074636012701e-22
5.790883047082202e-07,0.6816463050884815,1.5317253046051963e-05,2.3159758238619505e-06,9.313667505788565e-07,1.4752952818113389e-05,0.0,0.0,3.2929239074026382e-06,9.290661945900881e-09,2.8832217079307114e-10,2.6308819677572747e-05,3.2569735622904114e-15,1.280139099808444e-18,6.1300207060023796e-15,4.0686069358053284e-19,1.8795274525597543e-20,8.528452706031625e-20,1.9490609779589885e-22,6.69069317310199e-33,4.517686174882967e-30,1.5262313172284478e-36,8.232354044312054e-21,6.398054427532692e-27,6.783622527506482e-25,1.3182329705960145e-28,2.4219819735848376e-34,6.112170429378359e-38,4.644720464667452e-41,8.80781464314798e-42,4.4606559041289186e-27,8.100422556692826e-36,4.81662702008195e-35,5.209846288662885e-35,3.76,0.0,0.74212103999894,0.9994657765110053,3.4434727575024022e-06,2.351882152392551e-25,5.86321289444357e-05,0.00011739722814928319,4.6000912969041695e-05,2.2831501183739163e-10,2.9011346159590803e-12,7.290286025159573e-06,1.2502096571311964e-06,9.969288844812575e-08,2.741797705850882e-07,6.234249973415685e-08,2.44802529814538e-10,7.454933813955194e-13,3.4766442750660754e-07,1.5648327957450221e-10,1.350780435517603e-11,4.640648202669473e-08,5.049949419968574e-16,2.124903562590178e-11,1.57535005901362e-13,2.4688486858161684e-09,4.272787283609453e-13,1.1862475870673501e-11,1.9127351714980747e-11,4.7030570114289074e-11,2.466561642596595e-18,0.0004937163782569747,9.078208354582212e-22
5.958161762797473e-07,0.6816468194689914,1.577607694496356e-05,2.4458919433020992e-06,9.733114660402535e-07,1.572819855353022e-05,0.0,0.0,3.4138455897983674e-06,9.881657589968791e-09,3.1228345874516886e-10,2.7837395126685885e-05,3.4828922490517443e-15,1.4302371276257642e-18,6.445971743839431e-15,4.651261601128695e-19,2.1855504812640642e-20,1.0087828036174921e-19,2.2031828315780224e-22,7.888350891253284e-33,5.4398597426746e-30,1.8829293397598625e-36,9.436402848402232e-21,8.215039820099848e-27,8.025539263634985e-25,1.6407012552950564e-28,3.0364563471334468e-34,8.418489176649067e-38,6.506342192426499e-41,1.2247387706828377e-41,5.5006099418334e-27,1.0220657996961625e-35,6.239766192116267e-35,6.726658433217414e-35,3.76,0.0,0.7421154580654686,0.9994637237762853,3.7266349754530084e-06,2.9222627627992282e-25,5.960777416493754e-05,0.0001215648650925314,4.887227556444122e-05,2.3722531496629796e-10,2.9538516640502755e-12,7.445356333890474e-06,1.2779701718631467e-06,1.064252707158225e-07,3.004649649162769e-07,6.771480954810586e-08,2.8532570466336477e-10,8.359609883181039e-13,3.5770002597167296e-07,1.8241000007645785e-10,1.5325972577917255e-11,4.876934225095536e-08,5.66754066432356e-16,2.2251986693683116e-11,1.6410007527620749e-13,2.771924487446801e-09,4.736704532712096e-13,1.3445565412524712e-11,2.1018316063895818e-11,5.242270488291255e-11,2.8864674911504464e-18,0.0004937153646516098,1.100375922045893e-21
6.125440478512745e-07,0.6816473375822389,1.6226401321003356e-05,2.5773795570013133e-06,1.015322046584808e-06,1.6731731816170346e-05,0.0,0.0,3.5360803793549966e-06,1.0493503553623806e-08,3.3745368594653904e-10,2.9397714075433678e-05,3.712945608715623e-15,1.5911356725086703e-18,6.7623492392071436e-15,5.289251160614692e-19,2.5278188650621916e-20,1.1861256533947006e-19,2.4808482411751264e-22,9.246508591075563e-33,6.510689844222522e-30,2.3080937050495957e-36,1.0757760426421987e-20,1.045505884781202e-26,9.43790604636429e-25,2.0281662735201517e-28,3.774303013188147e-34,1.1463340254965315e-37,9.009243149218405e-41,1.6833881099968356e-41,6.730731246880388e-27,1.2795603863007702e-35,8.007644980626195e-35,8.604418245435985e-35,3.76,0.0,0.7421097984406956,0.9994616342561248,4.022277791438297e-06,3.6037901242892676e-25,6.055572228119393e-05,0.0001257649853377644,5.1819493956990165e-05,2.461084922420128e-10,3.005261866224252e-12,7.5960661367010095e-06,1.3049515203282298e-06,1.1335651129038301e-07,3.283625520251928e-07,7.33359993250156e-08,3.309711843289135e-10,9.340926153747511e-13,3.677360632486013e-07,2.1163226325123408e-10,1.7315074986330755e-11,5.117630591095173e-08,6.337876824872347e-16,2.3267281158572338e-11,1.7072909742257618e-13,3.100194451488411e-09,5.233033074987504e-13,1.5177483105061697e-11,2.3017621044073432e-11,5.823535780888605e-11,3.361609924686618e-18,0.0004937143328622242,1.3261963516306013e-21
6.292719194228017e-07,0.6816478593211817,1.666812175037677e-05,2.710266905261364e-06,1.057362116597865e-06,1.776302233745464e-05,0.0,0.0,3.659601785802185e-06,1.1126390029966388e-08,3.6385554790039785e-10,3.098888514059632e-05,3.946690294988768e-15,1.763045877602419e-18,7.078682757646438e-15,5.984808899569205e-19,2.9089585036789746e-20,1.386809008198083e-19,2.7833430088616503e-22,1.0779301195089638e-32,7.747844066255235e-30,2.8120382348222603e-36,1.2201395792552627e-20,1.3195277585194177e-26,1.103613764916684e-24,2.4910163904572e-28,4.653677308175332e-34,1.5442240547287436e-37,1.2339576967789577e-40,2.28863940686279e-41,8.17614152536199e-27,1.59018315390229e-35,1.0185648085729412e-34,1.0910050670110427e-34,3.76,0.0,0.7421040625000864,0.9994595088342462,4.330415139683709e-06,4.412882082718776e-25,6.147675211596634e-05,0.00012999667695493453,5.484115169500238e-05,2.549578052758221e-10,3.055395646220831e-12,7.742529001876813e-06,1.331173685119439e-06,1.2048309654206343e-07,3.579141864673449e-07,7.920576151040887e-08,3.821879187460623e-10,1.0402551943074578e-12,3.777726418329253e-07,2.444417696026254e-10,1.948401839594132e-11,5.362678800022672e-08,7.063506462760341e-16,2.429441856115605e-11,1.7741949528274328e-13,3.4547194853696955e-09,5.762707768484344e-13,1.7066094089241533e-11,2.512617113610068e-11,6.448515623969466e-11,3.897103684619195e-18,0.0004937132833562527,1.5896811770915943e-21
6.459997909943289e-07,0.6816483845817751,1.7101163024281182e-05,2.844387119647089e-06,1.099397650221139e-06,1.8821534024476873e-05,0.0,0.0,3.7843830622349274e-06,1.1780501940818741e-08,3.915114499564298e-10,3.261004031035675e-05,4.183692917952571e-15,1.9461548964523936e-18,7.394531885718824e-15,6.740042962086854e-19,3.3316429752344334e-20,1.6128398371074005e-19,3.111968502630942e-22,1.2501380651113083e-32,9.170321894263028e-30,3.406178999160963e-36,1.377201658871619e-20,1.6522982836537814e-26,1.2836235814808371e-24,3.0408724180567243e-28,5.6943536211253585e-34,2.0591727933846198e-37,1.6727707032864297e-40,3.079545905293867e-41,9.863910574269543e-27,1.9625294647582006e-35,1.2848049186578143e-34,1.3719291801548776e-34,3.76,0.0,0.7420982516175765,0.999457348374847,4.651050487369341e-06,5.36758688767835e-25,6.237162090133371e-05,0.00013425905162870206,5.793583457639296e-05,2.6376695443444823e-10,3.1042827969567134e-12,7.884857000972118e-06,1.3566564451830918e-06,1.2780149777122312e-07,3.8916073775469307e-07,8.532348113178573e-08,4.3944620050315545e-10,1.1548184456032639e-12,3.878098671428409e-07,2.811443082893766e-10,2.1841728146558948e-11,5.612024386025351e-08,7.846997966350961e-16,2.5332919366808638e-11,1.8416880053715084e-13,3.836551271222998e-09,6.326636498333593e-13,1.9119283437912958e-11,2.7344686915004123e-11,7.118858541299373e-11,4.4983289355598446e-18,0.0004937122165141499,1.89562018931402e-21
