Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453)
1.3781220496893866e-05,0.6821356544676116,3.403895463058036e-05,1.3141966932586606e-05,1.1135253065365198e-05,0.0016146572241240863,0.0,0.0,0.00011077916048806367,5.156033069834627e-06,2.928687866250601e-06,0.002060009534691115,1.6433025492722204e-13,7.315058083250333e-16,2.4166338305517346e-14,3.3846181785518674e-16,4.646909385584179e-16,5.15705429378296e-15,1.440314519972317e-17,1.6717992090182335e-27,2.5989218373461213e-23,3.034040155994804e-29,7.315052076877844e-18,1.4833476329054773e-19,8.18604355693985e-20,3.753510431437075e-20,1.0261691633235285e-28,8.098998824062304e-29,1.513846489138106e-30,2.2784687428519094e-32,3.2766939334110507e-21,2.1333367162817768e-27,1.5433926245131196e-26,2.6566661892001867e-27,3.76,0.0,0.7343779417487242,0.9959660883174488,0.0016595718043353378,1.991186934885238e-18,9.185094985702494e-05,0.0043156188540235925,0.004341740354205843,7.691526630529245e-10,4.878509930925974e-12,1.2334167144783038e-05,2.1435696300417785e-06,1.0831569540102663e-05,0.0009752418015505754,1.701005465800986e-05,9.302262370205846e-05,8.861477334610551e-08,1.8308997309361798e-05,6.211158214457734e-05,1.419116888222524e-07,2.3601468814806152e-05,6.135727375556479e-11,2.235176783911942e-09,1.406573074930189e-11,1.6314726733103803e-05,1.7431984599039235e-09,9.316145545028419e-08,1.5056142302862554e-08,5.199172894294826e-07,1.1657098226614217e-12,0.0004919876410363368,1.5739394360614975e-15
1.4065696554360874e-05,0.6821457688593168,3.405249378542888e-05,1.3148896037800839e-05,1.1281785944343628e-05,0.001649686539036003,0.0,0.0,0.00011244001457827372,5.3024241489519975e-06,3.1345327473191765e-06,0.0021043145572823586,1.7197060410491306e-13,7.505007714155243e-16,2.4185155719475648e-14,3.461661923245412e-16,4.851014054927549e-16,5.409928809663198e-15,1.545227040973752e-17,1.7948479388177376e-27,2.844881577302494e-23,1.4082544199189723e-29,7.48130758792215e-18,1.6015068635410187e-19,8.633770483355259e-20,4.2027889034466424e-20,1.0921391889448434e-28,8.847565582688368e-29,1.686173285287041e-30,2.486458922620629e-32,3.477997755234839e-21,2.383983688808537e-27,1.7343153004769915e-26,2.9525173311243257e-27,3.76,0.0,0.7341903418389885,0.99587042655677,0.00171571498104238,2.1500476278558257e-18,9.183013787800972e-05,0.004409539398358893,0.00442106181182305,7.688918443224649e-10,4.8768613447368956e-12,1.232605469237013e-05,2.1419148935133247e-06,1.1029051005659612e-05,0.001016387221928662,1.7443207140145387e-05,9.879856935123192e-05,9.531003105396544e-08,1.9106992296267046e-05,6.599953478892541e-05,1.4716281726842032e-07,2.476811394202699e-05,6.598742655716672e-11,2.3340756456522193e-09,1.46861534948197e-11,1.694779542474227e-05,1.8311934728375297e-09,9.714816963180464e-08,1.578278002210008e-08,5.50589900223851e-07,1.2387181818019532e-12,0.0004919403864749465,1.6732626176012276e-15
1.4350172611827882e-05,0.6821558560224205,3.4066072280203086e-05,1.3155853442945622e-05,1.1426703951887727e-05,0.0016847010702925394,0.0,0.0,0.00011407182348248808,5.448297078438245e-06,3.3504243884331092e-06,0.00214860501486781,1.7984653431225525e-13,7.695864970432928e-16,2.4203944165926065e-14,3.538800090370491e-16,5.059399513877942e-16,5.669873573351202e-15,1.6554618621775355e-17,1.9242439927864954e-27,3.1086671726582224e-23,2.0389895826268372e-29,7.64775178919137e-18,1.7263689934598302e-19,9.094959889091358e-20,4.695317574875393e-20,1.1614962672309935e-28,9.646976975874528e-29,1.8737775927681085e-30,2.708297228164866e-32,3.686876812954185e-21,2.658099627123935e-27,1.9443164352462143e-26,3.2753835778437225e-27,3.76,0.0,0.7340021111695039,0.9957740651512477,0.0017725742491372873,2.3177931786149905e-18,9.180946703047731e-05,0.0045036201575523105,0.004499517970818891,7.686317348537449e-10,4.875217295093412e-12,1.2318006499314702e-05,2.140272578105499e-06,1.1224319077154023e-05,0.001058269489740057,1.78779864494883e-05,0.00010478091091956556,1.0232998534634149e-07,1.9928988823800604e-05,7.002951424874945e-05,1.524509039547949e-07,2.5965889387693412e-05,7.08414508245258e-11,2.4360014770468612e-09,1.532548999525434e-11,1.7589382728379524e-05,1.9219939245021278e-09,1.0123861338954932e-07,1.653442282723919e-08,5.825747752923388e-07,1.3143907463902236e-12,0.0004918927862974765,1.7762856119234246e-15
1.463464866929489e-05,0.6821659158697393,3.40796885751821e-05,1.3162838724937205e-05,1.1570000581451544e-05,0.0017197007672498685,0.0,0.0,0.00011567476846960513,5.593580214487177e-06,3.5766265998543316e-06,0.0021928809614107187,1.8795949972839055e-13,7.887610390610275e-16,2.4222701897540154e-14,3.6160321620150074e-16,5.272058796743544e-16,5.936960265797793e-15,1.7711662059153038e-17,2.0601700865139064e-27,3.391182886041839e-23,4.6250075062070046e-29,7.814383604729762e-18,1.8581664467122444e-19,9.569636481482851e-20,5.234271480265474e-20,1.234385646757435e-28,1.0501036503042063e-28,2.0776442872108582e-30,2.944578558004382e-32,3.903427599312413e-21,2.957328492019419e-27,2.1748588688513266e-26,3.6271803511922455e-27,3.76,0.0,0.7338132584611807,0.9956770122889917,0.0018301410618901412,2.4947100236587128e-18,9.178893682780573e-05,0.0045978628540703625,0.004577103851792294,7.683723378381079e-10,4.873577797413206e-12,1.2310022761944045e-05,2.138642715926889e-06,1.1417361549719604e-05,0.001100880303326683,1.8314343548141284e-05,0.00011097072973257912,1.0968013978663477e-07,2.0775298797515695e-05,7.420251777435503e-05,1.5777253522634917e-07,2.719469910003808e-05,7.59230782407929e-11,2.5409950248637417e-09,1.5983992380771176e-11,1.8239332256347292e-05,2.0156224786085193e-09,1.0543335261902406e-07,1.7311437216326873e-08,6.159124907186576e-07,1.392745771649465e-12,0.0004918448445486734,1.88303941886443e-15
1.4919124726761897e-05,0.6821759483307768,3.409334114228205e-05,1.3169851469704264e-05,1.1711670264638778e-05,0.0017546855801081806,0.0,0.0,0.00011724904034751387,5.738205121289635e-06,3.813402285735946e-06,0.002237142451190469,1.963108470884838e-13,8.08022450156033e-16,2.424142721827981e-14,3.693357605751677e-16,5.488984911260612e-16,6.211260648921908e-15,1.892486977818983e-17,2.2028089637969155e-27,3.69335764074207e-23,2.778695377307006e-29,7.981201929797104e-18,1.9971345523142758e-19,1.0057818520431722e-19,5.822985892612159e-20,1.3109526277327443e-28,1.141092467800336e-28,2.2987986986339687e-30,3.1959111825880064e-32,4.1277440090085375e-21,3.283389555408213e-27,2.427483534039422e-26,4.009917282176862e-27,3.76,0.0,0.7336237924450616,0.9955792761889376,0.0018884068454601503,2.6810864963683455e-18,9.176854672724858e-05,0.004692269096076758,0.004653814992856575,7.681136559717719e-10,4.8719428640977995e-12,1.2302103641755795e-05,2.137025332950631e-06,1.160816753569253e-05,0.001144211318874217,1.8752229548645025e-05,0.00011736896472969929,1.1736571914234675e-07,2.164622584300058e-05,7.851945396040334e-05,1.6312434401849388e-07,2.8454425884771157e-05,8.123584494087152e-11,2.6490959300513002e-09,1.6661905901069456e-11,1.8897492242035936e-05,2.1120997967027105e-09,1.0973286244670367e-07,1.8114172253649265e-08,6.506442697641988e-07,1.4737998328157915e-12,0.0004917965652885101,1.9935528537434208e-15
1.5203600784228905e-05,0.6821859533514475,3.410702846600223e-05,1.317689127242525e-05,1.1851708352391328e-05,0.0017896554599132807,0.0,0.0,0.00011879483909498097,5.8821064839440655e-06,4.061013266985417e-06,0.002281389538770429,2.0490181705610344e-13,8.273687828644888e-16,2.4260118483434113e-14,3.770775875224745e-16,5.710170841221541e-16,6.492846538066e-15,2.019570664692163e-17,2.352343269548735e-27,4.0161450117911716e-23,1.2940846949043007e-29,8.148205631696127e-18,2.1435114892287028e-19,1.0559518022444073e-19,6.464960433557704e-20,1.3913483641627548e-28,1.2377480185700516e-28,2.538307341121819e-30,3.4629074482781554e-32,4.359917353720269e-21,3.638078759681317e-27,2.703811675131401e-26,4.425700517046742e-27,3.76,0.0,0.7334337218578602,0.9954808650963334,0.001947363003702025,2.8772127245855767e-18,9.174829613148327e-05,0.004786840378828239,0.004729647441969019,7.678556914618557e-10,4.870312504571923e-12,1.2294249266127432e-05,2.135420449142192e-06,1.1796727444720142e-05,0.0011882541552944998,1.9191595737287592e-05,0.00012397641469057534,1.2539166595374758e-07,2.2542065347176087e-05,8.298114399909417e-05,1.685030129372394e-07,2.9744931953076832e-05,8.678308923295547e-11,2.760342732641412e-09,1.7359468957031517e-11,1.9563715496209906e-05,2.2114446154185724e-09,1.1413753424037981e-07,1.8942959519013413e-08,6.868119498695061e-07,1.5575678493854159e-12,0.0004917479525899571,2.107852589691883e-15
1.5488076841695914e-05,0.6821959308937862,3.412074904439573e-05,1.3183957737868984e-05,1.1990111095647805e-05,0.0018246103585573944,0.0,0.0,0.00012031237349220309,6.0252220235097845e-06,4.3197201088345934e-06,0.002325622278966281,2.1373354565799542e-13,8.467980911975246e-16,2.4278774100165716e-14,3.8482864111197634e-16,5.935609549033105e-16,6.781789774523015e-15,2.1525632348807155e-17,2.508955434956e-27,4.36052315853955e-23,1.5541137639463626e-29,8.31539355052784e-18,2.297538231313367e-19,1.1074740965886228e-19,7.163863141280088e-20,1.4757342835007704e-28,1.3406357675570303e-28,2.7972786374717904e-30,3.746193431341979e-32,4.600036378269212e-21,4.023270033325566e-27,3.0055470701966826e-26,4.8767349962465635e-27,3.76,0.0,0.7332430554376088,0.995381787278309,0.0020070009228708636,3.0833805312948624e-18,9.172818439031355e-05,0.004881578086174285,0.004804597748814793,7.675984460387925e-10,4.8686867253488946e-12,1.2286459729068986e-05,2.133828078593563e-06,1.198303296274023e-05,0.0012330003990305117,1.9632393596724933e-05,0.0001307937405859189,1.3376263784394936e-07,2.3463104504951997e-05,8.758832300901567e-05,1.7390527716014775e-07,3.10660594823032e-05,9.256794983452991e-11,2.874772877385571e-09,1.807691313688269e-11,2.0237859357132092e-05,2.3136738215284333e-09,1.1864768221773576e-07,1.9798113080846922e-08,7.24457949651051e-07,1.644063110893543e-12,0.0004916990105368033,2.2259631940766985e-15
1.5772552899162923e-05,0.6822058809356402,3.413450139002071e-05,1.3191050480766287e-05,1.2126875625506753e-05,0.0018595502287793015,0.0,0.0,0.0001218018607507006,6.167492414102157e-06,4.589781953218721e-06,0.0023698407268149682,2.2280706577938552e-13,8.663084311013185e-16,2.4297392527406846e-14,3.925888642094889e-16,6.165293978199702e-16,7.078162198183562e-15,2.2916100411997042e-17,2.672827569411144e-27,4.7274990203317216e-23,3.2038548110526266e-29,8.48276450267566e-18,2.4594584923968153e-19,1.1603487496969274e-19,7.923534492302514e-20,1.5642686803853198e-28,1.449829770295603e-28,3.076863638872876e-30,4.04640999814895e-32,4.848187279540469e-21,4.4409165535756315e-27,3.334478229319502e-26,5.3653267044364716e-27,3.76,0.0,0.7330518019194133,0.9952820510195303,0.002067311976222982,3.299883338430684e-18,9.170821080244707e-05,0.004976483492154761,0.004878662956274234,7.673419209719125e-10,4.867065530146423e-12,1.22787350920032e-05,2.1322482296644758e-06,1.2167077029909114e-05,0.0012784416087798503,2.0074574827902123e-05,0.00013782146804477383,1.4248300554422763e-07,2.4409622371075018e-05,9.234164143491135e-05,1.7932792715132847e-07,3.241763118799149e-05,9.859336460859865e-11,2.99242272010353e-09,1.8814463256780594e-11,2.0919785634852727e-05,2.418802523172922e-09,1.2326354961006774e-07,2.0679929491396236e-08,7.636252360050597e-07,1.7332973039712452e-12,0.0004916497432215017,2.3479071313335087e-15
1.6057028956629933e-05,0.682215803470354,3.4148284030816206e-05,1.3198169126102076e-05,1.22619999329275e-05,0.0018944750241639131,0.0,0.0,0.00012326352614320605,6.308861201936563e-06,4.87145635605493e-06,0.0024140449375443735,2.321233087170967e-13,8.858978611293057e-16,2.431597227557197e-14,4.003581985314546e-16,6.399217055722455e-16,7.382035620350105e-15,2.4368557264747186e-17,2.8441413414002138e-27,5.118103169468998e-23,3.529266286312693e-29,8.650317282081171e-18,2.6295186715210064e-19,1.2145752135935248e-19,8.747991373596012e-20,1.6571157123813834e-28,1.5656232810848344e-28,3.378256739608072e-30,4.364216601972872e-32,5.104453727590477e-21,4.8930519553639745e-27,3.692480579872493e-26,5.893884889837352e-27,3.76,0.0,0.7328599700313172,0.9951816646179368,0.0021282875285104,3.527016073820606e-18,9.168837461723989e-05,0.005071557762689555,0.004951840591502531,7.670861170829834e-10,4.865448919941293e-12,1.227107538455486e-05,2.130680905124204e-06,1.2348853817548153e-05,0.0013245693201329452,2.0518091371267586e-05,0.00014505998993015462,1.515568516077983e-07,2.5381889916993042e-05,9.724166651362935e-05,1.847678111897271e-07,3.3799450905919454e-05,1.0486206978300966e-10,3.1133275347223026e-09,1.9572337405679346e-11,2.1609360550009088e-05,2.5268441175229238e-09,1.2798531435947903e-07,2.158868780270761e-08,8.043572914073131e-07,1.825280540577331e-12,0.000491600154743058,2.4737048112574386e-15
1.6341505014096942e-05,0.6822256985064392,3.416209551089651e-05,1.3205313309314353e-05,1.239548284801713e-05,0.001929384699141339,0.0,0.0,0.0001246976026341701,6.449274726235071e-06,5.164999129499535e-06,0.0024582349665437787,2.416831057863197e-13,9.055644441760112e-16,2.4334511906790692e-14,4.0813658472768417e-16,6.637371694422972e-16,7.693481796771462e-15,2.5884441317537275e-17,3.023077858853784e-27,5.533390261665043e-23,2.865288392524076e-29,8.818050660093086e-18,2.80796779823816e-19,1.270152398315982e-19,9.641431001482259e-20,1.7544461208644204e-28,1.6882138258214736e-28,3.702696386840517e-30,4.700265456409712e-32,5.368916886923391e-21,5.381791494694423e-27,4.081518614980535e-26,6.464924252118485e-27,3.76,0.0,0.7326675684902788,0.9950806363805728,0.0021899189403668333,3.7650750812696376e-18,9.166867503639576e-05,0.005166801957354193,0.005024128656650119,7.668310347568412e-10,4.863836893023272e-12,1.2263480605346501e-05,2.1291261022924387e-06,1.2528358704180843e-05,0.0013713750501225285,2.0962895427272663e-05,0.000152509569015042,1.6098796978428523e-07,2.6380170092554558e-05,0.00010228888380154396,1.902218377184916e-07,3.5211304182861996e-05,1.1137659962637328e-10,3.237521520982369e-09,2.035074699427607e-11,2.230645466747344e-05,2.6378103555237874e-09,1.3281309434529606e-07,2.2524649602372022e-08,8.466980814793263e-07,1.920021387489061e-12,0.000491550249204986,2.6033746396730596e-15
1.662598107156395e-05,0.6822355660672348,3.417593439129493e-05,1.3212482676457283e-05,1.2527324018958102e-05,0.0019642792089853713,0.0,0.0,0.0001261043305114805,6.588682041915884e-06,5.4706641892526034e-06,0.002502410869335038,2.514871899769367e-13,9.253062480328674e-16,2.4353010034758962e-14,4.1592396248337484e-16,6.879750795196731e-16,8.012572400944916e-15,2.7465182072361154e-17,3.2098175708108534e-27,5.974440076064155e-23,4.971012049975675e-29,8.985963388999303e-18,2.9950574781366257e-19,1.3270786924985656e-19,1.0608234783991863e-19,1.856435520222979e-28,1.8180041704884166e-28,4.051465785479427e-30,5.055230103635987e-32,5.6416554405296535e-21,5.9093331569141206e-27,4.5036480539888786e-26,7.081067096559679e-27,3.76,0.0,0.7324746059982602,0.9949789746195077,0.0022521975725831598,4.014358033786076e-18,9.164911121567239e-05,0.00526221703123538,0.00509552561925156,7.66576673951707e-10,4.8622294451168734e-12,1.2255950722807367e-05,2.1275838131846487e-06,1.2705588250736011e-05,0.0014188503016811461,2.140893947614915e-05,0.00016017034075077838,1.7077986502625703e-07,2.7404717892354345e-05,0.00010748369875878522,1.9568697751272558e-07,3.665295887479559e-05,1.181392865645105e-10,3.3650378127868966e-09,2.1149896807951843e-11,2.3010942825179448e-05,2.7517114026191324e-09,1.3774695214996915e-07,2.3488059068412145e-08,8.906920228764281e-07,2.017526896851042e-12,0.0004915000307132863,2.7369330172340793e-15
1.691045712903096e-05,0.6822454061905566,3.418979925067664e-05,1.321967688436786e-05,1.2657523890627429e-05,0.001999158509811367,0.0,0.0,0.0001274839570199678,6.727034843991046e-06,5.788703406967754e-06,0.0025465727015444597,2.6153619765584874e-13,9.451213456546433e-16,2.437146532415818e-14,4.237202705747332e-16,7.126347249184094e-16,8.339378997724246e-15,2.9112199259549163e-17,3.404540164402879e-27,6.442357018354249e-23,5.026352528815257e-29,9.15405420414035e-18,3.191041838714259e-19,1.3853519838801923e-19,1.1652972123463209e-19,1.9632612604824275e-28,1.9553514116117536e-28,4.425893598300688e-30,5.429803843104626e-32,5.922745616801773e-21,6.47795870671497e-27,4.9610179619703964e-26,7.745045454037547e-27,3.76,0.0,0.7322810912384304,0.9948766876478533,0.0023151147902706146,4.275163849943003e-18,9.162968226662677e-05,0.005357803836860487,0.005166030402310472,7.663230342111031e-10,4.860626569437416e-12,1.2248485675999218e-05,2.1260540246603096e-06,1.288054017498581e-05,0.001466986568003769,2.185617629695931e-05,0.0001680423161199722,1.8093575409880839e-07,2.8455780426530073e-05,0.00011282643838565496,2.011602656632181e-07,3.812416575129699e-05,1.2515226172109256e-10,3.4959084871689217e-09,2.1969985063544186e-11,2.3722704058451697e-05,2.868555895682719e-09,1.4278689938242243e-07,2.4479143042867318e-08,9.363839515420844e-07,2.1178026375976627e-12,0.0004914495033744646,2.8743943902956905e-15
1.719493318649797e-05,0.6822552189283398,3.4203688686012756e-05,1.3226895600825894e-05,1.2786083682952287e-05,0.0020340225585735562,0.0,0.0,0.00012883673599724816,6.864287393603199e-06,6.119366467814567e-06,0.002590720518875396,2.718306703120267e-13,9.650078169090423e-16,2.43898764905653e-14,4.315254469312014e-16,7.377153939859473e-16,8.673973017276393e-15,3.082690200242465e-17,3.607424453818096e-27,6.938269954951786e-23,1.8574436091051202e-29,9.322321822832316e-18,3.396177475391935e-19,1.4449696796875578e-19,1.278040415631295e-19,2.0751013582918792e-28,2.1002025231107106e-28,4.8273546411570356e-30,5.824680788774393e-32,6.212261215309597e-21,7.090034691617387e-27,5.455872832715237e-26,8.459703164916201e-27,3.76,0.0,0.7320870328714834,0.9947737837758757,0.0023786619669102743,4.5477926133639316e-18,9.161038725838324e-05,0.0054535631261950525,0.005235642374108064,7.660701146769196e-10,4.859028256735149e-12,1.224108537545528e-05,2.1245367185707966e-06,1.3053213325286049e-05,0.001515775336812808,2.2304558985914934e-05,0.00017612538456611445,1.9145856676305414e-07,2.95335969958084e-05,0.00011831735290665232,2.0663880338529443e-07,3.9624659104917344e-05,1.3241745585304968e-10,3.630164573850624e-09,2.2811203469715457e-11,2.4441621520158783e-05,2.9883509974390106e-09,1.4793290058281496e-07,2.549811112371599e-08,9.838190913633878e-07,2.2208527278418648e-12,0.000491398671293634,3.0157713187348997e-15
1.747940924396498e-05,0.682265004346273,3.421760131320373e-05,1.3234138504681276e-05,1.291300536904248e-05,0.002068871313061814,0.0,0.0,0.00013016292751242983,7.000396445637518e-06,6.462900733230809e-06,0.0026348543770816114,2.8237105634121584e-13,9.849637493564132e-16,2.4408242300331837e-14,4.393394287363206e-16,7.632163745050646e-16,9.016425729428998e-15,3.2610688010072926e-17,3.81864828506821e-27,7.463333155287181e-23,3.814623454546596e-29,9.490764947392087e-18,3.610723397809533e-19,1.5059287268889563e-19,1.3995487427059193e-19,2.192147271163177e-28,2.253014181696419e-28,5.257270573458035e-30,6.240561926727863e-32,6.510273634734595e-21,7.74801338996433e-27,5.990554670181027e-26,9.227997926266067e-27,3.76,0.0,0.7318924395320721,0.9946702713072072,0.0024428304882876738,4.832545495316796e-18,9.159122521939631e-05,0.005549495552702556,0.005304361337762426,7.658179141022834e-10,4.857434495437251e-12,1.2233749704026357e-05,2.1230318719103808e-06,1.322360765369181e-05,0.001565208094523105,2.275404097396415e-05,0.00018441931699222493,2.0235094750433173e-07,3.0638399170595314e-05,0.00012395661749761222,2.121197596547095e-07,4.115415736434753e-05,1.3993660066344764e-10,3.767836065367884e-09,2.36737372908281e-11,2.516758239700791e-05,3.1111024476461208e-09,1.531848767387253e-07,2.6545155774959718e-08,1.0330430232555867e-06,2.326679868113007e-12,0.000491347538572637,3.1610744687484e-15
1.776388530143199e-05,0.682274762523424,3.423153576765214e-05,1.3241405285941562e-05,1.303829165314056e-05,0.0021037047318979343,0.0,0.0,0.0001314627975081806,7.1353211778498715e-06,6.819551108891689e-06,0.0026789743319414164,2.9315771286704274e-13,1.004987238088581e-15,2.442656156987864e-14,4.471621524932277e-16,7.891369538881113e-16,9.366808218441126e-15,3.446494279846313e-17,4.038388446445e-27,8.018725847357165e-23,5.71869392871506e-29,9.659382268392892e-18,3.834940976652668e-19,1.5682256322962945e-19,1.5303377493815547e-19,2.3145937218988767e-28,2.4144157160835906e-28,5.7171105839613306e-30,6.6781715314113e-32,6.816851905235523e-21,8.454433696679242e-27,6.56750504420572e-26,1.0053003301428842e-26,3.76,0.0,0.731697319825359,0.9945661585351577,0.0025076117563115436,5.129724680395672e-18,9.157219513919809e-05,0.005645601673460698,0.005372187520565059,7.655664308638477e-10,4.8558452717117404e-12,1.2226478517731276e-05,2.121539456968778e-06,1.3391724188516927e-05,0.0016152763303047338,2.320457604364555e-05,0.00019292376882098667,2.1361525777579039e-07,3.177041087390206e-05,0.00012974433405154532,2.1760037266723468e-07,4.271236371022737e-05,1.4771123047850162e-10,3.908951927732838e-09,2.4557765414167846e-11,2.590047782229617e-05,3.2368146109318845e-09,1.5854270844501265e-07,2.762045245471163e-08,1.0841016546979736e-06,2.4352853752016164e-12,0.0004912961093082038,3.3103126614376125e-15
1.8332837416366004e-05,0.6822941975362516,3.4259464800488095e-05,1.3256009296790202e-05,1.3283972354088975e-05,0.002173325401233338,0.0,0.0,0.00013398466396952112,7.4014660966847525e-06,7.573166792522991e-06,0.0027671727547099925,3.154708207779291e-13,1.0452293117165329e-15,2.446305600184358e-14,4.628335687962875e-16,8.422340581301627e-16,1.0091645789286092e-14,3.8390335414948436e-17,4.504120749884609e-27,9.225342452483399e-23,1.2559699822606676e-28,9.997134197017283e-18,4.3134480749583124e-19,1.6968169632096561e-19,1.8219216269655505e-19,2.576462735382089e-28,2.764139439486512e-28,6.732681311499007e-30,7.621552961251578e-32,7.455970458706793e-21,1.0023192792302794e-26,7.858487459564137e-26,1.1886031161653469e-26,3.76,0.0,0.7313055355636332,0.9943561651813824,0.0026389782423477106,5.762575348132011e-18,9.153452662912167e-05,0.005838336757281197,0.005505164507848885,7.650656080932673e-10,4.852680370621309e-12,1.2212128895615092e-05,2.118591788785814e-06,1.3721133202782403e-05,0.0017172852299171502,2.4108622410164553e-05,0.00021056229383595627,2.3726771517590813e-07,3.411692085294484e-05,0.00014176517511924449,2.2854987531081695e-07,4.591364085079534e-05,1.6403210845782493e-10,4.2016275651844624e-09,2.6390988663616727e-11,2.738665603065491e-05,3.4971319292219705e-09,1.6957527506574744e-07,2.985641961007459e-08,1.1919081005370633e-06,2.6608300475746512e-12,0.000491192377500059,3.62062066048239e-15
1.884489431980662e-05,0.682311596937967,3.4284662306709726e-05,1.3269231687660113e-05,1.3499533221556516e-05,0.0022359311574708554,0.0,0.0,0.00013616709996105717,7.636583804898527e-06,8.29868025327074e-06,0.002846504344958054,3.363966431080991e-13,1.0816593082714413e-15,2.4495730959618714e-14,4.769670921892078e-16,8.914493302027004e-16,1.0771827893195436e-14,4.217781596602417e-17,4.955232760077305e-27,1.0427344646544053e-22,6.179402991723538e-29,1.030169330988248e-17,4.779850077117026e-19,1.8170812792429613e-19,2.1216788955447046e-19,2.832589011554333e-28,3.1102611754253757e-28,7.764771329215542e-30,8.552402458849864e-32,8.061117482558389e-21,1.1628018457634112e-26,9.191532754962267e-26,1.376298158783158e-26,3.76,0.0,0.7309512151598455,0.9941652009880512,0.0027592178756202183,6.377688717548401e-18,9.150106539669933e-05,0.006012396059833814,0.005621801063074705,7.646172973328891e-10,4.849847295442147e-12,1.2199432811416128e-05,2.1159810349453423e-06,1.4009842616477815e-05,0.0018111813879070496,2.4925409777838712e-05,0.00022715123264040762,2.5984492673753113e-07,3.6323929377691394e-05,0.00015309122386690378,2.3837700703634347e-07,4.888970387812215e-05,1.7960608597329873e-10,4.4770853624683184e-09,2.811606668354915e-11,2.8746917963863474e-05,3.7415603671177e-09,1.7986468050236667e-07,3.196682949830209e-08,1.2956747543943688e-06,2.873308379262757e-12,0.0004910980456268192,3.9134083401130415e-15
1.9356951223247236e-05,0.6823289098803385,3.430991025392096e-05,1.3282527134873413e-05,1.370986850531542e-05,0.0022984866202047736,0.0,0.0,0.00013826862167503647,7.867332997862304e-06,9.070373601777203e-06,0.0029257917543812476,3.5812196312448114e-13,1.1182790206102321e-15,2.452823896140812e-14,4.911279276442086e-16,9.420130223537844e-16,1.1478796931064433e-14,4.621452937989348e-17,5.398133354025668e-27,1.1747060999915536e-22,2.4799942626876974e-28,1.0606795970328681e-17,5.281755444020761e-19,1.941607890321026e-19,2.4604696528506817e-19,3.109358631622397e-28,3.486531760073991e-28,8.918908058857777e-30,9.5652714662227e-32,8.694986528912772e-21,1.3433321493913132e-26,1.0704259324684119e-25,1.5876974202338965e-26,3.76,0.0,0.7305953214656793,0.9939724199494044,0.0028813102061725866,7.03780198950666e-18,9.146801440071577e-05,0.006187022623715326,0.005735566765239827,7.641712696031755e-10,4.847028611211328e-12,1.2186942284251994e-05,2.113409929950802e-06,1.4291234167256894e-05,0.001907004667372939,2.5744908051723545e-05,0.00024441195118050186,2.836513137349026e-07,3.862223920168572e-05,0.00016489668548147864,2.481633585468648e-07,5.1953533299031735e-05,1.9602291985445387e-10,4.764107714173032e-09,2.9913284570899327e-11,3.012812525955209e-05,3.995591186475097e-09,1.9049362607946313e-07,3.417074465201604e-08,1.4061115951309951e-06,3.09474955977786e-12,0.0004910028162505371,4.219003652815315e-15
1.9869008126687852e-05,0.6823461372568392,3.4335201449057694e-05,1.3295894237804281e-05,1.3915017476642698e-05,0.00236099157752937,0.0,0.0,0.00014029094690400562,8.093554377751027e-06,9.889570844411122e-06,0.003005035306041403,3.806458137349668e-13,1.1550777339757e-15,2.456057484993869e-14,5.053156887476188e-16,9.93920988146592e-16,1.2212957614167101e-14,5.0508022910995014e-17,6.054214057974987e-27,1.3192210559582484e-22,3.6602132404353695e-28,1.0912434228500234e-17,5.820766986628534e-19,2.0703630715214605e-19,2.842065022078005e-19,3.4080654120126534e-28,3.8974125152851313e-28,1.0205467090058895e-29,1.0664754645198838e-31,9.357898885744922e-21,1.5457137920253264e-26,1.241476438076976e-25,1.8250373805555123e-26,3.76,0.0,0.7302379031878827,0.9937778696102078,0.0030052061333926796,7.744705452903313e-18,9.14353665685758e-05,0.006362216507473897,0.0058464768123187875,7.637275034741494e-10,4.8442241654510716e-12,1.217465561739164e-05,2.1108781621145046e-06,1.4565349003120405e-05,0.0020047060294501834,2.6566862359816344e-05,0.00026233868387011037,3.086908738814662e-07,4.101289187413306e-05,0.00017717974765217684,2.578954582915505e-07,5.5102927923099946e-05,2.1328475554497094e-10,5.062828010494249e-09,3.178346492489172e-11,3.152977318143044e-05,4.25920571902035e-09,2.014602685244742e-07,3.646859674956502e-08,1.5234943268490744e-06,3.3251158960732528e-12,0.0004909067128575317,4.537397548549768e-15
