Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145)
2.77633345852899e-06,0.20630856892655955,3.76,0.0,0.7303824297356432,0.9944700082966734,0.002114424418738059,0.0,1.987863767140731e-05,0.005967201173208775,0.00017529074860091974,0.00608436077125024,3.527425175324066e-09,2.4834446129081936e-11,6.748109180073317e-05,4.7620272668096484e-05,0.002306464577053075,0.0028290784961351274,0.00027349117451640827,4.162167178716582e-06,4.740281098776752e-05,3.4042104912927253e-05,0.0011886509789650337,5.428353388661588e-05,0.00017711159634337825,2.8834636810590815e-07,2.9459052237998395e-05,5.8490781696766016e-05,9.278070076922247e-08,4.6302575997043484e-10,3.630026097352449e-05,1.1945461120060597e-05,4.11802586350359e-06,2.74928807802582e-07,2.2802654141130828e-08,3.8378436222336117e-05,0.0006283531461816626,1.8517165320505209e-10,2.414922575490414e-12,1.011357335295386e-07,7.213621263774381e-09,3.009355480093137e-07,1.2424964753222477e-06,8.244265916493497e-11,8.162110280846663e-12,1.8262105065639748e-10,5.2384778933360524e-11,4.312089367494222e-16
2.814866555714994e-06,0.20631151732804545,3.76,0.0,0.7301987244059381,0.9943809091359964,0.002164425317885561,0.0,2.007267342308202e-05,0.006054410367128131,0.00017523990736945694,0.006165353278823262,3.526031210653724e-09,2.4824655480316417e-11,6.763915093686267e-05,4.757255340036158e-05,0.0023434165077233934,0.00287089171168255,0.00027662441556330593,4.157441292178064e-06,4.775881508624814e-05,3.4494369286377253e-05,0.0012237000331848803,5.5706622010006996e-05,0.00018485028512736385,3.039895115147513e-07,3.053759273110792e-05,6.106452014546188e-05,9.400504393613843e-08,4.881087336253607e-10,3.759528010719661e-05,1.2198629836647134e-05,4.322539585452061e-06,2.8233695227906526e-07,2.368119693882396e-08,3.9084338287861266e-05,0.000628296850093222,1.9227133894802077e-10,2.524929564009184e-12,1.0347908981573148e-07,7.4078499206113145e-09,3.064737800575947e-07,1.292742976866262e-06,8.395149004700182e-11,8.672318980318074e-12,1.904986060488774e-10,5.464156067287218e-11,4.52152102792098e-16
2.853399652900998e-06,0.20631446064840397,3.76,0.0,0.7300144629410181,0.9942913761452892,0.002214898626794902,0.0,2.0265493752126187e-05,0.006141690313715568,0.00017518921983175688,0.006245838331020638,3.5246390055220365e-09,2.481487786558017e-11,6.779654688462801e-05,4.752510221501114e-05,0.0023804297407598626,0.002912688470264568,0.00027972853363646393,4.1527392652906506e-06,4.81126656078741e-05,3.49436838922328e-05,0.001259210713974189,5.714161810694258e-05,0.00019279117492280605,3.201927214513718e-07,3.164272422013411e-05,6.370705539338494e-05,9.522133010070211e-08,5.140865332096385e-10,3.8916766262264176e-05,1.245196507599028e-05,4.534277025671712e-06,2.897967319071554e-07,2.458287129564978e-08,3.979292869863977e-05,0.0006282402798836921,1.995568073574055e-10,2.6380723905280776e-12,1.0586065382236442e-07,7.606134086982608e-09,3.1207915835025955e-07,1.3442971548239162e-06,8.547834462204821e-11,9.206773598579353e-12,1.9860310563789573e-10,5.6963718155783045e-11,4.738094552068898e-16
2.891932750087002e-06,0.2063173988346167,3.76,0.0,0.7298296500342091,0.9942014124637437,0.0022658410109549724,0.0,2.045708762402389e-05,0.0062290421066532355,0.00017513868726398075,0.006325810598688342,3.5232486021555373e-09,2.4805113557447315e-11,6.79532676683055e-05,4.74779206677809e-05,0.0024175037736159995,0.002954468799140219,0.00028280352038724565,4.1480612423058254e-06,4.84643396920814e-05,3.539001894307914e-05,0.0012951800721280056,5.8588310228794905e-05,0.00020093543127164856,3.369640549252143e-07,3.2774714458636155e-05,6.641888893887382e-05,9.64294799524138e-08,5.409718130740743e-10,4.0264750286600995e-05,1.2705405162331937e-05,4.753384120880201e-06,2.9730582070176027e-07,2.5507935989067116e-08,4.050416483994796e-05,0.0006281834375365114,2.070301150199733e-10,2.7543809211398534e-12,1.0828107757792414e-07,7.80854946673212e-09,3.177547102868786e-07,1.3971797495004839e-06,8.702404671038993e-11,9.766278331998922e-12,2.069386527205233e-10,5.93524563874076e-11,4.9619645553314e-16
2.930465847273006e-06,0.20632033183584508,3.76,0.0,0.7296442904091466,0.9941110212532814,0.0023172491095942503,0.0,2.0647444450702313e-05,0.006316466809183994,0.0001750883108812418,0.006405264936550391,3.5218600412623192e-09,2.479536281957313e-11,6.810930158621278e-05,4.743101022525253e-05,0.0024546380983279533,0.0029962327261656555,0.0002858493739515755,4.143407359635834e-06,4.881381525493476e-05,3.5833345710182704e-05,0.0013316051279080633,6.004649035611252e-05,0.00020928415103729973,3.543113558466278e-07,3.393382744788177e-05,6.920050261574e-05,9.762941705610468e-08,5.687768778910632e-10,4.163925423420009e-05,1.2958889736816731e-05,4.980006952439702e-06,3.048618960386914e-07,2.6456646162432378e-08,4.121800396101689e-05,0.0006281263250494817,2.1469328945852024e-10,2.8738841426591774e-12,1.1074099937518869e-07,8.015168895150713e-09,3.235032966696943e-07,1.4514119626165049e-06,8.858937408726727e-11,1.03516541983436e-11,2.155094321491136e-10,6.180900372527313e-11,5.193288054445697e-16
2.96899894445901e-06,0.2063232596034301,3.76,0.0,0.7294583888182523,0.9940202056975316,0.002369119536855299,0.0,2.0836554088566907e-05,0.006403965454100293,0.00017503809183951405,0.006484196383171234,3.520473362132295e-09,2.478562590701523e-11,6.826463721367245e-05,4.7384372266238166e-05,0.002491832201686779,0.0030379802797775887,0.000288866098867852,4.138777745977458e-06,4.916107099056091e-05,3.627363652295376e-05,0.0013684828721128859,6.151595439761423e-05,0.00021783836260960785,3.722422508972728e-07,3.512032343505983e-05,7.205235862665274e-05,9.88210678494197e-08,5.975136761607388e-10,4.304029144324741e-05,1.3212359741631981e-05,5.214291698114599e-06,3.1246264014771823e-07,2.7429253321719215e-08,4.193440318768859e-05,0.0006280689444341235,2.2254832910876787e-10,2.9966101560232136e-12,1.1324104347177051e-07,8.226062359526407e-09,3.2932761482584714e-07,1.5070154502296733e-06,9.017505935167972e-11,1.0963739292273387e-11,2.2431970970292605e-10,6.433461167462312e-11,5.432224464184402e-16
3.007532041645014e-06,0.2063261820908905,3.76,0.0,0.7292719500412216,0.9939289690008128,0.002421448882963034,0.0,2.1024406836260475e-05,0.006491539043753217,0.00017498803123717943,0.006562600160798874,3.5190886027154425e-09,2.477590306648725e-11,6.841926340559369e-05,4.733800808305236e-05,0.0025290855654116007,0.003079711488977227,0.00029185370599216085,4.134172522425481e-06,4.9506086371795556e-05,3.671086476772561e-05,0.0014058102671477043,6.2996502185447e-05,0.0002265990261535701,3.907641457138166e-07,3.633445891243292e-05,7.497489958821892e-05,1.0000436163846026e-07,6.271937942280338e-10,4.44678666188729e-05,1.3465757404441305e-05,5.4563845842727784e-06,3.201057415765349e-07,2.8426005333162017e-08,4.2653319534990345e-05,0.0006280112977150317,2.3059720330361895e-10,3.122586170387966e-12,1.1578181983290861e-07,8.44129703046773e-09,3.352302025252074e-07,1.5640123146176723e-06,9.178179101430057e-11,1.1603389039649887e-11,2.33373831262783e-10,6.69305546311224e-11,5.678935588628033e-16
3.084598236017022e-06,0.20633201105037044,3.76,0.0,0.7288974801748879,0.9937452450991172,0.0025274705799698764,0.0,2.1396305050931767e-05,0.0066669149147085376,0.00017488838946319593,0.006717806514419315,3.5163249884450665e-09,2.4756500547739365e-11,6.872634431272065e-05,4.724610578794135e-05,0.002603767976520579,0.0031631249928738446,0.0002977416413443399,4.125035692632697e-06,5.018931785318368e-05,3.7576032369483397e-05,0.0014818017237699206,6.599006788379574e-05,0.00024474321059314623,4.2960943188752387e-07,3.884665553611268e-05,8.103370927938872e-05,1.0234560972703185e-07,6.894284930485485e-10,4.740260706467987e-05,1.3972110951263872e-05,5.964579644352199e-06,3.355098106992634e-07,3.049291717340318e-08,4.4098531172039455e-05,0.0006278952141255643,2.4728418712018455e-10,3.384392550602364e-12,1.2098793654793458e-07,8.885044859951823e-09,3.4727956921681724e-07,1.6822767570378544e-06,9.50609352759155e-11,1.2968892360803197e-11,2.5223138388122606e-10,7.233865563303999e-11,6.196341048487953e-16
3.16166443038903e-06,0.20633781838581575,3.76,0.0,0.7285209195361685,0.9935598755581246,0.0026352864879777707,0.0,2.17630702271461e-05,0.006842601833623467,0.0001747893932385117,0.006870849435623275,3.5135694773012654e-09,2.4737157077029217e-11,6.903046081594768e-05,4.7155311992881886e-05,0.0026786810905836595,0.003246473480565712,0.00030351338982661743,4.11599769092438e-06,5.08633610366692e-05,3.8428656655352495e-05,0.0015595546697197238,6.902566417499973e-05,0.00026372303334686617,4.709019130331225e-07,4.1472394186500856e-05,8.738008334207636e-05,1.0465265285907566e-07,7.555662264175504e-10,5.0443343981539566e-05,1.447751333358707e-05,6.505761130676287e-06,3.510557918279025e-07,3.2659291787439526e-08,4.555329324754535e-05,0.0006277780907150682,2.647694133847369e-10,3.659502940563117e-12,1.2636393589069234e-07,9.346895123030299e-09,3.5966869359922495e-07,1.8063906715913771e-06,9.843148470395974e-11,1.4455363717345136e-11,2.7211841721497757e-10,7.804394712005175e-11,6.746846013914654e-16
3.238730624761038e-06,0.20634360380327363,3.76,0.0,0.7281423071920421,0.993372886654466,0.0027448685851615313,0.0,2.212464038913255e-05,0.0070186067287531925,0.00017469104938588585,0.007021697272500489,3.510822329559532e-09,2.4717874344403143e-11,6.933153401075341e-05,4.7065634039529915e-05,0.0027538205965361158,0.003329757202816269,0.0003091692565086601,4.107059222788265e-06,5.152807965152833e-05,3.9268562488893825e-05,0.001639043890844633,7.210182969930235e-05,0.00028354375461354416,5.146925574163982e-07,4.421359175224519e-05,9.40168647847427e-05,1.0692502789575995e-07,8.2568615138222e-10,5.35898136663819e-05,1.4981547121337833e-05,7.0810958421265e-06,3.667255628843966e-07,3.4926981043164445e-08,4.701725915155768e-05,0.0006276599440860802,2.830675891179577e-10,3.948102465596598e-12,1.31914164674934e-07,9.827288710028594e-09,3.724126554700306e-07,1.9365459355141493e-06,1.0189750476038495e-10,1.60702958394511e-11,2.9307246162890304e-10,8.405741239390682e-11,7.331828958217952e-16
3.315796819133046e-06,0.20634936704272722,3.76,0.0,0.7277616825037767,0.9931843048999291,0.002856188576413838,0.0,2.2480960340041598e-05,0.007194936048612936,0.00017459336389315033,0.007170321258128802,3.5080837876221633e-09,2.4698653919089785e-11,6.962948961118952e-05,4.697707799258717e-05,0.002829182118910637,0.0034129764179712534,0.0003147096385883497,4.098220881569941e-06,5.218334973074887e-05,4.009559130454048e-05,0.001720243820704494,7.521716430113011e-05,0.0003042095809159032,5.610285341534925e-07,4.707210527978173e-05,0.00010094659133684926,1.0916231657773622e-07,8.998612253718766e-10,5.684162369003768e-05,1.5483814041971232e-05,7.691746941392601e-06,3.8250123226472904e-07,3.72977786559087e-08,4.849008167133596e-05,0.000627540790989755,3.0219295664930927e-10,4.250361650764051e-12,1.376427272386233e-07,1.0326626694604639e-08,3.8552451225755946e-07,2.0729405514663568e-06,1.054625023984213e-10,1.782148224494498e-11,3.151322001626947e-10,9.039036299711477e-11,7.952704198484945e-16
3.392863013505054e-06,0.20635510787817243,3.76,0.0,0.7273790850811398,0.9929941570104408,0.0029692179285688994,0.0,2.2831981536093667e-05,0.00737159576665239,0.00017449634193244352,0.0073166954789657445,3.5053540765250515e-09,2.4679497251862185e-11,6.992425796661918e-05,4.688964867465122e-05,0.002904761223410731,0.0034961313914948044,0.0003201350221466476,4.089483151545718e-06,5.282905949113926e-05,4.090960091637239e-05,0.0018031285740665948,7.837032814740902e-05,0.0003257236825921107,6.099531624589481e-07,5.004973216918918e-05,0.00010817149945609636,1.1136414497759832e-07,9.781581309019025e-10,6.019825651825981e-05,1.598393453615408e-05,8.338872557241535e-06,3.98365177654433e-07,3.977342032909881e-08,4.997141336475636e-05,0.0006274206483062659,3.2215929483445755e-10,4.56643639453676e-12,1.4355348370335477e-07,1.0845272468035416e-08,3.990154970645967e-07,2.2157782606054464e-06,1.0912948084632496e-10,1.971702455522522e-11,3.383374133877653e-10,9.705442284455634e-11,8.610920685598644e-16
3.469929207877062e-06,0.2063608261166906,3.76,0.0,0.7269945547375384,0.9928024698756197,0.003083927904901324,0.0,2.3177661949992448e-05,0.007548591386906587,0.0001743999878792001,0.007460796837231916,3.502633404375661e-09,2.4660405677323306e-11,7.021577406549821e-05,4.680334970208168e-05,0.002980553422449364,0.0035792223955108827,0.0003254459788034944,4.080846411081869e-06,5.3465109186089536e-05,4.171046529259948e-05,0.001887671980011407,8.156004070393957e-05,0.00034808821338759934,6.615058773566383e-07,5.314821042528302e-05,0.00011569352890602117,1.1353018286127825e-07,1.0606372268996144e-09,6.365907333273816e-05,1.64815473227746e-05,9.023624427209407e-06,4.1430008229485395e-07,4.235558394812906e-08,5.146090692408334e-05,0.0006272995330255656,3.4297992069630704e-10,4.8964679828611866e-12,1.496500490569283e-07,1.1383553855959296e-08,4.12895210302407e-07,2.3652681505516437e-06,1.1290099258362073e-10,2.1765339478183813e-11,3.6272892117215737e-10,1.0406151141348582e-10,9.307960582482144e-16
3.54699540224907e-06,0.2063665215981511,3.76,0.0,0.7266081314461633,0.9926092705289548,0.003200289598850145,0.0,2.3517965924318637e-05,0.007725927950567868,0.0001743043053309603,0.007602605007628846,3.499921962729501e-09,2.4641380416118148e-11,7.05039775265847e-05,4.6718183521732366e-05,0.003056554180640618,0.003662249708350777,0.00033064316228876325,4.072310935864515e-06,5.4091410932484046e-05,4.249807429768291e-05,0.0019738476145841487,8.478507958258756e-05,0.00037130433200996394,7.157222116228863e-07,5.636921896280717e-05,0.00012351432786864228,1.1566014296283502e-07,1.147352526405502e-09,6.722331803352972e-05,1.6976308972028865e-05,9.747146582711614e-06,4.302889688500442e-07,4.504588982659073e-08,5.295821552950794e-05,0.000627177462228543,3.646676914826404e-10,5.240583141834985e-12,1.5593579293218995e-07,1.1941765166031237e-08,4.2717180106499776e-07,2.5216242633961786e-06,1.1677918949067628e-10,2.3975165431422364e-11,3.8834852235165327e-10,1.1142382642997506e-10,1.0045337761997836e-15
3.624061596621078e-06,0.20637219419449795,3.76,0.0,0.7262198552972128,0.9924145861186576,0.0033182739669083885,0.0,2.3852864015268617e-05,0.007903610043452143,0.00017420929712598564,0.007742102388560539,3.497219926906656e-09,2.462242257708223e-11,7.078881257764856e-05,4.663415144846428e-05,0.0031327589202328416,0.003745213614107586,0.0003357273049382311,4.0638769021938134e-06,5.470788851245058e-05,4.327233340313823e-05,0.0020616288329273038,8.80442792662254e-05,0.0003953722255726318,7.726337938272197e-07,5.971437796604292e-05,0.00013163525857413276,1.177537801761963e-07,1.2383517002934685e-09,7.089012141106097e-05,1.7467893485857523e-05,1.051057407922355e-05,4.463152307742028e-07,4.784590100529744e-08,5.446299319172708e-05,0.0006270544530686065,3.8723500714356647e-10,5.5988941283618584e-12,1.6241384001388913e-07,1.2520169141615873e-08,4.4185213620329105e-07,2.685065206746974e-06,1.2076586958166764e-10,2.6355568778667246e-11,4.152389329788771e-10,1.1915382617247175e-10,1.0824596162267733e-15
3.7011277909930862e-06,0.20637784380907306,3.76,0.0,0.7258297664562761,0.9922184438792495,0.0034378518606245946,0.0,2.418233282760853e-05,0.008081641804307026,0.00017411496536232605,0.00787927404817727,3.494527456289949e-09,2.4603533159444823e-11,7.107022802235505e-05,4.6551253703582355e-05,0.0032091630264703386,0.0038281144021976004,0.0003406992141276895,4.055544390355544e-06,5.531447715177432e-05,4.403316336890738e-05,0.0021509888008282986,9.133652972234662e-05,0.00042029113479785814,8.322683615262136e-07,6.318524930201273e-05,0.00014005740341503574,1.198108906686441e-07,1.3336761054819692e-09,7.465850546997572e-05,1.7955991884713117e-05,1.1315031773688214e-05,4.623626610659525e-07,5.075712360337597e-08,5.5974895082934085e-05,0.0006269305227537287,4.1069381322282643e-10,5.97149885768493e-12,1.6908707095176627e-07,1.3118998792748236e-08,4.569419549367114e-07,2.8558137712154817e-06,1.2486251974093084e-10,2.8915949655224148e-11,4.4344372391776106e-10,1.2726421155052963e-10,1.1647308065988068e-15
3.7781939853650943e-06,0.2063834703758834,3.76,0.0,0.7254379051239287,0.9920208711039138,0.0035589940576758,0.0,2.4506354841997987e-05,0.008260026933883096,0.00017402131141795895,0.008014107665724008,3.4918446946457683e-09,2.4584713055207893e-11,7.13481771963342e-05,4.646948945427132e-05,0.0032857618528705237,0.003910952366928556,0.00034555976866140807,4.047313388077367e-06,5.5911123277524243e-05,4.478049989805399e-05,0.0022419005256210005,9.466077491991322e-05,0.0004460593807912846,8.946497883003447e-07,6.678333698494421e-05,0.00014878157149680857,1.2183131092360527e-07,1.4333608354928915e-09,7.85273878812372e-05,1.844031179940139e-05,1.216163315050503e-05,4.784154784656873e-07,5.378100721937859e-08,5.7493577855785107e-05,0.0006268056885289787,4.350556041464153e-10,6.358481065567391e-12,1.7595812365865842e-07,1.3738459079679191e-08,4.724460072940953e-07,3.0340965576081023e-06,1.2907035399217822e-10,3.166604736566752e-11,4.730072584817591e-10,1.357679081804589e-10,1.2515072311929352e-15
3.855260179737102e-06,0.20638907385880334,3.76,0.0,0.7250443114965867,0.9918218951176613,0.0036816712919799026,0.0,2.4824918235741188e-05,0.008438768704690916,0.00017392833597201868,0.00814659346867514,3.4891717704738985e-09,2.4565963051709976e-11,7.162261791320632e-05,4.638885685387104e-05,0.0033625507264053705,0.003993727807075427,0.00035030991513041907,4.039183794056318e-06,5.6497784257035816e-05,4.5514293267556186e-05,0.002334336886387479,9.801601126261347e-05,0.00047267439320268745,9.597981236135256e-07,7.051008768933596e-05,0.00015780830557710927,1.2381491672036472e-07,1.5374347916561388e-09,8.249558653968653e-05,1.8920577066951785e-05,1.3051479197108517e-05,4.944583511069285e-07,5.6918945380252175e-08,5.9018699950020975e-05,0.0006266799676595637,4.603314268909103e-10,6.7599105029098836e-12,1.8302939494396644e-07,1.4378728442798535e-08,4.883681760831934e-07,3.2201436156462758e-06,1.3339034721657382e-10,3.4615945343445175e-11,5.039746305318758e-10,1.446780485712226e-10,1.3429512454620083e-15
3.93232637410911e-06,0.20639465425072667,3.76,0.0,0.7246490257286622,0.9916215432513285,0.003805854282817718,0.0,2.5138016697824193e-05,0.008617869971380534,0.00017383603902681246,0.008276724166055353,3.4865087973730508e-09,2.4547283834323146e-11,7.189351240105825e-05,4.630935308273988e-05,0.003439524952577671,0.004076441025464772,0.0003549506642536711,4.0311554215353e-06,5.707442811981403e-05,4.6234507937529404e-05,0.002428270663412926,0.00010140128594852223,0.0005001327396186751,1.027729644762916e-06,7.43668913094096e-05,0.0001671378893546042,1.2576162205695644e-07,1.6459207737541403e-09,8.65618242080182e-05,1.9396527329835714e-05,1.3985657330158164e-05,5.104764176016746e-07,6.017227603643952e-08,6.054992188645193e-05,0.0006265533774144,4.865318850174216e-10,7.175843160971223e-12,1.903030424869766e-07,1.503996018851859e-08,5.047115833400397e-07,3.414188094571653e-06,1.378232645853708e-10,3.777607566516667e-11,5.363916032423752e-10,1.5400795446302716e-10,1.4392274885879656e-15
4.009392568481118e-06,0.20640021157267885,3.76,0.0,0.7242520878960581,0.9914198428164418,0.003931513762936892,0.0,2.544564923901062e-05,0.008797333181685749,0.00017374441993046202,0.008404494878309772,3.4838558744170543e-09,2.4528675989257748e-11,7.21608272299133e-05,4.623097438953461e-05,0.0035166798203832795,0.004159092328568421,0.0003594830872138263,4.02322800191349e-06,5.764103326386655e-05,4.69411221409799e-05,0.002523674566850529,0.00010481569526487953,0.000528430156046831,1.09845692011921e-06,7.835508156293885e-05,0.00017677035507176022,1.276713780219234e-07,1.7588355887912886e-09,9.072473322987635e-05,1.9867917638036268e-05,1.4965240373313296e-05,5.26455305601377e-07,6.354228210147206e-08,6.208690654803408e-05,0.0006264259350502313,5.136671430578223e-10,7.606321525319542e-12,1.9778098715612344e-07,1.5722283745756762e-08,5.21478682656683e-07,3.6164659054055097e-06,1.4236968709440256e-10,4.115722311371746e-11,5.703045486833226e-10,1.6377111936454147e-10,1.540502692882313e-15
4.086458762853126e-06,0.20640574587289326,3.76,0.0,0.7238535379610326,0.9912168210809759,0.004058620505614174,0.0,2.5747819997808257e-05,0.008977160387871636,0.0001736534774002083,0.008529903064107192,3.481213086548168e-09,2.451014000648619e-11,7.242453323090138e-05,4.615371613281138e-05,0.0035940106071507658,0.00424168202610691,0.000363908311999512,4.015401188382674e-06,5.819758814821387e-05,4.763412745629933e-05,0.0026205212645564386,0.00010825838282729208,0.0005575615783435791,1.1719888826702636e-06,8.247593663716434e-05,0.00018670549139417699,1.2954417162094463e-07,1.876190176264497e-09,9.498286029424695e-05,2.0334518053495422e-05,1.5991285587322013e-05,5.423811478915561e-07,6.70301920340862e-08,6.362931944782503e-05,0.0006262976577963071,5.417469312373575e-10,8.05137485646055e-12,2.054649156680891e-07,1.6425805806812278e-08,5.386713387278295e-07,3.8272153946595745e-06,1.4703003357072481e-10,4.477052878609486e-11,6.057603883405919e-10,1.7398119132404534e-10,1.6469454913180234e-15
4.163524957225134e-06,0.20641125722585466,3.76,0.0,0.7234534157384646,0.9910125052460176,0.004187145350658269,0.0,2.6044538043162954e-05,0.009157353258620582,0.00017356320954638215,0.008652948444480911,3.478580504992097e-09,2.4491676282791253e-11,7.268460540786666e-05,4.607757282283551e-05,0.0036715125832506323,0.004324210430663121,0.0003682275197658058,4.007674559579965e-06,5.8744090973400266e-05,4.831352836483827e-05,0.002718783409059415,0.00011172853777319013,0.0005875211744314184,1.2483309128530226e-06,8.673067987413645e-05,0.00019694285152723303,1.3138002456463524e-07,1.997989748267962e-09,9.933467123291618e-05,2.0796113256501544e-05,1.7064833752858672e-05,5.58240596064709e-07,7.063718046058699e-08,6.517682898368426e-05,0.000626168562839641,5.707805505152471e-10,8.511019495001871e-12,2.133562835855392e-07,1.715061136590581e-08,5.562908954055491e-07,4.046677029320812e-06,1.5180457950738304e-10,4.8627493244200213e-11,6.428065346465125e-10,1.8465195595350903e-10,1.7587262239747758e-15
4.2405911515971424e-06,0.20641674573131186,3.76,0.0,0.7230517608635338,0.9908069224233607,0.004317059229340478,0.0,2.6335817174695906e-05,0.009337913091293962,0.000173473613896907,0.008773632924700929,3.4759581876911078e-09,2.4473285124918096e-11,7.294102284207374e-05,4.6002538163440444e-05,0.0037491810166672694,0.00440667785730665,0.0003724419412239976,4.0000476232430784e-06,5.928054935169267e-05,4.897934179583282e-05,0.002818433663634995,0.00011522539291898566,0.0006183023771560467,1.3274849297624252e-06,9.112048049269813e-05,0.00020748176153203597,1.3317899202364313e-07,2.1242339429378742e-09,0.00010377855583362656,2.125250215369681e-05,1.818690830633089e-05,5.740208318334109e-07,7.436436883509088e-08,6.67291066796458e-05,0.00062603866731085,6.007768779241627e-10,8.985259189195919e-12,2.214563186633536e-07,1.7896764669795868e-08,5.743382336388776e-07,4.27509309276566e-06,1.566934731064138e-10,5.273997920892689e-11,6.814908335635458e-10,1.9579731972387157e-10,1.8760167441315543e-15
4.3176573459691505e-06,0.20642221151326962,3.76,0.0,0.7226486127608346,0.9906000996140363,0.004448333188244066,0.0,2.6621675721220136e-05,0.009518840824510676,0.00017338468742216295,0.008891960514246013,3.473346179749343e-09,2.4454966752802404e-11,7.319376859063524e-05,4.592860509377346e-05,0.0038270111774278254,0.004489084623229478,0.00037655285307063615,3.992519819853924e-06,5.980697996851804e-05,4.9631596660804944e-05,0.0029194447274588494,0.00011874822288964464,0.0006498979176439892,1.409449489896377e-06,9.564645434437636e-05,0.00021832132880527053,1.3494116135675587e-07,2.2549169898608764e-09,0.00010831283265294929,2.170349748751714e-05,1.9358514528732798e-05,5.897095760653761e-07,7.82128261352829e-08,6.828582741393491e-05,0.0006259079882705896,6.317443721895204e-10,9.474085442738534e-12,2.297660245530411e-07,1.8664310095659908e-08,5.928138207387643e-07,4.512707391091704e-06,1.6169674892779041e-10,5.7120213799396726e-11,7.218615082553587e-10,2.074312935467671e-10,1.9989902246863948e-15
4.3947235403411585e-06,0.20642765471895985,3.76,0.0,0.7222440106149265,0.990392063687789,0.0045809384120266234,0.0,2.690213633822672e-05,0.009700137050986685,0.00017329642656010592,0.009007937245226109,3.470744513887898e-09,2.44367213028588e-11,7.344282957930773e-05,4.5855765829800455e-05,0.003904998341882848,0.0045714310473932976,0.00038056157446504575,3.985090526259451e-06,6.032340823665505e-05,5.027033337945473e-05,0.003021789359818171,0.00012229634222896992,0.000682299859028508,1.4942198925857438e-06,0.00010030966470049268,0.00022946045068935553,1.3666665081744383e-07,2.3900278860549645e-09,0.00011293575381391393,2.2148925446967986e-05,2.0580638787476605e-05,6.052950956250823e-07,8.218356959127899e-08,6.984666963364027e-05,0.0006257765426965843,6.636910796092426e-10,9.977477880739034e-12,2.3828618486672244e-07,1.945327297036203e-08,6.117177523266913e-07,4.7597649693485964e-06,1.6681433951918536e-10,6.178079032040432e-11,7.639671038713793e-10,2.1956797665130303e-10,2.127820965513912e-15
4.4717897347131665e-06,0.20643307551780088,3.76,0.0,0.7218379933423336,0.9901828413635076,0.004714846245093278,0.0,2.7177225805016606e-05,0.009881802030580698,0.00017320882724158177,0.009121571089596872,3.4681532109097447e-09,2.4418548831321728e-11,7.368819649031522e-05,4.578401190546718e-05,0.003983137796834209,0.004653717450188776,0.00038446946356390484,3.977759059261002e-06,6.08298679446922e-05,5.089560339901293e-05,0.003125440403363753,0.00012586910349877918,0.0007154996304153682,1.5817882912404553e-06,0.00010511112306776369,0.00024089782318022796,1.3835560824411977e-07,2.529550581103112e-09,0.00011764550977408365,2.2588625279693516e-05,2.1854247830965227e-05,6.20766208110399e-07,8.627756544510083e-08,7.141131555609724e-05,0.0006256443474712614,6.96624640174008e-10,1.0495404631780855e-11,2.470173675962431e-07,2.0263660342976163e-08,6.310497881430219e-07,5.016511837264067e-06,1.7204608535084382e-10,6.67346696023535e-11,8.07856433463374e-10,2.3222154076524514e-10,2.262684202320334e-15
4.5488559290851745e-06,0.2064384741003452,3.76,0.0,0.7214305995649838,0.989972459190606,0.004850028212182262,0.0,2.74469748221268e-05,0.010063835703492854,0.00017312188491575814,0.009232871875498573,3.465572280173424e-09,2.4400449317628148e-11,7.392986364583507e-05,4.5713334213413415e-05,0.004061424843506569,0.004735944153107017,0.0003882779141208711,3.970524679163228e-06,6.132640090121288e-05,5.1507468708963955e-05,0.0032303708063894086,0.0001294658953750055,0.0007494880609643251,1.6721438095713983e-06,0.00011005179002961396,0.00025263194970107203,1.4000820973923692e-07,2.6734641700683154e-09,0.0001224402340504628,2.3022448905350715e-05,2.3180288135498816e-05,6.361122845812321e-07,9.049572973821448e-08,7.297945135708194e-05,0.0006255114193699857,7.305522939075757e-10,1.1027822724000884e-11,2.5595992988077125e-07,2.1095461720310068e-08,6.508093827130566e-07,5.283194704175415e-06,1.7739174333063004e-10,7.19951808992572e-11,8.535785250592282e-10,2.454062146144923e-10,2.403755917538598e-15
