Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027)
0.0,0.050189632646302246,3.76,0.0,0.7369744097558878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0898518471580247e-21,0.050189632646302246,3.76,0.0,0.7369744097558878,0.9999999999999997,5.679739533923442e-52,0.0,4.5381983353374135e-39,3.6144995688398885e-23,3.614499568839837e-23,1.225281337352845e-23,1.9019779844775843e-41,2.0850042109998045e-40,5.887807283015517e-37,5.117537860700546e-37,5.017013446497332e-28,1.224745002151753e-50,1.2252813373528815e-23,1.4453784414874672e-45,3.8870784659111135e-35,4.3854330299794075e-37,4.5382008217710275e-39,6.2050219340735394e-59,5.025948662288812e-50,1.4626641593491689e-55,5.017013446497332e-28,4.631093180643165e-52,5.903661410111838e-41,1.3730121551990162e-68,6.17671368378534e-39,4.362579168788164e-41,1.6268714144835363e-56,2.2324723122409e-52,2.0465926587848756e-47,1.0620959172992268e-43,4.0926763858069775e-16,3.518591533445352e-46,3.6113880980529344e-75,8.215265691519153e-58,1.652974490490644e-61,6.674778087316312e-61,9.248951398549609e-48,8.5767944436494555e-75,8.168108580928862e-73,5.793456804750299e-71,5.250165301169731e-73,1.8053704948956955e-77,5.503981323980764e-88,1.3769451634890792e-48,2.3859958288107725e-70,6.176229785085449e-63,6.610273020195115e-67,1.426209393114944e-79,2.1963619598296243e-70,2.85836163812295e-69,5.535150402803456e-59,2.23643653181418e-93,4.1730947687524953e-69,6.397216122458191e-61,1.1998780731595532e-82,2.4349233033417504e-91,4.261363776354489e-82,9.482722075764405e-73,1.9173982908707005e-87,4.873251702244687e-97,1.2037515656806192e-101,8.186680049613563e-98,9.981287540285208e-96
5.8515851720424696e-21,0.050189632646302246,3.76,0.0,0.7369744097558878,0.9999999999999988,6.742986774674321e-51,0.0,2.7410717945439797e-38,1.012059879275169e-22,1.0120598792751377e-22,3.43078774458782e-23,1.148794703307408e-40,1.2593425433221643e-39,3.306673768974041e-36,3.090992867863067e-36,1.404763765019253e-27,1.4540172664685073e-49,3.430787744588066e-23,8.730109448847834e-45,1.0885840088469103e-34,2.6488015501074587e-36,2.7410732963496515e-38,3.747834216468521e-58,3.0356729972100784e-49,8.834491598543328e-55,1.404763765019253e-27,2.7971802869790486e-51,3.5658114917025177e-40,1.6300400435062726e-67,3.7307350650062956e-38,2.6349978179480504e-40,1.93142174327483e-55,1.3484132795437965e-51,1.2361419676212053e-46,6.415059340487237e-43,1.1459493879840894e-15,2.125229286027871e-45,4.287449240031201e-74,5.0702234910572104e-57,2.4979750500291705e-60,1.0086924645551673e-59,5.586366644724701e-47,2.418793261819832e-73,9.697178507662967e-72,6.877991918599725e-70,6.232996245549416e-72,2.1433358515765683e-76,1.2312186610826448e-86,8.316748786720207e-48,2.832654247963745e-69,7.3324200008533535e-62,9.989443082874905e-66,4.022138098068372e-78,3.277113596612534e-69,4.31955609852265e-68,6.571330558196838e-58,1.1576437933953669e-91,4.954298118391746e-68,7.59477498001462e-60,2.6840792543813106e-81,6.7830048231283036e-90,1.2599287450683663e-80,1.1257887648348876e-71,2.276335347833998e-86,1.0901269127854541e-95,2.692744102365176e-100,4.2376607666268615e-96,2.241076339133292e-94
1.3375051821811359e-20,0.050189632646302246,3.76,0.0,0.7369744097558878,0.9999999999999973,6.620304400742445e-50,0.0,1.319708075916395e-37,2.313279724057529e-22,2.313279724057378e-22,7.841800559057191e-23,5.5309519891050215e-40,6.063192243761663e-39,1.5374810769235117e-35,1.4881800098916248e-35,3.2108886057582932e-27,1.4275627742413163e-48,7.84180055905843e-23,4.2031960012408535e-44,2.489144486925703e-34,1.2752839251178575e-35,1.3197087989709435e-37,1.8044218031987953e-57,1.4615458786268224e-48,4.253427487325328e-54,3.2108886057582932e-27,1.3467219055691666e-50,1.7167847380529742e-39,1.6003830072128484e-66,1.7961883392447009e-37,1.2686380222835968e-39,1.8962813207219352e-54,6.492029527407986e-51,5.9514914774735236e-46,3.088574927506013e-42,2.6193128866234144e-15,1.0232064176662268e-44,4.209461733015037e-73,2.5482122684952193e-56,2.6872075697000837e-59,1.0851053240986106e-58,2.689595066699306e-46,5.261403674994037e-72,9.520747363079074e-71,6.752853251617412e-69,6.119592675045526e-71,2.1043398489497255e-75,2.4326806448215157e-85,4.004156534295496e-47,2.781116738060581e-68,7.199013437495313e-61,1.0746186506020285e-64,8.749028461381636e-77,3.510901104970209e-68,4.646781335071203e-67,6.451771309472292e-57,5.05472559135699e-90,4.864159275139598e-67,7.456595110577269e-59,5.3032882999542624e-80,1.4690376023047134e-88,2.750287128146344e-79,1.1053060851515151e-70,2.234919929929699e-85,2.1539070775684184e-94,5.3204085800844574e-99,1.8503284383867337e-94,4.435349131352041e-93
2.842198512134914e-20,0.050189632646302246,3.76,0.0,0.7369744097558878,0.9999999999999943,5.855584269896405e-49,0.0,5.7635118858813605e-37,4.91571941362225e-22,4.9157194136215925e-22,1.6663826187993612e-22,2.415512050872213e-39,2.647955346083124e-38,6.604048844540016e-35,6.499273083088724e-35,6.823138287236372e-27,1.262663106858161e-47,1.666382618799913e-22,1.8356672971975577e-43,5.293498057352069e-34,5.569499948072256e-35,5.763515043648471e-37,7.880392449863854e-57,6.382954879291873e-48,1.8575835970283173e-53,6.823138287236372e-27,5.881488427894792e-50,7.497649990764032e-39,1.4155206929264888e-65,7.844426378406597e-37,5.5404755443609526e-39,1.6772393534757898e-53,2.8352398810110645e-50,2.5991727032414664e-45,1.348861814969875e-41,5.5660398832322306e-15,4.46861124479222e-44,3.7232541455641924e-72,1.2064161415593237e-55,2.4700067216489354e-58,9.973987400310238e-58,1.1746168276169048e-45,9.753755696392568e-71,8.420993224971467e-70,5.972822227426282e-68,5.412710418898228e-70,1.861264765615243e-74,4.328825269970991e-84,1.7487203564626917e-46,2.4598662596681165e-67,6.367445859231094e-60,9.877596616105922e-64,1.621922394322125e-75,3.221878861461048e-67,4.2711926157315824e-66,5.706518659199876e-56,1.8817475611402283e-88,4.3022937955698585e-66,6.595273929913499e-58,9.4369181737852e-79,2.7186201734879317e-87,5.103993034937502e-78,9.776307151238716e-70,1.976762719698405e-84,3.832762561721278e-93,9.467382799924326e-98,6.888308698990465e-93,7.898543180818926e-92
5.85158517204247e-20,0.050189632646302246,3.76,0.0,0.7369744097558878,0.9999999999999885,4.921971404270397e-48,0.0,2.4061527573984574e-36,1.0120598792751691e-21,1.0120598792748942e-21,3.4307877445857155e-22,1.0084287368971275e-38,1.1054692309741306e-37,2.7348945850012964e-34,2.7133185737425554e-34,1.4047637650192532e-26,1.0613444219282922e-46,3.4307877445880425e-22,7.663726585342816e-43,1.0915135655279955e-33,2.325156592493649e-34,2.406154075702339e-36,3.2899157084721834e-56,2.664758050815665e-47,7.755046400415994e-53,1.404763765019253e-26,2.455405683671718e-49,3.1301212795710946e-38,1.1898305125378166e-64,3.274893595142278e-36,2.3130394752914698e-38,1.4098207378485158e-52,1.1836568598001456e-49,1.0851034516139476e-44,5.63123255351921e-41,1.1459493873770532e-14,1.865557228617685e-43,3.129674752011435e-71,5.817247428934198e-55,2.1131427529468885e-57,8.532956209479445e-57,4.903794031520894e-45,1.6764213946725526e-69,7.078352210780925e-69,5.02051697168934e-67,4.549709247356555e-69,1.5645051852984752e-73,7.301196566258058e-83,7.30056324630315e-46,2.0676658093093683e-66,5.352221912077395e-59,8.450491792550432e-63,2.7876701675865856e-74,2.7543844385595965e-66,3.6540952063860465e-65,4.796672776528092e-55,6.48290560097574e-87,3.6163371684511016e-65,5.543725129558709e-57,1.5916741821025268e-77,4.6689830588764326e-86,8.778743699466035e-77,8.217575227319822e-69,1.6615926872362678e-83,6.464514268702356e-92,1.5968124873845912e-96,2.3731267661462632e-91,1.332719923176098e-90
1.187035849185758e-19,0.050189632646302246,3.76,0.0,0.7369744097558878,0.9999999999999767,4.035329530212001e-47,0.0,9.829919122295934e-36,2.0530357551010575e-21,2.0530357550999346e-21,6.959597996154709e-22,4.119760474160709e-38,4.5162025068179065e-37,1.1128578574178098e-33,1.108479170778441e-33,2.849663637610485e-26,8.701542799313225e-46,6.959597996164261e-22,3.131026994394079e-42,2.2210132679436545e-33,9.499023360244471e-34,9.829924507983336e-36,1.344043621926466e-55,1.088640643249927e-46,3.168189943909389e-52,2.8496636376104846e-26,1.0031133742975632e-48,1.2787566760164272e-37,9.754950695766416e-64,1.3379008907620386e-35,9.449520982761794e-38,1.155856218669236e-51,4.835624663906284e-49,4.433001765209606e-44,2.300542240705725e-40,2.324640184412981e-14,7.621409984656624e-43,2.5659871138269652e-70,3.014318571251765e-54,1.7471872923085981e-56,7.055213205183974e-56,2.0033598687397935e-44,2.778545518734263e-68,5.803260802175747e-68,4.116123140251524e-66,3.730126522844236e-68,1.2826758746306196e-72,1.1992237316245189e-81,2.982518293020381e-45,1.6951973535740153e-65,4.388074891147696e-58,6.987030002527567e-62,4.620358844873402e-73,2.2765960680692937e-65,3.0212765797446166e-64,3.9326021448415675e-54,2.151439995375846e-85,2.9648917008480624e-64,4.545080793075041e-56,2.614329620966659e-76,7.735650139785899e-85,1.455687868152794e-75,6.7372646563536285e-68,1.3622888223532514e-82,1.061798409808533e-90,2.6227693054610444e-95,7.875542469318747e-90,2.1894804647157685e-89
2.39079051314878e-19,0.050189632646302246,3.76,0.0,0.7369744097558878,0.9999999999999531,3.2679144765558775e-46,0.0,3.973410476125839e-35,4.134987506752834e-21,4.134987506748297e-21,1.4017218499277825e-21,1.665273086705105e-37,1.825521255106947e-36,4.489476490475041e-33,4.4806500388545544e-33,5.739463382792949e-26,7.046734947126736e-45,1.4017218499316528e-21,1.2657280944087972e-41,4.5007014040954665e-33,3.839657118522438e-33,3.973412653095391e-35,5.432885357594209e-55,4.4004597858683335e-46,1.2806333928180477e-51,5.739463382792945e-26,4.054744922670908e-48,5.168938939811677e-37,7.899814074636787e-63,5.408009312405941e-35,3.819647466074037e-37,9.360423334741143e-51,1.9546369447175726e-48,1.7918902758482304e-43,9.29915956198605e-40,4.682021774197906e-14,3.0806957631054177e-42,2.0781497345154805e-69,1.7340184413098097e-53,1.4207836895497802e-55,5.737182208427552e-55,8.097900899165951e-44,4.5241410863170443e-67,4.699631063372151e-67,3.3333432366769332e-65,3.0207531682710134e-67,1.0387441793810682e-71,1.943993351059192e-80,1.2055815766786855e-44,1.3728147678768025e-64,3.553576815374158e-57,5.681736749274664e-61,7.523056613253175e-72,1.8509807036949793e-64,2.4568519384894755e-63,3.184723176296251e-53,7.010153977648319e-84,2.4010461694818348e-63,3.680724255850185e-55,4.23794096615491e-75,1.25932457744322e-83,2.3709700300967862e-74,5.456011594119298e-67,1.1032645042342687e-81,1.7212209783059568e-89,4.2516220669677296e-94,2.566130846321601e-88,3.54984950415293e-88
4.798299841074825e-19,0.050189632646302246,3.76,0.0,0.7369744097558878,0.999999999999906,2.630301872877465e-45,0.0,1.5976908767633457e-34,8.298891010056387e-21,8.298891010038142e-21,2.8132459505464584e-21,6.6959901116589236e-37,7.340340629075223e-36,1.8034241097388875e-32,1.8016496740061316e-32,1.1519062873157878e-25,5.671825314208421e-44,2.8132459505620385e-21,5.090377287578282e-41,9.1428326016824e-33,1.5439092399282817e-32,1.5976917521040556e-34,2.1845764198223666e-54,1.7694057247571308e-45,5.1493734633060636e-51,1.1519062873157862e-25,1.6303953249442145e-47,2.0784076136789397e-36,6.358460995139517e-62,2.174536759227352e-34,1.535863446688465e-36,7.53408303821878e-50,7.859510317174278e-48,7.205112670549038e-43,3.7391511606813327e-39,9.396784936620032e-14,1.2387342100730103e-41,1.6729120822947154e-68,1.1118637204985558e-52,1.1459135170403865e-54,4.627245294775741e-54,3.256130335720625e-43,7.301981953198834e-66,3.7826719482407883e-66,2.6829646311887327e-64,2.4313649494281916e-66,8.360716850516812e-71,3.130741369835038e-79,4.847590466465276e-44,1.1049607573618406e-63,2.860227775206502e-56,4.582526518864776e-60,1.2142243691786811e-70,1.492759935454552e-63,1.9815400939377417e-62,2.5633422766280927e-52,2.2635362375024893e-82,1.9325708435804299e-62,2.962567081493218e-54,6.825073250034252e-74,2.032375439294577e-82,3.827903445487201e-73,4.391472793263904e-66,8.881567118832775e-81,2.771973323296978e-88,6.847106268689229e-93,8.285880992173734e-87,5.718111221566727e-87
9.613318496926913e-19,0.050189632646302246,3.76,0.0,0.7369744097558878,0.9999999999998117,2.1106516023762966e-44,0.0,6.407455000589426e-34,1.662669801666349e-20,1.662669801659033e-20,5.636294151760024e-21,2.6853917379313372e-36,2.943804858222254e-35,7.228987967370915e-32,7.225421000256155e-32,2.3078261853887734e-25,4.5512825781381774e-43,5.636294151822542e-21,2.042223162316687e-40,1.8758114698000178e-32,6.191766582364592e-32,6.407458511023607e-34,8.761426260527086e-54,7.096109936755721e-45,2.0651314082974038e-50,2.3078261853887674e-25,6.538616269487713e-47,8.335344119774e-36,5.102269898389466e-61,8.720864989822102e-34,6.159499352936324e-36,6.0456271581836695e-49,3.1520160691538503e-47,2.889572984104539e-42,1.4995668530534053e-38,1.88263111928734e-13,4.967878164629863e-41,1.3427859509125695e-67,7.784705168324331e-52,9.204600543285646e-54,3.7168550611259758e-53,1.3058538986351864e-42,1.173408897153887e-64,3.035356029795475e-65,2.152910149324152e-63,1.951017249928084e-65,6.708948745575502e-70,5.025533274613352e-78,1.9441005668081686e-43,8.866614197674209e-63,2.295152658745785e-55,3.6809345065704484e-59,1.9512259634817847e-69,1.1990169097917334e-62,1.5916807642110512e-61,2.05692074283929e-51,7.275934969739368e-81,1.5507663930031818e-61,2.37727348224432e-53,1.0955754003680764e-72,3.2658296058127116e-81,6.153919406156912e-72,3.5238803513552124e-65,7.131823595105684e-80,4.449631083448475e-87,1.0991121966681914e-91,2.6634224025675696e-85,9.182034915753802e-86
