Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907)
3.3308521419899782e-15,0.2969415100551058,3.76,0.0,0.5272683725407018,0.9999999859456844,4.503450230248756e-31,0.0,1.0715545265504477e-23,2.894062055664074e-12,2.8940620326934335e-12,7.505018415863591e-14,9.470412385432665e-26,1.1373673445587402e-24,2.2943797967882863e-20,2.293379624451105e-20,1.0935891991090158e-14,6.288735738991928e-28,7.505018418364114e-14,1.137138047645051e-23,1.696165163553499e-20,2.8487388342022044e-23,1.0874067229554486e-23,6.046240999230493e-34,5.122234295410459e-29,1.385347678933882e-33,1.0935891990779104e-14,1.2913441222011682e-29,3.37485798201972e-24,1.0199477223168928e-42,2.3649455195577999e-23,4.122509378789349e-24,3.5589791452585594e-33,1.3386825919927425e-29,3.0387114163490625e-27,7.72874087341003e-25,1.4054240424358989e-08,5.315731600194395e-26,5.976507445118547e-44,2.540182612337654e-33,1.7116929436471014e-36,3.8632279493769446e-36,1.2436045600829217e-27,3.56796166508817e-46,4.020895337840023e-43,3.2644999140595697e-41,5.09905119316731e-43,1.729328476921562e-45,6.393343777643317e-51,5.262534791687686e-28,2.5488207847505437e-40,2.9286258333818844e-36,1.016038416764556e-36,1.0153259928183464e-44,1.0562426721000294e-38,1.4919026918827656e-38,2.3265752006432787e-35,5.865123049190348e-54,2.2712892668252217e-41,6.963358155479155e-35,1.3223237407971728e-35,8.596489530056336e-55,3.621875571167627e-45,2.89348357791022e-40,1.6421770748212205e-53,1.8518030540494105e-53,1.2840250929517781e-58,4.7067466481510626e-58,7.480211157200476e-56,1.1278632110959552e-23,4.132936542495076e-67,1.8743866128216448e-65
4.678163152854736e-15,0.2969415100551717,3.76,0.0,0.5272683725394964,0.9999999802608649,1.2386952699549106e-30,0.0,2.097909635892016e-23,4.064693926273819e-12,4.064693881301583e-12,1.0540756242569081e-13,1.854137581612795e-25,2.2267435468259082e-24,4.491773293691577e-20,4.49001017930573e-20,1.5359398969206516e-14,1.7297423559534398e-27,1.0540756247659682e-13,2.226348953338445e-23,2.3837589402883063e-20,5.577299929690749e-23,2.1289403671251152e-23,1.1844222922360654e-33,1.0028382416246706e-28,2.713314897371396e-33,1.5359398968597354e-14,2.528215683680604e-29,6.607338447563509e-24,2.8063334478743963e-42,4.630122918886304e-23,8.071105688024881e-24,9.789119128192597e-33,2.6208918705079406e-29,5.949471777112472e-27,1.5131435367195485e-24,1.9739029558471326e-08,1.040718581879046e-25,1.6438687796206114e-43,5.069780434111839e-33,4.786639635569474e-36,1.0803270281795312e-35,2.4347462058964677e-27,1.4359007153059027e-45,1.1059721433059276e-42,8.979141898382653e-41,1.4025150438517067e-42,4.756632022008083e-45,2.510264013937569e-50,1.0303030956037433e-27,7.0106367620979285e-40,8.055306236318092e-36,2.8412850620757725e-36,4.086105023197509e-44,2.953710947065422e-38,4.172009729747538e-38,6.399336596913528e-35,3.464711359075345e-53,6.247271147487366e-41,1.9152961001945707e-34,3.6370983325641764e-35,3.459579477157138e-54,1.4435259811136808e-44,7.958646339603175e-40,5.08883274260604e-53,7.270856490824384e-53,5.041552473951428e-58,2.780421539766576e-57,2.938731361869918e-55,2.2081415550673752e-23,2.367974841314076e-66,1.0739360261652939e-64
7.372785174584252e-15,0.2969415100553038,3.76,0.0,0.5272683725370856,0.9999999688913522,4.929027818481256e-30,0.0,5.186495815160208e-23,6.405957667482871e-12,6.405957556302182e-12,1.6612231840470314e-13,4.583850056434388e-25,5.504919785928015e-24,1.1104150783061202e-19,1.110023560511227e-19,2.4206412925409857e-14,6.882970191617675e-27,1.661223185349898e-13,5.504228334549261e-23,3.7615749224482665e-20,1.3788240393734194e-22,5.263184503217414e-23,2.93166270686147e-33,2.479224798372932e-28,6.713374235119574e-33,2.4206412923902944e-14,6.250295840805103e-29,1.6334684025807477e-23,1.1175079557846741e-41,1.144662357059468e-22,1.9953446378205057e-23,3.8952765563577473e-32,6.47939130770538e-29,1.4709585999647036e-26,3.740804466941272e-24,3.1108481522610694e-08,2.572858068903265e-25,6.5413151452813875e-43,1.3033410232730912e-32,1.9263305702844482e-35,4.3476584555132783e-35,6.019197626072162e-27,9.715680879558156e-45,4.400942438081325e-42,3.5729712711369695e-40,5.580873506361466e-42,1.8927898385436925e-44,1.6684155883058921e-49,2.5471059949258637e-27,2.7896655472987782e-39,3.2053593879646027e-35,1.1434436060185584e-35,2.764765437245156e-43,1.18868749278411e-37,1.6789795014840411e-37,2.5464135787607494e-34,4.0966904658483654e-52,2.485904450098198e-40,7.621288736771418e-34,1.4472636700937007e-34,2.3408239977467554e-53,9.47810113965648e-44,3.166896867725225e-39,2.794271508013047e-52,4.832485129647004e-52,3.350805768417563e-57,3.287581059182524e-56,1.9524559283626925e-54,5.458959684286371e-23,2.73427607742192e-65,1.240069007497485e-63
1.2762029218043282e-14,0.29694151005556774,3.76,0.0,0.5272683725322639,0.9999999461528322,2.63224472235227e-29,0.0,1.550741770154987e-22,1.1088485149859226e-11,1.108848481743713e-11,2.87551828142297e-13,1.3705608752819338e-24,1.6458984528081167e-23,3.3199612718202225e-19,3.3188888213035915e-19,4.190044083770181e-14,3.675665300268862e-26,2.875518285416631e-13,1.6458680039944562e-22,6.527721095395221e-20,4.122581998164174e-22,1.5736551684032105e-22,8.787212785327651e-33,7.412705097051487e-28,2.0106402974195963e-32,4.1900440833190464e-14,1.8688065375905986e-28,4.883934383248393e-23,5.976910770967503e-41,3.4224564237948864e-22,5.965934102544861e-23,2.080169969276876e-31,1.9372925056412775e-28,4.3988393017227674e-26,1.1184730795267329e-23,5.3846880225301566e-08,7.692569995490985e-25,3.4932708920279826e-42,4.205198279554231e-32,1.0342092858372036e-34,2.3341740915883687e-34,1.799696115876278e-26,9.685711431190914e-44,2.3502821289596826e-41,1.908051364719552e-39,2.980318195438073e-41,1.0108329837963942e-43,1.6495113403347785e-48,7.615555603511097e-27,1.4897474202210898e-38,1.7117377816849757e-34,6.138924215543815e-35,2.7562382899896326e-42,6.381828940110737e-37,9.014114963920044e-37,1.3598405579568017e-33,7.79993488898616e-51,1.327527892604507e-39,4.0699051642271575e-33,7.728652894670241e-34,2.3335703604639027e-52,9.094208617928501e-43,1.6911982108509564e-38,2.9631323285650885e-51,4.7777342512845063e-51,3.312842100967719e-56,6.259414815076152e-55,1.928482835527738e-53,1.6321740200345886e-22,5.1468474872524333e-64,2.334260806451761e-62
2.3540517304961346e-14,0.2969415100560956,3.76,0.0,0.5272683725226206,0.9999999006778126,1.69489884364806e-28,0.0,5.272500097371387e-22,2.0453540114444935e-11,2.0453538984240538e-11,5.304108387360884e-13,4.659941502182275e-24,5.595680531158474e-23,1.1287350809006692e-18,1.1283914102038769e-18,7.728849666184888e-14,2.366701238331098e-25,5.304108401148669e-13,5.596794262216095e-22,1.2102071123862792e-19,1.4016392969476853e-21,5.350293354002767e-22,3.0025714981166185e-32,2.5202545872149178e-27,6.859340171804294e-32,7.728849664647083e-14,6.353865568673366e-28,1.6604813176141052e-22,3.860414671475427e-40,1.163603536418819e-21,2.0283624987694893e-22,1.3393905506813028e-30,6.586629599157273e-28,1.496103986478275e-25,3.802705066828548e-23,9.932165680310402e-08,2.6153427526498747e-24,2.249334652630516e-41,1.642034661735148e-31,6.671846355922346e-34,1.5058138191216573e-33,6.118801817838411e-26,1.2117904895750695e-42,1.5134075578901432e-40,1.228566006989229e-38,1.918981991119968e-40,6.509095978969339e-43,2.0578599746745043e-47,2.589146432778879e-26,9.592261402970706e-38,1.1021624396509762e-33,3.960315468803179e-34,3.448365625630348e-41,4.117018068041383e-36,5.815149803609688e-36,8.755750708257904e-33,1.919711230060473e-49,8.547702564786939e-39,2.620494276199908e-32,4.976262437555181e-33,2.919476083710952e-51,1.1035605660458719e-41,1.0889377420109595e-37,5.447262922313049e-50,5.960495519247451e-50,4.1329595192325526e-55,1.5405561246139127e-53,2.4040616657900966e-52,5.5491381760753e-22,1.2613721750699396e-62,5.7208505750602737e-61
4.509749347879747e-14,0.2969415100571515,3.76,0.0,0.527268372503334,0.9999998097358564,1.212033292256648e-27,0.0,1.934686569505653e-21,3.918365004294836e-11,3.91836458959783e-11,1.0161288244009124e-12,1.7099546009589378e-23,2.053015262071416e-22,4.1415347792601655e-18,4.140317054498615e-18,1.4806460830857255e-13,1.692364939747672e-24,1.01612882950337e-12,2.0543218178273034e-21,2.3419007680987857e-19,5.142921350586882e-21,1.9631493621733117e-21,1.1127918461044345e-31,9.247396843357256e-27,2.5340511456883024e-31,1.4806460825185287e-13,2.3314447433870134e-27,6.092590706387052e-22,2.7776771711865477e-39,4.269518868414665e-21,7.442511388627642e-22,9.577665811558108e-30,2.4167906346360802e-27,5.49351455962947e-25,1.395296655386187e-22,1.902631272953301e-07,9.595829386372749e-24,1.6085454284945237e-40,7.5896090302727e-31,4.7736365827034676e-33,1.07739625594592e-32,2.2451248530042094e-25,1.710900420337593e-41,1.0823387148761951e-39,8.785186643291247e-38,1.3722178320906214e-39,4.655203547313538e-42,2.903049261187504e-46,9.499619761384554e-26,6.859198380274914e-37,7.881302166757468e-33,2.8335634771573308e-33,4.868684419201352e-40,2.9456844651659433e-35,4.1606833248125236e-35,6.26094349428962e-32,5.3842316560899243e-48,6.11218508718216e-38,1.8737713785403986e-31,3.5582606798374516e-32,4.121717493599115e-50,1.5285917405422405e-40,7.786741606020308e-37,1.3649380403858987e-48,8.408521429457554e-49,5.830401994191615e-54,4.3207892026798e-52,3.3906507609576966e-51,2.0360259397787107e-21,3.533259171127122e-61,1.6025494823129845e-59
8.821144582646972e-14,0.2969415100592633,3.76,0.0,0.5272683724647608,0.9999996278842694,9.159774869463405e-27,0.0,7.402330011682956e-21,7.664386989728333e-11,7.664385403197775e-11,1.987564653662768e-12,6.542784396550889e-23,7.853085758252707e-22,1.5844419629461273e-17,1.5839847021734395e-17,2.896168315971527e-13,1.2788624976821762e-23,1.9875646732706876e-12,7.864964714082695e-21,4.67258699715901e-19,1.9675548359063784e-20,7.510598965002223e-21,4.342586653983014e-31,3.537849782245829e-26,9.82649136697294e-31,2.89616831377902e-13,8.92008710764657e-27,2.3308146210537833e-21,2.1250103081219606e-38,1.6334147542453543e-20,2.847325425476513e-21,7.237577885833217e-29,9.246137273300654e-27,2.1047338764765465e-24,5.338067982949294e-22,3.7211374294398713e-07,3.6707938546417793e-23,1.2156834523964192e-39,4.1022358103165565e-30,3.607882361703778e-32,8.14292086273972e-32,8.589313341856812e-25,2.5701539464207673e-40,8.180998660089548e-39,6.638724740429516e-37,1.0369457857103315e-38,3.5188696229571674e-41,4.36010846468296e-45,3.633917788514461e-25,5.183304866032232e-36,5.955680557782722e-32,2.1415867287701915e-32,7.313887903165064e-39,2.226330032146516e-34,3.144622814105283e-34,4.731090275144322e-31,1.6127383204579078e-46,4.618695666759525e-37,1.4158328946873098e-30,2.688656749212571e-31,6.1910577913055545e-49,2.2728632681656124e-39,5.884233026384889e-36,3.924077789887899e-47,1.2628715175382557e-47,8.756654082614571e-53,1.294191939517691e-50,5.094646205460291e-50,7.788763599376894e-21,1.0583899668016729e-59,4.8008581143633535e-58
1.3132539817414198e-13,0.29694151006137504,3.76,0.0,0.5272683724261875,0.9999994460757756,2.8629914076044925e-26,0.0,1.6407561992921297e-20,1.1410408974805584e-10,1.1410405458467792e-10,2.959000293531289e-12,1.45029046061955e-22,1.7403029404543685e-21,3.511701421791473e-17,3.5106941797627297e-17,4.311690548810902e-13,3.9969785867451606e-23,2.9590003370537583e-12,1.7442025459065518e-20,7.093010729893618e-19,4.360823520449988e-20,1.664637924215868e-20,9.782704129936791e-31,7.841217311225066e-26,2.2021837609868705e-30,4.311690543909979e-13,1.9771207522153104e-26,5.1658295138945004e-21,6.696410456336444e-38,3.6202504652632044e-20,6.310725661884966e-21,2.2620580345567697e-28,2.0493003439867828e-26,4.6704790898945735e-24,1.1831130721102658e-21,5.53921265097572e-07,8.13521176457217e-23,3.799885227311589e-39,1.1298891729189978e-29,1.1276538050502561e-31,2.5450997440746324e-31,1.9037106183964288e-24,1.072676023923874e-39,2.5574233428682195e-38,2.0748906884088698e-36,3.240903950134296e-38,1.100060184419376e-40,1.8196837299627385e-44,8.053354524282263e-25,1.6200078677096357e-35,1.8614088914178104e-31,6.693586718448002e-32,3.0525233905589945e-38,6.958460767607437e-34,9.828620862854013e-34,1.4786437362539174e-30,8.583577972008989e-46,1.4435193396038215e-36,4.424831413631585e-30,8.402752606960377e-31,2.5837352173556364e-48,9.844462072171648e-39,1.839080386171079e-35,2.250614988447949e-46,5.270529960432895e-47,3.654545829928921e-52,6.888125530244541e-50,2.130349743794542e-49,1.726171001277059e-20,5.641012941094138e-59,2.558864442818408e-57
1.7443935052181424e-13,0.2969415100634869,3.76,0.0,0.5272683723876143,0.9999992643103659,6.480044857250099e-26,0.0,2.8951166670280893e-20,1.51564309595266e-10,1.5156424755408238e-10,3.930435744048942e-12,2.559135591050947e-22,3.0701409605493854e-21,6.195931210422554e-17,6.194159136089825e-17,5.727212781629654e-13,9.046149452843813e-23,3.9304358208926476e-12,3.079194051066201e-20,9.60317980246897e-19,7.694094760052915e-20,2.937056155891867e-20,1.7532611686597178e-30,1.3834863429726017e-25,3.92709337157956e-30,5.727212772911405e-13,3.4885425159803524e-26,9.114230706800941e-21,1.5274144740014035e-37,6.387458647350766e-20,1.1134451658865962e-20,5.1196242493944775e-28,3.6157478882394573e-26,8.250073414939264e-24,2.0874483797430904e-21,7.3568570347185e-07,1.4352448474295648e-22,8.600892030982345e-39,2.3720522889398843e-29,2.5522023339676694e-31,5.760301795310908e-31,3.358851074090719e-24,3.009636497281022e-39,5.789251469314488e-38,4.696016678390699e-36,7.33500039157906e-38,2.490308697002114e-40,5.105514383490767e-44,1.4207805570425631e-24,3.6664971498268326e-35,4.212850321414691e-31,1.514949033939103e-31,8.564572109098352e-38,1.5748989923318422e-33,2.2245003010496244e-33,3.346494270327561e-30,2.900754406152946e-45,3.2670068819392375e-36,1.0013974614782441e-29,1.9016594789454462e-30,7.248841893089357e-48,2.846594738554413e-38,4.1623193492205825e-35,8.080045249803845e-46,1.4787492130822431e-46,1.0253538279669384e-51,2.3277786371241946e-49,5.987682465534411e-49,3.0454200209242544e-20,1.9089713639688106e-58,8.659757372114716e-57
2.175533028694865e-13,0.2969415100655986,3.76,0.0,0.527268372349041,0.9999990825880298,1.2302571792040818e-25,0.0,4.503395457738715e-20,1.8902452943891396e-10,1.8902443294019528e-10,4.9018710052596285e-12,3.98092136686727e-22,4.7746741516447895e-21,9.637130629168976e-17,9.634378501299969e-17,7.142735014454462e-13,1.7173375675764326e-22,4.9018711248287775e-12,4.792136393271797e-20,1.2203102312211575e-18,1.1967364968097308e-19,4.568321953071929e-20,2.769614126420248e-30,2.151880993648649e-25,6.172972789883436e-30,7.142735000783301e-13,5.426337995649187e-26,1.417594264051299e-20,2.9221311265617035e-37,9.935038880486853e-20,1.731850315990346e-20,9.719242154559036e-28,5.623965618774287e-26,1.2847120347946153e-23,3.24681259895295e-21,9.174070681111773e-07,2.2322102658561955e-22,1.6329643421022216e-38,4.278513751740999e-29,4.845202335838661e-31,1.0935613961492344e-30,5.224353443954356e-24,6.816318673326346e-39,1.0992666155081745e-37,8.915054659545375e-36,1.3924964437117483e-37,4.728799956685289e-40,1.1563157539766268e-43,2.209678856754689e-24,6.960581943163905e-35,7.997794581362872e-31,2.8760382399024414e-31,1.9397363522143073e-37,2.989852285810994e-33,4.2230853540226406e-33,6.352967123797595e-30,7.680982756172967e-45,6.20208158472398e-36,1.9009743530711057e-29,3.6099728784847206e-30,1.6416468638668549e-47,6.591821985143068e-38,7.901873141885321e-35,2.238334656835976e-45,3.349101250187808e-46,2.3222427689683513e-51,6.163757407099857e-49,1.3581766050807181e-48,4.736554666382925e-20,5.06119857428686e-58,2.29602040131081e-56
3.03781207564831e-13,0.29694151006982217,3.76,0.0,0.5272683722718946,0.9999987192725415,3.2550076028183363e-25,0.0,8.782008528888578e-20,2.6394496911552377e-10,2.6394478096256166e-10,6.844740959922861e-12,7.763713345598949e-22,9.307275751433623e-21,1.8790435712547555e-16,1.8785076441354418e-16,9.973779480221164e-13,4.543177298715758e-22,6.844741193146312e-12,9.35434086238466e-20,1.7672237662024123e-18,2.3333888928530267e-19,8.907423514147094e-20,5.565509119173913e-30,4.195768483141219e-25,1.2285466451908883e-29,9.9737794531385e-13,1.0581287362370082e-25,2.763901851058315e-20,7.84953814309525e-37,1.9371313890904658e-19,3.3767581632448854e-20,2.571231826236235e-27,1.0965745940078806e-25,2.5106929331031294e-23,6.330627302140984e-21,1.2807206134199545e-06,4.351717570968976e-22,4.320798716648031e-38,1.0610127124648356e-28,1.2818085816247013e-30,2.8930548406629624e-30,1.01864466526581e-23,2.388066027871866e-38,2.9092884586050887e-37,2.358484202993366e-35,3.6838522522318086e-37,1.2516111569813086e-39,4.051153913935003e-43,4.307656241882067e-24,1.8414254858224825e-34,2.1158207832837514e-30,7.60861391830577e-31,6.795815962290232e-37,7.909725533511025e-33,1.1172291724377098e-32,1.680621124441867e-29,3.494153188640191e-44,1.6407125363252762e-35,5.0284703196639817e-29,9.549187221655623e-30,5.750759941876873e-47,2.3821055177131535e-37,2.090448954096388e-34,1.0863755160038588e-44,1.1733411885258744e-45,8.135868283926742e-51,2.803925713804826e-48,4.771142924808135e-48,9.234225942982422e-20,2.3077582598429898e-57,1.0470002515560937e-55
4.7623701695552e-13,0.2969415100782693,3.76,0.0,0.5272683721176018,0.9999979931580012,1.2345349044193323e-24,0.0,2.1589876199424067e-19,4.1378584842600273e-10,4.1378538600798264e-10,1.0730478599526499e-11,1.908938437739608e-21,2.2862193223451296e-20,4.618064954932293e-16,4.616747679652624e-16,1.563586841301935e-12,1.7226353632518266e-21,1.0730479172798122e-11,2.304389346351196e-19,2.9687911371109357e-18,5.734676343047523e-19,2.189212602020062e-19,1.453194048572274e-29,1.0312001196145877e-24,3.145896406553361e-29,1.5635868344294535e-12,2.60105299717263e-25,6.792152243949124e-20,3.078376170334081e-36,4.760830911188565e-19,8.298963202702159e-20,9.749577403657782e-27,2.695096217629306e-25,6.199689465436312e-23,1.5558597978449906e-20,2.0068312677902356e-06,1.0691840853184235e-21,1.6390199654680316e-37,3.758145772442549e-28,4.860375163455937e-30,1.0970043344695195e-29,2.5035008882798347e-23,1.4066605897770654e-37,1.1041296944703728e-36,8.942888572227173e-35,1.3968350554557211e-36,4.7509424479655816e-39,2.3863899868535355e-42,1.058289549293928e-23,6.982294764303676e-34,8.02274495142406e-30,2.8850366656682927e-30,4.003049506769334e-36,2.999224582547788e-32,4.236346598590685e-32,6.372048434726645e-29,3.2836967365922077e-43,6.220794276104883e-35,1.9062035416487587e-28,3.61998017200419e-29,3.3863820346744992e-46,1.4435355279947246e-36,7.926576657753995e-34,1.0675599917338388e-43,6.911506178714583e-45,4.792398962384635e-50,2.634964957925097e-47,2.8234063436485474e-47,2.2689125078576806e-19,2.178935169714576e-56,9.887919876770081e-55
6.48692826346209e-13,0.2969415100867164,3.76,0.0,0.527268371963309,0.9999972677315042,3.1032575796253118e-24,0.0,4.006961293616809e-19,5.636267276795011e-10,5.636258697212134e-10,1.4616213215185096e-11,3.5434258667218755e-21,4.2395450110008177e-20,8.568229660219498e-16,8.565782492341252e-16,2.129795734893483e-12,4.329099857221231e-21,1.4616214278691174e-11,4.285599298171723e-19,4.314055664332727e-18,1.0639921334054093e-18,4.06192220150722e-19,2.8588611451999447e-29,1.913296095523945e-24,6.073360070542974e-29,2.129795721737812e-12,4.826899639936113e-25,1.2600844358616758e-19,7.976416282003114e-36,8.833120790111362e-19,1.5397685843495159e-19,2.4501926202714763e-26,5.000554864106878e-25,1.155736755205998e-22,2.886701686005454e-20,2.732253878562083e-06,1.9831292480603227e-21,4.120617901717212e-37,9.123599688393048e-28,1.2214770201680036e-29,2.7569480969631766e-29,4.6449444909326214e-23,4.714723713829458e-37,2.7771244346787594e-36,2.2474628828974606e-34,3.510411536616641e-36,1.1951609409661373e-38,7.998809073223803e-42,1.962793082511737e-23,1.75473735495875e-33,2.016215740822319e-29,7.250468463448395e-30,1.3417236696589635e-35,7.537466373422914e-32,1.064656295776329e-31,1.6012547695304145e-28,1.4360150799836792e-42,1.5632593689570907e-34,4.789383214731343e-28,9.095414580462499e-29,1.134736270294494e-45,4.8944305930038246e-36,1.992055998221576e-33,4.765323093616511e-43,2.3165693960382706e-44,1.6062983216686996e-49,1.1522907141214656e-46,9.495605835010474e-47,4.208641554220399e-19,9.555506699370707e-56,4.3369611796143317e-54
8.211486357368981e-13,0.2969415100951635,3.76,0.0,0.5272683718090162,0.9999965429923964,6.282075713107299e-24,0.0,6.42265112782621e-19,7.134676068760275e-10,7.134662321025293e-10,1.8501944809760152e-11,5.680533170493279e-21,6.789738490083465e-20,1.3729533017861021e-15,1.3725604996346445e-15,2.696004628970974e-12,8.761425849138432e-21,1.850194651352488e-11,6.883409005523914e-19,5.8030702142513736e-18,1.704910032371206e-18,6.508919146306962e-19,4.8478730063050024e-29,3.065878988020888e-24,1.0112777828919147e-28,2.6960046072389274e-12,7.736086515093919e-25,2.0189484927073115e-19,1.6620316210060982e-35,1.4153998180564051e-18,2.4672924225162246e-19,4.958923561155148e-26,8.013010932385017e-25,1.86072088247409e-22,4.625587564639335e-20,3.4569891003122815e-06,3.176745701443537e-21,8.342755000394134e-37,1.808338298229531e-27,2.472141339619414e-29,5.579833468298157e-29,7.442980266309877e-23,1.1885557105658015e-36,5.6251482934007264e-36,4.548623407823786e-34,7.10466691807807e-36,2.4212210024295727e-38,2.0165317347834122e-41,3.14396201320149e-23,3.551393731263673e-33,4.0805976442679536e-29,1.4674161699184877e-29,3.382449563769825e-35,1.5255071881002885e-31,2.1547644949595916e-31,3.2405234120048213e-28,4.426968074811201e-42,3.163658002517789e-34,9.690910391476261e-28,1.8404048399694165e-28,2.859929067506707e-45,1.241565276105893e-35,4.031717977210839e-33,1.4887002857269297e-42,5.840021549151088e-44,4.04944966997724e-49,3.5522317197941354e-46,2.401225694631873e-46,6.742161471239357e-19,2.9529634351616295e-55,1.340467542659816e-53
1e-12,0.29694151011205766,3.76,0.0,0.5272683716490014,0.9999957921016099,1.1337069142340347e-23,0.0,9.5281791981244e-19,8.688653621096142e-10,8.688633232504113e-10,2.2531776274917076e-11,8.428564769462996e-21,1.0063959161622461e-19,2.03615837075295e-15,2.035574661171517e-15,3.2832114829588327e-12,1.5807021947035085e-20,2.2531778800984495e-11,1.0233517918276358e-18,7.499206902518163e-18,2.528456845031707e-18,9.653343177533124e-19,7.611317062542451e-29,4.546940289300548e-24,1.5585215816502031e-28,3.2832114497241746e-12,1.147542970955445e-24,2.9939212646436525e-19,3.0960178666009156e-35,2.099110048912036e-18,3.6591221668528453e-19,8.946929008017823e-26,1.1884061192886158e-24,2.7730962733783687e-22,6.859982619334291e-20,4.207875856341109e-06,4.709770168418967e-21,1.50583169615173e-36,3.2160050926273658e-27,4.4602651118233074e-29,1.0067320097435348e-28,1.103835525801615e-22,2.6228631498958263e-36,1.0158172729121196e-35,8.20666795075329e-34,1.281824625333549e-35,4.3731455177128597e-38,4.4502370423877253e-41,4.6608461832968555e-23,6.407444507576164e-33,7.362238540043238e-29,2.64752342763684e-29,7.4643854677038e-35,2.7523434295341864e-31,3.8876744373911503e-31,5.84608345845354e-28,1.2157241535338567e-41,5.707469950529231e-34,1.74797630257947e-27,3.3196398489998317e-28,6.309184702269978e-45,2.75283246935615e-35,7.274084217460048e-33,4.1141395331005827e-42,1.2887795680841586e-43,8.936371182340484e-49,9.754751917831736e-46,5.319410305612183e-46,9.996390297346293e-19,8.139672178974111e-55,3.6958733176420866e-53
1.1660602545182761e-12,0.29694151011205766,3.76,0.0,0.5272683715004306,0.9999950955737393,1.7970497897693054e-23,0.0,1.2959291182260389e-18,1.0131493650981966e-09,1.0131465928705118e-09,2.627339894706088e-11,1.1465390928077774e-20,1.3676884143684859e-19,2.768553706870214e-15,2.767758481608868e-15,3.828422419278974e-12,2.5049515374102182e-20,2.62734023807686e-11,1.3946165426225556e-18,9.212560339388522e-18,3.437916638243704e-18,1.3125966511751623e-18,1.0891903961213523e-28,6.182562233205161e-24,2.1933857298688454e-28,3.8284223728194405e-12,1.5606148365315398e-24,4.070464404199767e-19,5.045195260654836e-35,2.8541504155696464e-18,4.975294079041504e-19,1.4178602761560717e-25,1.6159156339406239e-24,3.787693074947193e-22,9.327487990498646e-20,4.904399984520544e-06,6.401950497678574e-21,2.3872496372053123e-36,5.048105104934456e-27,7.068394787913123e-29,1.595433610803357e-28,1.5008847459371113e-22,4.838623250530285e-36,1.611124747118206e-35,1.3005485753947272e-33,2.0313583227592202e-35,6.937088339228046e-38,8.210068686992944e-41,6.335044675044813e-23,1.0154155388716526e-32,1.166726086720441e-28,4.1956490906760154e-29,1.3770366989787508e-34,4.361778787459301e-31,6.161017518493061e-31,9.263847880645725e-28,2.5930124461967926e-41,9.044277245030575e-34,2.7694337896797356e-27,5.259595980491157e-28,1.163615727181826e-44,5.093913552871738e-35,1.1527608274067174e-32,8.796070613189888e-42,2.3775590580636047e-43,1.6485977018599672e-48,2.0805442365813086e-45,9.842582962784088e-46,1.3588787480598404e-18,1.7402076629981862e-54,7.902836087422267e-53
1.855883492081032e-12,0.2969415101458461,3.76,0.0,0.5272683708832593,0.9999922089564657,7.248202063485676e-23,0.0,3.2868378348179607e-18,1.6125128808592362e-09,1.6125058584355244e-09,4.1816271093825775e-11,2.909707085334325e-20,3.4571422907694774e-19,7.013100446550872e-15,7.011068627246758e-15,6.0932580133675104e-12,1.0092138117564829e-19,4.181627978059885e-11,3.5661439132395715e-18,1.775885963505315e-17,8.708547448028228e-18,3.3253612909382684e-18,3.3624347295873253e-28,1.5662395068277232e-23,6.338626918610275e-28,6.0932578822936725e-12,3.956468254275469e-24,1.0307272734246177e-18,2.2801375521996787e-34,7.229944176954216e-18,1.2603108137201596e-18,5.712973659841925e-25,4.093806520099181e-24,9.774927360828867e-22,2.362778052564567e-19,7.79100171111248e-06,1.6196977231060512e-20,9.634752498179612e-36,1.9902356145326773e-26,2.8480816355278843e-28,6.42882067358508e-28,3.801989813469981e-22,3.1648900520033924e-35,6.514975108979115e-35,5.24030502140179e-33,8.184811375538798e-35,2.807151526213024e-37,5.3711960172355175e-40,1.6023461252056546e-22,4.091385654486758e-32,4.701060470389997e-28,1.6905473899208869e-28,9.007596650614251e-34,1.757515633736769e-30,2.4825318181620497e-30,3.73141979644916e-27,2.850557323900196e-40,3.6431201673175156e-33,1.1147055299280822e-26,2.1171316039094138e-27,7.601392191559767e-44,3.367592494926085e-34,4.644878619053325e-32,9.629044675072392e-41,1.5552534583460052e-42,1.0784240857475126e-47,2.2869078321415356e-44,6.52946025829716e-45,3.4387914327254117e-18,1.9382892353033423e-53,8.81122385817334e-52
