Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907)
0.00022780837656135604,0.31298158349812494,3.76,0.0,0.005196899635206488,0.5626635800780061,0.2823615277291201,0.0,0.0017553539718789478,0.4129551904614262,3.2339624993427704e-06,0.001984624544033613,5.187966811732401e-13,4.352509250174408e-14,0.0010513168746235505,3.0222320183974926e-06,0.025349201865879998,0.09398587125330139,0.0005696385528284765,5.229363234440828e-06,0.002212373589052492,3.0722211197566343e-06,0.2862945641092964,0.000764257674355197,0.0009312589926472286,2.3889737678348298e-05,0.019191625829973972,0.00035766170077922176,2.041521561748374e-08,1.0850297241373614e-08,0.004017686886876271,7.3070868375965936e-06,0.10766639072395896,2.885439073973164e-08,4.3077586206013e-06,0.0001650800392747899,0.0004322157290988224,4.331292353755983e-08,2.071075328118491e-10,1.6477146983916296e-06,3.9758282533306455e-07,1.971056254996768e-05,0.0007767561170484339,1.6173915784900314e-09,5.843892312445009e-07,9.45092119008658e-07,2.5042919166285884e-07,2.6298617287604334e-10,0.00017615839653446592,4.468570213531692e-11,6.686001331246272e-06,6.178276741264046e-05,5.7407440807314195e-06,1.0518042204981968e-05,0.0003324255870356786,5.592756595200039e-07,7.377149523883429e-07,2.4302563795314643e-08,8.828090319219168e-05,1.0002079920672556e-09,2.122989071110174e-09,2.005353601541542e-15,0.00013920396220323177,0.0012866405436934172,2.481523418303793e-07,4.718046686435667e-09,3.1559280833632243e-06,7.838323753100402e-13,1.5277121268744842e-06,2.918770382216803e-10,9.886964247569058e-13,3.544327147327636e-06
0.00022811138582578573,0.31299163761478654,3.76,0.0,0.004979126265936567,0.5620784851679667,0.28265300458442505,0.0,0.0018140913836425885,0.41346135871357187,3.093667082046038e-06,0.001924077349808984,4.971796581911126e-13,4.161343531979629e-14,0.0010738138556837939,2.977626316573165e-06,0.025094561479057986,0.09406598232949746,0.0005730032072394823,5.343660916152321e-06,0.0022670325612082626,2.97546926850503e-06,0.2866940883360939,0.0007517256615755037,0.0009019113444980675,2.3598002754381894e-05,0.01896945247316561,0.0003407384076251156,1.9914123733967173e-08,1.0706326015196651e-08,0.004008483976208781,7.352474249130688e-06,0.1078797172120972,2.729740703191714e-08,4.254340197437591e-06,0.00016422943628288447,0.00043176628565134024,4.277502773680995e-08,2.0333216769733776e-10,1.610994552512809e-06,3.9040413773702515e-07,1.9452312165858903e-05,0.0007470080258297347,1.594493674473082e-09,5.787678198507655e-07,9.28281027106897e-07,2.4597669942351094e-07,2.5915862108950845e-10,0.00017025257858958168,4.4115887125180935e-11,6.616588984094252e-06,6.308353956855081e-05,5.711878909266452e-06,1.0449630611360124e-05,0.0003261017610124994,5.56613056428598e-07,7.538579636137337e-07,2.411883943087491e-08,8.896672468841814e-05,1.0340044403674045e-09,2.17014653502607e-09,1.965096884343013e-15,0.00013791886480420048,0.0012875632273590004,2.456046771144742e-07,4.721447877594568e-09,3.176206025351814e-06,7.779051576331536e-13,1.5176605427187313e-06,2.9157562908873815e-10,9.811702686949185e-13,3.5338082790561032e-06
0.00022841439509021543,0.3130015269398546,3.76,0.0,0.004763852627719012,0.5614877528361683,0.28294562632454223,0.0,0.0018760313593002296,0.4139686569671818,2.9551072488854644e-06,0.0018628449374381503,4.75874672114933e-13,3.9728622156607665e-14,0.0010972240449073816,2.9326639801440673e-06,0.02483451214509821,0.09414814648438057,0.000576349971661515,5.463421184041431e-06,0.002324003391687936,2.877831194035975e-06,0.2870970537558216,0.0007389538146493985,0.000872601643639062,2.330075000130659e-05,0.01874204948525199,0.00032417103057467956,1.941028771001202e-08,1.056003906894686e-08,0.003997563031784773,7.398296634001944e-06,0.10809184958586109,2.5768250741201322e-08,4.199853502060645e-06,0.00016335391105291928,0.0004313125118507316,4.222636103972581e-08,1.9945732703328225e-10,1.5738704342790467e-06,3.831011827875135e-07,1.918667637634081e-05,0.0007175416177362661,1.5710218439339795e-09,5.729506539492154e-07,9.110343433225675e-07,2.414098530640756e-07,2.5518798274035535e-10,0.00016434135672573907,4.353478840541236e-11,6.5431773147429275e-06,6.440852268210387e-05,5.680288984788576e-06,1.0376524646442988e-05,0.0003197265284610786,5.536877025997284e-07,7.706420051563055e-07,2.3924421215211e-08,8.96719514908906e-05,1.0696899521100197e-09,2.2192702443589566e-09,1.924594333051434e-15,0.00013654927202728364,0.00128845944246942,2.429095798003181e-07,4.724752206724922e-09,3.1954679514201635e-06,7.716329174277873e-13,1.5072004914602872e-06,2.912357700152683e-10,9.733862279768914e-13,3.522950158863687e-06
0.00022871740435464512,0.31301124013521076,3.76,0.0,0.00455121752421128,0.5608912005831599,0.2832393919985048,0.0,0.0019413775232030176,0.41447692592597896,2.818393330398636e-06,0.001800968828917045,4.548975607196935e-13,3.787207852966423e-14,0.0011215867582055196,2.8873279688588407e-06,0.024568888983402166,0.09423249676476662,0.0005796717880995238,5.588883237059978e-06,0.0023833981938443344,2.7793757279273183e-06,0.287503570634787,0.0007259374798696785,0.0008433454026601466,2.299765586855008e-05,0.018509228510984462,0.00030796891615454756,1.8904211407264184e-08,1.0411298910115801e-08,0.003984778792933795,7.444561891273983e-06,0.10830261895247133,2.4269315975119018e-08,4.1442619513754635e-06,0.00016245236042627278,0.0004308542675079187,4.166655452967953e-08,1.9547977475195282e-10,1.5363359908350499e-06,3.756691750391598e-07,1.8913223505059085e-05,0.0006883758047345714,1.5469429220600141e-09,5.669296983387738e-07,8.933374899309805e-07,2.367247976999697e-07,2.510690862553154e-10,0.00015842922444096229,4.2942022333062296e-11,6.465551055499107e-06,6.575529774213815e-05,5.645744351385787e-06,1.0298362310054481e-05,0.0003133002907357066,5.504771229928891e-07,7.880943568492863e-07,2.3718509583073325e-08,9.039747802567577e-05,1.1073874832660916e-09,2.2704505105448462e-09,1.883849907644102e-15,0.00013509219157161918,0.001289328890107906,2.400622174571812e-07,4.72795856721576e-09,3.213634766641139e-06,7.649898590875903e-13,1.4963147641224881e-06,2.9085283746582876e-10,9.653340137530231e-13,3.5117399767525273e-06
0.0002290204136190748,0.31302076496390346,3.76,0.0,0.0043413691311961,0.5602886464900348,0.28353429611311654,0.0,0.0020103448215011304,0.41498598289345817,2.68364178336728e-06,0.0017384979281317796,4.342648942303582e-13,3.6045303755176067e-14,0.0011469416435917006,2.841600085977984e-06,0.024297526258601064,0.09431917468293839,0.0005829609557002432,5.720286690077189e-06,0.0024453328771611854,2.6801829241831053e-06,0.2879137475885583,0.0007126724188785319,0.0008141595290011972,2.2688371818921498e-05,0.018270797686638172,0.00029214150767976053,1.8396465041940946e-08,1.0259957739951388e-08,0.0039699769203227825,7.491285443038352e-06,0.10851183987110222,2.2803050404281423e-08,4.0875285034168715e-06,0.0001615236484166003,0.0004303914128791001,4.109523472651852e-08,1.913964379185367e-10,1.4983860636290362e-06,3.6810333857888964e-07,1.8631504650978786e-05,0.0006595305082111629,1.5222225587337786e-09,5.606967364663155e-07,8.751762596817251e-07,2.3191777088176314e-07,2.4679685137322765e-10,0.00015252108787409315,4.23372007343575e-11,6.38349051259958e-06,6.712088049659353e-05,5.607999549483235e-06,1.0214758675176394e-05,0.0003068236153852139,5.469573024321783e-07,8.062425506794421e-07,2.350025682773354e-08,9.114424031691824e-05,1.1472271698771306e-09,2.3237793304599882e-09,1.8428686252096443e-15,0.00013354470738564548,0.0012901712882833838,2.3705792650360376e-07,4.731065913703367e-09,3.230628430760509e-06,7.579486343146739e-13,1.484985635622352e-06,2.9042181477125513e-10,9.570030807403645e-13,3.500164345130362e-06
0.00022923927077211708,0.3130275199738526,3.76,0.0,0.004191622079126384,0.5598495997454493,0.2837480014210272,0.0,0.0020625379601655887,0.4153540375920614,2.587603098555895e-06,0.0016930383682830315,4.1958631929909594e-13,3.4745263238384247e-14,0.001165894438942074,2.8083171618899857e-06,0.024097863336894388,0.09438331255599014,0.0005853116471400064,5.819026337749505e-06,0.0024917140031818015,2.608130990226795e-06,0.2882123460546959,0.0007029345202759725,0.0007931332773678613,2.24609223663244e-05,0.01809498526584314,0.00028094812879343197,1.8029050799298235e-08,1.014894052907898e-08,0.003957939038066605,7.52533150716878e-06,0.10866187854522028,2.176571890682875e-08,4.0458198554937906e-06,0.00016083530852617776,0.0004300541571856289,4.067520936890889e-08,1.8837971821602101e-10,1.4707151117987064e-06,3.6255280310509554e-07,1.842262253645437e-05,0.0006389073051128629,1.5039486894169747e-09,5.560582219693e-07,8.617622820472275e-07,2.283678595692922e-07,2.4361295766036524e-10,0.00014825924885346676,4.189263226651074e-11,6.321336545240003e-06,6.811689308795635e-05,5.578600305380211e-06,1.0150759988139033e-05,0.00030211469675682696,5.442083143112829e-07,8.197989701008617e-07,2.3334438293064562e-08,9.169736945817807e-05,1.1774121512071843e-09,2.3636864805424255e-09,1.8131248411117283e-15,0.00013236917529825114,0.0012907627626628244,2.34787872933921e-07,4.733248148473408e-09,3.2421287111861193e-06,7.525990196431422e-13,1.4765168089744705e-06,2.900775427084108e-10,9.508063989499271e-13,3.4915683440961815e-06
0.00022945812792515935,0.3130341645526548,3.76,0.0,0.004043473618624411,0.5594072612967258,0.2839622894153362,0.0,0.0021168268083969887,0.41572230795070203,2.4927000988533836e-06,0.0016473222586423693,4.051031582514018e-13,3.346218647725539e-14,0.001185400335933484,2.7748119814107003e-06,0.02389505780915578,0.09444880259205884,0.000587637576303721,5.92107777952062e-06,0.0025395283514504947,2.535781157082497e-06,0.28851294776166336,0.00069306371076996,0.0007721607282269081,2.222989908596706e-05,0.017916071107830073,0.00026995877067805023,1.7661363917780618e-08,1.0036420737593804e-08,0.003944699079980923,7.559642433608995e-06,0.1088109208494109,2.074766921321979e-08,4.003481990248251e-06,0.00016013174313857248,0.0004297143729804808,4.024883996811e-08,1.8530534037760987e-10,1.442824640138312e-06,3.5692825804397916e-07,1.820900766891951e-05,0.0006184704572284762,1.4853082144983012e-09,5.513015636505805e-07,8.480940646801778e-07,2.2475113199389178e-07,2.40344714353758e-10,0.00014400443183077284,4.144142394935475e-11,6.256669314677743e-06,6.91192484823294e-05,5.547292642518379e-06,1.0083549795738031e-05,0.00029738020576662306,5.412745913620629e-07,8.337430963571856e-07,2.316136399245158e-08,9.226246841259614e-05,1.2088402498293626e-09,2.4047982507485456e-09,1.7832634527946043e-15,0.00013114400839093354,0.0012913398988044457,2.3243206446860925e-07,4.735377883721698e-09,3.252947873580328e-06,7.470153116420346e-13,1.4678001995695487e-06,2.897031923430928e-10,9.444545903680912e-13,3.4827689548350243e-06
0.0002296550993628974,0.313040045637842,3.76,0.0,0.003911560782553048,0.5590062883055784,0.2841556406393467,0.0,0.002167554370151934,0.41605385698788194,2.4082994859388746e-06,0.0016059804286387652,3.9224108729585135e-13,3.232244486232487e-14,0.0012034406068709897,2.74446062919737e-06,0.023709795259709714,0.09450895105829027,0.0005897067943328143,6.015826931377323e-06,0.0025838252407344416,2.4704467784763224e-06,0.2887852327337583,0.0006840655128538748,0.0007533378495310212,2.201879235060874e-05,0.017752335366466438,0.0002602457440521488,1.733044927753701e-08,9.93381336589312e-09,0.003931700196054001,7.590762487062407e-06,0.1089441340389131,1.9848689739329358e-08,3.964828375529316e-06,0.00015948514117696235,0.0004294063638518583,3.985956691997417e-08,1.824883707202546e-10,1.4175352694046455e-06,3.5180150040925366e-07,1.8012557824904784e-05,0.0006002436670086365,1.46820701051158e-09,5.469169142706848e-07,8.355715100003215e-07,2.2143794519835567e-07,2.3732977262603494e-10,0.00014018298919915543,4.102953863588412e-11,6.196250762690327e-06,7.002530344043364e-05,5.517395423672846e-06,1.0020177234677366e-05,0.0002930976396067177,5.384675958633831e-07,8.466327117957778e-07,2.2999093098692606e-08,9.278161651693796e-05,1.2382346362161932e-09,2.442857793733718e-09,1.7562902404600524e-15,0.00012999813021037434,0.0012918469927062162,2.3023730037378582e-07,4.737249498372125e-09,3.262080292229436e-06,7.417801355452231e-13,1.4597375491413509e-06,2.893386728263675e-10,9.38601903013902e-13,3.474670964548621e-06
0.00022985207080063546,0.31304582846095524,3.76,0.0,0.0037810452819093928,0.5586025498093463,0.28434945105983817,0.0,0.002220122545189428,0.41638542815441426,2.324896373973135e-06,0.0015644736495622838,3.7954801805376687e-13,3.119743122719444e-14,0.001221951118908667,2.7139165942552604e-06,0.023521893607072162,0.09457029223524968,0.000591750328322792,6.113389420656852e-06,0.0026293552791539477,2.404939379523633e-06,0.28905919613196496,0.0006749582725289708,0.0007345709014774209,2.1804543291525344e-05,0.017585973766966967,0.0002507034694326744,1.6999770122120607e-08,9.829884701975454e-09,0.003917623335191228,7.622125703514742e-06,0.10907640004751075,1.896677624921792e-08,3.925643676631209e-06,0.00015882550392646658,0.00042909623040616253,3.946493941241828e-08,1.7962341892321744e-10,1.3920681169155216e-06,3.466122675343188e-07,1.7811993934288856e-05,0.0005821811388825226,1.4507877094774475e-09,5.424316423625301e-07,8.228362856905993e-07,2.180688465261417e-07,2.342439764015196e-10,0.00013637084614159377,4.061205132733245e-11,6.1336684207985204e-06,7.09335631998397e-05,5.485784756040123e-06,9.953943201121479e-06,0.00028879504085765927,5.354945013845022e-07,8.59851888659642e-07,2.283037770454676e-08,9.331107303926125e-05,1.26872336336168e-09,2.4819468635996747e-09,1.7292268855599432e-15,0.0001288106207549522,0.0012923423496033683,2.2797089531846368e-07,4.739078125139564e-09,3.2706193196550766e-06,7.363370420488676e-13,1.4514632523475407e-06,2.88946194810492e-10,9.326171672610197e-13,3.4663994674371125e-06
0.00023004904223837352,0.31305150853123165,3.76,0.0,0.003651978448287305,0.5581960009407225,0.28454371269487183,0.0,0.0022746018718302675,0.41671694024833833,2.242529051677111e-06,0.0015228249456356864,3.6702917322996726e-13,3.008763044697726e-14,0.0012409419921985522,2.6831735227959186e-06,0.02333130976303699,0.09463287498766468,0.0005937653125548013,6.213824080099775e-06,0.002676153187569321,2.339295377019344e-06,0.2893348622914132,0.0006657415839333542,0.0007158662510677684,2.1587027308553763e-05,0.017416933026252312,0.00024133452354705218,1.6669565366344102e-08,9.724582477764613e-09,0.0039024168816611847,7.653750291173875e-06,0.10920764628889669,1.810260668073803e-08,3.885917937403556e-06,0.00015815249390069977,0.00042878393817675825,3.906485718491888e-08,1.7671000630215607e-10,1.3664239310814164e-06,3.4135944396415375e-07,1.7607182135007694e-05,0.0005642894743692093,1.4330402944449416e-09,5.378434200083095e-07,8.098856184769912e-07,2.1464308493402756e-07,2.3108623472229055e-10,0.00013256985046949553,4.0188858254625494e-11,6.068863141342422e-06,7.184239638320658e-05,5.452377688859465e-06,9.8847191485122e-06,0.00028447280351141785,5.32347153388277e-07,8.734077177117569e-07,2.265493864123433e-08,9.385113951270001e-05,1.3003496894551802e-09,2.5220904863699975e-09,1.7020762555549007e-15,0.0001275808742871687,0.0012928259200584926,2.2563195073126932e-07,4.740863577572402e-09,3.278546172638534e-06,7.306770256944752e-13,1.4429720640123121e-06,2.885239455019337e-10,9.264973415858748e-13,3.457950146529323e-06
0.00023022631653233776,0.3130565288585925,3.76,0.0,0.003537100754456628,0.5578276684370763,0.28471892627788176,0.0,0.00232532689099584,0.4170151786169703,2.1693164412208507e-06,0.0014852402672520261,3.559155550299987e-13,2.9102225498994635e-14,0.0012584525499432712,2.655329149080374e-06,0.023157456312206223,0.09469030280976412,0.0005955519167196234,6.306717423264607e-06,0.0027193841758516523,2.2801312686056048e-06,0.2895844364544966,0.0006573527997781097,0.0006990908478583761,2.1388362784025662e-05,0.017262462154761456,0.00023305277569776465,1.637299618446216e-08,9.628591325930698e-09,0.0038877215825018244,7.682453746241684e-06,0.10932483261228931,1.734057738274262e-08,3.849694108499726e-06,0.00015753507068105293,0.0004285010020213098,3.870003811171912e-08,1.740461845582196e-10,1.3431938190969495e-06,3.3657667570724416e-07,1.741910921836371e-05,0.0005483386706443244,1.4167788680666898e-09,5.336240864456335e-07,7.980437873990675e-07,2.1151091033988066e-07,2.281819328622112e-10,0.00012916008476921537,3.980302201973728e-11,6.008590060091764e-06,7.265935231993643e-05,5.4207051498755775e-06,9.819752483532775e-06,0.0002805663648076115,5.29358643123553e-07,8.859014683227541e-07,2.24910596471498e-08,9.434652561749421e-05,1.3298226671636258e-09,2.559141664532446e-09,1.6775686863157752e-15,0.00012643753300977645,0.0012932510197657464,2.2346421881759494e-07,4.7424334333825275e-09,3.2851425677614644e-06,7.253899580733726e-13,1.4351402012957639e-06,2.8811691558695407e-10,9.208714872166813e-13,3.450190065800611e-06
0.000230403590826302,0.31306145857034223,3.76,0.0,0.00342347936981733,0.5574569946578838,0.28489449002880546,0.0,0.002377711943743844,0.41731323050557984,2.097003724337026e-06,0.0014475801520285865,3.449512625089003e-13,2.812991056533531e-14,0.0012763668790924017,2.6273132801362018e-06,0.02298136662251219,0.09474881540176268,0.0005973107019236261,6.402021302294164e-06,0.0027636958868051936,2.2209186383463258e-06,0.28983542337783663,0.0006488751632502059,0.000682376412790465,2.118684952184452e-05,0.017105740748202133,0.0002249153223087358,1.6077212187621567e-08,9.531402905557536e-09,0.003872029137854593,7.711404943788636e-06,0.10944107172347595,1.6593939298660892e-08,3.8130171825026383e-06,0.00015690629252043377,0.0004282162674148431,3.8330651201641976e-08,1.713426019208723e-10,1.3198226321622184e-06,3.317408705999483e-07,1.722739084000106e-05,0.0005325368363236055,1.4002364754430419e-09,5.293178241569709e-07,7.86023979860549e-07,2.0833190586518363e-07,2.252179099090245e-10,0.0001257623916374054,3.941240963081627e-11,5.9464290142600255e-06,7.347388115990384e-05,5.387445356836684e-06,9.752159935939966e-06,0.000276644738456777,5.262159752365598e-07,8.986782427792908e-07,2.2321293396759566e-08,9.485098492331047e-05,1.3602860510680648e-09,2.5970842931300785e-09,1.6529955342317692e-15,0.00012525917352482972,0.001293666509844631,2.2123658237201497e-07,4.74396807825067e-09,3.2912169320628786e-06,7.199129546934155e-13,1.4271245523024598e-06,2.8768283734420214e-10,9.151315496162193e-13,3.442279072362559e-06
0.00023058086512026626,0.31306629394060836,3.76,0.0,0.0033111553080595593,0.5570839512747656,0.2850703951817866,0.0,0.0024318114472205057,0.417611023589156,2.0256205743352662e-06,0.0014098652769508205,3.341402394608321e-13,2.7171057764221064e-14,0.0012946913897336472,2.599120829466921e-06,0.022803012122881675,0.09480845203442789,0.0005990393151441659,6.499771819671135e-06,0.0028091137528099453,2.1616898130678653e-06,0.29008783673779903,0.0006403088039892878,0.0006657282597145631,2.0982386943728974e-05,0.016946731819941614,0.00021692396698622907,1.5782418837737637e-08,9.43297531593865e-09,0.0038552995460299833,7.740625203142453e-06,0.10955630158200252,1.5863158656603852e-08,3.7758804216387642e-06,0.0001562659112763592,0.00042792971259506755,3.795662868081229e-08,1.685991407450552e-10,1.2963121222985204e-06,3.26851406309516e-07,1.703193179084036e-05,0.0005168891629119371,1.3834061149690869e-09,5.249229917349588e-07,7.738250000980216e-07,2.0510574085740388e-07,2.2219360162324095e-10,0.0001223783058835146,3.901695122929441e-11,5.88234107253041e-06,7.428442482371453e-05,5.3525340286399725e-06,9.68184250790548e-06,0.00027270832221903843,5.229128076973757e-07,9.117425852195947e-07,2.2145426784062074e-08,9.536475094110298e-05,1.3917734825846863e-09,2.6359351969559547e-09,1.6283595688216427e-15,0.00012404548237100407,0.0012940723679008843,2.18948624413597e-07,4.745467424613964e-09,3.296757938648403e-06,7.142391415292472e-13,1.4189212866922358e-06,2.8722025761706976e-10,9.092753467127507e-13,3.434213805016096e-06
0.0002307581394142305,0.3130710310933676,3.76,0.0,0.0032001706554464987,0.5567085118114813,0.285246631940137,0.0,0.002487680515156193,0.41790848109148304,1.955197118104009e-06,0.0013721176009522742,3.2348645269496114e-13,2.622604359028519e-14,0.0013134320573585734,2.5707465832112952e-06,0.02262236550019729,0.09486925312591259,0.0006007353223581392,6.600002208618909e-06,0.0028556630669884925,2.1024790108979177e-06,0.2903416885423966,0.0006316540125125867,0.000649151922293423,2.0774871805500148e-05,0.016785399360114805,0.00020908047795790874,1.548883154036946e-08,9.333265662504575e-09,0.003837492261983133,7.770138915610631e-06,0.10967045704557903,1.514868782133107e-08,3.738277334937684e-06,0.00015561367941939374,0.0004276413172222207,3.7577905291444264e-08,1.6581577375794263e-10,1.272664495369256e-06,3.219077424828577e-07,1.6832638835308283e-05,0.0005014009553572059,1.3662809806003553e-09,5.204379803767824e-07,7.614459771653557e-07,2.0183217302095088e-07,2.1910853757404883e-10,0.00011900942210717525,3.861657968318443e-11,5.8162893105990125e-06,7.508929780870654e-05,5.315906147869585e-06,9.608700128544805e-06,0.00026875755305306943,5.194427213959355e-07,9.250987572623709e-07,2.1963245086764174e-08,9.588806103604608e-05,1.4243191342807368e-09,2.6757105012443855e-09,1.6036637987560435e-15,0.00012279619642362823,0.0012944685763908127,2.1660002024515168e-07,4.7469314032139796e-09,3.3017552549523323e-06,7.083615926974185e-13,1.4105265960145957e-06,2.8672768719912e-10,9.033007237282683e-13,3.4259908381782796e-06
0.00023093541370819475,0.31307566599962017,3.76,0.0,0.0030905685241370763,0.5563306518980828,0.2854231894293332,0.0,0.002545374803966522,0.4182055216518163,1.8857638730452126e-06,0.001334360381306363,3.129938803535799e-13,2.5295248012507267e-14,0.0013325943515025626,2.5421852106162393e-06,0.022439400895827726,0.09493126022914489,0.0006023962108774225,6.7027423934499246e-06,0.002903368881341019,2.043322358507587e-06,0.29059698892259933,0.0006229112539059019,0.0006326531564274837,2.0564198366413033e-05,0.01662170855388632,0.00020138658175816967,1.5196675568306703e-08,9.232230141941268e-09,0.0038185663254119867,7.799973820951696e-06,0.10978346976929142,1.445096269749908e-08,3.7002017241197405e-06,0.0001549493507494705,0.00042735106257428513,3.719441875723747e-08,1.6299257372416553e-10,1.24888245406933e-06,3.1690943291205506e-07,1.6629421432385655e-05,0.0004860776274940171,1.3488545206218705e-09,5.158612223426311e-07,7.488864226227775e-07,1.985110587743615e-07,2.1596235184011326e-10,0.00011565739439686417,3.821123108580418e-11,5.748239213064759e-06,7.588668224090327e-05,5.277496203689846e-06,9.53263209868303e-06,0.0002647929092572086,5.157992397125295e-07,9.38750690895604e-07,2.177453301628873e-08,9.642115612833683e-05,1.4579576253447588e-09,2.716425491109913e-09,1.5789114840969582e-15,0.000121511108014237,0.0012948551229406335,2.1419054618204258e-07,4.7483599628034145e-09,3.3061996141647647e-06,7.022733642522228e-13,1.4019367073831229e-06,2.8620360619278264e-10,8.972055622774027e-13,3.4176066841492953e-06
0.000231112688002159,0.3130801944752844,3.76,0.0,0.0029823929942810502,0.555950349546208,0.28560005565022173,0.0,0.002604950334743442,0.4185020592006028,1.8173516762735595e-06,0.0012966181830717407,3.0266649906978543e-13,2.4379053471599353e-14,0.0013521831578697308,2.5134312777101624e-06,0.022254094118882725,0.09499451601179913,0.0006040193923594896,6.808018588167104e-06,0.0029522558931594904,1.984257898210784e-06,0.2908537459066621,0.0006140811821584048,0.0006162379419049336,2.0350258665534735e-05,0.016455626021340635,0.00019384395652603874,1.4906185904608616e-08,9.129824173954488e-09,0.003798480508972219,7.830161297491832e-06,0.10989526810830648,1.3770400067324321e-08,3.6616477338150643e-06,0.00015427268118206649,0.00042705893175844017,3.680611029240593e-08,1.60129722560073e-10,1.2249692517288971e-06,3.118561375650192e-07,1.6422192517173837e-05,0.0004709246964979268,1.331120500787293e-09,5.11191200179211e-07,7.361462692667161e-07,1.9514236286151984e-07,2.127547937021396e-10,0.00011232393565917804,3.780084530029517e-11,5.678159132074076e-06,7.667462342730905e-05,5.237238480412711e-06,9.45353754800831e-06,0.00026081491266556227,5.119758547731966e-07,9.527019370542575e-07,2.1579075780133036e-08,9.696428034137357e-05,1.4927239227998813e-09,2.758094456856905e-09,1.5541061487283732e-15,0.00012019007028888379,0.0012952320007343762,2.1172008877306055e-07,4.749753071707471e-09,3.3100828221025922e-06,6.959675284834115e-13,1.3931478985170723e-06,2.856464691400441e-10,8.909877902960305e-13,3.4090577958865153e-06
0.00023128996229612324,0.31308461217934785,3.76,0.0,0.0028756890443835652,0.5555675854439425,0.2857772174334105,0.0,0.0026664632902156774,0.4187980028479738,1.74999160512947e-06,0.0012589168805009017,2.9250827006769255e-13,2.347784376676086e-14,0.0013722026947993557,2.484479265992701e-06,0.02206642287487808,0.0950590642281178,0.0006056022064757289,6.915852856917332e-06,0.0030023483199849697,1.9253255822758687e-06,0.2911119651792902,0.0006051646549220585,0.0005999124831382082,2.0132942924444708e-05,0.01628712007755118,0.0001864542249718648,1.4617606998337328e-08,9.026002589913801e-09,0.003777193486529162,7.860736659581896e-06,0.11000577702647824,1.310739479106226e-08,3.622609905664474e-06,0.00015358342959930594,0.0004267649099375481,3.6412925150066785e-08,1.5722752140091722e-10,1.2009287347393607e-06,3.067476368446365e-07,1.6210869359241817e-05,0.0004559477762723286,1.3130730734924603e-09,5.064264566683291e-07,7.23225909457717e-07,1.917261709850386e-07,2.0948574038185885e-10,0.00010901081654955046,3.7385366547471666e-11,5.606020730779565e-06,7.74510261819436e-05,5.195067413622939e-06,9.37131592149701e-06,0.0002568241308736611,5.079660636274956e-07,9.669556103396241e-07,2.1376660202884906e-08,9.75176805963775e-05,1.5286532274820928e-09,2.800730526893092e-09,1.5292515928647234e-15,0.00011883300271302401,0.0012955992087941846,2.0918865418486568e-07,4.7511107197816e-09,3.3133978653187708e-06,6.894372101304859e-13,1.38415651409804e-06,2.850547103247179e-10,8.846453927692394e-13,3.4003405703023474e-06
0.00023146723659008749,0.31308891461250243,3.76,0.0,0.0027705024689515232,0.5551823432695399,0.2859546603956452,0.0,0.002729969785512222,0.41909325678799975,1.6837148881582646e-06,0.0012212836496456898,2.825231239457971e-13,2.2592002821462015e-14,0.0013926564242945463,2.4553235951361933e-06,0.021876367009184428,0.09512494968183083,0.0006071419253265496,7.026262637921537e-06,0.0030536697629470486,1.8665672535043344e-06,0.2913716498262228,0.0005961627485869351,0.0005836832088437303,1.9912140005340073e-05,0.01611616101281375,0.0001792189470127657,1.4331192426996167e-08,8.920719846345233e-09,0.0037546640222502915,7.891739458611205e-06,0.11011491801267981,1.2462316958062045e-08,3.583083236336175e-06,0.00015288135876471672,0.0004264689845711242,3.601481321019759e-08,1.5428640102928592e-10,1.176765382484085e-06,3.0158384640025727e-07,1.5995374504694293e-05,0.00044115256966754024,1.2947068533738975e-09,5.015656055299561e-07,7.10126246846407e-07,1.8826270247692042e-07,2.0615520991660888e-10,0.00010571986396245938,3.696474403635308e-11,5.531799442321463e-06,7.821365195781674e-05,5.1509179945763195e-06,9.285867553323495e-06,0.00025282117948068777,5.037634074875177e-07,9.81514330075613e-07,2.1167076042142594e-08,9.8081606150759e-05,1.5657808443690778e-09,2.8443454885670357e-09,1.5043519055459049e-15,0.00011743989667854477,0.001295956752253435,2.0659637769449237e-07,4.752432919166637e-09,3.3161390177859156e-06,6.826756288622794e-13,1.3749589834953897e-06,2.8442675049841103e-10,8.781764232809197e-13,3.3914513521177073e-06
