Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71)
6.250115154985456e-08,0.27730451747933993,3.76,0.0,0.5836885870478867,0.9995252370449094,2.611833811808423e-08,0.0,4.390977118072958e-08,1.5438557590247534e-05,1.3283137823344381e-05,1.1100799339670161e-06,4.000755050061581e-11,1.1729920599517425e-12,1.4586581258129644e-06,1.2753967048195489e-06,2.5829215332360364e-07,5.045931744992334e-07,5.193521787088325e-07,1.3203482024791692e-07,6.251895376106447e-08,4.0783926997364566e-09,2.407670197543993e-09,2.478004966243043e-12,6.883966206400729e-14,1.0035807522510681e-15,3.231379090575554e-08,4.00798216709206e-14,1.4215553493968734e-11,1.6187870153266516e-18,2.5161597163936966e-09,3.117949534491775e-10,3.5696474813123392e-12,6.455349554372432e-15,1.5844088308461697e-12,3.089609939424718e-10,0.000472390435634975,1.7591251864083623e-14,9.146858549709097e-22,1.1145054330206315e-13,1.8758061077253298e-15,1.3352978798516894e-14,1.0997636690925981e-13,3.310930513393846e-18,3.2040680421920314e-22,8.710140790901866e-20,5.350116821121874e-20,6.950540334651798e-25,1.618273099213458e-21,7.036908114982037e-17,7.105923214535483e-19,1.7715985407198267e-13,1.8495546507483184e-16,3.823767001170177e-17,4.445876108629564e-18,5.827419357010583e-18
6.429427839010631e-08,0.277304541885597,3.76,0.0,0.5836880850997364,0.9995251154399102,2.8863931622432593e-08,0.0,4.704189189576203e-08,1.5903813570685633e-05,1.3616026211362024e-05,1.1783846287591943e-06,4.2124956232351445e-11,1.2035315430535643e-12,1.5314106232681759e-06,1.3345108530280798e-06,2.7778983802760316e-07,5.446435626814037e-07,5.359585992219197e-07,1.3905688187193626e-07,6.746435752298112e-08,4.367165640709987e-09,2.6066513455919825e-09,2.821964807721244e-12,7.88320714719111e-14,1.1191511213022246e-15,3.3240448614784026e-08,4.4860716292879317e-14,1.509743344035512e-11,1.8098807696939464e-18,2.6562406957858574e-09,3.304652150544898e-10,3.879102424131439e-12,7.288926404980572e-15,1.673166598278698e-12,3.411178355689467e-10,0.000472390378296475,1.831921232004949e-14,1.0267275673705729e-21,1.2373001328972227e-13,2.0863423739968828e-15,1.5070578372549965e-14,1.1995516476228547e-13,3.747988645474601e-18,3.5730092427897524e-22,1.0110664189571708e-19,6.207003258802102e-20,8.130566483106462e-25,1.946649552191964e-21,7.242392086265306e-17,8.068182923677079e-19,2.060958065468009e-13,1.9964917205826538e-16,4.250234343687997e-17,4.9772540041984786e-18,6.383203159140221e-18
6.608740523035806e-08,0.2773045663791227,3.76,0.0,0.583687580289511,0.9995249909743994,3.1802029626285575e-08,0.0,5.028538353081931e-08,1.6370792627710656e-05,1.3946462968517603e-05,1.2495254176799837e-06,4.428497155259753e-11,1.2338956366808872e-12,1.6053121099868208e-06,1.3942462428809822e-06,2.9819918606170267e-07,5.865180149818362e-07,5.526939225700506e-07,1.4617942144529988e-07,7.263575092574041e-08,4.670208261377672e-09,2.817774170586035e-09,3.203490203447119e-12,9.007029446806861e-14,1.2450848468976744e-15,3.4167083808440354e-08,5.0126456206278037e-14,1.6016325959625184e-11,2.018533660696926e-18,2.799768969145202e-09,3.4972077640690404e-10,4.205586936077811e-12,8.214790164868598e-15,1.7641401216424624e-12,3.755970891181851e-10,0.0004723903196055054,1.9058560915520987e-14,1.1497363234604282e-21,1.3703941309683295e-13,2.314987163627764e-15,1.6963657235644464e-14,1.3065428688147328e-13,4.230836460485066e-18,3.976373542367463e-22,1.169904711350548e-19,7.176042193567953e-20,9.483086774022212e-25,2.331542713069411e-21,7.448166121565645e-17,9.127276407377186e-19,2.3867206783817723e-13,2.1501642756090965e-16,4.709703250172107e-17,5.55992104154087e-18,6.973576519073932e-18
6.788053207060981e-08,0.2773045909607585,3.76,0.0,0.5836870725710184,0.9995248636595643,3.4939337116057593e-08,0.0,5.363956538130543e-08,1.6839518596223564e-05,1.4274466036762245e-05,1.3235476080528144e-06,4.648677122060807e-11,1.264085187273205e-12,1.6803245912161043e-06,1.45456635056079e-06,3.1953429815808444e-07,6.302350444946278e-07,5.695601421291894e-07,1.5339711200055784e-07,7.803550848922723e-08,4.98790476249724e-09,3.0415377330108856e-09,3.6256039969359095e-12,1.0268339978361093e-13,1.3820598792267385e-15,3.5093696533548494e-08,5.5920134885661e-14,1.6972837191620877e-11,2.245925856723933e-18,2.94671893375623e-09,3.6956597183061117e-10,4.549522242191969e-12,9.241293982574775e-15,1.8573141954691056e-12,4.124904422874249e-10,0.00047239025956735773,1.980921950111143e-14,1.284592099335201e-21,1.5143879052113387e-13,2.56284055667911e-15,1.9045807191174024e-14,1.421144928526368e-13,4.763114147310081e-18,4.416820501441397e-22,1.349588058944575e-19,8.268968030689375e-20,1.1029180968711849e-24,2.7810959944950126e-21,7.654241932420938e-17,1.0289611902249379e-18,2.752123594778256e-13,2.3106501502509557e-16,5.203624593214022e-17,6.197857296264372e-18,7.599533793312814e-18
6.967365891086156e-08,0.27730461563129144,3.76,0.0,0.5836865618998361,0.9995247335066593,3.8282515915246595e-08,0.0,5.710369129280527e-08,1.7310014034867187e-05,1.4600053225912882e-05,1.4004947374937478e-06,4.8729540545146386e-11,1.2941010388730557e-12,1.756410869990173e-06,1.5154358853711876e-06,3.418088088243962e-07,6.758120629480416e-07,5.8655918437574e-07,1.6070480129648724e-07,8.366585777647344e-08,5.320631870321202e-09,3.278448931041923e-09,4.091481540262612e-12,1.1681078667532878e-13,1.5307810309971632e-15,3.602028684044486e-08,6.228811905453489e-14,1.7967549775478048e-11,2.493286058822114e-18,3.0970651987847845e-09,3.900052035063942e-10,4.911327448320698e-12,1.0377331667382174e-14,1.952673718666362e-12,4.5188970408421894e-10,0.0004723901981874222,2.057111046561357e-14,1.4322357644141851e-21,1.6698995990420094e-13,2.8310388677354467e-15,2.1331337891991574e-14,1.5437800554484368e-13,5.3486603021966455e-18,4.897183235308379e-22,1.5523532451581606e-19,9.498455074141411e-20,1.279198677144794e-24,3.3044169792029047e-21,7.860631496007982e-17,1.1561792166598845e-18,3.160569345065809e-13,2.478024421057718e-16,5.733462742789942e-17,6.895283305237701e-18,8.262058173307201e-18
7.146678575111331e-08,0.2773046403914581,3.76,0.0,0.5836860482332634,0.9995246005270012,4.183818094412164e-08,0.0,6.06769548547604e-08,1.778230026767326e-05,1.4923242214689806e-05,1.4804086211219703e-06,5.101247526849089e-11,1.3239440330194716e-12,1.8335345323397189e-06,1.5768207518800216e-06,3.650358959881028e-07,7.232654175993095e-07,6.036929102820838e-07,1.680975070666426e-07,8.952888312840471e-08,5.668758507225128e-09,3.529022198197989e-09,4.604452719327481e-12,1.3260272502319223e-13,1.6919801450995354e-15,3.694685478311942e-08,6.928022525008053e-14,1.9001023452877432e-11,2.7618918539520608e-18,3.25078258476706e-09,4.1104293909873035e-10,5.29141960983877e-12,1.1632354102001973e-14,2.0502036938254186e-12,4.93886732511048e-10,0.0004723901354709877,2.134415673245193e-14,1.5936724601624734e-21,1.837564708956199e-13,3.1207543373484244e-15,2.383529415025484e-14,1.674885087146454e-13,5.991516996859514e-18,5.420477236949325e-22,1.7806255982311275e-19,1.0878167295655343e-19,1.479684606714331e-24,3.911667402425257e-21,8.067347074300171e-17,1.295061152351126e-18,3.6156267270885274e-13,2.652359642010047e-16,6.300694939336682e-17,7.656669376919968e-18,8.962121619639866e-18
7.325991259136506e-08,0.27730466524194475,3.76,0.0,0.5836855315302766,0.9995244647319693,4.5612896723376625e-08,0.0,6.435849434845182e-08,1.8256397425004706e-05,1.5244050551755097e-05,1.5633293982049844e-06,5.333478145030591e-11,1.3536150088019622e-12,1.911659932597092e-06,1.6386880127518137e-06,3.892282905730344e-07,7.72610427436999e-07,6.20963116702075e-07,1.755704122803398e-07,9.562652936522315e-08,6.032645507231839e-09,3.7937792054372235e-09,5.1680038257302466e-12,1.5022090985891334e-13,1.8664162450125338e-15,3.787340041935773e-08,7.694990158616475e-14,2.0073795648510523e-11,3.0530700351594076e-18,3.4078461230953273e-09,4.3268370940580327e-10,5.690213801160104e-12,1.3016385291146179e-14,2.1498892265260644e-12,5.385733642855019e-10,0.00047239007142336743,2.2128281756217632e-14,1.7699751027552873e-21,2.0180357519222874e-13,3.4331947861697648e-15,2.6573473023355218e-14,1.8149114340845998e-13,6.695934788899657e-18,5.989909562014008e-22,2.037030235080064e-19,1.24228089993966e-19,1.70714568234679e-24,4.614159724317814e-21,8.274401214600061e-17,1.4463052839676467e-18,4.1210315312863945e-13,2.8337260814802575e-16,6.906810712590572e-17,8.486745051805775e-18,9.700684862893573e-18
7.505303943161681e-08,0.27730469018339055,3.76,0.0,0.5836850117514839,0.999524326133001,4.961317418637424e-08,0.0,6.814739735955338e-08,1.8732324483091092e-05,1.5562495656733848e-05,1.6492955774398508e-06,5.5695675353428526e-11,1.3831148029234141e-12,1.990752179054123e-06,1.7010058529355612e-06,4.143982858402891e-07,8.238614180416234e-07,6.383715377221452e-07,1.8311886046888526e-07,1.019606053890946e-07,6.412645381283445e-09,4.073248572927227e-09,5.785779218282204e-12,1.6983902257021868e-13,2.0548756630753774e-15,3.8799923810881676e-08,8.535441206930746e-14,2.1186382086842163e-11,3.368196879296019e-18,3.5682310555090375e-09,4.549321060739903e-10,6.108123184818361e-12,1.4540037878206307e-14,2.2517155246515436e-12,5.86041348190584e-10,0.0004723900060500785,2.2923409519256306e-14,1.962287957342623e-21,2.2119819156233192e-13,3.769603233238382e-15,2.956244033933129e-14,1.964325030586766e-13,7.466377577297422e-18,6.608888267029208e-22,2.324403560690039e-19,1.4148175937226412e-19,1.9646030417350957e-24,5.424459688302159e-21,8.481806748254179e-17,1.6106284498890415e-18,4.680686992211919e-13,3.0221919572891685e-16,7.553311359499109e-17,9.390508552904755e-18,1.0478697475083442e-17
7.684616627186856e-08,0.277304715216388,3.76,0.0,0.5836844888590811,0.9995241847415895,5.3845467728011335e-08,0.0,7.2042705146894e-08,1.9210099302744217e-05,1.5878594821232504e-05,1.7383440815189592e-06,5.809438333007525e-11,1.4124442495964092e-12,2.0707771197688724e-06,1.763743544654468e-06,4.4055774662651226e-07,8.770317556449781e-07,6.559198459973356e-07,1.907383510705112e-07,1.0853278774012384e-07,6.8091021227203116e-09,4.3679655872312195e-09,6.461582822563375e-12,1.9164330389130768e-13,2.258172151635448e-15,3.9726425023490216e-08,9.45550252710472e-14,2.2339277407324914e-11,3.708698391833439e-18,3.73191283358213e-09,4.777927793437282e-10,6.5455590809742996e-12,1.6214528186431037e-14,2.355667897703945e-12,6.363822806594812e-10,0.00047238993935655845,2.3729464528122035e-14,2.1718303223119292e-21,2.4200886916021327e-13,4.131257481113634e-15,3.2819546901004474e-14,2.1236062746304783e-13,8.307527371325585e-18,7.281032199846911e-22,2.6458050925758163e-19,1.6071206984475102e-19,2.2553454114852587e-24,6.356495723838676e-21,8.689576816854692e-17,1.7887657351534373e-18,5.298664012967476e-13,3.217823672585335e-16,8.241709471320235e-17,1.037323634209224e-17,1.129709800619471e-17
7.86392931121203e-08,0.2773047403414853,3.76,0.0,0.5836839628168087,0.9995240405692819,5.831617253568937e-08,0.0,7.604341670368583e-08,1.9689738666729665e-05,1.6192365209841085e-05,1.8305102903848229e-06,6.053014170983691e-11,1.4416041805019658e-12,2.151701328708312e-06,1.8268714136793371e-06,4.677181183575744e-07,9.321338799184402e-07,6.736096540545662e-07,1.984245348484077e-07,1.1534462405815301e-07,7.222351056202982e-09,4.6784719278095405e-09,7.199379427469911e-12,2.1583313300752158e-13,2.4771469736488877e-15,4.0652904127198676e-08,1.0461720541820655e-13,2.3532955725900184e-11,4.076050512357061e-18,3.898867118212873e-09,5.012704358569513e-10,7.002931036450286e-12,1.8051690664755324e-14,2.4617317561286196e-12,6.896875447499239e-10,0.00047238987134810715,2.4546371810172797e-14,2.3999002852028456e-21,2.64305749375562e-13,4.519469669212751e-15,3.636294412136664e-14,2.293249955791916e-13,9.22428890146585e-18,8.010181066080687e-22,3.0045295171088313e-19,1.8210036030115274e-19,2.5829458807544086e-24,7.425674829874005e-21,8.897724882515612e-17,1.9814701685557107e-18,5.97920112958395e-13,3.4206860499419804e-16,8.973528519746828e-17,1.144049266496134e-17,1.215681418847386e-17
8.043241995237206e-08,0.2773047655591878,3.76,0.0,0.5836834335899099,0.9995238936276765,6.303162214863107e-08,0.0,8.01484925777135e-08,2.0171258316160234e-05,1.6503823861128706e-05,1.925828083574752e-06,6.300219668842519e-11,1.4705954248908586e-12,2.2334920920940304e-06,1.8903608065155808e-06,4.958904359244274e-07,9.891793358519842e-07,6.914425155757402e-07,2.0617320937777581e-07,1.2239753648438576e-07,7.652718722057025e-09,5.00531539997596e-09,8.003295812082731e-12,2.4262161574603313e-13,2.712668976214541e-15,4.15793611963771e-08,1.1561080695615664e-13,2.4767871181233102e-11,4.4717792874436365e-18,4.069069779109721e-09,5.253698365044421e-10,7.480646893819132e-12,2.006399176956367e-14,2.5698926106416733e-12,7.460482515706783e-10,0.00047238980203029144,2.5374056910313822e-14,2.6478785734931253e-21,2.8816052627281286e-13,4.9355857979637096e-15,4.021159924011204e-14,2.4737651727940016e-13,1.0221794115022093e-17,8.800405836167127e-22,3.4041190127834816e-19,2.058404410702453e-19,2.9512791866371004e-24,8.649005538699067e-21,9.106264711071769e-17,2.189512421418322e-18,6.726704249205011e-13,3.63084256540826e-16,9.750302495484435e-17,1.2598139155931291e-17,1.3058763203835863e-17
8.22255467926238e-08,0.2773047908699595,3.76,0.0,0.5836829011450908,0.9995237439284202,6.799808625449023e-08,0.0,8.435685843222354e-08,2.06546729856552e-05,1.681298768862536e-05,2.0243298813539066e-06,6.55098042180168e-11,1.499418809561061e-12,2.3161173950433637e-06,1.954184058720625e-06,5.250853323610295e-07,1.0481788045133642e-06,7.09419926651977e-07,2.1398031464729902e-07,1.2969282497969198e-07,8.100522794406556e-09,5.349049676096825e-09,8.877621683742689e-12,2.722361785221109e-13,2.9656346458435834e-15,4.250579630988708e-08,1.276102714212288e-13,2.6044458489638723e-11,4.897461008541022e-18,4.242496894276113e-09,5.500957943277614e-10,7.979112860023193e-12,2.226454324243582e-14,2.680136071565242e-12,8.055551847139984e-10,0.0004723897314087613,2.621244588754744e-14,2.917232476536907e-21,3.1364640583745193e-13,5.3809852260127215e-15,4.4385309988011705e-14,2.665675240725214e-13,1.130540651759925e-17,9.65601945355518e-22,3.848375783570151e-19,2.321391157004194e-19,3.364539499834263e-24,1.0045227832195806e-20,9.315210395854786e-17,2.4136805114817657e-18,7.545746149755963e-13,3.848355581190192e-16,1.0573575603333538e-16,1.3852344435391232e-17,1.4003852013218346e-17
8.401867363287555e-08,0.27730481627422443,3.76,0.0,0.5836823654504786,0.9995235914832061,7.322176868242494e-08,0.0,8.866740839732711e-08,2.1139996437543956e-05,1.7119873481796733e-05,2.126046684938034e-06,6.805222989847375e-11,1.528075158743701e-12,2.399545908411491e-06,2.0183144640837116e-06,5.55313047386073e-07,1.1091421329496318e-06,7.275433270179364e-07,2.2184192875867032e-07,1.3723167058383402e-07,8.566072026917012e-09,5.710234043011417e-09,9.826810452694501e-12,3.0491916990485763e-13,3.236968148074487e-15,4.343220955121726e-08,1.4069482729017364e-13,2.736313348906201e-11,5.35472231982124e-18,4.419124749489321e-09,5.754531724603032e-10,8.49873357487857e-12,2.466711480242182e-14,2.792447848166217e-12,8.68298747010248e-10,0.000472389659488832,2.7061465311514976e-14,3.2095198536946974e-21,3.408380640966748e-13,5.8570801428218344e-15,4.890471880391245e-14,2.86951758909188e-13,1.2480725390158092e-17,1.0581587890584285e-21,4.341374819640083e-19,2.612167030685907e-19,3.827258680345317e-24,1.163495046560554e-20,9.524576391060645e-17,2.6547795119420806e-18,8.441065767999477e-13,4.073286578155501e-16,1.144490200902351e-16,1.520959374768997e-17,1.4992977743977204e-17
8.58118004731273e-08,0.27730484177236836,3.76,0.0,0.5836818264755843,0.9995234363037713,7.870880559638719e-08,0.0,9.30790082022132e-08,2.162724149497087e-05,1.7424497907007543e-05,2.231008115632287e-06,7.062874886982429e-11,1.55656529415413e-12,2.483746975892873e-06,2.082726244800749e-06,5.865834357705842e-07,1.1720783631023198e-06,7.458141012607377e-07,2.297542637387143e-07,1.4501513860105866e-07,9.049666224897583e-09,6.089433156804187e-09,1.0855479832582022e-11,3.4092846751995796e-13,3.527621350887773e-15,4.4358601008617074e-08,1.5494869201058146e-13,2.8724293652251932e-11,5.8452402949021525e-18,4.598929837775092e-09,6.01446882116689e-10,9.039912179111967e-12,2.7286146226356297e-14,2.906813748001139e-12,9.343689099387178e-10,0.000472389586275988,2.7921042259425682e-14,3.5263932123821076e-21,3.6981160428542594e-13,6.365315018615543e-15,5.379132651849655e-14,3.085843650906726e-13,1.3753589856538015e-17,1.1581941529098552e-21,4.8874768427309655e-19,2.9330755823344635e-19,4.344324989792629e-24,1.3440795677173224e-20,9.734377481997382e-17,2.913631268149115e-18,9.417567270640454e-13,4.305696387281693e-16,1.236584564035499e-16,1.6676698594735272e-17,1.602702813408635e-17
8.760492731337905e-08,0.27730486736474,3.76,0.0,0.5836812841912645,0.9995232784018937,8.446526386562745e-08,0.0,9.759049811603941e-08,2.2116420074060528e-05,1.772687750847713e-05,2.339242453056868e-06,7.323864570567136e-11,1.5848900350655755e-12,2.5686906013308305e-06,2.147394522497352e-06,6.189059755648379e-07,1.2369957598799804e-06,7.64233580008339e-07,2.3771366144858817e-07,1.5304418172519162e-07,9.551596240334535e-09,6.487216803791857e-09,1.1968412282709794e-11,3.805380910763959e-13,3.83857383348171e-15,4.528497077522889e-08,1.7046127651227752e-13,3.0128318588026414e-11,6.370742485486563e-18,4.781888858875094e-09,6.280818806221289e-10,9.603050382112036e-12,3.0136758812250866e-14,3.023219676265266e-12,1.0038551652952807e-09,0.0004723895117761059,2.8791104312789887e-14,3.869603863607063e-21,4.006445131243928e-13,6.907166033428657e-15,5.906750556003578e-14,3.315218743585592e-13,1.5130082817053745e-17,1.2662186894465314e-21,5.491341435686052e-19,3.286605913255646e-19,4.921002240829371e-24,1.5487551607263287e-20,9.944628784676807e-17,3.1910741223583964e-18,1.0480318926409556e-12,4.545645420636548e-16,1.333798004037491e-16,1.8260806391232257e-17,1.7106882030841992e-17
9.119118099388256e-08,0.27730491883338354,3.76,0.0,0.5836801895842804,0.9995229544781179,9.681035722826115e-08,0.0,1.069083980054925e-07,2.3100621110647966e-05,1.8324967811984907e-05,2.565636478578228e-06,7.855575780469893e-11,1.6410465976778375e-12,2.740688768179178e-06,2.2774053866854096e-06,6.867435859109794e-07,1.372803388217328e-06,8.015237106556228e-07,2.537596381036698e-07,1.6984225916228615e-07,1.0611582520152815e-08,7.3408411196942605e-09,1.4467021177663583e-11,4.717388232979966e-13,4.525433434094293e-15,4.713764563389761e-08,2.0564745997823483e-13,3.3066394854000375e-11,7.533862154296791e-18,5.157176528810375e-09,6.832957926081567e-10,1.0796805667134014e-11,3.659668348853769e-14,3.2620957232017574e-12,1.1534312534519788e-09,0.00047238935893704847,3.056239656259305e-14,4.642561823271352e-21,4.682050322538287e-13,8.097776157072541e-15,7.088249984894714e-14,3.8154459293993263e-13,1.8219526979195653e-17,1.5084233077366794e-21,6.892571050138768e-19,4.1022469015143308e-19,6.276240977556231e-24,2.0414761366283813e-20,1.0366544438778486e-16,3.805167418123045e-18,1.2885657762989601e-12,5.048402090571735e-16,1.5442162987361418e-16,2.181035791607979e-17,1.9407474738426034e-17
9.441880930633571e-08,0.2773049654802074,3.76,0.0,0.5836791928536459,0.9995226537548944,1.0890175842010238e-07,0.0,1.1562406970383056e-07,2.3993116739761865e-05,1.8855735291915376e-05,2.780841968280552e-06,8.344832327997749e-11,1.6910300216144192e-12,2.897738826044628e-06,2.395060246221367e-06,7.514834455262714e-07,1.501873789647773e-06,8.356056824181504e-07,2.683277931011884e-07,1.8580775416613008e-07,1.163101416096575e-08,8.178475172748214e-09,1.7055306057796898e-11,5.692339929936188e-13,5.223424606623e-15,4.880497986334426e-08,2.4263049053855673e-13,3.586072081143981e-11,8.718680319726732e-18,5.505492346937117e-09,7.35232130083302e-10,1.1950290259918405e-11,4.336864309156776e-14,3.4839216399897536e-12,1.3006191562182105e-09,0.00047238921703543697,3.219170235238968e-14,5.448040336648933e-21,5.361726266536023e-13,9.299729502507336e-15,8.309105091261274e-14,4.316228970992431e-13,2.1420581554192058e-17,1.7594621728977505e-21,8.404562069332656e-19,4.976022357000554e-19,7.76102105266765e-24,2.5972025806092873e-20,1.0747967710443313e-16,4.4301718291695705e-18,1.5399591955718564e-12,5.527272827726687e-16,1.7526980579276078e-16,2.5484025847366493e-17,2.1643311350122757e-17
9.764643761878887e-08,0.27730501243619776,3.76,0.0,0.5836781850048965,0.9995223443957851,1.2195713136601777e-07,0.0,1.246444589836141e-07,2.4892024041434457e-05,1.9379481354912864e-05,3.0070339981409984e-06,8.84383268649069e-11,1.7404901922227468e-12,3.0567571499324596e-06,2.5131974739507254e-06,8.197632978187282e-07,1.6374589804595885e-06,8.701878054305792e-07,2.829970640762351e-07,2.0257889868387175e-07,1.2713971461870378e-08,9.085394990630807e-09,1.999852421370205e-11,6.834592665563729e-13,6.0036844413024675e-15,5.047224550037223e-08,2.8534167010350626e-13,3.879906710428138e-11,1.0046020914502532e-17,5.863673932031367e-09,7.893252478622244e-10,1.31811129729403e-11,5.115832306992438e-14,3.712142441418047e-12,1.460240419451594e-09,0.000472389071050403,3.385387633170775e-14,6.3710567821591746e-21,6.114281201134978e-13,1.0634941976782637e-14,9.695087403427228e-14,4.868703151410978e-13,2.5063521057215095e-17,2.045721026511857e-21,1.0191245890382102e-18,6.001395815962479e-19,9.540077400661516e-24,3.2812084804864395e-20,1.1131102112387277e-16,5.129176431402983e-18,1.8279140061395432e-12,6.031515253326104e-16,1.9802562852932598e-16,2.966431248979187e-17,2.4040876120478063e-17
9.999999999999998e-08,0.27730505970221536,3.76,0.0,0.5836774430069362,0.9995221134089599,1.321035516320126e-07,0.0,1.3140995296428165e-07,2.555156636208856e-05,1.9757019280835196e-05,3.1789679792887798e-06,9.213622186383199e-11,1.7762289779019477e-12,3.1738652363747815e-06,2.5995795004281877e-06,8.718088802478818e-07,1.7404477015856983e-06,8.957235901280525e-07,2.9374766324052404e-07,2.1531733069020956e-07,1.3544500136129726e-08,9.792389912195716e-09,2.238781534791233e-11,7.785892141855305e-13,6.6283488862946706e-15,5.1687960285923006e-08,3.2051757072578445e-13,4.103342694354448e-11,1.1110565156150909e-17,6.1310034279651136e-09,8.301466859884777e-10,1.4128697446982595e-11,5.754527244625007e-14,3.882545833066265e-12,1.5847602716977768e-09,0.0004723889620442995,3.50864109094804e-14,7.12639745096102e-21,6.711825836243145e-13,1.1698120653110198e-14,1.0819182123013049e-13,5.306315385846853e-13,2.802407475795689e-17,2.279025237003361e-21,1.1689905979433548e-18,6.856320005538474e-19,1.1049593810894826e-23,3.874813978168342e-20,1.1411617958532936e-16,5.688661093505312e-18,2.062955962714184e-12,6.415410964770469e-16,2.1587627838780847e-16,3.3063384784925045e-17,2.5893930095872575e-17
1.0087406593124202e-07,0.27730505970221536,3.76,0.0,0.5836771659120423,0.9995220264706799,1.3600919545475818e-07,0.0,1.3396220559209373e-07,2.5797383605526048e-05,1.989629819277452e-05,3.2443336725066733e-06,9.352192366178163e-11,1.7894317954811257e-12,3.217591081864104e-06,2.6317009933508176e-06,8.916258260995297e-07,1.7795824565268979e-06,9.05276037393108e-07,2.977503114398632e-07,2.2015756542190977e-07,1.3861832968392334e-08,1.0065079893258993e-08,2.3330526447231563e-11,8.166786824010567e-13,6.872924034086679e-15,5.2139443281771664e-08,3.3451783281960705e-13,4.188306419942692e-11,1.152778109152076e-17,6.231592798533584e-09,8.456054800640965e-10,1.449157355772564e-11,6.00798343690925e-14,3.94667937316885e-12,1.6327940646870186e-09,0.0004723889210160489,3.554851396305377e-14,7.425968265702714e-21,6.944674511786859e-13,1.2113087876382873e-14,1.1262551235586101e-13,5.476649139141801e-13,2.91931006325196e-17,2.3713438890912157e-21,1.2292380489725533e-18,7.198814433844776e-19,1.166035755433465e-23,4.118078962347693e-20,1.1516049605692562e-16,5.907634760816319e-18,2.1559577846090744e-12,6.561496629457554e-16,2.227843403617907e-16,3.440631743722555e-17,2.6605056952902075e-17
1.0410169424369517e-07,0.2773051072788288,3.76,0.0,0.5836761354605123,0.9995217000497277,1.5108986654702836e-07,0.0,1.4356985694544072e-07,2.670922873153161e-05,2.04062767879679e-05,3.492850724955416e-06,9.869535969962446e-11,1.8378594899351023e-12,3.380093961099275e-06,2.750462156930639e-06,9.671103617207859e-07,1.9282614999415237e-06,9.408758565527921e-07,3.125714707699046e-07,2.3854467152908925e-07,1.5075888829792537e-08,1.1121046232220337e-08,2.7086874687992206e-11,9.713759687000797e-13,7.838141355036877e-15,5.380657400546222e-08,3.90967239034789e-13,4.511419114813138e-11,1.3176382708237257e-17,6.609122585418045e-09,9.04103502599642e-10,1.5883961943059262e-11,7.025512942749629e-14,4.187454655819444e-12,1.8187710087717322e-09,0.0004723887669638246,3.727521574732585e-14,8.628522687307209e-21,7.857973969895515e-13,1.3744123247689448e-14,1.3028852486214758e-13,6.143981413635833e-13,3.385689533618394e-17,2.740871111861827e-21,1.4751948672566443e-18,8.590648580312438e-19,1.417440953660781e-23,5.136179207475612e-20,1.1902916630238328e-16,6.771155984017624e-18,2.5277749603061973e-12,7.117597882374286e-16,2.496422628406347e-16,3.976943306917642e-17,2.93407056357242e-17
1.0732932255614832e-07,0.2773051551663353,3.76,0.0,0.5836750935465806,0.9995213652032936,1.6723024741210026e-07,0.0,1.5345989991930291e-07,2.7627585893209387e-05,2.0909506930231698e-05,3.7526840952264035e-06,1.0395497009604437e-10,1.8857779076078237e-12,3.544124919149109e-06,2.8693793258894022e-06,1.046253016104197e-06,2.083507583380218e-06,9.769922807449533e-07,3.2744549259916786e-07,2.5774022773481655e-07,1.635734280375112e-08,1.2256843841077912e-08,3.130482754081083e-11,1.1502665725520682e-12,8.906619443425937e-15,5.547363853260223e-08,4.555736521245223e-13,4.8493783255483694e-11,1.5004769451983076e-17,6.996139044531882e-09,9.648503024556742e-10,1.736055940799442e-11,8.181411685649044e-14,4.434391473355999e-12,2.0186534855685878e-09,0.0004723886089295311,3.903358716997657e-14,9.99594622090636e-21,8.859346858275751e-13,1.5538273042787662e-14,1.5012364972938379e-13,6.874745041165763e-13,3.910535000298615e-17,3.1592675960708755e-21,1.7618417708212966e-18,1.0201278546926483e-18,1.7140796854314613e-23,6.36808005595041e-20,1.2291813642680771e-16,7.725502092517984e-18,2.947202023706729e-12,7.700217780110672e-16,2.786968532888043e-16,4.5817523863337397e-17,3.225265455916418e-17
