Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63)
7.53903165317635e-06,0.21724230074223924,3.76,0.0,0.7106332674949607,0.99975990999938,4.240951126723666e-05,0.0,3.390807172630134e-07,0.00010247948586141682,2.1444437486209802e-06,9.901663025700849e-05,3.12096344253781e-10,2.563473887150782e-13,9.977369542663635e-07,7.231944589076192e-07,3.068883906704779e-05,4.972369721292877e-05,1.6696668340231398e-05,4.2987602224694746e-08,5.438519730971246e-07,6.424268126573956e-06,2.8935622542498455e-05,4.457751427340868e-08,2.846597138174228e-07,2.7280488183116613e-11,2.8384832383121646e-08,3.844013388394864e-08,7.008530833213927e-10,4.156482658356201e-13,1.8050943432313092e-07,3.29505364491619e-07,7.30489984268288e-09,3.2279229203165365e-10,1.3737487241500176e-11,1.6902235361413388e-08,0.00012998404926840436,1.874703477559233e-14,2.7262961394956063e-16,8.976973578818755e-11,2.3465315635485635e-12,2.9562384535794093e-10,2.6668510204969356e-10,4.794163588923808e-13,4.7171932310226476e-17,1.9444906559126084e-15,1.1510690264088294e-15
7.696691584665211e-06,0.21724237263339882,3.76,0.0,0.7106283864191819,0.9997567994347338,4.404507238100084e-05,0.0,3.4544339757694695e-07,0.0001046850282957165,2.144428907392394e-06,0.00010128293101823817,3.1209839916581306e-10,2.563465260224053e-13,9.995078574940895e-07,7.231567499491878e-07,3.1398356692835086e-05,5.082314609837392e-05,1.7062721151254093e-05,4.298523160978263e-08,5.488329074353594e-07,6.5729105705120655e-06,3.0249002247219973e-05,4.6595316821006804e-08,3.0439741827771537e-07,2.942040843678078e-11,2.915727752419549e-08,4.110855081318847e-08,7.168942055994158e-10,4.48274427791963e-13,1.8538957068501518e-07,3.4360723456266235e-07,7.646642239519168e-09,3.378432875420005e-10,1.4151455817328302e-11,1.7325381033090404e-08,0.0001299836439656126,1.9306965550627495e-14,2.91717906444351e-16,9.210740230949859e-11,2.4347538068879044e-12,3.088817011985512e-10,2.8003665284259244e-10,5.009341311314576e-13,5.090010616096301e-17,2.0500848477485814e-15,1.2117445559098051e-15
7.854351516154071e-06,0.21724244454606714,3.76,0.0,0.7106234712476553,0.9997536583995746,4.5711045759799605e-05,0.0,3.518121893411156e-07,0.00010689070977868445,2.144414072233716e-06,0.00010355127764145559,3.1209946941880093e-10,2.563453249761239e-13,1.001280387548299e-06,7.231189989580261e-07,3.21091211936298e-05,5.192258391053256e-05,1.742872960083193e-05,4.298285852240188e-08,5.53818326811481e-07,6.72168749276799e-06,3.1592124028272636e-05,4.8658251739324954e-08,3.2503878715837954e-07,3.168901999675051e-11,2.9941339204089136e-08,4.389926272562011e-08,7.329496485776624e-10,4.828638352256892e-13,1.9033213945048017e-07,3.579848296897877e-07,7.997558372456063e-09,3.5325141515452286e-10,1.4571206142809065e-11,1.7750394870603558e-08,0.0001299832361632109,1.9874766387746713e-14,3.1169509700402965e-16,9.445406346743728e-11,2.5243274856622985e-12,3.223704853337614e-10,2.9379833765614016e-10,5.228270491848018e-13,5.4845951242997345e-17,2.1594257922169173e-15,1.2744694777189035e-15
8.012011447642932e-06,0.2172425164796344,3.76,0.0,0.7106185219514196,0.9997504868738638,4.7407459946551015e-05,0.0,3.5818696638177566e-07,0.00010909653473530953,2.1443992432697585e-06,0.0001058216259852232,3.12099736133232e-10,2.5634384704743005e-13,1.0030545116062882e-06,7.230812066589584e-07,3.282113360551297e-05,5.302201062252079e-05,1.77946912784552e-05,4.298048300933451e-08,5.588081354120251e-07,6.870595986856968e-06,3.2965014290247615e-05,5.076633837921158e-08,3.4660487450705456e-07,3.409190400582753e-11,3.073728160880188e-08,4.681512247787431e-08,7.49019098052367e-10,5.195016793362817e-13,1.9533853956259854e-07,3.7263693372964813e-07,8.357766129603187e-09,3.690173028796717e-10,1.4996885193581717e-11,1.8177276786768045e-08,0.00012998282433724297,2.0450635494044116e-14,3.325828354196939e-16,9.680978989687443e-11,2.615239834671388e-12,3.3608529150893164e-10,3.079770878605011e-10,5.450871405159342e-13,5.901833078442513e-17,2.272596802531736e-15,1.3392858684617818e-15
8.169671379131793e-06,0.2172425884334886,3.76,0.0,0.7106135385021932,0.9997472848383198,4.913434287533869e-05,0.0,3.6456760208731806e-07,0.0001113025076017857,2.1443844206207333e-06,0.00010809393173943284,3.1209934683141196e-10,2.563421422600157e-13,1.0048301967010188e-06,7.23043373771777e-07,3.35343949407904e-05,5.412142620763948e-05,1.8160603765474332e-05,4.2978105117066835e-08,5.638022370169796e-07,7.019633135208727e-06,3.436769885496983e-05,5.2919595345008365e-08,3.6911676944526065e-07,3.663478401063313e-11,3.154536924607294e-08,4.985898781401644e-08,7.651022386805684e-10,5.582753264682551e-13,2.004101699236547e-07,3.875623345524686e-07,8.727386011066634e-09,3.8514155159897146e-10,1.542864108384426e-11,1.8606026645338428e-08,0.0001299824068174369,2.103477250821203e-14,3.5440283442149885e-16,9.91746537897293e-11,2.7074780546755497e-12,3.5002118694730486e-10,3.225799161567865e-10,5.677063893787759e-13,6.342635091011964e-17,2.389682531929654e-15,1.4062364369563392e-15
8.327331310620653e-06,0.21724266040701554,3.76,0.0,0.7106085208723771,0.9997440522691124,5.0891721869312235e-05,0.0,3.7095396940632617e-07,0.00011350863282517255,2.1443696044042118e-06,0.00011036815042896046,3.12098421655378e-10,2.5634025146274314e-13,1.0066074097260164e-06,7.230055010131825e-07,3.424890618789409e-05,5.5220830639364924e-05,1.8526464635206265e-05,4.297572489189832e-08,5.68800535013873e-07,7.168796009252962e-06,3.5800202959291324e-05,5.511804049181151e-08,3.9259559455336383e-07,3.932352583416683e-11,3.236586693047056e-08,5.3033721150765946e-08,7.811987538862014e-10,5.992743160062418e-13,2.0554842928007203e-07,4.027598240041365e-07,9.106541128764171e-09,4.0162473490275526e-10,1.586662294423031e-11,1.903664426091295e-08,0.00012998198709370456,2.1627378268807487e-14,3.7717689388360105e-16,1.015487289153587e-10,2.8010293306055835e-12,3.641732166438829e-10,3.3761391285215554e-10,5.906767436632305e-13,6.807936509825904e-17,2.510768954795782e-15,1.475364511188761e-15
8.484991242109514e-06,0.21724273239959901,3.76,0.0,0.7106034690350564,0.9997407891479064,5.267962363862702e-05,0.0,3.773459408612831e-07,0.00011571491486305327,2.144354794738295e-06,0.00011264423741715741,3.120970584455464e-10,2.5633820787209686e-13,1.0083861174413398e-06,7.229675890991399e-07,3.496466831128532e-05,5.6320223891339106e-05,1.8892271453042158e-05,4.297334238009046e-08,5.738029324202215e-07,7.318081669665096e-06,3.726255125294665e-05,5.736169092289153e-08,4.1706250424634517e-07,4.216413737896456e-11,3.319903976837202e-08,5.634218936156051e-08,7.973083259537976e-10,6.425903574276644e-13,2.1075471610679236e-07,4.1822819786857795e-07,9.495357206025125e-09,4.184673989367366e-10,1.631098081392434e-11,1.9469129398841135e-08,0.00012998156377520552,2.2228654834820408e-14,4.009268953825231e-16,1.0393209064438736e-10,2.895880849740122e-12,3.785364076461877e-10,3.53086242135149e-10,6.139901219357535e-13,7.298697860201108e-17,2.6359433470845466e-15,1.5467140250322085e-15
8.642651173598375e-06,0.21724280441062055,3.76,0.0,0.7105983829640031,0.999737495458497,5.4498074278442364e-05,0.0,3.837433885744396e-07,0.00011792135818319504,2.1443399917424585e-06,0.00011492214790920961,3.120953368867893e-10,2.563360384594852e-13,1.0101662864782763e-06,7.229296387459069e-07,3.5681682251362575e-05,5.741960593736462e-05,1.9258021776558053e-05,4.2970957627931693e-08,5.788093319023536e-07,7.467487166779191e-06,3.875476779647206e-05,5.965056298728106e-08,4.4253868314033047e-07,4.5162768363906146e-11,3.404515314285824e-08,5.978726355947241e-08,8.134306361557762e-10,6.883173263733157e-13,2.160304284914235e-07,4.3396625583041954e-07,9.893962576974212e-09,4.3567006224448957e-10,1.6761865545593552e-11,1.990348177513795e-08,0.0001299811339558934,2.2838805311510485e-14,4.25674768064286e-16,1.0632481597523697e-10,2.9920198198259177e-12,3.93105773317766e-10,3.690041383559738e-10,6.376384204718533e-13,7.81590528277653e-17,2.7652942661086734e-15,1.6203295047523607e-15
8.800311105087235e-06,0.21724287643945972,3.76,0.0,0.7105932626336781,0.999734171177851,5.634709926697505e-05,0.0,3.9014618425965886e-07,0.00012012796726321142,2.1443251955363785e-06,0.00011720183695596736,3.1209332188313375e-10,2.563337653374613e-13,1.011947883341252e-06,7.228916506699286e-07,3.639994892437397e-05,5.8518976751403274e-05,1.9623713155627104e-05,4.2968570681720446e-08,5.838196357825255e-07,7.617009540619819e-06,4.027687605913345e-05,6.198467227754069e-08,4.6904534441033593e-07,4.8325709997582165e-11,3.4904472698508054e-08,6.337181887902624e-08,8.295653645582722e-10,7.365512593741751e-13,2.2137696401796487e-07,4.4997280143793435e-07,1.030248818569848e-08,4.532332156168393e-10,1.7219428721315568e-11,2.0339701056404473e-08,0.00012998070217561206,2.3458033609695674e-14,4.514425272688956e-16,1.0872698356333689e-10,3.089433487138525e-12,4.0787631758033043e-10,3.853749023165003e-10,6.616135199171753e-13,8.360570976269876e-17,2.8989115299137394e-15,1.6962560553875267e-15
8.957971036576096e-06,0.2172429484854941,3.76,0.0,0.7105881080192322,0.9997308162890052,5.822672346360353e-05,0.0,3.965541992309846e-07,0.00012233474659022276,2.144310406238982e-06,0.00011948325945761428,3.1209106630009496e-10,2.563314064792563e-13,1.0137308744101157e-06,7.22853625587703e-07,3.71194692223319e-05,5.961833630757529e-05,1.9989343132533422e-05,4.296618158776156e-08,5.888337460441525e-07,7.76664582111122e-06,4.1828898916917383e-05,6.436403362770944e-08,4.966037281397006e-07,5.165939458988586e-11,3.577726432607608e-08,6.709873425697422e-08,8.457121901425171e-10,7.873903479775785e-13,2.26795719649938e-07,4.662466420662753e-07,1.072106758519665e-08,4.711573219562101e-10,1.7683822577820942e-11,2.0777786859753205e-08,0.00012998026752383105,2.4086544552775762e-14,4.782522771655585e-16,1.1113867375193747e-10,3.1881091544311154e-12,4.2284303912956845e-10,4.022058975746632e-10,6.85907292231764e-13,8.933733635708586e-17,3.0368861960735736e-15,1.774539346917614e-15
9.115630968064957e-06,0.21724302054809946,3.76,0.0,0.7105829190965098,0.999727430778556,6.0136971106842084e-05,0.0,4.029673044395881e-07,0.00012454170066048133,2.1442956239686345e-06,0.00012176637016735082,3.120886134131247e-10,2.5632897646958965e-13,1.0155152259446394e-06,7.228155642161975e-07,3.7840244012920665e-05,6.0717684580157246e-05,2.035490924209832e-05,4.296379039239831e-08,5.938515643425304e-07,7.916393028634477e-06,4.34108586504129e-05,6.678866111126379e-08,5.252350995022774e-07,5.5170395065526324e-11,3.6663794145629174e-08,7.097089219093995e-08,8.61870791052754e-10,8.409349315548688e-13,2.322880916023015e-07,4.82786588877496e-07,1.1149836935990488e-08,4.894428161259525e-10,1.8155199933974243e-11,2.1217738752730084e-08,0.00012997982615015464,2.4724543741687512e-14,5.061261496664133e-16,1.1355996860665739e-10,3.28803420044617e-12,4.3800093602145573e-10,4.195045464159571e-10,7.10511608379763e-13,9.536458924746717e-17,3.1793105375538325e-15,1.855225598770765e-15
9.273290899553817e-06,0.21724309262664931,3.76,0.0,0.7105776958420499,0.999724014626006,6.207786581292218e-05,0.0,4.0938537045639986e-07,0.00012674883397909196,2.1442808488439255e-06,0.00012405112369463165,3.120859982020735e-10,2.563264872741769e-13,1.0173009040871668e-06,7.227774672734423e-07,3.856227413943071e-05,6.181702154357983e-05,2.0720409011773846e-05,4.2961397142034734e-08,5.988729920128274e-07,8.066248173982399e-06,4.502277694328022e-05,6.925856803983537e-08,5.549607474151608e-07,5.886542453659154e-11,3.756432849401246e-08,7.499117856064803e-08,8.780408442008119e-10,8.972874902653111e-13,2.3785547524670092e-07,4.995914567915009e-07,1.1588935004835974e-08,5.080901048233099e-10,1.8633714146407608e-11,2.1659556253262157e-08,0.00012997938192065665,2.5372237339582536e-14,5.350863587179056e-16,1.1599095194177921e-10,3.389196094157333e-12,4.533450090128798e-10,4.3727832691016776e-10,7.354183433440467e-13,1.0169839826556976e-16,3.3262780257133954e-15,1.9383615689229488e-15
9.430950831042678e-06,0.21724316472051575,3.76,0.0,0.7105724382330866,0.9997205678162323,6.404943057393207e-05,0.0,4.1580826748345e-07,0.0001289561510596522,2.144266080983745e-06,0.00012633747450911662,3.1208324904310214e-10,2.5632394851581263e-13,1.0190878748650487e-06,7.227393354787592e-07,3.928556042067464e-05,6.291634717242697e-05,2.1085839961764523e-05,4.295900188315785e-08,6.038979300787062e-07,8.216208258521186e-06,4.6664674880275226e-05,7.177376696162281e-08,5.858019827920687e-07,6.275133572757504e-11,3.8479133908578695e-08,7.916248239614292e-08,8.942220255894195e-10,9.56552636501795e-13,2.4349926498849127e-07,5.166600644484643e-07,1.203850316300482e-08,5.270995664571154e-10,1.9119519051988668e-11,2.2103238829591403e-08,0.00012997893395076926,2.602983218987548e-14,5.651552089933719e-16,1.1843170935374947e-10,3.491582413002888e-12,4.688702658535799e-10,4.555347691315319e-10,7.606193833524459e-13,1.0834997096993355e-16,3.4778833054782712e-15,2.0239945383539967e-15
9.588610762531538e-06,0.21724323682906893,3.76,0.0,0.7105671462475532,0.9997170903343858,6.605168775599203e-05,0.0,4.222358653859858e-07,0.00013116365642388208,2.144251320507057e-06,0.00012862537694433197,3.1208038911810413e-10,2.563213680550143e-13,1.0208761041949003e-06,7.22701169552807e-07,4.001010365090391e-05,6.401566144143506e-05,2.1451199605154442e-05,4.295660466233932e-08,6.089262792635254e-07,8.366270274747447e-06,4.8336572945327425e-05,7.43342696599589e-08,6.177801367468953e-07,6.683512033680217e-11,3.940847711044778e-08,8.348769563948855e-08,9.104140103208675e-10,1.0188371051732821e-12,2.492208541407423e-07,5.339912341706561e-07,1.2498685384295355e-08,5.464715510058397e-10,1.961276891545752e-11,2.254878590021206e-08,0.00012997848170731916,2.66975356715258e-14,5.963550341589125e-16,1.2088232825541215e-10,3.5951808614446477e-12,4.845717256500016e-10,4.742814513080179e-10,7.861066330132533e-13,1.1533079717167306e-16,3.63422217143827e-15,2.1121722961323193e-15
9.746270694020399e-06,0.21724330895167732,3.76,0.0,0.7105618198640831,0.9997135821652751,6.80846590975819e-05,0.0,4.286680336843281e-07,0.00013337135460127073,2.144236567532754e-06,0.00013091478520169578,3.1207743740341765e-10,2.563187523498843e-13,1.0226655578849399e-06,7.226629702176162e-07,4.073590459973243e-05,6.511496432549322e-05,2.1816485448028627e-05,4.2954205526234966e-08,6.139579399970439e-07,8.516431206343846e-06,5.003849101973275e-05,7.694008715219309e-08,6.509165588776675e-07,7.112390836724268e-11,4.035262498849212e-08,8.796971291721552e-08,9.266164724841053e-10,1.084249743192297e-12,2.5502163480424515e-07,5.515837919265508e-07,1.2969628242858888e-08,5.662063798930425e-10,2.0113618386519402e-11,2.2996196833816916e-08,0.0001299780256257914,2.7375555635735028e-14,6.287082422772205e-16,1.233428979089195e-10,3.699979288373335e-12,5.00444422958143e-10,4.935259962023808e-10,8.118720217882401e-13,1.2265265328121864e-16,3.7953915449027035e-15,2.202943125142309e-15
9.90393062550926e-06,0.21724338108770763,3.76,0.0,0.7105564590620107,0.9997100432949407,7.014836570797582e-05,0.0,4.3510464156865644e-07,0.0001355792501287323,2.14422182217967e-06,0.00013320565335420858,3.1207440939138e-10,2.563161066622453e-13,1.0244562016378242e-06,7.226247381966513e-07,4.146296401206499e-05,6.621425579964304e-05,2.218169498959222e-05,4.295180452158966e-08,6.189928124236154e-07,8.66668802844287e-06,5.177044838047925e-05,7.959122968884708e-08,6.852326155973195e-07,7.56249674199911e-11,4.13118445836982e-08,9.261143131904263e-08,9.428290853055989e-10,1.1529014987975998e-12,2.609029977507018e-07,5.694365672964154e-07,1.3451480910836091e-08,5.863043458881266e-10,2.0622222463539115e-11,2.344547094925038e-08,0.00012997756553838468,2.8064100384107008e-14,6.622373063225986e-16,1.258135094571012e-10,3.805965703661907e-12,5.164834116861447e-10,5.132760676558624e-10,8.379075104583936e-13,1.3032760644465976e-16,3.9614894504757475e-15,2.29635578770113e-15
9.999999999999997e-06,0.21724345323652514,3.76,0.0,0.7105531755964305,0.9997078718408139,7.142095509814425e-05,0.0,4.390288807363445e-07,0.00013692472010181985,2.144212840952221e-06,0.00013460227980900485,3.120725323730498e-10,2.5631448169165074e-13,1.0255478912539258e-06,7.226014259680836e-07,4.190661177760732e-05,6.688409854029468e-05,2.2404195309734258e-05,4.2950340583923126e-08,6.220623215071406e-07,8.758292075503773e-06,5.284054581972367e-05,8.122891956468113e-08,7.067304722796958e-07,7.847490126630026e-11,4.1903844715818166e-08,9.5519383330312e-08,9.527130058667043e-10,1.1963704762777109e-12,2.645268839514711e-07,5.80442169262887e-07,1.3750509635726504e-08,5.987291201635006e-10,2.0936006576165e-11,2.3720147375782038e-08,0.00012997728320753292,2.8488911588357796e-14,6.832542457758409e-16,1.2732392894516702e-10,3.8711255056949314e-12,5.263361339489401e-10,5.255618400194575e-10,8.539011414199616e-13,1.351826965110892e-16,4.065159263483129e-15,2.3545927046362832e-15
1.006159055699812e-05,0.21724345323652514,3.76,0.0,0.7105510638213738,0.9997064737099034,7.224282806572587e-05,0.0,4.415455579135033e-07,0.00013778734755025968,2.144207084566626e-06,0.00013549793535013905,3.120713176914054e-10,2.5631343527800184e-13,1.0262480010537726e-06,7.225864742148762e-07,4.219128260802752e-05,6.73135358390786e-05,2.2546825722290826e-05,4.2949401695241204e-08,6.24030796410836e-07,8.81703770791952e-06,5.3532463698621874e-05,8.228770675297708e-08,7.207496884565851e-07,8.034570193997656e-11,4.228640307345499e-08,9.741575017563973e-08,9.590515211355172e-10,1.22490540996288e-12,2.668663323058923e-07,5.875483934381456e-07,1.3944395155778097e-08,6.067657129912477e-10,2.1138736460490586e-11,2.3896607515465847e-08,0.0001299771014256604,2.8763378615039185e-14,6.969647510113976e-16,1.2829425595424342e-10,3.913128294476349e-12,5.326837689423353e-10,5.335393671770199e-10,8.642050973598042e-13,1.3836801864323633e-16,4.132614992105692e-15,2.3924595111170096e-15
1.0219250488486981e-05,0.21724352539749328,3.76,0.0,0.7105456341229152,0.9997028733972438,7.436806601717532e-05,0.0,4.4799065128475565e-07,0.00013999565141657345,2.14419235481245e-06,0.0001377915850168559,3.120681725579603e-10,2.5631074168599416e-13,1.0280409216333969e-06,7.225481789987931e-07,4.292086108289851e-05,6.841280441914673e-05,2.2911875131933166e-05,4.2946997094121953e-08,6.290717915577796e-07,8.967477203612374e-06,5.5324555037676126e-05,8.50295270597177e-08,7.574891724418556e-07,8.529365241099665e-11,4.327656775557724e-08,1.0238557083313317e-07,9.75283451457479e-10,1.3003765919948298e-12,2.7291302623124036e-07,6.05918107052968e-07,1.4448525337839667e-08,6.275907163235413e-10,2.1663315975943214e-11,2.434960575148672e-08,0.00012997663333970877,2.947359938554128e-14,7.32913159660289e-16,1.3078523239663722e-10,4.0214554415300885e-12,5.490405988718172e-10,5.543236305380295e-10,8.907568245848529e-13,1.4678655081969947e-16,4.308868329039427e-15,2.491303973340753e-15
1.0534570351464704e-05,0.2172436697533292,3.76,0.0,0.7105346712790388,0.9996955805408336,7.871094491390604e-05,0.0,4.6089284191748743e-07,0.00014441289671718706,2.144162919355887e-06,0.00014238280209893732,3.1206175456896447e-10,2.5630529896290823e-13,1.0316299878119048e-06,7.22471497777403e-07,4.438380032570508e-05,7.061130710333386e-05,2.3641719893117123e-05,4.294218275577351e-08,6.391624124536282e-07,9.268613440907426e-06,5.899903498233174e-05,9.064922842054326e-08,8.347210069050012e-07,9.590203640446036e-11,4.530478535846447e-08,1.1283333115708023e-07,1.0077744775251474e-09,1.4621915104663091e-12,2.8526203444376466e-07,6.434265609456252e-07,1.5491063891334898e-08,6.703324271908165e-10,2.2737295154745032e-11,2.526118385911853e-08,0.00012997568516451543,3.0927706289502104e-14,8.085634749809234e-16,1.3579826505480936e-10,4.241558024847861e-12,5.822042592279944e-10,5.974861359042132e-10,9.445911372151635e-13,1.6481014697057724e-16,4.677164101408793e-15,2.697415960585945e-15
1.0849890214442427e-05,0.2172438141500949,3.76,0.0,0.7105235703904729,0.9996881646354473,8.31771484709594e-05,0.0,4.7381015624923454e-07,0.0001488310225572421,2.1441335167599893e-06,0.00014697893294917668,3.120552049434517e-10,2.56299795357896e-13,1.0352231222980951e-06,7.223947003750783e-07,4.585178680326635e-05,7.280976365804614e-05,2.4371209031684046e-05,4.2937361883881887e-08,6.492638668583117e-07,9.570072260152658e-06,6.279402051348118e-05,9.645038813105632e-08,9.170994815308127e-07,1.0751313030997635e-10,4.739863756118548e-08,1.239779546217303e-07,1.0402995194929645e-09,1.6393082065081946e-12,2.979610886103969e-07,6.819526921477077e-07,1.6580383180648765e-08,7.145307782718566e-10,2.384540945564201e-11,2.618019802454028e-08,0.00012997472099173592,3.24280994443173e-14,8.893699959091542e-16,1.4085340737127712e-10,4.466184976887297e-12,6.159359101745749e-10,6.428260276740642e-10,9.993478939781086e-13,1.8450581781433403e-16,5.067198220341201e-15,2.9150976371906573e-15
1.116521007742015e-05,0.21724395858264872,3.76,0.0,0.710512331328673,0.9996806256009728,8.776681256074216e-05,0.0,4.867415328129382e-07,0.00015325006554873992,2.144104147973834e-06,0.00015157960422374766,3.120485560909567e-10,2.5629424193032654e-13,1.0388200458055994e-06,7.223177926582932e-07,4.7324825176840076e-05,7.500817389159341e-05,2.5100322207870834e-05,4.2932534857246327e-08,6.593753427526056e-07,9.871829068631494e-06,6.670963411705883e-05,1.0243304827094976e-07,1.0047960658976537e-06,1.201920640332564e-10,4.9560265441188834e-08,1.3584270151708241e-07,1.0728559214640859e-09,1.8327209863323736e-12,3.110212224485196e-07,7.21487318417164e-07,1.7717811083797862e-08,7.601866012142826e-10,2.4988911318213888e-11,2.7106640199556367e-08,0.00012997374081017034,3.397646094507543e-14,9.755152680712992e-16,1.4595149215559183e-10,4.695251889400452e-12,6.501977319455077e-10,6.904060933257689e-10,1.054965615155091e-12,2.0598602202605106e-16,5.479807511385662e-15,3.144761210118418e-15
1.1480529940397873e-05,0.2172441030458319,3.76,0.0,0.7105009539764994,0.9996729633674881,9.248006281423468e-05,0.0,4.996859062542059e-07,0.0001576700623769871,2.1440748139451612e-06,0.00015618444101702587,3.120418297952477e-10,2.5628864613447937e-13,1.0424204777348454e-06,7.222407805163758e-07,4.880291970421958e-05,7.720653761477111e-05,2.5829038987909878e-05,4.2927702056060244e-08,6.694960246359467e-07,1.01738591696923e-05,7.07459884208042e-05,1.08597238662405e-07,1.0979822785363645e-06,1.3400605209988845e-10,5.1791810434058464e-08,1.484508424087908e-07,1.1054410165924845e-09,2.043455982900933e-12,3.244534331678159e-07,7.620213109946933e-07,1.890471661498443e-08,8.073002571496295e-10,2.6169055477494867e-11,2.804050153485148e-08,0.00012997274461088584,3.557447574663887e-14,1.0671825840044363e-15,1.5109338597121685e-10,4.928678912090073e-12,6.849526840524069e-10,7.402893602629608e-10,1.111384084983206e-12,2.29368385035971e-16,5.915843341658568e-15,3.3868247281585762e-15
1.1795849803375596e-05,0.21724424753446495,3.76,0.0,0.7104894382282557,0.9996651778752924,9.731701458462291e-05,0.0,5.126422076902161e-07,0.00016209104978873846,2.144045515620082e-06,0.00016079306699075648,3.120350409581952e-10,2.562830130902274e-13,1.0460241362694002e-06,7.221636698601072e-07,5.028607423798762e-05,7.940485464087971e-05,2.6557338848308296e-05,4.2922863861821255e-08,6.796250938077228e-07,1.0476137771252371e-05,7.490318615386626e-05,1.1494297690825643e-07,1.1968296297543334e-06,1.490243574631056e-10,5.409541378931601e-08,1.618256505791852e-07,1.138052128003529e-09,2.272570600898015e-12,3.382686775463456e-07,8.035455935461509e-07,2.0142509778605016e-08,8.558716345127704e-10,2.7387098389068783e-11,2.8981772379799883e-08,0.00012997173238609054,3.722383091771882e-14,1.1645559275556096e-15,1.5627998993304892e-10,5.166391205862415e-12,7.201646135038537e-10,7.925389994573859e-10,1.1685445275717362e-12,2.547758238634336e-16,6.3761708250535505e-15,3.641711632819615e-15
1.2111169666353319e-05,0.21724439204335422,3.76,0.0,0.7104777839897191,0.9996572690749279,0.0001022777729158305,0.0,5.256093650610549e-07,0.00016651306458061364,2.1440162539427554e-06,0.00016540510450045005,3.1202819966176114e-10,2.562773462828987e-13,1.0496307384700224e-06,7.220864666200937e-07,5.177429222397564e-05,8.160312478574433e-05,2.728520118006827e-05,4.291802065722793e-08,6.897617286424871e-07,1.0778639994131064e-05,7.918132011136692e-05,1.2147026844548725e-07,1.3015095658820838e-06,1.6531825390457315e-10,5.647321603741211e-08,1.759903946608077e-07,1.1706865696941893e-09,2.521152940235436e-12,3.524778681207613e-07,8.460511411572897e-07,2.1432641411377e-08,9.059001472124924e-10,2.8644297742312977e-11,2.993044228260821e-08,0.00012997070412935379,3.892621500493686e-14,1.2678199166105749e-15,1.6151224040633285e-10,5.408319353942024e-12,7.557983535047818e-10,8.472182375830714e-10,1.2263897673563037e-12,2.8233666463514984e-16,6.861668058489113e-15,3.909850332182618e-15
1.2741809392308763e-05,0.21724468110105816,3.76,0.0,0.7104540597223923,0.9996410814031855,0.00011257107773891045,0.0,5.515719455340389e-07,0.00017536032367291502,2.1439578442960313e-06,0.00017463789775823088,3.1201438291368835e-10,2.562659195215433e-13,1.0568516370479471e-06,7.219318061999478e-07,5.476593029450318e-05,8.599952370777936e-05,2.8739530419117242e-05,4.2908320753116355e-08,7.100543957853638e-07,1.1384215400395999e-05,8.810071803541086e-05,1.3506947275939735e-07,1.529052333654979e-06,2.020277316271905e-10,6.145997261472193e-08,2.0678269898054585e-07,1.2360146595285704e-09,3.081223014705194e-12,3.8212149474547164e-07,9.339701833481046e-07,2.4175926548501006e-08,1.010323852748482e-09,3.128120020181291e-11,3.184993345228596e-08,0.00012996859950100564,4.2496828216113126e-14,1.492761141534761e-15,1.7211760598637788e-10,5.904574787673087e-12,8.281960447361471e-10,9.641182376145133e-10,1.3439147764525748e-12,3.4445955220194055e-16,7.91174482792073e-15,4.487619256785225e-15
1.3372449118264207e-05,0.21724497017714056,3.76,0.0,0.7104297806511656,0.9996244001621463,0.00012336061047092336,0.0,5.775650210905912e-07,0.00018421213458123312,2.1438995925054844e-06,0.00018387977835480806,3.1200041080458015e-10,2.5625437699244115e-13,1.064080891100431e-06,7.217768470293387e-07,5.777785329760054e-05,9.039573295871249e-05,3.0191860286594613e-05,4.2898605425031196e-08,7.303674051132832e-07,1.1990384932467076e-05,9.750472474096081e-05,1.4939465475565361e-07,1.7819787469122103e-06,2.4474333322139614e-10,6.676916956376263e-08,2.4101353076534324e-07,1.3014036500072717e-09,3.732961009626307e-12,4.134705841490605e-07,1.0257072296842036e-06,2.7146988478696188e-08,1.1205571434396637e-09,3.4089832643527765e-11,3.37988754299776e-08,0.0001299664307011191,4.629983172937598e-14,1.7434937101380408e-15,1.8291770050640177e-10,6.417012163402522e-12,9.018875004751989e-10,1.0914933100871189e-09,1.4635391658585405e-12,4.1687608403325505e-16,9.073330250413795e-15,5.123642912052779e-15
