Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63)
5.362635218638832e-08,0.21723897638208475,3.76,0.0,0.7108207560496158,0.9998699439099287,1.905562156028472e-10,0.0,4.175057921647009e-10,3.789158280271373e-07,3.444119326306236e-07,3.0068232593844386e-08,1.745026660010221e-12,2.4644568205562455e-14,2.707171867033496e-08,2.6147899112960778e-08,2.4617731819282556e-09,4.758980627417279e-09,2.5642216135838344e-08,1.2624731973647197e-09,6.042636966031059e-10,4.957087770259335e-10,5.887122346977571e-11,1.8395409473974687e-15,1.7389600256767776e-16,3.508056832426262e-19,1.7573307340746287e-10,2.2969441176381068e-17,2.0581275666586998e-13,3.733368339419336e-21,9.844417346858684e-11,3.945593599783193e-12,2.1141857323934468e-14,7.603782379526973e-18,2.361765128695472e-15,2.535057741738577e-13,0.00012999835461471898,1.3493287370851509e-17,4.067266996455574e-25,1.369007767833381e-16,1.89422074163894e-18,8.712390180717461e-18,1.2667367796046832e-16,1.045814764900315e-20,1.4308809566479565e-26,2.4241114589956838e-24,1.7346603808829533e-24
5.460865676303381e-08,0.21723897666234876,3.76,0.0,0.7108207483777581,0.9998699422422618,2.0327657403070367e-10,0.0,4.3690966295448745e-10,3.8599708040928514e-07,3.5017566535079136e-07,3.083898901084925e-08,1.8071636740224388e-12,2.5070339448928684e-14,2.7976783805594583e-08,2.7006064141300353e-08,2.5867655230388346e-09,5.0102392762659905e-09,2.6147711713849157e-08,1.3092480150554111e-09,6.342901506893415e-10,5.143935867421381e-10,6.129614333923866e-11,1.981628032295919e-15,1.8532948197862875e-16,3.7211108057594667e-19,1.7895146899820168e-10,2.4462438416694157e-17,2.1116030342697583e-13,3.9806384289655874e-21,1.0197748909017839e-10,4.094406318987897e-12,2.2307593393170184e-14,8.075759707636102e-18,2.4485687740195122e-15,2.6756911969313613e-13,0.00012999835440844143,1.3794839193915578e-17,4.3662447244903115e-25,1.4500082970350807e-16,2.0047741406856914e-18,9.266422792929935e-18,1.3255670385624897e-16,1.1171516791883523e-20,1.5220937274476022e-26,2.6407060370370004e-24,1.904826779829739e-24
5.559096133967929e-08,0.21723897694284913,3.76,0.0,0.7108207406937035,0.9998699405529706,2.1658203882600924e-10,0.0,4.56803187036751e-10,3.930858249232436e-07,3.5592095521925733e-07,3.162147885535516e-08,1.870292824265316e-12,2.5495152535255204e-14,2.8893466230289418e-08,2.7874449995557524e-08,2.7157881149848603e-09,5.269659725634455e-09,2.6655013943140052e-08,1.3566924368050485e-09,6.652221079171059e-10,5.334797736931416e-10,6.378319286445952e-11,2.132071439542623e-15,1.9735149698936545e-16,3.9435355864172237e-19,1.8216984276805235e-10,2.6029813082725684e-17,2.1658937213809118e-13,4.239717534396249e-21,1.0556932812296982e-10,4.24612688217783e-12,2.3514774673686185e-14,8.57023625214499e-18,2.5369136607548687e-15,2.822031193324999e-13,0.0001299983541812611,1.4098301141695235e-17,4.681407362631062e-25,1.5344101252040477e-16,2.1198779732306624e-18,9.846445668816827e-18,1.3862431519167373e-16,1.1920640847345616e-20,1.617570731772857e-26,2.8731183192375926e-24,2.0883396579411837e-24
5.657326591632478e-08,0.21723897722358862,3.76,0.0,0.710820732997278,0.9998699388420439,2.3048720196057336e-10,0.0,4.771870431579934e-10,4.001821671852444e-07,3.6164786123278465e-07,3.2415870413398224e-08,1.9344094136755453e-12,2.5919010012539764e-14,2.9821621371148075e-08,2.8752901958054424e-08,2.8488920465380447e-09,5.537337873689347e-09,2.7164145756303123e-08,1.4047967446663836e-09,6.970686294316585e-10,5.529719914995719e-10,6.633332175999503e-11,2.2912222820470437e-15,2.0998611696288997e-16,4.1756122927235986e-19,1.8538819472023637e-10,2.767441364544033e-17,2.2210142514489698e-13,4.5109824008168405e-21,1.0921950251047011e-10,4.400765653139564e-12,2.4764080910430338e-14,9.088057369130759e-18,2.6267984672810228e-15,2.974223599457358e-13,0.00012999835396334064,1.4403671574006564e-17,5.013341418785916e-25,1.6223065055095064e-16,2.239653580599003e-18,1.0453307140160502e-17,1.448803775788707e-16,1.2706750746144703e-20,1.7174504426795079e-26,3.1222563861221867e-24,2.2859989787000114e-24
5.755557049297026e-08,0.21723897750456994,3.76,0.0,0.7108207252883102,0.9998699371095212,2.450066715147359e-10,0.0,4.980617854043396e-10,4.072862112306491e-07,3.6735644219944385e-07,3.3222329705752325e-08,1.999508762145375e-12,2.634191442127003e-14,3.07611059111323e-08,2.9641266948766067e-08,2.9861277715794696e-09,5.813368168917362e-09,2.7675129800454158e-08,1.4535513518698608e-09,7.298386059146275e-10,5.728749714853819e-10,6.894749375718152e-11,2.4594413152519276e-15,2.232582348731653e-16,4.417627742250912e-19,1.8860652485806101e-10,2.939917946291907e-17,2.2769728872675704e-13,4.7948176764443074e-21,1.1292782479786125e-10,4.558333125892889e-12,2.6056189666892994e-14,9.630095467263598e-18,2.7182218731023054e-15,3.132415303085433e-13,0.0001299983537336196,1.471094885577366e-17,5.362645851681289e-25,1.713792282579002e-16,2.364224327316728e-18,1.1087874051928818e-17,1.513288278622976e-16,1.353110541634354e-20,1.821874609051659e-26,3.389067298040509e-24,2.498639348716558e-24
5.8537875069615746e-08,0.21723897778579568,3.76,0.0,0.7108207175666299,0.9998699353553998,2.60155070864741e-10,0.0,5.194278442757156e-10,4.1439805976834285e-07,3.730467567389832e-07,3.4041020747435564e-08,2.0655862064878935e-12,2.6763868294467682e-14,3.1711777782998214e-08,3.0539393516239274e-08,3.127545112313638e-09,6.09784361883879e-09,2.8187988438677404e-08,1.502946557142423e-09,7.635407585823755e-10,5.931935199190157e-10,7.162668572527618e-11,2.63709904741615e-15,2.3719358494340383e-16,4.669874513386255e-19,1.9182483318491952e-10,3.120714271714195e-17,2.333778089485913e-13,5.09161616804048e-21,1.166941081308299e-10,4.71883992374906e-12,2.7391776329399725e-14,1.0197250548623284e-17,2.8111825588558996e-15,3.2967541877449194e-13,0.00012999835351415462,1.5020131347917658e-17,5.729932217052555e-25,1.8089639067387131e-16,2.4937156188107005e-18,1.1751031961288022e-17,1.5797367477278426e-16,1.4394992434143374e-20,1.930988310111132e-26,3.674537904076216e-24,2.7271307118587657e-24
5.952017964626123e-08,0.21723897806726847,3.76,0.0,0.7108207098320698,0.9998699335797272,2.7594703698211757e-10,0.0,5.412855288921578e-10,4.215178140832173e-07,3.787188632832782e-07,3.487210545330402e-08,2.1326371003952074e-12,2.7184874157675704e-14,3.2673496161624895e-08,3.144713182642394e-08,3.2731932631898305e-09,6.390855800731955e-09,2.870274375178852e-08,1.5529726529493258e-09,7.981836404214855e-10,6.139325168558071e-10,7.437188696930791e-11,2.824575859832947e-15,2.518187617471162e-16,4.932651002186181e-19,1.9504311970429218e-10,3.310143055546062e-17,2.391444858549891e-13,5.4017788654345284e-21,1.205181662541563e-10,4.882296798158034e-12,2.8771514112271207e-14,1.0790450758839613e-17,2.9056792062987424e-15,3.467389105806947e-13,0.00012999835327643684,1.533121742035011e-17,6.115824812976442e-25,1.9079194435323852e-16,2.6282549119615642e-18,1.2443685337522605e-17,1.6481899940592322e-16,1.5299728014115547e-20,2.0449400205688323e-26,3.979695807397954e-24,2.972379181087727e-24
6.050248422290672e-08,0.21723897834899072,3.76,0.0,0.7108207020844638,0.9998699317824936,2.9239721464995117e-10,0.0,5.636350337407511e-10,4.286455737585219e-07,3.843728200771191e-07,3.571574336343621e-08,2.20065681436478e-12,2.7604934529025596e-14,3.364612145160943e-08,3.2364333641497856e-08,3.4231207981656206e-09,6.692494882027339e-09,2.92194175416047e-08,1.6036202235370123e-09,8.337756384993761e-10,6.350969140233801e-10,7.718409974266907e-11,3.0222621683586202e-15,2.6716124537250033e-16,5.206261487382381e-19,1.9826138441974794e-10,3.5085267976379353e-17,2.4499888320232373e-13,5.725714874313356e-21,1.2439981350923655e-10,5.048714626549357e-12,3.019607406689782e-14,1.1410653065327202e-17,3.0017104983226233e-15,3.644469826526464e-13,0.00012999835304954472,1.5644205434672316e-17,6.520960870633385e-25,2.0107585801680032e-16,2.767971720831644e-18,1.3166757820012882e-17,1.7186895562235528e-16,1.6246656999416195e-20,2.163881705522382e-26,4.3056108188597485e-24,3.2353282999312984e-24
6.14847887995522e-08,0.21723897863096497,3.76,0.0,0.710820694323649,0.9998699299637462,3.0952025022526487e-10,0.0,5.86476445790465e-10,4.3578143670965815e-07,3.9000868517905385e-07,3.657209168220199e-08,2.2696407356208674e-12,2.8024051919230737e-14,3.4629515274102437e-08,3.329085229715003e-08,3.5773756784898876e-09,7.002849642191082e-09,2.973803133444916e-08,1.6548801330222797e-09,8.703249764295973e-10,6.566917306556991e-10,8.006433976660663e-11,3.230558590564001e-15,2.832494281241865e-16,5.4910162030314e-19,2.014796273349458e-10,3.716198087379806e-17,2.509418601278934e-13,6.063841559205216e-21,1.2833886483144037e-10,5.2181044100172e-12,3.1666125091433216e-14,1.2058843990322408e-17,3.099275118931764e-15,3.8281469787370714e-13,0.0001299983528058294,1.5959093766707776e-17,6.945990773960797e-25,2.1175826352189281e-16,2.9129976273253836e-18,1.392119249812866e-17,1.7912777058344381e-16,1.7237153556849973e-20,2.287968918509949e-26,4.653396477681899e-24,3.516960360646951e-24
6.246709337619767e-08,0.2172389789131936,3.76,0.0,0.7108206865494641,0.9998699281234741,3.273307897264225e-10,0.0,6.098097467662432e-10,4.429254995197089e-07,3.956265164618878e-07,3.744130562003447e-08,2.3395842680676918e-12,2.8442228831644536e-14,3.56235404584017e-08,3.422654269002069e-08,3.736005257108674e-09,7.322007484789315e-09,3.0258606383132676e-08,1.7067432019268108e-09,9.078397157446531e-10,6.787220496665503e-10,8.301363544512573e-11,3.449876072748093e-15,3.001126363385802e-16,5.787231407236232e-19,2.0469784845363575e-10,3.9334998456519525e-17,2.5697405764178074e-13,6.4165848564554666e-21,1.3233513574853672e-10,5.390477272024628e-12,3.3182333936585946e-14,1.27360402563981e-17,3.198371753270535e-15,4.0185720185425617e-13,0.00012999835257558023,1.6275880776338683e-17,7.391578239406368e-25,2.2284945731342445e-16,3.0634662993426285e-18,1.4707952142323142e-17,1.8659974543575696e-16,1.827262211371186e-20,2.417360871374944e-26,5.024211122968474e-24,3.818297324195111e-24
6.344939795284315e-08,0.21723897919567908,3.76,0.0,0.7108206787617494,0.9998699262617304,3.4584347927364796e-10,0.0,6.336348129579854e-10,4.5007785754945627e-07,4.0122637161299204e-07,3.832353850763299e-08,2.4104828322606995e-12,2.8859467762229836e-14,3.662806103663126e-08,3.517126127101585e-08,3.89905628111827e-09,7.65005444386813e-09,3.078116366805516e-08,1.7592001035397686e-09,9.463277566507181e-10,7.011930162875625e-10,8.603302685089748e-11,3.680635993109369e-15,3.1778114909153955e-16,6.095229439135941e-19,2.079160477796591e-10,4.160785531196334e-17,2.630967854029315e-13,6.784379421267083e-21,1.3638844237972336e-10,5.5658444576974465e-12,3.4745365209177676e-14,1.3443289342918688e-17,3.298999087584707e-15,4.215897213651162e-13,0.00012999835232566402,1.6594564847922223e-17,7.858400445760895e-25,2.3435990161275374e-16,3.2195135051215254e-18,1.552801938960602e-17,1.9428925586900965e-16,1.935449761881416e-20,2.552220492199369e-26,5.419258754493602e-24,4.1404015546687026e-24
6.443170252948863e-08,0.21723897947842366,3.76,0.0,0.7108206709603477,0.999869924378501,3.6507296207195267e-10,0.0,6.579514189770893e-10,4.5723860464544895e-07,4.068083081348893e-07,3.921894150643794e-08,2.4823318653518545e-12,2.927577119962825e-14,3.7642942234837724e-08,3.612486603049726e-08,4.06657489692963e-09,7.987075198183273e-09,3.130572389953037e-08,1.8122416700794537e-09,9.85796839663595e-10,7.241098373714782e-10,8.912356607508819e-11,3.923270292530367e-15,3.362862208343679e-16,6.415338769425591e-19,2.1113422531695018e-10,4.3984194008957014e-17,2.6931166465094413e-13,7.167668530522282e-21,1.4049860143378646e-10,5.7442173323013124e-12,3.635588137888427e-14,1.4181670080164456e-17,3.4011558092710414e-15,4.420275609328157e-13,0.0001299983520898981,1.6915144336614002e-17,8.347148196476715e-25,2.463002247499925e-16,3.381277114625105e-18,1.638239695203377e-17,2.0220075236910754e-16,2.0484245301692896e-20,2.6927145098242603e-26,5.839790319656965e-24,4.484376930242505e-24
6.541400710613411e-08,0.21723897976142967,3.76,0.0,0.7108206631451041,0.9998699224738412,3.850338717512366e-10,0.0,6.82759245452995e-10,4.6440783294540136e-07,4.1237238334615007e-07,4.012766341807018e-08,2.555126821005973e-12,2.9691141625145775e-14,3.866805045925608e-08,3.70872164743217e-08,4.2386066584914535e-09,8.333153094273017e-09,3.183230752148885e-08,1.865859110367627e-09,1.026254548219199e-09,7.474777783393466e-10,9.228631806646319e-11,4.178221638229724e-15,3.5566010918686114e-16,6.747894057427784e-19,2.1435238106953804e-10,4.6467768337215806e-17,2.756196419718836e-13,7.566904070371174e-21,1.44665430206286e-10,5.925607378798568e-12,3.801454278855108e-14,1.4952293348971322e-17,3.5048406068086887e-15,4.631860970639196e-13,0.00012999835183323365,1.7237617639770848e-17,8.858526159963372e-25,2.586812212911617e-16,3.548897097825212e-18,1.7272107876702392e-17,2.1033876042739385e-16,2.1663360972750852e-20,2.839013563994082e-26,6.287105427587694e-24,4.851370328378509e-24
6.639631168277958e-08,0.21723898004469933,3.76,0.0,0.7108206553158648,0.9998699205477332,4.0574082811354644e-10,0.0,7.080578839183301e-10,4.715856331460487e-07,4.1791865438211585e-07,4.104985095881326e-08,2.6288631693331326e-12,3.0105581512832155e-14,3.970325328442377e-08,3.805817360506101e-08,4.4151965338001565e-09,8.688370164522257e-09,3.236093471440707e-08,1.9200437600378217e-09,1.067708310718068e-09,7.713021585740468e-10,9.552236009738389e-11,4.445943572224984e-15,3.7593610155136194e-16,7.093236219533848e-19,2.1757051504154732e-10,4.9062446328970615e-17,2.8202119635555984e-13,7.982546810632363e-21,1.4888874657728292e-10,6.110026195923821e-12,3.9722007662541143e-14,1.5756302809645728e-17,3.610052169847996e-15,4.850807735385381e-13,0.00012999835159317519,1.7561983101707356e-17,9.393253103499105e-25,2.7151385303391895e-16,3.7225155361997085e-18,1.819819580554911e-17,2.1870788107377515e-16,2.289337204440843e-20,2.991292299289052e-26,6.762553821478075e-24,5.242572893498466e-24
6.737861625942506e-08,0.21723898032823483,3.76,0.0,0.7108206474724786,0.9998699186002373,4.2720843782977234e-10,0.0,7.338468362750021e-10,4.787720948311511e-07,4.2344717819522434e-07,4.1985649093445065e-08,2.703536396858303e-12,3.0519093329437753e-14,4.074841944750516e-08,3.903759991513784e-08,4.59638890744264e-09,9.052807133704342e-09,3.28916253964489e-08,1.974786760073373e-09,1.110165401297169e-09,7.955883488689598e-10,9.8832780459267e-11,4.72690061901607e-15,3.971485365999145e-16,7.451712496124332e-19,2.2078862723719932e-10,5.177221260969812e-17,2.885174053688321e-13,8.41506668969355e-21,1.5316836901031433e-10,6.297485497455786e-12,4.147893211050578e-14,1.6594875550944073e-17,3.716789189090261e-15,5.077270997085313e-13,0.0001299983513302125,1.788823914058977e-17,9.952062034235884e-25,2.8480925056812187e-16,3.902276642858044e-18,1.9161725182753718e-17,2.2731279158725937e-16,2.4175838222541165e-20,3.149729428438984e-26,7.26753634424304e-24,5.659220856687819e-24
6.836092083607054e-08,0.21723898061203845,3.76,0.0,0.7108206396147961,0.9998699166313328,4.4945129468905677e-10,0.0,7.6012551494497e-10,4.859673063280194e-07,4.2895801155535465e-07,4.293520089449826e-08,2.779142006489031e-12,3.0931679534486296e-14,4.1803418843433926e-08,4.002535937945142e-08,4.782227583304156e-09,9.426543426012556e-09,3.3424399224684046e-08,2.030079207313025e-09,1.1536329406711596e-09,8.203417714410174e-10,1.0221867849094888e-10,5.02156838786613e-15,4.193328250314354e-16,7.823676500733238e-19,2.2400671766081256e-10,5.460117073898111e-17,2.9510990927507194e-13,8.864942795681072e-21,1.5750411655130794e-10,6.487997111438256e-12,4.328597013137356e-14,1.7469222659097497e-17,3.825050356446268e-15,5.311406489869001e-13,0.0001299983510854709,1.8216384079466458e-17,1.053570031747282e-24,2.985787139304216e-16,4.088326769069144e-18,2.0163781432688483e-17,2.3615824585012877e-16,2.551235130732696e-20,3.314507802122674e-26,7.803505996002213e-24,6.10259643882917e-24
6.934322541271602e-08,0.21723898089611215,3.76,0.0,0.7108206317426701,0.9998699146410835,4.724839746163589e-10,0.0,7.868932488269062e-10,4.931713543325352e-07,4.3445121105059786e-07,4.3898647169766577e-08,2.855675517443608e-12,3.134334258024166e-14,4.286812251370002e-08,4.1021317435490144e-08,4.972755791450708e-09,9.809657184184316e-09,3.395927559818773e-08,2.0859125485545994e-09,1.1981178983172437e-09,8.45567898763738e-10,1.0568116568261696e-10,5.330433709760595e-15,4.425254753949889e-16,8.209488257671911e-19,2.272247863168048e-10,5.755354627122797e-17,3.017997908221535e-13,9.332663223441672e-21,1.6189580882616407e-10,6.681572978143951e-12,4.5143773622205304e-14,1.838058981671743e-17,3.934834364822875e-15,5.553370543755786e-13,0.00012999835081570554,1.854641637138851e-17,1.1144929899696941e-24,3.1283371206202006e-16,4.28081439285863e-18,2.1205471170434428e-17,2.452490742768486e-16,2.6904535027895222e-20,3.4858145163149096e-26,8.371969597928256e-24,6.574029288360362e-24
7.03255299893615e-08,0.21723898118045815,3.76,0.0,0.7108206238559548,0.9998699126294647,4.963210292837477e-10,0.0,8.141492906239736e-10,5.003843239540738e-07,4.399268330881692e-07,4.487612651301609e-08,2.9331324651657824e-12,3.1754084911810135e-14,4.394240263164004e-08,4.202534095927074e-08,5.16801619642277e-09,1.020222529265835e-08,3.4496273661773293e-08,2.142278558789839e-09,1.243627095094958e-09,8.712722492276398e-10,1.0922136555958132e-10,5.653994792874254e-15,4.667641233947775e-16,8.609514254032741e-19,2.3044283320969456e-10,6.063369019139028e-17,3.085874234274104e-13,9.818725205455534e-21,1.6634326603788736e-10,6.878225147616992e-12,4.705299238871374e-14,1.933025801426921e-17,4.046139908404586e-15,5.803320026966558e-13,0.00012999835056657486,1.8878334299444572e-17,1.1780527596687372e-24,3.2758588273710996e-16,4.479890114832576e-18,2.2287922456278804e-17,2.545901839464902e-16,2.8354045833158194e-20,3.6638410290376504e-26,8.974489636861853e-24,7.074898072809452e-24
7.130783456600698e-08,0.21723898146507836,3.76,0.0,0.7108206159545072,0.9998699105965451,5.209769848437342e-10,0.0,8.41892818432145e-10,5.076062991557758e-07,4.4538493389492846e-07,4.5867775751560325e-08,3.0115084012761404e-12,3.216390896708856e-14,4.5026132493376685e-08,4.303729825302777e-08,5.368050901625493e-09,1.0604323389369362e-08,3.50354123079651e-08,2.1991689127262056e-09,1.2901672046010843e-09,8.974603829448275e-10,1.1284041218804016e-10,5.992761350640145e-15,4.920875583263037e-16,9.02412751313136e-19,2.3366085834410193e-10,6.38460818531638e-17,3.1547361645671777e-13,1.0323635470498325e-20,1.7084630896494702e-10,7.077965778393859e-12,4.901427415128838e-14,2.0319544310509412e-17,4.1589656822760465e-15,6.061412314865964e-13,0.00012999835029017795,1.9212136376363317e-17,1.2443285284544246e-24,3.4284703404659093e-16,4.685706677442076e-18,2.341228503961558e-17,2.641865593079725e-16,2.986257397695214e-20,3.8487832443502616e-26,9.612685582600669e-24,7.606631600481937e-24
7.229013914265245e-08,0.21723898174997477,3.76,0.0,0.7108206080381849,0.9998699085422953,5.464663442845332e-10,0.0,8.701229335032809e-10,5.148373628875741e-07,4.5082556951759133e-07,4.6873730083564406e-08,3.090798893552342e-12,3.257281717684895e-14,4.611918651507742e-08,4.405705904216591e-08,5.57290145062221e-09,1.1016025868586416e-08,3.5576710177579414e-08,2.2565750546003647e-09,1.3377447535447029e-09,9.241379011375483e-10,1.165394497194266e-10,6.347254696274959e-15,5.1853574509223e-16,9.45370765914711e-19,2.3687886172474933e-10,6.719533137945185e-17,3.2245996796834134e-13,1.0847910391736034e-20,1.7540475896061524e-10,7.280807137155222e-12,5.102826454745087e-14,2.1349802492264827e-17,4.273310382923284e-15,6.327805284125057e-13,0.00012999835003675383,1.9547820812146298e-17,1.3134009986090671e-24,3.5862914590014574e-16,4.8984189844792534e-18,2.4579730548835482e-17,2.740432628577457e-16,3.1431843682736296e-20,4.04084157488559e-26,1.02882348455641e-23,8.170709627060448e-24
7.327244371929793e-08,0.2172389820351495,3.76,0.0,0.7108206001068484,0.9998699064667897,5.72803585935183e-10,0.0,8.988386624186947e-10,5.220775966888475e-07,4.56248795823227e-07,4.7894122682222634e-08,3.170999525882657e-12,3.298081196467637e-14,4.722144022668806e-08,4.508449446372454e-08,5.782608831247382e-09,1.143740589195388e-08,3.6120185661577675e-08,2.3144886065628658e-09,1.38636612304385e-09,9.513104468143151e-10,1.203196336054049e-10,6.718007844693876e-15,5.461498471831389e-16,9.898640947875354e-19,2.400968433564627e-10,7.068618236991963e-17,3.2954772788333886e-13,1.1392075814429263e-20,1.8001843795140304e-10,7.48676159752674e-12,5.30956071375876e-14,2.242242360582997e-17,4.389172707564146e-15,6.602657290204809e-13,0.00012999834975345402,1.9885386223366567e-17,1.385352403679056e-24,3.749443695946407e-16,5.1181840916216115e-18,2.5791452657148056e-17,2.841654350819138e-16,3.306361266657537e-20,4.2402210335053684e-26,1.1002874184096854e-23,8.768664062431667e-24
7.425474829594341e-08,0.2172389823206043,3.76,0.0,0.7108205921603598,0.9998699043699941,6.000031567923404e-10,0.0,9.280389648598344e-10,5.293270804299508e-07,4.616546685001924e-07,4.892908444108153e-08,3.2521058981787127e-12,3.338789574709153e-14,4.833277025740173e-08,4.6119477041963204e-08,5.997213484030457e-09,1.1868535411980809e-08,3.66658569048585e-08,2.372901650639289e-09,1.4360375512952364e-09,9.789837021116813e-10,1.2418213103906117e-10,7.105565648116856e-15,5.749722549160635e-16,1.0359320289797479e-18,2.4331480324417376e-10,7.432351533474036e-17,3.3673723722995497e-13,1.1956666987179409e-20,1.8468716843412502e-10,7.69584163758494e-12,5.521694341570226e-14,2.3538836535091095e-17,4.506551355037872e-15,6.886127112675722e-13,0.00012999834949585734,2.022483068816067e-17,1.4602665397002781e-24,3.9180502645515946e-16,5.345161183350267e-18,2.7048667288775932e-17,2.9455829407888214e-16,3.4759672408710493e-20,4.44713136009048e-26,1.1758401704234157e-23,9.402080696147337e-24
7.523705287258889e-08,0.21723898260634109,3.76,0.0,0.7108205841985826,0.9998699022519885,6.28079468027417e-10,0.0,9.577227387684344e-10,5.365858926677457e-07,4.6704324305893416e-07,4.9978744337214105e-08,3.334113626300582e-12,3.379407093348945e-14,4.9453054321821285e-08,4.716188066801261e-08,6.216755309291591e-09,1.2309485191595139e-08,3.721374180944823e-08,2.4318063927524323e-09,1.4867651357943703e-09,1.0071633830324363e-09,1.2812811947515065e-10,7.510484939391637e-15,6.050466159079115e-16,1.0836145310058984e-18,2.465327413929212e-10,7.811235120999983e-17,3.4402902131306965e-13,1.254222886651259e-20,1.8941077347337318e-10,7.908059837768196e-12,5.739291281867602e-14,2.4700508774194226e-17,4.625445024617219e-15,7.1783739058187e-13,0.00012999834920561263,2.0566153005247152e-17,1.5382287923088129e-24,4.092236082832278e-16,5.5795115771555115e-18,2.835261287321729e-17,3.0522713588582276e-16,3.652184936446349e-20,4.6617871348997523e-26,1.2556678659265531e-23,1.0072600737524653e-23
7.621935744923437e-08,0.21723898289236174,3.76,0.0,0.7108205762213835,0.9998699001127325,6.570468969322554e-10,0.0,9.878888184637404e-10,5.438541110708741e-07,4.724145748322761e-07,5.1043229863097026e-08,3.4170183420298286e-12,3.419933992624853e-14,5.0582171215581413e-08,4.821158059490886e-08,6.441273669108701e-09,1.2760324808824426e-08,3.7763858035384055e-08,2.491194742130026e-09,1.5385548339114317e-09,1.0358552368821646e-09,1.3215878559051416e-10,7.933334643322904e-15,6.364178618159378e-16,1.1329522433544282e-18,2.4975065780785085e-10,8.205785423962194e-17,3.5142456086881164e-13,1.3149316444735187e-20,1.9418907670061388e-10,8.123428880331721e-12,5.962415272961968e-14,2.5908947254191376e-17,4.745852417588988e-15,7.47955718583374e-13,0.00012999834894402885,2.0909351016497687e-17,1.6193261463239637e-24,4.27212779563161e-16,5.821398753944368e-18,2.9704550580245186e-17,3.1617733544748927e-16,3.835200570357085e-20,4.8844078507713474e-26,1.339963058719372e-23,1.078192176981229e-23
7.720166202587984e-08,0.217238983178668,3.76,0.0,0.7108205682286289,0.9998698979523132,6.869197891956146e-10,0.0,1.0185359726419567e-09,5.511318122155312e-07,4.777687189756395e-07,5.21226668244248e-08,3.500815693049034e-12,3.460370512063472e-14,5.172000081400359e-08,4.926845343463841e-08,6.670807388591203e-09,1.322112265953197e-08,3.831622300128916e-08,2.5510585182678004e-09,1.5914124632691847e-09,1.0650650436314405e-09,1.362753263623295e-10,8.37469585942943e-15,6.6913223101121425e-16,1.183986493425046e-18,2.5296855249421725e-10,8.616533452394635e-17,3.589252807355987e-13,1.377849468919206e-20,1.990219023134999e-10,8.341961549007248e-12,6.191129848041746e-14,2.7165698951559952e-17,4.8677722351466195e-15,7.789836828271511e-13,0.00012999834864666122,2.1254423841836202e-17,1.703647194682533e-24,4.457853781983804e-16,6.0709883662812215e-18,3.1105764485043317e-17,3.2741434699304434e-16,4.02520388811545e-20,5.1152179868734344e-26,1.42892484351068e-23,1.1531798699050154e-23
7.818396660252532e-08,0.2172389834652617,3.76,0.0,0.7108205602201886,0.9998698957706843,7.177124546409923e-10,0.0,1.049662909618369e-09,5.584190710833155e-07,4.831057304677718e-07,5.321717883942925e-08,3.5855013428735583e-12,3.5007168904940663e-14,5.28664240617021e-08,5.033237714000002e-08,6.905394762216736e-09,1.3691945974830976e-08,3.8870853887226395e-08,2.6113899704940287e-09,1.6453437037515773e-09,1.0947986159133773e-09,1.40478950109797e-10,8.835161958141786e-15,7.032372931868892e-16,1.2367592936128108e-18,2.56186425457385e-10,9.044025109167266e-17,3.6653157332762175e-13,1.4430338312933942e-20,2.0390907507357566e-10,8.563670727138972e-12,6.425498336013075e-14,2.84723513129366e-17,4.991203181195962e-15,8.109373032253206e-13,0.0001299983483812334,2.160136890163287e-17,1.7912821667511136e-24,4.649544135148685e-16,6.328448206016156e-18,3.2557561711331565e-17,3.389437033815585e-16,4.2223881294286696e-20,5.354447127055862e-26,1.5227590409709542e-23,1.2324045344838047e-23
7.91662711791708e-08,0.2172389837521445,3.76,0.0,0.7108205521959335,0.9998698935679395,7.494391601910583e-10,0.0,1.0812682853824728e-09,5.65715961123637e-07,4.884256641117505e-07,5.432688740748948e-08,3.671070970758018e-12,3.5409733660406224e-14,5.402132295554618e-08,5.140323097856239e-08,7.14507356283681e-09,1.4172860846133892e-08,3.9427767638748514e-08,2.672181740609192e-09,1.7003541003431256e-09,1.125061794308216e-09,1.447708753064087e-10,9.315338712055522e-15,7.38781979847579e-16,1.2913133433962255e-18,2.594042767028311e-10,9.48882156176496e-17,3.7424369010383097e-13,1.5105431891086518e-20,2.0885042030312134e-10,8.78856939502228e-12,6.665583862654141e-14,2.983053286130703e-17,5.116143958614461e-15,8.438326261346908e-13,0.00012999834807660314,2.1950185883850674e-17,1.8823229634598006e-24,4.847330647798402e-16,6.5939481801225346e-18,3.406127264079914e-17,3.5077101568193376e-16,4.426950120219427e-20,5.602330097892136e-26,1.621678416480713e-23,1.3160536318391566e-23
