Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45),FO2(124),CH3F(39),CH2CO(28),S(455),S(1290),CH2(S)(25),CH2(T)(18),S(1652)
7.364105617903179e-08,0.8822187538038347,3.76,0.0,0.9239208590827959,0.9972363661742626,3.6441297258581622e-06,0.0,4.156866337483731e-06,0.0018427725064052612,0.001602763556093631,0.00012016690813680951,3.5688019726778265e-11,1.6267411417008372e-11,0.0001223580069018691,9.880829723704838e-05,7.672998900546662e-05,7.961008853796834e-05,2.0568819667246007e-05,2.0551228400232172e-05,5.930600952575402e-06,1.3846452389796107e-08,1.968281740469052e-07,6.609888725318143e-09,3.962837426340542e-11,5.542616895931783e-12,3.3149121394509825e-05,3.3044311099362667e-10,3.069611189227684e-09,2.777629254530303e-16,5.810038982987758e-08,7.844598393986948e-08,6.182211675170775e-08,2.4478806029169075e-11,1.2201862674627848e-09,1.1440830885259224e-06,0.0025562712183961793,6.614491400612102e-11,3.344816268583647e-17,9.5098366869739e-11,2.595114418385283e-12,3.678890155302963e-11,4.466428122303231e-10,4.637973890715908e-16,4.103738677391726e-17,2.666236980955844e-15,7.867185461575553e-16,7.60483867243089e-19,5.404146097954564e-13,2.7785964211644954e-13,1.2713637339326243e-13,5.011728929793428e-07,1.7047893081076396e-11,7.761388773184543e-13,7.430787464737789e-13,1.4464555136627955e-12,1.7409097108784985e-12,1.9240959349063472e-16,3.672539887673031e-14,4.2815582728351753e-13,6.922628305617474e-10,3.470608871087505e-24,6.361892362783586e-11,1.3334085959632822e-13,7.025924443282269e-15,1.871805180851106e-18,2.1051466774657847e-18,1.3005536319406123e-20,2.4514552867328777e-18,2.412477299488259e-10,1.6145393987338232e-24,2.627542835075731e-21,6.473581407808392e-18,6.983749525048648e-17,8.024042562085591e-07,2.5075029823733317e-14,3.649838684581841e-17,1.0566436194361017e-07,2.021359716925313e-07,2.065379769083254e-09,8.708563124584244e-20,8.159183577909302e-19,3.1950069176786607e-19,4.584578574872119e-13,1.8201710880923633e-11,6.643180329135536e-20
7.635831886505706e-08,0.882230241860685,3.76,0.0,0.9238423688104133,0.9972219245805372,4.110272842847344e-06,0.0,4.503757388130966e-06,0.001914803716143973,0.0016553096186499516,0.00013168080637422042,3.698895461810639e-11,1.6802898489810885e-11,0.00012964528913251246,0.0001040904107545543,8.246130299638767e-05,8.723909854892726e-05,2.1334768296463246e-05,2.1865466453438956e-05,6.513743730148323e-06,1.5307652134978332e-08,2.2220826272735322e-07,7.870788830382463e-09,4.801357072970138e-11,6.444396137602956e-12,3.4374712150833136e-05,3.817235200537529e-10,3.366727519087289e-09,3.2359964965339733e-16,6.262186573203843e-08,8.420310229277042e-08,6.855383048157034e-08,2.8552539392448804e-11,1.2967301248755163e-09,1.3018112058122388e-06,0.002556234376074262,6.95558825851107e-11,3.8808147659752416e-17,1.0917653329830216e-10,3.004609250185048e-12,4.3509584117546856e-11,5.096482090740241e-10,5.501388296244557e-16,4.7913632493880865e-17,3.2046619341789046e-15,9.536392050154759e-16,9.001197264755817e-19,6.598338669827329e-13,2.885559231214722e-13,1.5003862945960859e-13,5.349387857072882e-07,1.8882140475858067e-11,8.865579438885901e-13,8.637481031723155e-13,1.6261982825760015e-12,2.078035200901842e-12,2.2075715439998427e-16,4.6997487240180106e-14,4.5158251010208905e-13,7.153883137069083e-10,4.035785010871727e-24,7.581430515143498e-11,1.5560721133881541e-13,8.482155420873241e-15,2.2242560359765413e-18,2.7160562430524827e-18,1.4908693600458607e-20,3.165291651851542e-18,2.492120077995359e-10,2.0875463479364514e-24,3.492260485546909e-21,7.693599245123584e-18,8.967099127076308e-17,8.517486129709642e-07,3.0288938551622567e-14,4.3535548845526336e-17,1.1803535597814648e-07,2.1338735083533355e-07,2.369859593466317e-09,1.0747097115195641e-19,1.0103621396673997e-18,3.84994196568673e-19,5.422170094266046e-13,2.1234022492986225e-11,8.008990271489927e-20
7.88038552824798e-08,0.882240629768327,3.76,0.0,0.9237711686446174,0.9972085352373354,4.562241565577285e-06,0.0,4.826562481990717e-06,0.001979948316850414,0.0017022243236116924,0.0001426058863042366,3.815050215758545e-11,1.728096546821849e-11,0.0001362843005792368,0.00010886521731148387,8.784740528773924e-05,9.44396245406995e-05,2.2024781305650044e-05,2.3059928591644798e-05,7.064737071047497e-06,1.670435860781964e-08,2.470724003421754e-07,9.163217705248672e-09,5.6894060355412595e-11,7.348417203203016e-12,3.5478228907683005e-05,4.337027508206472e-10,3.6488256172601624e-09,3.696222205940242e-16,6.684950136242599e-08,8.95509570515555e-08,7.499314426839161e-08,3.273706431411203e-11,1.3668202548742543e-09,1.4561671437494364e-06,0.0025562002124359367,7.266275948828324e-11,4.425421176115004e-17,1.2309532987356017e-10,3.413292150306484e-12,5.035519251240168e-11,5.724903464819656e-10,6.382937033318212e-16,5.492098284075099e-17,3.767035068334474e-15,1.1286325477076492e-15,1.0453816894717465e-18,7.855742281861997e-13,2.982172501531238e-13,1.7324662722413995e-13,5.660460989378036e-07,2.0636483201773823e-11,9.950720241412638e-13,9.85918797409285e-13,1.8001909752318022e-12,2.4231374043911127e-12,2.4870076118732287e-16,5.821423047387486e-14,4.729469211012464e-13,7.360357745075497e-10,4.608159280394408e-24,8.831859440236968e-11,1.7824664390114487e-13,9.992112525207385e-15,2.5878387041901244e-18,3.3933723618965645e-18,1.678359697266913e-20,3.958551247891816e-18,2.563223208651174e-10,2.6137743230330732e-24,4.478673076657615e-21,8.938697401598243e-18,1.1145922152963796e-16,8.965394793959997e-07,3.569821363008241e-14,5.070816713882429e-17,1.3008389909926815e-07,2.2356644062775815e-07,2.673406349961632e-09,1.2902946201541728e-19,1.2189975288351684e-18,4.535610553159555e-19,6.275598488611431e-13,2.4285169549655818e-11,9.428334477127126e-20
8.124939169990253e-08,0.8822510639638395,3.76,0.0,0.9236994328496143,0.9971947768209525,5.045936398449012e-06,0.0,5.1591814833326615e-06,0.0020453952780841167,0.0017487841780593457,0.00015406993091470695,3.930329441503805e-11,1.7755385646561277e-11,0.00014299383824584072,0.00011365601907180312,9.345219460331553e-05,0.00010195815464074406,2.2715427897337136e-05,2.4264069005537524e-05,7.640564283059918e-06,1.8179677434226445e-08,2.739521935692985e-07,1.0619130990470538e-08,6.721615577825815e-11,8.346241837005199e-12,3.658225184026868e-05,4.917979795422665e-10,3.945004436081819e-09,4.204914644683333e-16,7.122904119606786e-08,9.505585365260532e-08,8.180151902925109e-08,3.7466286880227856e-11,1.43800314222052e-09,1.6227799644117687e-06,0.0025561651018296697,7.580336976131223e-11,5.035489707305729e-17,1.3825980861938908e-10,3.862508924478614e-12,5.8022593268335854e-11,6.415991382546812e-10,7.37242002526511e-16,6.278591715614732e-17,4.412359414512144e-15,1.330055895718287e-15,1.2117274296008211e-18,9.3087387351337e-13,3.0791244582289285e-13,1.9911594469339782e-13,5.978172059840461e-07,2.249160353305529e-11,1.1126785449096473e-12,1.1221735026521786e-12,1.986168369379697e-12,2.811234334979751e-12,2.790675576049151e-16,7.160127145020009e-14,4.945669872658823e-13,7.565274302488986e-10,5.2466880250124185e-24,1.0240903794015404e-10,2.03600148353916e-13,1.1711003555220554e-14,3.000474431929888e-18,4.214501867245693e-18,1.881999704371784e-20,4.922302363939574e-18,2.633784386519253e-10,3.253756219786257e-24,5.706484798363911e-21,1.0335765924991674e-17,1.376115248199935e-16,9.416454695650311e-07,4.1859132053673644e-14,5.874047421348529e-17,1.4304695813425012e-07,2.3378687224147495e-07,3.0070756126633206e-09,1.5402546231296637e-19,1.4646408076829117e-18,5.324130323867576e-19,7.231798028657412e-13,2.7664680979309637e-11,1.104826793693758e-19
8.369492811732527e-08,0.8822615445954919,3.76,0.0,0.9236271560333754,0.9971806514727457,5.562292807251393e-06,0.0,5.501388935067311e-06,0.0021111466987964998,0.0017949911663133586,0.00016607821030568485,4.0447379089160977e-11,1.822617897951894e-11,0.00014976863002550154,0.00011845938875053781,9.927815612818839e-05,0.0001097956003511268,2.3406715703841274e-05,2.5476662143798607e-05,8.241243370073957e-06,1.9734748292225536e-08,3.029451601349213e-07,1.2252859386111011e-08,7.916874278561675e-11,9.444050142234018e-12,3.768682781190001e-05,5.566331410489109e-10,4.255405019556125e-09,4.76532230307604e-16,7.576246299699426e-08,1.0071717387295675e-07,8.89868099798081e-08,4.279552383253567e-11,1.5102375721007034e-09,1.8021371209725063e-06,0.002556129049739975,7.897649595805728e-11,5.717887361583251e-17,1.5473056549275547e-10,4.354725265213915e-12,6.65788886158181e-11,7.174284304773731e-10,8.478855683958256e-16,7.159355660523965e-17,5.150342507392029e-15,1.5610206456923104e-15,1.4018671320777039e-18,1.0981152496866783e-12,3.17642507270748e-13,2.2784943440389034e-13,6.30236578032704e-07,2.4450159214082128e-11,1.2398039370425498e-12,1.273774280730252e-12,2.1845214073989873e-12,3.24582365955583e-12,3.119750903025739e-16,8.748321357489193e-14,5.164335170887061e-13,7.76864199995503e-10,5.957316415109585e-24,1.1822561828856269e-10,2.3192789684553235e-13,1.3659346250932522e-14,3.467539308971443e-18,5.205090047358066e-18,2.102567443324884e-20,6.087310942721284e-18,2.7038066153668826e-10,4.02814105452418e-24,7.226220342178501e-21,1.189760546238408e-17,1.688118028629987e-16,9.870252736590068e-07,4.884594109194835e-14,6.769655978114073e-17,1.56972238584586e-07,2.440407925929591e-07,3.373056509318045e-09,1.8287375331945056e-19,1.752921601375727e-18,6.227789999516378e-19,8.299243483532022e-13,3.139568820056482e-11,1.2889998704902773e-19
8.614046453474801e-08,0.8822720717793806,3.76,0.0,0.9235543332788756,0.9971661613442683,6.112224067700861e-06,0.0,5.852957719592606e-06,0.0021772043875173696,0.0018408472602078336,0.00017863551661364435,4.1582803792792417e-11,1.8693365300793104e-11,0.00015660361145703087,0.00012327212306774798,0.00010532760696914701,0.00011795266048868669,2.4098651350130118e-05,2.669655838561474e-05,8.866767908800078e-06,2.137062148101455e-08,3.34149768416995e-07,1.4079384092839382e-08,9.295843959138955e-11,1.0648165994518238e-11,3.879200551668209e-05,6.28882731621981e-10,4.580155600643524e-09,5.380771370834368e-16,8.045186343075897e-08,1.0653430373663221e-07,9.6556703417873e-08,4.878346579956823e-11,1.5834841077667485e-09,1.99472237648743e-06,0.002556092061677768,8.218097639177962e-11,6.480069401910501e-17,1.7256799716333514e-10,4.892448776773625e-12,7.609378475189324e-11,8.004489842284186e-10,9.711624982457735e-16,8.143521020655054e-17,5.991485792096891e-15,1.8248898610681524e-15,1.6188014475960412e-18,1.28989291750858e-12,3.2740844664704497e-13,2.5965785453122865e-13,6.63288982749636e-07,2.6514864620791115e-11,1.3768802918030433e-12,1.442058966747043e-12,2.395643393810921e-12,3.73051701214519e-12,3.47542423885025e-16,1.0621905938764803e-13,5.385377280159413e-13,7.970469967375644e-10,6.746347815866216e-24,1.359148584085215e-10,2.6350824716378105e-13,1.585878696632762e-14,3.9948645309007246e-18,6.3945403002325294e-18,2.3408510493642822e-20,7.488832475514664e-18,2.7732928815063767e-10,4.960610195737231e-24,9.097262714679814e-21,1.3637630699466118e-17,2.0581995436363731e-16,1.0326401661472942e-06,5.673701350087519e-14,7.764206525411841e-17,1.7190880595581232e-07,2.5432085979801135e-07,3.773643085955166e-09,2.1602394547019302e-19,2.0901922270494665e-18,7.259911741771539e-19,9.48675180679993e-13,3.550199068915571e-11,1.4976197967843242e-19
8.858600095217075e-08,0.8822826455998816,3.76,0.0,0.9234809601200031,0.9971513085964514,6.696621138429347e-06,0.0,6.213659769840731e-06,0.002243569880553593,0.0018863544196829937,0.0001917461881447097,4.2709615962959736e-11,1.915696432930548e-11,0.0001634939186525013,0.000128091228891929,0.00011160270215578089,0.00012642983511862508,2.4791240496392224e-05,2.7922679872732966e-05,9.517108308343504e-06,2.3088262067383002e-08,3.6766535484578764e-07,1.611432947888541e-08,1.0881052686868307e-10,1.1965050115438962e-11,3.98978354615573e-05,7.092742512120264e-10,4.919372246230004e-09,6.054661988804633e-16,8.529946204620759e-08,1.1250663323446589e-07,1.0451872028702654e-07,5.549220243940947e-11,1.6577050267578553e-09,2.201015353993652e-06,0.0025560541431783705,8.541570318139745e-11,7.33011081963974e-17,1.9183220721324774e-10,5.478225822757789e-12,8.663952620758856e-11,8.911482423884974e-10,1.1080462745726074e-15,9.240861949086806e-17,6.9471146325523036e-15,2.125287310826583e-15,1.86584460221156e-18,1.5090256340943255e-12,3.3721129226659377e-13,2.9475991848158307e-13,6.969594787631301e-07,2.8688500264538625e-11,1.5243456160920982e-12,1.6284427503110315e-12,2.6199309440493974e-12,4.269034243556416e-12,3.8589019486421826e-16,1.282042912335729e-13,5.608712324583416e-13,8.170767275949121e-10,7.62045128201951e-24,1.5562977152714655e-10,2.9863843563940977e-13,1.833210017767128e-14,4.588761434152764e-18,7.816447155643017e-18,2.5976491084653356e-20,9.167103424127747e-18,2.842246154623229e-10,6.0782116357888124e-24,1.1389102666324561e-20,1.556987886261006e-17,2.494764408970836e-16,1.078453851115198e-06,6.561484806448146e-14,8.864406802878381e-17,1.8790706924609957e-07,2.6462021157245575e-07,4.211236674281107e-09,2.5396219546607985e-19,2.483600743867334e-18,8.434892331402711e-19,1.0803475252038285e-12,4.000803027287749e-11,1.7331040772562836e-19
9.103153736959349e-08,0.882293266112921,3.76,0.0,0.9234070325186323,0.9971360953988128,7.3163525999031434e-06,0.0,6.583266700576086e-06,0.002310244459158453,0.0019315145933386743,0.00020541413234872826,4.3827862804047284e-11,1.9616995674999148e-11,0.00017043488144807218,0.00013291391025075882,0.00011810544045611216,0.00013522743861607597,2.5484487879062686e-05,2.9154016495305805e-05,1.0192213021628313e-05,2.4888553907006813e-08,4.035920455931104e-07,1.8373954559209436e-08,1.269698783588991e-10,1.3401293348677405e-11,4.100436994656178e-05,7.985906453261776e-10,5.27315947135296e-09,6.79046460085317e-16,9.030760502993633e-08,1.1863355605701526e-07,1.1288021966605496e-07,6.298724032555602e-11,1.7328642596194823e-09,2.4214911210549766e-06,0.002556015299799492,8.867962037186072e-11,8.276737947159296e-17,2.125829194498677e-10,6.1146384550212684e-12,9.829082565481077e-11,9.900300803732043e-10,1.259544826776481e-15,1.0461820238376618e-16,8.029407123342857e-15,2.4661061050166498e-15,2.1466485219390538e-18,1.7585687391669387e-12,3.4705208963881246e-13,3.333823566785924e-13,7.312334101557428e-07,3.0973922505199997e-11,1.6826441470905535e-12,1.8344196651810042e-12,2.8577849902785235e-12,4.865197557788662e-12,4.2714068229689815e-16,1.5387296215238522e-13,5.834260243283741e-13,8.3695429400972e-10,8.586668612316587e-24,1.7752979964796968e-10,3.376352668611188e-13,2.110318548165919e-14,5.256046874285222e-18,9.509065643778983e-18,2.8737711448916844e-20,1.1167867187767971e-17,2.910669388547897e-10,7.411717945976994e-24,1.4182722418396973e-20,1.7709018361017492e-17,3.007067911198869e-16,1.1244323164372364e-06,7.556606080807092e-14,1.0077096682507367e-16,2.0501876249032654e-07,2.749324356096693e-07,4.688348208133599e-09,2.972129557070844e-19,2.941169022389082e-18,9.768242835834238e-19,1.2258893932034388e-12,4.493886490598356e-11,1.9980245093545747e-19
9.347707378701623e-08,0.8823039333471687,3.76,0.0,0.9233325468427879,0.9971205239286872,7.9722646509958e-06,0.0,6.961550368830479e-06,0.002377229165737884,0.0019763297189518973,0.0002196428477019269,4.493759125704068e-11,2.0073478844273414e-11,0.00017742201676706384,0.00013773755613903486,0.00012483767001551923,0.0001443456119260432,2.6178397350390407e-05,3.0389622035911173e-05,1.089200971123662e-05,2.67723035352111e-08,4.420306822509713e-07,2.087514342338017e-08,1.4770189006254877e-10,1.496361016084169e-11,4.211166304350567e-05,8.976727421507094e-10,5.641610824446326e-09,7.591716420215511e-16,9.547876873523244e-08,1.2491446933977574e-07,1.2164840218645472e-07,7.133751372543259e-11,1.8089273309632638e-09,2.6566198060348056e-06,0.0025559755371191545,9.197172212416341e-11,9.329360155667467e-17,2.3487939795671653e-10,6.804301425997715e-12,1.1112478975327529e-10,1.097614542894726e-09,1.4266995341046945e-15,1.1817529623340965e-16,9.251421607945123e-15,2.8515169007576335e-15,2.4652279282669577e-18,2.041826830922211e-12,3.5693190239553763e-13,3.7575999175149514e-13,7.660964009740095e-07,3.3374073453637806e-11,1.852226724578428e-12,2.0615639925158037e-12,3.109611839890054e-12,5.522925548489485e-12,4.714178946394797e-16,1.8369979094173744e-13,6.061944660685417e-13,8.566805919286528e-10,9.652420989134693e-24,2.0178074200258254e-10,3.808358000683574e-13,2.4197062306070827e-14,6.0040689055813245e-18,1.151581800888346e-17,3.1700382157144997e-20,1.354293451391901e-17,2.978565521975592e-10,8.996007897773653e-24,1.7572119410792898e-20,2.0070357628651956e-17,3.6052602176183134e-16,1.1705436962000598e-06,8.668136768746593e-14,1.1409236809212303e-16,2.2329692459221744e-07,2.852515417750524e-07,5.207600488082987e-09,3.4634075619052546e-19,3.471875602968358e-18,1.1276626630769555e-18,1.386280789454916e-12,5.032014204924635e-11,2.2951109254374476e-19
9.592261020443897e-08,0.8823146473061713,3.76,0.0,0.9232574998458901,0.9971045963704819,8.665181158816444e-06,0.0,7.34828336783646e-06,0.002444524819108941,0.0020208017239592385,0.00023443544450985415,4.6038847987830174e-11,2.0526433245057993e-11,0.00018445102219447475,0.0001425597290982488,0.00013180109381940019,0.00015378433404722395,2.6872971916557553e-05,3.162861048196397e-05,1.1616406369957697e-05,2.874024391770893e-08,4.830827514149436e-07,2.363539466195476e-08,1.7129340672870522e-10,1.6658832386453834e-11,4.321977057315297e-05,1.0074216816154017e-09,6.024809443883545e-09,8.462018022031729e-16,1.0081556298155031e-07,1.3134877342055563e-07,1.308303133769141e-07,8.061538864428903e-11,1.885861302832979e-09,2.906866245464496e-06,0.002555934860733794,9.529105097399933e-11,1.0498101591806147e-16,2.5878037363747055e-10,7.549859285288784e-12,1.2522084135983695e-10,1.2144375675892494e-09,1.6105841744480236e-15,1.3319839987389062e-16,1.062712284287577e-14,3.285975673396564e-15,2.825986391609733e-18,2.3623667318360794e-12,3.6685181311162063e-13,4.2213582867036544e-13,8.015343497620493e-07,3.589199105496883e-11,2.0335512217738383e-12,2.3115315787024132e-12,3.3758242851426594e-12,6.246227182135432e-12,5.18847673077607e-16,2.1820225750418974e-13,6.29169276159636e-13,8.762565119741121e-10,1.0825515207321162e-23,2.2855467395528078e-10,4.285980319927549e-13,2.7639862423814574e-14,6.8407327395962604e-18,1.3885839937703327e-17,3.4872836139686153e-20,1.6350779501122984e-17,3.045937479135212e-10,1.0870472533006949e-23,2.166598109547246e-20,2.266985421642152e-17,4.3004295735831195e-16,1.216758141260312e-06,9.905555908362459e-14,1.286789741460933e-16,2.427958775334948e-07,2.955719360593574e-07,5.771730391109994e-09,4.019520203960262e-19,4.085743196850947e-18,1.2977895663226184e-18,1.5625328754145133e-12,5.6178071721792476e-11,2.627254764786998e-19
9.83681466218617e-08,0.8823254079698922,3.76,0.0,0.9231818886470238,0.9970883149149526,9.395903753951371e-06,0.0,7.743239462815415e-06,0.002512132028868499,0.0020649325259065486,0.00024979466468947307,4.713167938409948e-11,2.0975878191545255e-11,0.00019151776975317474,0.00014737815450290066,0.00013899727498738754,0.00016354343280475383,2.7568213774426506e-05,3.2870152513740795e-05,1.236529239832218e-05,3.0793038054188465e-08,5.268503179011209e-07,2.6672809908332042e-08,1.980536438764182e-10,1.8493903234530105e-11,4.432875008107604e-05,1.1288013321950726e-09,6.4228285873415275e-09,9.405030071447945e-16,1.0632073412699526e-07,1.3793587160831459e-07,1.4043284693649857e-07,9.089666059540687e-11,1.9636347202356287e-09,3.1726896602270365e-06,0.002555893276256469,9.863669615487307e-11,1.1793832891799834e-16,2.8434397676587086e-10,8.353983559707497e-12,1.406606386675745e-10,1.3410506972793062e-09,1.8123038271758306e-15,1.4981341463073159e-16,1.2171406751033506e-14,3.7742310358375214e-15,3.2337432903475406e-18,2.7240307314324053e-12,3.768129240159763e-13,4.727611611806492e-13,8.375334241270671e-07,3.853081933351926e-11,2.227083033274568e-12,2.5860610726198054e-12,3.656842759783041e-12,7.039195762225854e-12,5.695578109560603e-16,2.579426929808349e-13,6.523435170766173e-13,8.956829396056563e-10,1.2114149514745036e-23,2.5802985746674524e-10,4.81301576032286e-13,3.145882047846532e-14,7.774526942941314e-18,1.667456755524642e-17,3.8263536779398167e-20,1.9657171207832454e-17,3.112788170411536e-10,1.3079445669694393e-23,2.6589518528158893e-20,2.5524124193215626e-17,5.104644289605299e-16,1.2630476974609847e-06,1.1278746686307581e-13,1.4460247337080334e-16,2.635712031567969e-07,3.0588839614309944e-07,6.383591023903206e-09,4.646969157414122e-19,4.793930993523877e-18,1.489112487105837e-18,1.7556870949260124e-12,6.253939933234043e-11,2.997512475735217e-19
9.999999999999998e-08,0.882336215296348,3.76,0.0,0.9231311198197362,0.9970772548768738,9.9049158903558e-06,0.0,8.011248153379063e-06,0.002557418374329975,0.0020941911955873077,0.00026035993118448845,4.785623811938522e-11,2.1273840360398336e-11,0.00019625228677590365,0.00015059024516192324,0.00014392931811901775,0.0001702335338819757,2.803250550642162e-05,3.36996411835949e-05,1.28785677858545e-05,3.221032221038269e-08,5.576167270820979e-07,2.886300988548757e-08,2.1783629306762607e-10,1.9799681702815567e-11,4.506926232628216e-05,1.2167713114080804e-09,6.696694290834216e-09,1.0076564533879262e-15,1.100892996573306e-07,1.424160000937078e-07,1.4707773046388245e-07,9.835432742114602e-11,2.0159832850093066e-09,3.3589572966444553e-06,0.002555865025476355,1.008833815924375e-10,1.2734815054493476e-16,3.023553342455102e-10,8.924469280539214e-12,1.5175212917915362e-10,1.4312625551457033e-09,1.957388300507775e-15,1.6185151043001132e-16,1.3303450493421381e-14,4.132442772952465e-15,3.53455826916635e-18,2.9902682695275845e-12,3.8348322985452535e-13,5.09034305455235e-13,8.618602406982064e-07,4.036051852908736e-11,2.363246978801109e-12,2.78380961066611e-12,3.852808338088709e-12,7.609140208712598e-12,6.052844946074029e-16,2.876736770883785e-13,6.679148422949422e-13,9.085630507777729e-10,1.3042533091006202e-23,2.7929155912395953e-10,5.194160424497901e-13,3.423033829802991e-14,8.456132117120276e-18,1.8798878657240783e-17,4.065173044841728e-20,2.21768989624347e-17,3.1571076550580635e-10,1.476388262269732e-23,3.0406677280080714e-20,2.757895984460346e-17,5.708368169783537e-16,1.293964481112788e-06,1.227564223604547e-13,1.5600740843898293e-16,2.7817218432031556e-07,3.1276773359604136e-07,6.819888150559215e-09,5.10875632779508e-19,5.3250323030134225e-18,1.6295690440296229e-18,1.894505271564653e-12,6.707765883655856e-11,3.267366819607102e-19
1.0081368303928444e-07,0.882336215296348,3.76,0.0,0.923105710712181,0.9970716817585041,1.016521196524356e-05,0.0,8.146193974795356e-06,0.002580051208916898,0.002108724032867828,0.0002657229005748082,4.821613155594155e-11,2.142183290859525e-11,0.00019861829987551856,0.00015219071050648114,0.00014642764190407097,0.00017362259495908022,2.8264124346963586e-05,3.411347217061295e-05,1.3138539640616512e-05,3.293128243115669e-08,5.734359614017686e-07,3.000608158231211e-08,2.2831510388311047e-10,2.0475871571523e-11,4.543866081231321e-05,1.2628406918791773e-09,6.835732135138009e-09,1.042447019544118e-15,1.1199716791533197e-07,1.4467516996299318e-07,1.50462747937287e-07,1.0226054649691681e-10,2.0422175587404776e-09,3.4545433589724896e-06,0.002555850789315002,1.0200779198283027e-10,1.3228202820386371e-16,3.1162767516594595e-10,9.219370015804883e-12,1.5752799171580155e-10,1.4780207821908344e-09,2.0329937363783937e-15,1.6815388417876597e-16,1.3900123719559906e-14,4.3213310904168106e-15,3.693761631925577e-18,3.130950097540377e-12,3.868163576098015e-13,5.278956959227242e-13,8.740800553433034e-07,4.129381878357831e-11,2.433295619425938e-12,2.886975086022206e-12,3.953096539527486e-12,7.90600290593665e-12,6.236781891420604e-16,3.035303600026512e-13,6.757105836701017e-13,9.149607552722933e-10,1.3526919082717195e-23,2.90390643959026e-10,5.393483376781349e-13,3.568226268232946e-14,8.814549843030416e-18,1.9944366797349404e-17,4.1881087054481965e-20,2.3535841209878694e-17,3.179120492923247e-10,1.5672659109246282e-23,3.248646809985679e-20,2.8650451910732354e-17,6.030993340338349e-16,1.3093861911128986e-06,1.279799245922217e-13,1.619354328635409e-16,2.856797186681295e-07,3.1619604846490917e-07,7.046153817932699e-09,5.35271239730356e-19,5.608831883989012e-18,1.703664469925337e-18,1.96681426782867e-12,6.94313783741787e-11,3.409108746555272e-19
1.0325921945670718e-07,0.882347069223055,3.76,0.0,0.9230289638364366,0.9970546991025117,1.0973863389109745e-05,0.0,8.556924117772625e-06,0.0026482825901843142,0.0021521781438350305,0.00028222221279441934,4.929225033949574e-11,2.1864316535834918e-11,0.00020574881556412641,0.00015699541860366703,0.00015409349319120863,0.00018402137569462402,2.8960704317388907e-05,3.535784369151695e-05,1.3936003380873806e-05,3.515551032565305e-08,6.229427163909081e-07,3.365447992144328e-08,2.6243448473451655e-10,2.261188649154802e-11,4.654956368495291e-05,1.4106362699600018e-09,7.263575068813572e-09,1.1524110005340156e-15,1.1784789209985751e-07,1.515660770858676e-07,1.6092661595746926e-07,1.1478967097991405e-10,2.121581174052221e-09,3.7528744671761637e-06,0.0025558074055502017,1.054035163001127e-10,1.4813669786177835e-16,3.4068821769302767e-10,1.0148736004192016e-11,1.7590877667202573e-10,1.6259296733800907e-09,2.2738181402975058e-15,1.8836123318507902e-16,1.5830100398721548e-14,4.932629802154184e-15,4.211776688457464e-18,3.5875588459985132e-12,3.968632571987937e-13,5.878076954790794e-13,9.111609330006613e-07,4.418437688924313e-11,2.652671106205786e-12,3.216181281107346e-12,4.26502498335548e-12,8.85089255082025e-12,6.813409270891666e-16,3.556235185401055e-13,6.99264191953832e-13,9.340908345560697e-10,1.5072821125629182e-23,3.258273704027007e-10,6.031631862228538e-13,4.033959384623744e-14,9.970536113450002e-18,2.376520667645608e-17,4.573423971558045e-20,2.806918727038106e-17,3.2449373310593706e-10,1.870572267629509e-23,3.9521270253121143e-20,3.2066800185499446e-17,7.093625415531367e-16,1.355749121298218e-06,1.4473972148774562e-13,1.8075119367978032e-16,3.091794509976785e-07,3.264903466948235e-07,7.762510565017067e-09,6.14418342985095e-19,6.544174493784158e-18,1.9436071650871517e-18,2.1970136563398655e-12,7.688174306109941e-11,3.8654395649646605e-19
