Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45),FO2(124),CH3F(39),CH2CO(28),S(455),S(1290),CH2(S)(25),CH2(T)(18),S(1652)
1.1158091177264207e-06,0.888459854289826,3.76,0.0,0.8668836734795536,0.9774244999158915,0.004044044668441089,0.0,0.0001698520635006708,0.04213782355263967,0.006342105807210004,0.0297712145095548,1.504539060454553e-10,6.291868993134762e-11,0.0012841634200106643,0.0006386368693508623,0.013745094177343252,0.016134056749475857,0.00028907312196177715,0.0001610072203353421,0.0005398249711806412,4.422494866061018e-06,0.00102572180294448,0.00018168275002868796,4.483747310193648e-05,2.830345020646187e-07,0.0014763268836534066,0.0001284626999271651,7.58438251032145e-07,1.4602350354149278e-11,0.00011900136172916517,9.545832711117787e-06,5.893910414282217e-05,1.4330563420583164e-06,1.135468089859346e-07,0.0020036503395428644,0.0025055049586521637,4.720378620623705e-09,1.6661642206193268e-11,1.9591633909701103e-07,1.7537531466881133e-08,4.85086404165995e-07,8.510082189686246e-06,6.491285548698107e-12,1.8761625592836984e-11,5.59961834586151e-10,1.7613281832242518e-10,1.0211940771023037e-12,1.0936677290963067e-06,2.2645811040945653e-11,6.015640341535927e-08,1.4038525535758562e-05,3.5743449217612005e-07,6.458808472572057e-08,2.7349122826515017e-07,4.990245667767942e-08,2.1599493537417214e-08,1.7456979223126394e-11,7.525986652731408e-08,3.1506772002851706e-11,2.8672420442075726e-09,1.2629389588744528e-18,2.8117886024280297e-06,1.9980065526340805e-07,4.661193612420667e-10,7.382170955107122e-12,8.19242469282565e-10,1.1543399836088828e-15,9.782864914118098e-11,9.47288001376248e-10,6.56840060892255e-17,1.8113592743074285e-12,2.1282121324230937e-11,3.577467739450621e-11,6.054949502683843e-06,1.6616608958428503e-09,3.485832251677558e-13,0.0006657891581735206,1.3332053572622684e-06,0.00015746719932437152,3.1079360867455696e-12,1.0928583482071543e-11,7.374536049625628e-14,1.1831774024932706e-08,1.740889306317874e-07,1.508075348692581e-14
1.1300714861128302e-06,0.8885494294554637,3.76,0.0,0.8660011058309826,0.9770982459425269,0.004134135453395295,0.0,0.00017096707081849783,0.04272197938575783,0.006330496720568478,0.030238114743571583,1.5011761801724307e-10,6.277630249058906e-11,0.0012862035851386139,0.0006368834989144155,0.013975082266890187,0.016393019054369046,0.0002916706312865778,0.0001604724267196381,0.0005436557802840629,4.490764449536098e-06,0.001058676000026725,0.0001861129280145246,4.69862336559628e-05,2.975422547711742e-07,0.001516273857747957,0.00013473738000801223,7.69988539285697e-07,1.5345080636457014e-11,0.0001234265121377421,9.695967322217255e-06,6.0572033003799436e-05,1.4787165583172298e-06,1.1672776601119944e-07,0.002046277116915756,0.0025046686486722416,4.850770747437941e-09,1.7479405598849818e-11,2.0022486717885495e-07,1.807944901864524e-08,4.964984024200126e-07,8.798814745251243e-06,6.641309501455046e-12,1.9717752608431387e-11,5.798636772557003e-10,1.8245288103981554e-10,1.0647032479594958e-12,1.150623594091287e-06,2.3276359688182602e-11,6.307704580868944e-08,1.4087312703437548e-05,3.7166813742865644e-07,6.743101007707953e-08,2.909486344878906e-07,5.1930757864707476e-08,2.2089042418080107e-08,1.822053203118269e-11,7.868817692110414e-08,3.234038371656494e-11,2.8638696524519663e-09,1.3429968463087763e-18,2.9024791586248818e-06,2.139944094292534e-07,4.811109677040438e-10,7.924983122988825e-12,8.861597835721e-10,1.2047907764643243e-15,1.0355150876712374e-10,9.454492810610204e-10,6.949864705866865e-17,1.9441836601086523e-12,2.3191952907474642e-11,3.6673903142903663e-11,6.033314029425046e-06,1.7143093143142766e-09,3.565450868568625e-13,0.0006849395837279916,1.3289936944980985e-06,0.0001644196100689812,3.432135098298427e-12,1.1537119951183057e-11,7.635221934469688e-14,1.2225718800704378e-08,1.7845647616670532e-07,1.5705510528933765e-14
1.1443338544992397e-06,0.8886388822511582,3.76,0.0,0.8651191484593448,0.9767720962842098,0.004224714189271948,0.0,0.0001720661681318008,0.04330548710206382,0.0063185881011137285,0.0307031489637247,1.4977421436084517e-10,6.263105997352064e-11,0.0012881653313303143,0.0006350984495896783,0.014204801214454603,0.016651423609350804,0.00029423424154524327,0.00015992992641149147,0.0005474254927227757,4.558697906951639e-06,0.0010921468363755257,0.00019054136902430386,4.91983505164546e-05,3.125498124038332e-07,0.0015567622045933958,0.00014120698035895063,7.814806516071754e-07,1.6112998257073403e-11,0.00012793911816885283,9.84518310163372e-06,6.222976141690089e-05,1.5249081309747567e-06,1.1995356606571623e-07,0.0020890054203857793,0.0025038326049128495,4.9829577005054425e-09,1.832259396495722e-11,2.0458329600938352e-07,1.8632661812158685e-08,5.08034254488632e-07,9.092319598354612e-06,6.792856939653786e-12,2.0705412149559324e-11,6.001001826709779e-10,1.8888274288059587e-10,1.1092248545130023e-12,1.2094757826903156e-06,2.391402953462975e-11,6.606984384080962e-08,1.4134830243399613e-05,3.8614468652273574e-07,7.033191881230042e-08,3.092420984288994e-07,5.399457766344317e-08,2.2579800173910403e-08,1.8999245993797793e-11,8.221108055343887e-08,3.318396497726112e-11,2.860365808401055e-09,1.4268452339699422e-18,2.99428187682991e-06,2.2893590287474045e-07,4.962794594642678e-10,8.497602986158227e-12,9.571297967239356e-10,1.2562420116690054e-15,1.0950549696768865e-10,9.435695214364777e-10,7.34652209597786e-17,2.084316370677043e-12,2.523861259994756e-11,3.7574776864105945e-11,6.011379767964001e-06,1.767541647542463e-09,3.645347202470782e-13,0.0007042500601343042,1.3247185606781454e-06,0.00017155292620276173,3.784773639538756e-12,1.2168260910373395e-11,7.900184709790898e-14,1.2626870963484777e-08,1.8286116054398466e-07,1.6345541731794088e-14
1.1585962228856493e-06,0.8887282108234823,3.76,0.0,0.8642378347230963,0.9764460662910073,0.004315771474236189,0.0,0.00017314988073434886,0.04388833735355283,0.00630640244275889,0.031166285254818595,1.4942425560465232e-10,6.248319049491583e-11,0.001290052779781877,0.0006332844475266,0.01443423760606972,0.016909256545598186,0.0002967640794456528,0.0001593804593732774,0.0005511361303400815,4.626290740443244e-06,0.0011261321622220665,0.00019496638095717965,5.147431700583333e-05,3.280644127031385e-07,0.0015977879025983828,0.0001478736631549761,7.929138697708162e-07,1.690644552584433e-11,0.00013253904806281717,9.993450014880248e-06,6.39125498584149e-05,1.5716192830349417e-06,1.2322382299686287e-07,0.002131829260150511,0.0025029968667997274,5.1169236699723264e-09,1.9191481222617482e-11,2.0899319789571354e-07,1.919736743227126e-08,5.196981756831171e-07,9.390583188598724e-06,6.945982423271852e-12,2.1725013864333755e-11,6.20670124820204e-10,1.9542212823299622e-10,1.1547613333374102e-12,1.2702467958888098e-06,2.455870022874279e-11,6.91341092695069e-08,1.4181186475060177e-05,4.008592049925598e-07,7.328979618797714e-08,3.2839669008796565e-07,5.6093183143434865e-08,2.3071691531556807e-08,1.9792826848372967e-11,8.582933663075004e-08,3.403737685149289e-11,2.8567402907577794e-09,1.5145949552960215e-18,3.0871718664358472e-06,2.4464892240094656e-07,5.116204205993768e-10,9.101035951451976e-12,1.032297522330496e-09,1.3086742444985521e-15,1.156956024388795e-10,9.416520690527463e-10,7.758688263834212e-17,2.23202078238986e-12,2.7429170902284507e-11,3.847716315627246e-11,5.989175606764042e-06,1.8213417963353033e-09,3.725510887759116e-13,0.0007237152956898194,1.3203857979500882e-06,0.00017886786865846374,4.167836016613104e-12,1.282239426975548e-11,8.16940337297593e-14,1.3035259503615524e-08,1.8730314663236377e-07,1.7000965985092775e-14
1.1728585912720588e-06,0.8888174134688871,3.76,0.0,0.8633571958352342,0.976120170319278,0.00440729820991975,0.0,0.00017421871490603015,0.04447052178095784,0.0062939610736017825,0.03162749399090664,1.4906827280300964e-10,6.23329101051177e-11,0.0012918698638255974,0.0006314440716736899,0.014663378937101044,0.017166505048689717,0.00029926027812119906,0.00015882472447399,0.0005547896445981862,4.693538814315068e-06,0.0011606297915632035,0.00019938633837580957,5.381460339457036e-05,3.4409314540483975e-07,0.001639346898095405,0.0001547395408918594,8.042875352042281e-07,1.7725756544457862e-11,0.00013722615586848427,1.0140739216130325e-05,6.562066576785212e-05,1.618838313596868e-06,1.2653814607971445e-07,0.0021747428900920594,0.002502161471202762,5.252652688873632e-09,2.0086334418413976e-11,2.134561565975345e-07,1.9773762137499003e-08,5.3149439433341e-07,9.693592460444518e-06,7.100740611661479e-12,2.2776961009959172e-11,6.415723544392958e-10,2.0207078364334455e-10,1.2013151176617074e-12,1.3329585500681734e-06,2.5210251990848842e-11,7.226912334184768e-08,1.4226485744611267e-05,4.158067283017314e-07,7.630360352036881e-08,3.484376485680987e-07,5.8225835682962e-08,2.3564644686602176e-08,2.0600974201851413e-11,8.954368835837566e-08,3.4900480025730774e-11,2.8530023763862905e-09,1.6063574371421068e-18,3.1811242193980646e-06,2.6115735816751674e-07,5.271294378761452e-10,9.736293401153183e-12,1.1118079269024692e-09,1.36206762752423e-15,1.22126820997426e-10,9.397000919582047e-10,8.186678641282509e-17,2.387564328042425e-12,2.977089775083748e-11,3.938094121477294e-11,5.9667288271262575e-06,1.8756937155608105e-09,3.805932063357617e-13,0.000743330092614181,1.316000927535147e-06,0.00018636509437534683,4.583405335652906e-12,1.3499904488426486e-11,8.442857905404048e-14,1.3450912327004866e-08,1.91782619121105e-07,1.767190265308314e-14
1.1871209596584683e-06,0.8889064886256263,3.76,0.0,0.8624772609743359,0.9757944217828415,0.004499285590130773,0.0,0.00017527315846358819,0.04505203295707701,0.0062812842091275085,0.03208674771639914,1.4870676889426195e-10,6.218042337972586e-11,0.0012936203369989096,0.000629579760704668,0.014892213565503534,0.01742315730357274,0.0003017229768067916,0.0001582633814562629,0.0005583879182674887,4.760438335725768e-06,0.001195637504858731,0.0002037996816537908,5.621965712771097e-05,3.6064295068096164e-07,0.0016814351107721079,0.00016180667673718855,8.156010457906713e-07,1.8571257143968083e-11,0.00014200028218122376,1.0287023022562313e-05,6.735438326608536e-05,1.6665536048019245e-06,1.2989614064664506e-07,0.0022177407985288877,0.00250132645257195,5.3901286569639304e-09,2.1007413782103198e-11,2.1797376477736299e-07,2.0362040639138547e-08,5.434271398188961e-07,1.0001334901777408e-05,7.2571861016174445e-12,2.3861650608848514e-11,6.628058017219174e-10,2.0882847868193827e-10,1.2488886497826989e-12,1.3976323815942751e-06,2.586856572370434e-11,7.547414090409169e-08,1.4270828464736382e-05,4.3098227325283383e-07,7.937228152376633e-08,3.693903688488149e-07,6.03917927690725e-08,2.4058591133940055e-08,2.1423382457021837e-11,9.335486349539738e-08,3.5773134960363124e-11,2.8491608630650646e-09,1.7022446372834784e-18,3.276114035250323e-06,2.7848518875631896e-07,5.428021050636558e-10,1.0404392011384962e-11,1.1958057431760672e-09,1.4164019716920944e-15,1.2880415573896538e-10,9.377165880639183e-10,8.63080861908548e-17,2.5512184516981978e-12,3.227126122391252e-11,4.028600404149359e-11,5.944065179790076e-06,1.9305814284721194e-09,3.88660134781309e-13,0.0007630893486177057,1.3115691650166248e-06,0.00019404519768523266,5.033666063893199e-12,1.4201172548489253e-11,8.72052930796974e-14,1.3873856201032187e-08,1.9629978219861338e-07,1.8358471646871702e-14
1.2013833280448778e-06,0.8889954348660719,3.76,0.0,0.861598057390486,0.9754688332017992,0.004591725089914404,0.0,0.0001763136813082885,0.04563286433286261,0.006268391003283032,0.032544021032764145,1.4834022000454748e-10,6.202592396824424e-11,0.0012953077807629412,0.0006276938196603177,0.015120730667238118,0.017679202442052122,0.00030415232052924504,0.00015769705282184137,0.000561932767151127,4.826985836299609e-06,0.0012311530515847205,0.00020820491602458477,5.868990306229881e-05,3.7772061775939933e-07,0.001724048438764902,0.00016907708490671304,8.268538528199199e-07,1.9443264831481276e-11,0.00014686125484411267,1.0432274888945675e-05,6.91139828756837e-05,1.714753628102336e-06,1.332974086796333e-07,0.002260817699218256,0.0025004918430684537,5.529335363168167e-09,2.195497278474082e-11,2.225476216097017e-07,2.0962395900373057e-08,5.555006315908149e-07,1.0313798579279074e-05,7.415373279092217e-12,2.4979473611121867e-11,6.843694786529846e-10,2.156950067058461e-10,1.297484392573471e-12,1.464289051827104e-06,2.6533523122550946e-11,7.874839434485743e-08,1.4314311163440336e-05,4.4638084867716653e-07,8.24947535081151e-08,3.912803886481241e-07,6.259030968843928e-08,2.4553465504022304e-08,2.225974169829602e-11,9.72635748910366e-08,3.665520203292792e-11,2.845224091370184e-09,1.8023689828136154e-18,3.3721164447905585e-06,2.966564667228846e-07,5.586340270061641e-10,1.1106353089461662e-11,1.284435289956549e-09,1.4716568047327068e-15,1.3573261724705854e-10,9.357043933048619e-10,9.091393560991093e-17,2.723258564623926e-12,3.4937926078493904e-11,4.1192257671621556e-11,5.921208958435109e-06,1.9859890401408365e-09,3.967509815266752e-13,0.0007829880581695187,1.3070954349932638e-06,0.00020190871170456935,5.520906561255362e-12,1.492657591982325e-11,9.002399631469501e-14,1.430411670469485e-08,2.0085485732972562e-07,1.9060793488386307e-14
1.2156456964312874e-06,0.889084250889397,3.76,0.0,0.8607196105062928,0.9751434162491157,0.004684608454960364,0.0,0.000177340735969057,0.04621301018615378,0.006255299597491069,0.03299929049058894,1.4796907670029934e-10,6.186959505694366e-11,0.0012969356118884764,0.0006257884263146734,0.015348920193756247,0.017934630492699822,0.00030654845981138707,0.00015712632563805921,0.0005654259418341194,4.893178154624034e-06,0.0012671741526496456,0.0002126006105429724,6.122574371459625e-05,3.953327837119986e-07,0.0017671827634305863,0.0001765527310633894,8.380454580833358e-07,2.034208874540764e-11,0.00015180888961374302,1.0576469382485279e-05,7.089975124405667e-05,1.7634269498942321e-06,1.367415493670099e-07,0.002303968522611824,0.00249965767267385,5.670256506523495e-09,2.2929258199569863e-11,2.2717933054260322e-07,2.157501895449542e-08,5.6771906914854e-07,1.0630972170759025e-05,7.575356184140446e-12,2.6130815062656114e-11,7.062624809907152e-10,2.2267018551394007e-10,1.3471048401259523e-12,1.5329487524965366e-06,2.7205006675664358e-11,8.209109736247872e-08,1.4357026540941264e-05,4.61997465414911e-07,8.566992843177425e-08,4.141333753846331e-07,6.482064111012015e-08,2.5049205405047907e-08,2.3109738535950745e-11,1.0127052100253401e-07,3.754654167180102e-11,2.8411999656596185e-09,1.9068433098040323e-18,3.469106632477077e-06,3.1569530464623983e-07,5.746208234643421e-10,1.1843201930992577e-11,1.377840299004962e-09,1.5278114268004599e-15,1.4291722384883635e-10,9.336661890672121e-10,9.568748821644684e-17,2.9039640023471888e-12,3.7778752126765146e-11,4.209962042010526e-11,5.898183070169872e-06,2.0419007500322253e-09,4.048648972269447e-13,0.0008030213134869689,1.3025843851170733e-06,0.00020995610972950965,6.047521580151872e-12,1.5676488530406516e-11,9.2884520021823e-14,1.4741718182958007e-08,2.054480811325925e-07,1.9778989366500638e-14
1.229908064817697e-06,0.8891729355146167,3.76,0.0,0.8598419440131981,0.9748181817950289,0.0047779276913529675,0.0,0.00017835475813982556,0.04679246557293899,0.006242027167669705,0.03345253448677756,1.4759376518729853e-10,6.17116098896443e-11,0.0012985070895259003,0.0006238656372745667,0.015576772831464613,0.018189432333087865,0.0003089115503892451,0.00015655175326786264,0.0005688691294477397,4.959012419595925e-06,0.0013036985026797314,0.00021698539696939022,6.382755951606604e-05,4.1348593240156354e-07,0.0018108339538113005,0.00018423553273670256,8.491754111191674e-07,2.1268029619338137e-11,0.0001568429907920627,1.071958215793821e-05,7.271198086996084e-05,1.8125622365566637e-06,1.4022815962601698e-07,0.0023471884073658147,0.002498823969306676,5.812875715853736e-09,2.393051016534905e-11,2.3187049720507359e-07,2.220009874127151e-08,5.800866229292487e-07,1.0952844994596502e-05,7.737188388604939e-12,2.731605427791307e-11,7.284839899213112e-10,2.297538578936437e-10,1.397752527566996e-12,1.6036311114022406e-06,2.7882899741898907e-11,8.550144854949623e-08,1.4399063533641563e-05,4.778271455990328e-07,8.8896703806477e-08,4.379751132502829e-07,6.708204256181846e-08,2.554575127099292e-08,2.3973056908082872e-11,1.0537638639452296e-07,3.8447014480876876e-11,2.8370959741724687e-09,2.0157808026639363e-18,3.5670598575757864e-06,3.356258616847467e-07,5.907581327325346e-10,1.2615967197385293e-11,1.4761637494035488e-09,1.5848449633289988e-15,1.5036300191328236e-10,9.316045094990083e-10,1.006318976767681e-16,3.0936179828667937e-12,4.0801792461694805e-11,4.300802214961873e-11,5.875009103094418e-06,2.0983008637548803e-09,4.1300107354465687e-13,0.0008231843052668095,1.2980403995354923e-06,0.00021818780663124986,6.616014731416065e-12,1.6451280748322455e-11,9.578670643219841e-14,1.5186683705248672e-08,2.1007970335546724e-07,2.051318118569005e-14
1.2441704332041064e-06,0.8892614876739661,3.76,0.0,0.858965079963276,0.974493139949381,0.00487167505565837,0.0,0.0001793561672099941,0.04737122628103875,0.006228589969323144,0.03390373316666727,1.4721468846001964e-10,6.155213227040667e-11,0.0013000253219746037,0.0006219273938214498,0.015804279963085654,0.018443599644250266,0.0003112417529417066,0.00015597385702589714,0.0005722639554409315,5.024486034579627e-06,0.0013407237721797484,0.00022135796858682602,6.649570907714645e-05,4.32186393578705e-07,0.0018549978708076798,0.00019212735975999968,8.602433065897604e-07,2.222137975367456e-11,0.00016196335182565245,1.0861589933016076e-05,7.455096983385801e-05,1.8621482589362023e-06,1.437568345926385e-07,0.002390472692106126,0.0024979907589405895,5.957176568296146e-09,2.4958962252171052e-11,2.3662272745374446e-07,2.2837821960457086e-08,5.926074260684954e-07,1.1279407036439503e-05,7.900922885755584e-12,2.8535565016832988e-11,7.510332734095734e-10,2.369458920821572e-10,1.4494300400875381e-12,1.676355198398724e-06,2.8567086666065626e-11,8.897863478909317e-08,1.4440507384261747e-05,4.938649312588563e-07,9.217396845264491e-08,4.628314904033915e-07,6.937377180169475e-08,2.604304621549162e-08,2.4849378839854696e-11,1.0958184221998433e-07,3.935648135484209e-11,2.832919208340297e-09,2.129294934332875e-18,3.6659514740992075e-06,3.564723306428014e-07,6.070416150395827e-10,1.3425680314257e-11,1.5795477097649903e-09,1.6427364150852455e-15,1.5807498618837045e-10,9.295217487995942e-10,1.0575031800121356e-16,3.2925075660403394e-12,4.4015291540872784e-11,4.391740356148989e-11,5.851707391024821e-06,2.155173804017327e-09,4.2115874100530595e-13,0.0008434723231775951,1.293467611759116e-06,0.0002266041602491006,7.229000914403269e-12,1.725131935544555e-11,9.873040891824539e-14,1.5639035028018318e-08,2.1474998495316944e-07,2.12634916075928e-14
1.2726951699769253e-06,0.8894381908537294,3.76,0.0,0.8572138397146583,0.9738436709563109,0.0050604243903379096,0.0,0.00018132274518572723,0.0485266502153418,0.006201281940122452,0.03479992335790715,1.4644674174851167e-10,6.122931005035543e-11,0.001302913768160395,0.0006180117649187262,0.01625822650570813,0.01895000116709859,0.00031580415988967814,0.0001548100272240523,0.0005789147265556223,5.15434221249819e-06,0.0014162676428583158,0.0002300615404969642,7.203233646351737e-05,4.7125379766903654e-07,0.0019448473099497605,0.00020854533348498667,8.821915145203378e-07,2.4211434731957442e-11,0.0001724619762707842,1.1142202522942409e-05,7.831044443014492e-05,1.962628140528672e-06,1.509387529350857e-07,0.002477216768865259,0.0024963259119289557,6.250757351741964e-09,2.7098368638262914e-11,2.4631679261884874e-07,2.4151933558466754e-08,6.181250845573313e-07,1.1946562188723665e-05,8.234307279393899e-12,3.1078869423875894e-11,7.971126750327768e-10,2.5165464796363104e-10,1.5558851787815499e-12,1.8280020845175859e-06,2.9953884322153345e-11,9.613021998892864e-08,1.4521938629619776e-05,5.265451321265254e-07,9.88754924904786e-08,5.156921594528995e-07,7.404526311316129e-08,2.7039668364617928e-08,2.6639756072537215e-11,1.1829414543763513e-07,4.120184294551402e-11,2.8243738436610315e-09,2.3705081013833552e-18,3.866451879713168e-06,4.010098709934105e-07,6.400298677989606e-10,1.5160086216304516e-11,1.8020600127671697e-09,1.7610087177115116e-15,1.7431775660467052e-10,9.253018993238289e-10,1.1652181060439033e-16,3.719160756859574e-12,5.104758786768448e-11,4.573891839230257e-11,5.8047961588587675e-06,2.2702764990710603e-09,4.37535653604461e-13,0.0008844050918063171,1.2842509826049435e-06,0.00024399199213682738,8.599482631015764e-12,1.8928584785466424e-11,1.047418319659025e-13,1.656597534821931e-08,2.2420761549554193e-07,2.2812962878610137e-14
1.2983674330724622e-06,0.8895967620725119,3.76,0.0,0.8556406585094092,0.9732598948219203,0.005231690103820884,0.0,0.00018305342032000317,0.049564127175068855,0.006176286924579986,0.035599332969315396,1.4574631826232153e-10,6.093513050235382e-11,0.0013053595882364629,0.0006144521510453154,0.01666552330759479,0.01940352395274366,0.0003197995533402688,0.00015375584095604468,0.0005847501298369703,5.269958403299396e-06,0.0014859464774181277,0.00023784108623984914,7.724532308390685e-05,5.083465905807506e-07,0.002027423771920518,0.00022405417449411223,9.017294367512181e-07,2.6098982966642662e-11,0.00018220347200177344,1.1390762095806606e-05,8.178858385366719e-05,2.054491170636511e-06,1.5754225824620535e-07,0.002555463740650992,0.002494829459789926,6.520566047152804e-09,2.91190699132123e-11,2.552663414290398e-07,2.5379697355757586e-08,6.416555444700388e-07,1.2562952946638333e-05,8.541375587458442e-12,3.3488694263808145e-11,8.396995902812358e-10,2.652623363553948e-10,1.6552440426076741e-12,1.9716471022199675e-06,3.122238752891408e-11,1.0278693463769777e-07,1.459398049325078e-05,5.566199695310736e-07,1.0506830087145143e-07,5.669982215085744e-07,7.834596855763471e-08,2.793866948608363e-08,2.8292363049241158e-11,1.2648229198294418e-07,4.289204214148419e-11,2.8164977813380506e-09,2.6043942733206742e-18,4.049866873176947e-06,4.4446903942596934e-07,6.701762279708206e-10,1.685779700054754e-11,2.021029516751093e-09,1.870176249842648e-15,1.898973692194168e-10,9.214533180617788e-10,1.2684292862296332e-16,4.137691467657559e-12,5.8114574828438286e-11,4.73812355926816e-11,5.762319603795929e-06,2.375332461829784e-09,4.523413798771853e-13,0.0009216269504184166,1.2758942723469675e-06,0.00026027503787347077,1.0013677268826326e-11,2.0528071656799805e-11,1.1029285878911075e-13,1.7425671353396606e-08,2.3285448299971143e-07,2.4263859780402655e-14
1.3240396961679992e-06,0.8897548920263426,3.76,0.0,0.8540703540611192,0.9726768692813452,0.005404232995789365,0.0,0.000184749060415193,0.050599316894978014,0.006150973178003118,0.03639187750867433,1.450390136978195e-10,6.063827534523707e-11,0.001307674996426833,0.0006108679508812529,0.017071594767257323,0.019854893835143453,0.0003236910882392196,0.00015269768838561308,0.0005904514874030033,5.3843767344967935e-06,0.0015572111644517948,0.0002455634097380455,8.267784007776917e-05,5.473040053905765e-07,0.0021115971090920494,0.00024026720662966418,9.210618000827075e-07,2.8079496068228304e-11,0.0001922207981385666,1.163542542873531e-05,8.535828686516758e-05,2.147645096009171e-06,1.6427572076532254e-07,0.0026338551975824357,0.0024933349300688555,6.79556719715818e-09,3.1231239151462667e-11,2.6443854122138435e-07,2.6651214828229508e-08,6.657444023151577e-07,1.3194413817151645e-05,8.855395671629738e-12,3.601513698954668e-11,8.833411632923675e-10,2.792202626719058e-10,1.7579828352587585e-12,2.1221790720921306e-06,3.250953135464495e-11,1.0964733216397653e-07,1.4665265855142897e-05,5.872936443677044e-07,1.114072755004985e-07,6.219977542411233e-07,8.273361850253194e-08,2.883932117420995e-08,2.998214017202276e-11,1.3500298331026968e-07,4.4609242531928584e-11,2.808479955331639e-09,2.854880563567436e-18,4.235945156671194e-06,4.912722885553198e-07,7.007300155091339e-10,1.8691326864413445e-11,2.2585479985594273e-09,1.981795839518965e-15,2.064182158961765e-10,9.17567944869944e-10,1.3777693768283526e-16,4.590781444140506e-12,6.59353831040276e-11,4.902623038281722e-11,5.719694332901983e-06,2.481684478180173e-09,4.672063379075451e-13,0.0009591851701920756,1.2674983177319414e-06,0.00027715947573776783,1.1618031344069453e-11,2.2214894841189515e-11,1.1597663725295204e-13,1.830957256526792e-08,2.4163099485303304e-07,2.5768926221423964e-14
1.3497119592635361e-06,0.889912577849814,3.76,0.0,0.8525030063063131,0.9720946306958597,0.005578015774993219,0.0,0.00018641158852345836,0.05163221596348407,0.006125407514063312,0.03717749312648579,1.4432647392036288e-10,6.033941240017272e-11,0.0013098734598161383,0.0006072669991552065,0.017476411339455447,0.02030408608676656,0.00032747984884333697,0.0001516376443536313,0.0005960262792097748,5.497590166552036e-06,0.0016300474903442413,0.0002532229414362236,8.833122673768819e-05,5.881573136176189e-07,0.002197343343195181,0.00025719367268768465,9.401875708175176e-07,3.0154372511412463e-11,0.00020251242579432272,1.1876092045329057e-05,8.90214598897461e-05,2.242028622137465e-06,1.7113676880591615e-07,0.002712370191798755,0.002491842416188674,7.075665173205704e-09,3.3436010258874335e-11,2.7384255376504394e-07,2.7967479944702237e-08,6.904136078287457e-07,1.3840913159501151e-05,9.176644979098414e-12,3.8660200772750685e-11,9.280363473316103e-10,2.9352861082595585e-10,1.8641193785369673e-12,2.2796898993512746e-06,3.381468040528414e-11,1.1670662437169815e-07,1.4736169111914047e-05,6.18538863714387e-07,1.1788593026077569e-07,6.80843859640556e-07,8.720410987059893e-08,2.97413714210414e-08,3.170724841821449e-11,1.4385970547896487e-07,4.6352655733094926e-11,2.8003496406019036e-09,3.122631635918813e-18,4.424548641919169e-06,5.415604095234711e-07,7.31667089600015e-10,2.066671960339108e-11,2.5153933480076397e-09,2.095746083385178e-15,2.239100179816321e-10,9.136554986039672e-10,1.493422821132011e-16,5.080238824160921e-12,7.456471710995314e-11,5.067386452202318e-11,5.677001148579256e-06,2.5892471167102497e-09,4.821271936330457e-13,0.000997055851792697,1.2590796652750635e-06,0.0002946455114239254,1.3432124709394081e-11,2.3991061048889154e-11,1.2179272537350074e-13,1.9217754855019407e-08,2.505388601035667e-07,2.7328908141757736e-14
