Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50)
1.0373206278671611e-09,0.308412093909522,3.76,0.0,0.8719041136410746,0.9965624253766522,5.886672738244805e-11,0.0,1.7320592656290672e-09,0.0001545498445545864,0.00015382818461057824,1.6629073670151777e-06,4.449604683933462e-12,1.3241665234667287e-11,7.086744924089989e-07,7.117325416375655e-07,2.289470970885906e-06,8.858233638444775e-09,1.650237138633052e-06,8.266882810619834e-09,2.0705945622890652e-09,7.953654397560313e-11,1.976781585066408e-10,3.438598270158769e-14,5.475403779197478e-14,8.379121060350299e-16,2.278421098389205e-06,1.0023773882380717e-13,4.170414368389855e-11,3.9776205428201004e-20,2.687498863854052e-10,3.9506890058670517e-10,1.0606113545224811e-13,6.868419369743599e-14,1.2544674608677343e-11,1.8911003583361161e-10,0.003435201099137638,6.490923305696424e-12,3.437142357013061e-21,4.719103391039537e-14,7.916172077371049e-16,1.6962956875089334e-15,9.087649388343899e-13,1.7754584240838422e-20,1.069439614129607e-20,5.5405326596595e-19,1.312602206889229e-20,3.275473277853606e-22,1.6586089562298405e-22,5.785066538797917e-14,1.3782405148592613e-18,5.284120668192103e-14
1.0646725904480337e-09,0.3084123203591444,3.76,0.0,0.8718999344787548,0.9965615073179548,6.512949293172093e-11,0.0,1.8675979539746577e-09,0.00015862450902313512,0.00015786432679486162,1.7073812023289691e-06,4.705888863313632e-12,1.371230629059709e-11,7.461198672160962e-07,7.494478604573048e-07,2.350432827184276e-06,9.574518385099875e-09,1.6937013966303168e-06,8.918988001404938e-09,2.2259170771554217e-09,8.353589536668874e-11,2.090890968513318e-10,3.80287740430681e-14,5.7699600809016e-14,9.055444761756194e-16,2.3384914295166696e-06,1.0738300885035436e-13,4.313862346815225e-11,4.363020515471296e-20,2.8308028408303244e-10,4.1613102987995534e-10,1.1467162755446483e-13,7.239803308594546e-14,1.331575764527414e-11,2.004228686055995e-10,0.003436037073028715,6.718295098909734e-12,3.762356636980135e-21,5.0960194046018694e-14,8.572174700162668e-16,1.851889385018307e-15,9.579122534784938e-13,1.9706005407102777e-20,1.1578268423050698e-20,5.975519231241082e-19,1.4378283873575907e-20,3.5445013367426596e-22,1.8448983193015975e-22,5.95990613174615e-14,1.4899915163156387e-18,5.710597124170961e-14
1.0920245530289062e-09,0.30841254680932034,3.76,0.0,0.8718957552923194,0.9965607194030731,7.187576186280343e-11,0.0,2.0099155333013574e-09,0.0001626991508434312,0.00016189944538027106,1.7519067160098196e-06,4.969608281532804e-12,1.4184178799543233e-11,7.845076740209823e-07,7.881208598270688e-07,2.4114408039691618e-06,1.0328253964109588e-08,1.7371644720010992e-06,9.603528629087652e-09,2.3887376361960193e-09,8.762168011762975e-11,2.208362198002933e-10,4.1953308091162695e-14,6.072341420649933e-14,9.767101051285163e-16,2.398561409096221e-06,1.148564654753984e-13,4.457668275039574e-11,4.773677162498266e-20,2.977815171899673e-10,4.3773800654817707e-10,1.2373592983949894e-13,7.62116131895659e-14,1.4110619848339061e-11,2.121559092859873e-10,0.0034367419007542517,6.946924407576294e-12,4.109292457337034e-21,5.4922069070185814e-14,9.263994286887313e-16,2.0175460666188393e-15,1.0083851229304968e-12,2.1813966584603217e-20,1.2509429272702426e-20,6.432066798836106e-19,1.5721995438225263e-20,3.827731450506543e-22,2.046790514453357e-22,6.13476570685552e-14,1.6076240077935352e-18,6.15928795441377e-14
1.1193765156097787e-09,0.30841277326010075,3.76,0.0,0.8718915760803424,0.9965600410677378,7.912939549445746e-11,0.0,2.159166584769007e-09,0.0001667737702618317,0.00016593354060784375,1.7964853350548167e-06,5.24076120897344e-12,1.4657167848839016e-11,8.238363172689174e-07,8.277503506672168e-07,2.47249605819747e-06,1.1120378866143137e-08,1.7806263839634558e-06,1.0321196598511773e-08,2.5592268984039863e-09,9.179317534606916e-11,2.32920113794114e-10,4.6173755865714864e-14,6.382556290831933e-14,1.0514983198952915e-15,2.4586310371176722e-06,1.2266557553112015e-13,4.601813240852045e-11,5.210467101273883e-20,3.1285348078491034e-10,4.5988968079707085e-10,1.3326569292082715e-13,8.01250595833066e-14,1.4929252839271578e-11,2.2431867036993303e-10,0.0034373361466414408,7.176795399173782e-12,4.4788328915138776e-21,5.90812171924975e-14,9.992628731936403e-16,2.1936650266161213e-15,1.060185958526753e-12,2.408660122318551e-20,1.3489127016430258e-20,6.91064786111289e-19,1.7162078846554417e-20,4.1255239036442137e-22,2.2651850869810174e-22,6.309642896349215e-14,1.7312891700770316e-18,6.630743456362343e-14
1.1467284781906513e-09,0.308412999711536,3.76,0.0,0.8718873968413942,0.9965594549701826,8.691479165971502e-11,0.0,2.3155049461476628e-09,0.00017084836752986386,0.00016996661271874889,1.8411184894469535e-06,5.519345023763063e-12,1.513116837694089e-11,8.64104203067058e-07,8.683351446856194e-07,2.5335997450873486e-06,1.1951830418646624e-08,1.8240871508848305e-06,1.107267747171428e-08,2.7375551478362906e-09,9.604966948316784e-11,2.4534135074166474e-10,5.0704640940540876e-14,6.700613225616905e-14,1.129998465254989e-15,2.518700313570759e-06,1.3081782364598488e-13,4.746280755188088e-11,5.674269398255946e-20,3.282960698171468e-10,4.825859031058714e-10,1.432725670726071e-13,8.413849595618296e-14,1.5771646540906836e-11,2.3692089019123964e-10,0.0034378371525159226,7.40789415811006e-12,4.871875061901803e-21,6.344218325912595e-14,1.075907854562788e-15,2.380652397230365e-15,1.1133171772294936e-12,2.6532245119467526e-20,1.451861297683675e-20,7.411733056540132e-19,1.8703630596167517e-20,4.438239209814707e-22,2.501013309807665e-22,6.484535751419725e-14,1.861138269184828e-18,7.125512932262476e-14
1.1740804407715238e-09,0.3084132261636767,3.76,0.0,0.8718832175740422,0.9965589464870034,9.525688211594323e-11,0.0,2.4790837146019493e-09,0.0001749229429041779,0.00017399866195423817,1.8858076122358945e-06,5.805356289748798e-12,1.5606084329862486e-11,9.053097392361307e-07,9.09874054427899e-07,2.5947530181196287e-06,1.282354478668537e-08,1.867546790411168e-06,1.1858650516347213e-08,2.923892294203377e-09,1.0039046217425043e-10,2.581004905536492e-10,5.556084020663553e-14,7.026520802081905e-14,1.2122999099919475e-15,2.5787692384451385e-06,1.3932071218170113e-13,4.891056504814803e-11,6.16596539214566e-20,3.44109179125612e-10,5.058265242173746e-10,1.5376820222754855e-13,8.825204414795907e-14,1.6637789399761843e-11,2.4997253232865194e-10,0.0034382595418420855,7.640208437775967e-12,5.2893299896299084e-21,6.800949918395283e-14,1.1564346807111686e-15,2.5789211378617932e-15,1.1677812018006213e-12,2.9159436072230405e-20,1.5599141436167458e-20,7.935791301013263e-19,2.0351923477888463e-20,4.766238100984297e-22,2.7552388489433437e-22,6.65944266710775e-14,1.9973226619741696e-18,7.64414469078876e-14
1.2014324033523963e-09,0.3084134526165734,3.76,0.0,0.8718790382768508,0.9965585032887432,1.0418112996464524e-10,0.0,2.650055249477265e-09,0.00017899749664649942,0.00017802968855560114,1.9305541395987722e-06,6.0987908277646195e-12,1.6081827890068905e-11,9.474513353564772e-07,9.523658933223259e-07,2.6559570290393527e-06,1.3736456973832805e-08,1.911005319575618e-06,1.26797887537815e-08,3.118407873464761e-09,1.0481486418001433e-10,2.7119808341714927e-10,6.075758467261391e-14,7.360287641346451e-14,1.298492053127942e-15,2.6388378117303907e-06,1.48181761172243e-13,5.0361281305115945e-11,6.686438536101849e-20,3.6029270345598886e-10,5.29611395129481e-10,1.6476424797550426e-13,9.246582418545033e-14,1.7527668579307736e-11,2.634837850120927e-10,0.0034386156441384695,7.87372744494374e-12,5.7321224453782145e-21,7.278768437824179e-14,1.2409439120816758e-15,2.7888910248676576e-15,1.2235804609759296e-12,3.197691354045141e-20,1.673196959629727e-20,8.483289923421096e-19,2.2112408369648152e-20,5.109881515578752e-22,3.028858445159766e-22,6.834362321076861e-14,2.1399938017302635e-18,8.187186048703423e-14
1.2287843659332689e-09,0.30841367907027656,3.76,0.0,0.8718748589483813,0.9965581149807998,1.1371352708099156e-10,0.0,2.828571175083707e-09,0.0001830720290235828,0.0001820596927641256,1.9753595108846828e-06,6.3996437808153396e-12,1.6558318771074148e-11,9.905274028088203e-07,9.958094757196754e-07,2.717212927857332e-06,1.4691500823100413e-08,1.954462754890506e-06,1.353675900689003e-08,3.321271048427034e-09,1.0932219727827187e-10,2.846346718403932e-10,6.631046030240683e-14,7.701922409714018e-14,1.388664330158284e-15,2.6989060334160146e-06,1.574085082649308e-13,5.181485027859536e-11,7.236574257364e-20,3.7684653747595156e-10,5.539403670879816e-10,1.7627235356271356e-13,9.6779954318393e-14,1.8441270128483027e-11,2.7746506052890956e-10,0.0034389158540702996,8.10844165179622e-12,6.201190801791751e-21,7.778124617883218e-14,1.3295363576335555e-15,3.0109886418522942e-15,1.2807173896397415e-12,3.499361830464488e-20,1.791835753885937e-20,9.05469479918971e-19,2.3990715949444708e-20,5.469530586744107e-22,3.322902611883844e-22,7.009293623204463e-14,2.2893032437404494e-18,8.755183332545756e-14
1.2561363285141414e-09,0.30841390552483644,3.76,0.0,0.8718706795871916,0.9965577727991333,1.2388059155305167e-10,0.0,3.0147823834769297e-09,0.0001871465403071643,0.0001860886748210625,2.02022516864558e-06,6.7079096737251794e-12,1.703548357182996e-11,1.0345363548102897e-06,1.0402036169285666e-06,2.7785218628517637e-06,1.568960901790399e-08,1.9979191124252853e-06,1.4430221947508679e-08,3.5326506093439778e-09,1.139117941662357e-10,2.984107924924253e-10,7.223540889012334e-14,8.051433819820328e-14,1.4829062192914415e-15,2.758973903491428e-06,1.6700850866355504e-13,5.327118168210346e-11,7.817259832842391e-20,3.937705757887446e-10,5.788132915803888e-10,1.8830416789164403e-13,1.0119455105488829e-13,1.9378579128776013e-11,2.9192699463024484e-10,0.0034391689357409654,8.344342631870004e-12,6.697486887375707e-21,8.299468027484209e-14,1.4223130711639318e-15,3.2456473704701314e-15,1.3391944289999589e-12,3.8218692132220106e-20,1.9159568185399362e-20,9.650470481843548e-19,2.5992658331685906e-20,5.845546630678287e-22,3.638436349276043e-22,7.184235673973003e-14,2.4454026508525074e-18,9.348681880349078e-14
1.283488291095014e-09,0.30841413198030326,3.76,0.0,0.8718665001918364,0.9965574693537418,1.347093651307353e-10,0.0,3.2088390372339574e-09,0.0001912210307739165,0.00019011663496759494,2.0651525586553416e-06,7.023582467670093e-12,1.751325518637343e-11,1.07947660644602e-06,1.0855471332465673e-06,2.839884980569895e-06,1.673171308306227e-08,2.0413744078722475e-06,1.5360832143572657e-08,3.752714974517187e-09,1.1858299836335033e-10,3.125269778561225e-10,7.854872897221061e-14,8.408830631788535e-14,1.5813072476918361e-15,2.819041421945965e-06,1.7698933507354396e-13,5.473019938014898e-11,8.429384279552294e-20,4.110647129452028e-10,6.042300203306742e-10,2.0087133952138405e-13,1.0570972919642562e-13,2.0339579822250393e-11,3.068804459375963e-10,0.0034393822792164,8.581422917258343e-12,7.221975842089553e-21,8.843247113286253e-14,1.5193753479546374e-15,3.493307381744354e-15,1.3990140267635049e-12,4.166147744743007e-20,2.0456867258885263e-20,1.02710803326095e-18,2.812423063027041e-20,6.238291135466935e-22,3.9765598745569872e-22,7.359187730436176e-14,2.60844379901651e-18,9.968226043382822e-14
1.3108402536758865e-09,0.30841435843672754,3.76,0.0,0.8718623207608671,0.996557198413108,1.462274106844327e-10,0.0,3.410890572223066e-09,0.00019529550070540195,0.00019414357344481073,2.110143129918759e-06,7.346655610008539e-12,1.799157226426244e-11,1.1253465746967676e-06,1.131838841987497e-06,2.9013034258297133e-06,1.7818743385824103e-08,2.0848286566017505e-06,1.6329238105926575e-08,3.981632190896723e-09,1.2333516411468953e-10,3.269837577125782e-10,8.526707677694856e-14,8.774121654391281e-14,1.6839569977254424e-15,2.87910858876888e-06,1.8735857764916981e-13,5.619183994739322e-11,9.07383825878188e-20,4.2872884345437053e-10,6.301904052947881e-10,2.139855166685417e-13,1.1032560187248998e-13,2.1324255722801322e-11,3.223364953496624e-10,0.0034395621160793976,8.819675874520975e-12,7.775635974669644e-21,9.409909242062765e-14,1.620824721735768e-15,3.754415627902694e-15,1.460178637312159e-12,4.53315170064929e-20,2.181152324679942e-20,1.0916986648094307e-18,3.0391612451882394e-20,6.6481257504962e-22,4.33840936860918e-22,7.534149178537427e-14,2.7785785828096737e-18,1.0614359187917323e-13
1.338192216256759e-09,0.3084145848941591,3.76,0.0,0.871858141292832,0.9965569547229183,1.5846280967333117e-10,0.0,3.6210857003664516e-09,0.0001993699503880279,0.00019816949049367876,2.1551983346721446e-06,7.67712207981782e-12,1.8470378717406847e-11,1.1721446784629669e-06,1.1790775615053253e-06,2.9627783417216767e-06,1.895162913692069e-08,2.128281873708666e-06,1.7336082334807028e-08,4.219569934680845e-09,1.2816765629493362e-10,3.4178166047442115e-10,9.240746721128689e-14,9.147315746219708e-14,1.7909451132078012e-15,2.9391754039493405e-06,1.9812384394278586e-13,5.76560513763895e-11,9.751513992895369e-20,4.467628617928676e-10,6.566942986568304e-10,2.276583472086075e-13,1.1504228057476047e-13,2.2332589712869687e-11,3.3830644544955894e-10,0.003439713700709293,9.059095596814279e-12,8.359458621820139e-21,9.999900742914644e-14,1.7267629619570865e-15,4.029425834731306e-15,1.5226907218787697e-12,4.923855357843243e-20,2.322480736651829e-20,1.158865078606792e-18,3.2801169323004505e-20,7.075412276671605e-22,4.725157738868227e-22,7.709119510529287e-14,2.9559590209437273e-18,1.1287623697009028e-13
1.3655441788376316e-09,0.30841481135264814,3.76,0.0,0.8718539617862758,0.9965567338530794,1.714441596233723e-10,0.0,3.8395724123950105e-09,0.00020344438011300138,0.00020219438635502788,2.2003196283770868e-06,8.014974429524132e-12,1.894962326911036e-11,1.219869338585641e-06,1.22726211121507e-06,3.0243108696104693e-06,2.0131298391639463e-08,2.171734074051584e-06,1.8382001365997417e-08,4.4666955119145285e-09,1.330798503129447e-10,3.5692121438455144e-10,9.998727488498694e-14,9.528421816859428e-14,1.902361305654064e-15,2.9992418674764323e-06,2.0929275885608521e-13,5.912279191769342e-11,1.0463305193721374e-19,4.6516666241314886e-10,6.837415528257613e-10,2.4190147867774113e-13,1.1985987519090518e-13,2.336456412765231e-11,3.5480181991249256e-10,0.0034398414632654147,9.299676809968078e-12,8.974448009296268e-21,1.0613666949328413e-13,1.8372920713581214e-15,4.318798494447078e-15,1.5865527487238343e-12,5.339252963218043e-20,2.469799353310143e-20,1.2286533289387279e-18,3.535945405413271e-20,7.520512657481138e-22,5.138015398501116e-22,7.884098306405687e-14,3.1407372617543854e-18,1.1988560972304056e-13
1.392896141418504e-09,0.30841503781224483,3.76,0.0,0.8718497822397406,0.9965565320684113,1.8520057161481904e-10,0.0,4.066497980594668e-09,0.00020751879017628428,0.00020621826126952813,2.245508469708521e-06,8.360204822968807e-12,1.942925904162893e-11,1.268518977864531e-06,1.2763913116110283e-06,3.085902149136788e-06,2.1358678050916927e-08,2.2151852722859565e-06,1.9467625816654834e-08,4.723175859086435e-09,1.3807113201695472e-10,3.724029485944592e-10,1.080242351720521e-13,9.917448828073484e-14,2.0182953605307126e-15,3.059307979339154e-06,2.2087296459337296e-13,6.05920290384014e-11,1.1210107001591489e-19,4.839401397507833e-10,7.113320204325624e-10,2.567265582749494e-13,1.2477849403797993e-13,2.442016082848045e-11,3.7183436291396486e-10,0.003439949138995092,9.541414790642764e-12,9.621621114898356e-21,1.1251652241078074e-13,1.952514283828367e-15,4.623000859088936e-15,1.6517671933124404e-12,5.780358703044701e-20,2.6232358329592014e-20,1.3011094008093061e-18,3.807320804441832e-20,7.983788970934254e-22,5.578231061880097e-22,8.059085218575655e-14,3.3330655886725586e-18,1.2717711435858224e-13
1.4202481039993766e-09,0.30841526427299915,3.76,0.0,0.8718456026517648,0.9965563462194957,1.9976166777940271e-10,0.0,4.302008961543825e-09,0.00021159318087854887,0.00021024111547767534,2.2907663205380226e-06,8.71280507021158e-12,1.9909243178999666e-11,1.3180920210737258e-06,1.3264639842826328e-06,3.1475533182191384e-06,2.2634693862447873e-08,2.258635482892078e-06,2.0593580430809014e-08,4.989177543724178e-09,1.4314089760038206e-10,3.882273941342342e-10,1.165364453094461e-13,1.031440579499238e-13,2.1388371435086032e-15,3.1193737395264194e-06,2.3287212061684436e-13,6.206373848720084e-11,1.1992815934199965e-19,5.030831882308564e-10,7.394655543277809e-10,2.7214523286462564e-13,1.2979824389543514e-13,2.5499361266725744e-11,3.894160385385652e-10,0.0034400398773840207,9.784305295050193e-12,1.03020075333751e-20,1.1914300085969536e-13,2.0725320625494783e-15,4.942506934428786e-15,1.7183365384915524e-12,6.248206673083253e-20,2.7829180979810015e-20,1.376279221971e-18,4.0949362529719025e-20,8.465603422368753e-22,6.047092556369248e-22,8.234079959245382e-14,3.533096425677003e-18,1.3475614531972111e-13
1.4476000665802492e-09,0.3084154907349608,3.76,0.0,0.871841423020884,0.9965561736507407,2.1515757880702113e-10,0.0,4.546251198841533e-09,0.0002156675525251338,0.00021426294921977678,2.336094645913059e-06,9.07276665934333e-12,2.038953650220007e-11,1.3685868949750753e-06,1.3774789519281805e-06,3.2092655130556662e-06,2.3960270421809084e-08,2.3020847201986614e-06,2.1760484124533566e-08,5.264866764987608e-09,1.4828855350828824e-10,4.0439508478502066e-10,1.2554236553310322e-13,1.0719301787311174e-13,2.2640766067170107e-15,3.179439148027055e-06,2.452979036038628e-13,6.353790345534436e-11,1.2812329844526486e-19,5.225957022735928e-10,7.68142007579404e-10,2.881691489794252e-13,1.3491923003773791e-13,2.660214653940447e-11,4.0755903018940927e-10,0.003440116334091753,1.0028344496931577e-11,1.1016649343265655e-20,1.260205308142649e-13,2.1974480984116666e-15,5.277797474402846e-15,1.7862632746676408e-12,6.743850849461872e-20,2.948974332373834e-20,1.454208674778052e-18,4.399503977687621e-20,8.966318338156472e-22,6.54592765044461e-22,8.409082290071885e-14,3.740982342728126e-18,1.4262808729039595e-13
1.4749520291611217e-09,0.30841571719817973,3.76,0.0,0.87183724334563,0.996556012122984,2.3141894146195516e-10,0.0,4.799369825825963e-09,0.00021974190542600058,0.00021828376273593886,2.381494914032891e-06,9.440080785562984e-12,2.0870103193889306e-11,1.4200020283296217e-06,1.4294350383666796e-06,3.2710398681259897e-06,2.5336331173595233e-08,2.345532998402683e-06,2.2968950030790008e-08,5.550409354259966e-09,1.5351351634448803e-10,4.209065578638456e-10,1.3506082025122348e-13,1.1132145930493733e-13,2.3941037949983514e-15,3.239504204829804e-06,2.581580074062295e-13,6.501451382377509e-11,1.3669547887109383e-19,5.424775762992805e-10,7.973612334710079e-10,3.0480995282345365e-13,1.401415562666137e-13,2.7728497437546503e-11,4.2627573999827016e-10,0.003440180748349158,1.0273528933603019e-11,1.176660097570709e-20,1.3315352995916662e-13,2.327365308696562e-15,5.6293599760638e-15,1.855549899984642e-12,7.268365060365528e-20,3.1215329795559444e-20,1.5349436078661548e-18,4.721755422694476e-20,9.486296160324744e-22,7.0761048981651755e-22,8.584092013678548e-14,3.956876061182706e-18,1.507983152140867e-13
1.5023039917419943e-09,0.30841594366270575,3.76,0.0,0.8718330636245323,0.9965558597482519,2.4857689610857014e-10,0.0,5.061509268282992e-09,0.00022381623989568985,0.00022230355626605728,2.4269685962217145e-06,9.814738377755814e-12,2.1350910510171774e-11,1.472335851907298e-06,1.482331068548032e-06,3.3328775161930537e-06,2.6763798412565498e-08,2.388980331586129e-06,2.421958554394532e-08,5.84597077573678e-09,1.5881521277932354e-10,4.3776235492993795e-10,1.4511099925483555e-13,1.155294740698415e-13,2.5290088521632608e-15,3.2995689099233175e-06,2.7146014301143815e-13,6.64935654874298e-11,1.4565370492002142e-19,5.627287047325873e-10,8.271230855001406e-10,3.2207929027574497e-13,1.4546532494291405e-13,2.887839448828944e-11,4.455787882364514e-10,0.0034402350081981533,1.051985545899727e-11,1.2552929085213664e-20,1.4054640810217484e-13,2.462386836018921e-15,5.997688675054083e-15,1.9261989205022375e-12,7.8228429585739e-20,3.3007227404302877e-20,1.6185298476614465e-18,5.0624413590009114e-20,1.0025899442078802e-21,7.639034500009382e-22,8.759108966668398e-14,4.180930459189338e-18,1.5927219431253398e-13
1.5296559543228668e-09,0.30841617012858863,3.76,0.0,0.8718288838561166,0.9965557149347006,2.666630842464646e-10,0.0,5.33281324714475e-09,0.00022789055625327843,0.00022632233004980698,2.4725171668995586e-06,1.0196730122789994e-11,2.1831928517043367e-11,1.5255867984950988e-06,1.536165868561766e-06,3.394779588305e-06,2.824359328479921e-08,2.4324267337301196e-06,2.551299236396407e-08,6.151716127012544e-09,1.641930794581139e-10,4.549630224207056e-10,1.5571245896560677e-13,1.1981715457425394e-13,2.6688820272457183e-15,3.3596332632961634e-06,2.8521203850590546e-13,6.797505974868194e-11,1.550069934579969e-19,5.833489820063419e-10,8.574274173768981e-10,3.399888068940132e-13,1.5089063701811584e-13,3.005181799152963e-11,4.6548101272644415e-10,0.003440280705552258,1.0767321202774483e-11,1.3376712422408678e-20,1.482035675852019e-13,2.6026160475197207e-15,6.383284541600498e-15,1.998212850374455e-12,8.408397994886586e-20,3.4866725716951095e-20,1.7050132097217805e-18,5.422331989409891e-20,1.0585490844173433e-21,8.236169180091594e-22,8.934133013848706e-14,4.4132985770644144e-18,1.6805508010455855e-13
1.584359879484612e-09,0.3084166230646232,3.76,0.0,0.8718205241714196,0.9965554428507715,3.057492179710281e-10,0.0,5.9034861896435865e-09,0.00023603913593088738,0.00023435681933575654,2.5638448866906553e-06,1.0982677735394763e-11,2.2794489541993165e-11,1.6348338019720267e-06,1.6466470881842546e-06,3.5187815202933406e-06,3.13638447769786e-08,2.5193168003850537e-06,2.823049851450882e-08,6.794417179839815e-09,1.7517511946105265e-10,4.904011820568785e-10,1.7864928718968668e-13,1.2863188541108083e-13,2.9638942909434427e-15,3.479760914833679e-06,3.1409610680099505e-13,7.094540523734884e-11,1.7493488775363455e-19,6.256965608660404e-10,9.196629365693288e-10,3.777749582776297e-13,1.620462883098186e-13,3.246916459602793e-11,5.071354259857974e-10,0.0034403515534222585,1.126566004511619e-11,1.5141019516280908e-20,1.6432830506042949e-13,2.8991121117072247e-15,7.208315312123746e-15,2.146345536345025e-12,9.677292124620175e-20,3.879369542513619e-20,1.8868545750168717e-18,6.202905891499066e-20,1.1766089173652141e-21,9.539082709034901e-22,9.284201965259323e-14,4.903588976593265e-18,1.8656924544378965e-13
1.6390638046463574e-09,0.30841707600668006,3.76,0.0,0.8718121642796861,0.9965551874661945,3.4894040427797346e-10,0.0,6.5125244256095845e-09,0.00024418764710055243,0.00024238723250651217,2.655489929471735e-06,1.1797845074461964e-11,2.3757594351558893e-11,1.7477305416299515e-06,1.7608693290004186e-06,3.6430546782514612e-06,3.470443188953714e-08,2.6062033086083144e-06,3.112616985254842e-08,7.479825983645068e-09,1.8645532558102255e-10,5.27225526206602e-10,2.040351387252731e-13,1.377664031744393e-13,3.2798649204967437e-15,3.599887159349121e-06,3.448723776906294e-13,7.392564953835327e-11,1.965515447598892e-19,6.695194686205589e-10,9.840666249354458e-10,4.18261565168072e-13,1.736092907398594e-13,3.498037621811087e-11,5.51346011077433e-10,0.00344040169752037,1.1768526770905794e-11,1.7068389469681398e-20,1.8156282731749866e-13,3.2176849136792454e-15,8.108594622548747e-15,2.299968239821359e-12,1.1084350067522935e-19,4.300660610461666e-20,2.0808344313168764e-18,7.07003110246454e-20,1.3030994493707404e-21,1.0997352142477278e-21,9.63429818849289e-14,5.428975028675646e-18,2.0638346204468557e-13
1.6937677298081026e-09,0.3084175289551547,3.76,0.0,0.8718038041690152,0.9965549427855376,3.965075667752995e-10,0.0,7.16105262068749e-09,0.000252336092473877,0.00025041357147087475,2.747464198730457e-06,1.2642150960828058e-11,2.4721082505957844e-11,1.8642645529399286e-06,1.878823241384279e-06,3.767608049023704e-06,3.827268255803765e-08,2.693086367625278e-06,3.4204619412606426e-08,8.20925018089788e-09,1.9802954090043933e-10,5.65440653757566e-10,2.3203979948761833e-13,1.4722146932728606e-13,3.61752033411476e-15,3.7200119967478406e-06,3.77603288128133e-13,7.691594873580786e-11,2.199295462215746e-19,7.148168613165166e-10,1.0506373196948531e-09,4.61541780897905e-13,1.8558040431326917e-13,3.7585289856773365e-11,5.982232426085798e-10,0.003440437133843186,1.2275905240900265e-11,1.916787520813498e-20,1.999421258713436e-13,3.559169445740336e-15,9.088372391188124e-15,2.4591013837169996e-12,1.263918966815319e-19,4.7515865160873585e-20,2.2873200313786994e-18,8.030578539370704e-20,1.4383111767441222e-21,1.2624223377679039e-21,9.984421222179898e-14,5.9906874376997046e-18,2.275402266916366e-13
1.748471654969848e-09,0.3084179819104415,3.76,0.0,0.8717954438274591,0.9965547045436525,4.48729413813226e-10,0.0,7.850184418454246e-09,0.00026048447483102347,0.0002584358381335972,2.8397796442287507e-06,1.3515512057642253e-11,2.568481990964767e-11,1.984423404056189e-06,2.000499494426107e-06,3.892450592199278e-06,4.207590645214815e-08,2.7799660858208556e-06,3.7470373250922764e-08,8.98399160405815e-09,2.0989375955021985e-10,6.050512844962229e-10,2.628390540159163e-13,1.5699785583960223e-13,3.977589233813895e-15,3.840135426933773e-06,4.123515457898053e-13,7.991650508676085e-11,2.4514167621348297e-19,7.615878953631056e-10,1.1193738613747378e-09,5.077087540988119e-13,1.979603693878815e-13,4.0283741084601316e-11,6.478810198217383e-10,0.003440462128108656,1.2787781261621765e-11,2.144871162708453e-20,2.19501111681805e-13,3.9244042947486654e-15,1.0152006083869803e-14,2.623765537699759e-12,1.4351743323295471e-19,5.233192002096331e-20,2.506679488017964e-18,9.091738735055182e-20,1.5825347578742344e-21,1.4433712532245958e-21,1.033457075936684e-13,6.5899600120608634e-18,2.5008188275611925e-13
1.8031755801315932e-09,0.30841843487293413,3.76,0.0,0.871787083243026,0.9965544697231066,5.058923618605432e-10,0.0,8.581022524313627e-09,0.0002686327970194131,0.00026645403439529863,2.9324482608260873e-06,1.4417843263879382e-11,2.6648694534311932e-11,2.108194695857366e-06,2.125888776002534e-06,4.0175912401734705e-06,4.612139501375079e-08,2.8668425708641196e-06,4.0927871782233116e-08,9.805346293858348e-09,2.2204412394963465e-10,6.460622684127487e-10,2.96614734401198e-13,1.6709634559645173e-13,4.3608028052979556e-15,3.960257449809417e-06,4.491801283690302e-13,8.292755845649189e-11,2.7226092730207657e-19,8.098317275761294e-10,1.190275093788764e-09,5.568556288743285e-13,2.107499075986664e-13,4.30755644567776e-11,7.004366479861461e-10,0.003440479698322348,1.330414212850991e-11,2.3920311974205698e-20,2.4027462790758053e-13,4.314231670127283e-15,1.1303960712005701e-14,2.793981423974269e-12,1.623225737894235e-19,5.746525806158569e-20,2.739282099302728e-18,1.0261024305918362e-19,1.7360610178926108e-21,1.6440638000727678e-21,1.0684746603432704e-13,7.22802983138174e-18,2.740506208158271e-13
