Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20)
8.848762669603483e-21,0.09595729295950005,3.76,0.0,0.6877255882378206,0.9999999999996844,5.098960012544422e-44,0.0,3.718902315817393e-32,1.2634117429218318e-15,1.2634117429216448e-15,1.691596771350073e-17,2.3249832665920827e-33,2.6166856563221696e-32,4.9731029227018815e-27,1.8681244758566756e-28,7.361184313910573e-18,3.8940608310360643e-41,1.691596770871449e-17,7.031507572242171e-34,7.269515964340997e-23,1.0051731011798888e-31,3.811041620004513e-32,8.162053750920645e-40,5.926678321150073e-36,1.2868227140509163e-40,7.361184313910566e-18,1.40521206217545e-36,3.0289390931516035e-32,1.874750237144132e-54,8.559306422348885e-32,7.429307603368437e-32,1.0121097230723803e-45,2.4480863484604813e-36,2.3990926323109236e-34,2.884384415607362e-32,3.156292795107286e-13,3.673851230917585e-33,1.2405234633899627e-54,2.111210667067208e-39,7.773527960164209e-48,1.2031968931635487e-47,1.0746751512996398e-34,3.314725752477832e-62,1.1300193055461238e-53,1.2536098267326435e-51,2.263153289688313e-53,2.2649843826404505e-55,2.278517991275442e-67
1.77052132303187e-20,0.09595729295950008,3.76,0.0,0.6877255882378193,0.9999999999993684,4.082268397738655e-43,0.0,1.4885301009148435e-31,2.527921150259751e-15,2.5279211502590024e-15,3.3846632184347274e-17,9.305992148641363e-33,1.0473561904361778e-31,1.0324780012835545e-26,7.4773663763110745e-28,1.4728764096382305e-17,3.1176164205202194e-40,3.384663217477042e-17,2.814435648545407e-33,1.454534777844531e-22,4.023311961405707e-31,1.525409834167239e-31,3.2669486508531996e-39,2.3722158654095207e-35,5.150644551345328e-40,1.4728764096382277e-17,5.6245103375344863e-36,1.2123650015127752e-31,1.5009401557095692e-53,3.425953188567806e-31,2.9736591747850846e-31,8.103031844984479e-45,9.798725291065606e-36,9.602622755027531e-34,1.1545054585153137e-31,6.315327807587747e-13,1.4704979255269202e-32,9.931730622002681e-54,8.450346781188084e-39,6.22512691652173e-47,9.63533339802788e-47,4.301501289473939e-34,5.3093218109821505e-61,9.047025446930622e-53,1.0036501098271608e-50,1.8118987258266276e-52,1.813364713900868e-54,3.6486134893531664e-66
3.541811435174913e-20,0.09595729295950013,3.76,0.0,0.6877255882378167,0.9999999999987366,3.267055405656163e-42,0.0,5.95605930929685e-31,5.056939964935576e-15,5.056939964932581e-15,6.770796112601824e-17,3.7236090218794245e-32,4.190789005917051e-31,2.2151382241797556e-26,2.991920522594817e-27,2.946392366132571e-17,2.4950406436887112e-39,6.770796110685954e-17,1.1261409813907239e-32,2.909701147735337e-22,1.6098488452008408e-30,6.103626275437019e-31,1.307205046435783e-38,9.491953415922481e-35,2.060928833787467e-39,2.946392366132561e-17,2.2505367618206707e-35,4.851039184141659e-31,1.201208351089878e-52,1.3708275264941655e-30,1.1898510069580189e-30,6.484888152781143e-44,3.920766459561251e-35,3.842299909505858e-33,4.619525647058502e-31,1.2633397830987832e-12,5.883907113535483e-32,7.948402955128106e-53,3.3812411329797025e-38,4.9826245850491366e-46,7.7121719272488e-46,1.7211608122815584e-33,8.499526010985873e-60,7.240369935532637e-52,8.032251176166707e-50,1.450069653654927e-51,1.4512428901856244e-53,5.840170545214295e-65
7.084391659460999e-20,0.09595729295950021,3.76,0.0,0.6877255882378116,0.9999999999974729,2.614140708887115e-41,0.0,2.3828115633246e-30,1.0114977594287177e-14,1.0114977594275196e-14,1.3543061900927183e-16,1.4896860762594927e-31,1.676588489804813e-30,5.029757889447061e-26,1.1969630311994648e-26,5.89342427912123e-17,1.9964115988556108e-38,1.3543061897094685e-16,4.505298222715603e-32,5.820033915796723e-22,6.440443651313364e-30,2.4418479548065434e-30,5.22967175722294e-38,3.7973994452789283e-34,8.245058217379938e-39,5.89342427912119e-17,9.003612512081388e-35,1.9407315539950983e-30,9.611492827054633e-52,5.4842027352462686e-30,4.760178812273114e-30,5.1888958034617984e-43,1.5685618888520056e-34,1.5371701657144201e-32,1.8481110642669266e-30,2.5269537871544647e-12,2.3539459817795863e-31,6.359930007354835e-52,1.352717996105902e-37,3.987109135310895e-45,6.171300007084433e-45,6.885764001759569e-33,1.360293155914229e-58,5.793396017388963e-51,6.427021320680534e-49,1.1602760391742557e-50,1.1612148074987852e-52,9.346184526224671e-64
1.416955210803317e-19,0.09595729295950041,3.76,0.0,0.6877255882378013,0.9999999999949456,2.0915111473698804e-40,0.0,9.532022013646031e-30,2.0231052852990175e-14,2.0231052852942253e-14,2.7087593477542537e-16,5.959229278487124e-31,6.706899770840788e-30,1.2456194097857512e-25,4.7882417968532635e-26,1.1787488105098458e-16,1.5972809288406977e-37,2.7087593469875785e-16,1.8022667579693265e-31,1.1640699565038587e-21,2.576387129495876e-29,9.768186767242994e-30,2.0920392517488466e-37,1.5190834027104758e-33,3.298292414179446e-38,1.1787488105098303e-16,3.6017381206264837e-34,7.763558019471129e-30,7.689925902628114e-51,2.193859632661284e-29,1.9042264928300578e-29,4.1515107973596255e-42,6.274758202115345e-34,6.149181140529346e-32,7.393045910789434e-30,5.054181792768488e-12,9.416550250481189e-31,5.088427118320047e-51,5.411323321233297e-37,3.1900911445194733e-44,4.937665068439685e-44,2.7545297672053996e-32,2.1767642867094986e-57,4.635156892852404e-50,5.142105260544363e-48,9.283089672189971e-50,9.290600545396058e-52,1.4955424772279775e-62
2.8339873005177515e-19,0.09595729295950074,3.76,0.0,0.6877255882377806,0.9999999999898909,1.6732883627273207e-39,0.0,3.8129639837675696e-29,4.046320337039533e-14,4.046320337020364e-14,5.417665663063182e-16,2.3837887126564965e-30,2.682869072848798e-29,3.449785402599162e-25,1.9153746559135146e-25,2.3575615757052556e-16,1.27788540620637e-36,5.41766566152925e-16,7.2093667721503075e-31,2.32820313159987e-21,1.0305967870355045e-28,3.9074337038760763e-29,8.368499896355484e-37,6.076580868949522e-33,1.3193712183620719e-37,2.357561575705194e-16,1.4407538750653516e-33,3.1055495712428243e-29,6.152235243148055e-50,8.775795620441966e-29,7.617215918172854e-29,3.3213663081295714e-41,2.510005414054281e-33,2.459772585878344e-31,2.957338699336064e-29,1.0108637794007172e-11,3.76677336717003e-30,4.070934955596818e-50,2.1646261746882384e-36,2.5522344600816913e-43,3.9503820956810115e-43,1.10185674178794e-31,3.48305906493946e-56,3.708301562214025e-49,4.11387950038493e-47,7.426824299532143e-49,7.432833304970242e-51,2.3929903386252903e-61
5.668051479946621e-19,0.09595729295950148,3.76,0.0,0.6877255882377394,0.9999999999797814,1.338662482538749e-38,0.0,1.5252166462936538e-28,8.092750440520236e-14,8.09275044044356e-14,1.0835478293624472e-15,9.535348881548664e-30,1.0731694610717291e-28,1.0733632392599144e-24,7.661654500662768e-25,4.715187106095934e-16,1.0223325908528284e-35,1.0835478290554407e-15,2.8838104916088307e-30,4.6564696627824454e-21,4.122471019708931e-28,1.5630052828839026e-28,3.347469961239953e-36,2.4306818001666284e-32,5.277596783406902e-37,4.715187106095688e-16,5.7631327685273216e-33,1.2422451002434962e-28,4.921908964541897e-49,3.510389667373217e-28,3.046948357723478e-28,2.657156116260324e-40,1.0040225928111669e-32,9.839290850959033e-31,1.1829595471600607e-28,2.0217549756527087e-11,1.506739998287447e-29,3.2568252799498707e-49,8.658750999854303e-36,2.0418521879798217e-42,3.160405696862453e-42,4.407516638632584e-31,5.573083474270925e-55,2.966711681950232e-48,3.2911817190444387e-46,5.941600467194756e-48,5.946407820240074e-50,3.828882460811045e-60
1.1336179838804359e-18,0.09595729295950291,3.76,0.0,0.687725588237657,0.9999999999595625,1.070942724864795e-37,0.0,6.100928823879313e-28,1.6185610647480325e-13,1.618561064717362e-13,2.167110355452078e-15,3.814178379105998e-29,4.29272149766822e-28,3.680338638887474e-24,3.0646929758558084e-24,9.430438166876724e-16,8.178757791449053e-35,2.1671103548371962e-15,1.1535400202174246e-29,9.313003449109825e-21,1.649005182025861e-27,6.252084745741411e-28,1.339003124047478e-35,9.722826107399967e-32,2.1110638176788694e-36,9.430438166875742e-16,2.3052765713120955e-32,4.969030933761169e-28,3.937580213843725e-48,1.4041701508882304e-27,1.2187917412748098e-27,2.1257501212089294e-39,4.016131227460664e-32,3.935756637868126e-30,4.7318863238649525e-28,4.043537352173713e-11,6.027021276359981e-29,2.6054911650126396e-48,3.46359174493596e-35,1.633507598993573e-41,2.528364567657156e-41,1.7630245899671655e-30,8.917084733582522e-54,2.373397536609108e-47,2.6329766229404216e-45,4.753336784082227e-47,4.7571827675050145e-49,6.126290324597248e-59
2.2672436556519834e-18,0.09595729295950577,3.76,0.0,0.687725588237492,0.9999999999191247,8.567593102134393e-37,0.0,2.4403840834111303e-27,3.237133106139522e-13,3.2371331060168404e-13,4.3342354075408256e-15,1.5256791329395498e-28,1.717097321084973e-27,1.349511344367925e-23,1.2258834254173843e-23,1.886094028843604e-15,6.543045058916246e-34,4.3342354063076064e-15,4.6142162634795326e-29,1.862607391761357e-20,6.596054273974091e-27,2.500846629972536e-27,5.356051886540463e-35,3.889150224938272e-31,8.444327256604734e-36,1.88609402884321e-15,9.221153293573441e-32,1.9876224711825163e-27,3.150092961806832e-47,5.616709171338068e-27,4.875191761453987e-27,1.700610188252642e-38,1.6064606634425841e-31,1.5743108711909986e-29,1.8927641565897556e-27,8.087102041283805e-11,2.410820751101083e-28,2.0844053316352514e-47,1.3854886345728764e-34,1.3068164191168444e-40,2.022707660602142e-40,7.052134229523212e-30,1.4267456501050941e-52,1.8987293342640514e-46,2.1063937971866254e-44,3.8026919892199565e-46,3.8057688827657097e-48,9.802127392451689e-58
4.5344949991950785e-18,0.09595729295951151,3.76,0.0,0.687725588237162,0.999999999838249,6.854095559128135e-36,0.0,9.761562289924361e-27,6.474277188920391e-13,6.474277188429662e-13,8.668485511356275e-15,6.1027322221094985e-28,6.86840665883457e-27,5.152795906762058e-23,4.90354617128077e-23,3.77219445315456e-15,5.23445157692321e-33,8.668485508876022e-15,1.845717370210273e-28,3.725222643801776e-20,2.6384284167281037e-26,1.0003412053524304e-26,2.142435921600564e-34,1.5556640468146163e-30,3.377762721491569e-35,3.772194453152986e-15,3.6884707833664547e-31,7.950510008736108e-27,2.520098003719785e-46,2.2466893819290637e-26,1.950081663762423e-26,1.360492187030367e-37,6.425859008153372e-31,6.297261168976759e-29,7.571075880137312e-27,1.6174231163776326e-10,9.643307356456927e-28,1.6675292621691237e-46,5.5423277520659716e-34,1.0454572719167921e-39,1.6181725347566075e-39,2.820860866129478e-29,2.2828027100585255e-51,1.5189880349881563e-45,1.6851200367699388e-43,3.0421626124645136e-45,3.0446242762846005e-47,1.5683454669009281e-56
9.06899768628127e-18,0.09595729295952296,3.76,0.0,0.6877255882365021,0.9999999996764978,5.483285767990458e-35,0.0,3.904630786035867e-26,1.294856535447369e-12,1.2948565352510775e-12,1.7336985717538992e-14,2.4410961290954802e-27,2.7473660827730067e-26,2.0120683431062404e-22,1.9614209619840222e-22,7.544395301772847e-15,4.187567472561944e-32,1.7336985712523238e-14,7.383088236776333e-28,7.450457781241888e-20,1.0553727064799543e-25,4.001369984322701e-26,8.5698323316178e-34,6.22266410442466e-30,1.3511253896906315e-34,7.544395301766548e-15,1.4753902579370396e-30,3.180207971184119e-26,2.016107245420657e-45,8.98676895310939e-26,7.800336572613131e-26,1.0883953640392183e-36,2.570346881685622e-30,2.5189090061084666e-28,3.028434202533187e-26,3.2348488385850797e-10,3.8573277097058276e-27,1.3340254676739366e-45,2.2172212160210844e-33,8.363674732079102e-39,1.2945405961759827e-38,1.1283457816160827e-28,3.65249205814094e-50,1.2151923279381618e-44,1.3480980281799217e-42,2.433733692455858e-44,2.4357032531220357e-46,2.5093569829490128e-55
1.813800306045365e-17,0.09595729295954591,3.76,0.0,0.6877255882351824,0.9999999993529953,4.386633766200055e-34,0.0,1.561854031471825e-25,2.5897141685546526e-12,2.589714167769485e-12,3.467398612411169e-14,9.764391814312394e-27,1.098947072426515e-25,7.950173202786297e-22,7.845688831255822e-22,1.5088796998994907e-14,3.350056461016053e-31,3.4673986113859186e-14,2.9534046669281014e-27,1.490094658956396e-19,4.221493492374943e-25,1.600549071256626e-25,3.4279973107071755e-33,2.489067227987004e-29,5.4046536595295415e-34,1.5088796998969726e-14,5.9015653321388034e-30,1.2720839363192096e-25,1.6129283552820773e-44,3.594709865197852e-25,3.1201366119116405e-25,8.707169367433691e-36,1.02813941439469e-29,1.007565311484515e-27,1.2113744508840098e-25,6.469699873835793e-10,1.5429319546731617e-26,1.0672212920208099e-44,8.871188873966508e-33,6.690946424719398e-38,1.0356335136594075e-37,4.513385999183759e-28,5.843993426247094e-49,9.721547389923467e-44,1.0784792206939958e-41,1.9469883854280744e-43,1.9485643978317563e-45,4.0149751032724653e-54
3.627601380879841e-17,0.0959572929595918,3.76,0.0,0.6877255882325429,0.9999999987059905,3.509311351331312e-33,0.0,6.247423904352385e-25,5.179429434755714e-12,5.179429431615045e-12,6.934798691408611e-14,3.90575883925021e-26,4.395789212093843e-25,3.160449230154767e-21,3.1382765262653793e-21,3.0177600393381015e-14,2.680046159687975e-30,6.934798689269713e-14,1.1814962380371217e-26,2.9801998340013415e-19,1.688597919742118e-24,6.402198799637179e-25,1.371249119152395e-32,9.956272106647345e-29,2.1619810828268286e-33,3.017760039328027e-14,2.3606273218999752e-29,5.088336875425885e-25,1.2904093429457116e-43,1.4378844019694462e-24,1.2480550408201206e-24,6.965738071923785e-35,4.112559029301787e-29,4.0302710747168705e-27,4.84549934147518e-25,1.2939400307680917e-09,6.171728899200403e-26,8.537775522983155e-44,3.550315375149153e-32,5.352759821562272e-37,8.28507240606157e-37,1.8053549761289492e-27,9.350394246421362e-48,7.777243285101305e-43,8.627836936454384e-41,1.5575912656776396e-42,1.5588526563914637e-44,6.423965043746138e-53
5.441402455714317e-17,0.09595729295963767,3.76,0.0,0.6877255882299035,0.9999999980589861,1.0034443088933808e-32,0.0,1.3275785544936043e-24,7.769144700943274e-12,7.76914469426935e-12,1.0402198768088961e-13,8.299739589566932e-26,9.341052250880149e-25,6.703692073602166e-21,6.668838235771091e-21,4.5266403787709096e-14,7.66325771244779e-30,1.0402198764770117e-13,2.5108765467174704e-26,4.470312422430609e-19,3.588270894180712e-24,1.3604674424585118e-24,2.9139886190330034e-32,2.1157080254871376e-28,4.5944109283852516e-33,4.5266403787495005e-14,5.0163342606038664e-29,1.0812716154770251e-24,3.6898868598505576e-43,3.0555046379287614e-24,2.6521172086944905e-24,1.9917659186937957e-34,8.739188870676268e-29,8.56433938830248e-27,1.0296687059576217e-24,1.9409099104870157e-09,1.3114923841660493e-25,2.4412707973569386e-43,7.547523681373338e-32,1.5890985679791596e-36,2.4596274076976322e-36,3.8363796873703445e-27,3.5374404333497643e-47,2.223806188050524e-42,2.4670223545571552e-40,4.4537379167945586e-42,4.457345808155745e-44,2.3655115675717223e-52
9.069004605383269e-17,0.09595729295972943,3.76,0.0,0.6877255882246245,0.9999999967649776,4.6114646118367333e-32,0.0,3.670370630736196e-24,1.294857523326437e-11,1.2948575214812935e-11,1.7336998912181294e-13,2.29463500377603e-25,2.582525943119953e-24,1.850142146287906e-20,1.8437377899937978e-20,7.544401057613319e-14,3.5217488691031596e-29,1.7336998906237362e-13,6.943238791146956e-26,7.450567252856787e-19,9.920514385300565e-24,3.761293177763436e-24,8.056889302132717e-32,5.849310978542337e-28,1.2703551526263262e-32,7.544401057554127e-14,1.3868695040845729e-28,2.9893977515613423e-24,1.6959001616685364e-42,8.447572385581525e-24,7.332324693799423e-24,9.15341704455113e-34,2.416128979726722e-28,2.3677971091723536e-26,2.8467313793198523e-24,3.2348490152628392e-09,3.625890109079469e-25,1.121917987869696e-42,2.0887640732648743e-31,7.443668231540636e-36,1.1521405853562451e-35,1.0606462463356221e-26,2.7917812639611918e-46,1.0219794911960844e-41,1.1337519216143033e-39,2.0467726316846023e-41,2.0484322820237715e-43,1.8216762810579365e-51
