Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20)
4.056379370322266e-10,0.09595831901946467,3.76,0.0,0.6876665604250345,0.9974503903148545,2.097918626633347e-11,0.0,7.387737250916327e-10,5.7913040671257804e-05,5.762012118894753e-05,7.771944709626148e-07,8.37976604496053e-12,1.4944660349918574e-11,2.885465266551379e-07,2.90985701298415e-07,3.408582292476827e-07,1.6248100740619773e-09,7.736717764852969e-07,1.523143978810292e-09,8.814276605094774e-10,1.4390046696398143e-10,8.878754894508988e-11,8.243373351571594e-15,9.822150583202853e-15,1.91860323942469e-16,3.37421619208579e-07,9.627807750001066e-15,1.892681966785349e-11,3.713689554655971e-20,1.3402064825327366e-10,1.1656311097858463e-10,4.239578471803795e-14,4.951469641122932e-15,4.231530739789421e-12,4.949068584281979e-11,0.002548542171552407,1.8063139139830299e-12,2.229584815597722e-22,2.936088715872907e-14,4.644346813227865e-16,8.481122173118069e-16,1.736405016238299e-13,3.478187640876864e-20,1.1199633456620937e-21,5.2213341892384726e-20,1.6825965309503324e-21,2.314936163728799e-23,1.311030234487149e-24
4.170622241339337e-10,0.09595834791696307,3.76,0.0,0.6876648978752469,0.9974490367254505,2.3360803861855102e-11,0.0,8.004510308916842e-10,5.954400046137612e-05,5.9234375251817144e-05,7.992795676539136e-07,8.911085713767439e-12,1.5485249263722683e-11,3.048696470162592e-07,3.0752695991322125e-07,3.5065757119440525e-07,1.765639398829699e-09,7.954535646882816e-07,1.6521479674440824e-09,9.519317132118549e-10,1.5174594854884448e-10,9.42455017210287e-11,9.18626206499016e-15,1.0397802422994181e-14,2.084801060114603e-16,3.469239855362298e-07,1.0410489959150996e-14,1.9636686328996932e-11,4.10811865980752e-20,1.41660020577569e-10,1.2321188897451054e-10,4.607548673827201e-14,5.264118454543185e-15,4.5087392751977915e-12,5.2563114259055305e-11,0.0025498572069836485,1.872599680487705e-12,2.471216689153614e-22,3.189675856961061e-14,5.055945347717093e-16,9.271429798940035e-16,1.8368837996203245e-13,3.87517172094933e-20,1.219494080095471e-21,5.676244739815642e-20,1.8753982119060626e-21,2.5176938473332426e-23,1.5131847771856855e-24
4.2848651123564085e-10,0.09595837681449225,3.76,0.0,0.6876632353130246,0.997447876374046,2.5938424847490964e-11,0.0,8.654208644425654e-10,6.117495588187544e-05,6.084816279375916e-05,8.213821250802919e-07,9.459326670776066e-12,1.602660623906066e-11,3.21633135748407e-07,3.24521145052145e-07,3.6047343344878686e-07,1.9143606713917114e-09,8.172357695689614e-07,1.7880535216822507e-09,1.0260574429945002e-09,1.5978054322159365e-10,9.987446030884935e-11,1.0207771807603422e-14,1.099067286653924e-14,2.2603156282128605e-16,3.5642631387201967e-07,1.1234974227615097e-14,2.0348645172967718e-11,4.531195971302386e-20,1.4951031236205135e-10,1.3004465326198138e-10,4.996196739801518e-14,5.587786273023639e-15,4.795050218282675e-12,5.5748272117700226e-11,0.002550978539032735,1.939250484787657e-12,2.731699611471128e-22,3.457389999103954e-14,5.491597096244107e-16,1.011227793808959e-15,1.9402613742314773e-13,4.3046831974832804e-20,1.324734396702344e-21,6.157078992776276e-20,2.085602369744631e-21,2.73173297357326e-23,1.7406915074799975e-24
4.39910798337348e-10,0.09595840571205559,3.76,0.0,0.6876615727378608,0.9974468807265333,2.8722366329068996e-11,0.0,9.337640443584766e-10,6.280590698491112e-05,6.246148394393221e-05,8.435026513487299e-07,1.002447959590178e-11,1.6568633919646513e-11,3.388363046412631e-07,3.4196791224316826e-07,3.703062570957101e-07,2.0711869951083393e-09,8.390184215526001e-07,1.9310214388190946e-09,1.1038926589119503e-09,1.6800292773303785e-10,1.0567472061522223e-10,1.131215895361348e-14,1.1600830517548572e-14,2.4454004246794515e-16,3.659286042145391e-07,1.210241724499397e-14,2.1062548107351675e-11,4.984060737655662e-20,1.5757145780804776e-10,1.3706137488381288e-10,5.4060857245503285e-14,5.922584384652968e-15,5.090465190600189e-12,5.904837772136661e-11,0.0025519347018203827,2.0062627640962986e-12,3.0119654461855253e-22,3.7396080482799607e-14,5.952029026094402e-16,1.1005550931943313e-15,2.0465436591179614e-13,4.7683937609480427e-20,1.4358448917478614e-21,6.664595084993431e-20,2.3143901431799583e-21,2.9573429222215775e-23,1.99605578874532e-24
4.513350854390551e-10,0.0959584346096563,3.76,0.0,0.6876599101492485,0.9974460254563484,3.1723195010204304e-11,0.0,1.0055610398703195e-09,6.443685382383648e-05,6.407433883162931e-05,8.656416547659743e-07,1.060653315355541e-11,1.711124578190606e-11,3.564784660833578e-07,3.598669169743995e-07,3.801564825868109e-07,2.2363313118590195e-09,8.608015504449951e-07,2.0812111550660665e-09,1.1855249935485243e-09,1.7641179519961845e-10,1.1164656593736915e-10,1.250379326974576e-14,1.222834420269635e-14,2.6403090023593697e-16,3.7543085656238017e-07,1.3013981274511023e-14,2.1778263373246197e-11,5.467858770097256e-20,1.6584339103003996e-10,1.4426202514387576e-10,5.837778508282628e-14,6.268623022037273e-15,5.3949853003271515e-12,6.246570604985044e-11,0.0025527500219242136,2.073633477658411e-12,3.312966943847634e-22,4.036706626869902e-14,6.437971395837031e-16,1.1953160250815445e-15,2.1557365817724957e-13,5.268012566440976e-20,1.552986600584192e-21,7.199556091984685e-20,2.562996353259726e-21,3.194812654662199e-23,2.2819682499633563e-24
4.6275937254076223e-10,0.09595846350729775,3.76,0.0,0.6876582475466808,0.9974452898213224,3.495172611094466e-11,0.0,1.080891971963616e-09,6.606779645319254e-05,6.568672758625476e-05,8.877996439133361e-07,1.1205474221670923e-11,1.765436492618931e-11,3.745589330873472e-07,3.782178147183749e-07,3.900245497409412e-07,2.4100064020427735e-09,8.825851855179459e-07,2.238780755706651e-09,1.271041903235999e-09,1.8500585498641204e-10,1.1779026859639168e-10,1.3787158095432648e-14,1.2873282977930031e-14,2.8452949980669126e-16,3.84933070914136e-07,1.3970834142625155e-14,2.2495673924686883e-11,5.983742040866235e-20,1.7432604606665436e-10,1.5164657560212869e-10,6.291837796437417e-14,6.626011374278153e-15,5.708611219322111e-12,6.600258861542267e-11,0.0025534452415280056,2.1413600282107186e-12,3.635677649860645e-22,4.3490620926468617e-14,6.95015773775483e-16,1.295704453797345e-15,2.2678460784371199e-13,5.805286076457061e-20,1.6763209981736196e-21,7.762730205576344e-20,2.8327105637531397e-21,3.4444307231427075e-23,2.6013140373107505e-24
4.741836596424694e-10,0.09595849240498325,3.76,0.0,0.6876565849296495,0.9974446561324765,3.841902228992891e-11,0.0,1.1598366145224288e-09,6.769873492869836e-05,6.72986503373028e-05,9.099771277089877e-07,1.1821288095336535e-11,1.8197923002138313e-11,3.930770193130956e-07,3.9702026095434883e-07,3.999108977446556e-07,2.592424884589526e-09,9.043693555821177e-07,2.4038869851867445e-09,1.3605306682794312e-09,1.9378383259085262e-10,1.241060914100911e-10,1.5166850531419594e-14,1.3535716134804768e-14,3.060612144673324e-16,3.9443524726839943e-07,1.497414922898158e-14,2.321467596817656e-11,6.532868311259103e-20,1.830193568907573e-10,1.5921499807032608e-10,6.768826119557665e-14,6.9948575988474914e-15,6.031343248637966e-12,6.966141331808608e-11,0.0025540380496258657,2.2094401952463057e-12,3.9810918114203964e-22,4.6770505577495417e-14,7.489324841140404e-16,1.4019169654570483e-15,2.38287809440635e-13,6.381997914547552e-20,1.8060099978838575e-21,8.354890910843579e-20,3.1248781247107477e-21,3.7064852762029924e-23,2.957182301808134e-24
4.856079467441765e-10,0.09595852130271607,3.76,0.0,0.687654922297647,0.997444109305206,4.213639257014359e-11,0.0,1.2424743954767925e-09,6.932966930724038e-05,6.891010721433823e-05,9.321746154590723e-07,1.2453958666909126e-11,1.874185925824483e-11,4.120320390885553e-07,4.162739111885516e-07,4.098159651527209e-07,2.783799216981589e-09,9.261540890486142e-07,2.5766852571386666e-09,1.454078393188746e-09,2.0274446952707512e-10,1.305942890155044e-10,1.6647581636988555e-14,1.4215713206843365e-14,3.286514283197711e-16,4.039373856237644e-07,1.602510545670759e-14,2.3935177652040154e-11,7.116400788366753e-20,1.9192325741864335e-10,1.669672646083289e-10,7.26930583319212e-14,7.375268833357528e-15,6.36318137371062e-12,7.344462430079959e-11,0.0025545435308381376,2.2778720788263948e-12,4.350224284392247e-22,5.021047907638329e-14,8.056212736465782e-16,1.5141528725519538e-15,2.500838584330677e-13,6.999968729639594e-20,1.942215949339502e-21,8.976817162315333e-20,3.440901199100893e-21,3.9812640620752913e-23,3.352875928489078e-24
4.970322338458836e-10,0.09595855020049948,3.76,0.0,0.6876532596501646,0.9974436364770651,4.611539126824348e-11,0.0,1.3288843979532758e-09,7.096059964686311e-05,7.052109834697872e-05,9.543926168997851e-07,1.3103468585994077e-11,1.928611969772556e-11,4.3142330742870276e-07,4.359784209726544e-07,4.197401898886459e-07,2.984341695284244e-09,9.479394139814226e-07,2.7573296643393185e-09,1.5517720069158333e-09,2.1188652321082633e-10,1.37255109060471e-10,1.8234176635682016e-14,1.4913343975921372e-14,3.523255374900673e-16,4.1343948597882345e-07,1.7124887283047396e-14,2.465709788631298e-11,7.735507808012868e-20,2.010376815184229e-10,1.7490334752090382e-10,7.793839117822052e-14,7.767351207228842e-15,6.704125311240178e-12,7.73547218047032e-11,0.002554974547627588,2.3466540518762013e-12,4.744110439792524e-22,5.381429820033199e-14,8.651564680398665e-16,1.6326142186300045e-15,2.621733512520405e-13,7.661056070340533e-20,2.0851016352652113e-21,9.629293559460268e-20,3.782239773105846e-21,4.269054429925723e-23,3.791921503971867e-24
5.084565209475907e-10,0.09595857909833688,3.76,0.0,0.6876515969866932,0.9974432266809814,5.036781692744265e-11,0.0,1.419145361426843e-09,7.259152600675891e-05,7.21316238648789e-05,9.76631642231947e-07,1.3769799401763583e-11,1.983065632762082e-11,4.5125014005259365e-07,4.561334459204828e-07,4.2968400924522917e-07,3.1942644541845035e-09,9.697253581422586e-07,2.945972988602144e-09,1.6536982630953755e-09,2.212087668448475e-10,1.4408879327841678e-10,1.9931575129531832e-14,1.562867847867758e-14,3.771089513380403e-16,4.2294154833216906e-07,1.8274684690335242e-14,2.5380365278943372e-11,8.391362542051988e-20,2.1036256301762636e-10,1.8302321935492868e-10,8.342987978810739e-14,8.171209853257271e-15,7.054174549185337e-12,8.139426202435023e-11,0.002555342067083864,2.4157847195085623e-12,5.163806070385003e-22,5.758571783832884e-14,9.276127141652006e-16,1.7575057830701336e-15,2.7455688532497964e-13,8.367154268730386e-20,2.234830267838158e-21,1.0313110521459808e-19,4.150412650401562e-21,4.570143330124366e-23,4.278079522649392e-24
5.198808080492979e-10,0.09595860799623146,3.76,0.0,0.6876499343067233,0.9974428705654822,5.490571125397105e-11,0.0,1.513335682873472e-09,7.422244844725831e-05,7.374168389771576e-05,9.988922021492374e-07,1.44529316896626e-11,2.0375426490285175e-11,4.7151185339868254e-07,4.76738641723115e-07,4.396478598851228e-07,3.4137794670372852e-09,9.915119490289715e-07,3.1427667106028037e-09,1.7599437402889527e-09,2.307099893047024e-10,1.510955784584608e-10,2.1744831321772266e-14,1.6361787012949874e-14,4.0302709366708716e-16,4.324435726823922e-07,1.9475693177304887e-14,2.6104917176217136e-11,9.085142728354089e-20,2.198978357100843e-10,1.9132685289694282e-10,8.91731424637363e-14,8.58694891908107e-15,7.413328380933134e-12,8.556585696296548e-11,0.002555655440696917,2.485262884288651e-12,5.610387297315923e-22,6.152849118014495e-14,9.930649787651614e-16,1.889035085950425e-15,2.872350591061532e-13,9.120194333189285e-20,2.3915654846059658e-21,1.1029064461275714e-19,4.546998430769185e-21,4.884817313679174e-23,4.8153548311506275e-24
5.31305095151005e-10,0.09595863689418654,3.76,0.0,0.6876482716097451,0.9974425601561472,5.974135805710626e-11,0.0,1.6115334179225556e-09,7.585336702982036e-05,7.535127857517571e-05,1.0211748078608585e-06,1.5152845164018937e-11,2.0920392269250243e-11,4.922077646384922e-07,4.977936641624353e-07,4.496321778414119e-07,3.6430985459182623e-09,1.013299213908294e-06,3.3478610196381226e-09,1.870594842231506e-09,2.403889950250337e-10,1.5827569731996738e-10,2.367911424806553e-14,1.7112740144236762e-14,4.3010540393417757e-16,4.4194555902808237e-07,2.0729113750735762e-14,2.6830698798281748e-11,9.818030422161611e-20,2.2964343336211445e-10,1.9981422117099998e-10,9.517379575567401e-14,9.014671578548959e-15,7.78158593436809e-12,8.987217428774174e-11,0.002555922642905166,2.5550875166985724e-12,6.084950477008241e-22,6.56463699051291e-14,1.061588547201258e-15,2.0274123930107313e-15,3.0020847210714777e-13,9.922143849903597e-20,2.5554713442021374e-21,1.177795795901552e-19,4.9736364732716525e-21,5.2133625313629273e-23,5.4080073121135274e-24
5.427293822527121e-10,0.09595866579220544,3.76,0.0,0.6876466088952476,0.997442288652725,6.488728219278127e-11,0.0,1.713816282008566e-09,7.748428181702286e-05,7.696040802694302e-05,1.0434799711094105e-06,1.5869518778026544e-11,2.146551996170207e-11,5.133371916887726e-07,5.192981691232752e-07,4.5963739851820585e-07,3.882433341682751e-09,1.035087179843711e-06,3.561404823318052e-09,1.9857377980797154e-09,2.5024460388625217e-10,1.6562937930045783e-10,2.5739708016247756e-14,1.788160871218465e-14,4.583693384599829e-16,4.514475073678275e-07,2.2036152917435295e-14,2.755766246087965e-11,1.0591211767499089e-19,2.395992897180759e-10,2.0848529743678224e-10,1.0143745446296192e-13,9.454480042989879e-15,8.158946196537574e-12,9.431593718519345e-11,0.0025561504739782634,2.625257730089871e-12,6.588612108377684e-22,6.994310437079069e-14,1.1332590222813025e-15,2.172850720710173e-15,3.134777249273717e-13,1.0775006892686952e-19,2.726712321942268e-21,1.2560599934600669e-19,5.4320278442657726e-21,5.556064732724458e-23,6.060562807790497e-24
5.541536693544192e-10,0.09595869469029143,3.76,0.0,0.6876449461627202,0.997442050256483,7.035624851076554e-11,0.0,1.820261651521298e-09,7.911519287255296e-05,7.856907238268936e-05,1.0658082041847035e-06,1.660293081253066e-11,2.2010779610027786e-11,5.348994532222791e-07,5.412518126042596e-07,4.6966395669124293e-07,4.1319953440299575e-09,1.056875873719173e-06,3.783545757190515e-09,2.1054586626616775e-09,2.602756511016667e-10,1.731568512655748e-10,2.793201205459622e-14,1.866846383710095e-14,4.878443716391041e-16,4.609494177002132e-07,2.3398022676556517e-14,2.8285766874617206e-11,1.1405876787321086e-19,2.4976533850534e-10,2.1734005518793632e-10,1.0796973163333342e-13,9.906475572385439e-15,8.545408034595539e-12,9.889992421658521e-11,0.0025563447326678703,2.6957727594266245e-12,7.122508740535943e-22,7.442244380116429e-14,1.2081523231652922e-15,2.325565841379853e-15,3.2704341928458854e-13,1.1680823940746145e-19,2.905453305444835e-21,1.3377805819742983e-19,5.923936250535983e-21,5.913209265311237e-23,6.77782428382986e-24
5.655779564561264e-10,0.09595872358844774,3.76,0.0,0.6876432834116509,0.9974418400228963,7.616126080541067e-11,0.0,1.930946564954274e-09,8.074610026119753e-05,8.017727177206441e-05,1.0881600199341875e-06,1.735305895494315e-11,2.255614458541898e-11,5.568938686773074e-07,5.636542507274839e-07,4.797122865085039e-07,4.391995881572006e-09,1.0786653222593479e-06,4.014430194299115e-09,2.2298433167275152e-09,2.704809871050634e-10,1.8085833814927544e-10,3.0261541368608936e-14,1.9473376926493186e-14,5.185559971503525e-16,4.704512900238232e-07,2.4815940512249805e-14,2.9014976513617906e-11,1.2263219191122374e-19,2.6014151343873854e-10,2.26378468150596e-10,1.1477623856357127e-13,1.037075848644609e-14,8.94097021363763e-12,1.036269691734533e-10,0.00255651036351773,2.7666319431931e-12,7.687796881048952e-22,7.908813647494796e-14,1.286344684348498e-15,2.4857762884710257e-15,3.4090615804547515e-13,1.2641671804028163e-19,3.091859590340791e-21,1.4230397729235886e-19,6.451188957851626e-21,6.28508107424926e-23,7.564883233337957e-24
5.770022435578335e-10,0.09595875248667773,3.76,0.0,0.6876416206415272,0.9974416537358064,8.231556076995399e-11,0.0,2.045947724050918e-09,8.237700404883383e-05,8.17850063246879e-05,1.110535931770519e-06,1.8119880369415792e-11,2.3101591217578726e-11,5.793197582660974e-07,5.865051397471361e-07,4.897828214908347e-07,4.66264612190722e-09,1.1004555520469235e-06,4.2542032546737225e-09,2.3589774672006047e-09,2.8085947743875043e-10,1.8873406353133195e-10,3.27339268062925e-14,2.029641968163423e-14,5.505297291670448e-16,4.799531243372385e-07,2.6291129386647768e-14,2.974526104650469e-11,1.3164436198852555e-19,2.707277482245352e-10,2.356005102820621e-10,1.2186258479999145e-13,1.0847428175592074e-14,9.345631411909787e-12,1.0849996093323585e-10,0.002556651582705353,2.8378347079735862e-12,8.285652904813546e-22,8.394392991340777e-14,1.3679126547205203e-15,2.653703361898994e-15,3.5506654525620577e-13,1.3659663555814194e-19,3.2860968761279538e-21,1.5119204631566492e-19,7.015677695232655e-21,6.671964702305774e-23,8.427131321480651e-24
5.884265306595406e-10,0.09595878138498463,3.76,0.0,0.6876399578518366,0.9974414878000223,8.883262695437259e-11,0.0,2.1653414949482272e-09,8.400790430242011e-05,8.3392276170142e-05,1.1329364536766863e-06,1.8903371759222066e-11,2.364709846551563e-11,6.021764429822188e-07,6.098041360571541e-07,4.998759945325803e-07,4.944157071697178e-09,1.122246589537383e-06,4.5030088147539435e-09,2.492946647429166e-09,2.9141000264208517e-10,1.967842501582302e-10,3.5354915331957277e-14,2.11376641041537e-14,5.837911035672775e-16,4.894549206390375e-07,2.78248177331825e-14,3.0476594823642676e-11,1.4110728380088268e-19,2.8152397656396476e-10,2.450061557696177e-10,1.29234378139041e-13,1.1336583111839971e-14,9.759390233764755e-12,1.1352184331502638e-10,0.0025567719854416677,2.9093805553225096e-12,8.917272963595264e-22,8.899357106804215e-14,1.4529330966991653e-15,2.829571133483065e-15,3.695251861730604e-13,1.4736948472254564e-19,3.488331262202924e-21,1.604506251885401e-19,7.619359545193343e-21,7.074144290506962e-23,9.370272271006391e-24
5.998508177612478e-10,0.09595881028337175,3.76,0.0,0.6876382950420652,0.9974413391498049,9.572617372678077e-11,0.0,2.2892039093176485e-09,8.563880108998632e-05,8.499908143796499e-05,1.1553621002090356e-06,1.970350942218383e-11,2.419264762501186e-11,6.254632446070276e-07,6.335508961980142e-07,5.099922379022201e-07,5.2367395767471255e-09,1.1440384610716042e-06,4.760989516745572e-09,2.6318362174379805e-09,3.0213145814050073e-10,2.0500912041290117e-10,3.8130370308520496e-14,2.1997182502655798e-14,6.183656791441401e-16,4.989566789277959e-07,2.9418239450234426e-14,3.120895641522927e-11,1.5103299507491654e-19,2.9253013215638136e-10,2.545953790294612e-10,1.3689722462799987e-13,1.183832085959585e-14,1.0182245220681882e-11,1.1869561493546262e-10,0.0025568746374854353,2.981269050603064e-12,9.583872896295213e-22,9.424080650799815e-14,1.5414831854380203e-15,3.0136064524828734e-15,3.8428268729305504e-13,1.5875711978556135e-19,3.698729244112954e-21,1.700881457612014e-19,8.264257820225602e-21,7.491903579404065e-23,1.0400333989125523e-23
6.112751048629549e-10,0.09595883918184234,3.76,0.0,0.6876366322116992,0.9974412051709194,1.0301015023836185e-10,0.0,2.4176106655029046e-09,8.726969448062505e-05,8.66054222576454e-05,1.1778133864985209e-06,2.0520269299910323e-11,2.473822206871593e-11,6.491794857152867e-07,6.577450768627323e-07,5.201319832430163e-07,5.5406043220893555e-09,1.1658311928865961e-06,5.028286777910047e-09,2.7757313641800147e-09,3.1302275413505e-10,2.1340889673831132e-10,4.106627178831541e-14,2.2875047499363775e-14,6.542790388158321e-16,5.084583992020863e-07,3.107263389511195e-14,3.194232819522589e-11,1.614335642363133e-19,3.037461487020525e-10,2.643681547057376e-10,1.4485672856577557e-13,1.2352738086355843e-14,1.0614194860636634e-11,1.240243290647635e-10,0.0025569621530916326,3.0534998135024372e-12,1.028668814001074e-21,9.968938260723408e-14,1.6336404081066017e-15,3.2060389512313867e-15,3.9933965638459613e-13,1.707817560154413e-19,3.917457710060883e-21,1.8011311349897127e-19,8.952462925784329e-21,7.925525911060184e-23,1.1523680936131275e-23
6.22699391964662e-10,0.09595886808039965,3.76,0.0,0.6876349693602241,0.9974410836341837,1.1069873939182493e-10,0.0,2.550637129654606e-09,8.890058454448215e-05,8.821129875861709e-05,1.2002908282504506e-06,2.135362702154959e-11,2.5283807015168023e-11,6.733244896800391e-07,6.823863349021623e-07,5.302956615736611e-07,5.8559618320692e-09,1.1876248111246654e-06,5.305040799787175e-09,2.9247171017878116e-09,3.240828154924851e-10,2.2198380201954165e-10,4.416871681240238e-14,2.377133203679098e-14,6.915567908356495e-16,5.179600814604788e-07,3.2789245878361064e-14,3.2676695966523596e-11,1.723210892028983e-19,3.151719599046364e-10,2.743244576696565e-10,1.5311849250378276e-13,1.2879930573315143e-14,1.1055237596075076e-11,1.295110934829261e-10,0.002557036761462508,3.1260725099634265e-12,1.1026973641937601e-21,1.0534304573142149e-13,1.7294825632419383e-15,3.4071010508648474e-15,4.146967025181537e-13,1.8346596928331507e-19,4.1446839376810626e-21,1.9053410916179354e-19,9.68613321003738e-21,8.375294231794941e-23,1.2747026736108053e-23
6.341236790663691e-10,0.09595889697904701,3.76,0.0,0.6876333064871241,0.9974409726387687,1.1880635681337522e-10,0.0,2.688358336861504e-09,9.053147135274781e-05,8.981671107025474e-05,1.222794941742981e-06,2.220355794267298e-11,2.582938932348487e-11,6.978975806768163e-07,7.074743273296693e-07,5.404837032889344e-07,6.183022470433317e-09,1.2094193418412403e-06,5.591390577351217e-09,3.0788782718245495e-09,3.3531058163589204e-10,2.3073405992851984e-10,4.744391971837714e-14,2.4686109384438905e-14,7.30224570001802e-16,5.274617257015394e-07,3.456932565840386e-14,3.3412048623197825e-11,1.837076962943876e-19,3.268074994733786e-10,2.8446426301868043e-10,1.6168811724689877e-13,1.3419993225886315e-14,1.1505371830708132e-11,1.351590703360928e-10,0.0025571003634478106,3.1989868453137788e-12,1.1806003772137674e-21,1.1120554242458045e-13,1.829087760170475e-15,3.6170279671499196e-15,4.3035443609695665e-13,1.968326957084349e-19,4.380575591086461e-21,2.0135979047724439e-19,1.0467495800639052e-20,8.841491095683805e-23,1.4077447030071783e-23
6.455479661680763e-10,0.0959589258777876,3.76,0.0,0.6876316435918836,0.9974408705638181,1.2734764982818823e-10,0.0,2.8308489922783166e-09,9.21623549776476e-05,9.142165932186981e-05,1.2453262438245385e-06,2.3070037179834028e-11,2.6374957310850174e-11,7.228980836872507e-07,7.33008711325242e-07,5.506965381603627e-07,6.52199644042001e-09,1.2312148110115552e-06,5.887473908100638e-09,3.2382995435346944e-09,3.46705006435896e-10,2.3965989523510275e-10,5.089821245667199e-14,2.5619453145522307e-14,7.703080388670281e-16,5.369633319238312e-07,3.6414128936505375e-14,3.41483778461743e-11,1.9560553925122707e-19,3.3865270112505543e-10,2.947875460757751e-10,1.705712018544884e-13,1.3973020084127854e-14,1.1964595935300539e-11,1.409714759930987e-10,0.00255715457992424,3.272242558415183e-12,1.262507223718887e-21,1.172806195954419e-13,1.9325344184992137e-15,3.836057716408295e-15,4.463134688877047e-13,2.1090523135959887e-19,4.625300718182125e-21,2.125988938070987e-19,1.1298847428780118e-20,9.324398668797382e-23,1.5522392571913405e-23
6.569722532697834e-10,0.09595895477662474,3.76,0.0,0.6876299806739863,0.9974407760271968,1.3633749643937603e-10,0.0,2.9781834722500182e-09,9.37932354924334e-05,9.302614364270736e-05,1.2678852519103441e-06,2.395303964127731e-11,2.6920500590302387e-11,7.483253245021598e-07,7.589891442391078e-07,5.609345953368808e-07,6.873093784851299e-09,1.2530112445363614e-06,6.193427401081712e-09,3.403065414094195e-09,3.5826505810245467e-10,2.487615340878084e-10,5.453804491534596e-14,2.657143726372151e-14,8.118328889479748e-16,5.464649001259143e-07,3.8324916852067526e-14,3.4885677829023714e-11,2.0802679835546103e-19,3.507074985856958e-10,3.0529428238871266e-10,1.7977334364149117e-13,1.4539104333083852e-14,1.2432908252600151e-11,1.469515809022072e-10,0.0025572007930481926,3.345839416683791e-12,1.348549199473827e-21,1.235720247035319e-13,2.0399012676749927e-15,4.064431121539021e-15,4.625744140513003e-13,2.2570723201051413e-19,4.879027748242224e-21,2.2426023580750864e-19,1.2182555240762134e-20,9.824298734170784e-23,1.708970256753621e-23
6.798208274731976e-10,0.09595901257460171,3.76,0.0,0.6876266547681525,0.9974406050410232,1.557235097599177e-10,0.0,3.2876797739029603e-09,9.705498748974958e-05,9.623372100868002e-05,1.31308845856192e-06,2.5768512981580045e-11,2.8011477147728863e-11,8.004573267690495e-07,8.122867870917404e-07,5.814880900919817e-07,7.612497966820995e-09,1.2966071079067984e-06,6.835485421179062e-09,3.7489680816209715e-09,3.8187798592839045e-10,2.6749313535345617e-10,6.240072026369544e-14,2.853162408929223e-14,8.993096508967943e-16,5.654679224636773e-07,4.2349518318734764e-14,3.6363178014699526e-11,2.34488414451735e-19,3.7544561589286153e-10,3.268580180934602e-10,1.9915717929841966e-13,1.5710813529447552e-14,1.3396790779240776e-11,1.594282398092709e-10,0.0025572737372402516,3.494055757936941e-12,1.5335732968277028e-21,1.3681881243726048e-13,2.2667120035447506e-15,4.5501862609682366e-15,4.960045012962049e-13,2.57596048948825e-19,5.414163128266056e-21,2.488853138175151e-19,1.4116864830926587e-20,1.0876201593328782e-22,2.062479735841262e-23
7.026694016766119e-10,0.09595907037300391,3.76,0.0,0.6876233287654795,0.9974404521850563,1.7708799578332103e-10,0.0,3.617435718878832e-09,0.00010031672795090398,9.943944420069628e-05,1.3584087121792815e-06,2.7649774025743972e-11,2.9102256731611378e-11,8.5428821007705e-07,8.673645182054464e-07,6.02147608319284e-07,8.40291215418432e-09,1.3402071378370996e-06,7.518634079636455e-09,4.1172588199186964e-09,4.061413935075978e-10,2.8693070950647046e-10,7.10859165091519e-14,3.056726847827241e-14,9.928610131975072e-16,5.84470792703238e-07,4.6653327778538297e-14,3.784454419749614e-11,2.631904901452641e-19,4.0102132144176104e-10,3.491552789873778e-10,2.1988436789349125e-13,1.6935849582318864e-14,1.4397005736873085e-11,1.7261628680089378e-10,0.0025573266913859723,3.643634433549208e-12,1.7367612186648108e-21,1.5097590337054785e-13,2.5101559876837045e-15,5.076276335351865e-15,5.306496321717887e-13,2.926955807668594e-19,5.9873367157233514e-21,2.75307226325528e-19,1.629080010579658e-20,1.1999446507883275e-22,2.4753736694758096e-23
