Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536)
2.5109377448606825e-06,0.7956827938741131,0.00041087346214544124,0.00018730102232686837,7.60432498651327e-05,0.005871427974960144,0.0,0.0,0.00019307073639455226,5.506064773087451e-06,3.0024095986476115e-05,0.0076573094360860485,1.3411496797463131e-08,2.763897066139792e-12,7.395550781934282e-11,1.0548401698533811e-08,1.28880760727577e-07,4.2245522117211414e-07,2.352548843144599e-14,2.8202842100827438e-15,2.3498632498365426e-15,3.932514565320837e-16,6.33558486387954e-10,2.964412587729394e-11,5.983560548056595e-12,1.2883463657191743e-14,3.991760696264174e-17,1.1225002505520653e-13,1.9148523117676312e-14,4.30607277648206e-16,2.386219972953966e-11,5.794321532923901e-18,7.778210175059903e-18,1.9397759866226862e-16,3.76,0.0,0.634420421597834,0.9884161894142605,0.002942124002202354,3.3355139489244624e-07,0.0013211128678164426,0.017543659812460814,0.015344540994607086,4.461052545685668e-11,1.1377308733581993e-11,0.00015374102545867018,4.4079469787993245e-05,5.3379683194548045e-06,0.0006774047718673805,0.0003960450917201117,5.442532146011987e-05,1.637862003171158e-07,0.0004159604601127186,9.726811854328908e-05,6.160959676538311e-07,8.021289841734251e-05,1.8495272041125826e-11,5.5444499152267685e-08,1.3190085748806382e-09,7.457538608975218e-05,7.3430661335997964e-09,2.2805752364391554e-07,6.142197057496744e-08,2.6208940800345622e-06,7.165503933917275e-12,0.0015686589352961293,1.0686085120671164e-13,4.203772124777375e-12,4.132856261983741e-11,0.00018026964411018806,4.601158991807142e-05,1.3765721361943687e-10,5.077205307371215e-08,6.270870709220542e-09,2.553001536127925e-08,5.378996849582026e-09,4.4460811656397986e-06,1.6370236165379342e-11,8.445715768681981e-07,3.321946020534103e-10,2.5980016720266327e-08,3.124013417743376e-14,5.693010822326217e-12,6.174655322428715e-08,1.1035240450463232e-06,2.8684861154239173e-12,1.4937801955258256e-07,3.803600920523632e-10,1.030409594304303e-09,3.8081303306773776e-08,5.594670143913838e-13,7.2223527578588e-11
2.528363714772951e-06,0.7957006301207187,0.0004108695972609003,0.00018730778732738344,7.622253582971379e-05,0.0059183009863049835,0.0,0.0,0.00019406254144454623,5.555435254674137e-06,3.0458305431816024e-05,0.00771688204968438,1.36836590215008e-08,2.7906403267705636e-12,7.431633516335294e-11,1.0655880406468448e-08,1.3014438030357005e-07,4.3281717083535e-07,2.3930432692765173e-14,2.9251899945874787e-15,2.427926156347052e-15,4.01556346438629e-16,6.432489311470328e-10,3.0284615112526645e-11,6.0565702113942486e-12,1.3289976260158375e-14,4.0830234231576654e-17,1.1552049476921571e-13,1.970807734838195e-14,4.39331022001269e-16,2.4259741743024577e-11,5.949307814714663e-18,7.988045954072956e-18,2.0183258961249904e-16,3.76,0.0,0.6342128319777706,0.9883339881750821,0.002972948214119581,3.3972516549263926e-07,0.00132004967849554,0.017672735692533425,0.015459608150899867,4.456990467944433e-11,1.1366949097388499e-11,0.00015356749241825812,4.4022504647770884e-05,5.377746156971335e-06,0.0006882409025512423,0.00039985804168089924,5.571350318660507e-05,1.6804689356428377e-07,0.0004217568734797462,9.961069683494675e-05,6.254305932368649e-07,8.162317330541775e-05,1.8974766638937006e-11,5.625390893715391e-08,1.3380760942937158e-09,7.551445985564477e-05,7.472885415301247e-09,2.313230313654718e-07,6.227616131892098e-08,2.6662064057859714e-06,7.33812625847116e-12,0.0015685284802041688,1.0943794130328898e-13,4.304171301382265e-12,4.204770593303834e-11,0.00018274169544681167,4.701862702035012e-05,1.4004118500194545e-10,5.165825516877221e-08,6.381509430472207e-09,2.6018681540900183e-08,5.43322740286487e-09,4.4481903432954725e-06,1.6682801656941752e-11,8.569399605539153e-07,3.370565242859864e-10,2.6516174248569508e-08,3.1807000861353533e-14,5.763074743635393e-12,6.315855090676482e-08,1.101997190896418e-06,2.933821029193127e-12,1.543121821140274e-07,3.858642772672398e-10,1.0297019210581308e-09,3.936794036306071e-08,5.78846576446519e-13,7.4841340508067e-11
2.5457896846852197e-06,0.7957184528989103,0.0004108650424333713,0.000187312637912519,7.640102411949365e-05,0.005965128839812064,0.0,0.0,0.00019504803180324813,5.604679938694611e-06,3.089649364264357e-05,0.0077764006134726634,1.3958235275270318e-08,2.8174019745834827e-12,7.467826134546975e-11,1.0763703294281157e-08,1.3140781655524812e-07,4.4333807452644686e-07,2.433954649474483e-14,3.0330044881178932e-15,2.5081358346513686e-15,4.0997567493195305e-16,6.530277450692556e-10,3.093299011224798e-11,6.1297591531457e-12,1.3706214224798336e-14,4.175810010654249e-17,1.1885646932959677e-13,2.0278401597360065e-14,4.481430746704196e-16,2.4660236923432524e-11,6.107083773144025e-18,8.201812823737559e-18,2.0992260632981142e-16,3.76,0.0,0.634005317873053,0.9882517691543543,0.0030038347667242374,3.459537350653314e-07,0.0013189872972436737,0.017801784319385824,0.015574380819471843,4.45293162373377e-11,1.1356601857916899e-11,0.00015339420079515416,4.396563588273445e-05,5.41741262076311e-06,0.0006991572574963243,0.000403673596145169,5.702017499240465e-05,1.723818506531358e-07,0.00042759407964977793,0.00010198843367413438,6.348115727929358e-07,8.304573063972234e-05,1.946255774371788e-11,5.706931618149774e-08,1.3572830980532909e-09,7.645483885123745e-05,7.604297744369348e-09,2.3461981679309258e-07,6.313942357756166e-08,2.711948780394979e-06,7.513327250972643e-12,0.0015683979952341677,1.1205281379819437e-13,4.4060698965561494e-12,4.277368745571839e-11,0.00018522258429327695,4.8038539531628985e-05,1.4244744627002424e-10,5.255038692686264e-08,6.492890477703995e-09,2.6511107871877025e-08,5.487505326036242e-09,4.450340084740296e-06,1.6997730160212526e-11,8.693711912580083e-07,3.419425357270709e-10,2.705872883635971e-08,3.237948148654442e-14,5.833427649459918e-12,6.458958893731964e-08,1.1004727213032436e-06,3.000027891480824e-12,1.5936842281799734e-07,3.913944723476732e-10,1.0289947991146947e-09,4.0685824094359736e-08,5.987101503117927e-13,7.752473231342304e-11
2.5632156545974883e-06,0.7957362622198741,0.0004108598550625123,0.00018731567404302882,7.657873335976049e-05,0.006011911527124368,0.0,0.0,0.00019602722189593905,5.653795947969945e-06,3.1338693366470715e-05,0.007835865162203737,1.4235212228781641e-08,2.844181987736236e-12,7.504130914535982e-11,1.0871873001488909e-08,1.3267108340010768e-07,4.5401878529240924e-07,2.4752868147504885e-14,3.143779215953557e-15,2.590542986888012e-15,4.1851051429643554e-16,6.628951713086999e-10,3.158927712406209e-11,6.20312564902097e-12,1.4132346519042317e-14,4.270138420994452e-17,1.2225869467913658e-13,2.0859593012213046e-14,4.570435459248644e-16,2.5063677746488645e-11,6.267676864636149e-18,8.41955271132207e-18,2.1825208637303436e-16,3.76,0.0,0.6337978796282777,0.9881695325093697,0.003034783295816126,3.522369769825149e-07,0.0013179258507982966,0.017930806033449338,0.01568885847896923,4.4488764787361925e-11,1.1346261755937369e-11,0.00015322116751480456,4.390886858300393e-05,5.456967553263404e-06,0.000710153616655915,0.00040749170992933294,5.834540362634301e-05,1.76791638199966e-07,0.0004334720157157828,0.00010440150259904694,6.442383316146022e-07,8.448055217825358e-05,1.995870686732022e-11,5.7890710139520956e-08,1.3766293327520586e-09,7.739645918010677e-05,7.73731358920697e-09,2.379481413262109e-07,6.401184777387075e-08,2.7581228104842566e-06,7.691119155856379e-12,0.0015682674836092834,1.1470564311841674e-13,4.509476967527775e-12,4.3506535964218646e-11,0.00018771216659839793,4.907135514156228e-05,1.4487608627797363e-10,5.3448398256772186e-08,6.605007278320107e-09,2.7007261260944724e-08,5.541829771894002e-09,4.452533320582079e-06,1.7314999543295163e-11,8.818647334660674e-07,3.468524147352871e-10,2.760770216210322e-08,3.295758350401156e-14,5.904071128649534e-12,6.603971426474696e-08,1.0989507614682978e-06,3.067108613115592e-12,1.6454866285306553e-07,3.969504196089315e-10,1.0282883278438222e-09,4.203539213442165e-08,6.190647562642106e-13,8.027449028788803e-11
2.580641624509757e-06,0.7957540580957672,0.0004108540897412569,0.0001873169914051327,7.675568137903103e-05,0.006058649046529872,0.0,0.0,0.00019700012636645803,5.702780464793724e-06,3.178493745464642e-05,0.007895275737114965,1.4514576749407207e-08,2.870980345218801e-12,7.540550063797042e-11,1.0980392126047637e-08,1.3393419533135895e-07,4.6486014772107126e-07,2.517043663610868e-14,3.2575660370518676e-15,2.6751993558474885e-15,4.271619454460263e-16,6.728514461049326e-10,3.225350249661128e-11,6.276668019474442e-12,1.456854433241549e-14,4.3660267425632614e-17,1.2572792068674583e-13,2.145174871899558e-14,4.66032553957045e-16,2.547005668288697e-11,6.4311147136594135e-18,8.641307756192456e-18,2.2682549966495717e-16,3.76,0.0,0.6335905175631746,0.988087278395841,0.003065793444898894,3.585747651064955e-07,0.0013168654589685094,0.018059801178708645,0.01580304063956457,4.444825431387319e-11,1.1335935014326615e-11,0.00015304840854170223,4.3852207542696224e-05,5.496410808261762e-06,0.0007212297598360583,0.00041131233876202505,5.968925436986186e-05,1.8127681811943915e-07,0.0004393906184075699,0.00010685007504886547,6.537102976963001e-07,8.592761942994242e-05,2.0463274958558675e-11,5.871807999428204e-08,1.3961145443159048e-09,7.833925803866697e-05,7.871943294805734e-09,2.413082621572254e-07,6.489352385620606e-08,2.8047301322190906e-06,7.8715140959013e-12,0.0015681369432286722,1.1739660215332536e-13,4.61440158248882e-12,4.424628073795606e-11,0.00019021029980862322,5.011710064147898e-05,1.4732719556210041e-10,5.4352239520527874e-08,6.717853321026313e-09,2.750710885902456e-08,5.596199890733352e-09,4.454772845495217e-06,1.763458783875645e-11,8.944200552945921e-07,3.5178594121448275e-10,2.8163115839139837e-08,3.3541314168478177e-14,5.975006759792143e-12,6.750897240916325e-08,1.0974314293002972e-06,3.135065036665623e-12,1.6985483258704644e-07,4.025318633347091e-10,1.0275826012068312e-09,4.341708286208193e-08,6.399174284355879e-13,8.309139525362791e-11
2.5980675944220254e-06,0.7957718405396669,0.00041084779838999175,0.00018731668158197742,7.693188524301424e-05,0.00610534140261218,0.0,0.0,0.0001979667600708107,5.7516307301310356e-06,3.2235258855647155e-05,0.00795463238557383,1.4796315903177982e-08,2.897797026607402e-12,7.577085721674492e-11,1.1089263224051736e-08,1.3519716737575103e-07,4.758629979513753e-07,2.5592291614096173e-14,3.3744171401534108e-15,2.7621577396688905e-15,4.359310578005568e-16,6.828967988287667e-10,3.292569268237009e-11,6.350384628153135e-12,1.5014981101234744e-14,4.463493190181427e-17,1.2926490119487065e-13,2.205496583229717e-14,4.751102247797566e-16,2.5879366195675966e-11,6.597425115861608e-18,8.86712031321189e-18,2.3564734841459974e-16,3.76,0.0,0.6333832319738424,0.9880050069587801,0.003096864864853487,3.6496697382004303e-07,0.001315806234980136,0.018188770102345295,0.015916926841677496,4.440778891964811e-11,1.1325618398355001e-11,0.00015287593892785407,4.379565727482939e-05,5.535742250602648e-06,0.0007323854667141809,0.0004151354392455017,6.105179104507433e-05,1.8583794757488247e-07,0.0004453498241024234,0.0001093343203735487,6.632269017297222e-07,8.738691365489717e-05,2.0976322406547792e-11,5.9551414861613145e-08,1.4157384765140659e-09,7.928317370195361e-05,8.00819708266156e-09,2.4470043226316694e-07,6.578454129130108e-08,2.8517724112809637e-06,8.0545240122713e-12,0.0015680063761545507,1.2012586185186908e-13,4.7208528214404686e-12,4.4992951557169017e-11,0.00019271684285452213,5.117580193430499e-05,1.498008663344015e-10,5.526186153157465e-08,6.831422155633101e-09,2.8010618065117255e-08,5.650614829795601e-09,4.457061323056102e-06,1.795647324826085e-11,9.070366284207094e-07,3.5674289659828316e-10,2.8724991415348897e-08,3.413068054400439e-14,6.046236110254298e-12,6.899740747740729e-08,1.0959148357841514e-06,3.203898938715671e-12,1.7528887135411622e-07,4.0813854976358796e-10,1.0268777080724673e-09,4.483133536386575e-08,6.612752141792486e-13,8.597622145829746e-11
2.632919534246563e-06,0.7958073651879889,0.00041083383294409005,0.00018731152752705783,7.728212521156668e-05,0.006198590671954708,0.0,0.0,0.00019988127561612525,5.848917757089791e-06,3.314826582312692e-05,0.008073184120559275,1.5366867375487808e-08,2.951485282599707e-12,7.650514800232733e-11,1.1308071355006075e-08,1.377227542618442e-07,4.983564642240291e-07,2.644902294315103e-14,3.6175225652101604e-15,2.943197142021925e-15,4.538267254054582e-16,7.032556216840865e-10,3.429407384377352e-11,6.498334215767346e-12,1.5939276691629924e-14,4.663233958430963e-17,1.3654516132621722e-13,2.3294972759587314e-14,4.935320968954977e-16,2.670674676483083e-11,6.938775626572943e-18,9.331088488580956e-18,2.5405452199605404e-16,3.76,0.0,0.6329688912981692,0.9878404126749389,0.003159190155273954,3.779141533715438e-07,0.0013136917131432292,0.01844663068676005,0.016143809673564158,4.4327007797039774e-11,1.1305027076973337e-11,0.00015253192378912012,4.368290581579747e-05,5.614069207733096e-06,0.0007549346897712271,0.00042278888564763835,6.383317024786738e-05,1.9519025963198058e-07,0.0004573897883340063,0.00011441049668045598,6.82391759688598e-07,9.034210682441216e-05,2.2028094061933813e-11,6.123593577464392e-08,1.4554014723350578e-09,8.11741138219001e-05,8.285617176835326e-09,2.5158191112609793e-07,6.759495564527706e-08,2.9471686514136704e-06,8.428435831017739e-12,0.001567745159436902,1.2569995893955467e-13,4.938371566936808e-12,4.65071929814742e-11,0.00019775460148746448,5.333217114882651e-05,1.5481626960674667e-10,5.709825328819894e-08,7.060702703149929e-09,2.902849216266157e-08,5.759575746958904e-09,4.4617951728877024e-06,1.860704907096626e-11,9.324514325345324e-07,3.66726227186462e-10,2.9868214126982595e-08,3.532634774506013e-14,6.189582176751284e-12,7.203197786989997e-08,1.0928902768127262e-06,3.344205955487899e-12,1.8654835640294284e-07,4.1942664510893934e-10,1.025470754205722e-09,4.775928527282774e-08,7.055343768232531e-13,9.195270093701545e-11
2.6677714740711005e-06,0.7958428362864932,0.0004108183253380328,0.00018730086860941096,7.762957572641148e-05,0.006291659485527229,0.0,0.0,0.000201770891394455,5.9456360998811075e-06,3.407797955626271e-05,0.008191520856343091,1.5946767175239386e-08,3.005246598835205e-12,7.724433988586338e-11,1.1528317000601378e-08,1.4024797347828648e-07,5.215057046461301e-07,2.732339249060602e-14,3.87351945038761e-15,3.1341052512151547e-15,4.722063980917903e-16,7.239733396506789e-10,3.569463439845557e-11,6.64696212104134e-12,1.690666668610002e-14,4.8695089848664207e-17,1.4410558703138538e-13,2.458039085619729e-14,5.123103228342046e-16,2.7545758951253903e-11,7.291954284564146e-18,9.811800508735568e-18,2.7351026808861323e-16,3.76,0.0,0.6325548595407374,0.9876757507142309,0.0032217565101203367,3.910775221179256e-07,0.0013115830714888822,0.018704390615710546,0.016369503857938207,4.424644882995775e-11,1.128449347859959e-11,0.000152189225947747,4.357064520792487e-05,5.691947546309433e-06,0.0007777995213156732,0.0004304517180725757,6.669002293314513e-05,2.0485293488027585e-07,0.0004695913927681236,0.00011963134490755595,7.017284048264102e-07,9.334597680180449e-05,2.311449347261725e-11,6.294418453066551e-08,1.4956162442114305e-09,8.30688067768043e-05,8.56965317715909e-09,2.58594517473515e-07,6.944379670121806e-08,3.0443254451426853e-06,8.812947073762354e-12,0.0015674838356551004,1.3142926714575634e-13,5.162106149643558e-12,4.804950841524888e-11,0.00020282434310899667,5.554065261490533e-05,1.5992306703231344e-10,5.895718897688679e-08,7.292798530828833e-09,3.006062781784982e-08,5.868705638106688e-09,4.46675373225702e-06,1.9266556058076904e-11,9.58104987875615e-07,3.76800687369643e-10,3.103754135633172e-08,3.6544637726677284e-14,6.334121613720059e-12,7.514375060758415e-08,1.0898778468160242e-06,3.4880425687613723e-12,1.9834280380268272e-07,4.308127131070779e-10,1.0240680841685565e-09,5.082276731236858e-08,7.518988638759529e-13,9.820998773433872e-11
2.702623413895638e-06,0.7958782539690101,0.00041080160680348476,0.00018728530561893094,7.797434893245918e-05,0.006384548075282831,0.0,0.0,0.00020363573330058697,6.041765719607109e-06,3.502466650909846e-05,0.008309643160799138,1.6535919036800803e-08,3.0590808174414756e-12,7.798858168517041e-11,1.1750019088456994e-08,1.4277296067650178e-07,5.453171051861473e-07,2.8215740916105162e-14,4.1428367908032e-15,3.3353439327503525e-15,4.910790854521612e-16,7.450515461017655e-10,3.712758993935476e-11,6.796256643535791e-12,1.7918622012516635e-14,5.082468568488659e-17,1.5195235665010452e-13,2.5911997605525185e-14,5.314461820643583e-16,2.8396342016417763e-11,7.65718987760452e-18,1.0309603284863972e-17,2.9405176073721275e-16,3.76,0.0,0.6321411383310604,0.9875110220495655,0.003284561372257822,4.0445609642217613e-07,0.001309481009823262,0.01896205274998927,0.01659400669126162,4.416613632408393e-11,1.1264024511034358e-11,0.00015184793729897038,4.3458902772980133e-05,5.769376537630465e-06,0.0008009781957860791,0.00043812361730529207,6.96228079539109e-05,2.1483025487718017e-07,0.00048195411673814176,0.0001249981456238194,7.212323795040338e-07,9.63983647334166e-05,2.4235982944956687e-11,6.467607183040029e-08,1.536380695192605e-09,8.496679619017958e-05,8.860382420522906e-09,2.657401237206151e-07,7.133176220422588e-08,3.143257176082043e-06,9.208147752740651e-12,0.0015672224058824083,1.3731509107965102e-13,5.392129807960373e-12,4.962015391741812e-11,0.0002079249912331503,5.780142255389967e-05,1.6512205580440585e-10,6.083829111982034e-08,7.527660207293826e-09,3.1106773425219624e-08,5.977997562551286e-09,4.471954045697944e-06,1.9934826049639115e-11,9.839931893559073e-07,3.8696458068301364e-10,3.223314308831512e-08,3.7785599958880846e-14,6.479866481388594e-12,7.83330291800131e-08,1.0868782174931546e-06,3.635420662614651e-12,2.1068802943250893e-07,4.422947901780111e-10,1.0226702487041314e-09,5.402531601614956e-08,8.004254686304148e-13,1.0475403032525602e-10
2.7374753537201757e-06,0.7959136183780338,0.00041078397669682917,0.0001872653881355167,7.831654757404222e-05,0.006477256745698033,0.0,0.0,0.00020547593008416167,6.137287442056454e-06,3.598859411004945e-05,0.008427551671349074,1.7134229888625603e-08,3.1129877773438562e-12,7.873801332060869e-11,1.197319586714383e-08,1.4529785665900025e-07,5.697969175731945e-07,2.912641898032138e-14,4.4259084895479145e-15,3.5473933565009144e-15,5.104539218135498e-16,7.664917299430811e-10,3.859315792300691e-11,6.946206623955895e-12,1.8976651983241867e-14,5.3022650600933635e-17,1.6009171632688336e-13,2.7290571222244342e-14,5.509410691039104e-16,2.9258434955871025e-11,8.03471415726937e-18,1.082484746904364e-17,3.1571668581842617e-16,3.76,0.0,0.6317277290211154,0.9873462275782229,0.003347602275625061,4.180489032141504e-07,0.0013073861505084714,0.019219619973095847,0.01681731584935733,4.4086091908334177e-11,1.1243625314492615e-11,0.00015150813903341267,4.334770253785016e-05,5.846355590364162e-06,0.0008244689470514216,0.00044580427496678453,7.26319615874556e-05,2.2512642077066786e-07,0.0004944774348630365,0.0001305121469035573,7.408992686847276e-07,9.949910780350448e-05,2.5393015300293712e-11,6.643150748981735e-08,1.5776927085762762e-09,8.686764161561427e-05,9.157880291885375e-09,2.730205356595489e-07,7.325954161857155e-08,3.2439786950720314e-06,9.614125414432103e-12,0.0015669608716541224,1.43358707444757e-13,5.6285161225832445e-12,5.1219393422278265e-11,0.00021305549182810792,6.011464389633129e-05,1.704140593050736e-10,6.274118921020266e-08,7.765239246927283e-09,3.216668156352719e-08,6.087444527976005e-09,4.477411479260973e-06,2.061169371460878e-11,1.0101119826727817e-06,3.972162324769697e-10,3.345518821654445e-08,3.904928080827199e-14,6.626828597268895e-12,8.160009589671502e-08,1.0838919794976244e-06,3.786351124629568e-12,2.2359997203936543e-07,4.538709406593657e-10,1.021277738328976e-09,5.737047384764462e-08,8.511711384919209e-13,1.1159066436728115e-10
2.7723272935447133e-06,0.7959489296684119,0.0004107657055707546,0.0001872416187711397,7.865626581081989e-05,0.006569785865877433,0.0,0.0,0.00020729161318955525,6.232182933484423e-06,3.69700305864326e-05,0.008545247087008143,1.7741609825214717e-08,3.166967311643413e-12,7.9492766412178e-11,1.2197864908795594e-08,1.4782280644608278e-07,5.949512596177383e-07,3.0055787352930476e-14,4.723173233632591e-15,3.77075248344326e-15,5.303401627042647e-16,7.88295277594101e-10,4.0091557717808887e-11,7.096801401962074e-12,2.008230513236296e-14,5.529052874501842e-17,1.685299813398003e-13,2.87168909440118e-14,5.707964899359764e-16,3.013197646995154e-11,8.424761913210141e-18,1.1357887543044044e-17,3.3854324031941223e-16,3.76,0.0,0.6313146327138008,0.9871813681307235,0.0034108768374915537,4.3185498054375355e-07,0.001305299046266522,0.019477095183405842,0.017039429357669975,4.40063347619131e-11,1.1223300602556274e-11,0.00015116990272550997,4.323706557047666e-05,5.9228842396601095e-06,0.00084827000883343,0.0004534933926267296,7.571789779872402e-05,2.357455519905455e-07,0.0005071608173345603,0.00013617456464111257,7.607246997380658e-07,0.00010264803924177312,2.6586033734466907e-11,6.82104005000604e-08,1.6195501493644324e-09,8.87709180996133e-05,9.462220236920776e-09,2.8043749322961586e-07,7.52278159883691e-08,3.346505317666199e-06,1.0030965166834266e-11,0.0015666992343009232,1.4956136473747002e-13,5.871339063191163e-12,5.2847498629778134e-11,0.00021821481288231292,6.248046658649127e-05,1.7579992683778548e-10,6.466551960063242e-08,8.005488095279905e-09,3.324010902323658e-08,6.197039489291122e-09,4.483139847433444e-06,2.1296996567326548e-11,1.0364573624204602e-06,4.0755398913149664e-10,3.470384452525679e-08,4.033572350240057e-14,6.775019524894861e-12,8.494521235468938e-08,1.0809196507359209e-06,3.940843868435222e-12,2.370946861635608e-07,4.655392558260598e-10,1.0198909893646454e-09,6.08617901100438e-08,9.041929565697145e-13,1.1872561087885296e-10
2.807179233369251e-06,0.7959841880025226,0.00041074703783209243,0.00018721445692658625,7.899358993618804e-05,0.00666213586275476,0.0,0.0,0.00020908291661254338,6.326434677726331e-06,3.796924480614976e-05,0.008662730161552454,1.8357972064915516e-08,3.221019245543351e-12,8.02529648111753e-11,1.2424043114164766e-08,1.503479584825204e-07,6.207861155332452e-07,3.100421643350718e-14,5.035074374780051e-15,4.005939538981509e-15,5.507471816258769e-16,8.104634749713254e-10,4.162301064109401e-11,7.248030778496463e-12,2.1237170030918915e-14,5.762988503630233e-17,1.772735373276514e-13,3.019173730275782e-14,5.910140586014468e-16,3.101690494200276e-11,8.82757102761916e-18,1.1909081900369792e-17,3.625701320961274e-16,3.76,0.0,0.6309018502875958,0.9870164444777885,0.0034743827516897237,4.458733780146153e-07,0.0013032201868991538,0.019734481287502673,0.017260345565403668,4.3926881856497774e-11,1.1203054570445593e-11,0.00015083329126981855,4.312701026891143e-05,5.998962137632446e-06,0.0008723796150740585,0.0004611906810351783,7.888100849518895e-05,2.466916850739351e-07,0.0005200037301819359,0.0001419865828537669,7.807043422408775e-07,0.00010584498833262319,2.7815471694862598e-11,7.001265908144668e-08,1.6619508654593874e-09,9.067621576761405e-05,9.773473782580157e-09,2.8799267148680013e-07,7.72372578173088e-08,3.450852821300642e-06,1.0458749710719945e-11,0.0015664374950353675,1.5592428353186123e-13,6.120673032050082e-12,5.4504748971326243e-11,0.00022340194398944238,6.489902787189476e-05,1.8128053340596973e-10,6.661092538486552e-08,8.248360113377002e-09,3.432681681171258e-08,6.3067753511448066e-09,4.48915152745103e-06,2.199057496916016e-11,1.063025370387994e-06,4.1797621734294636e-10,3.597927867081232e-08,4.164496814263367e-14,6.924450567488167e-12,8.836861988203238e-08,1.0779616835026566e-06,4.098907855337863e-12,2.5118833526278923e-07,4.772978529967576e-10,1.0185103891503283e-09,6.450281992513401e-08,9.59548124448063e-13,1.2616447488593266e-10
2.8420311731937884e-06,0.7960193935502546,0.000410728193931218,0.00018718432194506608,7.932859897815269e-05,0.006754307215510458,0.0,0.0,0.0002108499767784712,6.4200259559070145e-06,3.898650614259359e-05,0.008780001697918122,1.898323290097498e-08,3.2751433945978257e-12,8.101872504570813e-11,1.26517467183238e-08,1.528734639932398e-07,6.473073362399989e-07,3.1972086195285046e-14,5.362059821310917e-15,4.2534924431797366e-15,5.716844671547795e-16,8.329975093058695e-10,4.3187739985967814e-11,7.399884983875203e-12,2.2442876028912112e-14,6.00423052911625e-17,1.8632884135585374e-13,3.1715892361821944e-14,6.115954941322122e-16,3.191315842232475e-11,9.243382530719575e-18,1.2478792920864904e-17,3.878365799977908e-16,3.76,0.0,0.6304893824169084,0.9868514573360633,0.003538117782992058,4.601031571088532e-07,0.0013011500048079716,0.01999178119475703,0.017480063124110566,4.3847748152201874e-11,1.1182890895481444e-11,0.000150498359649964,4.301755259877122e-05,6.074589045485571e-06,0.0008967960002399129,0.00046889585948864474,8.212166375791179e-05,2.579687726307736e-07,0.0005330056355015904,0.00014794935395512774,8.008339078442202e-07,0.00010908978042486986,2.9081752773674323e-11,7.183819072963046e-08,1.7048926886852658e-09,9.258313945605738e-05,1.0091710558822963e-08,2.956876816344575e-07,7.928853095902157e-08,3.5570374424296944e-06,1.089755936337824e-11,0.001566175654997757,1.6244865667349462e-13,6.376592902330443e-12,5.619143156241176e-11,0.0002286158959765359,6.737045256118766e-05,1.8685677953082728e-10,6.857705628524696e-08,8.493809562603461e-09,3.542657014437188e-08,6.416644969721526e-09,4.49545755655665e-06,2.26922721211526e-11,1.0898120941156911e-06,4.28481303516672e-10,3.728165616426656e-08,4.297705172071783e-14,7.075132764609541e-12,9.187053994078225e-08,1.0750184703387754e-06,4.2605511140173484e-12,2.65897185469982e-07,4.891448747680214e-10,1.0171362803207916e-09,6.829712333591057e-08,1.0172939470236768e-12,1.3391274453291712e-10
