Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45),FO2(124),CH3F(39),CH2CO(28),S(455),S(1290)
2.9856223918188465e-06,0.5080528582686124,3.76,0.0,0.6740800121264577,0.8826319416701779,0.04013814048907275,0.0,0.0003120280203585982,0.2108262497306387,0.0042458078791500105,0.09356671056116334,1.7892354898912672e-10,6.671959662462702e-11,0.0015954643241831831,0.00046565838681877024,0.07307572511575434,0.07733239466656004,0.0004323885080094714,6.8928758392045e-05,0.0009188594081962764,2.2030705526229975e-05,0.02495265252611448,0.001055694627949875,0.0038142869562446816,4.505733588158424e-05,0.030107132468769178,0.011324986347713943,2.158045625553072e-06,3.6646184220979084e-09,0.0039882498758708,1.9105963942114376e-05,0.0031481891771087804,1.548356251836493e-05,5.47026168652327e-06,0.014343235031917461,0.0022711688733294813,2.1846545216940555e-07,1.6453052612360613e-09,9.834136313979064e-06,1.5001013982362121e-06,2.030113478332095e-05,0.0005443780722139984,4.280501200349424e-10,8.367302546947736e-09,7.547637583494264e-08,2.47955580444979e-08,1.958499425587913e-10,0.00010600252675408423,5.136439731946553e-10,2.853788503821136e-06,4.6412355932922325e-05,7.127453811620736e-06,1.5887831188814355e-06,0.00014809169382593764,9.99335086437113e-07,1.6420545209228546e-07,6.827840300620221e-10,1.1766465003389667e-05,1.4198617587597331e-09,3.3180644799666937e-09,1.0873472404941745e-15,3.943366691472878e-05,0.00011674661372902653,1.0435352042388489e-08,4.949555143482531e-09,3.970530923053625e-07,4.4993708801352215e-14,5.431594185824566e-08,7.231512794431599e-10,5.808609043179786e-14,3.4529712500012407e-09,6.80446911089335e-08,9.345338126462787e-10,4.087782105310848e-06,1.9846523236866354e-08,5.3971064102877484e-12,0.006814106452883448,8.640927461551534e-07,0.00806030855335942,6.795854718329686e-08,3.772686904401346e-09,1.561384937476286e-11
3.0053245749800093e-06,0.5081446744573463,3.76,0.0,0.6724188316937275,0.8819288724861689,0.04045132712511401,0.0,0.0003126518239386924,0.2120778789588605,0.004236084392324371,0.09365382921265099,1.783401380416845e-10,6.650181777643365e-11,0.001597979469848414,0.00046408345176957906,0.07347021672243013,0.0777117400962158,0.0004310781304472243,6.866550654988935e-05,0.0009196382093603735,2.2029901314434754e-05,0.02520200531016296,0.001058107965310966,0.0038437240808557897,4.547862591652414e-05,0.030406657903545728,0.01146536788446791,2.1579262774614204e-06,3.695286096386507e-09,0.004026104841316378,1.9007015936887622e-05,0.0032014653213951376,1.5514434080760514e-05,5.520174959646652e-06,0.014418032270290593,0.002269359726903962,2.204510739618561e-07,1.6648491951840457e-09,9.957029644909963e-06,1.5202446818424057e-06,2.0556610679428464e-05,0.0005541743001038473,4.330153686902682e-10,8.548555811007823e-09,7.69374803529042e-08,2.5276162237625226e-08,1.9952753706009403e-10,0.00010735885853603516,5.170476046029884e-10,2.8882182210216125e-06,4.673129762036538e-05,7.182149915074598e-06,1.6006454587633212e-06,0.0001501981925744908,1.0068911749495521e-06,1.6491632006699254e-07,6.87213270560253e-10,1.1946677828329087e-05,1.4292493326044376e-09,3.3226933360650628e-09,1.1017382098311232e-15,3.964664213658211e-05,0.00011894348739392443,1.0481597485182275e-08,5.043513533735826e-09,4.0301371721136097e-07,4.5285543434022274e-14,5.567471848636171e-08,7.223110932122608e-10,5.948115209911223e-14,3.549444605909913e-09,6.965852756421921e-08,9.449124611537641e-10,4.066908612780012e-06,1.9933105017938475e-08,5.432923265504405e-12,0.0068541577130958485,8.603589140650652e-07,0.00813720524362006,7.007224040192794e-08,3.8263490739126205e-09,1.5899774148294924e-11
3.025026758141172e-06,0.5082363180239476,3.76,0.0,0.6707621235217763,0.8812268321832003,0.040764306082313524,0.0,0.00031327149249816904,0.2133278218171499,0.0042264419746045395,0.09373731701263832,1.7776127642030135e-10,6.628571845057754e-11,0.0016004906569387558,0.0004625239758398148,0.07386357018061573,0.07808986715618703,0.00042977506857101933,6.840513002184809e-05,0.0009203973489348259,2.202824054172602e-05,0.02545150668693806,0.001060501175134053,0.0038728642696036274,4.5897201846973724e-05,0.03070664219442848,0.01160591346348764,2.157723910797651e-06,3.725673420743947e-09,0.0040638847122882096,1.8908526577979835e-05,0.0032552231390218117,1.554413468330706e-05,5.570080639369472e-06,0.014492412137659928,0.002267553239963585,2.2243636543776028e-07,1.6843931685456017e-09,1.0080154189769146e-05,1.5404577640438435e-06,2.0813013269000714e-05,0.0005640803583776292,4.379904268868451e-10,8.732353809845225e-09,7.841734655202281e-08,2.5762892824678046e-08,2.0324562461625395e-10,0.00010871920536955017,5.204394619310429e-10,2.9227919872255048e-06,4.704956020009202e-05,7.236826654786405e-06,1.6124979935902558e-06,0.00015230592532550853,1.0144433461378166e-06,1.6562148790852494e-07,6.916296046192851e-10,1.2128151842880935e-05,1.4385823411523706e-09,3.3273575540068555e-09,1.116110099007992e-15,3.985858663887532e-05,0.00012116209740370547,1.0527479056955338e-08,5.138410669678342e-09,4.0900213529735757e-07,4.557652793672134e-14,5.7057802961020424e-08,7.214840167857639e-10,6.08994369199276e-14,3.6478815102909835e-09,7.129592239343575e-08,9.553423462742787e-10,4.0462406540161646e-06,2.0019030285771537e-08,5.46867056888086e-12,0.006894068238588565,8.566608000635023e-07,0.008213948871660054,7.223239370410768e-08,3.880182378338752e-09,1.6188988533888422e-11
3.044728941302335e-06,0.5083277900494456,3.76,0.0,0.6691098738722547,0.8805258198639483,0.041077072321757106,0.0,0.0003138870947204301,0.2145760784196363,0.004216879199242294,0.09381723192738717,1.7718689071680066e-10,6.607127017380244e-11,0.0016029978051279854,0.00046097968215692527,0.07425578933648469,0.07846678560886457,0.0004284794612043143,6.814757789202104e-05,0.0009211371583253343,2.2025739377194293e-05,0.025701147066569046,0.0010628743263606075,0.003901705901027699,4.6313029853276144e-05,0.031007075637565357,0.011746610666897715,2.157440105739066e-06,3.755778463419815e-09,0.004101587201251694,1.8810511301252325e-05,0.0033094617432210447,1.557267991060165e-05,5.619976986423858e-06,0.014566376096968568,0.002265749403077976,2.2442125779170984e-07,1.7039353279900494e-09,1.0203497495143389e-05,1.5607390490339423e-06,2.1070327131867462e-05,0.0005740964425075073,4.4297494080837896e-10,8.918707136262213e-09,7.991605053332995e-08,2.6255773017261255e-08,2.0700420425463277e-10,0.00011008350884283833,5.238194450081273e-10,2.957509128001638e-06,4.736712050355167e-05,7.291485827725721e-06,1.6243411534062353e-06,0.0001544145913185679,1.0219918544608175e-06,1.6632102209377208e-07,6.960332538740308e-10,1.2310882728796362e-05,1.4478606097457415e-09,3.332056402738772e-09,1.1304607551773356e-15,4.006950803685151e-05,0.0001234024479369297,1.057299984997725e-08,5.234246734301907e-09,4.1501805307527926e-07,4.586667688767474e-14,5.846543425246629e-08,7.20669709087818e-10,6.234113168456689e-14,3.748305470223778e-09,7.295699654663407e-08,9.658231754418607e-10,4.02577471209487e-06,2.0104304848824852e-08,5.5043487915884425e-12,0.006933838571408979,8.529977890037456e-07,0.008290535981156415,7.44395812046139e-08,3.934181936209816e-09,1.6481498359399626e-11
3.0644311244634978e-06,0.5084190915917564,3.76,0.0,0.6674620690290165,0.8798258346605421,0.04138962091677047,0.0,0.0003144986982311064,0.21582264881416022,0.004207394668274799,0.09389363114836326,1.7661690742151153e-10,6.585849083752116e-11,0.0016055008373328623,0.00045945029980692427,0.07464687797761448,0.07884250505643081,0.0004271914363785866,6.789280036312763e-05,0.0009218579647852326,2.2022413746726662e-05,0.02595091703181118,0.0010652274826585901,0.003930247477618261,4.6726077713084726e-05,0.03130794857742635,0.011887447233995613,2.1570764497343603e-06,3.7855994278213005e-09,0.004139210070849667,1.871298455379263e-05,0.0033641802172623995,1.560008529913157e-05,5.669862276638651e-06,0.014639925624134206,0.0022639481927603936,2.264056829324893e-07,1.7234738260835405e-09,1.0327047247738121e-05,1.5810869510500317e-06,2.132853694508567e-05,0.0005842227368750739,4.479685603106913e-10,9.107626070803694e-09,8.143366665058189e-08,2.6754825404284823e-08,2.1080327036625293e-10,0.00011145171166449628,5.271872418406102e-10,2.992368979217115e-06,4.7683955903082584e-05,7.346129232191625e-06,1.6361753659277588e-06,0.0001565238951303944,1.0295369542940704e-06,1.6701498875277539e-07,7.004244382969516e-10,1.2494866161865958e-05,1.457083966463948e-09,3.3367892163745053e-09,1.1447880598813279e-15,4.027941362618345e-05,0.00012566454313951646,1.0618162860495449e-08,5.331021908341789e-09,4.2106118347105343e-07,4.615600462249967e-14,5.989785071547082e-08,7.198675101752984e-10,6.38064219618728e-14,3.850739988267053e-09,7.464187070133986e-08,9.763546540539682e-10,4.005507348124617e-06,2.0188934324451145e-08,5.539958408745987e-12,0.006973469235451906,8.493692789073756e-07,0.008366963207655308,7.669437792722636e-08,3.988342893285591e-09,1.6777309108427122e-11
3.0841333076246606e-06,0.5085102236825566,3.76,0.0,0.6658186952983173,0.8791268756775994,0.04170194705050003,0.0,0.00031510636961340103,0.2170675329871911,0.004197987011771561,0.09396657110008223,1.760512570034433e-10,6.564732744928093e-11,0.0016079996797377146,0.0004579355636677666,0.0750368398352504,0.07921703494475693,0.0004259111118521543,6.764074872033041e-05,0.0009225600914321352,2.201827933556833e-05,0.026200807335285754,0.0010675607029790484,0.003958487622614087,4.713631476767213e-05,0.03160925140666372,0.012028411061256551,2.15663443843936e-06,3.815134655696046e-09,0.004176751133157137,1.861595983780387e-05,0.003419377615240283,1.5626366332521368e-05,5.71973480099295e-06,0.014713062207393017,0.0022621496267566273,2.2838957288082141e-07,1.7430068582006305e-09,1.0450791276119936e-05,1.6014998947931082e-06,2.1587627484762967e-05,0.0005944594148758836,4.5297093833159903e-10,9.299120582897157e-09,8.297026755235252e-08,2.7260072062947992e-08,2.146428128125946e-10,0.00011282375763935735,5.30543323013754e-10,3.027370886879144e-06,4.800004430343004e-05,7.400758667055096e-06,1.6480010563622768e-06,0.0001586335467133658,1.0370788998326846e-06,1.677034536753274e-07,7.048033758442152e-10,1.2680097812985458e-05,1.4662522494530693e-09,3.3415552603449883e-09,1.159089974496897e-15,4.048831039833249e-05,0.00012794838714670268,1.0662970992606502e-08,5.4287363712651316e-09,4.271312457993514e-07,4.644452561332129e-14,6.135529005376264e-08,7.190776042173426e-10,6.529549155752611e-14,3.955208557513112e-09,7.635066529667625e-08,9.86936485652984e-10,3.985435198751128e-06,2.0272924148843764e-08,5.575499899070516e-12,0.007012960737223124,8.45774681357213e-07,0.008443227275993215,7.899735978764275e-08,4.042660476861189e-09,1.7076425859492273e-11
3.1038354907858234e-06,0.508601187331705,3.76,0.0,0.6641797390089984,0.878428942038027,0.04201404601396348,0.0,0.00031571017442092635,0.21831073086769073,0.004188654887200808,0.09403610744673056,1.7548987183160196e-10,6.543771468909829e-11,0.0016104942616500964,0.0004564352142682374,0.07542567858612302,0.07959038456654872,0.00042463859552405164,6.739137530540342e-05,0.0009232438572641685,2.2013351590515146e-05,0.026450808897072426,0.0010698740420050099,0.0039864250773668395,4.754371189195585e-05,0.03191097456603904,0.012169490202239125,2.156115545253979e-06,3.844382619691773e-09,0.004214208249066203,1.8519449745718644e-05,0.003475052962715669,1.565153843763595e-05,5.769592865195343e-06,0.014785787346778502,0.0022603537169190073,2.3037286036599213e-07,1.7625326697683952e-09,1.057471755228388e-05,1.6219763157258753e-06,2.1847583627223728e-05,0.0006048066390087792,4.579817311994586e-10,9.493200330926925e-09,8.452592419964748e-08,2.7771534513756627e-08,2.1852281701269743e-10,0.00011419959164860195,5.338879843723631e-10,3.062514206987528e-06,4.8315364134353584e-05,7.455375931027615e-06,1.6598186472645627e-06,0.00016074326142238995,1.0446179449993036e-06,1.6838648229968773e-07,7.091702824336449e-10,1.2866573348999388e-05,1.47536530654405e-09,3.3463538002725354e-09,1.1733645058731497e-15,4.069620505320903e-05,0.00013025398410015305,1.0707427061526347e-08,5.5273903020451e-09,4.3322796570558104e-07,4.6732254205708435e-14,6.28379892913355e-08,7.183001002633006e-10,6.680852282820278e-14,4.061734657572203e-09,7.808350056176196e-08,9.975683720827118e-10,3.9655549742800995e-06,2.035627958430253e-08,5.6109737445537205e-12,0.007052313566468689,8.422134207677532e-07,0.00851932499821933,8.134910358014922e-08,4.0971299682337386e-09,1.7378853306002154e-11
3.1235376739469862e-06,0.5086919835247226,3.76,0.0,0.6625451865127548,0.8777320329203675,0.04232591320387525,0.0,0.0003163101771961481,0.21955224233136533,0.004179396978778718,0.09410229509956836,1.7493268245318296e-10,6.522967944277434e-11,0.0016129845153188686,0.0004549489976353004,0.07581339785443814,0.07996256306479885,0.00042337398588762273,6.714463348916959e-05,0.0009239095771832965,2.200764572357273e-05,0.02670091280201196,0.0010721675506210934,0.004014058698399795,4.794824146296544e-05,0.032213108544387664,0.01231067286744393,2.155521297169835e-06,3.8733419157037294e-09,0.004251579327608181,1.8423465998887677e-05,0.003531205257430608,1.567561697776129e-05,5.819434789550239e-06,0.014858102553536211,0.002258560430445357,2.3235547920161796e-07,1.7820495068934648e-09,1.0698814191943553e-05,1.6425146599029795e-06,2.2108390350055142e-05,0.0006152645609772984,4.6300059924244126e-10,9.689874660044319e-09,8.610070582369818e-08,2.8289233631036784e-08,2.2244326396885288e-10,0.00011557915962766441,5.372207058529024e-10,3.097798305259973e-06,4.8629894342655704e-05,7.509982821959621e-06,1.671628558434412e-06,0.00016285276003945575,1.052154343360497e-06,1.6906413966963993e-07,7.135253722490082e-10,1.3054288433635141e-05,1.4844229866060463e-09,3.3511842123029096e-09,1.1876096709999923e-15,4.090310401306259e-05,0.00013258133816670031,1.0751533799199019e-08,5.626983880003536e-09,4.393510751396827e-07,4.7019204326332454e-14,6.434618474038474e-08,7.175341835273347e-10,6.834569708072418e-14,4.170341750075107e-09,7.984049654553386e-08,1.0082500136424803e-09,3.945863456805314e-06,2.0439005727354544e-08,5.646380430240907e-12,0.007091528196853306,8.386849333538771e-07,0.00859525327130301,8.375018696386607e-08,4.1517466593881575e-09,1.768459582291142e-11
3.143239857108149e-06,0.5087826132257207,3.76,0.0,0.6609150241843536,0.8770361474773906,0.04263754412111123,0.0,0.0003169064414832119,0.22079206720357633,0.004170211996986205,0.0941651882224006,1.7437962222832917e-10,6.502320789519325e-11,0.00161547037599378,0.0004534766651893364,0.07620000121325718,0.08033357943521591,0.0004221173723451516,6.690047764983844e-05,0.0009245575620103387,2.2001176714227105e-05,0.026951110297955695,0.0010744412762361609,0.0040413874552909165,4.834987733458955e-05,0.03251564387863139,0.012451947424125262,2.154853151059555e-06,3.9020112674457936e-09,0.004288862325457305,1.8328019474499787e-05,0.0035878334698171317,1.569861724574196e-05,5.8692589093117486e-06,0.014930009349718346,0.0022567697703102627,2.3433736330969442e-07,1.8015556332411496e-09,1.0823069455531207e-05,1.663113384252382e-06,2.2370032732675075e-05,0.0006258333217653331,4.680272061000728e-10,9.889152602749698e-09,8.769467993457553e-08,2.8813189739779477e-08,2.2640413034336387e-10,0.000116962408550338,5.405417085131218e-10,3.1332225569940414e-06,4.894361438613789e-05,7.564581136297897e-06,1.6834312068146004e-06,0.0001649617687865474,1.059688348066056e-06,1.6973649042282186e-07,7.178688574956077e-10,1.3243238728148423e-05,1.4934251441261468e-09,3.3560458468306907e-09,1.2018235604822408e-15,4.1109013432479754e-05,0.00013493045355100216,1.079529385677225e-08,5.7275172853850115e-09,4.4550031230744684e-07,4.730538994011836e-14,6.58801119790247e-08,7.167797220626724e-10,6.990719389722003e-14,4.2810532754440864e-09,8.162177313907546e-08,1.018981109201794e-09,3.926357498720191e-06,2.052110751383724e-08,5.681720443969469e-12,0.00713060508644777,8.351886676726981e-07,0.008671009075523343,8.620118845361301e-08,4.20650590675877e-09,1.7993657419358245e-11
3.162942040269312e-06,0.5088730773751838,3.76,0.0,0.6592892384220864,0.8763412848564172,0.04294893436804019,0.0,0.00031749902984346776,0.22203020526433936,0.0041610986777651515,0.09422484024117615,1.7383062799029824e-10,6.481822613262896e-11,0.0016179517818226247,0.00045201797357158303,0.07658549218684638,0.0807034425304112,0.00042086883574835927,6.665886313787209e-05,0.0009251881185119974,2.1993959312094447e-05,0.02720139279247946,0.0010766952633145155,0.004068410426974574,4.874859479763992e-05,0.032818571153842006,0.01259330239589814,2.1541125042834993e-06,3.9303895216181754e-09,0.004326055246060185,1.823312025200331e-05,0.003644936543883906,1.5720554461652734e-05,5.91906357431992e-06,0.015001509267475618,0.0022549817533039987,2.363184471121539e-07,1.8210493768442753e-09,1.0947471749848289e-05,1.6837709572477528e-06,2.2632495957601806e-05,0.0006365130517713058,4.730612184831437e-10,1.009104287997864e-08,8.930791238719698e-08,2.9343422659565722e-08,2.3040538858304085e-10,0.0001183492864010034,5.438513756544428e-10,3.1687863468389326e-06,4.9256504223495446e-05,7.619172668301889e-06,1.6952270063142499e-06,0.00016707001934237583,1.067220211745871e-06,1.7040359881287297e-07,7.22200948041364e-10,1.3433419892436103e-05,1.5023716458890604e-09,3.3609380008114972e-09,1.2160043278423507e-15,4.131393921560471e-05,0.0001373013345171661,1.0838709808432817e-08,5.828990700331586e-09,4.516754216098704e-07,4.759082502293346e-14,6.744000581262363e-08,7.160369384021542e-10,7.149319110834895e-14,4.3938926472225194e-09,8.342745011300931e-08,1.0297613563820808e-09,3.907034020206795e-06,2.060258972955263e-08,5.71699427600632e-12,0.0071695446785626175,8.317240844768357e-07,0.008746589471684954,8.87026874050751e-08,4.261403142416322e-09,1.830604169612394e-11
3.1826442234304747e-06,0.5089633768926627,3.76,0.0,0.6576678156481184,0.8756474442401994,0.043260079646868586,0.0,0.00031808800386840013,0.22326665625130623,0.004152055782055372,0.09428130385014007,1.7328563566726638e-10,6.461472381070066e-11,0.0016204286737020574,0.0004505726845413922,0.07696987425208342,0.08107216106244401,0.00041962844872068535,6.641974625881271e-05,0.0009258015494216423,2.198600803973605e-05,0.027451751850740023,0.0010789295536698205,0.004095126799423925,4.9144370555014606e-05,0.03312188100334162,0.01273472646239643,2.1533007804689416e-06,3.95847564117634e-09,0.00436315613908821,1.8138777640994236e-05,0.0037025133977678488,1.5741443768060934e-05,5.968847148810821e-06,0.015072603848619429,0.002253196368208752,2.3829866591176655e-07,1.8405290842907923e-09,1.1072009628255011e-05,1.7044858585595941e-06,2.2895765311376402e-05,0.0006473038708965322,4.781023069482505e-10,1.0295553901378014e-08,9.094046734237833e-08,2.987995160149217e-08,2.3444700696170483e-10,0.00011973974215728912,5.471495911733624e-10,3.2044890685986458e-06,4.956854430789566e-05,7.673759209619093e-06,1.7070163677346818e-06,0.00016917724884438378,1.074750186461679e-06,1.710655286668772e-07,7.265218518067684e-10,1.362482758570767e-05,1.5112623625162958e-09,3.365860044009098e-09,1.2301501489364325e-15,4.151788702666735e-05,0.00013969398540146825,1.0881784155548361e-08,5.931404309454439e-09,4.5787615361453764e-07,4.787552323156202e-14,6.90261002500908e-08,7.15305470518566e-10,7.310386529697705e-14,4.5088832485028875e-09,8.525764713965043e-08,1.0405904516600119e-09,3.887890008025066e-06,2.0683457016369667e-08,5.752202418870486e-12,0.007208347402247377,8.282906556812984e-07,0.008821991599420159,9.125526400712022e-08,4.31643382551982e-09,1.8621751929952484e-11
3.2023464065916375e-06,0.5090535126777399,3.76,0.0,0.6560507423087087,0.874954624824071,0.043570975758452146,0.0,0.00031867342419450705,0.22450141986186165,0.0041430820954201095,0.09433463101646736,1.7274458133225828e-10,6.441272327524549e-11,0.0016229009952344754,0.0004491405648854203,0.07735315083948442,0.08143974360467679,0.00041839627588791166,6.61830842560916e-05,0.000926398153456892,2.1977337195203654e-05,0.02770217919400552,0.001081144186693223,0.004121535863956464,4.953718269772738e-05,0.033425564108783244,0.012876208458974622,2.1524194001517544e-06,3.986268704659978e-09,0.004400163100039907,1.804500020117468e-05,0.0037605629241345595,1.5761300222977765e-05,6.018608011596832e-06,0.015143294644316815,0.002251413597967079,2.4027795560738273e-07,1.8599931034741328e-09,1.1196671791037679e-05,1.7252565790646582e-06,2.315982618440842e-05,0.0006582058886111957,4.831501457894132e-10,1.0502693763928498e-08,9.259240724514836e-08,3.042279517998068e-08,2.385289496177568e-10,0.00012113372577743093,5.504361881935804e-10,3.240330125069476e-06,4.9879715581958476e-05,7.72834254875821e-06,1.7187996987326946e-06,0.00017128319988949837,1.082278523657402e-06,1.7172234335691428e-07,7.308317748145274e-10,1.3817457466959142e-05,1.5200971667301207e-09,3.3708113953983404e-09,1.2442592386289272e-15,4.1720862297777385e-05,0.00014210841062112307,1.092451932936229e-08,6.0347583002386985e-09,4.6410226499950453e-07,4.815949800994788e-14,7.063862848682286e-08,7.145847964888754e-10,7.473939163601886e-14,4.62604842938545e-09,8.711248381044157e-08,1.0514680904616055e-09,3.868922514331294e-06,2.0763713875770996e-08,5.787345367059596e-12,0.007247013672664219,8.248878642307042e-07,0.008897212675966501,9.385949927613634e-08,4.371593451289246e-09,1.894079107421683e-11
3.2220485897528003e-06,0.509143485607129,3.76,0.0,0.6544380048746848,0.8742628257758843,0.04388161860014615,0.0,0.00031925535051742607,0.22573449575693488,0.004134176427417713,0.09438487298845964,1.7220740536803311e-10,6.421216030594363e-11,0.0016253686927466828,0.0004477213862807939,0.07773532533500008,0.08180619859508599,0.00041717237429499864,6.594883528076671e-05,0.0009269782253456611,2.196796085457405e-05,0.02795266669704109,0.0010833391997318745,0.0041476370141913365,4.9927010671301426e-05,0.03372961120030822,0.013017737376185941,2.1514697016896967e-06,4.013767905981372e-09,0.004437074269512572,1.7951795778510966e-05,0.0038190839908988534,1.578013879661215e-05,6.06834455607077e-06,0.015213583214531133,0.0022496334585359085,2.4225625233672345e-07,1.879439830941392e-09,1.132144708630871e-05,1.7460816215882435e-06,2.342466407219121e-05,0.0006692192040715564,4.882044122771709e-10,1.0712470254355264e-08,9.426379288217046e-08,3.097197151231287e-08,2.4265117666476653e-10,0.00012253118817748962,5.53711554313866e-10,3.276308927887781e-06,5.018999946977968e-05,7.782924470530018e-06,1.7305774036896228e-06,0.00017338762053334267,1.0898054740874346e-06,1.7237410582045204e-07,7.35130920710289e-10,1.401130519583467e-05,1.528875941323964e-09,3.3757914060495887e-09,1.258329889655353e-15,4.192287024248428e-05,0.00014454461469028124,1.0966917694071588e-08,6.1390528637683674e-09,4.703535184970086e-07,4.844276288685635e-14,7.227782287421476e-08,7.138751113101001e-10,7.639994334171728e-14,4.745411502290793e-09,8.899207966538339e-08,1.0623939673104382e-09,3.850128654562671e-06,2.0843364677469177e-08,5.822423616717488e-12,0.007285543891743181,8.215152045223161e-07,0.008972249993970246,9.65159750465718e-08,4.426877595355272e-09,1.9263161683399147e-11
3.241750772913963e-06,0.5092332965387585,3.76,0.0,0.6528295898418289,0.8735720462786982,0.04419200416407281,0.0,0.0003198338416038575,0.22696588356399053,0.004125337611076149,0.09443208030241443,1.716740490376336e-10,6.401298128326463e-11,0.0016278317151519068,0.00044631492517908824,0.07811640108146135,0.08217153433893604,0.00041595679373703366,6.571695837077662e-05,0.0009275420558498723,2.195789287424832e-05,0.02820320638583768,0.0010855146283924803,0.004173429743559784,5.031383524614022e-05,0.03403401305669596,0.013159302359277415,2.1504530120604792e-06,4.040972548248905e-09,0.004473887832604852,1.7859171534003276e-05,0.0038780754418112073,1.5797974368867726e-05,6.118055189912642e-06,0.015283471127576793,0.002247855955248857,2.442334929602356e-07,1.8988677113479256e-09,1.1446324510804149e-05,1.7669595009893057e-06,2.3690264576109595e-05,0.0006803439062189609,4.932647871018156e-10,1.0924890849832518e-08,9.595468339706808e-08,3.1527498168582686e-08,2.468136442742419e-10,0.00012393208121271924,5.569758444223985e-10,3.3124248973707847e-06,5.049937786989568e-05,7.83750675547459e-06,1.7423498836144288e-06,0.00017549026428561487,1.0973312877453847e-06,1.730208785529365e-07,7.394194908603967e-10,1.4206366433307292e-05,1.5375985776159834e-09,3.3807994385187575e-09,1.272360433609594e-15,4.212391586690385e-05,0.00014700260223239614,1.1008981549826521e-08,6.2442881952898446e-09,4.7662968282354505e-07,4.872533121537281e-14,7.39439148951426e-08,7.131764268423311e-10,7.808569208914554e-14,4.866995738173343e-09,9.089655421752719e-08,1.0733677759529786e-09,3.831505605901758e-06,2.092241366620343e-08,5.857437665396302e-12,0.007323938448717137,8.181721817475096e-07,0.00904710091971831,9.922527396370991e-08,4.482281884694434e-09,1.958886595311989e-11
3.261452956075126e-06,0.509322946309451,3.76,0.0,0.6512254837313504,0.872882285551518,0.04450212853518999,0.0,0.0003204089553089467,0.2281955828803128,0.004116564502349384,0.09447630279030257,1.7114445139721413e-10,6.381522965449249e-11,0.0016302900138044304,0.0004449209626795728,0.07849638138016098,0.08253575901171556,0.00041474957712186154,6.548741342825052e-05,0.0009280899317963686,2.194714689448832e-05,0.028453790435094977,0.0010876705068577366,0.004198913642532719,5.069763848663368e-05,0.03433876050556231,0.013300892707596072,2.1493706998590755e-06,4.067882039482568e-09,0.004510602018257578,1.776713397536303e-05,0.003937536097110139,1.581482172455945e-05,6.167738335109676e-06,0.015352959959621085,0.002246081061063118,2.4620961521935026e-07,1.9182751837679973e-09,1.1571293209356852e-05,1.787888743610362e-06,2.395661340422716e-05,0.0006915800738915282,4.98330955068823e-10,1.1139962716898948e-08,9.766513624243474e-08,3.208939209840336e-08,2.510163047033909e-10,0.0001253363576569095,5.602286974220935e-10,3.348677462250227e-06,5.080783314781475e-05,7.89209117933423e-06,1.7541175360833855e-06,0.00017759089010066262,1.1048562138024139e-06,1.7366272356413505e-07,7.436976847697854e-10,1.4402636842431766e-05,1.5462649673225516e-09,3.385834954439858e-09,1.286349215062803e-15,4.232400398176585e-05,0.0001494823779936995,1.1050713137675056e-08,6.350464494821776e-09,4.829305326280413e-07,4.90072159710479e-14,7.563713513660335e-08,7.124880387306671e-10,7.979680838018362e-14,4.990824362289389e-09,9.282602697845714e-08,1.0843892094845445e-09,3.8130506057722724e-06,2.1000864968157994e-08,5.892388011953033e-12,0.007362197720697252,8.148583109650931e-07,0.00912176289119011,1.0198797947660941e-07,4.5378019647879516e-09,1.9917905795510927e-11
