Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45),FO2(124),CH3F(39),CH2CO(28),S(455),S(1290)
7.687149370119463e-09,0.49127395739701796,3.76,0.0,0.9741271267410588,0.9974219703539745,1.2094114880299733e-08,0.0,7.365572751452643e-08,0.0003666941709861408,0.0003589199260535454,4.704675764219331e-06,9.97956774721525e-12,6.438104626788751e-12,6.56772474443696e-06,6.479787518271281e-06,5.2962431139724745e-06,8.103935412223226e-07,4.089240219894147e-06,3.758097766252767e-07,6.184610182732559e-08,5.785135786950472e-10,2.2905460969982767e-09,1.0419930176495774e-11,3.16115348103644e-13,1.7395123716954054e-14,4.8771609132255476e-06,1.7863098371227935e-12,1.183136898482528e-10,1.2994165787308554e-18,2.1289419727175147e-09,3.225946306515884e-09,5.198249336159652e-10,3.7435781053583357e-13,7.692613734213481e-11,3.389891581139423e-09,0.0025665206679289284,9.675649466036193e-12,1.0292059303551518e-19,7.204103792953544e-13,1.4320145826545732e-14,6.49786984342245e-14,6.4839237249816896e-12,1.1128489901334599e-18,1.5658737487865503e-19,7.82980373822134e-18,8.085320623501388e-19,3.066307040871501e-21,1.6707578990784818e-17,6.701769210465674e-14,4.749843970637182e-17,2.2715784460821668e-08,1.0902256686063866e-13,1.0428005609421391e-15,2.4745877967297387e-15,4.1862942303143355e-15,4.129129637776854e-15,2.6776005469557313e-19,1.1434270888695572e-18,5.5248249916257604e-14,1.5183445608554303e-10,1.9846272724419676e-26,1.0470284682113162e-14,3.3723549169784354e-16,7.5830678560135305e-19,1.2846841756465844e-21,2.334931300380682e-23,2.000330750883747e-23,8.489725617361023e-23,5.377324386748242e-11,8.642570049730587e-29,1.9310333242469293e-26,2.2742587031681888e-21,1.8267988306851167e-20,2.7560420499449607e-08,2.3272680401000113e-18,9.085517060004701e-21,2.396597079654655e-09,1.0198506947371902e-08,1.3969434217389283e-11,5.8769669062646274e-24,4.50828443838572e-22,1.288515127936487e-21
7.91293784743971e-09,0.4912748950258885,3.76,0.0,0.9741160501278164,0.9974214107279199,1.3391119425436852e-08,0.0,7.928631782210867e-08,0.00037748273986569996,0.00036923996700755866,4.882801050217568e-06,1.0425129361209791e-11,6.6276174089305086e-12,6.942075189453496e-06,6.846776922438096e-06,5.476693430467733e-06,8.743274464190975e-07,4.2093197469584795e-06,4.0563073653219317e-07,6.72022604300968e-08,6.094768689377881e-10,2.439763549414455e-09,1.131157428674918e-11,3.359904997617749e-13,1.902608688528327e-14,5.020379234798623e-06,1.9439718989448275e-12,1.2296240321949168e-10,1.4297849551127122e-18,2.256766601956881e-09,3.417256442219433e-09,5.665005989888474e-10,3.971944275527038e-13,8.154924370908205e-11,3.730280288448871e-09,0.002566519262516026,1.0045929600859975e-11,1.140178524579211e-19,7.851760157132679e-13,1.5676523047172848e-14,7.230660355698214e-14,6.893394821919998e-12,1.249045193404638e-18,1.7119459240006437e-19,8.547081080122075e-18,9.149562440085786e-19,3.3435494495326672e-21,1.9305983266743358e-17,6.904773161884099e-14,5.3807735345176265e-17,2.4042037822488437e-08,1.1874891494095912e-13,1.1684346013907917e-15,2.7070216254174716e-15,4.610313130021244e-15,4.393863207660324e-15,3.0459325521389134e-19,1.3410400166975531e-18,5.81100156212132e-14,1.5666858210465575e-10,2.1750320657149102e-26,1.2027907232015415e-14,3.69283683976047e-16,8.891511217869087e-19,1.4438916963784202e-21,2.82037313388162e-23,2.2690760746112652e-23,1.0072819279582362e-22,5.538106656915592e-11,1.0308160787672839e-28,2.357177780270491e-26,2.62482050500766e-21,2.0184173281289164e-20,2.9710609515606642e-08,2.6699937415314126e-18,1.0550592782942625e-20,2.5104048626405533e-09,1.0873413405452014e-08,1.5012628129523572e-11,6.983428919888588e-24,5.064081566351703e-22,1.4191055416045289e-21
8.138726324759956e-09,0.49127583286760135,3.76,0.0,0.9741049700565707,0.9974208384884764,1.4785803191627487e-08,0.0,8.517272088784761e-08,0.00038827294770869293,0.0003795474953418627,5.0645528903888565e-06,1.0874105365929877e-11,6.816901661283669e-12,7.32582882176113e-06,7.2227937989891e-06,5.659238096845282e-06,9.414097600104909e-07,4.329404624605608e-06,4.367698435052115e-07,7.284961474610827e-08,6.412156318515608e-10,2.5945854023437633e-09,1.2262834550681832e-11,3.565592998663537e-13,2.0762439613589944e-14,5.163595759695351e-06,2.110822249993267e-12,1.2770318423023602e-10,1.569118221798437e-18,2.388369618478309e-09,3.6140235384527723e-09,6.1586076573902e-10,4.2074136049515705e-13,8.630003899662572e-11,4.09622158468582e-09,0.0025665178245100283,1.0420408963925839e-11,1.259428322829134e-19,8.538372834312323e-13,1.7120674089934377e-14,8.02388184034508e-14,7.317067470028665e-12,1.3974448593369493e-18,1.8671098368056153e-19,9.310308271385541e-18,1.0318704653210936e-18,3.6371316784954274e-21,2.2231823419356416e-17,7.107801872948901e-14,6.077465358268694e-17,2.5404311623746093e-08,1.2902771826347934e-13,1.3049494401244222e-15,2.9540934897035137e-15,5.063977469915648e-15,4.671721662828829e-15,3.4514291604656925e-19,1.5690321320451116e-18,6.102299886600252e-14,1.6149685692641026e-10,2.3776711187405195e-26,1.3763001760447568e-14,4.0339470116923595e-16,1.0378686177493194e-18,1.6175683688903333e-21,3.3889728003291014e-23,2.5641905639812654e-23,1.1895796041203933e-22,5.698693140040466e-11,1.2234601625551e-28,2.8618809965308034e-26,3.017107892743158e-21,2.225567593742809e-20,3.1952275056093895e-08,3.0546257689268586e-18,1.2204148990887374e-20,2.62791269803182e-09,1.1568800480199933e-08,1.6108621373565772e-11,8.257753884303818e-24,5.674781365072931e-22,1.558853983224048e-21
8.364514802080202e-09,0.4912767709278598,3.76,0.0,0.9740938864121363,0.9974202536429577,1.6282536244358065e-08,0.0,9.13186558960549e-08,0.00039906485259422246,0.00038984252470563484,5.250046301188422e-06,1.1326263658302413e-11,7.005957498832875e-12,7.718910927360741e-06,7.607756486067851e-06,5.843929498576413e-06,1.0117068125345683e-06,4.449495355258593e-06,4.692356186167341e-07,7.87948729518773e-08,6.737398248343185e-10,2.7551191356170696e-09,1.327697428267529e-11,3.778329079744523e-13,2.2608489114446992e-14,5.306810506940089e-06,2.2871444756995606e-12,1.325391484625721e-10,1.7177963623614532e-18,2.523755208399015e-09,3.816243417933275e-09,6.679772712757773e-10,4.450027679095675e-13,9.117791859820143e-11,4.488984514861488e-09,0.002566516353777596,1.0799067690957739e-11,1.3873089224036755e-19,9.265343746540374e-13,1.8656075670408943e-14,8.880886487383947e-14,7.755125709146139e-12,1.5587785267186887e-18,2.031676920491438e-19,1.012149108572249e-17,1.1599775126803441e-18,3.947554483670856e-21,2.5517721021007374e-17,7.310855857022481e-14,6.844956245939532e-17,2.680247689530053e-08,1.3987322396063343e-13,1.4529361465586884e-15,3.2163169886675117e-15,5.548480144353567e-15,4.963505507786333e-15,3.8965222906527227e-19,1.831460169409916e-18,6.398638083208304e-14,1.6631927877919086e-10,2.5929806641287213e-26,1.5690008558352573e-14,4.3964466777157274e-16,1.2062867177841808e-18,1.806583583381884e-21,4.052107475671531e-23,2.8873407533892416e-23,1.3987132697885213e-22,5.859084045040973e-11,1.445389037677474e-28,3.456938114426744e-26,3.454700219381905e-21,2.449302566197132e-20,3.428580774652068e-08,3.485189976378088e-18,1.406465884466429e-20,2.7492200771915577e-09,1.2284493571086452e-08,1.7259181815001314e-11,9.719615131973446e-24,6.3447958080246875e-22,1.708175872610397e-21
8.590303279400448e-09,0.49127770921231956,3.76,0.0,0.9740827990793763,0.9974196561983032,1.7885750765202343e-08,0.0,9.772773931516003e-08,0.0004098585129475385,0.00040012506870201487,5.439396247501602e-06,1.1781385546521979e-11,7.194785043342064e-12,8.121247254756636e-06,8.001583942817947e-06,6.030819637216353e-06,1.0852843885128635e-06,4.56959243701979e-06,5.030356881916602e-07,8.504467020671165e-08,7.070603113760637e-10,2.9214756566776884e-09,1.4357402219850397e-11,3.9982305954584476e-13,2.4568665602802776e-14,5.450023496140756e-06,2.4732246814932665e-12,1.3747341227341093e-10,1.876210011600716e-18,2.662927542561106e-09,4.023911929905173e-09,7.229216982448314e-10,4.69983043777488e-13,9.6182280782902e-11,4.909865931340514e-09,0.0025665148506025383,1.1181886013273456e-11,1.5241781908904593e-19,1.0034111054056995e-12,2.0286295748698797e-14,9.80514085669955e-14,8.207759492658845e-12,1.7338025647383554e-18,2.2059626681381803e-19,1.0982707259581008e-17,1.3000068087437874e-18,4.275324589113411e-21,2.9198787250536403e-17,7.513935630787144e-14,7.688529688998773e-17,2.8236405028524254e-08,1.5129960408946755e-13,1.6129993527070575e-15,3.4942128045876655e-15,6.065027460685041e-15,5.2700587220418826e-15,4.38371707844714e-19,2.1328337408338122e-18,6.699938886588869e-14,1.711358480756894e-10,2.8214028791258226e-26,1.7824112390729074e-14,4.781109201543583e-16,1.3963596809439483e-18,2.01183459686036e-21,4.822340791006096e-23,3.240240856550523e-23,1.6377815627735255e-22,6.019279580017815e-11,1.7000935751145217e-28,4.155536190887306e-26,3.941370506872317e-21,2.690745479400286e-20,3.6711539021202704e-08,3.965984787609174e-18,1.6151865440772066e-20,2.874426416248084e-09,1.3020317918091344e-08,1.846611954679977e-11,1.1390348270693058e-23,7.078826492086773e-22,1.8675012246713756e-21
8.816091756720695e-09,0.4912786477265906,3.76,0.0,0.9740717079432377,0.9974190461615959,1.959993932328091e-08,0.0,1.0440348681618634e-07,0.00042065398750143555,0.00041039514088852614,5.632717607751692e-06,1.2239264977270025e-11,7.383384422941504e-12,8.532764012336571e-06,8.404195744697548e-06,6.219960132563169e-06,1.1622077280123474e-06,4.689696363697822e-06,5.381768237330471e-07,9.160556918340539e-08,7.411888223754852e-10,3.093769299846753e-09,1.55076770089896e-11,4.225420938121745e-13,2.664752600563848e-14,5.5932347475063495e-06,2.669351584124366e-12,1.4250909174132535e-10,2.0447608221356348e-18,2.805890776850167e-09,4.23702494991131e-09,7.807653752946341e-10,4.956868302488172e-13,1.0131252668256316e-10,5.360190110218463e-09,0.0025665133151675282,1.1568844257528927e-11,1.6703982355907582e-19,1.0846150330068412e-12,2.2014996638777514e-14,1.0800228813617959e-13,8.675164858460857e-12,1.923299812045379e-18,2.3902867646508475e-19,1.189610870533093e-17,1.452714885114806e-18,4.620955118687031e-21,3.3312760815346603e-17,7.717041714074761e-14,8.613720787798289e-17,2.9705967775157246e-08,1.6332095628623956e-13,1.7857571052964123e-15,3.788308909507872e-15,6.614838751914984e-15,5.5922695697972846e-15,4.915591175971064e-19,2.4781550285534823e-18,7.006129317114284e-14,1.7594656680725907e-10,3.063386058700949e-26,2.0181262467516165e-14,5.188720344845573e-16,1.6101734533285042e-18,2.234246819021739e-21,5.713510243329268e-23,3.6246522938148017e-23,1.9101492266973365e-22,6.179279952374981e-11,1.9913738018346602e-28,4.9723767262254197e-26,4.4810899765069854e-21,2.951094347519944e-20,3.9229744194589943e-08,4.501591589555882e-18,1.848683175384378e-20,3.003631077420048e-09,1.3776098841120638e-08,1.973128708167415e-11,1.3293039772394175e-23,7.881878035588655e-22,2.0372752029519167e-21
9.041880234040941e-09,0.4912795864762355,3.76,0.0,0.9740606128887842,0.9974184235402382,2.1429653179038664e-08,0.0,1.1134931515747673e-07,0.00043145133525940185,0.0004206527547774929,5.830125140630279e-06,1.2699707807465623e-11,7.57175577170049e-12,8.953387865765107e-06,8.815512078829255e-06,6.411402224805598e-06,1.2425415283175821e-06,4.809807624834474e-06,5.746649802498188e-07,9.848406059520623e-08,7.761379186813065e-10,3.2721178245019254e-09,1.6731511789596698e-11,4.460029825517728e-13,2.8849757614223785e-14,5.7364442818644054e-06,2.875816606171376e-12,1.4764930167558416e-10,2.2238618259251766e-18,2.9526490525230215e-09,4.455578379566395e-09,8.415793778422543e-10,5.221190304850307e-13,1.0656806027893636e-10,5.841308371087754e-09,0.002566511747376908,1.1959922845435699e-11,1.8263353838763448e-19,1.1702975689341355e-12,2.3845938058423625e-14,1.1869854539828019e-13,9.15754409869794e-12,2.128080237786686e-18,2.58497322266732e-19,1.28639237333469e-17,1.6188858814561712e-18,4.984966038843592e-21,3.7900150635197735e-17,7.920174629655213e-14,9.62632109097921e-17,3.1211037247008594e-08,1.7595130441451196e-13,1.9718407193064414e-15,4.099140777898352e-15,7.19914599716283e-15,5.931071482988137e-15,5.494794045919219e-19,2.8729608903103396e-18,7.317140374300911e-14,1.8075143812336974e-10,3.31938479399213e-26,2.2778192774700573e-14,5.620078554041146e-16,1.8499506028613076e-18,2.4747741088061127e-21,6.740818571782725e-23,4.04238321829898e-23,2.2194628289635596e-22,6.339085368912357e-11,2.323357655743815e-28,5.923805630476877e-26,5.0780325372747176e-21,3.231626688889394e-20,4.184064538675761e-08,5.09688525858433e-18,2.1091990775317823e-20,3.1369333901851212e-09,1.4551661939100698e-08,2.1056579548457096e-11,1.545261759956087e-23,8.759271705175545e-22,2.2179586692830202e-21
9.267668711361188e-09,0.4912805254667716,3.76,0.0,0.9740495138012288,0.9974177883416904,2.3379500619773363e-08,0.0,1.1856854403626129e-07,0.00044225061546044367,0.00043089792383645446,6.0317334533853105e-06,1.316253111798538e-11,7.759899229227806e-12,9.383045935390201e-06,9.23545373938495e-06,6.605196776659882e-06,1.3263499457065817e-06,4.9299267057314754e-06,6.125053330444828e-07,1.0568656371909116e-07,8.11920954825523e-10,3.4566424122375413e-09,1.8032778869815e-11,4.702193597909914e-13,3.118018167805249e-14,5.879652120678292e-06,3.092913973689599e-12,1.5289715466690096e-10,2.4139377905723328e-18,3.1032064965447138e-09,4.6795681463317055e-09,9.054345288388021e-10,5.49284821625973e-13,1.1194828839107262e-10,6.354598700170959e-09,0.0025665101471194283,1.2355102293304364e-11,1.9923601740705848e-19,1.260614087119089e-12,2.5782980116990614e-14,1.3017845616031007e-13,9.655105928242713e-12,2.3489816237120393e-18,2.7903505223305774e-19,1.388845928835894e-17,1.7993320717038905e-18,5.36788461259531e-21,4.300438332968698e-17,8.123334903009374e-14,1.0732383353757725e-16,3.275148591565826e-08,1.8920459920699392e-13,2.171894632918858e-15,4.427251605310629e-15,7.819193449784365e-15,6.287444012626208e-15,6.124046252177569e-19,3.323367448340074e-18,7.632906752655947e-14,1.8555046603255185e-10,3.589860155949021e-26,2.5632442771914828e-14,6.075995254659601e-16,2.118055318834079e-18,2.734399081879693e-21,7.920929186452926e-23,4.4952880415826753e-23,2.569667065625622e-22,6.49869603578992e-11,2.7005204486588014e-28,7.027950910549279e-26,5.73657923242218e-21,3.5337045000877196e-20,4.4544414309789983e-08,5.7570448246659786e-18,2.3991195795706726e-20,3.2744326722871965e-09,1.5346833255287854e-08,2.2443934892565768e-11,1.789594385037025e-23,9.716659272025299e-22,2.410028730803873e-21
9.719245666001682e-09,0.49128240419235275,3.76,0.0,0.9740273030685827,0.9974164802425909,2.7658304850509385e-08,0.0,1.3384000768846116e-07,0.0004638552111295261,0.0004513509811130571,6.448009914152989e-06,1.4094639876422824e-11,8.135503054740188e-12,1.0269175462615616e-05,1.0100899224353824e-05,7.000044835422118e-06,1.5046445633834795e-06,5.1701902469726e-06,6.922596368390691e-07,1.2108892813458042e-07,8.860460265942848e-10,3.8447215882520555e-09,2.088392391617953e-11,5.209766144781515e-13,3.6245582957109074e-14,6.166062800809004e-06,3.5601972821993585e-12,1.6372822375063934e-10,2.8287744372988643e-18,3.4157353281501323e-09,5.143840528933504e-09,1.0425503102414722e-09,6.058393341918474e-13,1.2308046955042186e-10,7.483338611963672e-09,0.0025665068492341614,1.3157686304362993e-11,2.3561759286929472e-19,1.4557909852479587e-12,2.999132584761908e-14,1.5564870273295883e-13,1.0696645326521887e-11,2.8426417489550084e-18,3.234514778713659e-19,1.6117326540862203e-17,2.2064432146404752e-18,6.192593084161265e-21,5.4952603916732505e-17,8.529739637480383e-14,1.325043859408449e-16,3.5938012526768775e-08,2.176354698553788e-13,2.616555870764994e-15,5.137522893000908e-15,9.171545202329415e-15,7.057056016681041e-15,7.543932162577047e-19,4.418635702197829e-18,8.278461214332925e-14,1.9513101076842145e-10,4.176118593036473e-26,3.218721478627209e-14,7.064816566150601e-16,2.7494429651564645e-18,3.3150182776037643e-21,1.081412686032603e-22,5.514265481756018e-23,3.410120546261055e-22,6.817333941760626e-11,3.610144824569351e-28,9.77671749883674e-26,7.257071150635243e-21,4.2083992966503007e-20,5.023100562619893e-08,7.294263915096983e-18,3.077456096824479e-20,3.5624194812522364e-09,1.6995307676871677e-08,2.5412801318990895e-11,2.3751535721947943e-23,1.1895760955513014e-21,2.830321568264561e-21
9.999999999999999e-09,0.4912840959236233,3.76,0.0,0.9740134854495902,0.9974156416502611,3.0586887319706314e-08,0.0,1.4390328477196226e-07,0.00047729144300890996,0.00046404203081704283,6.715921060148132e-06,1.4678045868479608e-11,8.36856467178062e-12,1.0837918306766149e-05,1.0655924396322401e-05,7.250551292614582e-06,1.6228502130399743e-06,5.319585260746786e-06,7.445921464970337e-07,1.3135307245091383e-07,9.338945612892309e-10,4.099160081515944e-09,2.2835918499438394e-11,5.541400105577281e-13,3.968154896711129e-14,6.344126698551039e-06,3.873818802985883e-12,1.7069638492206867e-10,3.111302587472146e-18,3.617724475431317e-09,5.443427999236554e-09,1.1343201649319074e-09,6.425115273493512e-13,1.302497580412006e-10,8.257887213963134e-09,0.002566504733736601,1.366483114514848e-11,2.604807407609256e-19,1.58738575276151e-12,3.284420063938735e-14,1.7329010910689983e-13,1.137603473800272e-11,3.1870193582271413e-18,3.5340889873335617e-19,1.7631096087093856e-17,2.493149191647758e-18,6.746465777363824e-21,6.369772820916443e-17,8.782467612557897e-14,1.5040835375845066e-16,3.798977893837064e-08,2.36644215657341e-13,2.9248901206691596e-15,5.617051997104012e-15,1.0091418597296589e-14,7.576908276147821e-15,8.543448870815205e-19,5.25262525727098e-18,8.689077516346722e-14,2.0107566973972453e-10,4.572426594658921e-26,3.6887482982637676e-14,7.733748698577248e-16,3.213811670379684e-18,3.720268468686688e-21,1.3030709385599138e-22,6.229472844726528e-23,4.040442990044778e-22,7.015045857298027e-11,4.2956437469400215e-28,1.1915727175988185e-25,8.353177428338942e-21,4.6798594012382714e-20,5.395419963651393e-08,8.412917519632391e-18,3.573305932792893e-20,3.7504803718761145e-09,1.805878004748305e-08,2.7394953222030222e-11,2.813540068246694e-23,1.3446949985640908e-21,3.11741358147777e-21
1.0125664925178127e-08,0.4912840959236233,3.76,0.0,0.9740072984685285,0.9974152600132811,3.196742638295023e-08,0.0,1.4855073435094442e-07,0.0004833065541421288,0.00046971630554728405,6.838170998518535e-06,1.494005170886792e-11,8.472768611769366e-12,1.1096867146334493e-05,1.090851645216928e-05,7.363956101350015e-06,1.6776255169608018e-06,5.386458960343435e-06,7.687001928350311e-07,1.3612213002944128e-07,9.557596720845084e-10,4.216400588899971e-09,2.3757049245615486e-11,5.693933559001003e-13,4.1294095430364336e-14,6.423826843109827e-06,4.020127587604146e-12,1.738754739277328e-10,3.244175620649657e-18,3.710045553919274e-09,5.580237611796324e-09,1.1770605949944913e-09,6.593052897006677e-13,1.3351999469626946e-10,8.623589814534027e-09,0.002566503770781661,1.3893843316288051e-11,2.7219135486470563e-19,1.6489418241026784e-12,3.418258310923373e-14,1.8166239605259075e-13,1.1688186449025635e-11,3.3510688760255017e-18,3.674217225993911e-19,1.8342124868061518e-17,2.6304093740280395e-18,7.004950466021188e-21,6.797449667566545e-17,8.895602783001893e-14,1.590256113121237e-16,3.8925611320436844e-08,2.4549220982673297e-13,3.071258054625296e-15,5.841476584176599e-15,1.0523614228793888e-14,7.820606589567706e-15,9.021721492616806e-19,5.669475553569503e-18,8.875135040454683e-14,2.0373356735940274e-10,4.758026169354636e-26,3.9159743845423964e-14,8.047162591226346e-16,3.4413700379136512e-18,3.913347537896715e-21,1.4141279877739048e-22,6.571173743465538e-23,4.352664013330496e-22,7.103444067587684e-11,4.636058554292402e-28,1.2996589570995697e-25,8.884546419526518e-21,4.90489473861624e-20,5.566732704509964e-08,8.958171421219685e-18,3.815538485541603e-20,3.836958092874456e-09,1.854426309304629e-08,2.831736157830097e-11,3.030446022542295e-23,1.4194500165059316e-21,3.2526655359205876e-21
1.0532084184354572e-08,0.49128578851907573,3.76,0.0,0.9739872790258959,0.9974139991491158,3.673988583178356e-08,0.0,1.6419465937761862e-07,0.0005027650869322762,0.00048804151617572866,7.2437150149728066e-06,1.5790780002514082e-11,8.809298190600269e-12,1.1952716776574089e-05,1.1742875193697843e-05,7.73626332437902e-06,1.8628374688085407e-06,5.602760366158038e-06,8.495702973073482e-07,1.5230175198968905e-07,1.0284156553472017e-09,4.610130565251036e-09,2.6949065239556554e-11,6.205035316211143e-13,4.683942142611176e-14,6.68158575651189e-06,4.519221609127537e-12,1.8441970122161272e-10,3.702314564453964e-18,4.016728652170759e-09,6.0341862486013016e-09,1.3225141809840914e-09,7.152425189861903e-13,1.4435443328279862e-10,9.890688637529863e-09,0.0025665005880243287,1.4642988382850863e-11,3.1262913223033353e-19,1.859714749375075e-12,3.878252911284285e-14,2.108701907723665e-13,1.2732476173247433e-11,3.9261045502634046e-18,4.153886278224031e-19,2.079041078675831e-17,3.1146071542011503e-18,7.8871524821292e-21,8.349632424059448e-17,9.261562845693571e-14,1.8964057621825696e-16,4.2025871802370757e-08,2.7558098292729295e-13,3.581831074743108e-15,6.610239136718695e-15,1.2011355420343863e-14,8.658541079201597e-15,1.070715533743613e-18,7.227328522963363e-18,9.486343471244001e-14,2.1231727378883166e-10,5.394325245272579e-26,4.7277845297720054e-14,9.122323360632159e-16,4.2688625747879746e-18,4.590184223024847e-21,1.8300415468477307e-22,7.772949511372123e-23,5.504523797061281e-22,7.388926380127762e-11,5.896046848635188e-28,1.7090972163449444e-25,1.0789681592456104e-20,5.69682440891624e-20,6.140517389579738e-08,1.092784936485164e-17,4.6930127756722654e-20,4.1266411233459925e-09,2.0154076329156815e-08,3.145512350272483e-11,3.829310985126109e-23,1.6856936116561985e-21,3.720122327784544e-21
1.0938503443531017e-08,0.4912874820092303,3.76,0.0,0.973967244080287,0.9974126976946893,4.200441248008268e-08,0.0,1.8078786609360917e-07,0.0005222311594181504,0.0005063266899752155,7.665301214685105e-06,1.6646086732746466e-11,9.14509276367098e-12,1.2836315423163814e-05,1.2603534875075332e-05,8.117249764721311e-06,2.060635283281494e-06,5.819097144861143e-06,9.348762732599345e-07,1.696627158780556e-07,1.1041161867067472e-09,5.026741282535002e-09,3.048895789451595e-11,6.744148722147028e-13,5.291497393289422e-14,6.939339691416746e-06,5.059310623467581e-12,1.9537886743070896e-10,4.20613782300581e-18,4.335808222525749e-09,6.5056635937167724e-09,1.479315079611787e-09,7.736928857878592e-13,1.5558042682988944e-10,1.1293587260066374e-08,0.0025664973006668396,1.5405011241735117e-11,3.571624791616529e-19,2.089171839231252e-12,4.381767539085078e-14,2.435442251917792e-13,1.3830985661416287e-11,4.573737203154897e-18,4.675618933415939e-19,2.34787858748048e-17,3.664870799781304e-18,8.842601836317749e-21,1.0189808008132995e-16,9.627622966320288e-14,2.2480270842311944e-16,4.523806319719091e-08,3.0798058806710703e-13,4.152489194801853e-15,7.447288571622543e-15,1.3642422752364517e-14,9.578386104444687e-15,1.2618577150690342e-18,9.155654132251023e-18,1.0111808675802255e-13,2.208821647159946e-10,6.087965112415218e-26,5.6675798680548767e-14,1.0295541936315385e-15,5.251513873507168e-18,5.352343478413069e-21,2.345566973472569e-22,9.132018155999912e-23,6.9018646539083975e-22,7.673782058216954e-11,7.431613022704392e-28,2.225125805770914e-25,1.3006087571655044e-20,6.595943189237342e-20,6.744404670805816e-08,1.3245959894681263e-17,5.729589577611287e-20,4.4320500754639344e-09,2.182376240242571e-08,3.4838965258367605e-11,4.795701247348553e-23,1.9929892254218962e-21,4.236134055582604e-21
1.1344922702707462e-08,0.4912891764241335,3.76,0.0,0.9739471929749208,0.9974113556947486,4.779021190282351e-08,0.0,1.9834555574288013e-07,0.0005417051216956725,0.0005245719034843934,8.103585205006416e-06,1.7505309079953752e-11,9.480153338121776e-12,1.374725872697892e-05,1.3490060938954932e-05,8.507194886733204e-06,2.2713683167909444e-06,6.035471934475374e-06,1.0246187187453365e-06,1.882392341605254e-07,1.182969294626044e-09,5.467097899191791e-09,3.440778578154743e-11,7.312447748950715e-13,5.955583785962808e-14,7.197088806237072e-06,5.642264172846828e-12,2.067708490247e-10,4.75874165104563e-18,4.667307744805745e-09,6.994647055372908e-09,1.6478647128964186e-09,8.347022195564499e-13,1.6719464565711735e-10,1.2841488877887562e-08,0.002566493908665501,1.6179802591956737e-11,4.0602762142162004e-19,2.3384238932732597e-12,4.931580208738067e-14,2.7997226128961177e-13,1.4985266448657545e-11,5.300307981969017e-18,5.241571510372579e-19,2.6424865886405663e-17,4.2873819473062705e-18,9.874817925363453e-21,1.2360386882056138e-16,9.993786301742767e-14,2.64996380348716e-16,4.856145848318423e-08,3.4276910577397876e-13,4.787573344590568e-15,8.35620337819165e-15,1.5424571902185015e-14,1.058824695845338e-14,1.4775020172797391e-18,1.1528491435718706e-17,1.0751275104083061e-13,2.2942827570328027e-10,6.841979446111323e-26,6.749812065983316e-14,1.1572223694574083e-15,6.410827747210611e-18,6.2069709300289744e-21,2.9795641497790455e-22,1.0661253240143166e-22,8.585507090646428e-22,7.958012274190149e-11,9.289731078166003e-28,2.8701563759078246e-25,1.5569890173366758e-20,7.615389800365127e-20,7.378309753103439e-08,1.595926232115072e-17,6.946871284998134e-20,4.753767943933613e-09,2.355234720901353e-08,3.848223186238439e-11,5.956407280725085e-23,2.346484930648072e-21,4.804357483056685e-21
