Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45)
5.998020946043625e-05,0.1863774216879569,3.76,0.0,3.7091271326664897e-09,0.4508740888720809,0.3089183172596366,0.0,0.01512086078819598,0.5643867744586667,9.175700238308954e-09,2.5954573053038754e-08,2.7433561738279483e-15,1.7000712076723993e-16,0.0030222355845759114,8.268650178912152e-08,0.004503070790463146,0.1572958198711127,0.0005531504962371865,4.350251270113105e-05,0.009688019180995619,2.6194935526582672e-11,0.32257334177158054,2.8857381663880486e-06,4.801311282189798e-10,2.6645380707894515e-09,0.00015631331509897905,4.896736809508646e-09,1.2899203706025497e-08,8.334084581110535e-13,2.6627881296528246e-06,2.1105960430265437e-05,0.12417357702678865,2.0923477825239304e-14,1.4003971874335046e-07,7.677928592118695e-05,0.0005570808573178498,2.364563944460766e-09,6.3447926321272406e-15,1.0769561279205678e-10,3.598039388957378e-11,1.8047072316821325e-09,1.2241801822198657e-08,1.1752240687649628e-13,7.95354054042832e-09,3.1052442036309396e-11,8.869458730959362e-12,8.772231422192378e-14,5.258882244907521e-09,9.13602346121013e-13,1.2846438620715859e-07,1.6043033530226575e-06,9.923880694958594e-09,5.977646730663534e-09,1.0710554315400788e-07,1.4200680156063134e-09,2.9137975000736815e-06,9.744768361933342e-12,0.0009047301839588621,1.2820889817020928e-08,1.7035886341888217e-08,9.816605235377545e-19,7.333575241884351e-07,0.00015538577107346348,8.388702933018962e-10,1.5147475503871255e-09,5.254195990552133e-07,4.319132526450076e-16,9.344125435742344e-07,7.066720601791112e-10,1.0319315538219992e-12,1.091006330730145e-06,7.620285665379836e-06,5.297695673989578e-08,3.416621483816573e-09,6.630862725349541e-09,1.3350512392475895e-09,4.607778709574986e-06
6.003110935496678e-05,0.18637314867849833,3.76,0.0,3.63495402977047e-09,0.45080360154172766,0.30896407584278124,0.0,0.015088771213397436,0.5643923425605331,9.04650974373667e-09,2.5221172623940662e-08,2.698311875111562e-15,1.6746337294623598e-16,0.0030043402394339877,8.166561165830382e-08,0.004481383141617664,0.1574561185792718,0.0005517101855523605,4.341077121994714e-05,0.009646660426567692,2.5453768900824978e-11,0.3225774157040961,2.7926959770951295e-06,4.470746851146158e-10,2.5258065290443885e-09,0.00015112590607328953,4.677783497679774e-09,1.2823418572819324e-08,7.899100739924055e-13,2.6119583015153547e-06,2.1039564626459136e-05,0.12402015776167603,1.982910635626266e-14,1.374462063945574e-07,7.579537897175043e-05,0.0005569937650272517,2.3205543008994393e-09,6.03486572199387e-15,1.022336874919642e-10,3.415985881845772e-11,1.7133865656462664e-09,1.1987961156300332e-08,1.1156059636253316e-13,7.654618165887079e-09,3.023043731114225e-11,8.634381410130476e-12,8.497157381022128e-14,5.126776507864533e-09,8.83758875872813e-13,1.276211796073413e-07,1.5940334231937943e-06,9.750022370573786e-09,5.8709190668847655e-09,1.0213218669645327e-07,1.3950949025492167e-09,2.896897161130005e-06,9.569461728093587e-12,0.0009055718142736998,1.2794655640882645e-08,1.695295476914635e-08,9.36167193327512e-19,7.094622716805811e-07,0.00015287731554049336,8.114256947722904e-10,1.4902728261265182e-09,5.158329704890321e-07,4.241435202583538e-16,9.232582666749889e-07,7.032191498200424e-10,1.0194683136056858e-12,1.079206455739292e-06,7.500479285229916e-06,5.2927254899647864e-08,3.410049709006783e-09,6.604766935714156e-09,1.3336050774770035e-09,4.519196249549117e-06
6.008200924949731e-05,0.18636890200081757,3.76,0.0,3.5633279980801164e-09,0.45073350825776953,0.3090093633518294,0.0,0.0150568258865117,0.5643978383032421,8.91946601269656e-09,2.4521050002110086e-08,2.6544055317405333e-15,1.6497012625337854e-16,0.002986651840177114,8.067230786246308e-08,0.004459999658423327,0.15761589018633382,0.0005502822615626045,4.331938716856772e-05,0.009605639163249956,2.4746248417580914e-11,0.32258131054547234,2.7028431864038233e-06,4.1643840757780337e-10,2.394631056104976e-09,0.00014612179878204342,4.469064871571365e-09,1.2748499679229506e-08,7.487866470916627e-13,2.5627182969346555e-06,2.097343878746443e-05,0.12386715649846634,1.8799763397131005e-14,1.3493648707452059e-07,7.482609511871801e-05,0.0005569071596329173,2.27796795794468e-09,5.740943037795401e-15,9.705829753145342e-11,3.243447024085163e-11,1.6268312091935263e-09,1.1743252569612818e-08,1.059106974179811e-13,7.366952747158732e-09,2.944092483405247e-11,8.40859130558275e-12,8.232491054693964e-14,4.9991858529788175e-09,8.549717691961506e-13,1.2678746656951105e-07,1.5839380052122456e-06,9.580012336158137e-09,5.766629154706899e-09,9.739949790100163e-08,1.3706638641889745e-09,2.88018856068633e-06,9.398184212084642e-12,0.0009063990508177736,1.2768525472086856e-08,1.687091905811045e-08,8.928815110869031e-19,6.863967832943114e-07,0.0001504144593512374,7.849381386701953e-10,1.4662434052537272e-09,5.064441629281037e-07,4.1655234751079034e-16,9.122385413674684e-07,6.99803627449916e-10,1.0071578898043102e-12,1.0675203771540298e-06,7.382734248282164e-06,5.2879418446306776e-08,3.4035473184289937e-09,6.5792198732353466e-09,1.332161210193745e-09,4.4323264768520624e-06
6.013290914402784e-05,0.18636468135373435,3.76,0.0,3.4941209743696506e-09,0.45066379942027546,0.3090541865554007,0.0,0.015025027170226359,0.5644032631535497,8.794526273191073e-09,2.385244128423569e-08,2.611599150813211e-15,1.6252605464890626e-16,0.0029691674956611506,7.970567553730309e-08,0.004438913670499299,0.1577751374232221,0.0005488665564487935,4.322836969674271e-05,0.00956495388775705,2.4070587198531018e-11,0.3225850331730635,2.6160641721706376e-06,3.880356209836013e-10,2.270581339971343e-09,0.00014129415446776145,4.270077174385592e-09,1.26744352757198e-08,7.099025859784079e-13,2.5149935259797103e-06,2.0907589799144848e-05,0.12371457269976731,1.7831150998805812e-14,1.3250750266897948e-07,7.387118678315134e-05,0.0005568210292725124,2.23675295869862e-09,5.462146097863981e-15,9.215387667835976e-11,3.0799086689971824e-11,1.5447845506071298e-09,1.1507187716991733e-08,1.0055586711314236e-13,7.090120288707447e-09,2.8682126318528705e-11,8.191580669625569e-12,7.977774612874008e-14,4.8759223283255256e-09,8.272014653665069e-13,1.2596309879968758e-07,1.5740114821364863e-06,9.413730493251777e-09,5.6646972897775275e-09,9.289534020437321e-08,1.3467589085959196e-09,2.863669118316064e-06,9.230803599203748e-12,0.0009072121419246799,1.2742501777113835e-08,1.678976791766169e-08,8.516918198787119e-19,6.641305515802283e-07,0.00014799627975649416,7.593722744396273e-10,1.4426502707871864e-09,4.972486341184113e-07,4.091338757531463e-16,9.013517219117241e-07,6.964250199984993e-10,9.949983563227183e-13,1.0559473445549363e-06,7.267012865046839e-06,5.2833374788842784e-08,3.3971135424604716e-09,6.554202880094025e-09,1.330719939599523e-09,4.347135974512814e-06
6.018380903855837e-05,0.18636048644016076,3.76,0.0,3.4272129911948062e-09,0.4505944657717206,0.30909855210243825,0.0,0.014993377256393802,0.5644086185409287,8.67164879649894e-09,2.3213684250914952e-08,2.5698562623712403e-15,1.6012987693220757e-16,0.002951884348705958,7.8764833428394e-08,0.004418118699816782,0.15793386303756196,0.0005474629053437282,4.313772737520559e-05,0.009524603000820505,2.342510164034852e-11,0.32258859019267544,2.532247732522284e-06,3.6169470565778425e-10,2.153252659392223e-09,0.00013663640195777323,4.08034301427838e-09,1.2601213734304434e-08,6.731303849832287e-13,2.4687137925601707e-06,2.0842024115160418e-05,0.12356240576096866,1.691928201189234e-14,1.3015631409446235e-07,7.293041088606222e-05,0.0005567353625068138,2.1968593687472665e-09,5.197648203347232e-15,8.750573650166215e-11,2.924885467084687e-11,1.4670042672374434e-09,1.127931008980892e-08,9.548020333294616e-14,6.823712745117929e-09,2.7952382767482687e-11,7.98287578851624e-12,7.73257370961674e-14,4.756807577480711e-09,8.00409959585579e-13,1.2514793145695042e-07,1.5642485202877731e-06,9.251062336271668e-09,5.565047655432695e-09,8.860821404069302e-08,1.32336473827045e-09,2.8473362798440533e-06,9.067194129198645e-12,0.000908011331347121,1.271658686369417e-08,1.670949015090311e-08,8.124923431436928e-19,6.426342532033182e-07,0.00014562187407738555,7.346941311693483e-10,1.4194846018508517e-09,4.882419539996108e-07,4.018825323196737e-16,8.905961831819983e-07,6.930828584246226e-10,9.829878130804116e-13,1.044486602685224e-06,7.153278122302592e-06,5.2789054277511665e-08,3.3907476149186856e-09,6.529698053435864e-09,1.3292815532684988e-09,4.263591990151302e-06
6.02347089330889e-05,0.18635631696705857,3.76,0.0,3.362491578566772e-09,0.45052549838356215,0.30914246652463584,0.0,0.014961878173700663,0.5644139058587352,8.550792865200052e-09,2.2603212104708686e-08,2.529141850510806e-15,1.5778035480889545e-16,0.0029347995764416003,7.784893257275615e-08,0.004397608454130548,0.15809206979177443,0.0005460711462743951,4.304746822074994e-05,0.009484584813814749,2.2808205038343293e-11,0.3225919879496398,2.45128690853475e-06,3.372578349041886e-10,2.0422642978087167e-09,0.00013214222680263705,3.8994098814732485e-09,1.2528823551095232e-08,6.383501211026412e-13,2.423813008764278e-06,2.0776747775177393e-05,0.12341065501346606,1.6060455902564997e-14,1.2788009646357884e-07,7.200352877313619e-05,0.0005566501483031315,2.158239193979184e-09,4.946671148816747e-15,8.310001480824234e-11,2.777919188560202e-11,1.3932615000589754e-09,1.1059192693502963e-08,9.066869015349622e-14,6.567337423139849e-09,2.7250145434444673e-11,7.782034515977626e-12,7.496476101493613e-14,4.641672238023306e-09,7.745607390945726e-13,1.2434182301082742e-07,1.5546440514753705e-06,9.091898594944617e-09,5.4676080663796035e-09,8.452722213607348e-08,1.300466707685058e-09,2.8311875179135572e-06,8.907236071394804e-12,0.0009087968583355112,1.2690782887760231e-08,1.6630074658587646e-08,7.751828618244204e-19,6.218797006602634e-07,0.0001432903592716035,7.108710609439488e-10,1.3967377694452303e-09,4.794198019444443e-07,3.9479301169310224e-16,8.799703203941204e-07,6.897766778520674e-10,9.711243855767692e-13,1.033137391829657e-06,7.0414936741986444e-06,5.2746390081305925e-08,3.3844487734114462e-09,6.505688212528456e-09,1.3278463247266914e-09,4.181662422129047e-06
6.028560882761943e-05,0.18635217264539577,3.76,0.0,3.2998512157041086e-09,0.4504568886433583,0.3091859362388125,0.0,0.01493053179502246,0.564419126465328,8.431918742449901e-09,2.201954761854991e-08,2.4894222872728823e-15,1.5547629113445304e-16,0.0029179103905899013,7.695715503455174e-08,0.004377376820657493,0.15824976046126069,0.0005446911201050589,4.2957599720293224e-05,0.009444897555050496,2.2218401624289962e-11,0.32259523253942884,2.3730788143166216e-06,3.1457982250018767e-10,1.9372580595305614e-09,0.0001278055608638527,3.7268487558579366e-09,1.2457253348457483e-08,6.054489825643208e-13,2.3802289287370796e-06,2.07117664223961e-05,0.1232593197277546,1.5251236523299234e-14,1.2567613445112139e-07,7.10903061398906e-05,0.0005565653760193507,2.12084630184459e-09,4.708482026804999e-15,7.892362725447838e-11,2.6385771392889527e-11,1.3233400779945253e-09,1.0846435909337569e-08,8.610714643617938e-14,6.320616405966179e-09,2.6573967509640626e-11,7.588643688484829e-12,7.269090268973549e-14,4.530355384512238e-09,7.496187222537557e-13,1.2354463510829484e-07,1.545193256447034e-06,8.936134904285467e-09,5.3723097324772544e-09,8.064203675786813e-08,1.2780507840433758e-09,2.8152203324805983e-06,8.75081533144473e-12,0.0009095689577160299,1.266509186011926e-08,1.6551510442047342e-08,7.396684102761313e-19,6.018397960491369e-07,0.00014100087150720281,6.878716845944551e-10,1.3744013322893543e-09,4.7077796382222193e-07,3.878602580545354e-16,8.694725488370037e-07,6.865060176859545e-10,9.59406224478093e-13,1.0218989481809814e-06,6.931623833220416e-06,5.2705318070542985e-08,3.3782162596617276e-09,6.4821568671642964e-09,1.3264145140085588e-09,4.101315806022492e-06
6.033650872214996e-05,0.18634805319010309,3.76,0.0,3.239192828210246e-09,0.450388628242409,0.3092289675492362,0.0,0.014899339844476058,0.5644242816851464,8.314987642444271e-09,2.1461297665800575e-08,2.450665271374452e-15,1.5321652837713588e-16,0.0029012140376859967,7.60887126926732e-08,0.004357417859992572,0.15840693783267198,0.0005433226704812095,4.286812885399152e-05,0.009405539375750005,2.165428099615237e-11,0.3225983298178285,2.2975244741789396e-06,2.9352706986757603e-10,1.8378968813005595e-09,0.00012362057233251782,3.5622527989892133e-09,1.2386491876804551e-08,5.743208310653587e-13,2.337902900714253e-06,2.0647085320418855e-05,0.12310839911639798,1.4488431756800902e-14,1.2354181785270236e-07,7.019051295733267e-05,0.0005564810353886865,2.0846363459177595e-09,4.482390438617859e-15,7.49642219184583e-11,2.5064506885999405e-11,1.2570357886875778e-09,1.0640665524246343e-08,8.178217796806166e-14,6.0831859989341144e-09,2.592249644847504e-11,7.402316988666543e-12,7.050044188450689e-14,4.422704012264166e-09,7.255502005097402e-13,1.227562324495949e-07,1.535891549476552e-06,8.783671499767952e-09,5.279087040876107e-09,7.69428688054927e-08,1.2561035109843927e-09,2.7994322512364213e-06,8.597823090000782e-12,0.0009103278599680581,1.263951565286238e-08,1.647378660616622e-08,7.058589924779543e-19,5.824884868014935e-07,0.0001387525657434726,6.656658398143935e-10,1.352467032734356e-09,4.6231232941745007e-07,3.810794493197409e-16,8.591013036081667e-07,6.832704217354524e-10,9.478315052264113e-13,1.0107705041942336e-06,6.823633561041839e-06,5.266577670438243e-08,3.3720493198107345e-09,6.459088187896543e-09,1.3249863682001244e-09,4.022521301409714e-06
6.038740861668049e-05,0.1863439583200284,3.76,0.0,3.180423326478174e-09,0.4503207091638979,0.3092715666498966,0.0,0.01486830390418144,0.5644293728097444,8.199961702014676e-09,2.092714810546522e-08,2.4128397692786147e-15,1.509999469127683e-16,0.0028847077992442314,7.524284607799152e-08,0.004337725800252842,0.1585636047022633,0.0005419656437743845,4.277906211747029e-05,0.009366508355719096,2.1114512914334497e-11,0.3226012854106892,2.2245286665870553e-06,2.7397660399788857e-10,1.743863532806839e-09,0.00011958165616124443,3.4052361249502717e-09,1.2316528016258143e-08,5.448657901034652e-13,2.296779635924579e-06,2.0582709369479343e-05,0.12295789233687728,1.3769074836716237e-14,1.21474637328041e-07,6.930392339817808e-05,0.0005563971165050564,2.0495666935339918e-09,4.2677458979011795e-15,7.121013664680608e-11,2.381153883012841e-11,1.1941556929328917e-09,1.0441530914544374e-08,7.768113215581535e-14,5.854696195865209e-09,2.5294466972457287e-11,7.22269314417014e-12,6.838984248949901e-14,4.318572558576979e-09,7.023227820960215e-13,1.2197648267212367e-07,1.5267345640061191e-06,8.63441293554785e-09,5.1878773549368005e-09,7.342043863618011e-08,1.2346119749799423e-09,2.7838208299742852e-06,8.448155469949253e-12,0.0009110737913009439,1.2614056005505306e-08,1.6396892361874544e-08,6.736693105502945e-19,5.638007232908468e-07,0.00013654461531907496,6.442245314999285e-10,1.330926792747557e-09,4.5401889005813244e-07,3.744459823906415e-16,8.488550393532039e-07,6.800694383113288e-10,9.363984276316592e-13,9.9975128892929e-07,6.7174884592849675e-06,5.262770692307137e-08,3.3659472046983022e-09,6.436466977525992e-09,1.3235621219559135e-09,3.9452486789615735e-06
6.0438308511211023e-05,0.1863398877578918,3.76,0.0,3.1234551815605245e-09,0.4502531236715153,0.309313739626729,0.0,0.014837425420743542,0.5644344010987896,8.086803953298703e-09,2.0415858998056424e-08,2.3759159579008306e-15,1.4882546346528336e-16,0.00286838899187254,7.441882325809821e-08,0.004318295031440632,0.15871976387432607,0.0005406198890278877,4.269040554315652e-05,0.009327802508730268,2.0597842431236147e-11,0.32260410472327083,2.153999774603399e-06,2.558151980505417e-10,1.6548594002210334e-09,0.00011568342489233578,3.255432644920431e-09,1.2247350777985281e-08,5.169898577308919e-13,2.2568069931695485e-06,2.0518643122054484e-05,0.12280779849432479,1.3090407136620807e-14,1.1947218032115907e-07,6.843031576368407e-05,0.0005563136098089625,2.0155963564575278e-09,4.063935218555936e-15,6.765035900053419e-11,2.2623221289399706e-11,1.1345174800980716e-09,1.0248703371200803e-08,7.379205519991547e-14,5.634810165290569e-09,2.4688694654603175e-11,7.049433885041014e-12,6.635574136406477e-14,4.21782245834048e-09,6.799053383505237e-13,1.212052562416906e-07,1.5177181392673744e-06,8.488267823788959e-09,5.098620828498247e-09,7.006594852541575e-08,1.2135637741983673e-09,2.7683836528998844e-06,8.301713226962188e-12,0.0009118069737300439,1.2588714530878286e-08,1.6320817028076448e-08,6.430185083528826e-19,5.457524182354983e-07,0.00013437621154817895,6.23519884168928e-10,1.3097727099686656e-09,4.458937357548537e-07,3.6795545939858053e-16,8.387322300091388e-07,6.769026203003599e-10,9.251052154836784e-13,9.888405283820072e-07,6.613154760205767e-06,5.2591052044724307e-08,3.359909170120512e-09,6.414278643485352e-09,1.3221419979924001e-09,3.869468307828616e-06
6.0489208405741554e-05,0.18633584123023933,3.76,0.0,3.068206035134704e-09,0.4501858642985425,0.3093554924597899,0.0,0.014806705711465728,0.5644393677810224,7.975478297437225e-09,1.99262601294053e-08,2.339865171676686e-15,1.4669202984531833e-16,0.002852254967339157,7.361593876761714e-08,0.004299120100017255,0.15887541815969677,0.0005392852579034133,4.260216472073643e-05,0.009289419787629717,2.0103085334509954e-11,0.32260679294919903,2.085849642543069e-06,2.3893856730733266e-10,1.5706033473091938e-09,0.00011192069986590003,3.1124949805870775e-09,1.2178949305181087e-08,4.906045483605947e-13,2.217935777977826e-06,2.0454890797879577e-05,0.12265811664414766,1.2449862383403878e-14,1.1753212715012642e-07,6.75694724111463e-05,0.0005562305060740319,1.982685924484734e-09,3.870380226464304e-15,6.427448862015432e-11,2.1496109695981844e-11,1.0779488617723805e-09,1.0061874554452194e-08,7.010365242381042e-14,5.42320375583165e-09,2.4104069977163243e-11,6.882222207989804e-12,6.439493816148293e-14,4.1203217312541855e-09,6.582679528658531e-13,1.2044242635053672e-07,1.508838307810882e-06,8.34514859332827e-09,5.011260234194989e-09,6.687105666786447e-08,1.1929469896311479e-09,2.753118332880556e-06,8.158401464367454e-12,0.0009125276251519974,1.2563492720784526e-08,1.624555003378249e-08,6.138299341834618e-19,5.283204078172949e-07,0.0001322465633239142,6.035250964340736e-10,1.2889970538398567e-09,4.3793305253670746e-07,3.616036751262153e-16,8.287313685515823e-07,6.73769525255508e-10,9.139501161941418e-13,9.7803744580429e-07,6.5105993173247464e-06,5.25557576664514e-08,3.3539344770684793e-09,6.392509171867349e-09,1.320726207572115e-09,3.795151143315492e-06
6.0540108300272084e-05,0.18633181846739696,3.76,0.0,3.014598340526737e-09,0.45011892383737784,0.3093968310253856,0.0,0.014776145970305972,0.5644442740551802,7.865949479249502e-09,1.9457246821360857e-08,2.304659852222554e-15,1.4459863144295293e-16,0.002836303112595193,7.283351258218358e-08,0.004280195703679069,0.1590305703743391,0.0005379616046285926,4.251434481682481e-05,0.009251358089180338,1.9629123887840435e-11,0.3226093550790492,2.019993438576345e-06,2.2325063383754532e-10,1.490830649021144e-09,0.00010828850279221616,2.9760934419494437e-09,1.2111312874013548e-08,4.656265557333845e-13,2.1801195553126847e-06,2.0391456298386647e-05,0.12250884579454498,1.1845052179610475e-14,1.1565224725941664e-07,6.672117968210305e-05,0.0005561477963941178,1.95079750172866e-09,3.6865357152503175e-15,6.107270186749414e-11,2.0426949389767877e-11,1.0242870013586312e-09,9.880755066832985e-09,6.660525067867735e-14,5.219565020033834e-09,2.353955287836679e-11,6.720761088347073e-12,6.25043868207836e-14,4.025944598123788e-09,6.373818718699604e-13,1.1968786882157728e-07,1.5000912838791745e-06,8.204971266080937e-09,4.9257408046439605e-09,6.38278526301907e-08,1.172750158294529e-09,2.738022511649743e-06,8.018129370908122e-12,0.0009132359594191898,1.2538391951420583e-08,1.617108091988207e-08,5.860309124234521e-19,5.114824144414147e-07,0.00013015489672852968,5.842143974389702e-10,1.2685922618066024e-09,4.301331205951775e-07,3.553866053967231e-16,8.188509667456288e-07,6.706697154639462e-10,9.029314004131517e-13,9.673412620134155e-07,6.4097895960193e-06,5.2521771569656036e-08,3.3480223919486773e-09,6.371145102708772e-09,1.3193149509653386e-09,3.7222687148348244e-06
6.0591008194802614e-05,0.18632781920342362,3.76,0.0,2.9625590320441343e-09,0.45005229532948926,0.30943776109815346,0.0,0.01474574727358453,0.5644491210908877,7.758183062837013e-09,1.900777600985792e-08,2.2702734986969346e-15,1.4254428581024985e-16,0.002820530849756471,7.207088913415813e-08,0.0042615166863279276,0.15918522333799595,0.000536648785945461,4.2426950593853094e-05,0.009213615258654427,1.917490284211246e-11,0.3226117959085741,1.9563495230235907e-06,2.0866285382010715e-10,1.4152919927595696e-09,0.00010478204767327296,2.8459150654357805e-09,1.2044430894317774e-08,4.419774338534874e-13,2.1433144748834173e-06,2.0328343220585907e-05,0.12235998490892298,1.1273752636548637e-14,1.1383039562799704e-07,6.588522783128689e-05,0.0005560654721708068,1.9198946455648113e-09,3.5118873178952383e-15,5.8035718609992184e-11,1.9412664648675502e-11,9.73377977533145e-10,9.705073135576545e-09,6.328676253689364e-14,5.023593755976474e-09,2.2994167769167532e-11,6.5647718880206165e-12,6.068118658375498e-14,3.934571123916231e-09,6.172194568395786e-13,1.1894146201835732e-07,1.4914734525632355e-06,8.067655249713084e-09,4.842010085427128e-09,6.092883417232708e-08,1.152962248334013e-09,2.7230938599697164e-06,7.880809975732108e-12,0.000913932186413371,1.2513413488569906e-08,1.6097399340221636e-08,5.5955252650381365e-19,4.952170110656575e-07,0.00012810045465170718,5.655630051048653e-10,1.248550935588893e-09,4.224903117724667e-07,3.493003961463853e-16,8.090895549004246e-07,6.676027579848364e-10,8.920473616611885e-13,9.567511956909281e-07,6.310693664091759e-06,5.2489043629329424e-08,3.3421721867831503e-09,6.350173505866761e-09,1.3179084178868276e-09,3.650793114132898e-06
6.0641908089333144e-05,0.1863238431760647,3.76,0.0,2.912019220127963e-09,0.4499859720557727,0.30947828835309904,0.0,0.014715510585452974,0.5644539100295157,7.652145408076548e-09,1.857686257225623e-08,2.236680621800775e-15,1.405280416575287e-16,0.0028049356360478894,7.132743636836781e-08,0.004243078033228301,0.15933937987290828,0.0005353466610598566,4.2339986428155815e-05,0.009176189094187638,1.8739425697975258e-11,0.32261412004658724,1.8948393220988707e-06,1.9509360200866308e-10,1.3437525428461827e-09,0.0001013967330589854,2.721662708413074e-09,1.1978292909912974e-08,4.1958330349198486e-13,2.107479108179195e-06,2.026555487040942e-05,0.12221153290821275,1.073389208170921e-14,1.1206450932659859e-07,6.506141095635871e-05,0.0005559835251015273,1.8899423081979423e-09,3.3459495949719287e-15,5.515477098954271e-11,1.845034848619391e-11,9.250762792601718e-10,9.534573395096158e-09,6.013865335864861e-14,4.835001066004261e-09,2.2466998916990164e-11,6.413992885273715e-12,5.892257338179486e-14,3.846086885447785e-09,5.977541400300444e-13,1.1820308676024485e-07,1.4829813596865893e-06,7.933123145243673e-09,4.760017798884933e-09,5.8166885358587024e-08,1.1335726358783189e-09,2.7083300777422293e-06,7.746359921582286e-12,0.0009146165121183964,1.2488558492593223e-08,1.6024495063034773e-08,5.343294207469748e-19,4.795035870307418e-07,0.00012608249641699956,5.475470861529656e-10,1.2288658375279625e-09,4.15001086397222e-07,3.4334135343728353e-16,7.994456816273356e-07,6.645682247130496e-10,8.812963160030353e-13,9.462664636714148e-07,6.213280182327891e-06,5.2457525727175704e-08,3.336383139392948e-09,6.3295819582964505e-09,1.316506787926387e-09,3.5806969837796765e-06
6.0692807983863675e-05,0.18631989012670466,3.76,0.0,2.8629139100757712e-09,0.44991994752730124,0.3095184183675888,0.0,0.014685436763136214,0.5644586419850077,7.547803647963793e-09,1.8163575887124247e-08,2.2038567007953076e-15,1.385489775264599e-16,0.0027895149637131795,7.06025448362498e-08,0.004224874866343819,0.1594930428025985,0.0005340550915917532,4.2253456327339044e-05,0.009139077350903257,1.8321751209796065e-11,0.3226163319225215,1.835387206869277e-06,1.8246760832443456e-10,1.2759910640499195e-09,9.812813462416947e-05,2.6030541964702654e-09,1.1912888598969358e-08,3.983745764039478e-13,2.072574296407392e-06,2.0203094275535698e-05,0.12206348867309334,1.0223539796319138e-14,1.103526042180842e-07,6.424952692845516e-05,0.0005559019471681894,1.8609067805590792e-09,3.1882644225887542e-15,5.242157405574323e-11,1.7537253173991696e-11,8.79244330428542e-10,9.369015760898317e-09,5.715191012054573e-14,4.653508931947577e-09,2.1957186178807948e-11,6.268178368854682e-12,5.722591309922628e-14,3.760382661772324e-09,5.78960380753476e-13,1.1747262624245522e-07,1.474611702365214e-06,7.80130056836555e-09,4.679715717825259e-09,5.5535255884621946e-08,1.1145710835010676e-09,2.6937288940820133e-06,7.614699256783334e-12,0.0009152891386920628,1.2463828023209996e-08,1.595235797218424e-08,5.102996084328521e-19,4.643223153261369e-07,0.00012410029741405528,5.301437178576888e-10,1.2095298870048708e-09,4.0766199176469733e-07,3.375059342725253e-16,7.899179136016518e-07,6.615656924259738e-10,8.706766016872836e-13,9.358862812214601e-07,6.117518395060662e-06,5.2427171668408074e-08,3.3306545335669107e-09,6.309358522652245e-09,1.3151102309619114e-09,3.5119535059160143e-06
6.0743707878394205e-05,0.1863159598003199,3.76,0.0,2.815181742304282e-09,0.4498542154764499,0.3095581566232989,0.0,0.014655526561955129,0.5644633180446783,7.445125666763662e-09,1.776703661083717e-08,2.1717781405961523e-15,1.3660620045710206e-16,0.0027742663598927567,6.989562682667542e-08,0.004206902439846262,0.15964621495071532,0.0005327739415265223,4.2167363946986275e-05,0.009102277744818983,1.7920990110657703e-11,0.32261843579367083,1.7779203772071214e-06,1.7071544201900013e-10,1.211799100329238e-09,9.49719980529151e-05,2.489821520218601e-09,1.1848207774212326e-08,3.7828569146093743e-13,2.0385630085775713e-06,2.0140964197713496e-05,0.12191585104612519,9.740895604139441e-15,1.086927717948107e-07,6.344937732357779e-05,0.0005558207306261236,1.8327556385251148e-09,3.0383992759051413e-15,4.9828298169028966e-11,1.6670781105754302e-11,8.357520425215975e-10,9.208174388281959e-09,5.4318011353809765e-14,4.478849806225058e-09,2.1463921100591516e-11,6.127097441327846e-12,5.5588694443663774e-14,3.6773541454983268e-09,5.608136234254269e-13,1.1674996596053258e-07,1.4663613201953543e-06,7.67211598336512e-09,4.601057548337999e-09,5.302754155059148e-08,1.0959477201577505e-09,2.6792880673615225e-06,7.485751240133105e-12,0.0009159502645370114,1.2439223044074438e-08,1.5880978067519423e-08,4.874042870380877e-19,4.496541212290302e-07,0.0001221531487380722,5.133308513876445e-10,1.1905361569241036e-09,4.004696607747536e-07,3.317907378481642e-16,7.805048353277624e-07,6.585947427887225e-10,8.601865787927299e-13,9.256098623090622e-07,6.023378120749114e-06,5.239793710206189e-08,3.324985659213262e-09,6.2894917262476416e-09,1.313718907545539e-09,3.444536391251144e-06
