Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45)
2.139713330812483e-09,0.17473483845695026,3.76,0.0,0.6055113313050375,0.9987654709848142,7.038151997000017e-11,0.0,1.2798266240859864e-09,1.6194988655791648e-05,1.6004558976325772e-05,3.1624564745366833e-07,1.18204187058336e-12,5.442232095013437e-13,1.7254479918609883e-07,1.723715808130098e-07,6.880232200506864e-08,1.0182964928722448e-08,3.128405557867695e-07,3.235516189637954e-09,8.31787975470486e-10,1.388064032168442e-10,7.531538189228126e-11,4.843135348383197e-14,1.3490296891648837e-15,3.923497917492103e-17,6.590916663058855e-08,1.8556990247286906e-15,6.025507883896211e-12,1.5109512058432844e-20,7.225860197678445e-11,4.121894052836566e-11,3.105442002170223e-12,4.982235619390473e-16,8.285559866414259e-13,1.2356360490752288e-11,0.0012340317424681846,1.074609460154482e-13,2.4725300391703912e-23,4.8441828409523965e-15,7.767331506785235e-17,1.9855812089408088e-16,2.6184146557452307e-14,1.4022971428297475e-20,6.737126678409942e-23,2.909165052849146e-21,2.0951959970024969e-22,4.813140148183908e-25,8.296320405740703e-25,8.452946085441986e-16,9.303317921035128e-21,5.477935996327482e-10,3.6713831512046345e-17,3.2956875294402953e-19,5.838593210245998e-19,7.973397916659485e-19,1.548074183746968e-16,1.995264278334671e-22,4.485890353467479e-22,2.533327829058703e-16,7.912131966428432e-12,1.1386356233980147e-29,4.1361333309922415e-18,2.822632507622312e-20,8.287216816968483e-22,6.606973036248426e-27,9.523757193473916e-30,1.3377278524948808e-26,2.4278686996986694e-27,3.820263875714508e-12,4.8301705487638256e-33,4.341508125621368e-31,7.970949230055916e-26,4.688088217290566e-23,2.3994787871412923e-10,8.561617235363641e-22,4.7034542902000255e-24,2.391512053380833e-11
2.2522787301021973e-09,0.17473486632163007,3.76,0.0,0.6055104591433687,0.9987654346711446,8.39441131714713e-11,0.0,1.4545034698749537e-09,1.704739438511254e-05,1.6836428603812963e-05,3.3331843166583105e-07,1.2973253216824054e-12,5.734410003904185e-13,1.90878643577186e-07,1.906838175765202e-07,7.274652318100254e-08,1.1490873653350393e-08,3.2931872031758865e-07,3.737715248866597e-09,9.630209871903436e-10,1.528275344313235e-10,8.378593456954823e-11,5.4352751011360847e-14,1.5128297192082081e-15,4.575928586412964e-17,6.937630773892007e-08,2.1546855611791174e-15,6.400071629238216e-12,1.8087097352438565e-20,8.004433066393442e-11,4.566667451262448e-11,3.619800340069373e-12,5.617999363785718e-16,9.220759485736808e-13,1.3926455897277917e-11,0.0012340317026634522,1.1416715648536677e-13,3.0004960716594875e-23,5.643352054870717e-15,9.081578830424147e-17,2.3488845472095233e-16,2.9095780981698565e-14,1.7056711268603184e-20,7.875439411563303e-23,3.413909151374477e-21,2.642105492272754e-22,5.5737851388996675e-25,1.0670596785544217e-24,8.916772034005944e-16,1.1093552542504146e-20,6.065002522392033e-10,4.276644909280877e-17,4.0407129078944902e-19,6.834541659106336e-19,9.367661767178909e-19,1.7158405792789707e-16,2.557182375415705e-22,5.333666067089334e-22,2.7994719588841205e-16,8.441639636497162e-12,1.33927734330273e-29,5.300466553447788e-18,3.3031019109495686e-20,1.1127438280380645e-21,8.124816431383892e-27,1.3237280435644716e-29,1.6977082474030485e-26,3.2796528402885295e-27,4.032215409957846e-12,6.602329618241758e-33,6.160834877349303e-31,1.02889238081622e-25,5.542276430084767e-23,2.779948922290106e-10,1.034524693638017e-21,6.1215029549026726e-24,2.5395049693027555e-11
2.3648441293919117e-09,0.17473489418818589,3.76,0.0,0.6055095869111844,0.9987653973395715,9.931155947904992e-11,0.0,1.64346896218035e-09,1.789985076446735e-05,1.7667297746790482e-05,3.5046228682882275e-07,1.4166399719491942e-12,6.02625999250724e-13,2.1010703984186552e-07,2.0988914117572658e-07,7.674004298958672e-08,1.289739084940108e-08,3.4580044554978845e-07,4.2863277705849245e-09,1.1072074091365938e-09,1.6743725520542647e-10,9.272161220418149e-11,6.072321470078045e-14,1.6879091875853895e-15,5.297223361541947e-17,7.284343094585223e-08,2.484611480800264e-15,6.77605116618458e-12,2.1448187567111998e-20,8.822656078480108e-11,5.034203577005936e-11,4.187814695009214e-12,6.300038756889014e-16,1.0205607560526872e-12,1.562603436146752e-11,0.0012340316645969125,1.209505132642195e-13,3.6073050742893154e-23,6.525533917650438e-15,1.0538717282769783e-16,2.7574059765850386e-16,3.2169773358477246e-14,2.0546630593743795e-20,9.13712189158142e-23,3.9774947398485835e-21,3.298244948478352e-22,6.407008551132964e-25,1.3588043811005203e-24,9.380620361428586e-16,1.3135269526571226e-20,6.68148137798337e-10,4.9444567154273585e-17,4.904850186794191e-19,7.94048384254217e-19,1.0922448520723463e-18,1.8903526642574293e-16,3.2367439302814043e-22,6.326138072679856e-22,3.076894265237888e-16,8.971877869237331e-12,1.5627807392329481e-29,6.709948176665822e-18,3.836431923195767e-20,1.4726283442875736e-21,9.8918632169662e-27,1.811547514032262e-29,2.1287400357999668e-26,4.367664648158768e-27,4.24391195121159e-12,8.88826540363688e-33,8.599116590262434e-31,1.311593548151201e-25,6.495662799150835e-23,3.1967298854905994e-10,1.2430626757842755e-21,7.864833829640708e-24,2.6908643305857734e-11
2.477409528681626e-09,0.1747349220567105,3.76,0.0,0.6055087146043173,0.9987653589940861,1.1662806142861945e-10,0.0,1.8471927308460452e-09,1.8752359286564427e-05,1.8497167599249826e-05,3.6768138643918687e-07,1.5398363541766875e-12,6.317781632896198e-13,2.3022568938131687e-07,2.2998322724874473e-07,8.07852285633959e-08,1.4405513043695618e-08,3.622859286327919e-07,4.882861123300093e-09,1.2649281048866355e-09,1.8262627131250113e-10,1.021243748174447e-10,6.756468898567283e-14,1.8745748164074647e-15,6.090930551862598e-17,7.631053639139366e-08,2.8470888509715584e-15,7.153514866928558e-12,2.5218075049519787e-20,9.680504148016255e-11,5.524501073391662e-11,4.812104966893564e-12,7.029468692584405e-16,1.1240031084852565e-12,1.7462291266641707e-11,0.0012340316246906924,1.2781090307293269e-13,4.300115126004221e-23,7.494808329383906e-15,1.2146603774498682e-16,3.214478115048255e-16,3.5407452402893903e-14,2.4534380277799054e-20,1.0528902399611074e-22,4.604065736965104e-21,4.0791445402478717e-22,7.315579215900112e-25,1.7145653031197156e-24,9.844491035092132e-16,1.5453479305005275e-20,7.327306980992366e-10,5.677786215419414e-17,5.900020210066333e-19,9.162717201807639e-19,1.2647765600160422e-18,2.0713834479062917e-16,4.050843739110287e-22,7.488002671235539e-22,3.3653618109608484e-16,9.502570143360018e-12,1.8104924760233994e-29,8.400403113687372e-18,4.425620661231556e-20,1.9234237502592794e-21,1.1934396178550213e-26,2.4443992812699763e-29,2.6402272730663176e-26,5.7418243700120676e-27,4.455353801488023e-12,1.1801440463886052e-32,1.1823180670286883e-30,1.6531157226868135e-25,7.554044546295188e-23,3.651130451309962e-10,1.486110165436334e-21,9.987148631781042e-24,2.845750641711168e-11
2.5899749279713405e-09,0.17473494992729657,3.76,0.0,0.6055078422185614,0.9987653196391716,1.3604245100692777e-10,0.0,2.0661377538325025e-09,1.9604921492483163e-05,1.9326039353422303e-05,3.8497994189397117e-07,1.6667701965748152e-12,6.608974525928175e-13,2.5123030972476577e-07,2.509617681419968e-07,8.488441608110433e-08,1.6018225432745193e-08,3.787753657548518e-07,5.528763008881799e-09,1.436760326351969e-09,1.9838571719826302e-10,1.1199628583471076e-10,7.49002365239377e-14,2.073138478248404e-15,6.960621156958127e-17,7.977762421656545e-08,3.2437421025395785e-15,7.532538970104619e-12,2.9422234238105975e-20,1.0577952214925517e-10,6.03755885736104e-11,5.495285248508625e-12,7.807382071044364e-16,1.232395716156353e-12,1.9442742703132772e-11,0.0012340315788768102,1.3474821280511773e-13,5.0863431704202895e-23,8.555264225251003e-15,1.391316925614049e-16,3.7235407474618285e-16,3.8810157718376673e-14,2.90632498374437e-20,1.2057564949605577e-22,5.297943911733971e-21,5.00168753169064e-22,8.302228956695957e-25,2.145335798866245e-24,1.0308384034614803e-15,1.8074918932587697e-20,8.00241385852114e-10,6.479586493465953e-17,7.038685395731973e-19,1.0507617576701123e-18,1.4553790008657152e-18,2.2587235713316137e-16,5.017771666537191e-22,8.847806523966931e-22,3.6646515060983287e-16,1.003349600053008e-11,2.083776049883215e-29,1.0410771568563529e-17,5.073701179691928e-20,2.482212229233793e-21,1.428009086301741e-26,3.256096527543673e-29,3.2422558084856634e-26,7.459631685429248e-27,4.6665412652992026e-12,1.547331431769705e-32,1.603421219284528e-30,2.0621477016190314e-25,8.723325801677833e-23,4.1444192591273876e-10,1.768512707247113e-21,1.2547969171724088e-23,3.00432379368484e-11
2.702540327261055e-09,0.1747349778000363,3.76,0.0,0.6055069697496741,0.998765279273125,1.57708123939624e-10,0.0,2.300760429645147e-09,2.0457538969778276e-05,2.0153914199783866e-05,4.0236220066853404e-07,1.797302242435957e-12,6.89983830017799e-13,2.73116634487007e-07,2.728204728484935e-07,8.903993080693654e-08,1.7738501858447772e-08,3.9526895214715284e-07,6.22542332242087e-09,1.6232777296614966e-09,2.147071483513854e-10,1.2233951552442483e-10,8.275404854076747e-14,2.2839175050079907e-15,7.909890649527996e-17,8.324469456347025e-08,3.676208067165271e-15,7.913205179371253e-12,3.408632005967343e-20,1.1514975245061691e-10,6.573376118065146e-11,6.239963835502472e-12,8.634851209120578e-16,1.3457313002388556e-12,2.157522262874985e-11,0.0012340315292752862,1.4176232950129477e-13,5.97365980285064e-23,9.711001738077783e-15,1.5846420439374876e-16,4.288141786186752e-16,4.237924051857177e-14,3.417816996133765e-20,1.3729949775505418e-22,6.06363734915297e-21,6.084154893661916e-22,9.369658345077317e-25,2.6635207013808823e-24,1.0772299351441552e-15,2.1028121276102887e-20,8.706736646768705e-10,7.352796143172818e-17,8.3338462042161725e-19,1.1981639723763756e-18,1.6650865827392858e-18,2.4521808834367014e-16,6.157244390229921e-22,1.0438409348657718e-21,3.9745496755627874e-16,1.0564479556606405e-11,2.3840118947577548e-29,1.2783206824784511e-17,5.783741675233522e-20,3.168263460880618e-21,1.6958026060876924e-26,4.286370835640175e-29,3.945603492496913e-26,9.586908426056227e-27,4.877474643944797e-12,2.0055184383306431e-32,2.1472845610008355e-30,2.54818385038941e-25,1.0009529671108552e-22,4.677825768795735e-10,2.095663695765622e-21,1.5612988890281779e-23,3.166743073679926e-11
2.8151057265507694e-09,0.17473500567502162,3.76,0.0,0.6055060971933777,0.9987652378927542,1.8178297469770187e-10,0.0,2.5515106490043812e-09,2.1310213350642818e-05,2.09807933270599e-05,4.19832444551285e-07,1.9312980760895376e-12,7.190372611025683e-13,2.9588041332288837e-07,2.9555506694638073e-07,9.325408713002179e-08,1.9569304783339013e-08,4.1176688208763086e-07,6.974175955341972e-09,1.825050390981093e-09,2.315825337501889e-10,1.3315634352481102e-10,9.115145597459575e-14,2.5072350023882904e-15,8.942360767371088e-17,8.671174757536155e-08,4.1461360251860086e-15,8.295599125174307e-12,3.9236169119261726e-20,1.249154823029685e-10,7.131952315463747e-11,7.048743236352125e-12,9.512929224308832e-16,1.4640025927625425e-12,2.3867880044884844e-11,0.0012340314794971146,1.488531403674691e-13,6.96998426295599e-23,1.0966134360021504e-14,1.7954441642697268e-16,4.911938280640313e-16,4.6116064353090764e-14,3.992571705622843e-20,1.5552953844722e-22,6.905848895526133e-21,7.346268701168919e-22,1.0520542407025902e-24,3.2830592665915638e-24,1.1236236988940951e-15,2.4343483410197843e-20,9.440210090918884e-10,8.300339338187924e-17,9.79903762700764e-19,1.3591317874150207e-18,1.8949501738425577e-18,2.6515799484456765e-16,7.490435026928861e-22,1.2297488497069264e-21,4.2948516457534186e-16,1.1095380427029183e-11,2.712597496951781e-29,1.5563170565427082e-17,6.55884570290138e-20,4.003190999964692e-21,1.999869434021385e-26,5.581594300719704e-29,4.761749609108448e-26,1.2198578497437125e-26,5.088154237314501e-12,2.572012286154687e-32,2.8424747415745202e-30,3.121557936765519e-25,1.1418810029002712e-22,5.252541194243195e-10,2.4735413678940313e-21,1.9254433489893225e-23,3.333167174705368e-11
2.9276711258404838e-09,0.17473503355234393,3.76,0.0,0.6055052245453618,0.9987651954983697,2.0842933222329503e-10,0.0,2.818831865753887e-09,2.216294631012894e-05,2.180667792222992e-05,4.373949879345422e-07,2.0686279550107583e-12,7.4805771397453e-13,3.1951741187947926e-07,3.191612925377629e-07,9.752918860364333e-08,2.1513585265816822e-08,4.2826934890471174e-07,7.776300542762377e-09,2.0426448222663825e-09,2.4900424838747936e-10,1.4444916073082569e-10,1.0011894143377247e-13,2.743420170104396e-15,1.0061681314045855e-16,9.01787833967136e-08,4.655187764057069e-15,8.67980941806931e-12,4.489780324079703e-20,1.3507646188614004e-10,7.713287178930192e-11,7.924220182318593e-12,1.0442651392852685e-15,1.5872023365827563e-12,2.632917618841975e-11,0.0012340314296519859,1.5602053279443317e-13,8.083479632648203e-23,1.2324791102193661e-14,2.0245396756582745e-16,5.598697476267045e-16,5.0022005836764954e-14,4.6354119644044123e-20,1.7533531403526185e-22,7.829484585384818e-21,8.809234365870373e-22,1.1757536288099963e-24,4.019553880770151e-24,1.170019696234309e-15,2.8053334217077976e-20,1.0202769045030877e-09,9.325125902528824e-17,1.1448325695710465e-18,1.5343266331805574e-18,2.146036857279635e-18,2.8567615165596724e-16,9.040000712878991e-22,1.4468088358812376e-21,4.625361349710318e-16,1.1626086628938263e-11,3.070947518547199e-29,1.8799525894279806e-17,7.402152404812431e-20,5.011111029755149e-21,2.343401263847702e-26,7.195555431825753e-29,5.702883566100117e-26,1.5379485752286558e-26,5.298580346883116e-12,3.2665011494752955e-32,3.722671856840754e-30,3.793476728603394e-25,1.295746304252808e-22,5.869719415245631e-10,2.9087459383010697e-21,2.3551430822019063e-23,3.503754205296683e-11
3.152801924419912e-09,0.17473508931436407,3.76,0.0,0.6055034789567734,0.9987651076685098,2.7010767678459036e-10,0.0,3.4049293406958137e-09,2.386859486931723e-05,2.3455468255469584e-05,4.728143840457605e-07,2.3527932922844583e-12,8.059995699543964e-13,3.6939421040347263e-07,3.6897168886347495e-07,1.0627138727080706e-07,2.5754325973019266e-08,4.612886617575365e-07,9.545522819034986e-09,2.5275473153475947e-09,2.854581513293074e-10,1.684728912841881e-10,1.1987591464144788e-13,3.255742762142526e-15,1.2575624112158775e-16,9.711280405222131e-08,5.797372720156645e-15,9.454044931664223e-12,5.786147721630427e-20,1.5658317227531488e-10,8.944233160309989e-11,9.885624808187012e-12,1.2461088004593733e-15,1.8483582036460318e-12,3.1793074084039287e-11,0.0012340313305043526,1.7058461274389426e-13,1.069582774268074e-22,1.536928350991535e-14,2.5409174974242866e-16,7.176730756042679e-16,5.834681794101971e-14,6.145471933851998e-20,2.1995514051913816e-22,9.941718891854321e-21,1.2430202921088898e-21,1.4500408432888287e-24,5.914963961754857e-24,1.2628184034244716e-15,3.6795874534508887e-20,1.181488344308092e-09,1.161799710611751e-16,1.5358090343165909e-18,1.930083572373116e-18,2.716227460609027e-18,3.283912951902024e-16,1.2886453368929853e-21,1.9946618800270895e-21,5.316260520071217e-16,1.268657908917546e-11,3.8826861726241733e-29,2.685440957954904e-17,9.30610982544268e-20,7.655878595839154e-21,3.162345307786628e-26,1.1637112887114528e-28,8.012468943472416e-26,2.3843259584953142e-26,5.718673319507132e-12,5.131436571043489e-32,6.202567082520464e-30,5.482339853077223e-25,1.6448849955203678e-22,7.235898362711152e-10,3.980869972287255e-21,3.446541214630914e-23,3.85804662525673e-11
3.355419643141398e-09,0.17473513950908576,3.76,0.0,0.6055019075694987,0.9987650251691768,3.3612978484461927e-10,0.0,3.993409281237183e-09,2.540389653332759e-05,2.4935990127784277e-05,5.050513969811566e-07,2.6187330281294608e-12,8.580341848181836e-13,4.172275871542759e-07,4.16739646197645e-07,1.1437068725645105e-07,2.998845653943214e-08,4.910234796062356e-07,1.1332140146725861e-08,3.0236808382666084e-09,3.200666690692228e-10,1.917484467497548e-10,1.3989657973026488e-13,3.764279488146088e-15,1.5172454639089729e-16,1.0335336532737462e-07,6.976072305711203e-15,1.0157997878792427e-11,7.15441496605955e-20,1.7728846488843283e-10,1.0129921933645937e-10,1.1904927050106509e-11,1.4464371192865846e-15,2.100181205151089e-12,3.7378504209600045e-11,0.0012340312298339338,1.8395306747722068e-13,1.3534391773490494e-22,1.8505195283964738e-14,3.076581438699736e-16,8.852382618253359e-16,6.643163484813984e-14,7.789175456811536e-20,2.6621159114960644e-22,1.2174874984822545e-20,1.662052467553044e-21,1.728991706547247e-24,8.216282442666397e-24,1.3463449170521374e-15,4.63795333534051e-20,1.3364607526573134e-09,1.397465353596018e-16,1.9658349921164976e-18,2.3417230246384264e-18,3.3130104199814098e-18,3.6868407857267093e-16,1.7346812092445722e-21,2.6506650675779293e-21,5.971176517428832e-16,1.3639636428616797e-11,4.729593700994356e-29,3.6227676974978713e-17,1.128515394659241e-19,1.0926707115533686e-20,4.069338480607428e-26,1.7446712641064573e-28,1.0655646513525776e-25,3.4492834835644263e-26,6.095893107446452e-12,7.501646480148259e-32,9.534578698845324e-30,7.470814578835062e-25,2.0100023085101748e-22,8.621524543122106e-10,5.222104091697125e-21,4.747871560539711e-23,4.192721543980749e-11
3.5580373618628836e-09,0.17473518971278643,3.76,0.0,0.6055003358166714,0.9987649393998859,4.132041470807526e-10,0.0,4.64218898578448e-09,2.6939415824683135e-05,2.6413308096686973e-05,5.376558783159786e-07,2.893654359014885e-12,9.099615633136529e-13,4.678250687574894e-07,4.6726621955228583e-07,1.2270278325732124e-07,3.463562553649763e-08,5.207759605766116e-07,1.3309277391572045e-08,3.5797260363300153e-09,3.5634449311585787e-10,2.1660862218455535e-10,1.6223022730640486e-13,4.319940807426741e-15,1.8108916907534734e-16,1.0959387321526864e-07,8.307957091699795e-15,1.08692932589548e-11,8.729886204489504e-20,1.992704934621095e-10,1.1389356743624853e-10,1.4180450701889713e-11,1.6650405142383949e-15,2.3678600196617544e-12,4.365589028489896e-11,0.0012340311201274586,1.9756790299866206e-13,1.689022086836907e-22,2.204167631553905e-14,3.6845991664785997e-16,1.07957807566069e-15,7.508647689137473e-14,9.736131918588625e-20,3.186817851458361e-22,1.4758318969965084e-20,2.1863439703495226e-21,2.039939878612076e-24,1.1230042299487569e-23,1.4298787419509849e-15,5.783939114515417e-20,1.5007560477314242e-09,1.6626183578256543e-16,2.4797744164662078e-18,2.8101177819935155e-18,3.995867184402628e-18,4.106712472538392e-16,2.293094414875394e-21,3.505940153765051e-21,6.656471536383595e-16,1.459112313669982e-11,5.6957387119695e-29,4.80044692791363e-17,1.3535648005820854e-19,1.5264675590076712e-20,5.1604591179396366e-26,2.555853737559009e-28,1.3926590322098833e-25,4.88542650352659e-26,6.472296290417475e-12,1.072519211354893e-31,1.4300090306422904e-29,9.996265881772716e-25,2.4275956372333644e-22,1.01610609553811e-09,6.784088773431988e-21,6.420309726909031e-23,4.543317572418686e-11
3.760655080584369e-09,0.174735239925987,3.76,0.0,0.6054987636721619,0.998764850354137,5.024295902220154e-10,0.0,5.3536310073847486e-09,2.8475163846756903e-05,2.7887429022137365e-05,5.706539619606941e-07,3.176949501640311e-12,9.617816016095564e-13,5.211625320136458e-07,5.205271663577426e-07,1.3128072292039108e-07,3.971262817666211e-08,5.505471983158299e-07,1.5482647265357347e-08,4.198859982288071e-09,3.94260879122451e-10,2.4307155029169883e-10,1.8707481250478023e-13,4.924911300508597e-15,2.140755102749638e-16,1.158343286119011e-07,9.80318232558447e-15,1.158849732625224e-11,1.0528505236277113e-19,2.225278106174029e-10,1.272254557164058e-10,1.6727132313480807e-11,1.9024752970070946e-15,2.651352713681112e-12,5.0685503739467696e-11,0.0012340310104051056,2.1142846869677498e-13,2.0819176914935978e-22,2.6003650990220528e-14,4.370049223209784e-16,1.3033037525240879e-15,8.431994193885997e-14,1.2020579202346018e-19,3.77792858949972e-22,1.772911613006792e-20,2.834146286759864e-21,2.3844356306838763e-24,1.5126450746735682e-23,1.513419926095894e-15,7.14424695031019e-20,1.6743366286659023e-09,1.9589047626186873e-16,3.0877054800892268e-18,3.3394241887466743e-18,4.7715758611861775e-18,4.543117794153214e-16,2.982762944074095e-21,4.614097313677074e-21,7.371267256839885e-16,1.55408763784332e-11,6.790012002422498e-29,6.260435370392754e-17,1.6077220890219622e-19,2.0922535773174854e-20,6.459613699761284e-26,3.6677478448379507e-28,1.792297846562589e-25,6.790286577465883e-26,6.847884608548827e-12,1.50334183043039e-31,2.0981876562352588e-29,1.3159961954066336e-24,2.9019959217148446e-22,1.185999983280782e-09,8.73271308072211e-21,8.540162035834839e-23,4.910736947677438e-11
3.963272799305855e-09,0.17473529014920444,3.76,0.0,0.6054971911096133,0.9987647580340605,6.049466025488408e-10,0.0,6.13003573129993e-09,3.001115202876251e-05,2.9358359746142017e-05,6.040720051097357e-07,3.4680482114500805e-12,1.0134942165158183e-12,5.772160174719144e-07,5.764984126994707e-07,1.4011744323297792e-07,4.523613826816323e-08,5.803382767940203e-07,1.7857515064858518e-08,4.884223566239821e-09,4.33788776480605e-10,2.711566154098404e-10,2.14641609106518e-13,5.581467124157952e-15,2.509133734059338e-16,1.2207473243172747e-07,1.1472042777416066e-14,1.2316184029282549e-11,1.2566481294808356e-19,2.470589718007613e-10,1.412949911787867e-10,1.9559848578446e-11,2.1592891018426858e-15,2.950617466406375e-12,5.853067508551172e-11,0.0012340309010744344,2.2553411577962154e-13,2.537936459182656e-22,3.0416376887872744e-14,5.138112752833283e-16,1.5591523333484872e-15,9.414082395925222e-14,1.4678588056049818e-19,4.439785214067207e-22,2.1127133716545437e-20,3.6255729991616955e-21,2.7640526750354695e-24,2.0105467602099415e-23,1.596968528018583e-15,8.748119659610799e-20,1.8571650080406753e-09,2.287956094365547e-16,3.800236648427505e-18,3.9338888187993005e-18,5.647066055103557e-18,4.99577810470827e-16,3.82428315338053e-21,6.040616072755619e-21,8.114749689486126e-16,1.6488791083435662e-11,8.021497536616297e-29,8.048945632856551e-17,1.8929897604423488e-19,2.819259282523848e-20,7.992291129900205e-26,5.166838639234013e-28,2.2750424594032853e-25,9.279680261884755e-26,7.222659801681147e-12,2.0702367190805275e-31,3.018584631377027e-29,1.7074936001822266e-24,3.4377694769327963e-22,1.3723507301858957e-09,1.1143361232393268e-20,1.1194238400601618e-22,5.2958765476915404e-11
4.16589051802734e-09,0.174735340382952,3.76,0.0,0.6054956181024639,0.9987646624478544,7.219362330604586e-10,0.0,6.973642594036586e-09,3.154739210037061e-05,3.0826107092841064e-05,6.379365639497328e-07,3.766415467826896e-12,1.0650993441693317e-12,6.359617284273319e-07,6.351560521993015e-07,1.492257712441418e-07,5.1222707918577404e-08,6.101502703707782e-07,2.043872373836412e-08,5.638921781796566e-09,4.749047008783276e-10,3.0088446613124723e-10,2.451555679465729e-13,6.291983092489741e-15,2.918373115013395e-16,1.2831508560900794e-07,1.3324975562864528e-14,1.3052933306813359e-11,1.4860311205697493e-19,2.7286253530776237e-10,1.5610230775867727e-10,2.269341652035696e-11,2.4360230970326184e-15,3.265612569501153e-12,6.725774347261166e-11,0.0012340307864944881,2.398841972622651e-13,3.063107168560596e-22,3.530548431214754e-14,5.9940786979916e-16,1.8499894748615147e-15,1.0455812707255914e-13,1.7748094793029923e-19,5.176792162117322e-22,2.4995199435862116e-20,4.582665979494846e-21,3.1803985245001736e-24,2.640023719409057e-23,1.6805246164047628e-15,1.0627455693487082e-19,2.04920381168936e-09,2.651389494536862e-16,4.62850040910251e-18,4.5978502898894805e-18,6.6294146386706925e-18,5.464538955010483e-16,4.8399953332627634e-21,7.86487061937201e-21,8.886164178651896e-16,1.743479967617784e-11,9.39947625217703e-29,1.0216599289357481e-16,2.2114105693271326e-19,3.7409966606849645e-20,9.78558423219841e-26,7.1581007645892895e-28,2.852254780575195e-25,1.248992263812417e-25,7.596623609497241e-12,2.805834385770594e-31,4.266347665175309e-29,2.1866582544609987e-24,4.039737970118988e-22,1.5756437375585488e-09,1.4101608411535013e-20,1.4480697537011217e-22,5.699628074944985e-11
4.368508236748825e-09,0.17473539062773905,3.76,0.0,0.6054940446239726,0.9987645635994796,8.546190125419297e-10,0.0,7.886631279117344e-09,3.3083896067748195e-05,3.2290677868594614e-05,6.722743707489275e-07,4.071549303608498e-12,1.1165969387752814e-12,6.973760299168689e-07,6.964763449040291e-07,1.5861842478181366e-07,5.7688767282473997e-08,6.399842438611661e-07,2.3230717579945483e-08,6.466024009954345e-09,5.175886097626497e-10,3.322770262287505e-10,2.788557014019178e-13,7.0589399872086175e-15,3.3708697462383776e-16,1.3455538909915416e-07,1.5372563307502425e-14,1.3799329897111131e-11,1.7426802587886665e-19,2.9993706230835104e-10,1.7164756607210683e-10,2.614259367885926e-11,2.733214139162904e-15,3.5962964268996125e-12,7.693600677009436e-11,0.0012340306652802125,2.544780679224836e-13,3.66367151337953e-22,4.069701540121026e-14,6.943349208845152e-16,2.17881242001343e-15,1.1558107960123445e-13,2.1268937140533568e-19,5.993422966290262e-22,2.937926032866057e-20,5.729459903698475e-21,3.6351248376933496e-24,3.428073347873942e-23,1.7640882696666179e-15,1.281692162001198e-19,2.2504157785110302e-09,3.0508078467896677e-16,5.584147065161115e-18,5.335741218315297e-18,7.725841601091802e-18,5.949363394469366e-16,6.05400516072135e-21,1.0182407646221638e-20,9.684810798064034e-16,1.837885835278974e-11,1.0933430170186189e-28,1.281857799446765e-16,2.5650682098269757e-19,4.895588840102495e-20,1.1868211656180985e-25,9.767727220748705e-28,3.536102805916583e-25,1.6580185342321453e-25,7.969777765617863e-12,3.748385350202221e-31,5.933695736581997e-29,2.767324603426372e-24,4.712998631218428e-22,1.796334536493999e-09,1.7703912476985715e-20,1.8509917122944344e-22,6.122878239797399e-11
