Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45),FO2(124),CH3F(39),CH2CO(28),S(455),S(1290),CH2(S)(25),CH2(T)(18)
7.277297940735517e-06,0.4191557398507216,3.76,0.0,0.9421325705800252,0.9956816356930395,0.0016947108657014585,0.0,1.117316961666377e-05,0.004705557088785661,0.00010681736541787054,0.004709121596042727,1.7999148826032533e-11,9.781289516969148e-13,3.970256342185101e-05,1.822210428553244e-05,0.0018871568699859228,0.00223205894970771,0.00014693163538796972,1.953160666575893e-06,2.329215335612122e-05,2.033353098483278e-05,0.0010726288403570996,2.3442512192317927e-05,0.00012305411039364322,1.5686264147447095e-07,4.384668067410474e-05,5.429523714779504e-05,5.537547223432129e-08,1.8711927536918937e-10,2.9957763671935084e-05,7.659467331246811e-06,8.21916715713075e-06,1.8269709647888754e-07,9.86445832813367e-09,1.864108589159695e-05,0.00047249426295196446,5.865222171622605e-11,1.1591691217408402e-12,2.7629438404864606e-08,2.441683832811858e-09,1.1887898606142527e-07,6.007146656179457e-07,2.220718103784297e-11,1.194642144467841e-12,4.306906252373007e-11,1.1677699716913602e-11,1.0550713423944636e-15,3.2958462605287565e-08,9.413836941371059e-13,2.5068591532375843e-10,5.927797690763882e-07,5.765275173703568e-10,2.9900693877672718e-09,4.488387935426027e-08,5.327585489134098e-11,4.674731760677196e-10,1.7620421532399143e-11,2.7537014123580723e-09,3.4072951666550756e-13,6.602739201994451e-11,3.17523904208112e-19,4.517231707777598e-08,8.023463511590244e-10,2.2618040134888858e-10,1.0299034649044076e-15,7.819312357518718e-14,3.9471514569363373e-16,1.4181168037053998e-12,3.391457343212252e-11,9.600899505711696e-19,4.4028311646048e-13,1.7030845526621033e-14,1.0807032122572442e-12,2.8677679733877036e-07,1.1456247276632093e-11,6.355436750891798e-15,1.2213521400582245e-05,3.229665512981032e-08,7.835006088340847e-06,9.481560718907963e-15,2.1561901714562185e-12,1.6420882032688578e-13,3.913765486216535e-12,1.4710872104273272e-10
7.459644507032404e-06,0.41916397622769597,3.76,0.0,0.9418709423203139,0.9955533574520332,0.001768926233346529,0.0,1.1381162289054564e-05,0.004828737068961748,0.00010672341374832258,0.0048206967521182064,1.7980644337724944e-11,9.771235102785598e-13,3.984102092679492e-05,1.819352457187175e-05,0.0019405000122003197,0.0022899337493809935,0.0001498935317027842,1.9498096845868193e-06,2.3614769097777355e-05,2.081467776380867e-05,0.0011290311499652136,2.4579357016044674e-05,0.00013270508730544808,1.7142616158404565e-07,4.622418478542391e-05,5.857992198296417e-05,5.6678219898535826e-08,2.0446943692950185e-10,3.188933933761864e-05,7.952526085630369e-06,8.648662178235141e-06,1.9149167165302977e-07,1.041711698276713e-08,1.9238993947570667e-05,0.0004724333901362483,6.191950943274614e-11,1.2524068185075703e-12,2.905451981333481e-08,2.586445422078359e-09,1.242114170146199e-07,6.439214221386867e-07,2.3200056872782293e-11,1.3208128526118013e-12,4.634197508222368e-11,1.256459520552499e-11,1.146636275589652e-15,3.567571226585572e-08,9.867961565767036e-13,2.6743125417916457e-10,5.924852963392616e-07,6.092916673490597e-10,3.1815367707102554e-09,5.0455158431986315e-08,5.6305359783627065e-11,4.887661972423097e-10,1.8748423260944607e-11,2.9689794883011305e-09,3.5995654509297956e-13,6.600303454366541e-11,3.5688513467717628e-19,4.7401010517176446e-08,8.922493824845141e-10,2.373401832451961e-10,1.147325951295589e-15,8.804443905492192e-14,4.199704799460237e-16,1.5667756254172365e-12,3.388746591112125e-11,1.060580056149711e-18,4.97748431297551e-13,1.9389372508115557e-14,1.1575559326697707e-12,2.862727663620279e-07,1.202153885298834e-11,6.643406105780223e-15,1.2619376561873933e-05,3.224157025823113e-08,8.3368437761856e-06,1.1066047157053774e-14,2.3695800065531923e-12,1.766804611242755e-13,4.047021478861241e-12,1.5095759699766194e-10
7.641991073329292e-06,0.419172191326968,3.76,0.0,0.9416077244356487,0.9954238243545318,0.0018444836107683602,0.0,1.1586957158972682e-05,0.004952109355911315,0.00010663040819228828,0.004931106407226041,1.796228203715825e-11,9.761258117845863e-13,3.9978506899554804e-05,1.8165241434223457e-05,0.0019939850503409343,0.002347750181482215,0.00015280673042524095,1.946492037225211e-06,2.393410587912855e-05,2.129062077903426e-05,0.0011867451581104565,2.5736692635063774e-05,0.00014280553171719672,1.8686295772140862e-07,4.867129977741953e-05,6.306756195691877e-05,5.79667673241384e-08,2.22856602582338e-10,3.388843490404789e-05,8.246155843612279e-06,9.095810382659242e-06,2.0039854652651927e-07,1.0986325176691618e-08,1.9840461298051112e-05,0.0004723719218280312,6.528405234346812e-11,1.3502202640158562e-12,3.05366696238602e-08,2.7374110671825504e-09,1.2971366504128414e-07,6.893046630228517e-07,2.4224330117309136e-11,1.4570676276093376e-12,4.9793182333641495e-11,1.3499988389890436e-11,1.2440622949195332e-15,3.8530058213229996e-08,1.0328267055626687e-12,2.847741944817575e-10,5.923057823412141e-07,6.429208072224338e-10,3.37902899253098e-09,5.6539991726594374e-08,5.941360996834241e-11,5.103664965079068e-10,1.9911727998248514e-11,3.1951395524920446e-09,3.7976559548986066e-13,6.597937900314105e-11,3.998663656519409e-19,4.968666241738824e-08,9.893548045564456e-10,2.487831711684347e-10,1.274329839692602e-15,9.880219786261664e-14,4.460157490330559e-16,1.727155725943321e-12,3.386083799016238e-11,1.1689724690612064e-18,5.611088485764709e-13,2.1994686718655183e-14,1.237853438460529e-12,2.85773332178819e-07,1.2600528899021452e-11,6.9360835696197555e-15,1.3023314602865678e-05,3.218698462719035e-08,8.854498641672231e-06,1.2863888035106493e-14,2.5971588429684954e-12,1.8982989425814439e-13,4.181627424837759e-12,1.5479242450372975e-10
7.82433763962618e-06,0.4191803847132413,3.76,0.0,0.941342937193823,0.9952930507409022,0.0019213675345444046,0.0,1.179051675434367e-05,0.0050756787976058496,0.00010653835988425476,0.005040328724727268,1.7944064075050063e-11,9.751359690913194e-13,4.011498961275593e-05,1.8137258173389164e-05,0.0020476102416350324,0.0024055087443861914,0.0001556712470816776,1.9432080841595022e-06,2.425010046468842e-05,2.176126549712007e-05,0.0012457567622292736,2.6914173791827677e-05,0.0001533603321694042,2.031930438149814e-07,5.118829574347929e-05,6.776072973339441e-05,5.9240862019215025e-08,2.423041535217548e-10,3.595499609643377e-05,8.540140875151293e-06,9.5612217295426e-06,2.0940952952493012e-07,1.1572136343671205e-08,2.0445377567199854e-05,0.0004723098648317257,6.874615793064592e-11,1.4526772980487551e-12,3.2077363427894294e-08,2.8947113591842193e-09,1.3538981680007094e-07,7.369444894302814e-07,2.5280748124642564e-11,1.6039847481499123e-12,5.342982225885509e-11,1.4485835440825683e-11,1.3476158713939201e-15,4.1523547671860326e-08,1.0794359403347473e-12,3.0271760294807757e-10,5.922417328138938e-07,6.774067022009897e-10,3.5825131860311777e-09,6.316893785554436e-08,6.259973740718778e-11,5.32260102715243e-10,2.1110122564817952e-11,3.4324272778966722e-09,4.001581927394578e-13,6.595642859538323e-11,4.466819219322917e-19,5.202953602132498e-08,1.094006903021001e-09,2.6051055282139347e-10,1.4113833646500517e-15,1.1051790445819675e-13,4.728461762592545e-16,1.899912864436809e-12,3.383469227961621e-11,1.2857070494794983e-18,6.308174995022052e-13,2.486407773979096e-14,1.3216630976136983e-12,2.852785517809686e-07,1.3193226696191683e-11,7.23333854018796e-15,1.3425141566258307e-05,3.213290446432819e-08,9.38786528597196e-06,1.489685791017761e-14,2.8393644030444215e-12,2.036840866656987e-13,4.317564970245833e-12,1.5861282301352046e-10
8.006684205923068e-06,0.41918855597975374,3.76,0.0,0.9410766011439241,0.9951610511729051,0.001999562306043716,0.0,1.1991806075183867e-05,0.005199450009254924,0.00010644727904594295,0.0051483431328326725,1.792599244750492e-11,9.741540908868878e-13,4.0250438590566896e-05,1.810957780305283e-05,0.002101373807378467,0.0024632099435160596,0.00015848712753967724,1.939958153074631e-06,2.4562693218564264e-05,2.222652298788861e-05,0.0013060516056789633,2.8111469493278655e-05,0.00016437393366375635,2.2043546403492313e-07,5.377542364481283e-05,7.26618185066833e-05,6.050026671743998e-08,2.6283429302861856e-10,3.8088908586083424e-05,8.834273218207023e-06,1.0045505822514804e-05,2.1851644617891543e-07,1.2174599109084994e-08,2.1053632157175066e-05,0.0004722472260573949,7.23061055722291e-11,1.5598417459777553e-12,3.367802355041384e-08,3.05846875469303e-09,1.4124351360547646e-07,7.869232937672049e-07,2.636997433843871e-11,1.7621652859821424e-12,5.7259247228819253e-11,1.552415089294183e-11,1.4575713414944135e-15,4.4658101479776764e-08,1.1265846790411338e-12,3.2126419778304427e-10,5.922934749947213e-07,7.12740825349098e-10,3.7919537404714e-09,7.037323012630004e-08,6.58628470737563e-11,5.544330347393585e-10,2.2343377422178456e-11,3.6810843657166984e-09,4.211356401175734e-13,6.593418645671617e-11,4.975507446340094e-19,5.442985486614559e-08,1.2065536167184342e-09,2.7252331369872267e-10,1.5589600979618488e-15,1.2324378965400922e-13,5.004566192212591e-16,2.0857275929656404e-12,3.3809031059444236e-11,1.411240115042199e-18,7.073520480648958e-13,2.8015370019866882e-14,1.4090516716757963e-12,2.8478847748860945e-07,1.3799633423639085e-11,7.535040229214063e-15,1.382467620797588e-05,3.2079335463048835e-08,9.936830928618912e-06,1.7188216487661688e-14,3.0966226822882776e-12,2.182708057501506e-13,4.454815723970211e-12,1.6241844572892453e-10
8.189030772219956e-06,0.4191967047476603,3.76,0.0,0.9408087370951652,0.995027840418599,0.0020790520082172924,0.0,1.219079257438023e-05,0.005323427372910972,0.00010635717499396062,0.005255130325161274,1.790806899720316e-11,9.731802808294258e-13,4.038482462639835e-05,1.808220305316941e-05,0.002155273934799126,0.002520854290831751,0.00016125444732919858,1.936742540173336e-06,2.4871828110313398e-05,2.2686309924625964e-05,0.0013676150929476645,2.932826296076554e-05,0.00017585033969450822,2.3860826612940874e-07,5.6432915625740956e-05,7.777304252865793e-05,6.174475935306536e-08,2.8446801535267037e-10,4.028999942270837e-05,9.12835252590193e-06,1.054927135054823e-05,2.2771115467395005e-07,1.279375738437194e-08,2.166511434268466e-05,0.00047218401251388034,7.596414710910751e-11,1.6717733963242975e-12,3.5340017401257433e-08,3.228797784573536e-09,1.4727798238052848e-07,8.393256699664128e-07,2.749259412966553e-11,1.9322336131870836e-12,6.12890180799251e-11,1.66170060299381e-11,1.5742107334375114e-15,4.793551471250297e-08,1.1742340109936674e-12,3.40416553917255e-10,5.924611783685391e-07,7.489143838516274e-10,4.0073124694593985e-09,7.818473868691191e-08,6.920201944610495e-11,5.768713278117874e-10,2.3611247687961365e-11,3.941348371568398e-09,4.426990235185475e-13,6.591265504051687e-11,5.526961180912044e-19,5.6887803064921316e-08,1.327346146046815e-09,2.848222384953924e-10,1.7175384099600158e-15,1.370327128899726e-13,5.288415925179501e-16,2.2853057468335183e-12,3.378385630072542e-11,1.5460447560145914e-18,7.912155727165917e-13,3.1466901954017714e-14,1.5000852901804612e-12,2.8430315700332443e-07,1.4419742265622424e-11,7.841057712350399e-15,1.4221749234787637e-05,3.202628280745882e-08,1.050127591510586e-05,1.976275209982057e-14,3.3693469689164205e-12,2.336185959302648e-13,4.593361313607432e-12,1.6620897980854602e-10
8.371377338516844e-06,0.4192048306664118,3.76,0.0,0.9405393660959223,0.9948934334373515,0.0021598205222314888,0.0,1.238744613475992e-05,0.005447615037549293,0.00010626805614887837,0.005360672258702988,1.789029541588907e-11,9.72214625596075e-13,4.051811979746833e-05,1.8055136373754387e-05,0.0022093087789318397,0.0025784423043226107,0.00016397331092629535,1.933561510664057e-06,2.5177452713073717e-05,2.314054857283196e-05,0.0014304324048588174,3.0564251539128855e-05,0.00018779311512330903,2.577284786341381e-07,5.916098534241677e-05,8.309643796682938e-05,6.297413302530627e-08,3.0722507928331116e-10,4.255803850812909e-05,9.422185917105967e-06,1.1073125545472832e-05,2.369855608688683e-07,1.3429650464498766e-08,2.227971336353708e-05,0.0004721202312991908,7.972050738072554e-11,1.788527987131771e-12,3.706465602868831e-08,3.4058052819081406e-09,1.5349606744546518e-07,8.942383188285731e-07,2.8649120791020524e-11,2.1148378752173994e-12,6.552689759165138e-11,1.7766527107701978e-11,1.697823546322034e-15,5.135745756891126e-08,1.2223449687739237e-12,3.601771079151051e-10,5.927448707837338e-07,7.859183448757815e-10,4.228548775884249e-09,8.663593147959617e-08,7.261631295459701e-11,5.99561058959223e-10,2.491347413260513e-11,4.213452541243493e-09,4.64849215944794e-13,6.58918356082662e-11,6.123453885855497e-19,5.940352584921004e-08,1.4567385652023354e-09,2.974079138584744e-10,1.8876009350976834e-15,1.5193806334130488e-13,5.579952900507231e-16,2.4993788871006103e-12,3.375916946168059e-11,1.6906111173684125e-18,8.829374625521017e-13,3.523750358022037e-14,1.5948294243954534e-12,2.838226334679002e-07,1.5053538593411904e-11,8.15125988069187e-15,1.461620260539688e-05,3.197375120620137e-08,1.1081074195204704e-05,2.2646823262133368e-14,3.6579369824804075e-12,2.497567528292057e-13,4.733183435439568e-12,1.699841464529252e-10
8.553723904813732e-06,0.4192129334133713,3.76,0.0,0.9402685094129987,0.9947578453649639,0.0022418515439246584,0.0,1.2581739042636911e-05,0.005572016919595081,0.00010617993004563984,0.005464952149339955,1.787267324475824e-11,9.712572077005836e-13,4.065029747636902e-05,1.8028379939048214e-05,0.002263476464500435,0.0026359745075049046,0.0001666438510034374,1.9304152994102323e-06,2.5479518194434063e-05,2.3589166768220202e-05,0.0014944885137404779,3.181914656847817e-05,0.00020020538984424305,2.778120919190985e-07,6.195982830386767e-05,8.863386407290371e-05,6.418819594960664e-08,3.311239863619731e-10,4.4892740108814204e-05,9.715587830020064e-06,1.1617673655384132e-05,2.463316328082182e-07,1.4082313127838122e-08,2.289731851509616e-05,0.00047205588959547794,8.357538484108977e-11,1.9101572003841394e-12,3.8853192848214365e-08,3.589590615864325e-09,1.599002618731758e-07,9.517499500967562e-07,2.984000144935573e-11,2.310650427332473e-12,6.998084350228851e-11,1.8974893475566915e-11,1.828706633968071e-15,5.492547649725349e-08,1.270879012962563e-12,3.805481626445284e-10,5.931444509739109e-07,8.237434609402266e-10,4.455619814101045e-09,9.575983417848057e-08,7.610476638269103e-11,6.224883704996817e-10,2.6249784159139618e-11,4.49762565597436e-09,4.875868820796333e-13,6.587172952336468e-11,6.767296759118335e-19,6.197713033402516e-08,1.5950874394122965e-09,3.1028073228315304e-10,2.0696340434329548e-15,1.6801366028356809e-13,5.879116069390599e-16,2.728704692840689e-12,3.373497168369483e-11,1.8454466468372634e-18,9.83074325592733e-13,3.934647297913001e-14,1.6933488606169803e-12,2.833469455322019e-07,1.5701000108104205e-11,8.465515956645374e-15,1.5007888887959646e-05,3.192174485343769e-08,1.1676093774788297e-05,2.5868398238028863e-14,3.9627782988439404e-12,2.6671529600274896e-13,4.874263901841491e-12,1.7374370087503048e-10
8.73607047111062e-06,0.4192210126937651,3.76,0.0,0.9399961885111467,0.9946210914989432,0.0023251286000623896,0.0,1.27736459579431e-05,0.005696636703892812,0.00010609280334537004,0.005567954464953223,1.785520387603649e-11,9.703081081973187e-13,4.078133233972512e-05,1.800193565206738e-05,0.00231777508780351,0.002693451428924895,0.00016926622764812935,1.9273041114768808e-06,2.5777979300172067e-05,2.40320978840672e-05,0.0015597681985330405,3.3092673219574943e-05,0.00021308986322786917,2.988740429422742e-07,6.482962222493051e-05,9.438700465796564e-05,6.538677133940399e-08,3.5618196355245546e-10,4.729376440678041e-05,1.0008379878548787e-05,1.2183518433974498e-05,2.557414145990934e-07,1.4751775738536991e-08,2.3517819236483002e-05,0.0004719909946631815,8.752895218666982e-11,2.036708664800092e-12,4.070682253240038e-08,3.780245928523577e-09,1.6649273796216008e-07,1.0119511818846267e-06,3.106562280976831e-11,2.520368232093564e-12,7.465900112680521e-11,2.024433557845185e-11,1.9671639679837207e-15,5.8640995555711804e-08,1.3197981951274137e-12,4.015318917663872e-10,5.936596981868915e-07,8.623802947557923e-10,4.688480649362184e-09,1.0558998921982848e-07,7.966640121596792e-11,6.456394934398766e-10,2.7619892765898475e-11,4.794091887473532e-09,5.109124830672248e-13,6.585233768719813e-11,7.46083578966007e-19,6.460868648211743e-08,1.7427514480883236e-09,3.2344089703434497e-10,2.2641273193929645e-15,1.8531365319274958e-13,6.185841610585265e-16,2.9740673002823434e-12,3.3711263883780276e-11,2.0110763066655568e-18,1.0922109075604396e-12,4.3813551527763233e-14,1.795707673122231e-12,2.8287612742540264e-07,1.6362097064439545e-11,8.783695594493485e-15,1.539667067056612e-05,3.18702674485917e-08,1.2286197142341579e-05,2.9457092483041e-14,4.28424153861954e-12,2.8452493995842986e-13,5.016584681878463e-12,1.7748743216633474e-10
8.918417037407508e-06,0.41922906824040507,3.76,0.0,0.9397224250328745,0.9944831872839468,0.0024096350643690845,0.0,1.2963143881204664e-05,0.005821477845091949,0.00010600668184857016,0.005669664916257155,1.7837888556734256e-11,9.693673889346689e-13,4.091120037395792e-05,1.7975805149528958e-05,0.0023722027185995105,0.002750873601668189,0.00017184062755355568,1.9242281226346118e-06,2.6072794331325e-05,2.4469280788504e-05,0.0016262560598043947,3.4384570295857205e-05,0.0002264488092947813,3.2092820354206556e-07,6.777052738999166e-05,0.00010035736985537347,6.656969728098362e-08,3.8241495018269e-10,4.976071908635819e-05,1.0300390711074128e-05,1.2771259645053206e-05,2.652070396160934e-07,1.5438064351205787e-08,2.4141105196419848e-05,0.00047192555383058696,9.158135691878849e-11,2.168225966818895e-12,4.2626680040444347e-08,3.977856365282738e-09,1.7327537595576906e-07,1.0749344387083648e-06,3.2326316570205736e-11,2.7447132158980367e-12,7.956969565339908e-11,2.1577132855983504e-11,2.1135063147474467e-15,6.250531798916222e-08,1.3690646295746637e-12,4.231303440762391e-10,5.942902800395829e-07,9.018192435276118e-10,4.927084414522532e-09,1.1616041410297715e-07,8.33002239347129e-11,6.690007702790831e-10,2.902350349220222e-11,5.103070662690873e-09,5.348262815616447e-13,6.583365956795691e-11,8.206448765947312e-19,6.729822822931665e-08,1.9000910149225328e-09,3.3688842789767306e-10,2.4715730492543978e-15,2.0389242209764034e-13,6.500063142008489e-16,3.2362775868155963e-12,3.3688046459624554e-11,2.1880427472688897e-18,1.210961018631301e-12,4.865889817526326e-14,1.9019691970363627e-12,2.824102090344228e-07,1.7036792593767375e-11,9.105668681170009e-15,1.57824200180694e-05,3.181932224967783e-08,1.2911241672734964e-05,3.344420389270253e-14,4.622681623726921e-12,3.032170637716247e-13,5.1601279361595835e-12,1.8121516306743812e-10
9.100763603704396e-06,0.41923709981343643,3.76,0.0,0.9394472407785678,0.9943441482974077,0.002495354173313655,0.0,1.3150212117464213e-05,0.005946543569430133,0.00010592157050961617,0.005770070445466013,1.7820728389598708e-11,9.68435107038255e-13,4.103987887826778e-05,1.7949989807125755e-05,0.002426757401987104,0.0028082415628761267,0.00017436726318422664,1.9211874800893063e-06,2.6363925114897822e-05,2.490065979225952e-05,0.001693936534644057,3.569459000421151e-05,0.0002402840825817585,3.4398737214784615e-07,7.078268702661319e-05,0.00010654629815727887,6.773682661290385e-08,4.0983758901725036e-10,5.2293160954683686e-05,1.0591455871338036e-05,1.3381493582096035e-05,2.7472074311527415e-07,1.6141200817287555e-08,2.4767066376603844e-05,0.00047185957448908714,9.573272199421437e-11,2.3047486690800746e-12,4.461383977866444e-08,4.182500293706969e-09,1.8024979064173664e-07,1.1407938488098635e-06,3.36223644384558e-11,2.984432582652105e-12,8.472142418863227e-11,2.2975611594891737e-11,2.2680510665295035e-15,6.65196280084291e-08,1.4186410178545017e-12,4.453454477316243e-10,5.950357592209039e-07,9.420505627227302e-10,5.171382464011289e-09,1.2750555910985273e-07,8.700522825169019e-11,6.92558675502298e-10,3.0460309347146127e-11,5.424776538321147e-09,5.59328346794359e-13,6.58156948340145e-11,9.006542243020085e-19,7.004575474213886e-08,2.067467945852898e-09,3.506231676109304e-10,2.6924657186178957e-15,2.2380447863143966e-13,6.821711928477416e-16,3.5161733982410864e-12,3.366531949650477e-11,2.376906442675919e-18,1.3399684658661318e-12,5.390306287841071e-14,2.012196001266597e-12,2.819492159881409e-07,1.7725042947099898e-11,9.431305874706062e-15,1.616501797035333e-05,3.176891202828163e-08,1.355108001009971e-05,3.7862745775577756e-14,4.978437443735026e-12,3.228236801258716e-13,5.304876050856224e-12,1.84926749645503e-10
9.283110170001284e-06,0.4192451072000042,3.76,0.0,0.9391706576869476,0.9942039902353729,0.002582269041629755,0.0,1.3334832237348241e-05,0.0060718368768936555,0.00010583747345242913,0.005869159212908351,1.780372433489051e-11,9.675113227126965e-13,4.116734646502692e-05,1.7924490745117093e-05,0.0024814371602771812,0.00286555585326998,0.00017684637191967988,1.9181823031328092e-06,2.6651336968522607e-05,2.5326184587382747e-05,0.0017627939114104648,3.702249769668996e-05,0.0002545971246600501,3.680632688184216e-07,7.386622768809237e-05,0.00011295495870947207,6.888802672828516e-08,4.384632213169396e-10,5.489059759316737e-05,1.0881417661175601e-05,1.4014812602885251e-05,2.842748741682468e-07,1.686120289307857e-08,2.539559315252137e-05,0.0004717930640887225,9.998314650424251e-11,2.446312336284234e-12,4.666931488579746e-08,4.394249509890245e-09,1.8741735559942805e-07,1.2096251413612276e-06,3.495400270421896e-11,3.2402990834950788e-12,9.012284761400383e-11,2.4442142727996985e-11,2.4311219719405095e-15,7.068499275781003e-08,1.4684909722231713e-12,4.681790144036222e-10,5.958955993319072e-07,9.830643892611369e-10,5.421324525056778e-09,1.3966026458798737e-07,9.078039729473062e-11,7.162998355763339e-10,3.1929993721368834e-11,5.759419085038419e-09,5.844185597509319e-13,6.579844300576684e-11,9.863548483503934e-19,7.285123178294526e-08,2.245245075757541e-09,3.646447888486109e-10,2.92730152110697e-15,2.4510436816801804e-13,7.15071708567829e-16,3.814619718181555e-12,3.3643082955019284e-11,2.5782457867264212e-18,1.4799079889522785e-12,5.956695931116702e-14,2.1264498615910994e-12,2.8149316974678985e-07,1.8426797764212975e-11,9.760478798228078e-15,1.6544354077805907e-05,3.1719039078169544e-08,1.4205560431389903e-05,4.274747749215822e-14,5.3518312413969e-12,3.4337740351864797e-13,5.450811666595941e-12,1.886220808907796e-10
9.465456736298173e-06,0.4192530902138941,3.76,0.0,0.9388926978158904,0.9940627288985707,0.002670362677552056,0.0,1.3516988035481168e-05,0.006197360543737649,0.0001057543939872179,0.005966920581689614,1.7786877215440733e-11,9.66596074284067e-13,4.129358305746793e-05,1.789930883420567e-05,0.0025362399948532575,0.0029228170166836283,0.00017927821517891925,1.915212683686673e-06,2.6934998659346448e-05,2.574581017734902e-05,0.0018328123443078128,3.8368071584938805e-05,0.0002693889712704122,3.931665334952507e-07,7.702125964410662e-05,0.00011958435385125055,7.002317936883314e-08,4.683038857654905e-10,5.755248903722032e-05,1.1170125004900585e-05,1.46718046794942e-05,2.9386190684503653e-07,1.7598084349432898e-08,2.6026576371618833e-05,0.00047172603012680313,1.0433270624925382e-10,2.5929485684529226e-12,4.879405664112265e-08,4.613169432709923e-09,1.9477922514143025e-07,1.2815255438311673e-06,3.632142637812519e-11,3.5131112416068912e-12,9.57827822844094e-11,2.5979139563644628e-11,2.6030487255801194e-15,7.500236445890625e-08,1.518578241089678e-12,4.916327433813255e-10,5.968691699647716e-07,1.0248507640757125e-09,5.676858846103656e-09,1.5265971792723757e-07,9.462470572874859e-11,7.402110487502904e-10,3.343223128128294e-11,6.107202781454137e-09,6.100966186433155e-13,6.578190188024783e-11,1.0779922382590984e-18,7.571459316246078e-08,2.4337859246384762e-09,3.789528016576396e-10,3.176577879415423e-15,2.6784657340614817e-13,7.487005780266878e-16,4.132508778967372e-12,3.362133626711877e-11,2.7926571488192295e-18,1.6314861970067003e-12,6.567183696967847e-14,2.2447917340469482e-12,2.810420876961236e-07,1.9142000487328982e-11,1.0093059672203042e-14,1.692032597077283e-05,3.166970529141622e-08,1.487452719180036e-05,4.813493270457399e-14,5.743167968898572e-12,3.649114175667963e-13,5.59791770133776e-12,1.9230107823980164e-10
9.64780330259506e-06,0.4192610486951228,3.76,0.0,0.9386133833236263,0.9939203801787203,0.002759617997751464,0.0,1.3696665486402556e-05,0.00632311712534645,0.00010567233462822556,0.006063345100511921,1.777018771809295e-11,9.656893936208142e-13,4.1418569884789114e-05,1.7874444701676696e-05,0.002591163888016904,0.0029800255996052984,0.00018166307752834929,1.9122786871097185e-06,2.7214882357466816e-05,2.6159496799051317e-05,0.001903975867769828,3.9731102429270337e-05,0.00028466026003646974,4.1930672732430843e-07,8.024787727856279e-05,0.0001264353218856859,7.114218044675922e-08,4.993703211028063e-10,6.027824948124091e-05,1.1457433315154439e-05,1.5353052963767497e-05,3.0347445073352397e-07,1.8351855082377516e-08,2.665990742875856e-05,0.0004716584801433194,1.0878145440600175e-10,2.7446850409414527e-12,5.098895399380608e-08,4.839319284557907e-09,2.0233635400457994e-07,1.3565936797908684e-06,3.772479290954741e-11,3.803693531030462e-12,1.0171019159115118e-10,2.7589055490649097e-11,2.7841667573213962e-15,7.947258271837508e-08,1.5688672467701089e-12,5.157082256413169e-10,5.979557511857641e-07,1.0673996540174565e-09,5.937932342310926e-09,1.6653941036212624e-07,9.853712181213181e-11,7.642793023646491e-10,3.4966688845281946e-11,6.468326917748223e-09,6.363620443483407e-13,6.57660694929101e-11,1.1758138379582767e-18,7.86357422607907e-08,2.633454363992753e-09,3.9354656124574623e-10,3.4407929797219982e-15,2.9208541978263427e-13,7.830503425829922e-16,4.470760113595909e-12,3.360007853560744e-11,3.0207548901829566e-18,1.7954425041378029e-12,7.22392528082713e-14,2.367281728748156e-12,2.8059598324593903e-07,1.987058866812167e-11,1.0428921843877003e-14,1.7292838959847536e-05,3.162091210998184e-08,1.555782085319362e-05,5.4063445193988435e-14,6.152735203475936e-12,3.8745944224011455e-13,5.746177373692408e-12,1.9596369502431537e-10
