Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188)
8.536947265871338e-06,0.6115362536178521,3.76,0.0,0.8923288218879476,0.9969958318943045,0.0010661768638896788,0.0,9.32234283640492e-06,0.0032690433389485083,0.00010531245535376406,0.0035110616737768284,9.224643368988762e-10,5.110455511849467e-12,3.8055921795942536e-05,1.5006706398996633e-05,0.0013376756262114297,0.0015547550615879742,9.351889124121102e-05,2.0181624150118175e-06,2.085748270661523e-05,1.0670347351277012e-05,0.0006132831172729981,1.104975762726441e-05,4.341181364635882e-05,3.572263314370051e-08,9.223088348187076e-06,2.5069220030961956e-05,3.9704482784685066e-08,2.995051299287188e-11,1.161271679268355e-05,3.8360233565318755e-06,9.363840752729353e-07,9.70129069357505e-08,1.3008449698740794e-09,1.3023430904440463e-05,0.00046526449507378975,7.675420496240447e-12,4.595791890348498e-13,1.1267302676107786e-08,1.0881285440080538e-09,6.389830340933264e-08,2.648175138157441e-07,8.34854961974641e-12,6.566261687085952e-14
8.604772255124107e-06,0.6115391247349611,3.76,0.0,0.8922713577902228,0.9969689670467237,0.0010809188876539624,0.0,9.379672268540821e-06,0.0032963783880222536,0.00010530458992635964,0.0035403820002846515,9.22366123227023e-10,5.10991167389254e-12,3.809861302750134e-05,1.5003137250358241e-05,0.0013499327261408038,0.0015679767836008834,9.418507160546486e-05,2.017605327240891e-06,2.0948176820913956e-05,1.0759602380453903e-05,0.000623842252530882,1.1230323588203083e-05,4.453472929930189e-05,3.685649517696642e-08,9.36768030558011e-06,2.571996759364157e-05,4.0034648383411596e-08,3.0900644218850155e-11,1.18440849048246e-05,3.886808474152035e-06,9.614812884441203e-07,9.864594505915273e-08,1.3216099297416798e-09,1.315988729914819e-05,0.0004652519583799994,7.797523054341118e-12,4.716519432752715e-13,1.1447744853823551e-08,1.1082388170625774e-09,6.484932184953643e-08,2.705661892665908e-07,8.472578985195913e-12,6.766583152187405e-14
8.681858091556378e-06,0.6115423870393465,3.76,0.0,0.8922059124953914,0.9969383289549693,0.0010977823866148639,0.0,9.444723779673512e-06,0.003327459526386352,0.00010529566312689927,0.003573655992416811,9.222545052362893e-10,5.109293681915165e-12,3.814709536265826e-05,1.4999085857938645e-05,0.0013638772334691096,0.0015830021158816222,9.493956205241251e-05,2.01697283144929e-06,2.1051101456354628e-05,1.0860885518853962e-05,0.0006359495554073321,1.1437077119742149e-05,4.583357226871483e-05,3.817647179681214e-08,9.534119611956828e-06,2.6472773144710573e-05,4.040929905211707e-08,3.200669507595854e-11,1.2110644511190417e-05,3.944696164023941e-06,9.906090353687295e-07,1.0051572773981893e-07,1.3455175879082955e-09,1.3315371786481471e-05,0.00046523766278458754,7.938099034166204e-12,4.856232700466081e-13,1.1655586978247775e-08,1.1314177918045767e-09,6.594048201635318e-08,2.77204128759244e-07,8.614877321839805e-12,6.999859607979398e-14
8.758943927988649e-06,0.6115456484339552,3.76,0.0,0.8921403238395768,0.9969075792373439,0.001114761207123744,0.0,9.509661490230862e-06,0.003358555447189843,0.0001052867498231318,0.0036068763440909213,9.221428958468417e-10,5.108675803671992e-12,3.819553625881628e-05,1.499503994763476e-05,0.0013778364172677365,0.0015980256527162579,9.569122670440436e-05,2.0163410441239792e-06,2.1153861229726263e-05,1.0961997487722294e-05,0.0006481699011967004,1.1645455059545053e-05,4.715663761188766e-05,3.9530205983610975e-08,9.702817442263789e-06,2.7239732757224992e-05,4.078330765752745e-08,3.3140991705820794e-11,1.2381053691042976e-05,4.002758240955572e-06,1.0203880417718204e-06,1.0240003871381138e-07,1.3697553029162316e-09,1.3471276066027703e-05,0.0004652233122451326,8.080608852908324e-12,4.998628619837995e-13,1.1866404275087856e-08,1.1549441275422058e-09,6.704274207325898e-08,2.8395435418394296e-07,8.758614688391293e-12,7.239204576211334e-14
8.83602976442092e-06,0.611548908897773,3.76,0.0,0.8920745921362647,0.9968767180953899,0.0011318551252071137,0.0,9.57448401061534e-06,0.003389666306859905,0.00010527785013127246,0.0036400423103280653,9.22031297387018e-10,5.108058047649819e-12,3.8243934634986924e-05,1.4990999589056205e-05,0.0013918102506649266,0.0016130473947625235,9.644005946123286e-05,2.015709975061504e-06,2.1256453854820267e-05,1.106293599184926e-05,0.0006605031022212076,1.1855450575272101e-05,4.8504104635756895e-05,4.0918177215337014e-08,9.873793860221143e-06,2.8020955419545114e-05,4.115666574831937e-08,3.43039333315552e-11,1.2655332010731694e-05,4.060989823668906e-06,1.050827649881942e-06,1.0429875121175818e-07,1.3943261567612638e-09,1.3627598226898584e-05,0.0004652089109782813,8.225070394438396e-12,5.143729206066749e-13,1.2080234567468449e-08,1.1788218601960113e-09,6.815626026001402e-08,2.9081821639450453e-07,8.903811580427614e-12,7.484731434212279e-14
8.913115600853191e-06,0.6115521684099249,3.76,0.0,0.8920087177020919,0.9968457457377257,0.0011490639143822495,0.0,9.639189962446473e-06,0.003420792260694017,0.0001052689641633641,0.00367315315124472,9.219197120125331e-10,5.107440422004476e-12,3.8292289413597646e-05,1.498696485073343e-05,0.0014057987064104759,0.0016280673427025208,9.718605438059957e-05,2.015079633913091e-06,2.1358877059605556e-05,1.1163698751933948e-05,0.0006729489682404839,1.206705687568627e-05,4.987615085308361e-05,4.234086430081172e-08,1.0047068882083372e-05,2.8816549179226956e-05,4.1529364921530035e-08,3.549591853346029e-11,1.293349872911793e-05,4.119386074826621e-06,1.0819372488958832e-06,1.0621173732903811e-07,1.41923322400278e-09,1.3784336346669687e-05,0.0004651944585379076,8.371501500831979e-12,5.291556372947408e-13,1.2297115645452206e-08,1.2030550058414831e-09,6.928119351091513e-08,2.977970843259256e-07,9.050488317402151e-12,7.736555112467457e-14
8.990201437285462e-06,0.6115554269496858,3.76,0.0,0.8919427008568189,0.9968146623773654,0.0011663873456787199,0.0,9.703777978847934e-06,0.0034519334628477605,0.00010526009202770877,0.0037062081321084903,9.218081417295003e-10,5.10682293287005e-12,3.834059952076815e-05,1.4982935800185269e-05,0.0014198017568775576,0.0016430854972420941,9.792920567810828e-05,2.014450030194271e-06,2.1461128586637872e-05,1.126428350513597e-05,0.0006855073064695897,1.2280267211447772e-05,5.12729519677929e-05,4.379874527893588e-08,1.0222662475898996e-05,2.9626621134859828e-05,4.190139686627065e-08,3.671734518545207e-11,1.321557279632367e-05,4.177942200735036e-06,1.1137262742274936e-06,1.0813886804620485e-07,1.444479571654006e-09,1.3941488491521785e-05,0.00046517995247468276,8.51991997182826e-12,5.442131770461961e-13,1.2517085256944724e-08,1.2276475590904122e-09,7.041769732230117e-08,3.048923451178939e-07,9.19866503102101e-12,7.994792109236754e-14
9.067287273717733e-06,0.6115586844964779,3.76,0.0,0.8918765419233033,0.9967834682248116,0.0011838251876600538,0.0,9.768246704363801e-06,0.0034830900663228815,0.00010525123382923261,0.0037392065233943428,9.216965884129008e-10,5.106205587461474e-12,3.8388863886588356e-05,1.4978912503980674e-05,0.0014338193740646478,0.001658101859110277,9.866950772723566e-05,2.0138211732930494e-06,2.1563206193339628e-05,1.136468800485601e-05,0.0006981779215968299,1.2495074875890168e-05,5.269468186062039e-05,4.5292297319136145e-08,1.0400594560772371e-05,3.0451277428059665e-05,4.2272753317890335e-08,3.7968610355356305e-11,1.3501572852522593e-05,4.236653451050568e-06,1.146204206753066e-06,1.1008001325314154e-07,1.4700682590637726e-09,1.4099052716384121e-05,0.0004651653952275645,8.670343558998556e-12,5.595476926059747e-13,1.2740181098892248e-08,1.2526034915185512e-09,7.156592562664937e-08,3.121054042301751e-07,9.348361644942889e-12,8.25956051644637e-14
9.144373110150004e-06,0.6115619410298764,3.76,0.0,0.8918102412274767,0.9967521634951503,0.0012013772064427297,0.0,9.83259479504037e-06,0.003514262222957178,0.00010524238966976169,0.0037721476008321865,9.215850538214932e-10,5.10558839307563e-12,3.8437081445320673e-05,1.4974895027781946e-05,0.0014478515295972747,0.0016731164290588597,9.940695505928783e-05,2.0131930724758537e-06,2.1665107652256413e-05,1.1464910020863799e-05,0.0007109606157995235,1.271147320567165e-05,5.4141512576947814e-05,4.682199663503794e-08,1.0580885006224474e-05,3.129062323666759e-05,4.264342606202056e-08,3.925011022920762e-11,1.3791517226917128e-05,4.295515118527631e-06,1.17938057215295e-06,1.1203504177423907e-07,1.4960023378114857e-09,1.4257027065060495e-05,0.00046515078701072385,8.822789968963426e-12,5.751613251963066e-13,1.2966440809626607e-08,1.2779267503784485e-09,7.27260306936983e-08,3.1943768553084293e-07,9.499597860644865e-12,8.530980038781172e-14
9.221458946582275e-06,0.6115651965296028,3.76,0.0,0.8917437990983093,0.9967207484077821,0.0012190431657234913,0.0,9.89682091868901e-06,0.003545450083410299,0.00010523355964836616,0.003805030645473592,9.214735396164774e-10,5.104971355747006e-12,3.8485251135657966e-05,1.4970883436397645e-05,0.0014618981947306106,0.0016881292078618308,0.00010014154236332202,2.012565736895052e-06,2.1766830751438566e-05,1.1564947339801399e-05,0.0007238551887668907,1.2929455581698486e-05,5.5613614309716856e-05,4.8388318363007436e-08,1.0763553631281973e-05,3.214476276520167e-05,4.301340696475972e-08,4.056224002147587e-11,1.408542393634256e-05,4.354522538662553e-06,1.2132649399681998e-06,1.140038213892437e-07,1.5222848515665336e-09,1.4415409570410988e-05,0.00046513612606053663,8.977276863480788e-12,5.910561926825735e-13,1.3195901958639656e-08,1.3036212569015623e-09,7.389816299251102e-08,3.268906314170986e-07,9.65239314261101e-12,8.809172017125163e-14
9.298544783014546e-06,0.6115684509755406,3.76,0.0,0.891677215867785,0.9966892231803933,0.0012368228267993155,0.0,9.960923754911581e-06,0.0035766537971538602,0.00010522474386156274,0.003837854943739241,9.21362047371927e-10,5.104354481698935e-12,3.853337190090949e-05,1.4966877793814615e-05,0.0014759593403514321,0.0017031401963150204,0.00010087326448606145,2.0119391755931887e-06,2.1868373294664038e-05,1.1664797765220217e-05,0.0007368614377167083,1.3149015429761187e-05,5.711115538753227e-05,4.999173647629584e-08,1.0948620203826968e-05,3.301379923817815e-05,4.338268795730209e-08,4.190539390006236e-11,1.438331068433515e-05,4.413671089440131e-06,1.24786692291529e-06,1.1598621885954831e-07,1.5489188359870694e-09,1.4574198254485167e-05,0.0004651214146460523,9.133821855122563e-12,6.072343943280637e-13,1.3428602039128644e-08,1.329690905158192e-09,7.508247110893284e-08,3.344657028831782e-07,9.806766707100946e-12,9.094259449129638e-14
9.375630619446817e-06,0.6115717043477213,3.76,0.0,0.8916104918708739,0.9966575880345213,0.0012547159485898052,0.0,1.0024901995122484e-05,0.0036078735124606786,0.00010521594240350188,0.003870619787470919,9.212505785846414e-10,5.103737778123746e-12,3.858144268920168e-05,1.4962878163227167e-05,0.0014900349369803723,0.001718149395235748,0.00010160211643178523,2.0113133975068394e-06,2.1969733101678283e-05,1.1764459117564387e-05,0.00074997915741404,1.3370146221229409e-05,5.8634302261741225e-05,5.1632723691524055e-08,1.1136104439873824e-05,3.3897834892857164e-05,4.3751261007794556e-08,4.327996489244131e-11,1.4685194860118964e-05,4.472956191056781e-06,1.2831961761242612e-06,1.1798209994990144e-07,1.5759073186044152e-09,1.4733391128671038e-05,0.00046510665348423153,9.292442508500931e-12,6.236980192080283e-13,1.3664578460485178e-08,1.356139560851777e-09,7.627910165361329e-08,3.421643795943069e-07,9.962737506062777e-12,9.386367010783563e-14
9.452716455879087e-06,0.6115749566263398,3.76,0.0,0.891543627445506,0.9966258431990958,0.0012727222876572832,0.0,1.008875434275952e-05,0.0036391093763955226,0.00010520715536611419,0.003903324473975836,9.211391346827452e-10,5.103121250495473e-12,3.862946245360052e-05,1.4958884607057144e-05,0.00150412495477399,0.0017331568054625374,0.00010232809336220309,2.0106884114696896e-06,2.207090800843518e-05,1.1863929234619318e-05,0.00076320814018827,1.3592841473638144e-05,6.018321949536349e-05,5.331175138440268e-08,1.1326026002934821e-05,3.4796970973001434e-05,4.4119118170377664e-08,4.4686344832936e-11,1.4991093537782723e-05,4.532373305676498e-06,1.3192623964561192e-06,1.1999132945301925e-07,1.603253318724651e-09,1.4892986193829219e-05,0.0004650918381831096,9.4531563434235e-12,6.404491312152912e-13,1.3903868541184321e-08,1.3829710603886649e-09,7.748819919850862e-08,3.499881599316221e-07,1.0120324223003398e-11,9.685621070884662e-14
9.529802292311358e-06,0.6115782077917445,3.76,0.0,0.8914766229325406,0.9965939888979692,0.001290841598230259,0.0,1.015247951328804e-05,0.003670361534804353,0.0001051983828392706,0.003935968306079015,9.210277170341016e-10,5.1025049038464655e-12,3.867743015225891e-05,1.4954897186980702e-05,0.0015182293635272,0.0017481624278547815,0.0001030511905963031,2.0100642262161176e-06,2.217189586730676e-05,1.1963205971525772e-05,0.0007765481759527634,1.381709475138278e-05,6.175806975021748e-05,5.5029289491962737e-08,1.1518404503277262e-05,3.571130772162392e-05,4.448625158585492e-08,4.612492428573531e-11,1.5301023475329358e-05,4.591917937147603e-06,1.3560753217056792e-06,1.2201377121286702e-07,1.630959847313679e-09,1.505298144044969e-05,0.00046507697168826406,9.615980827597553e-12,6.574897735681783e-13,1.4146509500950578e-08,1.4101892097488132e-09,7.870990619452673e-08,3.5793856105227814e-07,1.0279545264253852e-11,9.992149715943174e-14
9.60688812874363e-06,0.6115814578244474,3.76,0.0,0.8914094786757402,0.9965620253553453,0.00130907363222609,0.0,1.0216076234099772e-05,0.0037016301323042735,0.000105189624910917,0.003968550592172792,9.209163269527947e-10,5.1018887459019545e-12,3.872534474861632e-05,1.4950915963950513e-05,0.001532348132675656,0.0017631662632924497,0.00010377140361017879,2.009440850383861e-06,2.2272694547244566e-05,1.2062287200529037e-05,0.0007899990522238612,1.4042899666348717e-05,6.335901377497294e-05,5.678580641897797e-08,1.1713259497215866e-05,3.6640944374235755e-05,4.485265340600724e-08,4.759609243354357e-11,1.56150011138016e-05,4.651585630733535e-06,1.3936447298333729e-06,1.2404928814930707e-07,1.6590299068782295e-09,1.5213374848803419e-05,0.00046506205883775886,9.780933375843307e-12,6.748219882777853e-13,1.4392538453276523e-08,1.4377977835427752e-09,7.994436290856102e-08,3.6601711892841573e-07,1.0440418742719676e-11,1.0306082777890621e-13
9.6839739651759e-06,0.6115847067051201,3.76,0.0,0.8913421950217366,0.996529952810941,0.0013274181392747414,0.0,1.0279543244918084e-05,0.00373291531227327,0.00010518088166719954,0.004001070646265922,9.208049657071234e-10,5.101272782375503e-12,3.8773205211526994e-05,1.4946940998208657e-05,0.0015464812312982895,0.0017781683126758038,0.00010448872803683974,2.0088182925163534e-06,2.2373301934069636e-05,1.216117081181421e-05,0.0008035605541413113,1.4270249878562538e-05,6.498621039295584e-05,5.8581768943243363e-08,1.1910610486377496e-05,3.7585979151948026e-05,4.5218315862253136e-08,4.91002370206739e-11,1.5933042576418355e-05,4.711371972836127e-06,1.43198043816455e-06,1.2609774228120238e-07,1.687466491351906e-09,1.537416438910096e-05,0.0004650470911770255,9.948031360332523e-12,6.924477866010123e-13,1.4641992398173935e-08,1.4658005240422496e-09,8.119170735558632e-08,3.742253883885059e-07,1.0602962473202777e-11,1.0627551847074623e-13
9.761059801608171e-06,0.6115879544145976,3.76,0.0,0.8912747723200051,0.9964977714980154,0.0013458748667413434,0.0,1.034287929788542e-05,0.003764217216840949,0.00010517215319255277,0.0040335277880291535,9.206936345247869e-10,5.100657016149131e-12,3.8821010515328266e-05,1.4942972349300308e-05,0.0015606286281197566,0.0017931685769251543,0.00010520315966600049,2.0081965610646225e-06,2.2473715930669854e-05,1.2259854713716079e-05,0.0008172324644874352,1.4499139096778832e-05,6.6639816491169e-05,6.041764212767185e-08,1.2110476917019976e-05,3.854650925523465e-05,4.558323132504374e-08,5.063774430799159e-11,1.6255163667870163e-05,4.771272590738944e-06,1.4710923026323762e-06,1.28158994750805e-07,1.7162725859970384e-09,1.553534802164309e-05,0.00046503206891074125,1.0117292100619274e-11,7.103691441629053e-13,1.4894908215474763e-08,1.494201140407595e-09,8.245207525216448e-08,3.8256494313555406e-07,1.0767193974375072e-11,1.0956690291850726e-13
9.838145638040442e-06,0.6115912009338799,3.76,0.0,0.8912072109228328,0.9964654816385854,0.0013644435597492733,0.0,1.0406083157073097e-05,0.0037955359868792654,0.00010516343956976993,0.004065921342842854,9.205823345947546e-10,5.1000414553533515e-12,3.886875964003632e-05,1.4939010076091176e-05,0.0015747902915129784,0.0018081670569806312,0.00010591469444384347,2.007575664388726e-06,2.2573934457044427e-05,1.2358336831645676e-05,0.0008310145637062852,1.4729561079058252e-05,6.831998700939909e-05,6.229388923232777e-08,1.2312878179336765e-05,3.9522630857732324e-05,4.594739214530181e-08,5.2208998935826976e-11,1.6581379873589693e-05,4.831283152349149e-06,1.5109902170059686e-06,1.3023290584850178e-07,1.745451167283635e-09,1.5696923696974828e-05,0.0004650170056682744,1.0288732853668161e-11,7.285880564138816e-13,1.5151322658228077e-08,1.5230033079156842e-09,8.372559996892624e-08,3.9103737576411466e-07,1.0933130448891154e-11,1.1293633296813379e-13
9.915231474472713e-06,0.611594446244133,3.76,0.0,0.8911395111852909,0.9964330834824452,0.0013831239612029688,0.0,1.0469153598999196e-05,0.0038268717619936838,0.0001051547408800767,0.004098250641839315,9.204710670726412e-10,5.0994261076893534e-12,3.891645157148061e-05,1.4935054236768963e-05,0.0015889661895016807,0.0018231637538019688,0.00010662332847276973,2.0069556107588675e-06,2.267395545057445e-05,1.2456615109180461e-05,0.0008449066299236256,1.4961509633300977e-05,7.002687492989969e-05,6.421097162801248e-08,1.251783360677943e-05,4.051443910034827e-05,4.631079070465038e-08,5.381438386732674e-11,1.691170635908622e-05,4.891399365946284e-06,1.5516841121289096e-06,1.3231933503738333e-07,1.7750052027773844e-09,1.5858889356037758e-05,0.0004650018894636945,1.0462370836531943e-11,7.471064938703677e-13,1.5411272346274966e-08,1.5522106673354615e-09,8.50124124968235e-08,3.996442977612188e-07,1.1100788779608525e-11,1.163851787151545e-13
9.992317310904984e-06,0.6115976903266889,3.76,0.0,0.8910716734652037,0.9964005772802441,0.0014019158118113745,0.0,1.0532089413197632e-05,0.003858224680514365,0.00010514605720319804,0.004130515021944959,9.203598330865226e-10,5.098810972745674e-12,3.896408530127926e-05,1.4931104888847617e-05,0.001603156289763015,0.0018381586683682855,0.00010732905801113005,2.006336408356664e-06,2.2773776866318424e-05,1.2554687509345451e-05,0.0008589084389674549,1.519497861780767e-05,7.176063126705576e-05,6.616934870897905e-08,1.2725362475374165e-05,4.1522028085348676e-05,4.667341962078044e-08,5.545428039978122e-11,1.7246157969388808e-05,4.951616979927306e-06,1.5931839551383715e-06,1.344181409760531e-07,1.8049376510543087e-09,1.6021242930326386e-05,0.00046498670959482834,1.0638223220196778e-11,7.659263481021093e-13,1.567479375983144e-08,1.5818268242697982e-09,8.631264141148118e-08,4.08387339506737e-07,1.1270185544994296e-11,1.1991482856030014e-13
9.999999999999997e-06,0.61160093316305,3.76,0.0,0.891064904933698,0.9963973316671604,0.0014037947815825416,0.0,1.0538354429850078e-05,0.0038613503850454855,0.0001051451925782108,0.004133727039042468,9.20348748933559e-10,5.09874967781179e-12,3.8968829445356125e-05,1.4930711638619565e-05,0.0016045713100872824,0.0018396530251309285,0.00010739923459683305,2.006274743075088e-06,2.278371446157434e-05,1.2564450445646105e-05,0.0008603099214845966,1.5218330173007941e-05,7.193490258227043e-05,6.63668090068287e-08,1.2746187407765165e-05,4.162331685533365e-05,4.670951823825641e-08,5.561962493408754e-11,1.7279717392459363e-05,4.957623907835597e-06,1.5973645469406653e-06,1.3462798932587961e-07,1.8079416906765187e-09,1.6037444927773734e-05,0.00046498519401521997,1.0655871388490977e-11,7.678186030351086e-13,1.570125449949623e-08,1.5848010300669557e-09,8.644296758873097e-08,4.092662289825393e-07,1.1287164207654324e-11,1.2027108962540597e-13
1.0069403147337255e-05,0.61160093316305,3.76,0.0,0.8910036981231156,0.9963679632441313,0.0014208188501136244,0.0,1.0594889401029857e-05,0.0038895948794867756,0.00010513738861739943,0.00416271382593132,9.202486337349386e-10,5.098196059679527e-12,3.9011659827078354e-05,1.4927162089191557e-05,0.0016173605596304542,0.0018531518016778599,0.00010803187947289532,2.005718065276042e-06,2.2873396676899928e-05,1.2652552012004547e-05,0.0008730197643889115,1.5429961941848616e-05,7.352140505654499e-05,6.816947779962335e-08,1.2935484002976875e-05,4.254549087013768e-05,4.703527144430246e-08,5.71290679613013e-11,1.7584749228400383e-05,5.011931782532506e-06,1.6354997486151126e-06,1.3652918154491126e-07,1.835251461570794e-09,1.618398234205866e-05,0.00046497149597992955,1.0816307093655039e-11,7.850495681713751e-13,1.594192323285178e-08,1.6118553485522433e-09,8.762641284495301e-08,4.172681502604976e-07,1.1441336992212005e-11,1.2352668981102582e-13
1.0146488983769526e-05,0.6116041747348862,3.76,0.0,0.8909355855222669,0.9963352416365744,0.001439832812498612,0.0,1.0657552376323414e-05,0.003920982494664762,0.00010512873519953001,0.004194846402447755,9.201374700927555e-10,5.097581374116891e-12,3.905917415255932e-05,1.4923225894007971e-05,0.001631578966096061,0.0018681431547479701,0.00010873178942738406,2.0051005895243994e-06,2.297281287270386e-05,1.2750206615290278e-05,0.0008872403774796319,1.566645356607578e-05,7.530934334741343e-05,7.021181408358873e-08,1.314821734870345e-05,4.358491946268674e-05,4.7396338790589595e-08,5.883912410675681e-11,1.792749433845862e-05,5.072339601637821e-06,1.67864152992569e-06,1.3865231386682725e-07,1.865949574536577e-09,1.634710550430835e-05,0.0004649562303210615,1.0996639518197947e-11,8.044780804044396e-13,1.621269694820324e-08,1.6422997738541465e-09,8.895385046897231e-08,4.2628839814408496e-07,1.1614259039927403e-11,1.2722218879271229e-13
1.0215866236558569e-05,0.6116070910533622,3.76,0.0,0.8908741671276316,0.996305700426153,0.0014570399991449695,0.0,1.07138309388501e-05,0.0039492463503349035,0.00010512096015443802,0.004223708563246312,9.200374542169542e-10,5.09702835398394e-12,3.910188475577161e-05,1.4919689011089054e-05,0.0016443875911522179,0.001881633851262285,0.00010935921633721108,2.0045456094621545e-06,2.3062111712002425e-05,1.2837914656173288e-05,0.0009001321793853966,1.5880580674761852e-05,7.694183338665306e-05,7.208637831588165e-08,1.3341926251572646e-05,4.453413115685115e-05,4.772062269254414e-08,6.040863980708645e-11,1.8239527958971615e-05,5.126782751450363e-06,1.7181836760824025e-06,1.4057335273151693e-07,1.8939088774160798e-09,1.649424272491997e-05,0.00046494244024818435,1.1160875266984023e-11,8.222262748692665e-13,1.6459538898159086e-08,1.6700582430645418e-09,9.01603291446349e-08,4.345272338695484e-07,1.1771415647393518e-11,1.3062084215000998e-13
1.0285243489347612e-05,0.6116100063197444,3.76,0.0,0.8908126381183173,0.9962760724578511,0.001474336623899269,0.0,1.0769996724702526e-05,0.003977524519167769,0.00010511319751062252,0.00425251609051979,9.199374688717107e-10,5.09647552534742e-12,3.9144545077252875e-05,1.4916157562843602e-05,0.0016572076153040433,0.0018951231073898224,0.00010998427999005083,2.0039913440672635e-06,2.315124257085118e-05,1.2925449640991162e-05,0.0009131121473693527,1.6095920327454814e-05,7.85965485461195e-05,7.399582591084526e-08,1.3537780080752909e-05,4.5496414411789545e-05,4.8044260037809195e-08,6.200729980104077e-11,1.855494734152658e-05,5.181294910960451e-06,1.7584103948163771e-06,1.4250396442644858e-07,1.9221839695782146e-09,1.664168755183696e-05,0.0004649286134041982,1.1326958462993015e-11,8.402245967635727e-13,1.670938801707672e-08,1.6981589488091583e-09,9.137806226150688e-08,4.428816226805756e-07,1.1930030223451489e-11,1.3408947935305144e-13
1.0354620742136655e-05,0.6116129205210339,3.76,0.0,0.8907509987646018,0.9962463579131012,0.0014917224902184255,0.0,1.0826048895415546e-05,0.004005817097412116,0.00010510544732131301,0.004281268521807592,9.198375147972821e-10,5.095922893183427e-12,3.9187154403715585e-05,1.4912631588902338e-05,0.0016700390137905047,0.0019086109239108808,0.00011060697820631364,2.0034377989982646e-06,2.3240204021939745e-05,1.3012810149004579e-05,0.0009261801100929213,1.6312468230162724e-05,8.027359186029441e-05,7.594048391250007e-08,1.3735792678503704e-05,4.647183409967644e-05,4.8367245584655467e-08,6.363537514674409e-11,1.88737621697812e-05,5.235873120048002e-06,1.7993290724741787e-06,1.444440433261393e-07,1.9507769748826367e-09,1.6789438445329743e-05,0.0004649147506360989,1.149490142110639e-11,8.584744275114311e-13,1.6962270344356646e-08,1.726604390203347e-09,9.260713480885676e-08,4.5135281970498005e-07,1.2090113690724142e-11,1.3762918028945928e-13
1.0423997994925698e-05,0.6116158336443378,3.76,0.0,0.8906892493384521,0.9962165569862436,0.0015091974002095822,0.0,1.0881986621240742e-05,0.0040341241804493526,0.0001050977096388943,0.004309965398604734,9.197375927233024e-10,5.095370459290511e-12,3.9229712026060975e-05,1.4909111128470716e-05,0.0016828817616336411,0.0019220973016177525,0.00011122730890741699,2.002884979858227e-06,2.332899465007488e-05,1.3099994772675012e-05,0.00093933589478844,1.6530220123797315e-05,8.197306503767797e-05,7.792067775044772e-08,1.393597784684822e-05,4.746045439105983e-05,4.868957419728378e-08,6.529313554008465e-11,1.9195981915400438e-05,5.29051444397734e-06,1.840947116220538e-06,1.4639348336934799e-07,1.979690010875936e-09,1.6937493860073767e-05,0.0004649008412065212,1.1664716428539606e-11,8.769770837955449e-13,1.7218211805977135e-08,1.7553970416347736e-09,9.384763013536972e-08,4.5994209235482707e-07,1.2251676761851374e-11,1.412410377369565e-13
1.0504675677478293e-05,0.6116192198956091,3.76,0.0,0.8906173038686109,0.9961817935726175,0.0015296304060599868,0.0,1.0946890682328071e-05,0.004067060394772307,0.00010508872741030309,0.004343266064137299,9.196214361583841e-10,5.094728297307512e-12,3.927913563824032e-05,1.4905024227251851e-05,0.0016978306243358994,0.0019377785832441726,0.00011194570143995382,2.0022430357159745e-06,2.3432031146981992e-05,1.3201157318588764e-05,0.0009547447566537912,1.6784948800717942e-05,8.397769546095475e-05,8.026853180926253e-08,1.4171520383258278e-05,4.8626789974479113e-05,4.906357198336398e-08,6.725860545168899e-11,1.957498029367758e-05,5.354131470187939e-06,1.8902334303429334e-06,1.4867208688271666e-07,2.0137177783115114e-09,1.7110046008424972e-05,0.00046488461824163507,1.1864562044566856e-11,8.98813203782024e-13,1.7519723336658977e-08,1.7893194439156377e-09,9.530465547717553e-08,4.7008060647806387e-07,1.2441430477564643e-11,1.455334186124412e-13
1.0585353360030887e-05,0.6116226046519614,3.76,0.0,0.890545210351197,0.9961469138776694,0.0015501832405338482,0.0,1.1011637591902469e-05,0.00410001649881355,0.00010507976224408801,0.004376490280929593,9.195053249499752e-10,5.094086415268569e-12,3.932848727702195e-05,1.490094489466087e-05,0.0017127947606996776,0.0019534579215366933,0.00011266088677489265,2.0016020893737252e-06,2.353483255759396e-05,1.3302077957438762e-05,0.0009702718681444417,1.704129334006194e-05,8.601294902864146e-05,8.266538495288293e-08,1.441004106306392e-05,4.981116111723598e-05,4.943666648763906e-08,6.926500036934907e-11,1.9958609850762515e-05,5.417825380376201e-06,1.940487255526327e-06,1.5096303730925665e-07,2.0481844865488455e-09,1.7283005415083723e-05,0.0004648683422012924,1.2066974965417379e-11,9.209950503818432e-13,1.782544701173101e-08,1.8237184988814807e-09,9.677736397578843e-08,4.803825582214759e-07,1.2633215374400877e-11,1.499266343621149e-13
