Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64)
7.760957545813573e-10,0.3420057914338597,3.76,0.0,0.846698493970638,0.9994126079726361,7.145952931822126e-15,0.0,7.164697285835306e-13,5.469723177970721e-07,5.461930572760341e-07,1.3025602358566152e-08,7.45270659254554e-15,2.1900861692007965e-14,7.758782682348557e-10,7.74526732955988e-10,1.4655426398149738e-09,3.6282427176640044e-12,1.3024668100202819e-08,3.5151120619183603e-12,1.4108383842443027e-12,1.017253978713515e-12,3.7464195319282005e-13,2.04917883252486e-19,1.5535453023786334e-18,6.018005402244089e-21,1.4635953749964108e-09,6.222687578166056e-19,6.599739017640303e-14,6.123179888360858e-25,9.436626959903343e-13,1.6314770327854558e-13,1.9828090136823587e-17,3.5587884351666896e-19,5.909924920900877e-16,1.92709690809471e-14,0.0005873782215706671,3.7855721582239675e-16,4.154986431073495e-28,6.621878325158973e-19,9.897719794406299e-21,2.4612052630766674e-20,4.317446574216697e-17,3.870752057616299e-25,2.833158845372074e-27,1.769915855691701e-25
7.921361683483181e-10,0.3420057921253071,3.76,0.0,0.8466984823662242,0.999411673843379,7.667372920838182e-15,0.0,7.542538960175415e-13,5.582771906608088e-07,5.574653985422414e-07,1.3294842642575428e-08,7.826304684735624e-15,2.2610761234593242e-14,8.082117038228964e-10,8.067780784244813e-10,1.4959151575753172e-09,3.85754335318846e-12,1.3293825052235925e-08,3.73474643641949e-12,1.4777036250294064e-12,1.0594232759866609e-12,3.9068504788791895e-13,2.22280544116645e-19,1.6209756010122184e-18,6.397989059649076e-21,1.493844929717034e-09,6.545494965144451e-19,6.835686130904035e-14,6.633200075856944e-25,9.83051248048164e-13,1.6996037801641178e-13,2.108271979401005e-17,3.7162271530142964e-19,6.206329297577881e-16,2.0077877243402845e-14,0.0005883120490586407,3.8893098038842516e-16,4.466268108948757e-28,7.040504635944119e-19,1.0524610822541227e-20,2.6189183442924163e-20,4.498568977701157e-17,4.1969748214452915e-25,3.0184370193795693e-27,1.8820990652505218e-25
8.081765821152789e-10,0.34200579281675486,3.76,0.0,0.8466984707618053,0.9994108121775462,8.21603093035141e-15,0.0,7.932899477683404e-13,5.695820639094896e-07,5.687370753083586e-07,1.3564087298169927e-08,8.210394515589785e-15,2.3325792860178548e-14,8.412023790549914e-10,8.396834216563113e-10,1.5262927338252368e-09,4.096292837277202e-12,1.3562981853906465e-08,3.963228247335333e-12,1.5464237405239832e-12,1.1024363456593881e-12,4.0707697066241844e-13,2.4072299294335805e-19,1.6899417549075582e-18,6.793635742828344e-21,1.5240944779454045e-09,6.878776072882264e-19,7.074407156793823e-14,7.173984476179775e-25,1.0232443181689356e-12,1.7691237655805843e-13,2.238917469654473e-17,3.877421144172764e-19,6.510530282752172e-16,2.0901473252456266e-14,0.0005891734124558249,3.9932641438767727e-16,4.79430762085115e-28,7.476393144767362e-19,1.1177447349112985e-20,2.7833097462770636e-20,4.683446303090496e-17,4.5432396796171915e-25,3.2115625124797094e-27,1.9989338863261352e-25
8.242169958822397e-10,0.3420057935082033,3.76,0.0,0.8466984591573808,0.9994100173519975,8.7928214650658e-15,0.0,8.335968072073041e-13,5.808869375671627e-07,5.800080876123706e-07,1.3833336471704125e-08,8.605031224683567e-15,2.4045771956791826e-14,8.748501282732825e-10,8.732425351798624e-10,1.5566754703552546e-09,4.344680818874204e-12,1.3832138530926879e-08,4.200723095641243e-12,1.6170181661065883e-12,1.1462924563299956e-12,4.238182941643256e-13,2.6028901243450086e-19,1.7604500423809244e-18,7.205261488329607e-21,1.5543440196814947e-09,7.22268678105468e-19,7.315845817312925e-14,7.746702236067725e-25,1.0642418593865915e-12,1.8400369797354325e-13,2.3748502652324412e-17,4.042391362726469e-19,6.822538761015803e-16,2.174176849609638e-14,0.000589967934902375,4.097422766449839e-16,5.139675018924289e-28,7.929891116017745e-19,1.1856757024508535e-20,2.954524441385882e-20,4.8720805432397554e-17,4.910335988311522e-25,3.412693300725846e-27,2.1205156328811e-25
8.402574096492006e-10,0.34200579419965216,3.76,0.0,0.8466984475529505,0.9994092841799422,9.398652443644685e-15,0.0,8.751933812036883e-13,5.921918116583207e-07,5.912784354923078e-07,1.4102590308511117e-08,9.010267919514535e-15,2.4770520503077873e-14,9.091547857907125e-10,9.074551915396015e-10,1.5870634689304683e-09,4.6028968809526356e-12,1.4101295107552953e-08,4.447396071089535e-12,1.6895063304787018e-12,1.1909908776590382e-12,4.4090957972416393e-13,2.8102324911563546e-19,1.8325067422389814e-18,7.63318231957804e-21,1.5845935549252762e-09,7.577383010929003e-19,7.559946982731029e-14,8.352541068612454e-25,1.1060438246764686e-12,1.9123434134586104e-13,2.5161751408039014e-17,4.2111587352849045e-19,7.14236474930841e-16,2.259877459955899e-14,0.0005907008031892795,4.2017742060982377e-16,5.502949339391221e-28,8.401345730941918e-19,1.2563067593635944e-20,3.132707789821312e-20,5.0644736909074156e-17,5.29906721903253e-25,3.6219873371540944e-27,2.246939679875055e-25
8.562978234161614e-10,0.3420057948911015,3.76,0.0,0.8466984359485146,0.9994086078770784,1.003444518701008e-14,0.0,9.180985601314423e-13,6.034966862079006e-07,6.025481189862459e-07,1.4371848953014129e-08,9.426155748048169e-15,2.5499866832955744e-14,9.441161858918094e-10,9.423211632966176e-10,1.617456831290545e-09,4.871130540519613e-12,1.4370451606696713e-08,4.703411753589053e-12,1.7639076556628566e-12,1.2365308803657204e-12,4.583513775882135e-13,3.029712129910039e-19,1.9061181337911923e-18,8.07771424720705e-21,1.6148430836767227e-09,7.943020725353017e-19,7.806656648205338e-14,8.992707091763887e-25,1.1486501669558865e-12,1.9860430577021944e-13,2.662996864909567e-17,4.383744161044987e-19,7.470017463080645e-16,2.3472503425234708e-14,0.0005913768016179471,4.306307871366339e-16,5.884718600119998e-28,8.891104088008456e-19,1.3296906896105118e-20,3.31800553968573e-20,5.2606277387575985e-17,5.71025090052167e-25,3.8396025694860005e-27,2.378301464229685e-25
8.723382371831222e-10,0.3420057955825516,3.76,0.0,0.8466984243440727,0.9994079840303625,1.070113440664703e-14,0.0,9.623312178764788e-13,6.14801561241282e-07,6.138171381323042e-07,1.4641112548829259e-08,9.852743968674138e-15,2.623364540869135e-14,9.797341628336848e-10,9.778402230293794e-10,1.6478556591497177e-09,5.1495712486211305e-12,1.4639608050030552e-08,4.9689342145812405e-12,1.840241557001288e-12,1.2829117362249508e-12,4.76144227147173e-13,3.261792772000506e-19,1.9812904968622538e-18,8.539173269389488e-21,1.6450926059358067e-09,8.31975592874351e-19,8.05592191088281e-14,9.668424668258888e-25,1.1920608390850107e-12,2.0611359035336974e-13,2.8154201999543776e-17,4.560168511853314e-19,7.805505377409927e-16,2.436296707258266e-14,0.0005920003432324657,4.411013978162582e-16,6.285579797814233e-28,9.399513203272649e-19,1.4058802866410154e-20,3.510563827034771e-20,5.4605446793622916e-17,6.14471856114048e-25,4.065696956369738e-27,2.5146964857937704e-25
8.88378650950083e-10,0.3420057962740022,3.76,0.0,0.8466984127396245,0.9994074085691981,1.1399668192913268e-14,0.0,1.0079102118443639e-12,6.26106436784285e-07,6.250854929686454e-07,1.4910381238860153e-08,1.0290080017665716e-14,2.6971696602082235e-14,1.0160085508472179e-09,1.0140121433346768e-09,1.6782600541967806e-09,5.438408390347255e-12,1.49087644580833e-08,5.2441270184127275e-12,1.918527443155052e-12,1.330132718064968e-12,4.942886571603195e-13,3.5069467767548804e-19,2.0580301118045494e-18,9.0178753721693e-21,1.6753421217025022e-09,8.707744667074969e-19,8.307690947473063e-14,1.0380936246961587e-24,1.2362757938679426e-12,2.1376219421299094e-13,2.973549902200133e-17,4.740452632268416e-19,8.148836283454601e-16,2.527017787804878e-14,0.0005925754986288255,4.515883488163489e-16,6.7061389048268515e-28,9.926920010741915e-19,1.4849283534113488e-20,3.710529175931272e-20,5.664226505203548e-17,6.603315671720352e-25,4.3004284822298285e-27,2.656220308308341e-25
9.044190647170438e-10,0.3420057969654532,3.76,0.0,0.8466984011351703,0.9994068777388635,1.2131008003354436e-14,0.0,1.0548543829684017e-12,6.374113128631704e-07,6.363531835334752e-07,1.517965516538524e-08,1.0738209574231364e-14,2.7713866483463327e-14,1.052939184138379e-09,1.0508366968287205e-09,1.7086701180950862e-09,5.737831284837603e-12,1.517792085032882e-08,5.52915322370454e-12,1.998784716103571e-12,1.378193099765479e-12,5.1278518597524e-13,3.7656551280291587e-19,2.1363432595106423e-18,9.514136529793826e-21,1.7055916309767828e-09,9.107143027868444e-19,8.56191299228177e-14,1.1131502205603416e-24,1.2812949840539946e-12,2.2155011647712014e-13,3.137490721758279e-17,4.924617339622971e-19,8.500017340601834e-16,2.6194148414987954e-14,0.0005931060225288364,4.620908051919037e-16,7.147010865598344e-28,1.0473671362741934e-18,1.566887702403195e-20,3.9180484984998336e-20,5.871675208675716e-17,7.086901588875704e-25,4.5439551707977464e-27,2.802968560371924e-25
9.204594784840046e-10,0.3420057976569049,3.76,0.0,0.8466983895307096,0.9994063880759997,1.2896128651025209e-14,0.0,1.1031825557180841e-12,6.487161895046365e-07,6.476202098650394e-07,1.5448934470138064e-08,1.1197176623244442e-14,2.846000661825348e-14,1.0905258968896767e-09,1.0883136561483562e-09,1.7390859524825394e-09,6.0480291852871484e-12,1.544707724526772e-08,5.82417538471796e-12,2.081032771144553e-12,1.4270921562562416e-12,5.316343217432128e-13,4.0384074308201025e-19,2.2162362214257954e-18,1.0028272705046727e-20,1.7358411337586237e-09,9.518107140180617e-19,8.818538315694706e-14,1.192140069491124e-24,1.327118362339118e-12,2.2947735628362813e-13,3.3073474025828714e-17,5.112683424086024e-19,8.859055124637177e-16,2.713489149358935e-14,0.0005935953782918106,4.726079956301105e-16,7.608819592723633e-28,1.1040114030283588e-18,1.6518111556424934e-20,4.1332690949820715e-20,6.082892782087662e-17,7.5963494987771665e-25,4.7964350973971576e-27,2.9550369364058786e-25
9.364998922509654e-10,0.3420057983483571,3.76,0.0,0.8466983779262426,0.999405936386,1.3696018292816494e-14,0.0,1.1529135381078772e-12,6.600210667358194e-07,6.588865720016251e-07,1.57182192943813e-08,1.166702351573375e-14,2.920997387077251e-14,1.1287685232616946e-09,1.1264427939523793e-09,1.7695076589715963e-09,6.369191278952427e-12,1.571623366050275e-08,6.129355552717069e-12,2.1652909968942415e-12,1.4768291635160373e-12,5.508365626303097e-13,4.32570190789291e-19,2.297715279560529e-18,1.0560599849581708e-20,1.766090630047999e-09,9.940793174593042e-19,9.077518203102737e-14,1.2751927484111833e-24,1.373745881367448e-12,2.3754391277973467e-13,3.483224682463734e-17,5.304671648725193e-19,9.225955672239336e-16,2.8092420160804168e-14,0.0005940467605239461,4.831392075963492e-16,8.0921979626538e-28,1.16265947034308e-18,1.7397515447184723e-20,4.3563386537925716e-20,6.297881217664992e-17,8.132546361381378e-25,5.058026400057463e-27,3.1125211976198296e-25
9.525403060179263e-10,0.34200579903980993,3.76,0.0,0.8466983663217686,0.999405519722157,1.4531678417789012e-14,0.0,1.2040661217063244e-12,6.713259445842903e-07,6.701522699815581e-07,1.5987509778974948e-08,1.2147791027215006e-14,2.9963630215068085e-14,1.1676668973947006e-09,1.1652238829229276e-09,1.7999353391492586e-09,6.701506687158095e-12,1.5985390112808353e-08,6.444855277328024e-12,2.251578775287977e-12,1.5274033985719828e-12,5.703923970242984e-13,4.62804539642483e-19,2.380786716503224e-18,1.1111433904256987e-20,1.7963401198448845e-09,1.0375357343201613e-18,9.338804934258423e-14,1.3624395807801204e-24,1.4211774937329458e-12,2.4574978512156243e-13,3.6652272930198243e-17,5.500602749568896e-19,9.600724522080828e-16,2.9066747700275405e-14,0.0005944631159331843,4.936837828506801e-16,8.597787811040386e-28,1.2233459991669303e-18,1.830761710802907e-20,4.587405251575558e-20,6.516642507552304e-17,8.696392855113933e-25,5.328887289528039e-27,3.2755171729771936e-25
9.84621133551848e-10,0.34200580042271755,3.76,0.0,0.8466983431128006,0.9994047808153816,1.6314382664434454e-14,0.0,1.310711176631293e-12,6.939357022455532e-07,6.92681673624953e-07,1.6526108290999234e-08,1.3142243462116138e-14,3.1481482552161847e-14,1.2474302254134275e-09,1.2447410052178432e-09,1.860809026791121e-09,7.400353602873379e-12,1.652370319195486e-08,7.107457094825382e-12,2.4303204843505845e-12,1.6310606654212575e-12,6.105667521950199e-13,5.279949808649595e-19,2.5517318601312524e-18,1.226988645549878e-20,1.8568390799610884e-09,1.1280745138900965e-18,9.868112898759037e-14,1.5500496417933545e-24,1.5184528086110734e-12,2.625794740090231e-13,4.0480274017415256e-17,5.904376389160796e-19,1.0373887010844563e-15,3.10658537136137e-14,0.000595201403841368,5.148106379909486e-16,9.67821404998673e-28,1.3509730450694108e-18,2.0222027867147602e-20,5.074123812131181e-20,6.965491618443641e-17,9.910705714380302e-25,5.8990510847777005e-27,3.6184279265388144e-25
9.999999999999999e-10,0.3420058016673366,3.76,0.0,0.8466983319869048,0.9994044667271341,1.7223570706442345e-14,0.0,1.3639214915593494e-12,7.047743402028807e-07,7.034808487203437e-07,1.6784309519458823e-08,1.363459521846014e-14,3.221385568964281e-14,1.2865965342333025e-09,1.2837836723406822e-09,1.8899994329764e-09,7.751896591553767e-12,1.6781759144213173e-08,7.440335588595623e-12,2.5189569891853145e-12,1.6819365365354151e-12,6.303287797330953e-13,5.6157715167017325e-19,2.6359615458407557e-18,1.2852662285484525e-20,1.885840985584283e-09,1.1732204415358099e-18,1.0124951025919101e-13,1.6464410006436255e-24,1.5662248452419005e-12,2.708448665987574e-13,4.240615631508128e-17,6.1036071605081545e-19,1.07557025410389e-15,3.20480612056408e-14,0.0005955151944719016,5.249552173665542e-16,1.023012937717181e-27,1.4151763862175575e-18,2.118528531334633e-20,5.3193489738825515e-20,7.186019117953634e-17,1.0535523579381336e-24,6.1861190639889446e-27,3.7909907464392983e-25
1.0134938783323775e-09,0.3420058016673366,3.76,0.0,0.8466983222247051,0.999404210454932,1.805147103319162e-14,0.0,1.4117417828311117e-12,7.142844865372851e-07,7.129558658734849e-07,1.701086771719427e-08,1.4074977917343795e-14,3.285887998563039e-14,1.321458213711792e-09,1.3185338083501132e-09,1.9156167942833824e-09,8.069356078215818e-12,1.700818524345029e-08,7.74070205717655e-12,2.5983233953723527e-12,1.7272082932405869e-12,6.479376680232365e-13,5.923392246572462e-19,2.7110914641254303e-18,1.3378956693833223e-20,1.9112881218611144e-09,1.2137785343346836e-18,1.035192039608017e-13,1.734595364074036e-24,1.608750114671736e-12,2.78202645902716e-13,4.414546671535377e-17,6.281464773838629e-19,1.1096689491928321e-15,3.292263937396281e-14,0.0005957712050313326,5.338648786369424e-16,1.0733183064967747e-27,1.4731564797098591e-18,2.2055286919314e-20,5.541013845628783e-20,7.382378963601236e-17,1.1107463579503093e-24,6.445489440282472e-27,3.94686044464036e-25
1.0423666231129071e-09,0.3420058029119577,3.76,0.0,0.8466983013365859,0.9994037172001846,1.9920639048023464e-14,0.0,1.517669872771344e-12,7.346332732775941e-07,7.332279068521319e-07,1.749564766130526e-08,1.50436630457712e-14,3.424629843693367e-14,1.397608244555334e-09,1.3944353992378023e-09,1.9704454952441108e-09,8.777433494840593e-12,1.7492667644346856e-08,8.40987201810881e-12,2.773203179575684e-12,1.8260573433441765e-12,6.864613963064768e-13,6.623869188832106e-19,2.8757081100242204e-18,1.4552902375395327e-20,1.965737142725103e-09,1.3035742009469227e-18,1.0842503275631448e-13,1.934850722060686e-24,1.701651943778377e-12,2.942771883791297e-13,4.8025405161585925e-17,6.6716493348695805e-19,1.1845052367590816e-15,3.483407077860912e-14,0.0005962638983596141,5.529542552471667e-16,1.1870508017384654e-27,1.6024832123463534e-18,2.3996229006233332e-20,6.036134923793086e-20,7.81152133509087e-17,1.2408434857723938e-24,7.024425922046963e-27,4.29464444744417e-25
1.0712393678934367e-09,0.34200580415658094,3.76,0.0,0.8466982804484423,0.9994032906140364,2.1928207927880624e-14,0.0,1.6286044455165964e-12,7.54982062642854e-07,7.534977967856328e-07,1.7980448937474665e-08,1.6048486645042124e-14,3.5643095118995904e-14,1.4758793501386449e-09,1.4724444532029528e-09,2.025295721207996e-09,9.525686425344752e-12,1.7977150469909118e-08,9.115891174596168e-12,2.9550726309924297e-12,1.9276036372595244e-12,7.261404575525328e-13,7.384647556743117e-19,3.0456184604536953e-18,1.5793565721347913e-20,2.0201861425529226e-09,1.3975527665988752e-18,1.1339616616718762e-13,2.151642776768692e-24,1.7971580178772013e-12,3.1080309679119336e-13,5.2126195064927656e-17,7.075050035280431e-19,1.2618994314770566e-15,3.680023394724773e-14,0.0005966899209296438,5.720764141657848e-16,1.3094255307125103e-27,1.739155099173078e-18,2.604793931622657e-20,6.560364675129513e-20,8.25293034846763e-17,1.3819361215382977e-24,7.636786821371742e-27,4.662341386626711e-25
1.1001121126739663e-09,0.34200580540120656,3.76,0.0,0.8466982595602733,0.999402921673731,2.4080637919150904e-14,0.0,1.7446543282995751e-12,7.753308548139064e-07,7.737655358990229e-07,1.8465272359470646e-08,1.7089623957757727e-14,3.704866796545719e-14,1.5562705625781973e-09,1.5525596459317549e-09,2.0801680634423463e-09,1.031521475087287e-11,1.846163379066722e-08,9.859678564946723e-12,3.144044473635974e-12,2.031843007540304e-12,7.669772847485695e-13,8.209084440160649e-19,3.220859185126587e-18,1.7102788866544715e-20,2.0746351213444422e-09,1.4958055276658675e-18,1.1843024430403324e-13,2.3858157481706186e-24,1.8952680585293803e-12,3.277803665598235e-13,5.645394148190444e-17,7.491786559219085e-19,1.341853113732437e-15,3.8821217378904976e-14,0.0005970582954977773,5.912293148768248e-16,1.440858490121262e-27,1.883373914777111e-18,2.821350405979115e-20,7.114584808418651e-20,8.706617618616973e-17,1.534612407044479e-24,8.283499686619966e-27,5.050513502180072e-25
1.128984857454496e-09,0.3420058066458344,3.76,0.0,0.846698238672078,0.9994026025785291,2.6384528076438355e-14,0.0,1.865928176729345e-12,7.956796499760349e-07,7.94031124417609e-07,1.8950118741303154e-08,1.8167238468087833e-14,3.846245304770797e-14,1.6387809139431848e-09,1.6347796535019129e-09,2.1350631129470736e-09,1.114711766131425e-11,1.894611767305817e-08,1.064214809394643e-11,3.3402313615401795e-12,2.1387712977823778e-12,8.089742266221035e-13,9.100627036847793e-19,3.4014669610881608e-18,1.8482413866019465e-20,2.1290840790995356e-09,1.5984238240101997e-18,1.2352499335177622e-13,2.6382307479937403e-24,1.995981786943755e-12,3.452089931697956e-13,6.101474881588745e-17,7.921978313132905e-19,1.424367614991859e-15,4.08971120506558e-14,0.0005973768228031467,6.104111881453779e-16,1.5817750193186868e-27,2.0353413528547626e-18,3.049601047367635e-20,7.6996811139238e-20,9.172594759798214e-17,1.6994743621136713e-24,8.965493379079857e-27,5.459723840671781e-25
1.1578576022350255e-09,0.34200580789046453,3.76,0.0,0.8466982177838559,0.9994023265836081,2.8846616043615036e-14,0.0,1.9925344750035025e-12,8.160284483189407e-07,8.142945625669444e-07,1.943498889775261e-08,1.9281482647288427e-14,3.988392215762028e-14,1.7234094362849356e-09,1.7191031524087092e-09,2.1899814604546787e-09,1.2022493655514404e-11,1.9430602179979628e-08,1.1464208557893733e-11,3.5437458788000804e-12,2.2483843626416242e-12,8.521335507827362e-13,1.006281259242912e-18,3.587478472963836e-18,1.9934282701513166e-20,2.183533015818078e-09,1.7054990389656417e-18,1.286782224459863e-13,2.9097655168251567e-24,2.099298924008031e-12,3.6308897216617523e-13,6.581472081630637e-17,8.36574442694798e-19,1.5094440510442885e-15,4.3028011416312115e-14,0.000597652247668567,6.296204997748163e-16,1.7326097856882993e-27,2.1952590269322943e-18,3.289854682505337e-20,8.316543464628039e-20,9.650873385688286e-17,1.877137788901742e-24,9.683698115563823e-27,5.890536273507777e-25
1.186730347015555e-09,0.34200580913509726,3.76,0.0,0.846698196895606,0.9994020878564359,3.147377783514404e-14,0.0,2.1245815361242317e-12,8.363772500367171e-07,8.345558505728056e-07,1.991988364482378e-08,2.0432498652319287e-14,4.131258054236673e-14,1.8101551616648768e-09,1.805528819589726e-09,2.244923696430249e-09,1.2942440541499617e-11,1.991508737126884e-08,1.2326763669527062e-11,3.754700539614426e-12,2.3606780678530126e-12,8.964574467513393e-13,1.1099268340921474e-18,3.778930413208508e-18,2.146023728803883e-20,2.237981931499947e-09,1.8171225993226905e-18,1.3388782066191083e-13,3.2013141653683695e-24,2.205219190318402e-12,3.8142029915123093e-13,7.085996057793271e-17,8.823203755249216e-19,1.597083350822375e-15,4.5214011405081363e-14,0.000597890402626048,6.488559191858177e-16,1.89380676917707e-27,2.363328471090901e-18,3.5424202415777875e-20,8.9660658175003e-20,1.0141465109425779e-16,2.06823217759877e-24,1.0439045495677338e-26,6.343515515198438e-25
1.2156030917960847e-09,0.3420058103797325,3.76,0.0,0.8466981760073276,0.9994018813535118,3.4273027617683036e-14,0.0,2.262177502117376e-12,8.567260553278261e-07,8.548149886611702e-07,2.0404803800131975e-08,2.1620418979120348e-14,4.2747964786261074e-14,1.899017122180902e-09,1.8940553324480845e-09,2.299890411071464e-09,1.3908055436714241e-11,2.0399573304113545e-08,1.323071208284268e-11,3.973207788329208e-12,2.475648290250446e-12,9.419480288776697e-13,1.2213711445859148e-18,3.975859482357627e-18,2.3062119480484604e-20,2.292430826145023e-09,1.933385975314607e-18,1.391517541150598e-13,3.5137869198845136e-24,2.3137423062074197e-12,4.002029697817812e-13,7.615657054023161e-17,9.294474878461332e-19,1.6872862812104445e-15,4.7455210420191246e-14,0.0005980963311764337,6.681162923732321e-16,2.06581924625682e-27,2.539751140696075e-18,3.80760675867471e-20,9.649146214791171e-20,1.0644381543655248e-16,2.2734006135365414e-24,1.1232468518283685e-26,6.819227141627723e-25
1.2444758365766143e-09,0.34200581162437027,3.76,0.0,0.8466981551190196,0.9994017027138947,3.725151749196907e-14,0.0,2.4054303442542403e-12,8.770748643950731e-07,8.750719770581962e-07,2.0889750183233248e-08,2.2845367074432172e-14,4.418964082701798e-14,1.9899943499921995e-09,1.9846813688742427e-09,2.354882194308607e-09,1.4920434768269685e-11,2.088406003340705e-08,1.417694741780421e-11,4.199379999482108e-12,2.5932909177869393e-12,9.886073391524218e-13,1.3409948942009436e-18,4.17830238927998e-18,2.474177108025443e-20,2.3468796997531887e-09,2.0543806806042234e-18,1.4446806316721397e-13,3.84810987168945e-24,2.4248679917701975e-12,4.194369797669015e-13,8.171065248677674e-17,9.77967610403072e-19,1.780053468532156e-15,4.975170933748217e-14,0.000598274394261131,6.874006184845654e-16,2.2491097732470302e-27,2.724728413131233e-18,4.085723372234942e-20,1.0366686785357952e-19,1.1159634300571802e-16,2.4932996856620963e-24,1.2064901587441822e-26,7.318237608325389e-25
1.2733485813571439e-09,0.3420058128690107,3.76,0.0,0.8466981342306815,0.9994015481669569,4.0416537274987923e-14,0.0,2.554447863275395e-12,8.974236774455832e-07,8.953268159902029e-07,2.1374723615907427e-08,2.4107457908984316e-14,4.563720209726451e-14,2.0830858773424614e-09,2.0774056072662788e-09,2.4098996358045806e-09,1.5980674273204448e-11,2.1368547612055746e-08,1.516635828494367e-11,4.4333294778471926e-12,2.713601849554649e-12,1.036437349917685e-12,1.4691877677682946e-18,4.386295851432205e-18,2.650103384194636e-20,2.4013285523243254e-09,2.1801982722715184e-18,1.498348597337309e-13,4.205224730638658e-24,2.538595966888789e-12,4.391223248659341e-13,8.752830754472486e-17,1.0278925467608134e-18,1.8753854172150882e-15,5.210361150396464e-14,0.0005984283625075933,7.067080294773045e-16,2.444150169167657e-27,2.918461588535613e-18,4.3770793255006533e-20,1.111959374601911e-19,1.1687234991965965e-16,2.7285993963562183e-24,1.2937280511093976e-26,7.841114268742281e-25
1.3022213261376735e-09,0.34200581411365377,3.76,0.0,0.8466981133423123,0.999401414452373,4.3775514282429847e-14,0.0,2.7093376896162024e-12,9.177724946907758e-07,9.155795056836528e-07,2.1859724922400417e-08,2.540679851465071e-14,4.709026778287185e-14,2.1782907365814837e-09,2.172226726548662e-09,2.464943324954937e-09,1.7089868998754264e-11,2.1853036091245938e-08,1.6199828309854077e-11,4.675168458479681e-12,2.8365769958045314e-12,1.0854399664797843e-12,1.6063484257640795e-18,4.5998765951149735e-18,2.8341749480068083e-20,2.4557773838583197e-09,2.3109303508019608e-18,1.5525032468810412e-13,4.5860885825272874e-24,2.6549259512548107e-12,4.592590008867609e-13,9.361563618434518e-17,1.0792340734232224e-18,1.9732825260213527e-15,5.4511022736342344e-14,0.0005985614962413006,7.260377724305002e-16,2.651421498124147e-27,3.1211518905463833e-18,4.681983966980702e-20,1.1908777402937943e-19,1.2227195229268783e-16,2.9799830725746845e-24,1.3850542493316096e-26,8.388425392528639e-25
1.331094070918203e-09,0.3420058153582998,3.76,0.0,0.8466980924539113,0.999401298750936,4.7336013111433976e-14,0.0,2.870207283633664e-12,9.381213163463422e-07,9.358300463651354e-07,2.2344754929630505e-08,2.6743488487594053e-14,4.854848119154736e-14,2.2756079601851993e-09,2.2691434061895433e-09,2.520013850887902e-09,1.8249113302631682e-11,2.2337525520674473e-08,1.727823615757297e-11,4.925009106760495e-12,2.9622122779654185e-12,1.1356170296274974e-12,1.752884498660414e-18,4.819081355730895e-18,3.026575967578966e-20,2.510226194355059e-09,2.4466685600756092e-18,1.6071270536071377e-13,4.9916736503596104e-24,2.7738576643902886e-12,4.798470036843054e-13,9.99787382185999e-17,1.1320039399513829e-18,2.0737451021198904e-15,5.697405131950078e-14,0.0005986766146693866,7.453891942097953e-16,2.871414051307883e-27,3.333000467044943e-18,5.000746750923142e-20,1.2735152153035553e-19,1.277952662359725e-16,3.248147278298638e-24,1.480562612182221e-26,8.96074018381548e-25
1.3599668156987327e-09,0.34200581660294854,3.76,0.0,0.8466980715654776,0.9994011986248494,5.1105735423623254e-14,0.0,3.0371639358343472e-12,9.584701426322202e-07,9.560784382613511e-07,2.2829814467363273e-08,2.811762045944571e-14,5.0011508225051155e-14,2.375036580774173e-09,2.3681543262166074e-09,2.575111802464415e-09,1.945950085331436e-11,2.2822015948747862e-08,1.8402455556856626e-11,5.182963518440459e-12,3.0905036286624224e-12,1.1869703180588972e-12,1.909212581336971e-18,5.043946878044076e-18,3.2274906083732937e-20,2.5646749838144295e-09,2.5875045873569918e-18,1.6622031312852105e-13,5.422967059433243e-24,2.8953908256668125e-12,5.008863291592406e-13,1.0662371280277156e-16,1.1862138690821108e-18,2.176773373265834e-15,5.949280800496322e-14,0.0005987761555882585,7.647617281963714e-16,3.1046273286476312e-27,3.554208390907378e-18,5.333677237796773e-20,1.359963648543314e-19,1.3344240785799961e-16,3.533801728277578e-24,1.5803471351593588e-26,9.558628799499022e-25
