Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67)
3.809990713063295e-19,0.6205081961293164,3.76,0.0,0.7652008342253374,0.9999999999997125,1.1695168605535794e-44,0.0,3.464749621701376e-33,1.0976840611971396e-17,1.0976840611967237e-17,4.3363810136706076e-19,9.274328298420932e-36,1.131914020903351e-34,7.922869646277102e-30,4.1501125266484425e-30,2.2185916319751693e-20,8.527585933592586e-42,4.336381013633015e-19,8.360739593051904e-36,4.528527132274561e-27,1.0817664367519221e-32,3.478772987703248e-33,2.1755494734524437e-45,1.6002858537504744e-39,3.8395346882913384e-44,2.2185916319751672e-20,3.7278237342190456e-40,4.68911980520029e-34,2.3284945667046796e-57,8.339302689406302e-33,6.243949815412024e-34,2.4166896530986693e-47,2.598551040775386e-40,5.798449873798069e-38,3.8191456917952543e-35,2.8751970722456533e-13,1.0768058507823002e-36,1.6054321932095813e-59,1.2279782088114245e-44,1.374341532884497e-51
7.623291583131858e-19,0.6205081961293164,3.76,0.0,0.7652008342253374,0.9999999999994247,9.363246048969384e-44,0.0,1.38680278870502e-32,2.1963218009878475e-17,2.196321800986183e-17,8.676529517359834e-19,3.712148283516842e-35,4.530605935591232e-34,2.4160829023129325e-29,1.661126561193161e-29,4.4391107979485794e-20,6.827253884177734e-41,8.676529517284879e-19,3.3464781227868124e-35,9.061006353173889e-27,4.329884911688267e-32,1.392415789505589e-32,8.707868525268049e-45,6.405313880600128e-39,1.5368145382785657e-43,4.43911079794857e-20,1.492100992856186e-39,1.876869941770283e-33,1.8642115358164974e-56,3.337894360762773e-32,2.499207146448061e-33,1.934821173247398e-46,1.0400976183147806e-39,2.320891093643118e-37,1.5286535748089888e-34,5.752892139642346e-13,4.310029637387545e-36,1.2853219268372982e-58,4.915155981460185e-44,1.1005878661827692e-50
1.5249893323268984e-18,0.6205081961293164,3.76,0.0,0.7652008342253374,0.9999999999988491,7.493442522956823e-43,0.0,5.549017550817571e-32,4.393597280569263e-17,4.393597280562603e-17,1.7356826524732437e-18,1.4853428466655924e-34,1.8128325121128872e-33,8.157219071377511e-29,6.646669962282888e-29,8.880149129895399e-20,5.4638780491470444e-40,1.7356826524583554e-18,1.339029880122095e-34,1.8126017798540653e-26,1.7325179582908582e-31,5.57147686373281e-32,3.4842824514884876e-44,2.5629598832524587e-38,6.149260357640562e-43,8.880149129895363e-20,5.970347525098882e-39,7.509924501802735e-33,1.4919358935458874e-55,1.3355925251782499e-31,1.0000083953849121e-32,1.548444970249571e-45,4.161745263619899e-39,9.286587671087139e-37,6.116605462718856e-34,1.1508282262301697e-12,1.7245732600909216e-35,1.028648178269433e-57,1.9667369865996553e-43,8.809163667978651e-50
3.0503096803543235e-18,0.6205081961293164,3.76,0.0,0.7652008342253374,0.9999999999976981,5.995892537737295e-42,0.0,2.2199683520211353e-31,8.788148239732094e-17,8.788148239705448e-17,3.471742053945427e-18,5.942338612269868e-34,7.252510487088178e-33,2.961366858418945e-28,2.6591007900411598e-28,1.776222579378904e-19,4.3719325933867816e-39,3.471742053916068e-18,5.357013304308624e-34,3.6256252703546693e-26,6.931199981010622e-31,2.228953538402332e-31,1.3939404947302953e-43,1.0253508434201503e-37,2.460104887608948e-42,1.7762225793788887e-19,2.3885277774253325e-38,3.004458816364336e-32,1.1937755408099552e-54,5.34323978632435e-31,4.000684747898195e-32,1.238991239127046e-44,1.6649691024043209e-38,3.715239931429208e-36,2.4470404745107303e-33,2.3019062459084275e-12,6.89941599724798e-35,8.230748322018848e-57,7.868503575772184e-43,7.049115665669532e-49
6.100950376409174e-18,0.6205081961293164,3.76,0.0,0.7652008342253372,0.9999999999953959,4.797169490739344e-41,0.0,8.880596131165389e-31,1.7577250158057755e-16,1.7577250157951163e-16,6.943860856880443e-18,2.377128920866927e-33,2.9012402951733895e-32,1.124232763077943e-27,1.0637268831900118e-27,3.552637912157631e-19,3.4978781717614274e-38,6.943860856823406e-18,2.1429972089971193e-33,7.251757057064957e-26,2.7727056379846162e-30,8.916539791842291e-31,5.5762208278515184e-43,4.101737178854894e-37,9.841223069486616e-42,3.552637912157571e-19,9.554888710061864e-38,1.201881335876111e-31,9.551113512552217e-54,2.137469864032099e-30,1.6004041417042125e-31,9.91287106523121e-44,6.660418444406634e-38,1.4862170478314782e-35,9.788958533587871e-33,4.604062265850495e-12,2.7599909955999024e-34,6.585223906307752e-56,3.1478775815735987e-42,5.640006512321516e-48
1.2202231768518876e-17,0.6205081961293164,3.76,0.0,0.765200834225337,0.9999999999907916,3.837917793177978e-40,0.0,3.552383008810008e-30,3.515545399470907e-16,3.515545399428269e-16,1.3888098462713066e-17,9.508902785651157e-33,1.1605433364559862e-31,4.376293265409267e-27,4.255080673137899e-27,7.105468577715085e-19,2.7984353832428635e-37,1.3888098462605726e-17,8.572477567677953e-33,1.4504359853322418e-25,1.1091273858704689e-29,3.566761050142913e-30,2.230583134841305e-42,1.6407616358858305e-36,3.936651515637682e-41,7.105468577714843e-19,3.822111017806167e-37,4.8077209630216085e-31,7.641257360342897e-53,8.550227367461862e-30,6.401877061168e-31,7.930673333127474e-43,2.664275790402127e-37,5.945111102840681e-35,3.9157427461915655e-32,9.20837422807684e-12,1.1040413106425713e-33,5.268429275576034e-55,1.2593782704259998e-41,4.51229081937544e-47
2.4404794552738278e-17,0.6205081961293165,3.76,0.0,0.7652008342253367,0.999999999981583,3.070407127340821e-39,0.0,1.420982120572277e-29,7.031186166801168e-16,7.031186166630611e-16,2.777657367422868e-17,3.8036386452661086e-32,4.642267757379631e-31,1.7263887661028726e-26,1.7020668978400527e-26,1.421112990882999e-18,2.2388014462152654e-36,2.7776573674040965e-17,3.4291727304292304e-32,2.9010922337189537e-25,4.436599806071325e-29,1.4267334477286625e-29,8.92254639558284e-42,6.563180082063436e-36,1.5746943270576331e-40,1.4211129908829023e-18,1.5288755209700162e-36,1.923127504921466e-30,6.11315708266711e-52,3.4201605304432374e-29,2.5608029242540074e-30,6.344689262819176e-42,1.0657320005320574e-36,2.3780936262061265e-34,1.5663289655747085e-31,1.841699784189837e-11,4.416255000678638e-33,4.214843543656629e-54,5.039023604877612e-41,3.609946903067532e-46
4.8809920121177084e-17,0.6205081961293166,3.76,0.0,0.7652008342253359,0.9999999999631657,2.4563548763696e-38,0.0,5.683986359019042e-29,1.406246770146168e-15,1.406246770077945e-15,5.555352409666139e-17,1.5214710517983925e-31,1.8569259639119667e-30,6.857297001225414e-26,6.808336848289297e-26,2.8422452571059786e-18,1.7910624128939455e-35,5.555352409639378e-17,1.3717725975899506e-31,5.8029474870369475e-25,1.7746579748105607e-28,5.706991850562804e-29,3.569080726460343e-41,2.625298746731316e-35,6.298854851714935e-40,2.842245257105592e-18,6.115564364429103e-36,7.692588220710881e-30,4.8905934573019316e-51,1.3680781289553141e-28,1.02433158974298e-29,5.07581164945647e-41,4.262971382915168e-36,9.512477691069879e-34,6.265379596898252e-31,3.6834243827016873e-11,1.7665198974159735e-32,3.3719149812377077e-53,2.016756383373245e-40,2.8880032226154335e-45
9.762017125805469e-17,0.6205081961293166,3.76,0.0,0.7652008342253345,0.9999999999263312,1.965095598153654e-37,0.0,2.2736061527000503e-28,2.8125030770782668e-15,2.812503076805375e-15,1.111074249391328e-16,6.085916093539642e-31,7.427741405582962e-30,2.7332670892392523e-25,2.72334859007745e-25,5.684509789551932e-18,1.4328584324038728e-34,1.111074249390289e-16,5.487834718298123e-31,1.1608829019880802e-24,7.098668001794624e-28,2.2828083552371593e-28,1.4276602418988469e-40,1.050124846268852e-34,2.5195655304870452e-39,5.6845097895503846e-18,2.44623824377698e-35,3.077050897281282e-29,3.9125135826816523e-50,5.472340349200745e-28,4.09734719907756e-29,4.0606734151984225e-40,1.7051972386888796e-35,3.8050155659581134e-33,2.5061645856046726e-30,7.366873082715635e-11,7.066114947016119e-32,2.6975481980216334e-52,8.076078109359172e-40,2.3104208589959095e-44
1.9524067353180992e-16,0.620508196129317,3.76,0.0,0.7652008342253316,0.9999999998526621,1.5720812008518413e-36,0.0,9.094448098596369e-28,5.62501569094245e-15,5.6250156898508785e-15,2.222152266144993e-16,2.43437337375832e-30,2.971103934514414e-29,1.0913764833383402e-24,1.0893422056409035e-24,1.136903885444382e-17,1.1462901462311554e-33,2.2221522661601703e-16,2.1957126064981645e-30,2.3229276190636565e-24,2.839474419346497e-27,9.13125667527024e-28,5.7108210162892856e-40,4.2005101184227575e-34,1.00783739499846e-38,1.1369038854437624e-17,9.784978305895224e-35,1.2308234556966827e-28,3.1300451132606104e-49,2.188941706128239e-27,1.6389430476055343e-28,3.2485483701113e-39,6.820806400454335e-35,1.5220142060530215e-32,1.0024683835116213e-29,1.473376849470505e-10,2.826452700615567e-31,2.158045290690678e-51,3.237648713204728e-39,1.8483440007052966e-43
