Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72)
5.405729874202861e-05,0.07995426438613568,3.76,0.0,0.52690086954347,0.9999829922981807,5.13747187476054e-07,0.0,6.595602217063036e-10,1.0614740403594403e-06,2.225923017929267e-09,1.203287936693964e-07,1.416620163480405e-11,7.336247092521566e-16,4.97855139786398e-10,2.7862495995620458e-09,6.513358342131218e-08,5.251895897197443e-07,6.280533827411846e-07,4.721373655598469e-11,3.942575782013827e-10,7.442613682327376e-07,4.7440050152284107e-07,4.936936228680885e-12,2.5991224707298814e-11,2.8971078547117324e-16,1.3899903618410818e-11,7.103830290166956e-13,3.9129491442996015e-13,3.2042688975784695e-16,5.827316112445842e-09,1.4672072774641783e-08,1.461547264121211e-10,5.6709444045739794e-15,2.7650216046663227e-14,3.112503852682047e-13,1.4595137274456152e-05,3.1425657237641614e-18,4.353701908156954e-21,4.298876774931812e-16,5.142668058963445e-18,2.6018276688997843e-15,4.9635597278080015e-15,1.577496664143761e-16,5.147435729659423e-23,6.57041593596874e-23,1.5638625438810045e-23,4.8203697426064187e-29,1.70032843521854e-21,2.2840345955739355e-20,8.342683615728332e-23,6.0486088012503095e-15,6.3194964621890934e-21
5.584034333217757e-05,0.07995426431110186,3.76,0.0,0.5269007903463115,0.9999828951675326,5.471262892048617e-07,0.0,6.81004588987512e-10,1.0966574152230693e-06,2.225922757462388e-09,1.2438419265074444e-07,1.4166592280974079e-11,7.33640715567176e-16,4.982404951986353e-10,2.7862473975266704e-09,6.731899892956088e-08,5.426775518396864e-07,6.484784349252292e-07,4.721369819625485e-11,3.9863472695136027e-10,7.696987781131994e-07,5.064126549629966e-07,5.269350455131416e-12,2.867195198205556e-11,3.15768754136118e-16,1.4328226070163696e-11,7.824925183497091e-13,4.0448421472009997e-13,3.4927732518738234e-16,6.015500042531268e-09,1.5646198810464576e-08,1.5591308354329728e-10,6.06294988489227e-15,2.8854568372845845e-14,3.2201989652558426e-13,1.4595135856794093e-05,3.278334724820296e-18,4.695188488371102e-21,4.444684907130061e-16,5.3565150568759895e-18,2.773905577916119e-15,5.297928655351025e-15,1.6818701122775659e-16,5.7184845818134e-23,7.214881295308638e-23,1.696517050952351e-23,5.202164320020753e-29,1.8909762081507276e-21,2.4320770524265707e-20,8.928296352843734e-23,6.33865680724867e-15,6.7410223069534836e-21
5.762338792232653e-05,0.07995426423547802,3.76,0.0,0.52690071003451,0.9999827969199326,5.815742563159639e-07,0.0,7.024876110679346e-10,1.1318410967355534e-06,2.2259224968023022e-09,1.2844647951515292e-07,1.4166875178596248e-11,7.336522978765126e-16,4.986263451674607e-10,2.7862451833549093e-09,6.95061075655259e-08,5.601655111396957e-07,6.688802811746911e-07,4.7213659624966563e-11,4.0301921790969997e-10,7.951793852117892e-07,5.39488979901127e-07,5.6127861073909805e-12,3.153346598871785e-11,3.431712508080773e-16,1.4754950232147507e-11,8.593895679392593e-13,4.176959132284809e-13,3.796179209765024e-16,6.2033827796922815e-09,1.6650758818624495e-08,1.6598132173318538e-10,6.468755224999882e-15,3.006098967613922e-14,3.3281837557015853e-13,1.459513442283394e-05,3.414327157862618e-18,5.0526170697583244e-21,4.590755875173801e-16,5.5732677456068115e-18,2.951373885940829e-15,5.643438695952045e-15,1.789514387232559e-16,6.333354236446316e-23,7.900182092811721e-23,1.836213299942314e-23,5.602400964549125e-29,2.0965028342919814e-21,2.585008696412301e-20,9.535908119952666e-23,6.63117300433422e-15,7.177167854639413e-21
5.9406432512475494e-05,0.07995426415926388,3.76,0.0,0.526900628606157,0.9999826975534992,6.170930149461083e-07,0.0,7.240093432024337e-10,1.1670250847561607e-06,2.2259222358796824e-09,1.3251566637450445e-07,1.4167085862018925e-11,7.336609151063175e-16,4.990126909620035e-10,2.7862429588896015e-09,7.169491149174981e-08,5.776534675590204e-07,6.892589398430732e-07,4.721362087600108e-11,4.074110642594262e-10,8.207032655452051e-07,5.736312835639353e-07,5.967261568834745e-12,3.458198790811475e-11,3.7193746852347893e-16,1.5180106180474782e-11,9.412365135396462e-13,4.3093004929697356e-13,4.1146997170714624e-16,6.3909651144251725e-09,1.768567301843897e-08,1.7635894548086442e-10,6.888428570014947e-15,3.126907842011062e-14,3.4364586658697333e-13,1.4595132972543368e-05,3.5504989874307774e-18,5.426307881001917e-21,4.737090976739147e-16,5.792936851071299e-18,3.1342213073116098e-15,6.000114350865043e-15,1.9004226410807884e-16,6.994063375225707e-23,8.627577354768822e-23,1.983122614686245e-23,6.021406233294659e-29,2.3176149999119547e-21,2.7428536326960025e-20,1.0165586746622433e-22,6.9260567784316406e-15,7.628034851489519e-21
6.297252169277342e-05,0.0799542640050633,3.76,0.0,0.5269004623921488,0.9999824954565933,6.913506249041044e-07,0.0,7.671691672688157e-10,1.2373939798292136e-06,2.2259217133128688e-09,1.4067478831808065e-07,1.416738201815711e-11,7.336730082425414e-16,4.997868749335799e-10,2.7862384834963956e-09,7.607761389271374e-08,6.126293715658397e-07,7.299467683991589e-07,4.7213542919608786e-11,4.162168754666707e-10,8.718811487787754e-07,6.451210710412145e-07,6.709405610513302e-12,4.126508693628889e-11,4.336361784288397e-16,1.6025833563479427e-11,1.1204332629219483e-12,4.574657907988769e-13,4.797917601953759e-16,6.765231739706189e-09,1.9846245484731985e-08,1.9804037382568613e-10,7.769653138334086e-15,3.3688886395569175e-14,3.6538806158336727e-13,1.459513002286278e-05,3.8232305226814015e-18,6.223765103049497e-21,5.030558890052791e-16,6.241069488799993e-18,3.516008216228529e-15,6.747061530361404e-15,2.1320036095647748e-16,8.461272200518778e-23,1.0213708603393404e-22,2.29927886574633e-23,6.91738331862167e-29,2.8094966039693702e-21,3.0733801359455677e-20,1.1491905084235549e-22,7.522570345488525e-15,8.574342234468534e-21
6.653861087307134e-05,0.07995426384849762,3.76,0.0,0.5269002916889607,0.9999822888617032,7.69914585438729e-07,0.0,8.104845173412644e-10,1.3077640996132964e-06,2.225921189870694e-09,1.4886165453493428e-07,1.4167550934695791e-11,7.336798765735614e-16,5.005630559259387e-10,2.786233974598938e-09,8.046712354914493e-08,6.476052635986842e-07,7.7054206973252e-07,4.721346438303667e-11,4.250522642956601e-10,9.232330308609711e-07,7.208965386766132e-07,7.495930311684814e-12,4.877163772486227e-11,5.01011706630012e-16,1.6865648082867927e-11,1.3213976036697196e-12,4.840917512057152e-13,5.544055480046001e-16,7.138306247070288e-09,2.2127280554298056e-08,2.209534306282149e-10,8.707174035253661e-15,3.6111741602531624e-14,3.872468362829678e-13,1.4595127007532382e-05,4.096283044997107e-18,7.090155633867647e-21,5.325099532655455e-16,6.701008000951059e-18,3.919175479239307e-15,7.538970510902829e-15,2.376557897574039e-16,1.0137093925373141e-22,1.1983400799082923e-22,2.6463836107754213e-23,7.893393368661269e-29,3.3725866236223386e-21,3.423851026412597e-20,1.2908708513047965e-22,8.127580569942908e-15,9.580767132793972e-21
7.010470005336927e-05,0.07995426368956436,3.76,0.0,0.5269001164812194,0.9999820777536698,8.528004084466797e-07,0.0,8.539558481484558e-10,1.3781354433737826e-06,2.225920665503707e-09,1.5707636040448275e-07,1.4167628322401672e-11,7.33682986267827e-16,5.013412424300885e-10,2.7862294341545353e-09,8.486345795383775e-08,6.825811434322458e-07,8.110449946997772e-07,4.721338530055701e-11,4.3391733383225786e-10,9.747595106111837e-07,8.009722582373191e-07,8.326983931753183e-12,5.7152528776899395e-11,5.742072440014019e-16,1.7699789019516892e-11,1.5454574105752762e-12,5.108082403005449e-13,6.354701392041139e-16,7.510194968665209e-09,2.4528144648633955e-08,2.450941988456787e-10,9.701545935180789e-15,3.8536002598454185e-14,4.092225464289125e-13,1.4595123926330923e-05,4.3694774278420055e-18,8.028102127852978e-21,5.620724216601088e-16,7.172854962014716e-18,4.343631921809288e-15,8.376045059241203e-15,2.6340301721487406e-16,1.2039187165941934e-22,1.39468032930854e-22,3.025840268937213e-23,8.952766061672746e-29,4.013103851320451e-21,3.7944622669811783e-20,1.4417488445283589e-22,8.740591349164683e-15,1.0648139228023825e-20
7.36707892336672e-05,0.07995426352826103,3.76,0.0,0.5268999367535062,0.9999818621172876,9.400236505218163e-07,0.0,8.97583609577535e-10,1.4485080104295196e-06,2.2259201401956877e-09,1.6531900063744756e-07,1.4167654551034208e-11,7.336839947799462e-16,5.021214428925612e-10,2.7862248641713445e-09,8.926663466964667e-08,7.175570108368439e-07,8.514556958056948e-07,4.721330570743474e-11,4.428121864411291e-10,1.026461182631707e-06,8.853628510660271e-07,9.20271524882788e-12,6.645914719964568e-11,6.533640459022333e-16,1.8528495091621785e-11,1.7939535635757963e-12,5.376155656876115e-13,7.231421694648598e-16,7.880904240090194e-09,2.704820624509944e-08,2.704587821515333e-10,1.0753327772998405e-14,4.096049598673749e-14,4.313155487029566e-13,1.4595120779036476e-05,4.642686137774781e-18,9.040254390036718e-21,5.917444681945736e-16,7.656720524249862e-18,4.789286111703703e-15,9.258492355142216e-15,2.904364943680022e-16,1.4185887799518956e-22,1.611408556075481e-22,3.43905443555043e-23,1.0098873090000945e-28,4.73752096065859e-21,4.185411316448714e-20,1.6019686298365033e-22,9.361200930204117e-15,1.1777295312864821e-20
8.080296759426304e-05,0.07995426319853433,3.76,0.0,0.5268995636762636,0.9999814171984236,1.1275448390236023e-06,0.0,9.85310208541979e-10,1.5892568120643972e-06,2.2259190867972104e-09,1.8188845970556086e-07,1.4167649403743065e-11,7.336836444876424e-16,5.036879187460307e-10,2.7862156402387602e-09,9.809358564367314e-08,7.875087075108066e-07,9.320010446337046e-07,4.7213145072747476e-11,4.6069164633348843e-10,1.1303924609575233e-06,1.067147386946119e-06,1.1088808650352097e-11,8.805763990359078e-11,8.301274970346446e-16,2.0170554804026955e-11,2.369684295306136e-12,5.915039448998099e-13,9.18936136813925e-16,8.61880979383249e-09,3.244340614505038e-08,3.2484391253422935e-10,1.3031378335977043e-14,4.580712835925274e-14,4.758548609843909e-13,1.4595114285277514e-05,5.188817402583517e-18,1.1297913075843302e-20,6.514222079576838e-16,8.660986790680075e-18,5.7438213945623456e-15,1.1160350979098739e-14,3.4833996456205057e-16,1.9289910728471065e-22,2.1101087191292226e-22,4.3723990101773683e-23,1.2664991762338173e-28,6.465242008079238e-21,5.0291201510659244e-20,1.951009655652482e-22,1.062394745486352e-14,1.4224342948387583e-20
8.79351459548589e-05,0.0799542628592982,3.76,0.0,0.5268991723329784,0.9999809539825448,1.3326034863940464e-06,0.0,1.0736678492181747e-09,1.7300105004640298e-06,2.225918029679616e-09,1.985707760820413e-07,1.4167650542109156e-11,7.336835492478306e-16,5.052625484338269e-10,2.7862063084227328e-09,1.0694811839785418e-07,8.574603520075291e-07,1.0121793688949118e-06,4.721298258376723e-11,4.78691447648668e-10,1.2350315387566159e-06,1.2663680969211222e-06,1.3155410995411615e-11,1.1398835018292433e-10,1.0324413638033375e-15,2.1793726173169814e-11,3.059581253723247e-12,6.457593061916047e-13,1.1430504194757513e-15,9.352073669939084e-09,3.8307869307689446e-08,3.8407806716704265e-10,1.554588244214923e-14,5.0648630362696564e-14,5.208676450144954e-13,1.4595107524466588e-05,5.7343597049448805e-18,1.3884882934335576e-20,7.115534335957703e-16,9.714843763567021e-18,6.78204787085529e-15,1.3246272208947724e-14,4.1132168604817703e-16,2.560974246868655e-22,2.7026250526287096e-22,5.457746200535642e-23,1.561959077008591e-28,8.612743578114225e-21,5.956587093510942e-20,2.339136476136395e-22,1.191391950471149e-14,1.6928749765649583e-20
9.506732431545474e-05,0.07995426251053359,3.76,0.0,0.5268987625986828,0.9999804723463568,1.5553256252239962e-06,0.0,1.1626600130889834e-09,1.8707690726496647e-06,2.2259169688205364e-09,2.1536668344197122e-07,1.4167656969033394e-11,7.336836681024626e-16,5.068453951279298e-10,2.7861968686161674e-09,1.1583037598030897e-07,9.274119428408408e-07,1.0919919468680151e-06,4.721281824828744e-11,4.968123823269292e-10,1.3403830218395334e-06,1.4831437061456913e-06,1.5403730872314945e-11,1.4468076053508596e-10,1.2614866233057989e-15,2.3399899896391164e-11,3.874851028051034e-12,7.003840321459212e-13,1.3967939382627924e-15,1.008074669681933e-08,4.463661787847292e-08,4.481308256528485e-10,1.8301464911721435e-14,5.548529910988638e-14,5.663567870539617e-13,1.4595100494804173e-05,6.279360263034795e-18,1.6823365642350587e-20,7.721491129030325e-16,1.0819456057533019e-17,7.903233088918344e-15,1.551803670099527e-14,4.7933720454731535e-16,3.331737299361567e-22,3.3971844137891416e-22,6.706494602843075e-23,1.8991227159251733e-28,1.1241304208492095e-20,6.969445609113011e-20,2.7674767718083866e-22,1.3229915811698642e-14,1.9897473254735627e-20
9.999999999999998e-05,0.07995426215222178,3.76,0.0,0.5268984683988981,0.9999801284023401,1.7197611768825044e-06,0.0,1.2245807318135692e-09,1.968121763383579e-06,2.225916232924104e-09,2.270497036336949e-07,1.4167654796240727e-11,7.336834768133395e-16,5.079449448245589e-10,2.786190276252107e-09,1.2198971512956327e-07,9.75791030461753e-07,1.1469777438956563e-06,4.721270350819037e-11,5.094162450021301e-10,1.4136641278375118e-06,1.6433992663493483e-06,1.7065624834252102e-11,1.6892279031685238e-10,1.4361881927067757e-15,2.450178887422025e-11,4.518024816796449e-12,7.383802600317194e-13,1.5903430445770668e-15,1.0582044430634359e-08,4.92826290888162e-08,4.952331760791148e-10,2.0350732113480983e-14,5.882866613952439e-14,5.980976421320873e-13,1.459509547481104e-05,6.656100664345975e-18,1.907314248930149e-20,8.143353974423483e-16,1.1613780067460468e-17,8.726799806615258e-15,1.719888151211967e-14,5.29298696824878e-16,3.955578911222087e-22,3.941579146562901e-22,7.671742090287788e-23,2.1582376635692607e-28,1.3374935198713844e-20,7.720767230321103e-20,3.0878287918789647e-22,1.415487322832382e-14,2.2108993184843487e-20
0.0001021995026760506,0.07995426215222178,3.76,0.0,0.5268983343477059,0.9999799721658494,1.7958379744737997e-06,0.0,1.2522901280920694e-09,2.0115325266266292e-06,2.225915904204167e-09,2.3227690480832455e-07,1.416764871837053e-11,7.336831812832007e-16,5.084365210432769e-10,2.7861873197086326e-09,1.247405025347048e-07,9.97363478549896e-07,1.1714400818087396e-06,4.7212652057125956e-11,5.150552308758866e-10,1.4464514489919125e-06,1.7175937030801808e-06,1.7834984863764604e-11,1.805727334687833e-10,1.5185168150871978e-15,2.499095882732646e-11,4.826918779137293e-12,7.553804706289619e-13,1.6815558599657098e-15,1.080487977491857e-08,5.1424707144443776e-08,5.169721026627623e-10,2.1302818626251472e-14,6.031940711219829e-14,6.123251873018477e-13,1.4595093194480292e-05,6.8240840300869245e-18,2.0136021135545654e-20,8.332209315848391e-16,1.1976119056104461e-17,9.10664836368287e-15,1.7977479976212734e-14,5.523422933445246e-16,4.259650321882473e-22,4.2020593928808734e-22,8.130117059539335e-23,2.280919440108577e-28,1.4416604031544887e-20,8.06935305156247e-20,3.2371434850000025e-22,1.4571169205488227e-14,2.3137589966187992e-20
0.00010933168103664644,0.07995426178434438,3.76,0.0,0.5268978874536838,0.9999794533163081,2.0542679284205075e-06,0.0,1.342561568905681e-09,2.1523008613502386e-06,2.225914835816546e-09,2.4930215258282327e-07,1.4167628498808258e-11,7.336821999805486e-16,5.100359877917491e-10,2.7861776617331468e-09,1.3367864328057362e-07,1.067314957655458e-06,1.250525101367699e-06,4.721248402051411e-11,5.334207625382947e-10,1.5532412921604662e-06,1.9698383279133632e-06,2.045039743196925e-11,2.2211063520311276e-10,1.804882585460574e-15,2.656877838116195e-11,5.9274314636344386e-12,8.107509348895228e-13,1.9988328452798232e-15,1.1524523881992426e-08,5.866722555614934e-08,5.905721485003515e-10,2.4554704477164716e-14,6.515444671623773e-14,6.587757594749772e-13,1.4595085621674681e-05,7.368930407601734e-18,2.38459750616719e-20,8.947813041206618e-16,1.3186261985545878e-17,1.0391571491719893e-14,2.06264924212367e-14,6.302931180309058e-16,5.364284143619829e-22,5.125571690250485e-22,9.740165416210478e-23,2.7103543544887895e-28,1.8208840088817365e-20,9.257990642463645e-20,3.749235365213548e-22,1.5937190193557222e-14,2.6656296910170546e-20
0.0001164638593972423,0.07995426140688333,3.76,0.0,0.5268974217895716,0.9999789156723249,2.3307435459200682e-06,0.0,1.4334776571250558e-09,2.2930740767486523e-06,2.2259137636419853e-09,2.664431285844998e-07,1.4167608671401039e-11,7.336812316812459e-16,5.116438562725134e-10,2.786167895216988e-09,1.426449445006979e-07,1.1372663786734404e-06,1.3292483570721902e-06,4.721231415707284e-11,5.519097352849987e-10,1.6607569566950439e-06,2.2399985613062553e-06,2.3251200806935585e-11,2.6974945520010474e-10,2.122051002750339e-15,2.8135226922400633e-11,7.188260949432634e-12,8.664977036834513e-13,2.3502504889355152e-15,1.2239730078369673e-08,6.6359294743487e-08,6.689015496171148e-10,2.806195131337985e-14,6.999473732585826e-14,7.057114304161548e-13,1.4595077774556975e-05,7.914389950050037e-18,2.79768260948515e-20,9.568433852882985e-16,1.4451451030676423e-17,1.1757289386904441e-14,2.346701929561472e-14,7.131463964301239e-16,6.666439961240641e-22,6.176095419575895e-22,1.1548275061296972e-22,3.1905104398662127e-28,2.2692841603581093e-20,1.0537063454546076e-19,4.304837272788282e-22,1.7327681585307893e-14,3.046091303955409e-20
0.00012359603775783816,0.07995426101982092,3.76,0.0,0.5268969372276527,0.9999783591078092,2.625393540819661e-06,0.0,1.5250416614344595e-09,2.4338521737486265e-06,2.225912687664918e-09,2.8370052408340186e-07,1.4167594783717092e-11,7.336805041311706e-16,5.132601865354153e-10,2.786158020344323e-09,1.5163955353044657e-07,1.2072177401320681e-06,1.4076112238670507e-06,4.721214247959781e-11,5.705228957712464e-10,1.7690027815609858e-06,2.528196114346249e-06,2.6238634886031338e-11,3.2395291567527433e-10,2.4716206254098405e-15,2.9692166109951845e-11,8.621506869900527e-12,9.226230213822972e-13,2.737580042727161e-15,1.295054951170642e-08,7.449606953272945e-08,7.519312291428111e-10,3.1829455877940863e-14,7.484519161070331e-14,7.53135139743135e-13,1.4595069651286825e-05,8.461018595147245e-18,3.2552652788214646e-20,1.0194210817102577e-15,1.5773392353630687e-17,1.3203100467602537e-14,2.6501060758659232e-14,8.008595434467258e-16,8.188177142731105e-22,7.3620604057287145e-22,1.3566169495973691e-22,3.724550714200432e-28,2.7948178118217126e-20,1.1908300388120478e-19,4.905020540724513e-22,1.8742486646760085e-14,3.455888065897639e-20
0.00013786039447902986,0.07995426021682257,3.76,0.0,0.5268959108962428,0.999977188709477,3.2697347192375966e-06,0.0,1.7101262297445519e-09,2.715423021309432e-06,2.225910524242274e-09,3.185672861382909e-07,1.4167583589563988e-11,7.336797203708869e-16,5.165184684590828e-10,2.7861379450960083e-09,1.6971428952405912e-07,1.347120278534031e-06,1.5632614039403262e-06,4.721179371380333e-11,6.081247102244079e-10,1.987701937658734e-06,3.159193598414495e-06,3.2778392317485546e-11,4.539531702800375e-10,3.2751145895604866e-15,3.278493216397509e-11,1.2054807779941564e-11,1.0360181098020822e-12,3.6278985162310655e-15,1.4359233152719952e-08,9.20845213359545e-08,9.319768039567464e-10,4.016516414718302e-14,8.459791496431885e-14,8.494584931297556e-13,1.4595052568879071e-05,9.560191316362319e-18,4.313799819603772e-20,1.1461827745440606e-15,1.859507612613543e-17,1.633227195495426e-14,3.3157962960519697e-14,9.906997153582456e-16,1.1985149259142538e-21,1.017433159473196e-21,1.8278674524661663e-22,4.967349225094472e-28,4.1115712331267204e-20,1.4934301192138435e-19,6.243351034066977e-22,2.164482812149504e-14,4.366526567020442e-20
0.0001506983155281024,0.07995425946111603,3.76,0.0,0.5268949212728667,0.9999760693642472,3.913102417287109e-06,0.0,1.878949929122633e-09,2.968853509253018e-06,2.225908564004664e-09,3.503522467618848e-07,1.4167553580694691e-11,7.336781856862431e-16,5.194804469322867e-10,2.7861195038539566e-09,1.8607986371012483e-07,1.4730323448414033e-06,1.7021282890408551e-06,4.7211473667397147e-11,6.423983252677306e-10,2.187070503619401e-06,3.790014507757889e-06,3.931504248709175e-11,5.982399824341862e-10,4.128331614741223e-15,3.5554452734577446e-11,1.5860610975635367e-11,1.1393901422250131e-12,4.5733450779747575e-15,1.5612560797293665e-08,1.0938709468407484e-07,1.1098079925577223e-09,4.8607894410409986e-14,9.346493947371726e-14,9.378483392353883e-13,1.4595036231610397e-05,1.055963162146996e-17,5.443829026029713e-20,1.2621870176047454e-15,2.134878056513728e-17,1.9415742900112868e-14,3.983218664970132e-14,1.177769785479704e-15,1.640167936843871e-21,1.3254408391514852e-21,2.3356966966230835e-22,6.303599716462744e-28,5.650452825021893e-20,1.799073441186298e-19,7.610800111547781e-22,2.433992604664293e-14,5.29415137653065e-20
0.00016353623657717494,0.07995425867403999,3.76,0.0,0.5268938684048088,0.9999748867255317,4.6173856244614724e-06,0.0,2.0499213124923086e-09,3.2222998745043393e-06,2.2259065912104842e-09,3.8252467868924695e-07,1.4167506683229548e-11,7.336759471888559e-16,5.224707383877848e-10,2.786100708325361e-09,2.0253949309655493e-07,1.5989441956437192e-06,1.8398499098706379e-06,4.721114783856687e-11,6.770854072980517e-10,2.3888692571947438e-06,4.481201344321982e-06,4.647599734329929e-11,7.714207271406919e-10,5.1188861397784284e-15,3.832185030517888e-11,2.042398034355794e-11,1.2440220177751763e-12,5.6710002276347505e-15,1.685247533847915e-08,1.2805668111688022e-07,1.3024313415766695e-09,5.797310829571533e-14,1.0245136661159807e-13,1.0278656867064754e-12,1.4595018970548976e-05,1.1572615448554974e-17,6.75775369575184e-20,1.3801137310147122e-15,2.4319633968258077e-17,2.274862353483977e-14,4.7167020599655535e-14,1.3799731823136137e-15,2.193384155341808e-21,1.6907304563708364e-21,2.9301789595011015e-22,7.867518350903174e-28,7.586065766777559e-20,2.13737532535588e-19,9.138773833807987e-22,2.7113987578088176e-14,6.32897571410765e-20
0.00017637415762624748,0.07995425785550248,3.76,0.0,0.5268927515243519,0.9999736400347593,5.3833572652733895e-06,0.0,2.2230575533740486e-09,3.4757621596139505e-06,2.225904605772321e-09,4.1508823639210675e-07,1.41674724153855e-11,7.336742166847425e-16,5.254896645450861e-10,2.786081559502177e-09,2.1909407309083684e-07,1.7248558225377175e-06,1.9764350619939193e-06,4.7210816299759776e-11,7.121899067260678e-10,2.593121130353543e-06,5.233488852317748e-06,5.4268750513565145e-11,9.765320555492675e-10,6.262534472520346e-15,4.1097789215396e-11,2.5824145625703258e-11,1.34992559659145e-12,6.9383237305567674e-15,1.8079278914707143e-08,1.4806622578298473e-07,1.5096895406121041e-09,6.82918068858865e-14,1.1159103435815064e-13,1.1195280880038177e-12,1.4595000774623172e-05,1.2602956614609205e-17,8.271453471016908e-20,1.5000727646004798e-15,2.752307020612008e-17,2.6327593463093207e-14,5.517612608572969e-14,1.5971083102124483e-15,2.8760268967313007e-21,2.1184622605614873e-21,3.618529162125795e-22,9.680740874094506e-28,9.983701544480212e-20,2.509429813294391e-19,1.0833078251768702e-21,2.996751696340898e-14,7.475805256857195e-20
0.00018921207867532002,0.07995425700541509,3.76,0.0,0.5268915698575712,0.9999723285270771,6.2117962958940325e-06,0.0,2.3983752839085804e-09,3.729240418347023e-06,2.2259026076035153e-09,4.4804646623529134e-07,1.4167450245779516e-11,7.336729722349686e-16,5.285375386585811e-10,2.7860620568889843e-09,2.3574450902116835e-07,1.8507672172002677e-06,2.1118927454996346e-06,4.721047909798227e-11,7.477156579582201e-10,2.799848374567871e-06,6.047618558857513e-06,6.270086739053838e-11,1.2167121058881062e-09,7.577290546991622e-15,4.389289233587078e-11,3.2142983368543725e-11,1.4571123863439783e-12,8.395277686895434e-15,1.9293274987167564e-08,1.6938902303564427e-07,1.7314288720674823e-09,7.959569594611285e-14,1.209181006832451e-13,1.2128531978597197e-12,1.4594981632669665e-05,1.3654504237142193e-17,1.0001373154483107e-19,1.6221828221073425e-15,3.09762493047779e-17,3.014966385078506e-14,6.38737507266497e-14,1.8289936814822222e-15,3.7075600780534e-21,2.613880542673261e-21,4.408090358538947e-22,1.176592577791546e-27,1.2914716452713546e-19,2.9163556764463028e-19,1.2699405775377346e-21,3.2901131587823814e-14,8.739586806477918e-20
0.00020204999972439256,0.07995425612369249,3.76,0.0,0.5268903226245275,0.9999709514315525,7.1034875111883335e-06,0.0,2.5758905979918107e-09,3.982734715852667e-06,2.2259005966171507e-09,4.814028070666608e-07,1.4167420867202897e-11,7.336714210220605e-16,5.316146656346504e-10,2.7860421990762526e-09,2.524917158760091e-07,1.976678371375513e-06,2.246232155704489e-06,4.721013626454331e-11,7.836663800800369e-10,3.009072564483115e-06,6.924338571535467e-06,7.177998315606177e-11,1.4952027567013552e-09,9.083578622713975e-15,4.671774725629155e-11,3.946507566699463e-11,1.5655935441350837e-12,1.0064495841372997e-14,2.0494768430064768e-08,1.919987163320047e-07,1.9674992272665496e-09,9.19171832466905e-14,1.3046683865356417e-13,1.3078587659092499e-12,1.4594961533436386e-05,1.473112018755233e-17,1.1964537314767177e-19,1.7465717038562235e-15,3.469811951933505e-17,3.421222475720449e-14,7.327473366216608e-14,2.075470788257316e-15,4.709121151040637e-21,3.1823196550388406e-21,5.306342202329078e-22,1.4146800736660846e-27,1.6456815456504828e-19,3.3592963214629817e-19,1.4743341903446594e-21,3.591550958125671e-14,1.0125411068347954e-19
0.0002148879207734651,0.07995425521025276,3.76,0.0,0.5268890090394616,0.9999695079713777,8.059221351314831e-06,0.0,2.7556190543628402e-09,4.236245128808984e-06,2.225898572727493e-09,5.151605907973729e-07,1.4167382806763535e-11,7.336695024498445e-16,5.347213423617812e-10,2.7860219855736294e-09,2.6933661803918127e-07,2.102589276835611e-06,2.379462673876501e-06,4.72097878461656e-11,8.200456776356728e-10,3.220814601523867e-06,7.8644033755099e-06,8.151380081648828e-11,1.8153518913546376e-09,1.0804381793943666e-14,4.958291232401306e-11,4.787776920824165e-11,1.6753798783688344e-12,1.1971448226902725e-14,2.1684065620049897e-08,2.1586929803888208e-07,2.217754123800619e-09,1.0528937544510769e-13,1.4027151562098782e-13,1.4045626292599106e-12,1.4594940465585536e-05,1.5836665812003303e-17,1.4178565097294522e-19,1.8733765481447947e-15,3.870947893609692e-17,3.8513092006551487e-14,8.339451222644408e-14,2.3364069464479485e-15,5.903597876155117e-21,3.8292100505610396e-21,6.320909476237135e-22,1.684821071997387e-27,2.0694351072769552e-19,3.839419679619132e-19,1.6970371957585196e-21,3.9011358227018774e-14,1.1638515485132613e-19
