Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45),FO2(124),CH3F(39),CH2CO(28)
0.00011143651044459301,0.06766466633369954,3.76,0.0,0.5234690013141493,0.9929278568363127,0.0063044232765984256,0.0,1.3615586306570844e-06,0.001000740935965961,4.205634260076067e-07,0.00033001779948437697,4.074805703655419e-12,1.2728046538340725e-14,2.8999451335551723e-07,3.020547547810413e-07,0.0002245947367678517,0.00046826314516516305,0.0001906817526749355,1.0589790691655796e-08,8.510262978235156e-07,0.00012908604454648734,0.005957362812209262,5.964137217564846e-06,0.00045320855615643793,1.7329444803453348e-07,2.7888062702582082e-06,2.4406851247496638e-05,2.490135168283275e-09,1.5018963366319563e-08,1.584155268389081e-05,4.9118296276404844e-05,1.4400292818654621e-05,7.148132911571841e-09,1.0425239067934108e-08,6.61508904670538e-08,8.752415684488225e-05,8.918332859969191e-12,3.2407939090653284e-13,2.096218284252666e-09,1.23213363184126e-10,6.482726206581856e-09,1.3058371734406675e-07,5.312029645443485e-11,4.694841780438969e-12,1.1700033808200965e-12,4.125526842361467e-13,8.682980241190522e-18,2.712368190850344e-10,6.310836936936928e-14,1.1220782017443056e-13,1.3003180776289738e-08,1.405016040062022e-13,1.4309151715915874e-11,2.8248498050670494e-07,1.6005326781267947e-14,2.8922827672898095e-11,5.736772918637782e-12,7.590729326058015e-10,2.128696459566766e-13,5.400948543719523e-13,1.0510815102138861e-17,1.2030242663268377e-09,1.8592591516354942e-12,5.658069309627728e-10,8.035715611060542e-20,1.6265657314393126e-18,2.814855372316367e-17,2.2884894411556574e-14,3.6080835999899853e-13,4.476753703107541e-20,5.705227808624224e-13,4.956953272079634e-18,5.875589717112353e-12,1.2584726134985723e-08,1.2543413144812194e-12,1.0002847566621129e-15,1.0578901057792107e-09,4.930194502994057e-10,4.879803740209338e-08,4.5995025806776236e-17
0.00011325043198523479,0.06766471842914332,3.76,0.0,0.5232881266024624,0.9927707971940848,0.006457049522743698,0.0,1.3655476556253825e-06,0.0010180034963543237,4.205225018447439e-07,0.00033080848860735085,4.073761620557751e-12,1.2724785130603341e-14,2.903876512804214e-07,3.0200158911623094e-07,0.0002289399742213595,0.00047585559854930795,0.00019127011380948468,1.0588818312032736e-08,8.531043805509038e-07,0.0001293753772349651,0.0061001360051735525,6.160716014362809e-06,0.00046654166322087455,1.7866155215354545e-07,2.8559599459624735e-06,2.518554422691723e-05,2.495707227318316e-09,1.5481689920159835e-08,1.6131214419363668e-05,4.9575937100935104e-05,1.4995111621256332e-05,7.1827275175588545e-09,1.0664373778054664e-08,6.717531967241174e-08,8.75103124234503e-05,9.122804060094582e-12,3.347138275828662e-13,2.158161955885008e-09,1.2724572828795332e-10,6.6789105130798615e-09,1.372508718219897e-07,5.4719219907893944e-11,5.023454190010575e-12,1.2332335557641994e-12,4.345288577716571e-13,9.14915629174852e-18,2.8842758722985565e-10,6.34279294799183e-14,1.1785461396325914e-13,1.3027874456241915e-08,1.461533612428038e-13,1.486850976663874e-11,2.9682550791612294e-07,1.645679654554946e-14,2.95866909844144e-11,5.960241050946545e-12,7.906885556453659e-10,2.1838191867266472e-13,5.4019442941489e-13,1.104264812969269e-17,1.2450990924297333e-09,1.974414857476064e-12,5.855150991149008e-10,8.534965217932209e-20,1.730995831017046e-18,2.924498791790415e-17,2.412972825686594e-14,3.607654428481294e-13,4.7195188148665295e-20,6.126123708887392e-13,5.280297318415237e-18,6.142425229569529e-12,1.257907122688392e-08,1.2854871622669804e-12,1.0194464516370407e-15,1.0608584692207853e-09,4.9285530577055e-10,5.044517010754237e-08,4.99307381895502e-17
0.00011506435352587656,0.0676647706095907,3.76,0.0,0.5231068655777591,0.9926134597052292,0.006610058443890852,0.0,1.369341832190696e-06,0.0010352826244441928,4.2048161486662773e-07,0.00033155523091119753,4.072716878370854e-12,1.27215216671914e-14,2.9076024952800576e-07,3.019490034351566e-07,0.00023328831782159457,0.0004834467301657951,0.0001918248000275452,1.0587868355825089e-08,8.550802027408052e-07,0.00012964735751206283,0.006243221533190486,6.360374652821327e-06,0.000479931743943456,1.8405116900633992e-07,2.9232203608905306e-06,2.5971041951768e-05,2.5009452877583414e-09,1.594621516012712e-08,1.6415143419104007e-05,5.001410813774875e-05,1.560032396450146e-05,7.215492500373211e-09,1.0903595480556567e-08,6.81867106342503e-08,8.749644351045346e-05,9.327350304486591e-12,3.454405258388219e-13,2.220590290100202e-09,1.313121887881636e-10,6.876852436041145e-09,1.4412617093036493e-07,5.633201547240427e-11,5.368157553195752e-12,1.2984842785868272e-12,4.572054259095177e-13,9.630312882539337e-18,3.0643769018817953e-10,6.373161015234223e-14,1.2367182254502825e-13,1.3052099568352411e-08,1.5194324594268176e-13,1.5438947967563793e-11,3.115224126772445e-07,1.6912912082561656e-14,3.025050387787053e-11,6.188083099239737e-12,8.228781677753237e-10,2.239008484532288e-13,5.402935449047876e-13,1.15875643155536e-17,1.2878515464883415e-09,2.0945145384326683e-12,6.055358633951456e-10,9.055714333504646e-20,1.8399916969590885e-18,3.0362881471123555e-17,2.541528770924675e-14,3.607233874199734e-13,4.9701693883632067e-20,6.569508858096056e-13,5.618014640592922e-18,6.415659613906476e-12,1.2573429503796424e-08,1.316751310896319e-12,1.038551861851808e-15,1.0636919962152358e-09,4.926919258158628e-10,5.211926803856177e-08,5.4119585492789457e-17
0.00011687827506651834,0.06766482287930341,3.76,0.0,0.5229252409239792,0.9924558613399431,0.006763428345585303,0.0,1.3729507894203673e-06,0.001052577767611816,4.204407605417833e-07,0.0003322603528269238,4.0716715027578684e-12,1.2718256228169909e-14,2.9111339344149654e-07,3.018969689101767e-07,0.0002376394547133305,0.0004910365394965233,0.00019234761201998107,1.0586939806198139e-08,8.569592043465574e-07,0.00012990290718071726,0.006386600795331603,6.563093850144433e-06,0.0004933754032171127,1.8946183209194406e-07,2.9905921456583487e-06,2.6763190655903026e-05,2.5058670867283686e-09,1.641241097148869e-08,1.6693335552133752e-05,5.043336213092424e-05,1.6215721715593453e-05,7.246516325827526e-09,1.114292891948453e-08,6.918506361913966e-08,8.748255160177985e-05,9.531992764256104e-12,3.5625704923020873e-13,2.283488422919922e-09,1.354117064897862e-10,7.076511497399372e-09,1.5121125523513374e-07,5.795834431329124e-11,5.729365087988304e-12,1.3657684456527853e-12,4.805872850251362e-13,1.012655846583779e-17,3.252917569644572e-10,6.402018679894532e-14,1.2966077700612492e-13,1.307584391957464e-08,1.5787234769910679e-13,1.6020485449137587e-11,3.26572594366705e-07,1.737371366265046e-14,3.091421000729552e-11,6.420304529888629e-12,8.556337646665929e-10,2.2942569165754966e-13,5.403922083261517e-13,1.2145441765010568e-17,1.3312766450239628e-09,2.2196802127123986e-12,6.258667216773535e-10,9.598495255634887e-20,1.9536629730941333e-18,3.150226120267241e-17,2.6741886896899467e-14,3.606821971762939e-13,5.228762917334423e-20,7.036097196083899e-13,5.970455343306334e-18,6.695295471269923e-12,1.2567800439513432e-08,1.3481297353468807e-12,1.0576014527510938e-15,1.066397938987775e-09,4.925292743982419e-10,5.382029795906637e-08,5.857260982529441e-17
0.00011869219660716011,0.06766487524203281,3.76,0.0,0.5227432741916023,0.9922980181736194,0.006917138608144988,0.0,1.3763836124824093e-06,0.0010698883904130185,4.2039993469565805e-07,0.00033292603595182316,4.07062551925211e-12,1.2714988893150576e-14,2.914481026100914e-07,3.018454588624039e-07,0.00024199308873268423,0.0004986250261139499,0.00019284026302845034,1.0586031730043582e-08,8.587464855716545e-07,0.00013014289062359742,0.006530256174272887,6.768853718013616e-06,0.0005068694106091184,1.948921546964175e-07,3.0580802690373045e-06,2.756184319845243e-05,2.510489257082345e-09,1.6880156247264015e-08,1.6965796485996922e-05,5.083425781475722e-05,1.6841096773883578e-05,7.275882792316798e-09,1.1382399748044527e-08,7.017039000735486e-08,8.746863811444225e-05,9.73675338243898e-12,3.6716106752331416e-13,2.3468422821946557e-09,1.3954329926828023e-10,7.277849564922362e-09,1.5850771079942606e-07,5.959788705091168e-11,6.107487768965949e-12,1.435098450334326e-12,5.046791448309538e-13,1.0637996873984512e-17,3.4501457535122026e-10,6.429439392732241e-14,1.3582277307682977e-13,1.3099097262862345e-08,1.6394172285335465e-13,1.6613141461016295e-11,3.4197284243905405e-07,1.7839242790508063e-14,3.157775789669539e-11,6.656910854421239e-12,8.889473222100267e-10,2.349557604368057e-13,5.404904272758487e-13,1.271615456707985e-17,1.3753692767004438e-09,2.3500346246242795e-12,6.465051132744674e-10,1.0163843472795316e-19,2.0721197553278706e-18,3.266315415413203e-17,2.8109827434949727e-14,3.606418755758766e-13,5.49535440985232e-20,7.526607271425863e-13,6.337970999384075e-18,6.981334664198663e-12,1.2562183564420848e-08,1.3796185889141288e-12,1.0765957161831412e-15,1.0689830968575854e-09,4.923673184175023e-10,5.5548226371335474e-08,6.330111259765764e-17
0.00012050611814780189,0.0676649277010683,3.76,0.0,0.5225609858618685,0.9921399454427259,0.007071169626417629,0.0,1.3796488814048278e-06,0.001087213974050768,4.2035913349419716e-07,0.0003335543280588899,4.069578953162266e-12,1.2711719741299877e-14,2.917653355754434e-07,3.017944485559267e-07,0.0002463489394051109,0.0005062121896837893,0.00019330438187883727,1.058514326948742e-08,8.604468327609023e-07,0.00013036811916500613,0.006674170975520331,6.977633804741349e-06,0.0005204106915584815,2.0034082534867426e-07,3.12568995776314e-06,2.836685871281374e-05,2.514827411345334e-09,1.7349336487173517e-08,1.7232540857036316e-05,5.121735735204535e-05,1.7476241411145465e-05,7.303671115646244e-09,1.1622034248645687e-08,7.114271141171472e-08,8.745470439149336e-05,9.941654634414712e-12,3.781503511888579e-13,2.4106385508680386e-09,1.4370603841467227e-10,7.480830710274041e-09,1.6601707210796025e-07,6.12503425833818e-11,6.5029341644253295e-12,1.5064862058961517e-12,5.294855345048963e-13,1.116472750579342e-17,3.6563108278810475e-10,6.455492494082332e-14,1.4215907211756089e-13,1.3121851142338188e-08,1.70152394040236e-13,1.7216935398906485e-11,3.577198465786342e-07,1.8309542059643836e-14,3.224110036580838e-11,6.897907643031201e-12,9.228108066593196e-10,2.404904188582562e-13,5.405882093469323e-13,1.3299573184413561e-17,1.4201242142391997e-09,2.48570121565451e-12,6.674484247618267e-10,1.075229754068427e-19,2.1954725624464164e-18,3.384558765422235e-17,2.9519399168076974e-14,3.606024260769111e-13,5.769996536329867e-20,8.04176201429146e-13,6.720914521578801e-18,7.273778363843794e-12,1.2556578458218177e-08,1.4112141918321171e-12,1.0955351603134808e-15,1.0714538507711412e-09,4.922060274112309e-10,5.730301951850027e-08,6.831665527303894e-17
0.00012232003968844367,0.0676649802592839,3.76,0.0,0.5223783954064488,0.9919816575963253,0.007225502753767711,0.0,1.382754706686294e-06,0.0011045540158648051,4.203183534178682e-07,0.0003341471532279191,4.068531829671022e-12,1.2708448851201382e-14,2.920659942505878e-07,3.017439150434223e-07,0.00025070674101453777,0.0005137980299667937,0.00019374151607381312,1.0584273635489261e-08,8.620647422120918e-07,0.00013057935507272927,0.006818329371236622,7.189413136505072e-06,0.0005339963191255706,2.0580660364754922e-07,3.1934266258196883e-06,2.9178102278487214e-05,2.5188962180992396e-09,1.7819843431446942e-08,1.7493591498690976e-05,5.1583224009015395e-05,1.8120948582818505e-05,7.329956340626178e-09,1.186185908732018e-08,7.210205886206989e-08,8.744075170658867e-05,1.0146719319817816e-11,3.8922276862774813e-13,2.474864631979902e-09,1.478990466084881e-10,7.685421071531528e-09,1.737408248545667e-07,6.291542695911364e-11,6.916110288610174e-12,1.5799432032842312e-12,5.550108222045888e-13,1.1706846052968531e-17,3.8716635778031204e-10,6.480243838895114e-14,1.486709070878707e-13,1.3144098750006792e-08,1.7650535848713985e-13,1.7831886848169204e-11,3.738102064110758e-07,1.8784655058285942e-14,3.290419506957463e-11,7.143300536879575e-12,9.572161840552886e-10,2.4602908603581927e-13,5.406855623893537e-13,1.389556481709978e-17,1.4655361272407612e-09,2.6268040985014783e-12,6.886939957054871e-10,1.136439896587425e-19,2.323832320558047e-18,3.504958938077386e-17,3.097088089353476e-14,3.605638521378663e-13,6.052739771909073e-20,8.582288522965445e-13,7.119640237784863e-18,7.572627094841854e-12,1.2550984744705639e-08,1.4429130224091438e-12,1.1144203481288113e-15,1.0738161953446971e-09,4.92045373334363e-10,5.908464338851918e-08,7.363106008127482e-17
0.00012413396122908546,0.06766503291917618,3.76,0.0,0.5221955213429309,0.9918231683435806,0.007380120249955768,0.0,1.3857087614405673e-06,0.0011219080288425505,4.2027759120966103e-07,0.00033470632112925116,4.067484173595314e-12,1.2705176300149646e-14,2.923509279516885e-07,3.0169383700957766e-07,0.00025506624173829933,0.0005213825468197968,0.0001941531349160298,1.0583422101387228e-08,8.636044420371846e-07,0.00013077731524721256,0.006962716348295662,7.4041702576257415e-06,0.0005476235062617893,2.112883163335603e-07,3.2612958123518626e-06,2.9995444614745967e-05,2.522709473451719e-09,1.8291574715854257e-08,1.774897872399129e-05,5.193242005537296e-05,1.8775012212250758e-05,7.354809735452983e-09,1.2101901099402406e-08,7.304847205018262e-08,8.742678126816573e-05,1.0351970379737702e-11,4.003762802177155e-13,2.5395086157788586e-09,1.521214943112894e-10,7.891588722845023e-09,1.8168040859603013e-07,6.459287228061308e-11,7.347419468420188e-12,1.6554805515959558e-12,5.812592282434273e-13,1.2264444406261082e-17,4.096456118573588e-10,6.503755987768408e-14,1.5535948317246355e-13,1.3165834792424333e-08,1.8300158638138076e-13,1.8458015622474383e-11,3.9024044061709615e-07,1.9264626311225076e-14,3.356700364984166e-11,7.393095264809953e-12,9.921554289531677e-10,2.515712252767779e-13,5.40782494312311e-13,1.450399374398543e-17,1.5115995943345582e-09,2.7734680335335155e-12,7.102391245379646e-10,1.2000692097949602e-19,2.457310353090038e-18,3.62751874423484e-17,3.2464541064772654e-14,3.6052615719955647e-13,6.343632536261361e-20,9.148917863636875e-13,7.534503838225819e-18,7.877880777629714e-12,1.2545402087242349e-08,1.4747117087977361e-12,1.133251866287158e-15,1.0760757676806733e-09,4.918853303339806e-10,6.089306371917812e-08,7.925641070263382e-17
0.00012594788276972725,0.0676650856829007,3.76,0.0,0.522012381286462,0.9916644906976166,0.007535005232592986,0.0,1.3885183115212562e-06,0.0011392755411503896,4.202368438623151e-07,0.0003352335355359818,4.066436009198392e-12,1.2701902164065406e-14,2.9262093706924827e-07,3.0164419460095957e-07,0.0002594272028428059,0.0005289657401960591,0.00019454063263730435,1.0582587995968625e-08,8.65069912181824e-07,0.0001309626745988417,0.007107317660215726,7.621883269821278e-06,0.0005612895985668357,2.167848536114297e-07,3.329303127423398e-06,3.081876179513641e-05,2.526280166166458e-09,1.876443354645944e-08,1.7998739658748932e-05,5.226550487758527e-05,1.9438227449842204e-05,7.378298775925536e-09,1.2342187103519125e-08,7.398199863020899e-08,8.741279422329212e-05,1.055743073678012e-11,4.116089330136428e-13,2.604559245651467e-09,1.5637259712276101e-10,8.099303548315581e-09,1.8983721927539115e-07,6.62824256562669e-11,7.797262223952101e-12,1.7331089837871862e-12,6.08234825269163e-13,1.2837610681177296e-17,4.330941820513897e-10,6.526087989896143e-14,1.6222597717607703e-13,1.3187055366401358e-08,1.896420177698079e-13,1.9095341798648115e-11,4.070069954876714e-07,1.974950116791569e-14,3.4229490887950875e-11,7.647297662186327e-12,1.027620532503999e-09,2.571163393755426e-13,5.408790128634112e-13,1.512472164501532e-17,1.5583091148398225e-09,2.9258184045369068e-12,7.320810743946908e-10,1.2661724028320365e-19,2.596018357960564e-18,3.752241046917075e-17,3.4000638472038524e-14,3.604893446852811e-13,6.642721329414052e-20,9.742384883048462e-13,7.96586221213568e-18,8.189538766681892e-12,1.2539830183007314e-08,1.5066070187033528e-12,1.1520303034975553e-15,1.0782378739239275e-09,4.917258745037059e-10,6.272824600406528e-08,8.520505292686681e-17
0.00012776180431036904,0.06766513855230805,3.76,0.0,0.5218289919978693,0.9915056370160712,0.007690141631877072,0.0,1.391190243300263e-06,0.0011566560956845443,4.201961086107449e-07,0.0003357304021289789,4.0653873604080025e-12,1.2698626517664077e-14,2.928767765429884e-07,3.015949693138844e-07,0.0002637893979351196,0.0005365476101449657,0.00019490533151265713,1.0581770698875277e-08,8.664649027445111e-07,0.0001311360691243039,0.007252119782645205,7.842529870455467e-06,0.0005749920675020351,2.2229516581094938e-07,3.3974542048919964e-06,3.164793498077678e-05,2.5296205359676965e-09,1.9238328406391653e-08,1.8242917622261897e-05,5.258303329326423e-05,2.0110390908866304e-05,7.400487463048766e-09,1.2582743741055378e-08,7.49026935702276e-08,8.739879166126807e-05,1.0763123159813889e-11,4.229188593939747e-13,2.670005885492663e-09,1.6065161446640372e-10,8.308537121031687e-09,1.9821261161926218e-07,6.798384821824451e-11,8.266036162211876e-12,1.8128389066364545e-12,6.359415560425017e-13,1.3426430101650977e-17,4.575375238743491e-10,6.547296052142899e-14,1.6927154435479353e-13,1.3207757844506994e-08,1.9642757345954553e-13,1.9743885772164705e-11,4.241062529584988e-07,2.0239325742558064e-14,3.4891625680359436e-11,7.905913686876429e-12,1.063603509964643e-09,2.6266397840877893e-13,5.40975126016663e-13,1.5757607901572866e-17,1.6056591214631746e-09,3.083981197648579e-12,7.542170786743709e-10,1.3348044495941604e-19,2.7400683944894226e-18,3.879128769342869e-17,3.557942289736658e-14,3.604534180121005e-13,6.950050860129859e-20,1.0363428033562993e-12,8.414073579343187e-18,8.507599887551262e-12,1.2534268758947378e-08,1.5385958530175066e-12,1.170756307178156e-15,1.0803075141728458e-09,4.915669837238632e-10,6.459015549958031e-08,9.148959529328535e-17
0.00012957572585101083,0.06766519152897213,3.76,0.0,0.5216453694285456,0.9913466190385936,0.007845514148338518,0.0,1.3937310881937103e-06,0.0011740492496402411,4.201553828842652e-07,0.00033619843561756693,4.064338250687441e-12,1.2695349433922646e-14,2.9311915902457326e-07,3.015461438924065e-07,0.0002681526122660576,0.0005441281568112459,0.00019524848494174081,1.0580969636371829e-08,8.677929507478026e-07,0.00013129809873803068,0.007397109872098683,8.066087389758057e-06,0.0005887285040281814,2.2781826021334677e-07,3.465754661688139e-06,3.248285017128736e-05,2.5327421286101466e-09,1.9713172777602187e-08,1.8481561552014502e-05,5.288555405445412e-05,2.0791300879629254e-05,7.421436762878377e-09,1.2823597338543437e-08,7.581061855071676e-08,8.738477461692672e-05,1.096907014693941e-11,4.3430427223549057e-13,2.735838490265501e-09,1.6495784632726067e-10,8.519262591042773e-09,2.0680790141386003e-07,6.969691417618913e-11,8.754135883393013e-12,1.894680445689406e-12,6.643832496947964e-13,1.4030984866006714e-17,4.830012047741271e-10,6.567433789802362e-14,1.7649731946473012e-13,1.3227940768680064e-08,2.0335915400897314e-13,2.0403668303411584e-11,4.415345381574064e-07,2.0734146900539778e-14,3.55533803349218e-11,8.168949437445215e-12,1.1000964076327068e-09,2.682137282251708e-13,5.410708418223937e-13,1.6402509878004824e-17,1.653643992003082e-09,3.2480829837375166e-12,7.76644346601878e-10,1.4060205802161418e-19,2.8895728843122387e-18,4.008184903855824e-17,3.720113574746832e-14,3.604183805782522e-13,7.265664171276934e-20,1.1012789210188087e-12,8.879497496551889e-18,8.832062472852396e-12,1.25287175692917e-08,1.5706752412147241e-12,1.1894305499628592e-15,1.082289404549277e-09,4.914086375153186e-10,6.64787572324948e-08,9.812290971596355e-17
0.00013138964739165261,0.06766524461421589,3.76,0.0,0.5214615287623783,0.9911874479215881,0.00800110821334463,0.0,1.3961470458114507e-06,0.0011914545740979107,4.201146642913743e-07,0.0003366390662468212,4.063288702709261e-12,1.2692070983795117e-14,2.933487576945683e-07,3.0149770218548706e-07,0.0002725166420807431,0.0005517073804337761,0.00019557128048303967,1.0580184275597807e-08,8.690573954538161e-07,0.00013144932986174223,0.007542275727664306,8.292532826911158e-06,0.0006024966126369781,2.3335319801704904e-07,3.534210062847026e-06,3.332339797260244e-05,2.535655846099421e-09,2.0188884872070532e-08,1.8714725469204883e-05,5.317360852769544e-05,2.1480757523508437e-05,7.441204506357335e-09,1.3064773790644623e-08,7.670584140633677e-08,8.737074407366706e-05,1.1175293823713804e-11,4.4576345941226785e-13,2.8020475753171223e-09,1.6929063045564198e-10,8.731454578077269e-09,2.156243676633979e-07,7.142140991960434e-11,9.261952899087617e-12,1.9786434336868655e-12,6.935636152975198e-13,1.465135393562213e-17,5.095108980482392e-10,6.586551760349763e-14,1.8390441394688023e-13,1.324760375055203e-08,2.1043763225043868e-13,2.107471054557454e-11,4.5928812649416967e-07,2.123401215166423e-14,3.621472921864666e-11,8.43641117211716e-12,1.137091309232753e-09,2.7376520303950935e-13,5.41166168012704e-13,1.705928318901493e-17,1.7022580597096481e-09,3.418250898766722e-12,7.993600686483242e-10,1.4798762731967277e-19,3.0446445963637617e-18,4.139412520999406e-17,3.886601066381398e-14,3.6038423575639874e-13,7.589602761987992e-20,1.1691213599104125e-12,9.362494624573891e-18,9.162924393871752e-12,1.2523176391303856e-08,1.6028423308734862e-12,1.208053688027038e-15,1.0841879972221949e-09,4.912508168374289e-10,6.839401600792635e-08,1.0511813209785743e-16
0.0001332035689322944,0.06766529780914009,3.76,0.0,0.5212774844549642,0.9910281342704622,0.008156909952131064,0.0,1.3984440057323905e-06,0.0012088716536255977,4.200739506291279e-07,0.0003370536457626505,4.062238738640132e-12,1.2688791236584495e-14,2.935662089722351e-07,3.014496290598153e-07,0.00027688129401269286,0.0005592852813439317,0.00019587484282842022,1.0579414121091016e-08,8.702613923331578e-07,0.00013159029776823103,0.007687605755426109,8.521842885029627e-06,0.0006162942057478006,2.388990916347928e-07,3.6028258917202686e-06,3.41694733796652e-05,2.5383719905349565e-09,2.066538739400276e-08,1.8942467982565686e-05,5.344772953890498e-05,2.217856304830195e-05,7.459845582658177e-09,1.3306298461465625e-08,7.758843560747992e-08,8.735670096633238e-05,1.1381815860907717e-11,4.572947835537886e-13,2.8686241865722097e-09,1.736493417832767e-10,8.945089068575942e-09,2.2466325463576776e-07,7.31571331954085e-11,9.789875561716734e-12,2.0647374489471724e-12,7.23486255955284e-13,1.5287614112239084e-17,5.370923771916671e-10,6.604698171713187e-14,1.9149392354868637e-13,1.3266747380079283e-08,2.1766386726269302e-13,2.1757034101512107e-11,4.77363250322356e-07,2.173896960637678e-14,3.687565020474458e-11,8.70830532434468e-12,1.1745803418448727e-09,2.7931805909974687e-13,5.41261112518087e-13,1.772778194820471e-17,1.75149562508223e-09,3.5946126271083986e-12,8.223614215632611e-10,1.556427248092557e-19,3.205396633349151e-18,4.2728147773674356e-17,4.0574274102278295e-14,3.6035098691166273e-13,7.921906700639177e-20,1.2399449537212534e-12,9.86342691836995e-18,9.500183091564109e-12,1.2517645021725097e-08,1.635094382378738e-12,1.2266264411929388e-15,1.0860074996934374e-09,4.910935039641361e-10,7.033589641797838e-08,1.1248866294219536e-16
0.0001350174904729362,0.06766535111464388,3.76,0.0,0.5210932502703386,0.9908686881695747,0.008312906149153688,0.0,1.4006275660735752e-06,0.0012263000858962572,4.2003323984260654e-07,0.0003374434528432683,4.061188380201466e-12,1.2685510259735532e-14,2.937721150062034e-07,3.014019103474691e-07,0.00028124638451799256,0.0005668618599636452,0.0001961602367082921,1.0578658712540684e-08,8.714079258514855e-07,0.00013172150874054425,0.007833088935367272,8.753994005045978e-06,0.0006301191984428156,2.4445510210821696e-07,3.6716075247963278e-06,3.5020975572805116e-05,2.5409003063193194e-09,2.114260731360713e-08,1.916485182746716e-05,5.3708440371406876e-05,2.288452186621927e-05,7.477412444887167e-09,1.3548196102209253e-08,7.845847977844443e-08,8.734264618385079e-05,1.158865740517971e-11,4.688966784870878e-13,2.9355598751291855e-09,1.780333897303212e-10,9.160143322804316e-09,2.3392577380105075e-07,7.490389231891718e-11,1.0338289004579089e-11,2.1529718716560607e-12,7.541546913748361e-13,1.5939839911945436e-17,5.657715106588466e-10,6.621919271517318e-14,1.9926693052237526e-13,1.3285373140896115e-08,2.2503870550341548e-13,2.2450661073423244e-11,4.957561051994398e-07,2.224906800970877e-14,3.75361243241526e-11,8.984638519475216e-12,1.2125556813539693e-09,2.8487198288170343e-13,5.413556834338791e-13,1.840785900013427e-17,1.8013509666923423e-09,3.777296389964507e-12,8.456455733288377e-10,1.6357294591563844e-19,3.371942442104754e-18,4.408394923852372e-17,4.2326145887065304e-14,3.6031863739852774e-13,8.262614734087253e-20,1.3138248382203436e-12,1.0382657729646428e-17,9.843835608321165e-12,1.2512123275796941e-08,1.6674287690490498e-12,1.2451495613368792e-15,1.0877518917414437e-09,4.909366824060915e-10,7.230436285061996e-08,1.202481679628628e-16
0.00013683141201357798,0.06766540453144249,3.76,0.0,0.5209088393154232,0.9907091192100882,0.008469084215567534,0.0,1.4027030510968261e-06,0.0012437394813186523,4.1999253000161647e-07,0.0003378096980531244,4.060137648183432e-12,1.2682228118293439e-14,2.939670458101893e-07,3.0135453272701384e-07,0.0002856117393464536,0.0005744371168032609,0.00019642846971967078,1.057791762002865e-08,8.72499821152931e-07,0.00013184344205441004,0.007978714790540228,8.988962398357016e-06,0.0006439696035142722,2.500204365295683e-07,3.7405602106112466e-06,3.587780772749313e-05,2.54325001910542e-09,2.162047563880514e-08,1.938194343752214e-05,5.395625390578752e-05,2.3598440735746527e-05,7.493954959163433e-09,1.3790490783401925e-08,7.93160572495541e-08,8.732858057164611e-05,1.1795839018409402e-11,4.805676431975496e-13,3.002846670219143e-09,1.8244221503861826e-10,9.376595786925005e-09,2.4341310566640446e-07,7.666150542620498e-11,1.0907575091968327e-11,2.243355856745965e-12,7.855723449390555e-13,1.6608103018792e-17,5.955742570207066e-10,6.6382585750367e-14,2.072244979111657e-13,1.330348333014634e-08,2.325629665229456e-13,2.3155614071673376e-11,5.144628557665231e-07,2.2764356614826862e-14,3.8196133613174976e-11,9.265417590157792e-12,1.2510095574106347e-09,2.9042667826800274e-13,5.41449888372176e-13,1.9099366142508995e-17,1.8518183494690392e-09,3.966430929979428e-12,8.69209687884421e-10,1.7178390895599518e-19,3.544395808335864e-18,4.5461563128719065e-17,4.412183974584531e-14,3.602871905441323e-13,8.611764395503933e-20,1.3908364392666243e-12,1.0920551448552797e-17,1.0193878614480632e-11,1.250661098462754e-08,1.6998429656931882e-12,1.2636237584276522e-15,1.0894249402412431e-09,4.907803367490908e-10,7.429937949851553e-08,1.2841057869206265e-16
