Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113)
7.532955532168052e-05,0.6227112463491448,3.76,0.0,0.5529876710385242,0.9685746239836038,0.023849695713335783,0.0,2.8744655281895295e-05,0.02050925179582385,5.649037538127058e-05,0.008506114896946559,9.179074756620479e-12,5.647959710364639e-13,4.5564614637233375e-05,7.85428027997099e-06,0.008452687293308253,0.007859133010316596,0.00019899402351932592,1.5192410978435846e-06,5.351341066646705e-05,2.4642565212879974e-05,0.020452612217175453,0.00025466169059113006,0.0038385300476525656,6.905650446776062e-06,0.0008442473953670615,0.0026975880303703147,9.770820592801011e-08,5.504305770690946e-09,0.000695470336367724,1.3343622601999737e-05,0.000653138085200716,6.034765343472412e-07,1.0181110906235798e-07,7.459684444689147e-05,0.00045359810441134116,5.981408182685416e-10,5.5358021617058744e-11,6.77280790766276e-07,7.762870178766623e-08,2.912775341450034e-06,0.00010081804164506131,3.6190396951467076e-10,8.289906261913443e-10,6.0164377304940816e-09,1.573973847088931e-09,3.011724837585987e-13,8.563394050971345e-07,2.7880876726585057e-12,1.1693448415412648e-08,9.82530847433685e-07,1.1550121916335704e-08,8.458526123129467e-08,2.1631050209860477e-05,9.802820833134498e-10,3.0687055386697888e-09,3.7474434770690586e-10,1.8524639067009592e-07,2.4239261259342508e-12,3.86582447186625e-12,9.773733872661632e-17,9.845085483328754e-07,2.849964920212995e-07,3.316169082226676e-09,3.7728564668844665e-13,5.3717369893961006e-11,1.119578890938221e-14
7.603676150082742e-05,0.6227280785206581,3.76,0.0,0.5524270161533886,0.968218717927508,0.024137752852959552,0.0,2.8763422509020126e-05,0.020732373644929965,5.6462696000558554e-05,0.008504629481310921,9.170959544422578e-12,5.642966690720158e-13,4.560219318865818e-05,7.850229154598132e-06,0.008536502581103368,0.007930934392207916,0.00019883212914119546,1.5184214079556372e-06,5.35342350486314e-05,2.4628584330961173e-05,0.02071155539349306,0.00025878643827593784,0.003888211448485424,7.006144875298543e-06,0.000862393393474766,0.00273772125785855,9.765272967779053e-08,5.582211691347776e-09,0.0007019828081783326,1.3327165345588529e-05,0.0006684675522246762,6.033964901777826e-07,1.0396697634914071e-07,7.513663818705062e-05,0.0004534314249063687,6.107918837897411e-10,5.6178519099551973e-11,6.875785223207809e-07,7.884456953507123e-08,2.958564168491518e-06,0.00010365590523838108,3.674485601425271e-10,8.562250223764027e-10,6.190988245646634e-09,1.6195707027737426e-09,3.0976450806022006e-13,8.904316910908498e-07,2.8035990339864366e-12,1.1991912164314574e-08,9.91446093549777e-07,1.1792537451404254e-08,8.63672448239288e-08,2.2170353014329638e-05,1.000158197915822e-09,3.088762699065703e-09,3.8249037043982613e-10,1.8915489246811962e-07,2.468159278387151e-12,3.904244092358652e-12,1.001346131420739e-16,1.0014924479629537e-06,2.943937870872166e-07,3.372086830869904e-09,3.8975625800114914e-13,5.523706709895811e-11,1.1427194558405479e-14
7.674396767997431e-05,0.6227449379981669,3.76,0.0,0.5518668643893807,0.9678629277482251,0.02442567573493233,0.0,2.87815526154048e-05,0.020955688004645843,5.643501558097155e-05,0.008502899401285163,9.162848609896478e-12,5.637974008645879e-13,4.563920700114536e-05,7.846212923967827e-06,0.008620198452777979,0.008002698627051592,0.00019866564666595524,1.5176142533781829e-06,5.3554195167490604e-05,2.4613898739678395e-05,0.020970421300127003,0.0002629194871186088,0.003937672261783644,7.106422131683282e-06,0.0008807032024676757,0.0027778399669089967,9.759447193007123e-08,5.659882004356649e-09,0.0007084181905018745,1.3310126490784133e-05,0.0006839403591190754,6.032817488399086e-07,1.0614111429583953e-07,7.56706410253403e-05,0.0004532648063576084,6.235499720642912e-10,5.699851347117073e-11,6.978705885869551e-07,8.00614232549869e-08,3.004435926090415e-06,0.00010653548004208275,3.729989982059132e-10,8.839497900782884e-10,6.36823657231487e-09,1.665869129949804e-09,3.1848229602885223e-13,9.254251147486554e-07,2.8191395650833373e-12,1.2294727144449132e-08,1.0002475982893431e-06,1.2037735097500608e-08,8.81685164280283e-08,2.271457454744445e-05,1.020252731268733e-09,3.108740031549469e-09,3.9031563330585185e-10,1.9309380634591797e-07,2.5126288465740797e-12,3.94267917834007e-12,1.0255218202648371e-16,1.0185345388928725e-06,3.0399633333697057e-07,3.428156173075359e-09,4.0249991781661857e-13,5.6780993116852944e-11,1.1660967290754975e-14
7.74511738591212e-05,0.6227618248288344,3.76,0.0,0.5513072221217797,0.967507259878104,0.024713457943204686,0.0,2.879908134298152e-05,0.02117919072153809,5.64073334796766e-05,0.008500937867602648,9.154741884975852e-12,5.632984847150347e-13,4.567568419308906e-05,7.842230820640293e-06,0.008703773962126207,0.008074425953403387,0.0001984947469607124,1.5168194409223776e-06,5.357335264028943e-05,2.4598547771005337e-05,0.021229203345166543,0.0002670602372056181,0.003986910071310689,7.206477848260215e-06,0.000899175360997436,0.0028179415531446473,9.753358830002017e-08,5.7373134887150985e-09,0.0007147772293383608,1.3292533303499444e-05,0.0006995548566028961,6.031341535324274e-07,1.0833332381866731e-07,7.619888520698275e-05,0.00045309824249149024,6.364139151277942e-10,5.781795778655393e-11,7.081564345324967e-07,8.127918884079825e-08,3.0503874343492766e-06,0.00010945669933078264,3.7855488031716005e-10,9.121650171277471e-10,6.548182324363016e-09,1.712868971530292e-09,3.2732573403977763e-13,9.613301990979549e-07,2.8347149721735576e-12,1.2601903947236139e-08,1.0089366660198864e-06,1.2285719264992614e-08,8.998907870570721e-08,2.326363254176747e-05,1.0405660953937162e-09,3.1286411800254916e-09,3.982200519160522e-10,1.9706277918575643e-07,2.55733081801273e-12,3.981106265046891e-12,1.0498965049420364e-16,1.0356325828893887e-06,3.138063277659795e-07,3.4843693659148704e-09,4.1551955605175744e-13,5.834921151718925e-11,1.1897104585505086e-14
7.81583800382681e-05,0.6227787390439076,3.76,0.0,0.5507480952479413,0.9671517203524094,0.02500109343795797,0.0,2.8816042696315443e-05,0.021402877801936095,5.637964909346415e-05,0.008498757465630362,9.146639319853536e-12,5.628000155357607e-13,4.57116516262834e-05,7.838282103794506e-06,0.008787228220822745,0.008146116607177884,0.0001983195919821519,1.5160367824255627e-06,5.359176601711384e-05,2.4582568879668276e-05,0.02148789533030882,0.00027120810538151357,0.004035922663475194,7.306308030822751e-06,0.000917808409871504,0.002858023534357341,9.747022710123902e-08,5.814503242577656e-09,0.0007210607003503892,1.3274411668802915e-05,0.0007153094123458891,6.029554703416958e-07,1.1054340634713762e-07,7.672140368735474e-05,0.00045293173309823213,6.49382548684741e-10,5.863678782553154e-11,7.184355414882496e-07,8.249779545173862e-08,3.096415629112928e-06,0.00011241949408050865,3.841158171370411e-10,9.408707531007516e-10,6.730825035576351e-09,1.7605700385530862e-09,3.3629470795554986e-13,9.981573891232623e-07,2.8503297289003774e-12,1.2913453095068133e-08,1.0175146411219825e-06,1.2536494309398515e-08,9.18289341893748e-08,2.381744569760827e-05,1.0610987050718629e-09,3.148470674286245e-09,4.0620354162699665e-10,2.0106146211038307e-07,2.602260956246827e-12,4.019489614482145e-12,1.0744662641410862e-16,1.0527844090025718e-06,3.238259665797995e-07,3.540718908363501e-09,4.288181015607296e-13,5.994191705745658e-11,1.2135603916223823e-14
7.87948655995003e-05,0.6227939852648299,3.76,0.0,0.5502453262315523,0.9668318491872139,0.02525983523989562,0.0,2.883084951502513e-05,0.02160435062789815,5.635473072371693e-05,0.008496617891226837,9.139350567509682e-12,5.623513535211659e-13,4.574360768700327e-05,7.834756212480798e-06,0.008862232694562478,0.008210607033402364,0.0001981584413573713,1.5153426297704176e-06,5.3607747881325476e-05,2.4567680502279425e-05,0.021720636294754025,0.00027494680411408606,0.004079839761290292,7.395959335712597e-06,0.000934714511159416,0.0028940785976853925,9.741119939516897e-08,5.8837651565448444e-09,0.0007266518766010327,1.3257670710700284e-05,0.0007296069273570816,6.027694955496936e-07,1.1254759836080167e-07,7.718680260887326e-05,0.00045278193576005774,6.61142870856326e-10,5.937318442544223e-11,7.276805734732831e-07,8.359520459177564e-08,3.1379041279246075e-06,0.00011512149759559874,3.891246751565281e-10,9.671253140046296e-10,6.897508889129693e-09,1.8041003695763204e-09,3.4447403540376595e-13,1.0320988309971609e-06,2.8644192628308674e-12,1.3197594331830317e-08,1.0251409738288675e-06,1.2764581410614439e-08,9.350130179651834e-08,2.4319876810250438e-05,1.0797658410686729e-09,3.1662594132896326e-09,4.13456217320775e-10,2.046853938856973e-07,2.6428900250283773e-12,4.054059252466455e-12,1.0967426416452034e-16,1.0682652949407297e-06,3.330247021350575e-07,3.591544062397399e-09,4.4102767826512084e-13,6.139634121876556e-11,1.2352270736077642e-14
7.94313511607325e-05,0.6228092536825478,3.76,0.0,0.549742982769127,0.9665120904454917,0.025518449691166737,0.0,2.884524546586329e-05,0.02180596697805517,5.63298096562582e-05,0.008494319092846215,9.132065142069325e-12,5.619028552265555e-13,4.5775189508666004e-05,7.831256280225936e-06,0.008937137708615216,0.008275068112145342,0.00019799407499833952,1.5146580428335403e-06,5.362321071316278e-05,2.4552337196151428e-05,0.021953295590347,0.00027869040775279605,0.004123571447167677,7.4854225565150846e-06,0.0009517486939293885,0.002930114216318545,9.735037625773816e-08,5.952827386204144e-09,0.0007321830948178883,1.3240538678155208e-05,0.0007440154167371668,6.025609015805981e-07,1.1456596315177403e-07,7.7647615842255e-05,0.0004526321923734695,6.729862087026927e-10,6.010903264429556e-11,7.36919419916374e-07,8.469319355680477e-08,3.179450268496739e-06,0.00011785706633826716,3.9413706377598114e-10,9.937771897830059e-10,7.066376324080922e-09,1.8481983597245036e-09,3.527548894687235e-13,1.0668030823667554e-06,2.8785467544089747e-12,1.3485293227885156e-08,1.0326794655917303e-06,1.2994935394840154e-08,9.518930034881207e-08,2.4826036712757233e-05,1.0986111730062738e-09,3.183995754652187e-09,4.2077280792513835e-10,2.0833286315882868e-07,2.6836980145199573e-12,4.0886418889177986e-12,1.1191711303779126e-16,1.0837865488084235e-06,3.42396628109827e-07,3.6424686274207603e-09,4.5346767543522307e-13,6.287070009642689e-11,1.2570846838956829e-14
8.00678367219647e-05,0.6228245442900732,3.76,0.0,0.5492410682619966,0.9661924478007912,0.02577693309882324,0.0,2.8859252213310166e-05,0.02200772424779714,5.630488552546742e-05,0.008491869052175161,9.124782981230005e-12,5.614550058447251e-13,4.580641425692879e-05,7.82778181793232e-06,0.009011942724749653,0.008339500010030261,0.0001978265945745586,1.5139828941697732e-06,5.363819134810426e-05,2.4536562677905693e-05,0.022185869441910422,0.00028243852533946717,0.004167116489049755,7.574695469502018e-06,0.0009689099005762075,0.0029661288132815213,9.728785241316835e-08,6.021688373379687e-09,0.0007376549717883148,1.3223031838908505e-05,0.0007585337280474495,6.023307914291267e-07,1.1659835721591424e-07,7.810386866396364e-05,0.00045248249021050677,6.849117197918502e-10,6.084427721084684e-11,7.461517686759935e-07,8.579171773321999e-08,3.2210520389106102e-06,0.00012062614579961573,3.991527258776795e-10,1.0208263511145783e-09,7.237426849639325e-09,1.8928638395312096e-09,3.6113718596583185e-13,1.1022775985646953e-06,2.8927157666113253e-12,1.377655733007444e-08,1.040131162878689e-06,1.3227559412728274e-08,9.689293124220574e-08,2.5335868257726794e-05,1.117634988473837e-09,3.20168244885325e-09,4.2815325030004303e-10,2.120036242703506e-07,2.724681774287164e-12,4.1231491782508834e-12,1.1417489805586812e-16,1.0993467243599033e-06,3.5194334417204284e-07,3.6934876179932888e-09,4.661402263758273e-13,6.436500485612651e-11,1.2791330342851475e-14
8.07043222831969e-05,0.6228398570723871,3.76,0.0,0.5487395858550868,0.9658729246787945,0.026035281973774114,0.0,2.8872890292764086e-05,0.022209619922077088,5.627995798660693e-05,0.008489275405345447,9.11750411683977e-12,5.610070688110742e-13,4.583729839018512e-05,7.824332351431606e-06,0.009086647236124993,0.0084039028920264,0.00019765609717524617,1.5133170590927064e-06,5.3652724930354394e-05,2.4520379618212027e-05,0.022418354287557323,0.0002861907764681756,0.0042104737640079925,7.663776038292266e-06,0.0009861970759170227,0.003002120878782054,9.722371616069255e-08,6.090346705854047e-09,0.0007430681375964735,1.3205165716419004e-05,0.0007731607213115161,6.020802732822271e-07,1.186446374962722e-07,7.855558668250342e-05,0.0004523328523926581,6.96918567503035e-10,6.15789008479979e-11,7.553773264234501e-07,8.689073407838563e-08,3.2627074934807446e-06,0.00012342868031353088,4.0417141895759566e-10,1.048272751900648e-09,7.410659902840493e-09,1.9380966158443075e-09,3.6962086130889903e-13,1.1385297856818354e-06,2.906927194103737e-12,1.4071394156946234e-08,1.0474971284956664e-06,1.3462456375052722e-08,9.86121958991456e-08,2.5849314995512427e-05,1.136837580293806e-09,3.2193226642654134e-09,4.3559748049663533e-10,2.1569743425910588e-07,2.7658386314516193e-12,4.157675474406942e-12,1.1644734750235237e-16,1.114944417426865e-06,3.6166644935588615e-07,3.74459619625116e-09,4.790474635425753e-13,6.587948290123442e-11,1.3013719333984423e-14
8.134080784442909e-05,0.622855192006285,3.76,0.0,0.5482385384492973,0.9655535243268168,0.026293493021389624,0.0,2.888617932378048e-05,0.02241165157205239,5.625502671488716e-05,0.008486545456941108,9.110228521429827e-12,5.605591392761288e-13,4.586785767038999e-05,7.820907420888904e-06,0.00916125076588963,0.00846827692146678,0.0001974826755765208,1.512660415680892e-06,5.366684498225078e-05,2.45038096842889e-05,0.022650746769030613,0.0002899467911536191,0.004253642253111765,7.75266239718116e-06,0.0010036091674029293,0.0030380889674767883,9.715805268964507e-08,6.15880109291426e-09,0.0007484232342879758,1.3186955125002372e-05,0.0007878952692690508,6.018103875189557e-07,1.2070466140653689e-07,7.9002795810606e-05,0.0004521832779592995,7.090059157491268e-10,6.231290372124361e-11,7.645958158820974e-07,8.799020174169769e-08,3.304414749196999e-06,0.00012626461312927964,4.091929073489661e-10,1.0761163308770974e-09,7.586074840495158e-09,1.98389649205512e-09,3.7820585011379447e-13,1.175567001035541e-06,2.9211840974413484e-12,1.4369811206177785e-08,1.0547784390880472e-06,1.3699628945927193e-08,1.0034709568141947e-07,2.636632118549461e-05,1.1562192184090045e-09,3.2369179023274106e-09,4.431054343939868e-10,2.1941405282440093e-07,2.807166050331763e-12,4.192255771665543e-12,1.1873419642478835e-16,1.1305782648700235e-06,3.7156754232981797e-07,3.7957896669624465e-09,4.921915189149606e-13,6.741422472745706e-11,1.3238011893945607e-14
8.191364484953808e-05,0.6228690123614261,3.76,0.0,0.5477879699206963,0.965266171515885,0.02652576254820335,0.0,2.8897856728938797e-05,0.022593594375713854,5.6232585125873995e-05,0.008483977746193336,9.103683234131217e-12,5.601563853317094e-13,4.589509578508668e-05,7.817845592427084e-06,0.009228307232336747,0.008526189012718297,0.00019732416934889756,1.5120771968837878e-06,5.367922591066717e-05,2.4488583116160402e-05,0.022859818412038383,0.0002933301246997756,0.004292331719091267,7.832492672653917e-06,0.0010193859853943727,0.003070438602324646,9.709771854753349e-08,6.220234739272493e-09,0.0007531937115354676,1.3170282771581984e-05,0.000801247400435494,6.015517279521548e-07,1.2257031629703066e-07,7.940145056520497e-05,0.0004520487050164381,7.199526678949779e-10,6.297292631672897e-11,7.728861981237532e-07,8.898007624359514e-08,3.341994061232824e-06,0.00012884546048798825,4.137144438598859e-10,1.1015150775267107e-09,7.745813287611169e-09,2.0256010890585864e-09,3.860188965762393e-13,1.2095777359139514e-06,2.934056535885727e-12,1.4641453807962261e-08,1.0612601386318221e-06,1.3915032351597026e-08,1.0192187434815996e-07,2.6834624596847066e-05,1.1738159946903894e-09,3.2527174437550427e-09,4.4991702339907285e-10,2.227783143987202e-07,2.844503938223533e-12,4.223337438942465e-12,1.2080445258520804e-16,1.1446785459728659e-06,3.8063202658734734e-07,3.8419326121323124e-09,5.042254100436262e-13,6.881276783796894e-11,1.344150116256901e-14
8.248648185464707e-05,0.6228828506072052,3.76,0.0,0.5473377577004481,0.9649789227262092,0.02675791576988091,0.0,2.8909280006909248e-05,0.022775643763750443,5.6210140055475266e-05,0.008481310175924989,9.097140547425523e-12,5.597538394649395e-13,4.5922093627212576e-05,7.814802960056274e-06,0.009295281232369399,0.008584077981189379,0.0001971634284439802,1.5115012415177472e-06,5.3691320061642836e-05,2.4473074452790434e-05,0.02306881049680577,0.0002967159600120618,0.004330866916871169,7.912163154972097e-06,0.0010352623720110686,0.003102766726715316,9.703627160302514e-08,6.2815015489708735e-09,0.0007579181639911774,1.3153352721902671e-05,0.0008146849448811837,6.012788565340743e-07,1.2444688524484012e-07,7.979649359700159e-05,0.0004519141792813203,7.309633455768393e-10,6.36323770413999e-11,7.811704667670846e-07,8.997025732295772e-08,3.379612567828846e-06,0.0001314532709204256,4.182378940230703e-10,1.127235414392272e-09,7.907318083693371e-09,2.0677647231909677e-09,3.9391389433860743e-13,1.2442355597728939e-06,2.9469692476518805e-12,1.4916007849916064e-08,1.0676749517792157e-06,1.4132283566746416e-08,1.0350931902349223e-07,2.7305726977711794e-05,1.1915582182893552e-09,3.2684846993763663e-09,4.5678012889827417e-10,2.2616068699500916e-07,2.8819754074284704e-12,4.254395877164411e-12,1.2288596733022296e-16,1.1588061052066208e-06,3.898431403248729e-07,3.888137418840605e-09,5.164544037855194e-13,7.022781305091037e-11,1.3646529347348494e-14
8.305931885975606e-05,0.6228967067128413,3.76,0.0,0.5468879034405347,0.9646917799288929,0.026989950655273647,0.0,2.8920461697829553e-05,0.022957798132596803,5.618769130492986e-05,0.008478547433187916,9.090600470184564e-12,5.593512233866869e-13,4.594886139016715e-05,7.811779216036447e-06,0.009362172475531894,0.008641943942615825,0.00019700051245859495,1.5109324659878244e-06,5.370314875427306e-05,2.4457297572785914e-05,0.023277720963464834,0.0003001040484625858,0.00436924730118997,7.991672826728578e-06,0.0010512375661734406,0.0031350724106506264,9.697376574906337e-08,6.342600855789065e-09,0.0007625970800213154,1.3136174429474866e-05,0.0008282071080443814,6.009924556046856e-07,1.2633426539979998e-07,8.018794432943291e-05,0.00045177971009632373,7.420373466208454e-10,6.429126528361218e-11,7.894484540823661e-07,9.096071870689495e-08,3.4172690191904577e-06,0.00013408800105845742,4.2276310345454385e-10,1.153277270849022e-09,8.070588704922932e-09,2.1103872333599763e-09,4.018908054395515e-13,1.27954573666624e-06,2.959923440884533e-12,1.5193478741741997e-08,1.0740236864639203e-06,1.4351384512592763e-08,1.0510943044580657e-07,2.7779589198634997e-05,1.2094460916691096e-09,3.284220803052988e-09,4.636947027517893e-10,2.2956100090869745e-07,2.919578741582263e-12,4.285507610447572e-12,1.2497855505355722e-16,1.1729600329028074e-06,3.9920204815655513e-07,3.93440096021074e-09,5.288800531956497e-13,7.165931370496982e-11,1.3853095005883948e-14
8.363215586486504e-05,0.6229105806418092,3.76,0.0,0.546438408660387,0.9644047450016553,0.027221865279948503,0.0,2.89314139463719e-05,0.02314005592766261,5.616523868641403e-05,0.008475694019416434,9.084062965680243e-12,5.589488561533791e-13,4.5975408875658035e-05,7.808774060535923e-06,0.009428980687866961,0.008699787011701553,0.00019683547873518205,1.5103707883089242e-06,5.3714732403327535e-05,2.4441265805983088e-05,0.023486547864076775,0.0003034941478854418,0.0044074723834521936,8.07102076009869e-06,0.00106731080899721,0.0031673547600539306,9.691025435927749e-08,6.403532082241513e-09,0.0007672309529877294,1.3118756961972466e-05,0.000841813104178189,6.006931516784007e-07,1.2823235428684998e-07,8.057582232472002e-05,0.00045164528883392973,7.531740696215594e-10,6.494956377994174e-11,7.977200007910666e-07,9.195143522425256e-08,3.4549622027578927e-06,0.00013674960697855775,4.2728991785799676e-10,1.179640569576838e-09,8.235624609175148e-09,2.1534684576671705e-09,4.099495777563675e-13,1.3155134998260012e-06,2.972921001033365e-12,1.5473871879017962e-08,1.0803071555760568e-06,1.457233709578532e-08,1.0672220925852565e-07,2.825617261428406e-05,1.2274797981919506e-09,3.29992726700536e-09,4.70660697504582e-10,2.3297908812677983e-07,2.957311776445463e-12,4.316613069875791e-12,1.2708203020414058e-16,1.187139444895553e-06,4.087099140105252e-07,3.980720200734163e-09,5.415039105988383e-13,7.310756790074369e-11,1.4061196723785565e-14
8.420499286997403e-05,0.6229244723548061,3.76,0.0,0.5459892747525638,0.9641178197103454,0.027453657821904565,0.0,2.8942148540423317e-05,0.02332241564185684,5.6142782022591844e-05,0.008472754256639407,9.077528010045794e-12,5.585468835038918e-13,4.600174552832882e-05,7.805787201386363e-06,0.009495705611255428,0.008757607302127154,0.00019666838247148278,1.509816128024184e-06,5.3726090549610914e-05,2.4424991949771016e-05,0.023695289358243554,0.00030688602249681054,0.004445541729406177,8.150206127040107e-06,0.001083481343894972,0.003199612915466307,9.684578860631413e-08,6.464294736000513e-09,0.000771820280737265,1.3101109017252649e-05,0.0008555021564299984,6.003815442540873e-07,1.301410498213367e-07,8.096014727139913e-05,0.00045151091175185557,7.643729159555144e-10,6.560723135452202e-11,8.059849568497784e-07,9.29423826550893e-08,3.492690940379235e-06,0.0001394380442358665,4.318181872161263e-10,1.2063252273127908e-09,8.402425257174887e-09,2.1970082307671846e-09,4.180901594679204e-13,1.3521440519699518e-06,2.985963182376876e-12,1.575719264475632e-08,1.0865261768409902e-06,1.479514344286777e-08,1.0834765602203573e-07,2.8735439066642427e-05,1.2456595248264348e-09,3.315606136488979e-09,4.776780656387124e-10,2.3641478234429056e-07,2.9951723113074525e-12,4.347654823270645e-12,1.2919620859839617e-16,1.2013434829955246e-06,4.1836790213008686e-07,4.0270921965406205e-09,5.543275284892059e-13,7.45722950291753e-11,1.427083308508951e-14
8.477782987508302e-05,0.6229383818079508,3.76,0.0,0.5455405029885226,0.9638310057002101,0.027685326557241555,0.0,2.8952676650375776e-05,0.023504875813797687,5.6120321145907635e-05,0.00846973229531828,9.070995628220238e-12,5.581448391901028e-13,4.602788044168025e-05,7.80281835399353e-06,0.009562347002712631,0.008815404926559465,0.00019649927684744418,1.5092684060691071e-06,5.373724189629888e-05,2.440848827660959e-05,0.023903943708242878,0.0003102794427826946,0.004483454956524212,8.229228180689413e-06,0.0010997484166718314,0.003231846050542055,9.678041568538932e-08,6.5248883647765275e-09,0.0007763655649423803,1.3083238941354805e-05,0.0008692734969199393,6.00058241067626e-07,1.320602503077468e-07,8.134093897145746e-05,0.00045137659356447364,7.756332907111844e-10,6.626427684785164e-11,8.142431816281352e-07,9.39335377617557e-08,3.530454090023078e-06,0.00014215326789519204,4.363477717685531e-10,1.2333311558550645e-09,8.570990094024002e-09,2.24100638242123e-09,4.263125185448599e-13,1.3894425655638323e-06,2.9990505658340397e-12,1.604344640455049e-08,1.09268157125778e-06,1.501980557100658e-08,1.0998577125896502e-07,2.9217350887121877e-05,1.263985471286569e-09,3.3312585943104626e-09,4.847467581028492e-10,2.398679189228872e-07,3.033158717601842e-12,4.378735970476796e-12,1.3132091202990878e-16,1.2155713138718062e-06,4.28177175585682e-07,4.073514088253319e-09,5.673524581302643e-13,7.605412383410757e-11,1.4482002618293764e-14
8.5350666880192e-05,0.6229523089538377,3.76,0.0,0.5450920945077555,0.9635443045250828,0.027916869869186674,0.0,2.896300883278543e-05,0.023687435032342625,5.6097855899375755e-05,0.008466632097924427,9.064465794613146e-12,5.577429363036653e-13,4.605382230104545e-05,7.799867241917137e-06,0.009628904635804746,0.008873179996525033,0.00019632821286242843,1.508727544966963e-06,5.374820423154006e-05,2.439176649653525e-05,0.024112509288475466,0.00031367418622320277,0.004521211738674168,8.308086247748908e-06,0.00111611127592742,0.0032640533752575614,9.671418207578125e-08,6.585312586992225e-09,0.0007808673110150608,1.3065154697251014e-05,0.0008831263679999089,5.997238055661164e-07,1.339898545025802e-07,8.171821734459366e-05,0.0004512423288274778,7.869545999356044e-10,6.692069656019555e-11,8.224945422963735e-07,9.492487829516796e-08,3.568250548951909e-06,0.00014489523249317548,4.4087853303635183e-10,1.260658261695751e-09,8.741318510844739e-09,2.285462733862782e-09,4.346166120885088e-13,1.4274141790196744e-06,3.0121848180731126e-12,1.6332638493852374e-08,1.0987741620367602e-06,1.5246325188919073e-08,1.1163655539856842e-07,2.9701870963213584e-05,1.2824578231876604e-09,3.346885508208707e-09,4.918667259984057e-10,2.4333833505972985e-07,3.0712690376041383e-12,4.4098422508077695e-12,1.33455963872362e-16,1.2298221309718815e-06,4.381388981082197e-07,4.119983111640769e-09,5.805802512213576e-13,7.755260093346771e-11,1.4694703863461087e-14
8.5923503885301e-05,0.6229662537422577,3.76,0.0,0.5446440503618422,0.9632577176600087,0.02814828621267751,0.0,2.897315552818921e-05,0.023870091920714608,5.607538613347991e-05,0.008463457498860268,9.057938492906443e-12,5.573412485159039e-13,4.607957953666837e-05,7.796933594224963e-06,0.009695378295221999,0.00893093262273899,0.0001961552400748123,1.5081934684580911e-06,5.375899472051943e-05,2.4374837944170845e-05,0.024320984548779387,0.0003170700352263629,0.004558811787510297,8.386779732131025e-06,0.0011325691724022756,0.003296234124189802,9.664713300281491e-08,6.645567095421597e-09,0.000785326026434942,1.3046863991465715e-05,0.0008970600194762374,5.993787712355327e-07,1.3592976151831334e-07,8.20920023801706e-05,0.0004511081158075035,7.98336252244433e-10,6.757645556908461e-11,8.30738912471479e-07,9.591638267975936e-08,3.6060792365491308e-06,0.00014766389222856127,4.454103340023368e-10,1.288306448421139e-09,8.913409908584924e-09,2.3303771072538523e-09,4.430023940646348e-13,1.4660640066172534e-06,3.025366855092148e-12,1.6624774257455498e-08,1.1048047739574715e-06,1.5474704277734337e-08,1.133000087238987e-07,3.0188962585952007e-05,1.3010767568786539e-09,3.362488742894945e-09,4.990379206920505e-10,2.468258692912477e-07,3.1095011752378232e-12,4.4409296881259976e-12,1.3560118728076203e-16,1.244095147523418e-06,4.482542327268616e-07,4.166496572893343e-09,5.940124589427051e-13,7.906771168969167e-11,1.4908935370580634e-14
