Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134)
6.632576709783955e-08,0.09075503382197773,3.76,0.0,0.7342599041585695,0.9956295118289975,0.00033798719191133344,0.0,4.5958677257293754e-05,0.0054307666352467615,0.0020264690074225725,0.0027719641571053713,1.1033507464326072e-09,1.7067007545640612e-10,0.00043990935932445956,0.0008119259140431769,0.0012609797429478506,0.0012740195307496525,0.00015552795900010432,4.388408213884515e-05,0.00013047235892894103,6.462149565491453e-06,3.408037932018454e-05,1.1785838869189332e-05,8.270943369400892e-07,2.956988218145146e-09,1.7369653078182563e-05,5.107119637756674e-07,7.805708104171351e-08,2.375863038606561e-12,2.166660676311545e-06,1.8116101133387548e-06,3.202285655288148e-06,2.271392570282355e-08,2.2557549069404617e-08,7.473338424524928e-05,0.0018302145660593233,6.358486324458057e-10,8.175836976936652e-14,2.0737177952029767e-07,7.82111048276269e-09,1.4597110473581695e-07,9.263742777854991e-08,2.7466340610332184e-11,1.5272991307710365e-13,2.83437318048079e-11,9.923437408244102e-12,1.0117205980440465e-14,1.014087776293912e-11,1.537443809406186e-12,4.16026288807722e-11,4.217908256911065e-06,7.080053647535788e-10,1.631619912479949e-10,2.15574611929004e-10,7.091186415398332e-11,1.1071147563906433e-09,6.481347464857181e-13,2.3896120475689966e-09,1.006659121035852e-11,1.3824250427201518e-09,9.780480478195426e-21,2.5671359813236356e-08,2.3708526357149266e-11,6.364580978668944e-11,2.7124622907606635e-16,1.1671417250409491e-14,3.6463864614856775e-17,9.058947026395199e-14,4.605997095386892e-10,5.571817548420622e-19,8.944014939128148e-16,2.084264694550497e-15,3.2291991445045803e-12,1.1416407819242869e-05
6.729492958137422e-08,0.09075660149408692,3.76,0.0,0.7341148836659634,0.9955699265327063,0.0003494119980512494,0.0,4.6640360764884784e-05,0.005529897200473805,0.0020367019518424006,0.0028528368647852543,1.1091514201189268e-09,1.7152149824327593e-10,0.0004432784798124865,0.0008206080044049833,0.001295038040100364,0.0013131092788773125,0.00015885527161958003,4.4374039671397385e-05,0.00013286828450685405,6.657452983919933e-06,3.568458984365129e-05,1.2477944006054383e-05,8.91684727982323e-07,3.151293652275983e-09,1.7730387540574133e-05,5.476585245850956e-07,8.033368526249443e-08,2.532165236521068e-12,2.2685350571906764e-06,1.8740198941776884e-06,3.321581741280994e-06,2.41018475153123e-08,2.315995840389077e-08,7.73329445651644e-05,0.0018301050803061416,6.524406008049158e-10,8.802924990451297e-14,2.1596899591008404e-07,8.199761840138204e-09,1.5441848130821326e-07,9.780370257293768e-08,2.9062854607683203e-11,1.6669653913977155e-13,3.0263239849424646e-11,1.0570645094853091e-11,1.0897849563705105e-14,1.1101236086178656e-11,1.6026149935170164e-12,4.551902365525022e-11,4.300451673741837e-06,7.613983221969871e-10,1.7750698818418258e-10,2.3251162970920494e-10,7.659498071191967e-11,1.1577682248235352e-09,7.060342779608535e-13,2.557955772253644e-09,1.0331723503940011e-11,1.3907499623423362e-09,1.0548442177784471e-20,2.7444680029692948e-08,2.6093269209835395e-11,6.817048147658173e-11,3.0006343296972783e-16,1.3198632464903228e-14,3.9714582626092066e-17,9.91339630073711e-14,4.629698313974e-10,6.0975002094622155e-19,9.960302256214852e-16,2.2305825468918746e-15,3.469631008527342e-12,1.1547255149436831e-05
6.826409206490889e-08,0.09075817522434045,3.76,0.0,0.7339690306407296,0.9955099978645241,0.00036100196071140253,0.0,4.731537612433204e-05,0.005629437148653871,0.002046644659598503,0.002934462167590103,1.1147856589691031e-09,1.7234822992929325e-10,0.00044656697594328205,0.0008290919856635243,0.0013293444857684798,0.0013526327236933612,0.00016219512551620858,4.485285987658823e-05,0.00013524438509533032,6.854675711551059e-06,3.7335670580287534e-05,1.3195773570711724e-05,9.600531646517093e-07,3.356216969202294e-09,1.8098470204037925e-05,5.865846373920975e-07,8.263120974790848e-08,2.6970080884348314e-12,2.3739673413188927e-06,1.937544818121896e-06,3.4433775616113297e-06,2.55452955306151e-08,2.3772204597172437e-08,7.99690424768002e-05,0.0018299949622480808,6.693097726664735e-10,9.466338903024247e-14,2.2472590410279922e-07,8.588802565417319e-09,1.6317061778195822e-07,1.0316927908279319e-07,3.071721481282586e-11,1.8167354039500817e-13,3.227355084089888e-11,1.1247229732809909e-11,1.1722406658410242e-14,1.2133333131519124e-11,1.670015049072713e-12,4.973151283318092e-11,4.38293874809622e-06,8.177499127557978e-10,1.928380793882896e-10,2.5055298695002886e-10,8.261919612837252e-11,1.2096230800392835e-09,7.679889188865012e-13,2.7346432761731934e-09,1.0601118204601929e-11,1.3989045715223313e-09,1.1366417913916264e-20,2.9307897000587716e-08,2.8687851363365544e-11,7.293186202620724e-11,3.3158178094750047e-16,1.4901945676850402e-14,4.3192418305840916e-17,1.0831236456908795e-13,4.65275028132099e-10,6.662174856630611e-19,1.1071928703767387e-15,2.3862278496974065e-15,3.72229647593415e-12,1.167514999481482e-05
6.923325454844355e-08,0.09075975487997437,3.76,0.0,0.733822362587511,0.9954497339986436,0.00037275535929900093,0.0,4.798375405067535e-05,0.005729377475232219,0.0020563044314097388,0.003016821235061592,1.1202576009880164e-09,1.731508914702035e-10,0.0004497769593127087,0.0008373796829832787,0.001363892429586993,0.0013925811989004295,0.0001655469622859291,4.532063574631783e-05,0.00013760033392537721,7.053769454893745e-06,3.9034067566492765e-05,1.3939614288768437e-05,1.0323425977442951e-06,3.5722508785068295e-09,1.8474148903282092e-05,6.27557117075862e-07,8.494911354807497e-08,2.8707876843924327e-12,2.483024108595951e-06,2.002181309093385e-06,3.567681033355105e-06,2.7045144749046324e-08,2.4394552569712035e-08,8.264110514781623e-05,0.001829884226939304,6.864637893285212e-10,1.0167459953215429e-13,2.3363987515634957e-07,8.98823913313208e-09,1.72230140071975e-07,1.0873861083990701e-07,3.2429920651673654e-11,1.97714219800322e-13,3.4377085115799714e-11,1.1953945266594394e-11,1.2592407130204543e-14,1.324107859866227e-11,1.7396813093100085e-12,5.425616399524197e-11,4.465345053302403e-06,8.771556207453569e-10,2.0920136373745357e-10,2.6975882475654373e-10,8.899700647770643e-11,1.2626734438550756e-09,8.341927472200892e-13,2.919900773897269e-09,1.0874890430000199e-11,1.4068933142730107e-09,1.2237126111516253e-20,3.126379453442876e-08,3.150776316502136e-11,7.793758024176815e-11,3.6601794490851196e-16,1.6798857226558816e-14,4.6908207270929495e-17,1.1815879434819391e-13,4.675169491552288e-10,7.267937471217312e-19,1.2285943354151749e-15,2.5518226380057565e-15,3.987481707339781e-12,1.1800114620569625e-05
7.020241703197822e-08,0.09076134032928894,3.76,0.0,0.7336748967717993,0.9953891429016214,0.00038467048207515897,0.0,4.8645529985408844e-05,0.005829709258208067,0.0020656883946359216,0.003099895492951954,1.1255712883674762e-09,1.7393008914286245e-10,0.0004529104947161735,0.0008454730218176725,0.001398675387810953,0.0014329461092098313,0.00016891023783130078,4.577746658477139e-05,0.00013993584294205377,7.254686541964175e-06,4.078021595091589e-05,1.4709737117688879e-05,1.1086979666322185e-06,3.799906312274876e-09,1.885767334991495e-05,6.706434864635342e-07,8.728686314570527e-08,3.0539147740063814e-12,2.595771243228693e-06,2.0679255470901672e-06,3.694499526858351e-06,2.8602246051147353e-08,2.5027277008807685e-08,8.534856316398717e-05,0.0018297728890516263,7.039105439711407e-10,1.0907689789355243e-13,2.427082344402277e-07,9.398072099945051e-09,1.8159943595962493e-07,1.1451620030599359e-07,3.4201425849414857e-11,2.148736120519327e-13,3.6576281172750716e-11,1.2691552005018653e-11,1.3509400867601132e-14,1.4428514772045652e-11,1.8116503246561484e-12,5.910948868372676e-11,4.547646366012009e-06,9.39710962511468e-10,2.266438191570145e-10,2.901920726173243e-10,9.574096928815937e-11,1.3169130120088318e-09,9.048437163573294e-13,3.113954237540709e-09,1.1153159429517245e-11,1.4147205188784979e-09,1.3163410899954357e-20,3.3315172394523905e-08,3.456936971647501e-11,8.319531671418405e-11,4.036024445594788e-16,1.8908302410342176e-14,5.087300003211623e-17,1.2870849866144782e-13,4.696972042201405e-10,7.916952935075816e-19,1.3609774268504615e-15,2.7280342688826715e-15,4.265466066276626e-12,1.1922173129413213e-05
7.117157951551289e-08,0.09076293144172558,3.76,0.0,0.7335266502162698,0.9953282323373425,0.00039674562729464423,0.0,4.9300743720156924e-05,0.005930423663042945,0.002074803506903246,0.0031836666270981884,1.1307306693838156e-09,1.7468641484708886e-10,0.00045596960005576676,0.0008533740194407479,0.0014336870401626144,0.0014737189348178832,0.00017228442204669689,4.6223457497254125e-05,0.00014225066081442753,7.457379935232821e-06,4.257454012532474e-05,1.550639726044951e-05,1.1892661358246356e-06,4.039712702031554e-09,1.924929498794409e-05,7.159119484729017e-07,8.964393256706207e-08,3.2468149886557624e-12,2.7122739099991935e-06,2.134773477274295e-06,3.823839867523928e-06,3.0217426008907665e-08,2.56706622462184e-08,8.809085098229347e-05,0.0018296609628836562,7.216581779979042e-10,1.168844988168761e-13,2.5192826742455533e-07,9.818296220245632e-09,1.9128065437846077e-07,1.2050659997100176e-07,3.603213829225537e-11,2.3320850403956415e-13,3.8873596257433184e-11,1.3460816817409435e-11,1.4474957804361894e-14,1.569981826205848e-11,1.8859578543484773e-12,6.430843356973385e-11,4.629818695492757e-06,1.005511398153303e-09,2.452132675017158e-10,3.119185508801984e-10,1.028636907489123e-10,1.3723350833382524e-09,9.801435068753725e-13,3.31702930023246e-09,1.1436048523462983e-11,1.4223904008858143e-09,1.4148246714738418e-20,3.546484439904737e-08,3.788994032931313e-11,8.87127984860923e-11,4.445802348197082e-16,2.125073964379824e-14,5.5098053701525105e-17,1.399978644280881e-13,4.718173642789809e-10,8.611455844229478e-19,1.5051240948497034e-15,2.915578360048031e-15,4.556521834985896e-12,1.2041351319502543e-05
7.310990448258223e-08,0.09076613013983718,3.76,0.0,0.7332278817455619,0.9952054828781431,0.00042136923403407684,0.0,5.059166345994536e-05,0.006132965463071458,0.002092254181695976,0.0033532275857005053,1.140601847038914e-09,1.7613274785030717e-10,0.00046187235846832734,0.0008686074725345479,0.001504371944161719,0.0015564546536488773,0.00017906346413841653,4.708336614865151e-05,0.00014681739012890259,7.867910724387734e-06,4.6309360441815026e-05,1.718027185390192e-05,1.3636375763739613e-06,4.557990073164644e-09,2.0057843425128517e-05,8.1327119715216e-07,9.441396521158119e-08,3.663712928092892e-12,2.9568027793768156e-06,2.2717630729908167e-06,4.090110685237937e-06,3.362520587074527e-08,2.6990599870684583e-08,9.367767555762521e-05,0.0018294354010884412,7.580898675565668e-10,1.337734227666898e-13,2.708123291683054e-07,1.0689868639544798e-08,2.1158625966001968e-07,1.3314429580966704e-07,3.9872587138486715e-11,2.7364081885851707e-13,4.3772509787572253e-11,1.5097422086010976e-11,1.6558141557389376e-14,1.8511415702933362e-11,2.0417274797448265e-12,7.581308584509374e-11,4.7936817729688675e-06,1.1472286010157922e-09,2.859284294990035e-10,3.595295629856452e-10,1.182960025865527e-10,1.4866981138535734e-09,1.1455139745145311e-12,3.751144532410375e-09,1.201620024035221e-11,1.437274512972294e-09,1.6306148917863714e-20,4.007038505035884e-08,4.53817478840273e-11,1.0055810637247044e-10,5.377712577802742e-16,2.672459692081089e-14,6.437495291917444e-17,1.6494691348532315e-13,4.758834941917886e-10,1.0146215854902692e-18,1.8320392716974616e-15,3.327786480522436e-15,5.178899863761707e-12,1.2271177626559913e-05
7.485439695294463e-08,0.0907690270520058,3.76,0.0,0.7329564856932108,0.9950939896949953,0.00044406092471725223,0.0,5.173152472060299e-05,0.006316474962999229,0.0021071067678472043,0.0035080374667510144,1.148995931273353e-09,1.7736187950581363e-10,0.000466949578373332,0.0008816816159159465,0.0015687103198103213,0.0016322280838420705,0.00018519686702403587,4.7821367982527596e-05,0.00015085484691316312,8.243004874150814e-06,4.9839501990793905e-05,1.8779756180584814e-05,1.5364901583674633e-06,5.0716947958799475e-09,2.0815782357995523e-05,9.090544403936293e-07,9.876794924276383e-08,4.0769268309463965e-12,3.1903609647976757e-06,2.398783158081474e-06,4.338436560847537e-06,3.68986269256272e-08,2.8218048852215122e-08,9.881935513689312e-05,0.0018292305196700692,7.919940144574665e-10,1.5050604010899174e-13,2.882988494732367e-07,1.150965433546245e-08,2.309447440656548e-07,1.4529276183042793e-07,4.353463264267756e-11,3.146563983569225e-13,4.854215487471892e-11,1.6686471697088707e-11,1.8615255023364545e-14,2.137339116408457e-11,2.1902600999794433e-12,8.752785489696173e-11,4.940482493900288e-06,1.286825815056127e-09,3.2692211853623755e-10,4.075255268036575e-10,1.3360745753153415e-10,1.5935946281122374e-09,1.3123404177562722e-12,4.174955617162488e-09,1.2555455704949002e-11,1.4501722544831835e-09,1.8481179240965042e-20,4.45799868267468e-08,5.320282602805927e-11,1.1218549278168901e-10,6.360222400863972e-16,3.26876148990236e-14,7.37311075007122e-17,1.903195728746776e-13,4.793524810754016e-10,1.1706940646023033e-18,2.1751850881881615e-15,3.7458089256468496e-15,5.786322298007999e-12,1.2468459506693507e-05
7.659888942330704e-08,0.09077194034151484,3.76,0.0,0.7326828134075162,0.9949815734247381,0.0004672451811848029,0.0,5.2850906934964815e-05,0.006501091195638706,0.0021211890970803454,0.0036648325829990885,1.156947370061955e-09,1.7852548534007967e-10,0.0004718149025248587,0.0008941673378205288,0.0016336985019224145,0.0017091945095392901,0.00019135797617034282,4.852609954069016e-05,0.00015482283824507135,8.62315275119744e-06,5.3531856060980736e-05,2.046847699327659e-05,1.7253575055334996e-06,5.633873443116382e-09,2.1603930920618474e-05,1.012996538685855e-06,1.03176702632143e-07,4.5291257166824555e-12,3.437065558745507e-06,2.5293063232426582e-06,4.595014813614625e-06,4.0371955570345395e-08,2.9484887287228227e-08,0.00010406530477394855,0.0018290239384689286,8.270105526220163e-10,1.687813380971949e-13,3.0623330964045246e-07,1.2362773199301228e-08,2.5133636587191435e-07,1.582039177911066e-07,4.7392758922242263e-11,3.6044600521325407e-13,5.366883984751527e-11,1.8390339436021712e-11,2.085505161032598e-14,2.457837489440738e-11,2.3468886678705755e-12,1.0064477895609598e-10,5.086505743371535e-06,1.438410304536583e-09,3.723456395011936e-10,4.6087845934885333e-10,1.503430535622535e-10,1.7042029748030997e-09,1.4975192666985786e-12,4.631481160150693e-09,1.3111777232689316e-11,1.4626209794936113e-09,2.0898628716896516e-20,4.9452265330978316e-08,6.217593619586117e-11,1.2477618548943713e-10,7.497999455636586e-16,3.980326584575507e-14,8.41140896183353e-17,2.1870821341307395e-13,4.826495059357005e-10,1.345307005501111e-18,2.5705291854557432e-15,4.2142202981746374e-15,6.439982383720225e-12,1.2656874285709024e-05
7.834338189366944e-08,0.09077486929575024,3.76,0.0,0.7324069550885047,0.9948682726401485,0.0004909125593743601,0.0,5.395015753309137e-05,0.00668676630730737,0.0021345360688657285,0.003823515843925037,1.1644760360545208e-09,1.7962653598818522e-10,0.00047647843729704825,0.0009060787579737168,0.001699305114878708,0.001787307439912818,0.00019754416482354415,4.9198325226898566e-05,0.00015872098861934944,9.008104109097043e-06,5.738852702744437e-05,2.2247363570265113e-05,1.931157353028473e-06,6.248312674518583e-09,2.2423799788013403e-05,1.1255162524459094e-06,1.0763743958289441e-07,5.023354011494297e-12,3.6972681859201347e-06,2.6633015431673027e-06,4.859866053733591e-06,4.4049123668160516e-08,3.079310377557638e-08,0.00010941241261816434,0.0018288157285246596,8.631954033136974e-10,1.8868860271867138e-13,3.2459910510820106e-07,1.3249000692195368e-08,2.727650622625865e-07,1.7190623571770214e-07,5.144769524928777e-11,4.1140689400068595e-13,5.916765011368883e-11,2.0213758843336983e-11,2.3287421772453392e-14,2.8155811471398856e-11,2.5117922892843003e-12,1.1527698787872596e-10,5.231623533559941e-06,1.6025259667990764e-09,4.2250343526803535e-10,5.200907566071636e-10,1.685764562025806e-10,1.8184732054344246e-09,1.7023403387500817e-12,5.122013981824061e-09,1.368602228460275e-11,1.4746415651381832e-09,2.3581184054618553e-20,5.470389203323205e-08,7.243831800544021e-11,1.3837622934539387e-10,8.811339609128335e-16,4.825862718066715e-14,9.559583946541388e-17,2.5036810826432503e-13,4.857824357203443e-10,1.5400265194855061e-18,3.0242158668941174e-15,4.739370916453831e-15,7.1411838141797036e-12,1.2836617431328148e-05
8.008787436403184e-08,0.09077781321936919,3.76,0.0,0.7321289982624989,0.9947541241516759,0.0005150537829619346,0.0,5.50296465395167e-05,0.006873453626487626,0.002147181072770268,0.003983993021173927,1.1716009596486446e-09,1.8066787394990453e-10,0.00048094982867370365,0.0009174304228798366,0.0017655002402660715,0.0018665214218705857,0.00020375292857064656,4.983883785473194e-05,0.00016254917252697077,9.397615881351902e-06,6.141151766527935e-05,2.411718884436543e-05,2.1548225846658287e-06,6.919009307532833e-09,2.3276906958954213e-05,1.2470373441457636e-06,1.1214745721455425e-07,5.562825060231831e-12,3.9713116912959674e-06,2.8007359733111335e-06,5.133005566889145e-06,4.793380654021375e-08,3.214477636596404e-08,0.00011485763160183475,0.0018286059576314222,9.006067537643082e-10,2.1031872872179984e-13,3.4337958650527514e-07,1.4168061121596557e-08,2.952323304456738e-07,1.8642876908083658e-07,5.56997027450507e-11,4.679563684852855e-13,6.505391267055221e-11,2.216154572086154e-11,2.5922473790073382e-14,3.2136694712496877e-11,2.685141433805946e-12,1.3154122607574918e-10,5.375712302730203e-06,1.7797098930588603e-09,4.777057125356281e-10,5.857037792757712e-10,1.8838089680723574e-10,1.9363531911585076e-09,1.928119350009005e-12,5.647837414522538e-09,1.4279085361847664e-11,1.4862539196820804e-09,2.6553286209246964e-20,6.035153862303703e-08,8.413899156250293e-11,1.530317380180264e-10,1.0322535702050519e-15,5.826479622696699e-14,1.082497275435592e-16,2.8556761595665914e-13,4.887587938616054e-10,1.756498497494183e-18,3.542903863593313e-15,5.328394497098937e-15,7.891141909225775e-12,1.3007893111199877e-05
8.183236683439424e-08,0.09078077143303037,3.76,0.0,0.7318490277848304,0.9946391630861039,0.0005396597526276687,0.0,5.608976251076218e-05,0.007061107700117273,0.0021591560482888002,0.004146172745587358,1.1783403609119904e-09,1.816522186189994e-10,0.0004852382756560178,0.0009282372080451999,0.0018322553565965896,0.0019467920751361759,0.00020998187985121313,5.044845271689496e-05,0.0001663074878817968,9.791452205079285e-06,6.56027319595758e-05,2.607857311896666e-05,2.397300059404717e-06,7.650172534066677e-09,2.416477538748613e-05,1.3779881002889045e-06,1.1670413545686137e-07,6.1509228525068e-12,4.259529992013933e-06,2.9415750841227264e-06,5.414443464056427e-06,5.202942536877124e-08,3.35420693403603e-08,0.00012039798278729708,0.0018283946904826761,9.393049669881209e-10,2.33764110219971e-13,3.6255812791026255e-07,1.5119630034545796e-08,3.18737270331634e-07,2.0180115733066725e-07,6.014858264046614e-11,5.305321821507704e-13,7.134320470211036e-11,2.4238600379537188e-11,2.877053611082148e-14,3.6553600776568297e-11,2.8670979496971156e-12,1.4955757610739229e-10,5.518653277462978e-06,1.970491123610921e-09,5.382676661133375e-10,6.582999726866878e-10,2.0982897344798774e-10,2.0577890116635476e-09,2.176194568895165e-12,6.210224295398695e-09,1.4891896485848186e-11,1.4974770277441532e-09,2.984122524110698e-20,6.641184410956352e-08,9.743927229464416e-11,1.6878879927148973e-10,1.2055992220584178e-15,7.0059016607396e-14,1.2215036810769607e-16,3.24588450424721e-13,4.915857742214526e-10,1.9964502093508856e-18,4.133791807942076e-15,5.989284210299322e-15,8.690982263994981e-12,1.3170912517894737e-05
8.357685930475664e-08,0.09078374327522193,3.76,0.0,0.7315671258522188,0.9945234229621172,0.0005647215535564602,0.0,5.713090892048685e-05,0.00724968432141317,0.0021704915428251196,0.00430996649392866,1.184711680629563e-09,1.825821711625299e-10,0.0004893525448958216,0.0009385142300770483,0.0018995432801691304,0.0020280761198803758,0.00021622874264054553,5.10280022474963e-05,0.00016999623147031417,1.0189384414536775e-05,6.996397793645342e-05,2.8131988256503245e-05,2.65954945593957e-06,8.446225525531931e-09,2.508893070639273e-05,1.5188008665674368e-06,1.2130493664457012e-07,6.791203248284128e-12,4.562247976588222e-06,3.085782788315486e-06,5.70418484994437e-06,5.63391505449014e-08,3.498722986524163e-08,0.00012603055797550866,0.0018281819888102803,9.793524886558982e-10,2.5911853292202497e-13,3.821181878909922e-07,1.6103336628963445e-08,3.4327663614244433e-07,2.1805362673664655e-07,6.479368626353491e-11,5.995929417783909e-13,7.805136086176883e-11,2.644990938924981e-11,3.184215960130463e-14,4.144072127074143e-11,3.057815123911556e-12,1.6944916702223581e-10,5.6603327887513705e-06,2.1753894975848337e-09,6.045086976350584e-10,7.385050053836973e-10,2.3299246318006204e-10,2.182725308667812e-09,2.4479234357630587e-12,6.810436097462531e-09,1.5525419626053707e-11,1.5083289932596832e-09,3.347323591617856e-20,7.290138298599437e-08,1.1251327088571577e-10,1.856933829269859e-10,1.4038339182501344e-15,8.390688109419363e-14,1.3737343080500028e-16,3.677259535257867e-13,4.942702545544315e-10,2.261691916303558e-18,4.804644057426896e-15,6.730972792195686e-15,9.541740083963512e-12,1.3325892356230338e-05
8.532135177511905e-08,0.09078672810185467,3.76,0.0,0.7312833720234352,0.9944069357629003,0.0005902304613905142,0.0,5.81535009408568e-05,0.007439140550214017,0.002181216767853188,0.004475288566770749,1.1907316104886371e-09,1.8346021924660442e-10,0.0004933009861756967,0.0009482767676934734,0.0019673381072606187,0.0021103313977526125,0.00022249134730921395,5.157833121934918e-05,0.00017361587628092302,1.05911910087092e-05,7.449697050325792e-05,3.0277762258526906e-05,2.942542138369256e-06,9.311806442735956e-09,2.605089904353511e-05,1.66991159675661e-06,1.2594740485781615e-07,7.487394714536437e-12,4.879781446021252e-06,3.233321561598681e-06,6.002230007685424e-06,6.08659058106767e-08,3.648258452902266e-08,0.00013175252168602043,0.0018279679115182396,1.0208137514788609e-09,2.864770685785573e-13,4.0204336379106603e-07,1.7118766174077818e-08,3.6884489594947166e-07,2.352169875867118e-07,6.96339265583022e-11,6.756185136473487e-13,8.51944791803447e-11,2.8800546841447932e-11,3.514811964683424e-14,4.68338963306357e-11,3.2574377697593474e-12,1.9134187033439235e-10,5.800642542461969e-06,2.394914595987797e-09,6.767516337816454e-10,8.269899197476122e-10,2.579421459298489e-10,2.311105609986833e-09,2.74467917141981e-12,7.449722186265115e-09,1.618065108423095e-11,1.5188270806363786e-09,3.747959378598015e-20,7.9836634588235e-08,1.2954837664834388e-10,2.0379125186199174e-10,1.6298544770420874e-15,1.0010460132027182e-13,1.539954517700933e-16,4.1528936978775597e-13,4.968188095420583e-10,2.5541184961769874e-18,5.5638168435961e-15,7.563416547750011e-15,1.0444360142652901e-11,1.3473053477784138e-05
8.706584424548145e-08,0.0907897252869004,3.76,0.0,0.7309978432474579,0.9942897320057479,0.0006161779467478738,0.0,5.915796259476907e-05,0.007629434726342788,0.0021913596532297415,0.004642056058376024,1.196416122372069e-09,1.8428874161430137e-10,0.0004970915484924936,0.000957540191208992,0.002035615157823282,0.0021935168867417026,0.00022876762566927222,5.210029244954823e-05,0.00017716705066742918,1.0996657595342459e-05,7.92033342888142e-05,3.2516084192299926e-05,3.247260045549368e-06,1.0251768854862558e-08,2.705220493531326e-05,1.8317594161471787e-06,1.3062916503182953e-07,8.243398577995331e-12,5.212437094247433e-06,3.384152556954848e-06,6.308574598398514e-06,6.56123730549606e-08,3.803053577717532e-08,0.00013756111255406892,0.0018277525148108664,1.063755077437205e-09,3.159359720169344e-13,4.223174395691666e-07,1.816546243627624e-08,3.9543429863629656e-07,2.533226276967685e-07,7.466779103600159e-11,7.591104315291977e-13,9.278892540845102e-11,3.129567506536728e-11,3.8699417904982265e-14,5.277064759756913e-11,3.466102324524665e-12,2.1536398544495817e-10,5.939479844267166e-06,2.6295647791523925e-09,7.553219480732973e-10,9.24473289606343e-10,2.8474764053815834e-10,2.4428726260133693e-09,3.067847392478115e-12,8.129319196646609e-09,1.685861784045931e-11,1.52898775406922e-09,4.189271148436425e-20,8.723395373447033e-08,1.487457227039836e-10,2.2312787636441643e-10,1.8868026279928792e-15,1.1898133860255025e-13,1.7209364518047115e-16,4.676021228194793e-13,4.99237723367891e-10,2.875711077035079e-18,6.4202847410778635e-15,8.497683225800061e-15,1.1399697324888044e-11,1.3612619655742556e-05
8.881033671584385e-08,0.0907927342224146,3.76,0.0,0.7307106138977978,0.9941718408087933,0.000642555678512621,0.0,6.0144724230550136e-05,0.007820526476919516,0.0022009468996906224,0.004810188819964079,1.201780496765893e-09,1.8507001251683565e-10,0.0005007317963897429,0.0009663198995860846,0.0021043509208654625,0.0022775927106718796,0.00023505560621299898,5.259474295887901e-05,0.00018065051921488785,1.1405576815432702e-05,8.408460647217954e-05,3.484700939190886e-05,3.574694606592873e-06,1.1271181592169505e-08,2.8094369338563208e-05,2.004786199894071e-06,1.3534792187479793e-07,9.063288815489218e-12,5.560512523065011e-06,3.5382357128397186e-06,6.6232098732943e-06,7.058099763666208e-08,3.9633558263864396e-08,0.00014345364423708272,0.0018275358523155848,1.1082445783411846e-09,3.4759258109769483e-13,4.4292442774321383e-07,1.9242930103690815e-08,4.230349473213634e-07,2.724025023147573e-07,7.989335597111265e-11,8.505923055642648e-13,1.0085133569153373e-10,3.394054479038179e-11,4.2507283610147254e-14,5.929021102357507e-11,3.683936980521686e-12,2.416459173079417e-10,6.0767477805204415e-06,2.8798263163377816e-09,8.40546991192276e-10,1.0317233780830745e-09,3.134772531340649e-10,2.5779685195521524e-09,3.4188227562077087e-12,8.850450517975885e-09,1.7560375869207445e-11,1.5388267149041075e-09,4.6747234916764775e-20,9.510954274296218e-08,1.70320631518326e-10,2.4374835215935856e-10,2.1780758904983093e-15,1.409015857983896e-13,1.9174571652959022e-16,5.250020928049582e-13,5.0153300182348e-10,3.2285386754531854e-18,7.383667434673329e-15,9.546043590466182e-15,1.2408517691225197e-11,1.3744816485605291e-05
