Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45),FO2(124),CH3F(39),CH2CO(28),S(455),S(1290),CH2(S)(25),CH2(T)(18),S(1652),S(1550),OF(173),F2(77)
1.8057616294241026e-09,0.11871387364078714,3.76,0.0,0.7427691745003907,0.999986738719655,7.17161116258599e-18,0.0,4.638329133007859e-16,1.4404823949154482e-11,1.4362569637163056e-11,4.759766246962048e-12,1.1778380731130883e-18,1.1891164608418083e-19,3.945894898234655e-14,3.957600727732085e-14,5.098806972458532e-16,1.2767929144232913e-15,4.779996974206253e-12,1.458009470313667e-16,1.4103795818581555e-16,1.9743096300499463e-14,3.652567327937334e-16,5.868648560006857e-23,8.830049191267073e-25,2.4180948776431717e-29,4.5717785468083e-16,2.0231126210264182e-26,3.5174428364617935e-18,1.3928994393721054e-31,1.2720978888019172e-16,3.2148146295945932e-18,3.3478027005442104e-18,9.082967741125043e-27,2.782901430851293e-23,7.989235554411395e-21,1.3261275504134962e-05,1.781775917226147e-24,6.03186101948083e-36,1.0905706700871119e-25,1.5475252571427953e-27,6.659720690267623e-27,7.61294001207414e-25,4.701137242472455e-30,1.526673573711528e-38,6.062176799435979e-37,6.38676598568604e-39,7.66459873613465e-44,1.7061796469524585e-31,5.942412412858928e-27,3.980377439925439e-35,9.685238949014408e-17,4.0618108538472594e-32,8.090409344726264e-34,2.2184577417904995e-34,1.5856936509726887e-34,1.9577506659723725e-25,7.935482684936303e-37,3.8148402324550703e-35,5.64681091976658e-28,4.385362423718021e-18,2.1598959577219916e-45,5.625173120309116e-29,2.0825029093213627e-38,1.3899557791966297e-31,1.7514924883400574e-51,3.521381573142971e-56,2.1684584940158553e-41,2.0438280087388048e-45,1.642969216250648e-17,7.217707751511648e-52,2.1132565079062855e-49,2.4738217341187048e-42,5.150957940083964e-36,4.8799086285942024e-18,1.3070208948682684e-34,1.4461953410941988e-37,5.208848478321735e-21,4.711949415299413e-18,7.894539552665981e-26,8.190281600058816e-47,7.946711343633254e-36,7.323904240196007e-39,4.996649013021382e-32,4.4240827107266356e-29,1.8211930215097843e-34,9.367299607071777e-35,3.3459107334186747e-18,1.9386553070494862e-31
1.897963753740081e-09,0.11871387364080294,3.76,0.0,0.7427691744994112,0.9999867387178807,8.328120574520646e-18,0.0,5.124824470243837e-16,1.5140396327952722e-11,1.509372024193592e-11,5.001733236094388e-12,1.303725520501572e-18,1.251375625085987e-19,4.357294206323052e-14,4.371195931549855e-14,5.416974617750168e-16,1.4153966212331406e-15,5.024085629069102e-12,1.638738635429821e-16,1.563252358228962e-16,2.180700157300264e-14,4.034925145234484e-16,6.482695274533433e-23,1.0245302485364965e-24,2.8062222333610856e-29,4.805212988559489e-16,2.348290434207182e-26,3.845940287320484e-18,1.698679364655596e-31,1.4051847049431096e-16,3.5515002596545614e-18,3.698155304813588e-18,1.0539393788675429e-26,3.0834154226021155e-23,8.82512560139195e-21,1.3261277028135065e-05,1.8759430532837254e-24,7.360147452643257e-36,1.2658902825324644e-25,1.7964306445061752e-27,7.730637356467748e-27,8.420686032495527e-25,5.732450798484338e-30,1.7745148970633427e-38,7.038940471815186e-37,7.51348702035494e-39,8.552293686285359e-44,2.0647731084664078e-31,6.2567684304956015e-27,4.632113303736323e-35,1.0698486198719139e-16,4.711026246403764e-32,9.864355363706877e-34,2.6948057751968376e-34,1.841081951782865e-34,2.249796822467309e-25,1.017099477185858e-36,4.4222149479849395e-35,6.247351337321306e-28,4.804828505514724e-18,2.6541515751071194e-45,6.542048960185081e-29,2.420373350089108e-38,1.698290518636007e-31,2.1391922943219802e-51,4.436651414753336e-56,2.751253748211052e-41,2.6317806713066e-45,1.736623972223787e-17,9.367124426855396e-52,2.859046855929384e-49,3.0181038975494886e-42,6.234435974020006e-36,5.664390974346666e-18,1.6188061705235575e-34,1.8458329182711646e-37,5.494356805306486e-21,5.4460091792481384e-18,8.737776380789288e-26,1.0503698819564542e-46,9.665781510557335e-36,8.937087132362112e-39,5.98908801324913e-32,5.083916919788298e-29,2.2419474588932405e-34,1.094613238302646e-34,3.6959586400480655e-18,2.525522445702852e-31
1.990165878056059e-09,0.11871387364081876,3.76,0.0,0.7427691744984316,0.9999867387169604,9.602818071923501e-18,0.0,5.63564778778685e-16,1.587597491738991e-11,1.5824657382037654e-11,5.243597519699293e-12,1.4359784643215059e-18,1.3136177954725084e-19,4.788895647629328e-14,4.8052535473750024e-14,5.743748389173082e-16,1.5615585681816617e-15,5.268177625166979e-12,1.8323969438405625e-16,1.724503575908099e-16,2.3973111872614122e-14,4.436288998642445e-16,7.127251590898565e-23,1.1803881669064726e-24,3.233662081081188e-29,5.038647390787123e-16,2.7065663538741954e-26,4.1855357596062424e-18,2.052140908610658e-31,1.5448774500471424e-16,3.904950673533242e-18,4.065913866467688e-18,1.2143333024090121e-26,3.399349690305331e-23,9.70251767118968e-21,1.32612776974592e-05,1.9701254005641402e-24,8.896571200416498e-36,1.4590155407249611e-25,2.070640804732302e-27,8.910379718208054e-27,9.270204173526262e-25,6.924348442092774e-30,2.0479849686046608e-38,8.115407884501508e-37,8.780350868320739e-39,9.493086458064487e-44,2.475364751616656e-31,6.571359668802351e-27,5.353247316472167e-35,1.1762023862464454e-16,5.425416334342591e-32,1.1914288055149044e-33,3.2439245241713713e-34,2.1225039917931856e-34,2.56723319660842e-25,1.2883981090390977e-36,5.090755438685205e-35,6.877191694401504e-28,5.2397900808561296e-18,3.2289782309003757e-45,7.554938002422598e-29,2.793188497977788e-38,2.0555940626484737e-31,2.588169936684401e-51,5.5435528507890875e-56,3.4501150798539866e-41,3.3492764271600324e-45,1.8302538894033357e-17,1.2006460514881325e-51,3.814266121016009e-49,3.6475500830443435e-42,7.475087942849096e-36,6.528629405706063e-18,1.98919546637073e-34,2.3283859321844152e-37,5.782675014528728e-21,6.250037051049433e-18,9.626237276766955e-26,1.3313195156888308e-46,1.1646335160838037e-35,1.0803203668487466e-38,7.111757831234323e-32,5.801282506853599e-29,2.730355016797884e-34,1.2685661077351298e-34,4.063381447396611e-18,3.250600641939707e-31
2.0823680023720375e-09,0.11871387364083458,3.76,0.0,0.7427691744974521,0.9999867387163581,1.1002450199512262e-17,0.0,6.170809950012649e-16,1.6611559742788105e-11,1.6555381130374623e-11,5.485359246648322e-12,1.574592038082151e-18,1.3758429773070089e-19,5.240667754601704e-14,5.2597591924239114e-14,6.079610495230845e-16,1.7153460917513074e-15,5.512273150610441e-12,2.039367631310662e-16,1.8942174321294994e-16,2.624136616465157e-14,4.856654158173503e-16,7.802314966364701e-23,1.3513797951692266e-24,3.702601420521894e-29,5.272081753503784e-16,3.099816502865015e-26,4.535781880701122e-18,2.458762763321579e-31,1.6911738745686447e-16,4.2751661451603765e-18,4.451074210475089e-18,1.3903021927040332e-26,3.7307041528654995e-23,1.0621399600052994e-20,1.3261278048524747e-05,2.064322958980682e-24,1.0665220879162618e-35,1.6709443020946392e-25,2.37157819000505e-27,1.0205057246466613e-26,1.0161665624971338e-24,8.295220439654103e-30,2.3485978725190282e-38,9.297265910844563e-37,1.0201053370381007e-38,1.048792585846247e-43,2.943107648508693e-31,6.886186002950537e-27,6.14842790777899e-35,1.2875834435564576e-16,6.208506082279504e-32,1.4271760675253144e-33,3.874031561273174e-34,2.4314349974185253e-34,2.910849137434467e-25,1.615904472346054e-36,5.823979731682973e-35,7.536158671277129e-28,5.68975995628063e-18,3.894099522594214e-45,8.669798240244758e-29,3.2030138432363863e-38,2.467718075815975e-31,3.105654548193998e-51,6.87963983201396e-56,4.283367616449335e-41,4.2203381034738297e-45,1.9238578480704106e-17,1.5229940360525046e-51,5.031486039173693e-49,4.371989269506105e-42,8.888452489379058e-36,7.477116372310018e-18,2.4279552655814666e-34,2.9077912893152007e-37,6.0739496867267466e-21,7.127227410684482e-18,1.0560453852937708e-25,1.6707244377567602e-46,1.391686938955061e-35,1.2951640673581102e-38,8.374823543401658e-32,6.578044052471772e-29,3.293967223364642e-34,1.4593085240070477e-34,4.44817322116059e-18,4.14191065586712e-31
2.174570126688016e-09,0.11871387364085038,3.76,0.0,0.7427691744964725,0.9999867387159541,1.2531313876357478e-17,0.0,6.730317779632549e-16,1.73471508207995e-11,1.728589153334302e-11,5.7270185121414745e-12,1.7195631456015043e-18,1.438051173966366e-19,5.712590519692045e-14,5.734703715551161e-14,6.424867411343257e-16,1.8768020139754248e-15,5.756372324952759e-12,2.2598895253703257e-16,2.072447427977591e-16,2.8611725647382156e-14,5.296017503667763e-16,8.507884270732688e-23,1.5380143088307896e-24,4.214429172501846e-29,5.505516076717475e-16,3.529235130790918e-26,4.896405661393398e-18,2.9222286913833647e-31,1.844072546937257e-16,4.662146859034239e-18,4.853633679919002e-18,1.5823694391316456e-26,4.077478758655901e-23,1.1581763721811461e-20,1.3261278201233254e-05,2.1585357284786105e-24,1.2682348242425425e-35,1.902310772603914e-25,2.7001471995793112e-27,1.1618553720094827e-26,1.109517921028512e-24,9.857424880230978e-30,2.677321637952925e-38,1.0588138752563091e-36,1.1784969883651797e-38,1.1537488781376354e-43,3.471390196957619e-31,7.20124735560205e-27,7.020699746446285e-35,1.4039906778379164e-16,7.062526880216649e-32,1.6957970906233513e-33,4.590650323390829e-34,2.768813777343757e-34,3.2811119671448557e-25,2.0056333050732117e-36,6.624157647870767e-35,8.224142657642336e-28,6.154438062561363e-18,4.656075929234053e-45,9.890471933748641e-29,3.6511700225510846e-38,2.9386252873802442e-31,3.6965275145635935e-51,8.47292871854296e-56,5.263754388340249e-41,5.262304447585213e-45,2.0174354758629685e-17,1.9105124584423945e-51,6.5504689868235145e-49,5.19805006784881e-42,1.0484734750347371e-35,8.512709218474149e-18,2.9421128838690932e-34,3.5939089436998417e-37,6.368273925098863e-21,8.079564768073774e-18,1.1540782676657026e-25,2.0748806509479636e-46,1.6496436545269223e-35,1.540219502733228e-38,9.784727262841438e-32,7.41531826937282e-29,3.937781786287321e-34,1.6672804425477868e-34,4.850330184864505e-18,5.2200022500598045e-31
2.358974375319973e-09,0.11871387364088201,3.76,0.0,0.7427691744945134,0.9999867387153134,1.601108657615974e-17,0.0,7.922424023657597e-16,1.8818351872830763e-11,1.8746272673699486e-11,6.2100304234511966e-12,2.0285532430149585e-18,1.562416638729921e-19,6.716728422236844e-14,6.745836331684583e-14,7.146009306054523e-16,2.223060766805801e-15,6.2445825735408105e-12,2.7434454300320314e-16,2.454882302747578e-16,3.365845070903276e-14,6.231712818093481e-16,1.001053509172477e-22,1.9622744128599016e-24,5.37781786632451e-29,5.972384604699799e-16,4.506124102644393e-26,5.646714811198766e-18,4.051070068371835e-31,2.1696652024965006e-16,5.486405588388268e-18,5.710928776589883e-18,2.018973797269974e-26,4.817287987439892e-23,1.3626877841464974e-20,1.326127833797671e-05,2.3470069002813914e-24,1.7598296508607126e-35,2.4284162142678065e-25,3.447396639679881e-27,1.4832994259993907e-26,1.3089231160182808e-24,1.3661012879645144e-29,3.4268773848234397e-38,1.3525904249991552e-36,1.5522250857382157e-38,1.38056205212998e-43,4.737618024308825e-31,7.83207446839375e-27,9.021448230329418e-35,1.6518747810697775e-16,9.001068629053714e-32,2.349695375201153e-33,6.330461524905759e-34,3.536413642676223e-34,4.1049881893393244e-25,3.026695554791354e-36,8.443638343724337e-35,9.686293069710699e-28,7.125616651466405e-18,6.526697480896993e-45,1.268034318215814e-28,4.6730834963085417e-38,4.09087255933357e-31,5.1402518776790164e-51,1.2691752785641294e-55,7.778853049312565e-41,8.013274068726856e-45,2.2045100929989495e-17,2.9426337694639097e-51,1.0887092389004736e-48,7.210572553244785e-42,1.4310338142643797e-35,1.0868016025202444e-17,4.25928738940997e-34,5.371675187004864e-37,6.966812863080418e-21,1.0225065326149464e-17,1.364280641123377e-25,3.134955845496423e-46,2.2739910192265582e-35,2.137870638440636e-38,1.309590334261526e-31,9.27970327130819e-29,5.507660455398674e-34,2.1382592993752297e-34,5.706709522718439e-18,8.1223742108029e-31
2.5433786239519294e-09,0.11871387364091363,3.76,0.0,0.7427691744925543,0.9999867387148014,2.0082152823095125e-17,0.0,9.212027865534385e-16,2.028957823997837e-11,2.020580123432697e-11,6.692634148403329e-12,2.3629199970684814e-18,1.6867142211535707e-19,7.801123814256393e-14,7.838566383002894e-14,7.910013580854752e-16,2.600732221298132e-15,6.7328094785257285e-12,3.2851739124131295e-16,2.8723036197263423e-16,3.9112927340677054e-14,7.2433436761784515e-16,1.1635203645791476e-22,2.4578881117845875e-24,6.736675656497057e-29,6.439252974808301e-16,5.64834456349921e-26,6.434168861489592e-18,5.477379112614949e-31,2.5216421112171886e-16,6.377728808596813e-18,6.637774462129938e-18,2.5289953939910186e-26,5.61877689638723e-23,1.5837790314279165e-20,1.3261278344997921e-05,2.5355389154655756e-24,2.3814522268755758e-35,3.0432097909581563e-25,4.320777687777138e-27,1.8589715141184762e-26,1.5253369115053443e-24,1.8464791131883504e-29,4.305752024479801e-38,1.6962504249547493e-36,2.0094406295255286e-38,1.6304422870898536e-43,6.307715740607319e-31,8.463840284507004e-27,1.1385749410218643e-34,1.9198443424342824e-16,1.1261516145160727e-31,3.175351074269727e-33,8.521393684492572e-34,4.434030302105768e-34,5.042487809448392e-25,4.4237817447159524e-36,1.0571006073358936e-34,1.1262639620356033e-27,8.150748190622534e-18,8.910308993868554e-45,1.596139411486858e-28,5.871344920090387e-38,5.554797608700151e-31,6.971214394714958e-51,1.8570036285472922e-55,1.1139637883766208e-40,1.1811605995644062e-44,2.3914766501033094e-17,4.3795833936807236e-51,1.7381176508494112e-48,9.754419440301338e-42,1.9052872228952167e-35,1.3621071075992599e-17,6.025530040385587e-34,7.774746046980665e-37,7.579153099597216e-21,1.270393599750073e-17,1.5936038730179242e-25,4.5872024105207244e-46,3.0571127129909084e-35,2.8941853505165294e-38,1.7103590848852723e-31,1.1403425054596202e-28,7.490268360840384e-34,2.6852249474951516e-34,6.63248436127991e-18,1.221461107544074e-30
2.912187121215843e-09,0.11871387364097684,3.76,0.0,0.7427691744886361,0.9999867387137966,3.0236609016184965e-17,0.0,1.2084081346960497e-15,2.3232107973881422e-11,2.312230318098272e-11,7.65662241447228e-12,3.1076125345480116e-18,1.9351059256890204e-19,1.0209586030414227e-13,1.0268313431509379e-13,9.583444841654036e-16,3.4526733479321005e-15,7.709319824289459e-12,4.555087619174242e-16,3.815041380372332e-16,5.124300137589514e-14,9.494214519588823e-16,1.5250642579571769e-22,3.691184434916518e-24,1.0116874201337254e-28,7.372989241844449e-16,8.494958600012818e-26,8.108118223012441e-18,9.478318108101148e-31,3.3046695561425574e-16,8.361581641917272e-18,8.699970734431326e-18,3.798052607732804e-26,7.406790895942204e-23,2.075660340286073e-20,1.3261278335569486e-05,2.912785472958851e-24,4.125563773141435e-35,4.573736895755641e-25,6.495735429761537e-27,2.794378561565007e-26,2.009789334620541e-24,3.1928856648960066e-29,6.506170866756746e-38,2.5533851162265064e-36,3.243636452812249e-38,2.2034147362295844e-43,1.0570449004204902e-30,9.730183600727793e-27,1.7395826726285478e-34,2.5159782643163565e-16,1.6868405509362166e-31,5.4885361229655286e-33,1.4640398881389479e-33,6.671228412972236e-34,7.276281015753885e-25,8.882679342428596e-36,1.5883129548310406e-34,1.4752041718494892e-27,1.0348656323009408e-17,1.5678588702845662e-44,2.4222471546033235e-28,8.871571957529764e-38,9.704042035942888e-31,1.2141537632741144e-50,3.825974467877573e-55,2.1410675376827265e-40,2.4079717661796944e-44,2.7650832966145614e-17,9.081150453266008e-51,4.1581045296420924e-48,1.6886860230987616e-41,3.191788797555197e-35,2.0477948375578688e-17,1.1527016881984388e-33,1.524064492319542e-36,8.850336288326227e-21,1.8759571419299046e-17,2.112071361673739e-25,9.230173470211699e-46,5.222795186781592e-35,5.021759552436683e-38,2.754171852706685e-31,1.647550444577948e-28,1.3011489026052607e-33,4.027431700979454e-34,8.692011792731524e-18,2.5897968243586095e-30
3.2809956184797567e-09,0.11871387364104,3.76,0.0,0.7427691744847179,0.9999867387127969,4.33211683023657e-17,0.0,1.5346946293609718e-15,2.6174741539006505e-11,2.603540087894589e-11,8.618990720569475e-12,3.95340721640618e-18,2.183226542814763e-19,1.2936475130124268e-13,1.3023254355432081e-13,1.1468110665758684e-15,4.435847576615402e-15,8.685912313103559e-12,6.085236658004116e-16,4.904660726184421e-16,6.4999037528584e-14,1.2048347200724234e-15,1.9354354989060948e-22,5.276070984196419e-24,1.4458537655457838e-28,8.306724878426711e-16,1.2159560974889855e-25,9.902718250439303e-18,1.5306267817240617e-30,4.1930467126867517e-16,1.06137246700442e-17,1.1040021739477082e-17,5.428719498059076e-26,9.441516846362995e-23,2.633766008404764e-20,1.326127831604546e-05,3.290275396842735e-24,6.668613341180309e-35,6.541418305729119e-25,9.292949981468062e-27,3.997223541240856e-26,2.5636918331747345e-24,5.152290322908207e-29,9.354098270944198e-38,3.6579206436107846e-36,4.992115066870728e-38,2.879787377428427e-43,1.6559451126226836e-30,1.1000271467026648e-26,2.533340850548007e-34,3.192308273885924e-16,2.4045717887887733e-31,8.85329516075129e-33,2.3519700542378378e-33,9.551362141991952e-34,1.0002958830566415e-24,1.626084371673148e-35,2.2753607379089928e-34,1.8684418317659324e-27,1.2730011792645877e-17,2.5652687302571605e-44,3.49925415300665e-28,1.2754915009403994e-37,1.5821056973431745e-30,1.9729014824648284e-50,7.308080922256501e-55,3.765532659697477e-40,4.470425141888839e-44,3.1382543549054585e-17,1.7066205568986187e-50,8.787975369754418e-48,2.727864256841526e-41,4.996938071600276e-35,2.929840962045585e-17,2.0519558350468408e-33,2.7286355738146445e-36,1.0188764424524469e-20,2.6373485473065884e-17,2.7131365203588767e-25,1.692632580434823e-45,8.330176225648901e-35,8.130966492388376e-38,4.153487686469049e-31,2.2687661916022453e-28,2.0956198730548882e-33,5.719695657807894e-34,1.1028627133665263e-17,4.968502947375195e-30
4.018612613007584e-09,0.11871387364116624,3.76,0.0,0.7427691744768812,0.9999867387107508,8.020116997117195e-17,0.0,2.30476661467284e-15,3.206032996434622e-11,3.185140407561532e-11,1.0538911627278748e-11,5.94693583861054e-18,2.67865601113525e-19,1.9336770448109882e-13,1.9504674550697676e-13,1.6004816682712506e-15,6.814731021833856e-15,1.0639395849785956e-11,1.0009025995392576e-15,7.547817092617534e-16,9.737202986232361e-14,1.806459969031025e-15,2.9028327347371208e-22,9.723348332349569e-24,2.6627674282222734e-28,1.0174194263739154e-15,2.2474661503213897e-25,1.3778498925619669e-17,3.508626992745748e-30,6.285216168833132e-16,1.592301617997099e-17,1.6552511275474e-17,1.000329233762061e-25,1.4251081636160464e-22,3.9483445788988385e-20,1.3261278307866538e-05,4.0459853195504575e-24,1.5292213502309095e-34,1.2065477576521191e-24,1.7150868986257206e-26,7.375426935625845e-26,3.884615733181392e-24,1.179010139561553e-28,1.744474013123431e-37,6.772915588731435e-36,1.0857838813646197e-37,4.584181330467692e-43,3.559431479167095e-30,1.35516455370806e-26,4.886918838158964e-34,4.785063231377128e-16,4.404066472238881e-31,2.0241443841421476e-32,5.353422050288511e-33,1.765652053921889e-33,1.7011115803914345e-24,4.714406151648396e-35,4.240319395163995e-34,2.783297266906265e-27,1.795145388457003e-17,6.006152152379025e-44,6.6045919210521465e-28,2.378829378894426e-37,3.710989920000351e-30,4.585389032009072e-50,2.4249306377801743e-54,9.994252895349002e-40,1.3279194763363645e-43,3.8832906952370973e-17,5.171362184008489e-50,3.3858228164997834e-47,6.246716962144373e-41,1.0711326964273734e-34,5.408725180033645e-17,5.7910584649024364e-33,7.47507021130861e-36,1.3107658777910708e-20,4.6940819198062695e-17,4.188356115663572e-25,4.920728730788776e-45,1.8548416481058124e-34,1.8753468419140556e-37,8.244763421500273e-31,3.878283691335728e-28,4.699289663873399e-33,1.0284605156154542e-33,1.6531449110039086e-17,1.5693243210925488e-29
4.756229607535411e-09,0.11871387364129232,3.76,0.0,0.7427691744690441,0.9999867387086764,1.3334573308263986e-16,0.0,3.2317442781524652e-15,3.7946357875119225e-11,3.7653838803887936e-11,1.2452457825199203e-11,8.341646105292062e-18,3.173004664060536e-19,2.6990125081423613e-13,2.727732571439122e-13,2.1701140951704055e-15,9.762973848670946e-15,1.2593330674739384e-11,1.515960351295647e-15,1.0833256598455962e-15,1.3620891312583048e-13,2.5289513306181498e-15,4.0660862633731018e-22,1.6101177294555547e-23,4.405559201696588e-28,1.2041661135501357e-15,3.7318408257458887e-25,1.7974771443376133e-17,6.890599573718616e-30,8.797287139803099e-16,2.230581328076389e-17,2.3173640720706084e-17,1.656158024905849e-25,2.004743994502708e-22,5.527119287658483e-20,1.3261278307603067e-05,4.802668650690993e-24,3.0070522769714503e-34,1.999058777068877e-24,2.843246716797824e-26,1.2224146352335584e-25,5.494567605417331e-24,2.3117391644271886e-28,2.920523438570151e-37,1.1267238141102659e-35,2.108164637415359e-37,6.826454706194707e-43,6.60818502446164e-30,1.611791649131907e-26,8.500900686004683e-34,6.69743743225444e-16,7.248238687375805e-31,3.96567168779651e-32,1.0472959458606137e-32,2.931592775780906e-33,2.6127738946071772e-24,1.102072031363639e-34,7.142755782992288e-34,3.864846067955272e-27,2.37058775014064e-17,1.1968482023861486e-43,1.1202382704875437e-27,3.982825555855216e-37,7.45058393582988e-30,9.118101375764065e-50,6.494730933546208e-54,2.1741149205892854e-39,3.1857364636689566e-43,4.626588845981436e-17,1.2548487603514718e-49,9.673227084195358e-47,1.2268528439466997e-40,1.98149433382058e-34,8.969544391451743e-17,1.3570381908614596e-32,1.6752661366704917e-35,1.6390259983473382e-20,7.522351598873175e-17,6.058396089489852e-25,1.1530457231793606e-44,3.5526938122178713e-34,3.704489357073754e-37,1.4255178398957308e-30,5.995262306948782e-28,8.971534449971718e-33,1.6537066103721683e-33,2.3138672860024827e-17,3.9311603318963807e-29
6.231463596591066e-09,0.11871387364154402,3.76,0.0,0.7427691744533694,0.9999867387044645,3.0386787118149284e-16,0.0,5.55803536337339e-15,4.9719827285777584e-11,4.9218166435488466e-11,1.6260790873217493e-11,1.4323764598565508e-17,4.1584714432101037e-19,4.598717392794972e-13,4.666421928957727e-13,3.761771221893161e-15,1.751644075044887e-14,1.650296167015023e-11,2.9635789332111992e-15,1.9512355198661876e-15,2.331414507816374e-13,4.3348947417282795e-15,6.983647037028521e-22,3.6396096684215634e-23,9.935181271806349e-28,1.5776587365998015e-15,8.485533499402395e-25,2.6973433415776138e-17,2.087938073900399e-29,1.5076086144330166e-15,3.8293492620190615e-17,3.973245106287233e-17,3.7416345848374327e-25,3.4600353347213674e-22,9.475136544744049e-20,1.3261278307777805e-05,6.318955344662531e-24,9.118169615977974e-34,4.521695404822054e-24,6.438956271858756e-26,2.7671384211912e-25,9.619042250055752e-24,6.978001988532104e-28,6.755719634698295e-37,2.5747343862218755e-35,6.721614625253203e-37,1.3438010097507408e-42,1.7795906079893432e-29,2.129487183249157e-26,2.176423186243741e-33,1.1477116044367413e-15,1.6158119501379888e-30,1.194792410364799e-31,3.1641914384204036e-32,6.661203939869316e-33,5.066063150057611e-24,4.593918819377777e-34,1.7132645265914114e-33,6.495018358375297e-27,3.633319509778809e-17,3.710151655928349e-43,2.6793591261313623e-27,9.21469589983181e-37,2.3895436959036963e-29,2.844265439534087e-49,3.7493389425140086e-53,7.737380741489737e-39,1.3970658570856683e-42,6.107991580301825e-17,5.6003708531155314e-49,6.043461138116673e-46,3.710010130752337e-40,5.2715905162239636e-34,2.03301119605804e-16,5.827077199641815e-32,6.284099125101571e-35,2.4358834934192435e-20,1.5876267590093085e-16,1.1272202339801766e-24,4.828975719201845e-44,1.0152467868490484e-33,1.1392781333045953e-36,3.318641017245235e-30,1.1841437934710929e-27,2.509080540512444e-32,3.4847988714585175e-33,3.965301086381599e-17,1.8500521105464455e-28
7.548823817776165e-09,0.11871387364176832,3.76,0.0,0.742769174439371,0.9999867387006334,5.403654061488745e-16,0.0,8.168673724829505e-15,6.023501938339756e-11,5.949936153151805e-11,1.9640713781835978e-11,2.1001554085974306e-17,5.034845909985674e-19,6.705810949137758e-13,6.828123050850769e-13,5.771434383772618e-15,2.6645717111833115e-14,1.9996490310285553e-11,4.756833938739205e-15,2.9774419006740112e-15,3.41304099416197e-13,6.353036388952079e-15,1.025928618137468e-21,6.432575937322218e-23,1.752388556254131e-27,1.9111807962794668e-15,1.5066942335609176e-24,3.551335194806836e-17,4.4305824103978416e-29,2.209302645575958e-15,5.620279052427201e-17,5.82496081521986e-17,6.609672674020757e-25,5.093168308219739e-22,1.3890078036112822e-19,1.3261278308056162e-05,7.676265513516011e-24,1.943028339015672e-33,7.993891961267208e-24,1.1394581326876384e-25,4.8950864772872e-25,1.434968088234284e-23,1.4765876857439697e-27,1.2155401854578811e-36,4.595218654092382e-35,1.5311585895733544e-36,2.253463001583265e-42,3.482891738088072e-29,2.5967666661133697e-26,4.289325336117077e-33,1.6818446012478613e-15,2.823930800546835e-30,2.5248655338890014e-31,6.713708800841651e-32,1.1818948941783536e-32,7.94383028410365e-24,1.1668250951777917e-33,3.219936775011459e-33,9.346491297862505e-27,4.860539356619985e-17,7.972930001222292e-43,4.965834666915104e-27,1.6582152538437956e-36,5.293056552736716e-29,6.1615205532316454e-49,1.1910312010612991e-52,1.785963302973085e-38,3.738266573144733e-42,7.425023641156392e-17,1.5087842900939884e-48,1.903430978835418e-45,7.891194353400366e-40,1.0203396669498338e-33,3.6003948767039363e-16,1.5478667447488396e-31,1.517979619258145e-34,3.328913536626894e-20,2.660182718641189e-16,1.785856740266904e-24,1.2324774689244006e-43,2.0751729064510304e-33,2.4454895120610844e-36,5.84544675846272e-30,1.8908582051461426e-27,5.0059705789425e-32,5.820695424440762e-33,5.810867327974053e-17,5.117845053469866e-28
