Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56),S(649),S(1188),C2H3F2(64),C2H3F2(63),S(1145),CH2O(20),CF2O2(171),HCO(15),CFO(50),CF2CH(72),S(1009),CF2CF2(60),C2HF2(71),CHF2O(232),S(898),CHFO(1069),S(155),CHO2(176),S(248),CF3(44),C2HF(57),CF3O2(433),C2HF(2466),C2F(2465),S(2113),S(1027),CHO2(135),S(3056),S(907),HCCO(21),CHF3O(237),CHFO2(134),CF3O(47),CHO3(229),CH2F(45),FO2(124),CH3F(39),CH2CO(28),S(455),S(1290),CH2(S)(25),CH2(T)(18),S(1652),S(1550),OF(173),F2(77)
0.007536702289839879,0.11871197007601607,3.76,0.0,0.7313697562356992,0.9887808151071601,0.011046485339269767,0.0,9.7733699037924e-08,0.00013278891798269556,2.527252263578737e-09,2.506737675188569e-05,6.095064343588818e-14,2.239441591787428e-17,2.998874696295239e-09,2.3016495290064403e-09,3.3917968678440955e-05,5.976358533365949e-05,2.147184766447789e-05,3.751241697449876e-11,1.879191530401464e-08,0.00012273005024227918,0.010899931771783678,3.0277687496915615e-07,0.0001382226475393898,5.7357066332803455e-09,5.2864543395261e-08,4.716378831590201e-06,6.779757918505643e-11,4.90160874181005e-09,2.193853412557809e-06,2.607907742727352e-05,3.308486863801269e-06,2.4403493981006596e-10,9.527079077141042e-11,1.6410849906365998e-10,1.3112671469708402e-05,9.657054196056163e-15,8.781716235728336e-15,2.1884914096869825e-11,3.663720496177541e-12,3.4907151881453594e-10,1.6947997262551824e-08,1.5851951855177633e-11,2.4572087183126544e-13,6.740415241200406e-15,1.0161131481954046e-15,5.406331410192593e-21,1.4805405775437246e-11,5.898270064660913e-16,1.6109968976810968e-16,3.105724359611306e-10,1.9397651818096488e-16,5.566895927300294e-14,6.318426810059158e-08,1.078152521968401e-17,2.7842097705753367e-13,1.8885904296351453e-13,5.33950981721973e-12,2.6523723185259685e-14,3.4628396631675453e-15,7.901631365214704e-19,4.581655456704157e-12,5.414543633116331e-15,2.8063046878723014e-11,4.852152538073944e-24,6.0386815488126195e-24,1.4494854553642963e-19,4.9413100522372445e-17,3.2056849675820766e-15,2.05075142691588e-23,2.255254007699573e-14,8.396642634265132e-22,1.2240661995870166e-12,3.201841853337693e-10,2.827229631219491e-14,6.125922781272971e-18,4.867962971092108e-13,2.410441606817307e-12,8.141490745313631e-10,8.25815529371459e-20,6.170897635258305e-14,3.077869279785891e-14,7.915930081277354e-21,4.965376014370102e-19,2.78273571959688e-21,5.028725859748937e-23,3.6130827728285435e-09,1.0285957993605056e-14
0.007591014445642513,0.11871195900698195,3.76,0.0,0.7312319478705794,0.9886465408551408,0.011180963903244544,0.0,9.790053321636465e-08,0.00013387072149427214,2.52736312486833e-09,2.510829567328588e-05,6.094504565396092e-14,2.2392359136290045e-17,3.0027198716380424e-09,2.3015442353189417e-09,3.427039749570874e-05,6.019336216163738e-05,2.1495462710724943e-05,3.7511465923909996e-11,1.882316227207193e-08,0.0001229138303971277,0.0110324800324642,3.101540973084808e-07,0.00014040040769336247,5.833307575554773e-09,5.322437548955989e-08,4.793074086620803e-06,6.789912867753819e-11,4.984341318806863e-09,2.212042327707645e-06,2.616180147978182e-05,3.3753660890502884e-06,2.448329918078065e-10,9.584738243894755e-11,1.6478754256432006e-10,1.311089079787355e-05,9.715492179859129e-15,8.927410882042852e-15,2.2267406462240714e-11,3.727435726676711e-12,3.54661747018076e-10,1.743522855625859e-08,1.6103629205730723e-11,2.5554058812315814e-13,6.9427969674252516e-15,1.0466465923651742e-15,5.571137609838011e-21,1.541470861410786e-11,5.91677721018085e-16,1.6600620139531708e-16,3.107895042569506e-10,1.997955783475445e-16,5.685195953261649e-14,6.445700145605909e-08,1.098343641297997e-17,2.8207155878916233e-13,1.9284733980868018e-13,5.438691535504498e-12,2.6891594698209462e-14,3.462749914412654e-15,8.059701628096375e-19,4.702025974266901e-12,5.640534245750071e-15,2.8796555917617124e-11,5.054862283078761e-24,6.301754191346119e-24,1.4800951127499634e-19,5.092607243778425e-17,3.205526208903601e-15,2.1132560501182563e-23,2.3489198494118176e-14,8.763211705256451e-22,1.2507003116159221e-12,3.2011749709687006e-10,2.862141689556852e-14,6.1803488226272425e-18,4.878414865308474e-13,2.410008410652172e-12,8.287578849030102e-10,8.703511721216669e-20,6.281943068506538e-14,3.1698545230818016e-14,8.131511595242816e-21,5.068389817527607e-19,2.840107068466038e-21,5.1324023883984486e-23,3.6260945042312067e-09,1.025953318185887e-14
0.007645326601445146,0.11871194799610932,3.76,0.0,0.7310939365665297,0.9885120767756698,0.011315643319837228,0.0,9.806278669467819e-08,0.00013495352530637684,2.5274741171023035e-09,2.5148039687287325e-05,6.093943839887062e-14,2.239029880591894e-17,3.006458164031924e-09,2.30143834486515e-09,3.462317031703027e-05,6.0623113415188894e-05,2.1518408359085512e-05,3.7510493887384105e-11,1.8853543552839513e-08,0.0001230917769422277,0.011165223552094858,3.176434176428947e-07,0.0001425849954285942,5.931215530654795e-09,5.358165481659873e-08,4.87008370162041e-06,6.799745770786649e-11,5.067312570568439e-09,2.229976497490757e-06,2.624268663173648e-05,3.4427885717578756e-06,2.456096962549311e-10,9.6418404613265e-11,1.6545322286478387e-10,1.3109107608663563e-05,9.773365990573e-15,9.073673225984025e-15,2.2651545018750667e-11,3.791419401821043e-12,3.602767418143907e-10,1.7930972024125657e-08,1.635626483946429e-11,2.656374470384747e-13,7.148798286373925e-15,1.0777256753869148e-15,5.738889775129752e-21,1.604224518168374e-11,5.934773304275123e-16,1.7100321566597546e-16,3.1100368097128397e-10,2.0571857269410968e-16,5.804612436525972e-14,6.573665941029034e-08,1.1187644365443973e-17,2.8572608455446477e-13,1.968724048058822e-13,5.538445539016454e-12,2.725981208794593e-14,3.4626597031625416e-15,8.218592874450017e-19,4.824329553824726e-12,5.8734488469115885e-15,2.954170114754386e-11,5.2637896508276075e-24,6.5731648149962925e-24,1.5109869467716767e-19,5.246673560619565e-17,3.205368188600414e-15,2.1768919348919658e-23,2.4454216435032966e-14,9.141413698649536e-22,1.2776523980800048e-12,3.200506326167739e-10,2.897116844890554e-14,6.234638049409419e-18,4.888660169801714e-13,2.4095739337749444e-12,8.43513100816786e-10,9.168079333632794e-20,6.393450612164251e-14,3.2634710101196825e-14,8.350875759383437e-21,5.173125812030239e-19,2.89843410099738e-21,5.237805741270378e-23,3.6388724843785707e-09,1.0233042433651655e-14
0.00769963875724778,0.11871193704217109,3.76,0.0,0.7309557287454825,0.9883774289376267,0.011450517252504287,0.0,9.822057667466021e-08,0.00013603730811543834,2.5275852162339593e-09,2.5186639652182105e-05,6.093382193805497e-14,2.2388235205869803e-17,3.0100923510414004e-09,2.3013318700058347e-09,3.497627437786855e-05,6.105283892449247e-05,2.154070362072424e-05,3.7509501294368614e-11,1.8883082179550127e-08,0.00012326404743831116,0.011298156124758249,3.252450431063901e-07,0.00014477621827927885,6.029420026190171e-09,5.3936457920837056e-08,4.947401576374788e-06,6.809265413837204e-11,5.1505134501093935e-09,2.247656525222814e-06,2.6321762220937836e-05,3.510746646875858e-06,2.463648544681068e-10,9.698400916436e-11,1.661057407064929e-10,1.310732198252738e-05,9.830690614545351e-15,9.220488331118958e-15,2.303727917917938e-11,3.8556631858065565e-12,3.6591592356291545e-10,1.843526257854065e-08,1.6610078871969103e-11,2.760155713832059e-13,7.358517979678077e-15,1.1093674787795243e-15,5.909703494324518e-21,1.6688334767033532e-11,5.952223759786303e-16,1.7609393325700604e-16,3.112149297437866e-10,2.1174957458677397e-16,5.92514106248269e-14,6.70230496333737e-08,1.1394163508743418e-17,2.893830138330025e-13,2.009340516695957e-13,5.6387605527274055e-12,2.7628237312159303e-14,3.4625690286179977e-15,8.378280582731767e-19,4.948569427954171e-12,6.1134138551201145e-15,3.029849832521351e-11,5.4790482285891234e-24,6.853086491296164e-24,1.5421595557794515e-19,5.4035153684329274e-17,3.205210942252338e-15,2.2416624347694322e-23,2.5448102679090518e-14,9.531487387763774e-22,1.3049225132251511e-12,3.199835968367088e-10,2.932151495640369e-14,6.288768089734361e-18,4.898696969326181e-13,2.4091382282473537e-12,8.584148260098496e-10,9.652461963741565e-20,6.505394903856812e-14,3.358754149030888e-14,8.574175510379398e-21,5.279657764190618e-19,2.9577440227449176e-21,5.344985671222209e-23,3.651416599430008e-09,1.0206493166920855e-14
0.007753950913050414,0.11871192614406557,3.76,0.0,0.7308173306564216,0.9882426032459108,0.011585579535217987,0.0,9.837402359741085e-08,0.00013712204895848816,2.5276964289001698e-09,2.522412651621894e-05,6.092819646221615e-14,2.2386168290696894e-17,3.0136252614272282e-09,2.3012248267485675e-09,3.532969726247004e-05,6.148253852417974e-05,2.1562366988501055e-05,3.750848875756713e-11,1.8911800742517886e-08,0.0001234307944147556,0.011431271712943348,3.3295916617425726e-07,0.00014697388830610885,6.127910873513131e-09,5.428885995168435e-08,5.025021745678703e-06,6.818480154681045e-11,5.233935166342905e-09,2.2650831588833235e-06,2.6399057568211888e-05,3.5792326683310017e-06,2.470992922800711e-10,9.754434522503676e-11,1.6674529658469868e-10,1.3105533997792656e-05,9.887481419694055e-15,9.367844319068894e-15,2.3424581365439467e-11,3.92016262727684e-12,3.715791027521547e-10,1.8948134310812184e-08,1.686490460045528e-11,2.866790701439029e-13,7.57192716181498e-15,1.141566054455515e-15,6.083519910220527e-21,1.7353297430045705e-11,5.96917037424734e-16,1.8127727151007031e-16,3.11423218088222e-10,2.1788688314653743e-16,6.046775298028359e-14,6.831598335640111e-08,1.1603009665987497e-17,2.9304286590018323e-13,2.0503206419168307e-13,5.739625449550829e-12,2.7996911122671476e-14,3.4624779019617107e-15,8.538740836555191e-19,5.074748660015235e-12,6.360556817916334e-15,3.106696093183232e-11,5.700752124252916e-24,7.141680156963617e-24,1.5736112604478337e-19,5.563146058883288e-17,3.205054454964504e-15,2.3075712104933734e-23,2.647136756307228e-14,9.933654646552328e-22,1.332510696138319e-12,3.199163944636603e-10,2.967245291597951e-14,6.342754450107874e-18,4.908535091224931e-13,2.4087013177835277e-12,8.734631594157528e-10,1.0157274685939127e-19,6.617770241388434e-14,3.455692360403022e-14,8.801339950399522e-21,5.387958651426452e-19,3.0180280307818012e-21,5.453925813940973e-23,3.6637267702588178e-09,1.0179892554559565e-14
0.0078028318532727845,0.11871191638262177,3.76,0.0,0.7306926147278601,0.9881211128112697,0.011707291664892499,0.0,9.85085101038084e-08,0.00013809911778665235,2.527796619622629e-09,2.5256937948768282e-05,6.09231259731367e-14,2.23843052085637e-17,3.0167205774020598e-09,2.301128014803277e-09,3.5648040461389076e-05,6.186924587800674e-05,2.1581338628012264e-05,3.750756091798992e-11,1.893696452085092e-08,0.00012357626682827237,0.011551227361042112,3.3999821053415363e-07,0.00014895715192115555,6.216789832348046e-09,5.4604029978699424e-08,5.095133537987932e-06,6.826519469315862e-11,5.309196860300196e-09,2.280551205546355e-06,2.6467125460852013e-05,3.641315182789595e-06,2.477433763520517e-10,9.804426454962663e-11,1.673099796536234e-10,1.3103922857973742e-05,9.938149213504103e-15,9.500917963732599e-15,2.3774473710855585e-11,3.9784271058639104e-12,3.7669624913820193e-10,1.9417083357184607e-08,1.7094995034411024e-11,2.9652359838271265e-13,7.767114473040735e-15,1.171014575888967e-15,6.242485032030033e-21,1.7968165414084367e-11,5.98402224653072e-16,1.8602042876407154e-16,3.116081266866847e-10,2.2349979985081424e-16,6.157188301695815e-14,6.948506519190245e-08,1.17929662047596e-17,2.963398502119587e-13,2.0875125115335534e-13,5.830864934376857e-12,2.8328970724129094e-14,3.4623955109082184e-15,8.683796169970322e-19,5.1899706597275934e-12,6.5892275236585874e-15,3.176856178403702e-11,5.905891331639633e-24,7.408936402642078e-24,1.602155514454607e-19,5.709207326913992e-17,3.204914257298235e-15,2.367865608605067e-23,2.7417847752660098e-14,1.0306099266679959e-21,1.3576120313512376e-12,3.198557739915167e-10,2.9988798343757545e-14,6.39123239584933e-18,4.91722784942111e-13,2.408307090111234e-12,8.871320876283123e-10,1.0629590994668794e-19,6.719275368387535e-14,3.5443426108987514e-14,9.009039356419774e-21,5.486914395389597e-19,3.0731093386728796e-21,5.553463817503844e-23,3.674605864134095e-09,1.0155913840778858e-14
0.007851712793495155,0.11871190666470349,3.76,0.0,0.7305677539345155,0.9879994870549497,0.011829147228363443,0.0,9.863965410842677e-08,0.00013907693112116609,2.5278968901327723e-09,2.5288893100259934e-05,6.091804850102133e-14,2.2382439578671117e-17,3.0197379866785072e-09,2.3010307644077112e-09,3.596662353475754e-05,6.225593200015524e-05,2.1599825781990915e-05,3.7506617732645546e-11,1.8961497451554597e-08,0.00012371749142521562,0.011671322315080534,3.4712864482642333e-07,0.0001509453583305383,6.305886475412771e-09,5.4917368126017015e-08,5.165481306329732e-06,6.834324316168687e-11,5.384625021419208e-09,2.295815452021978e-06,2.6533796331583186e-05,3.703813626680704e-06,2.483714943217931e-10,9.854014070134874e-11,1.678644706764923e-10,1.310230992358995e-05,9.988407305087274e-15,9.634411013125702e-15,2.412558493281392e-11,4.036889831071181e-12,3.818321459250419e-10,1.9893034012436686e-08,1.732590003946242e-11,3.066055705730574e-13,7.965306447029288e-15,1.2009169719677614e-15,6.4039094554200785e-21,1.859881472132262e-11,5.998479688881217e-16,1.9083931565124812e-16,3.117906014470052e-10,2.2919946041316847e-16,6.268491176796645e-14,7.06591648166344e-08,1.1984821337001035e-17,2.9963901114466695e-13,2.1249966324925096e-13,5.922533044387969e-12,2.8661197511532834e-14,3.4623127638265315e-15,8.829441390445078e-19,5.306767976001231e-12,6.823906558244228e-15,3.2479630619082754e-11,6.11642664213677e-24,7.683439600107116e-24,1.630924068754483e-19,5.857541026347418e-17,3.2047746866883143e-15,2.4290876301466032e-23,2.8388913503542613e-14,1.0688654210550084e-21,1.3829710354943165e-12,3.197950260990986e-10,3.030559680339124e-14,6.4395955441899925e-18,4.925767750795343e-13,2.407911941758838e-12,9.009199108442921e-10,1.1119426273524423e-19,6.821113836948367e-14,3.634343127515738e-14,9.219899948422674e-21,5.587314998657415e-19,3.1289869199576368e-21,5.654440885877903e-23,3.685295417937541e-09,1.0131904056557769e-14
0.007900593733717525,0.1187118969894982,3.76,0.0,0.7304427524932409,0.987877729958423,0.011951142064510359,0.0,9.876753246658087e-08,0.00014005547437965254,2.527997227640472e-09,2.5320012276447726e-05,6.09129642249099e-14,2.238057156063587e-17,3.022679311359033e-09,2.30093308433081e-09,3.628543811389337e-05,6.264259677898871e-05,2.1617840903293114e-05,3.750565950770356e-11,1.898541467939891e-08,0.00012385457190064667,0.011791552503242446,3.5435058095262945e-07,0.000152938379537159,6.395193566510678e-09,5.5228926211632936e-08,5.236060974639723e-06,6.841900461658895e-11,5.460213483222933e-09,2.3108767106173284e-06,2.6599091398019948e-05,3.766722485079218e-06,2.489834578579484e-10,9.903207638323341e-11,1.6840891450938542e-10,1.3100695247422841e-05,1.0038265885236508e-14,9.768313357143126e-15,2.44778806745565e-11,4.095545486031706e-12,3.8698658964862565e-10,2.0376009318121186e-08,1.755773858109287e-11,3.169279505814888e-13,8.166575391172144e-15,1.231285229818969e-15,6.567852646403933e-21,1.9245480095330323e-11,6.012525847441626e-16,1.957360887200069e-16,3.1197062354030865e-10,2.3498854284906564e-16,6.380678775107e-14,7.183815217079058e-08,1.2178591637272613e-17,3.0293919467076154e-13,2.1627711870558058e-13,6.0146219824983305e-12,2.899349858381894e-14,3.4622296598450037e-15,8.97565995427597e-19,5.425142043304223e-12,7.064689053891692e-15,3.32001737260838e-11,6.3324424848370644e-24,7.965336372786708e-24,1.659915537561307e-19,6.008152377574953e-17,3.204635760833337e-15,2.4912390390742397e-23,2.9384940007082346e-14,1.1081514740895237e-21,1.408587708719379e-12,3.1973415389118403e-10,3.062282693222042e-14,6.487829959324017e-18,4.934153451994471e-13,2.4075159041690766e-12,9.14826691814826e-10,1.162725219380448e-19,6.923265851845297e-14,3.72571457491216e-14,9.434010723079296e-21,5.689211766377763e-19,3.185676642939361e-21,5.756885915035039e-23,3.6957954455901763e-09,1.0107867948228243e-14
0.007949474673939895,0.11871188735630629,3.76,0.0,0.7303176145194232,0.9877558454079275,0.012073272112270349,0.0,9.889222865523916e-08,0.00014103473320712352,2.5280976502263775e-09,2.5350316385341367e-05,6.090787321019636e-14,2.2378700958148295e-17,3.025546492010315e-09,2.3008349867541812e-09,3.660447603417142e-05,6.302924010555746e-05,2.16353961267161e-05,3.750468674776757e-11,1.9008731180740435e-08,0.00012398760814556604,0.011911913952410464,3.6166412324725664e-07,0.0001549360903883887,6.484704738068301e-09,5.553875546491432e-08,5.306868552177766e-06,6.849253305761223e-11,5.535956700082389e-09,2.3257358752391392e-06,2.6663031799757128e-05,3.830036266422738e-06,2.495804543008632e-10,9.952017325499376e-11,1.689434553178472e-10,1.3099078881050088e-05,1.0087735751252776e-14,9.902618748596524e-15,2.4831355937107394e-11,4.154393059940976e-12,3.921594883762573e-10,2.086603215766677e-08,1.779020638878964e-11,3.2749369183101556e-13,8.370822512739103e-15,1.2621014026573104e-15,6.73419300156629e-21,1.9908396695291918e-11,6.02622657078197e-16,2.0070753314441915e-16,3.1214818130741785e-10,2.4086258270761385e-16,6.493747753961555e-14,7.302189966687504e-08,1.2374281461655497e-17,3.0624208907118273e-13,2.200835155302544e-13,6.107124058654658e-12,2.9326006750977033e-14,3.4621462129455088e-15,9.122435775952454e-19,5.545094672781528e-12,7.311667442091149e-15,3.3930197112716635e-11,6.554022430747444e-24,8.254718082766035e-24,1.689129107518713e-19,6.161051713834455e-17,3.2044974460338318e-15,2.5543222498542657e-23,3.040630333605927e-14,1.1484813652499508e-21,1.4344620459351893e-12,3.1967316059143797e-10,3.09405022013551e-14,6.535967132252885e-18,4.942398252870497e-13,2.4071189803371403e-12,9.288524906312913e-10,1.2153547239017797e-19,7.025742116143737e-14,3.818426295837127e-14,9.651207908544338e-21,5.792525516941643e-19,3.243155058806121e-21,5.860755760853745e-23,3.706105983401174e-09,1.0083810116275254e-14
0.007998355614162265,0.11871187776436777,3.76,0.0,0.7301923440298538,0.9876338371950193,0.012195533407806722,0.0,9.901381759987997e-08,0.00014201469346790193,2.528198144727587e-09,2.5379824900102058e-05,6.090277562820158e-14,2.2376827924661742e-17,3.0283412949268313e-09,2.3007364812243862e-09,3.692372932935024e-05,6.341586187358837e-05,2.165250328092225e-05,3.750369977601679e-11,1.9031461443595954e-08,0.0001241166985432496,0.012032402785322612,3.6906936822402173e-07,0.00015693836844213842,6.5744139861061544e-09,5.5846906265634456e-08,5.377900131595767e-06,6.856388332163996e-11,5.6118493937027435e-09,2.340393912949764e-06,2.67256385832434e-05,3.893749504949809e-06,2.5016266566615463e-10,1.0000453129557875e-10,1.6946823655156949e-10,1.3097460874738018e-05,1.0136826839577497e-14,1.0037318561065364e-14,2.5185984375924118e-11,4.213427796506017e-12,3.97350364808133e-10,2.1363124941451783e-08,1.802340315614497e-11,3.3830573684576265e-13,8.57808068952069e-15,1.293371901325825e-15,6.90299045465724e-21,2.0587800066044478e-11,6.039567318337214e-16,2.0575497450903743e-16,3.1232326700261825e-10,2.4682324551618654e-16,6.607697194417884e-14,7.421028206910503e-08,1.2571894320653768e-17,3.095471893699232e-13,2.239187810385885e-13,6.20003168579277e-12,2.965866671723466e-14,3.4620624261033415e-15,9.269752922242253e-19,5.6666274297345385e-12,7.564933767835249e-15,3.466970644775519e-11,6.781250140083275e-24,8.5516807131806e-24,1.7185642384088856e-19,6.316243869769605e-17,3.204359762780177e-15,2.6183402101259928e-23,3.14533805066652e-14,1.1898690209479901e-21,1.46059403488078e-12,3.196120497209441e-10,3.125860268039891e-14,6.5839985876622495e-18,4.950502987420799e-13,2.4067212032497353e-12,9.429973646956892e-10,1.2698797049665868e-19,7.128532444431726e-14,3.912493423662558e-14,9.871563108588205e-21,5.897284487196971e-19,3.30143357440862e-21,5.966071479453084e-23,3.7162270899838404e-09,1.0059735019365968e-14
0.008042348460362399,0.11871186916624644,3.76,0.0,0.7300794905301979,0.9875239271313926,0.012305677591393713,0.0,9.912064950857567e-08,0.0001428972459164385,2.5282886389207943e-09,2.540571786020069e-05,6.089818233105858e-14,2.2375140254883497e-17,3.030796124351717e-09,2.3006474842847297e-09,3.721123501334187e-05,6.376380294652801e-05,2.1667526156165692e-05,3.750279958500804e-11,1.9051429074076582e-08,0.0001242295858522394,0.012140948519255073,3.7581256763071743e-07,0.000158744224556913,6.6553162631837e-09,5.6122847699952737e-08,5.442016909247611e-06,6.862628060370416e-11,5.6802760294539814e-09,2.3534150366520084e-06,2.678086175754564e-05,3.951428460054269e-06,2.5067382786888136e-10,1.0043733763189719e-10,1.69932313211449e-10,1.3096003307463766e-05,1.018069295129936e-14,1.0158877700978618e-14,2.550610801909309e-11,4.266714726302739e-12,4.020372868440494e-10,2.1816571214810065e-08,1.823401154158214e-11,3.4824959006819816e-13,8.767252062025829e-15,1.3219146967732238e-15,7.057063155076094e-21,2.121355426240043e-11,6.051249419923417e-16,2.1036461127749093e-16,3.1247872155802987e-10,2.522643449659347e-16,6.711000550655997e-14,7.528368755629429e-08,1.2751402926430992e-17,3.125226089803791e-13,2.273950680546357e-13,6.283989105543103e-12,2.995810646153309e-14,3.4619867254053722e-15,9.402788275989063e-19,5.777358802152996e-12,7.798326898047505e-15,3.534337877396258e-11,6.990652579742537e-24,8.825549890315714e-24,1.745244264669254e-19,6.457880404023883e-17,3.2042364040492605e-15,2.6767568684612486e-23,3.241804760032093e-14,1.2280382905475983e-21,1.4843330998563957e-12,3.195569518961986e-10,3.1545238282796917e-14,6.627123443048225e-18,4.957675592019832e-13,2.406362500391393e-12,9.55829605939864e-10,1.320613560241063e-19,7.22129495228998e-14,3.9983304892821345e-14,1.0072664142022569e-20,5.9928501072721e-19,3.354581891177361e-21,6.062116602381766e-23,3.7251741885759194e-09,1.0038056243327537e-14
0.008086341306562533,0.11871186060039988,3.76,0.0,0.7299665356612807,0.9874139225337674,0.012415922195709358,0.0,9.92250776737141e-08,0.0001437803452434165,2.528379186923553e-09,2.5430995651405634e-05,6.089358390829039e-14,2.2373450672047903e-17,3.0331949870317236e-09,2.300558171256584e-09,3.7498903320257644e-05,6.41117263992127e-05,2.1682203639704075e-05,3.75018884253974e-11,1.9070943376152003e-08,0.00012433942300619225,0.012249591674274307,3.8263017668153084e-07,0.0001605535974522553,6.736369186713008e-09,5.639750482296954e-08,5.506309289643522e-06,6.868699401392592e-11,5.748815315184106e-09,2.3662748832213582e-06,2.683503685920984e-05,4.009422625202167e-06,2.511734557475094e-10,1.0086726462091601e-10,1.7038870375375373e-10,1.3094544486536648e-05,1.022426739337382e-14,1.0280743779463747e-14,2.5827131411979586e-11,4.320147774534257e-12,4.067385609629412e-10,2.2275777259646246e-08,1.8445181053578047e-11,3.583974528916847e-13,8.95887847347228e-15,1.3508275244688033e-15,7.213125607831586e-21,2.1853026048322586e-11,6.0626555817609e-16,2.1503621815466396e-16,3.126321592898756e-10,2.577758775641048e-16,6.815010990619294e-14,7.636065989131833e-08,1.293248602975349e-17,3.1549962905132637e-13,2.308945224977981e-13,6.368263566023204e-12,3.025765010209358e-14,3.4619107553869143e-15,9.536238347387752e-19,5.889371847859942e-12,8.036957719691164e-15,3.602474010723036e-11,7.204758954021763e-24,9.105747000270942e-24,1.7721020925325035e-19,6.601383126507376e-17,3.2041135575249024e-15,2.735933423550491e-23,3.340412500942194e-14,1.2670900703733372e-21,1.5082808248985979e-12,3.195017634595374e-10,3.1832204227926966e-14,6.67016532128931e-18,4.964740045566086e-13,2.4060031384911436e-12,9.687583804968581e-10,1.3729591453928677e-19,7.314299608458637e-14,4.085270228604324e-14,1.0276327703183792e-20,6.089593815622823e-19,3.4083819381789555e-21,6.159339346708373e-23,3.733967987362772e-09,1.0016370036834445e-14
0.008130334152762667,0.11871185206637924,3.76,0.0,0.7298534821542457,0.9873038259788265,0.01252626452547553,0.0,9.932715317525867e-08,0.00014466398158705847,2.5284697833214307e-09,2.545567156555216e-05,6.088898047404772e-14,2.237175924866216e-17,3.0355390871347062e-09,2.3004685491125646e-09,3.778672883917167e-05,6.445963215946742e-05,2.1696543742763106e-05,3.7500966537962807e-11,1.909001420570565e-08,0.0001244462768794383,0.0123583296154018,3.895222493844742e-07,0.00016236640326017655,6.817568523879032e-09,5.6670912329600495e-08,5.5707745874919435e-06,6.874606065437185e-11,5.8174635980723124e-09,2.3789742933040135e-06,2.6888179000771793e-05,4.067728075540372e-06,2.516616962259747e-10,1.0129438112360532e-10,1.7083751111943172e-10,1.3093084446121718e-05,1.0267557075976252e-14,1.040291093405077e-14,2.614903718567773e-11,4.373723995712017e-12,4.11453964958353e-10,2.2740758377989026e-08,1.8656941797504308e-11,3.6875144668910595e-13,9.152980520338824e-15,1.380114048830232e-15,7.371199205999385e-21,2.2506387864444566e-11,6.073783521675832e-16,2.197705069155928e-16,3.127835771990905e-10,2.633586732505275e-16,6.919726729832049e-14,7.744111262562226e-08,1.3115148658662622e-17,3.184779149479276e-13,2.344170765871716e-13,6.4528497453439956e-12,3.055726739199431e-14,3.461834518362721e-15,9.67009216554621e-19,6.00266728383641e-12,8.280894887878775e-15,3.6713792325460254e-11,7.423631217810531e-24,9.392359609556013e-24,1.7991372045447927e-19,6.746756288310868e-17,3.2039912316263026e-15,2.795871590222203e-23,3.4411889309074254e-14,1.3070364460932243e-21,1.5324371849310915e-12,3.194464866942996e-10,3.211949007793256e-14,6.71312081932067e-18,4.971697501002849e-13,2.4056431366818913e-12,9.81783724748787e-10,1.426953400100781e-19,7.407538432311911e-14,4.173318823210248e-14,1.0482583664991047e-20,6.187531519016172e-19,3.462838347037555e-21,6.25774822464918e-23,3.742608575085413e-09,9.994679365690665e-15
