Time (s),Volume (m^3),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),OH(5),HF(38),CHF(40),CHF2(81),CHFO2(129),CHFO2(131),H(6),CFO2(136),H2(8),CO2(14),HO2(11),F(37),O(7),S(163),CF2O(48),CHF3(41),S(164),C2HF4(68),CF2(42),CHFCF2(54),CHF2O(170),S(419),CHFO(46),H2O2(12),CO(13),C2HF3(316),CF2O2(924),CF(49),O2(177),CF2O2(144),S(275),C2H2F3(66),C2H2F3(67),S(1097),CH2CF2(56)
0.0008524690298253437,0.12942452317807684,3.76,0.0,0.6004656451203657,0.9932371406251924,0.006465960640612284,0.0,4.265585760692305e-07,0.0003251125710671516,4.783322132202124e-08,0.0001062550797185264,5.551132957244463e-11,9.289843140436835e-15,4.720953261837451e-08,3.102871916749789e-08,9.45947357259859e-05,0.00014828001577148724,6.856136975608515e-05,9.612183691724224e-10,1.6064965256913907e-07,8.503419757452696e-05,0.006308666542739295,1.1167220063737957e-06,0.00020696679755344077,3.413430266906822e-08,4.5573426095386737e-07,1.1615178467061143e-05,4.671955076652044e-10,5.438943168516468e-09,6.418733950071915e-06,2.9473671467600604e-05,5.735200391422707e-06,1.4686690352590242e-09,5.23186590828176e-10,4.893585615068493e-09,3.7788677112361126e-05,1.7434963631849652e-13,4.5705243953485656e-14,2.3344480937672664e-10,1.987143311581192e-11,1.698205436028458e-09,3.933913289930313e-08
0.0008625695065028863,0.12942453170853782,3.76,0.0,0.6003394437441776,0.9931191269042527,0.006583284033578284,0.0,4.275473378979065e-07,0.00032931109735314035,4.783306032687929e-08,0.00010647828817024914,5.5504546526734884e-11,9.288707893340605e-15,4.7275624786241265e-08,3.102629469285842e-08,9.60181198285155e-05,0.0001500344701673935,6.871650507191732e-05,9.611999415689454e-10,1.6098878188953935e-07,8.520289807538911e-05,0.006422526388985207,1.1505201814510405e-06,0.00021163472347904134,3.494487990584131e-08,4.623583739111461e-07,1.1888334778841405e-05,4.681216587185675e-10,5.567443215495937e-09,6.506310084376278e-06,2.968757676231712e-05,5.914819676202592e-06,1.4748635822169708e-09,5.307995602313383e-10,4.94776449943067e-09,3.7784187135826e-05,1.7688565658756073e-13,4.6800848591485873e-14,2.393222005838482e-10,2.0375169846888415e-11,1.7387091066275923e-09,4.1009116954237206e-08
0.0008726699831804289,0.1294245403033284,3.76,0.0,0.6002129948705355,0.9930009009690844,0.006700849514190744,0.0,4.2850063886992533e-07,0.00033351403259503803,4.7832897139561475e-08,0.00010669290787410515,5.549774908979716e-11,9.287570147950485e-15,4.733929080322921e-08,3.1023869860222284e-08,9.744297961227227e-05,0.00015178881089322548,6.886505372715182e-05,9.61181306313594e-10,1.613156323204659e-07,8.53646582557331e-05,0.006536607281307534,1.1849111689322654e-06,0.00021632121551975203,3.575857487339155e-08,4.689551540686163e-07,1.2163066968330113e-05,4.690097279202929e-10,5.6964080707800885e-09,6.592623788398223e-06,2.9895224932281034e-05,6.0968546737742375e-06,1.480832850662988e-09,5.383783801903257e-10,5.001316684073414e-09,3.777968911969442e-05,1.7941030998447784e-13,4.790266765602179e-14,2.4523298874621486e-10,2.0881760536085908e-11,1.77944209278329e-09,4.272151311645158e-08
0.0008817604121902172,0.12942454809371834,3.76,0.0,0.6000989875720059,0.9928943234428899,0.006806857389864587,0.0,4.2932938131324387e-07,0.00033730035227584425,4.783274848753484e-08,0.00010687899453840254,5.549161947110855e-11,9.286544164887826e-15,4.739459209991434e-08,3.102168731998177e-08,9.872655395700972e-05,0.00015336761965420708,6.899333878168079e-05,9.611643681186958e-10,1.6159968929219384e-07,8.55045291362257e-05,0.006639461554524686,1.216370172351795e-06,0.00022055434412724076,3.649345452780738e-08,4.7487002805526065e-07,1.241164355006552e-05,4.697776402572132e-10,5.812855888886361e-09,6.669224199798195e-06,3.0076854837855407e-05,6.262722548506759e-06,1.4860185875242146e-09,5.451714493664411e-10,5.048979040603131e-09,3.7775634285426316e-05,1.8167322205415038e-13,4.889948724506726e-14,2.505803559726064e-10,2.1340051887626268e-11,1.81629332476164e-09,4.4299130149422826e-08
0.0008908508412000055,0.12942455593630595,3.76,0.0,0.5999847949833468,0.9927875872983285,0.006913046641702617,0.0,4.3013138124206e-07,0.0003410900743033536,4.783259814103855e-08,0.00010705862047990687,5.548547890281016e-11,9.285516473243482e-15,4.744806883844299e-08,3.101950462164151e-08,0.00010001121176166798,0.00015494633505632228,6.911669633512455e-05,9.611472785211535e-10,1.6187451095779376e-07,8.563918049063252e-05,0.006742481115241386,1.248309758840584e-06,0.00022480143344074768,3.7230655350475734e-08,4.807648762669569e-07,1.2661442014369238e-05,4.705169112590328e-10,5.929647345978049e-09,6.744798272148886e-06,3.0253597310980042e-05,6.4304929944085014e-06,1.4910333888995917e-09,5.519393199028908e-10,5.0961362616771914e-09,3.7771573373546086e-05,1.8392774717096404e-13,4.990109788493018e-14,2.55953163288222e-10,2.1800517450489647e-11,1.8533220569016565e-09,4.5911464338300594e-08
0.0008999412702097938,0.1294245638310701,3.76,0.0,0.5998704239228618,0.9926806984890607,0.007019410660329634,0.0,4.3090751651794665e-07,0.00034488312124577415,4.78324459255691e-08,0.0001072320057104818,5.547932773427044e-11,9.28448688908922e-15,4.74997840721112e-08,3.101732171891687e-08,0.0001012969029058607,0.00015652495652632772,6.923530925293254e-05,9.611300468129802e-10,1.6214041223298645e-07,8.576879065527206e-05,0.006845659793916133,1.2807300088368833e-06,0.00022906199735601458,3.797008486650368e-08,4.866406808051769e-07,1.29124376861907e-05,4.712285209423342e-10,6.0467676120962425e-09,6.819345543387589e-06,3.04255397047065e-05,6.60014031200491e-06,1.4958828529568064e-09,5.586831378062483e-10,5.14278983123121e-09,3.776750669806189e-05,1.86174267039865e-13,5.090738628305356e-14,2.6135075227187287e-10,2.2263108066769396e-11,1.8905246539224405e-09,4.7558680025940596e-08
0.0009090316992195821,0.12942457177796327,3.76,0.0,0.5997558809830345,0.9925736627671361,0.007125943054524047,0.0,4.316586433533598e-07,0.00034867941727330013,4.783229195231492e-08,0.00010739936132816638,5.547316626199572e-11,9.283455459730612e-15,4.754979583208859e-08,3.10151387639412e-08,0.00010258357899485386,0.00015810348351260996,6.934935406677369e-05,9.611126848303211e-10,1.6239769547727027e-07,8.58935306991441e-05,0.006948991631066593,1.3136309348959235e-06,0.00023333556466142088,3.871165437885943e-08,4.924984093624271e-07,1.3164606609101828e-05,4.719134071437152e-10,6.1642023729314754e-09,6.892866336391624e-06,3.0592770176077585e-05,6.7716388003758715e-06,1.5005714070421223e-09,5.654040328982428e-10,5.188941411416493e-09,3.7763434477163845e-05,1.8841315794869446e-13,5.191824871375579e-14,2.667724124836256e-10,2.2727753951384735e-11,1.927897623336989e-09,4.9240936861719516e-08
0.0009181221282293704,0.12942457977689983,3.76,0.0,0.5996411725393561,0.9924664856912351,0.007232637642715273,0.0,4.323855697468059e-07,0.0003524788881210615,4.7832136339587716e-08,0.00010756088995858531,5.546699477291278e-11,9.282422645425681e-15,4.7598162787653416e-08,3.1012955845292126e-08,0.00010387119328802688,0.00015968191548522442,6.945900113063802e-05,9.610951964414047e-10,1.6264665088954716e-07,8.601356484988413e-05,0.007052470868678631,1.347012484124971e-06,0.00023762167852498398,3.945527805762803e-08,4.98339013411822e-07,1.3417925518714343e-05,4.72572468920075e-10,6.28193783523963e-09,6.965361710667221e-06,3.075537749674018e-05,6.944962776419703e-06,1.505104084471086e-09,5.721031166376628e-10,5.2345928317565484e-09,3.775935677495093e-05,1.906447900537947e-13,5.293358194854467e-14,2.7221745552024765e-10,2.319439875068907e-11,1.9654376174473474e-09,5.095838996475289e-08
0.0009263035143381799,0.12942458702034437,3.76,0.0,0.5995377985354909,0.9923699099095828,0.007328796501323937,0.0,4.330197593873622e-07,0.0003559010662092947,4.783199471258594e-08,0.00010770144463679368,5.5461432137791735e-11,9.281491622738533e-15,4.764033268059373e-08,3.101099123133221e-08,0.0001050308109661592,0.00016110242260325102,6.95540593680618e-05,9.61079358991558e-10,1.6286382086435644e-07,8.611770253507024e-05,0.007145723606758109,1.3774667165455971e-06,0.00024148954193247592,4.01262266760293e-08,5.035816879830511e-07,1.3646877087022866e-05,4.731442626137021e-10,6.388145798314897e-09,7.029732248621804e-06,3.089784501469633e-05,7.1024939485955495e-06,1.5090543862509788e-09,5.781145462024147e-10,5.275253111894666e-09,3.7755682452181647e-05,1.926473533768907e-13,5.385111827578758e-14,2.7713751177959865e-10,2.361605396725073e-11,1.9993637599812915e-09,5.253431526448743e-08
0.0009344849004469893,0.12942459430574685,3.76,0.0,0.5994342998281194,0.9922732277786762,0.0074250776654990955,0.0,4.3363553420273904e-07,0.00035932570498315553,4.78318515834412e-08,0.0001078375737421001,5.5455861861317636e-11,9.280559188816939e-15,4.7681253551644864e-08,3.1009026683855397e-08,0.00010619112013841666,0.00016252285199151392,6.964580439280116e-05,9.610634361008439e-10,1.6307466653507384e-07,8.621826696687513e-05,0.007239087301299129,1.4083100333952584e-06,0.0002453668954757811,4.079871281227205e-08,5.088119168457605e-07,1.3876725809191725e-05,4.736964491210975e-10,6.49457704926136e-09,7.093275338181334e-06,3.103670525752095e-05,7.261464330806351e-06,1.5128856968667776e-09,5.841099749587009e-10,5.315511419125599e-09,3.775200413168323e-05,1.9464459202787367e-13,5.477212063887162e-14,2.820756050045286e-10,2.403925497066061e-11,2.0334203448049715e-09,5.413897873531974e-08
0.0009426662865557987,0.1294246016329932,3.76,0.0,0.5993306806455589,0.9921764429778411,0.007521477034194914,0.0,4.342334256438039e-07,0.00036275275342966597,4.7831707103513564e-08,0.00010796940899896589,5.545028412315555e-11,9.279625732121484e-15,4.772096284477863e-08,3.100706230880347e-08,0.00010735208992251847,0.00016394320330647671,6.973434820652504e-05,9.61047430747152e-10,1.6327937656322887e-07,8.631536489031323e-05,0.007332558142968183,1.4395422686074445e-06,0.00024925343416127795,4.147267962963345e-08,5.14030356000448e-07,1.4107456076396747e-05,4.742296120609492e-10,6.601222430620111e-09,7.155993122890766e-06,3.117202356142519e-05,7.421855304219577e-06,1.5166010727027803e-09,5.900901704114706e-10,5.355369395760655e-09,3.7748321824072815e-05,1.9663676158549148e-13,5.5696521536835844e-14,2.8703127113940455e-10,2.4463958293339095e-11,2.067605205833322e-09,5.577248472394449e-08
0.0009508476726646081,0.1294246090019436,3.76,0.0,0.5992269450932393,0.9920795590772261,0.007617990625151076,0.0,4.348139458022734e-07,0.0003661821614821251,4.7831561193113047e-08,0.00010809707756305043,5.544469913253106e-11,9.278691100620707e-15,4.775949716362549e-08,3.100509813370468e-08,0.00010851369036851256,0.0001653634762178119,6.981979917276613e-05,9.61031351240744e-10,1.6347813295846797e-07,8.640909936763171e-05,0.0074261324358152565,1.4711632184637495e-06,0.0002531488612760911,4.214807168938768e-08,5.192376483908721e-07,1.4339052678148665e-05,4.747443181224204e-10,6.708073068478114e-09,7.217888128927452e-06,3.1303865262916216e-05,7.583648303068599e-06,1.5202038695665254e-09,5.960558851069021e-10,5.3948287697735644e-09,3.7744635733825076e-05,1.9862411265643399e-13,5.662425141529794e-14,2.920041141107375e-10,2.4890136484523724e-11,2.1019162538274405e-09,5.7434935015234636e-08
0.0009590290587734176,0.1294246164124497,3.76,0.0,0.5991230971576071,0.9919825795415612,0.0077146145711333896,0.0,4.353775943138042e-07,0.00036961388000576577,4.783141370894951e-08,0.0001082207022125122,5.5439107101747364e-11,9.277754994734677e-15,4.779689107031531e-08,3.100313417306921e-08,0.0001096758924284922,0.00016678367040787927,6.9902262107011e-05,9.610152074906366e-10,1.636711114181714e-07,8.649956990848302e-05,0.007519806593529216,1.5031726427947472e-06,0.0002570528881623551,4.282483535983309e-08,5.244344237468141e-07,1.457150079215562e-05,4.752411150558899e-10,6.815120370670279e-09,7.278963247211627e-06,3.1432295621929815e-05,7.746824822706468e-06,1.5236972040552835e-09,6.020078563235284e-10,5.433891349771652e-09,3.774094611328581e-05,2.0060689075992555e-13,5.75552427929087e-14,2.969937715444368e-10,2.531776136407397e-11,2.136351472625852e-09,5.91264289239923e-08
0.000967210444882227,0.1294246238643494,3.76,0.0,0.5990191407103944,0.9918855077343975,0.007811345115822436,0.0,4.3592485439000217e-07,0.00037304786077848294,4.783126479993246e-08,0.00010834040158109792,5.543350819433123e-11,9.276817844568711e-15,4.7833177843810155e-08,3.100117052178335e-08,0.00011083866792275328,0.00016820378557095008,6.998183838415957e-05,9.60999001176281e-10,1.6385848181875203e-07,8.658687263882703e-05,0.007613577135338117,1.5355702664436853e-06,0.00026096523395070114,4.350291880833946e-08,5.296212983059241e-07,1.4804785971986609e-05,4.757205278132843e-10,6.922355971107885e-09,7.339221711721069e-06,3.155737973822789e-05,7.911366428331e-06,1.527083735699045e-09,6.079468056615675e-10,5.472559020175986e-09,3.773725294342903e-05,2.0258533616982424e-13,5.848943401768635e-14,3.019998301808647e-10,2.5746789461281226e-11,2.1709089281271025e-09,6.084706337912113e-08
0.0009753918309910364,0.12942463135746754,3.76,0.0,0.5989150795120363,0.9917883469208788,0.007908178610521014,0.0,4.364561883076322e-07,0.0003764840564744665,4.783111455369817e-08,0.00010845629030190905,5.542790257894923e-11,9.275879867151417e-15,4.786839064669869e-08,3.0999207258378065e-08,0.00011200198951246715,0.00016962382141336768,7.005862602493428e-05,9.609827364906287e-10,1.640404082850771e-07,8.667110045354624e-05,0.007707440682729545,1.5683557802798101e-06,0.0002648856253593066,4.4182271418976544e-08,5.347988745413951e-07,1.5038894136576619e-05,4.761830652326682e-10,7.029771747860225e-09,7.398667080096962e-06,3.167918248743779e-05,8.077254761836334e-06,1.5303663915457212e-09,6.138734388631243e-10,5.51083373715771e-09,3.773355628153628e-05,2.0455968388240694e-13,5.942676265107647e-14,3.070218980772485e-10,2.61771894363726e-11,2.205586748316297e-09,6.259693300974003e-08
0.0009835732170998459,0.1294246388916143,3.76,0.0,0.5988109172152897,0.9916911002708413,0.008005111510664341,0.0,4.3697204659121575e-07,0.0003799224206475618,4.783096275795635e-08,0.00010856847918247261,5.5422290463421984e-11,9.27494052392135e-15,4.790256118826173e-08,3.0997244396806906e-08,0.00011316583067166095,0.00017104377765353972,7.013271979467352e-05,9.609664264803885e-10,1.6421704935156985e-07,8.675234316408145e-05,0.007801393955995085,1.6015288421428371e-06,0.0002688137964666706,4.486284388670721e-08,5.399677409995656e-07,1.5273811559210297e-05,4.766292234308158e-10,7.137359844720112e-09,7.4573032148658055e-06,3.1797768454008116e-05,8.244471548967723e-06,1.5335482573226745e-09,6.197884455734234e-10,5.548717523823105e-09,3.772985645691897e-05,2.065301635484943e-13,6.036716464394575e-14,3.1205966044873425e-10,2.6608944687552874e-11,2.2403831300026434e-09,6.437613021829823e-08
0.0009917546032086554,0.1294246464665936,3.76,0.0,0.598706657368557,0.9915937708623886,0.00810214037262171,0.0,4.374728706183111e-07,0.0003833629077189034,4.783080940593e-08,0.00010867707537468249,5.541667201901152e-11,9.273999926488785e-15,4.793571910551498e-08,3.0995281986890826e-08,0.00011433016566140298,0.00017246365402104777,7.02042112930071e-05,9.609500757064473e-10,1.6438855838164402e-07,8.683068759161798e-05,0.00789543377106778,1.6350890781422547e-06,0.00027274948851187204,4.554458891422173e-08,5.451284724847862e-07,1.5509524859156066e-05,4.770594779811186e-10,7.245112643944196e-09,7.515134269758902e-06,3.191320187214252e-05,8.412998605756192e-06,1.536631822462077e-09,6.256924992848182e-10,5.5862124662405956e-09,3.7726153554188846e-05,2.0849699941791848e-13,6.131058194681694e-14,3.171127784092013e-10,2.7042019422071428e-11,2.275296332363897e-09,6.618474526513593e-08
0.000999935989317465,0.1294246540822003,3.76,0.0,0.598602303418653,0.9914963616843792,0.008199261851029664,0.0,4.3795908053899537e-07,0.00038680547296192244,4.78306547479431e-08,0.00010878218250862105,5.541104737523447e-11,9.27305875601331e-15,4.796789413808499e-08,3.0993320123051574e-08,0.00011549496950723749,0.00017388345025633523,7.027318903046218e-05,9.609336817469932e-10,1.6455508376007193e-07,8.69062176904968e-05,0.007989557036869141,1.6690360836622927e-06,0.0002766924497223333,4.622746053839864e-08,5.502816298936082e-07,1.574602099298009e-05,4.774742859047732e-10,7.353022726344986e-09,7.5721646736187705e-06,3.202554657684686e-05,8.582817843876543e-06,1.5396195120138051e-09,6.315862572767585e-10,5.623320710514341e-09,3.772244744801924e-05,2.104604103264251e-13,6.225695915855696e-14,3.2218087204981913e-10,2.7476374120521096e-11,2.3103246806410047e-09,6.802286632320365e-08
0.0010081173754262745,0.12942466173821357,3.76,0.0,0.5984978587153835,0.9913988756398573,0.008296472694377858,0.0,4.384310852230202e-07,0.00039025007248035237,4.783049857862491e-08,0.00010888390088109376,5.5405416725727204e-11,9.272116355834173e-15,4.799911515763853e-08,3.099135885360868e-08,0.00011666021796369206,0.00017530316611109826,7.03397385606732e-05,9.609172600904216e-10,1.6471676898896818e-07,8.697901474885e-05,0.008083760750956081,1.7033694247772113e-06,0.0002806424350281076,4.691141374382994e-08,5.554277601496915e-07,1.5983287240135058e-05,4.778740972926184e-10,7.461082943847127e-09,7.628399106091942e-06,3.213486592581469e-05,8.753911279307872e-06,1.542514219684696e-09,6.374703606359203e-10,5.660044457210252e-09,3.771873850134521e-05,2.124206097503115e-13,6.320623676209363e-14,3.272636513090647e-10,2.7911997600795796e-11,2.3454665407999813e-09,6.989057957830507e-08
0.001016298761535084,0.12942466943440845,3.76,0.0,0.5983933265141229,0.9913013155491515,0.008393769742525516,0.0,4.3888928395163667e-07,0.00039369666319605755,4.7830340841546e-08,0.00010898232760302952,5.539978023601602e-11,9.271172716830811e-15,4.802940947071096e-08,3.0989398212027615e-08,0.00011782588749412061,0.00017672280134741476,7.040394255920008e-05,9.609008162290753e-10,1.6487375302520545e-07,8.704915745029716e-05,0.008178041997081949,1.73808863903286e-06,0.00028459920589841823,4.759640507696224e-08,5.605673963562127e-07,1.6221311196101585e-05,4.782593439604592e-10,7.569286326077594e-09,7.683842485811118e-06,3.2241222759236816e-05,8.92626103695554e-06,1.5453184045381208e-09,6.433454342678294e-10,5.696385957875411e-09,3.771502683337435e-05,2.143778057561079e-13,6.415835993831024e-14,3.323608213714619e-10,2.8348863312972826e-11,2.3807203536785836e-09,7.178796929469167e-08
0.0010244801476438936,0.12942467717055686,3.76,0.0,0.5982887099777261,0.9912036841516716,0.008491149924860653,0.0,4.393340623102786e-07,0.00039714520284076,4.783018176997378e-08,0.00010907755667932578,5.539413802433415e-11,9.270228629192507e-15,4.805880349814053e-08,3.098743825644855e-08,0.0001189919552556671,0.00017814235573736375,7.046588087885925e-05,9.60884344676056e-10,1.6502617043696092e-07,8.71167219343509e-05,0.00827239794338418,1.7731932364373913e-06,0.0002885625302288572,4.8282392617813346e-08,5.657010579322157e-07,1.6460080767398762e-05,4.786304391917523e-10,7.677626080181812e-09,7.738499961727317e-06,3.2344679370785133e-05,9.099849354080919e-06,1.5480341474726776e-09,6.49212087002174e-10,5.732347513397374e-09,3.771131226618502e-05,2.1633220103451803e-13,6.511327822285652e-14,3.3747204936706684e-10,2.8786929384297145e-11,2.416084605406353e-09,7.371511786692283e-08
0.001032661533752703,0.1294246849464161,3.76,0.0,0.598184012179857,0.9911059841081338,0.008588610257089657,0.0,4.397657918717028e-07,0.00040059564993798663,4.783002128639199e-08,0.00010916967913719272,5.538849025252017e-11,9.269283658446555e-15,4.808732352891219e-08,3.098547906835291e-08,0.00012015839907290687,0.00017956182906330746,7.052563065396542e-05,9.608678583602968e-10,1.6517415147904844e-07,8.718178195993259e-05,0.008366825839229047,1.808682700423725e-06,0.00029253218212569015,4.896933542232827e-08,5.708292506405996e-07,1.6699584160110957e-05,4.789877905372337e-10,7.78609569761887e-09,7.792376894653842e-06,3.24452974568194e-05,9.274658586199701e-06,1.5506640191954114e-09,6.550709117217532e-10,5.767931469758819e-09,3.7707595071934555e-05,2.1828399299935852e-13,6.607093754833853e-14,3.425970512251168e-10,2.922618225833086e-11,2.451557825725284e-09,7.567210587816186e-08
0.0010408429198615126,0.12942469276173865,3.76,0.0,0.598079236107673,0.9910082180033702,0.008686147838649308,0.0,4.4018483590340937e-07,0.0004040479637906988,4.782985914911964e-08,0.00010925878315150913,5.5382837101397166e-11,9.26833713318065e-15,4.811499468626626e-08,3.0983520695977936e-08,0.00012132519741709178,0.00018098122111753954,7.058326638290281e-05,9.60851372542195e-10,1.6531782228633085e-07,8.724440897972481e-05,0.008461323012680596,1.8445564888476591e-06,0.00029650794173974776,4.9657193824004746e-08,5.75952466798245e-07,1.6939809872585785e-05,4.793317940783033e-10,7.894688888449342e-09,7.845478844887609e-06,3.254313807787273e-05,9.45067121172213e-06,1.5532105754115658e-09,6.609224855570324e-10,5.803140214520529e-09,3.770387560526407e-05,2.2023337382272705e-13,6.703128505610305e-14,3.477355854518074e-10,2.966661288953922e-11,2.4871385931470672e-09,7.765901217959271e-08
0.0010490243059703222,0.12942470061627576,3.76,0.0,0.5979743846646919,0.9909103883496218,0.00878375984994575,0.0,4.4059154826766586e-07,0.00040750210446674094,4.7829695554946855e-08,0.00010934495420226492,5.537717868201405e-11,9.267389997408531e-15,4.814184064152401e-08,3.098156315129119e-08,0.00012249232938392856,0.00018240053170139492,7.063886002103515e-05,9.608348777619937e-10,1.6545730519544384e-07,8.730467221474185e-05,0.008555886867800252,1.8808140351937923e-06,0.00030048959508052693,5.0345929691772324e-08,5.810711855266646e-07,1.7180746687657273e-05,4.796628240982228e-10,8.003399449042446e-09,7.897811558878584e-06,3.263826161896638e-05,9.627869836768255e-06,1.555675646278883e-09,6.667673700740665e-10,5.837976174019036e-09,3.770015362026832e-05,2.2218053044794174e-13,6.799427466341635e-14,3.528873633350637e-10,3.0108178332723076e-11,2.522825549958664e-09,7.96759139459355e-08
0.0010572056920791317,0.12942470850977164,3.76,0.0,0.5978694606727715,0.9908124975874191,0.008881443550442734,0.0,4.4098626745707776e-07,0.00041095803278751294,4.782953066338927e-08,0.00010942827512798652,5.537151510942841e-11,9.266442453098448e-15,4.816788520497078e-08,3.09796065165049e-08,0.00012365977467762451,0.00018381976062540294,7.069248104354886e-05,9.608183773493978e-10,1.6559271875866354e-07,8.73626387581867e-05,0.008650514882773725,1.9174547493164616e-06,0.0003044769338926938,5.103550578595439e-08,5.861858728043533e-07,1.7422383665720525e-05,4.799812478921069e-10,8.1122214083629e-09,7.949380958019277e-06,3.273072776434464e-05,9.806237198409017e-06,1.5580613418398985e-09,6.726061114555647e-10,5.872441811255324e-09,3.769642914547149e-05,2.2412564471756467e-13,6.895985824482726e-14,3.580520967613883e-10,3.055085347220746e-11,2.5586173637511936e-09,8.172288672738925e-08
0.0010653870781879413,0.1294247164419611,3.76,0.0,0.5977644668755012,0.9907145480884969,0.008979196275392133,0.0,4.4136932564353786e-07,0.0004144157103101719,4.7829364195031653e-08,0.00010950882625608139,5.5365846559592827e-11,9.265493635511378e-15,4.819315136794504e-08,3.097765086635497e-08,0.0001248275135847974,0.0001852389077094124,7.074419655809033e-05,9.60801889898474e-10,1.6572417788435395e-07,8.741837370018536e-05,0.008745204606734345,1.9544780186166766e-06,0.00030846975543779003,5.172588581671855e-08,5.912969817281158e-07,1.7664710134196658e-05,4.80287427776881e-10,8.221149041958847e-09,8.000193121836842e-06,3.282059545632587e-05,9.985756170004235e-06,1.5603701022066493e-09,6.784392408004497e-10,5.906539621734524e-09,3.769270259893637e-05,2.260688934780983e-13,6.992798671382821e-14,3.632295701774144e-10,3.099463558815744e-11,2.594512732027803e-09,8.380000452429938e-08
0.0010735684642967508,0.12942472441257924,3.76,0.0,0.5976594059401776,0.9906165421584122,0.009077015433927707,0.0,4.417410457317363e-07,0.0004178750993170178,4.782919616065388e-08,0.00010958668552371836,5.536017316013455e-11,9.264543824653682e-15,4.821766101151681e-08,3.097569621813657e-08,0.00012599552695897364,0.0001866579727817096,7.079407137339907e-05,9.607854154565366e-10,1.6585179407602098e-07,8.747194015973864e-05,0.008839953657913763,1.991883208809054e-06,0.0003124678623619551,5.2417034927850865e-08,5.964049528218711e-07,1.7907715682229666e-05,4.805817085129977e-10,8.330176743685305e-09,8.050254279573557e-06,3.290792287459826e-05,1.0166409764081169e-05,1.5626038817869747e-09,6.842672743602939e-10,5.940272130922996e-09,3.768897397181447e-05,2.280104486002028e-13,7.089861533788572e-14,3.684195466369162e-10,3.143949896749487e-11,2.630510422185439e-09,8.590733983103018e-08
0.0010817498504055603,0.12942473242136088,3.76,0.0,0.5975542804592557,0.9905184820376275,0.00917489850766735,0.0,4.4210173871071117e-07,0.0004213361628071276,4.782902684176828e-08,0.000109661928523988,5.5354494996242905e-11,9.263593856310868e-15,4.824143544668276e-08,3.0973742596735645e-08,0.00012716379620937002,0.0001880769556787924,7.084216804559852e-05,9.60768946046809e-10,1.659756755056418e-07,8.752339933241053e-05,0.00893475972228356,2.0296696647262375e-06,0.0003164710626097615,5.3108919271020996e-08,6.01510214121025e-07,1.8151390156702725e-05,4.808644212061335e-10,8.43929902153191e-09,8.099570802533047e-06,3.29927674219469e-05,1.0348181134436888e-05,1.5647643769344227e-09,6.900907137111734e-10,5.9736418934440744e-09,3.768524304839504e-05,2.299504770528089e-13,7.187170124706351e-14,3.7362175888971923e-10,3.188540704627688e-11,2.666609227317094e-09,8.80449636866243e-08
0.0010899312365143699,0.12942474046803015,3.76,0.0,0.5974490929529087,0.9904203699029565,0.009272843048241625,0.0,4.4245170785600027e-07,0.00042479886448227504,4.782885607449068e-08,0.00010973462857858377,5.534881221705161e-11,9.262642964189898e-15,4.8264495749969665e-08,3.097179010912992e-08,0.00012833230328088198,0.00018949585624574054,7.088854696766353e-05,9.607524994876687e-10,1.6609592707156288e-07,8.757281061576488e-05,0.009029620551165317,2.067836711050995e-06,0.00032047916925223466,5.380150587532545e-08,6.066131814952996e-07,1.8395723652965458e-05,4.81135896439038e-10,8.54851068043266e-09,8.148149191686481e-06,3.307518569866331e-05,1.053105357978312e-05,1.5668537924092158e-09,6.959100461352187e-10,6.006651489650837e-09,3.768151020377324e-05,2.318891410889067e-13,7.284719938645116e-14,3.78835994392009e-10,3.233235623286173e-11,2.7028079692240003e-09,9.021294570936394e-08
0.0010981126226231794,0.12942474855231034,3.76,0.0,0.5973438458710939,0.9903222078701205,0.009370846675302556,0.0,4.427912501749478e-07,0.00042826316873665276,4.7828683609993754e-08,0.00010980485683802518,5.534312497849671e-11,9.261690622011198e-15,4.8286862061089455e-08,3.096983880939764e-08,0.000129501030638144,0.00019091467433576624,7.093326643866338e-05,9.607360884554487e-10,1.662126505516899e-07,8.762023164520129e-05,0.00912453395930757,2.1063836533742257e-06,0.0003244920003553726,5.4494763083436914e-08,6.117142589704834e-07,1.8640706509574075e-05,4.813964535643236e-10,8.657806707537276e-09,8.19599606923976e-06,3.315523348401539e-05,1.07150105465726e-05,1.5688742170220573e-09,7.017257449020971e-10,6.039303522986056e-09,3.7677775719785145e-05,2.3382659828843006e-13,7.382506730213061e-14,3.840620676795555e-10,3.278033956594274e-11,2.7391055051298113e-09,9.241135417028464e-08
