Time (s),Volume (m^3),H(5),O(6),OH(7),H2(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,CH2F2(1),O2(2),H2O(3),CH4(4),CHF(40),HF(38),CHF2(81),CHFO2(135),CHFO2(137),CFO2(142),F(37),S(133),CF2O(48),CF(49),S(179),C2HF4(68),CF2(42),CHFCF2(54),C2HF3(206),CHFO(46),S(390),CF2O2(702),CF2O2(150),CHF3(41),C2H2F3(67),S(851),C2H2F3(66),CH2CF2(56),S(259),O2(148),S(453),S(1226),C2H3F2(63),CH2F(45),CH3F(39),C2H3F2(64),CF2CH(72),C2HF2(71),S(961),CHF2O(220),CFO(50),S(708),CF3(44),CF3O2(422),CHFO(432),S(178),CHF3O(225),C2HF4(53),CHFO2(140),S(423),CF2CF2(60),CF3O(47),CHO2(161),C2HF(57),C2HF(2537),C2F(2536),S(1231),S(268),S(3108),S(711),CHO3(226)
1.5662851120852362e-12,0.5145280088940561,2.182831347866151e-19,3.67912269658178e-22,1.2532282242314954e-21,1.2480364490133602e-16,0.0,0.0,3.152222592807428e-14,1.8019575827776508e-23,1.4537984013457545e-29,6.6534703986470654e-21,8.557859500354787e-42,6.341177979773083e-50,2.274873313368406e-36,3.344712015884592e-36,1.1131971277614957e-37,2.7394841452641905e-42,1.0900014250037839e-57,1.2047638797173796e-66,1.7384513967148133e-76,4.880889444633249e-77,1.742583368672297e-42,1.2458610178619724e-63,3.475312555271132e-48,1.344814439207089e-65,4.194206932346517e-78,1.7405234333676104e-77,5.542780649157786e-80,1.5382614250479613e-81,8.88634060267586e-51,3.012639722030276e-76,1.8035141360757183e-80,7.858933836872127e-85,3.76,0.0,0.5547100191150326,0.9999997464473617,4.882334342615814e-27,7.036982279917819e-45,2.504739617315085e-13,2.504741942908185e-13,3.1522219155235443e-14,2.715364175653223e-25,3.041611728988165e-24,2.1827822002155477e-19,1.7711890994504792e-21,6.128328580423341e-21,6.8517480843742775e-22,2.7913658889219507e-25,2.378353659638936e-30,3.262152788006257e-35,1.248036446401286e-16,2.404611603045884e-31,1.141363220707323e-31,3.604848252222951e-22,1.2196408667616029e-41,1.706586668073657e-28,3.0608480154782897e-27,1.2597556026108636e-27,8.731998932495048e-36,3.2626438194228725e-35,5.966725116323519e-34,7.224708094911474e-29,1.14214604635593e-45,2.535526065194284e-07,8.968526679579684e-50,7.547712176157551e-45,5.574211884936659e-45,1.7283436877257104e-21,1.5705539709086632e-29,4.995840510625296e-43,1.1266488346701498e-37,6.332650105974125e-40,4.116948134740573e-43,8.489267845415059e-41,5.6812485300599045e-22,5.129665472163372e-50,3.344832918585051e-36,4.339282012060351e-43,2.0659397113887365e-48,6.636507790698962e-47,3.534734690680606e-49,3.0702416732912987e-37,2.6950077746367793e-26,4.496133071307767e-44,2.336188678760569e-40,4.8746637713943894e-42,4.238340324013725e-23,2.7314747561309943e-43,1.2991802284564062e-57,9.154445873844097e-63,2.507688247201121e-58,9.891324265972915e-55,5.295796921955065e-68,8.921157881267703e-66,7.2887370953665e-52
1.892866189350513e-12,0.5145280088940611,3.1879952637244556e-19,5.354997479727269e-22,1.8303303492502632e-21,1.5082605204375707e-16,0.0,0.0,3.809482298432367e-14,2.6317351835927873e-23,2.552600610387817e-29,9.717443844500464e-21,1.5025988305451607e-41,1.113383423000823e-49,3.322413363535456e-36,5.87270982837008e-36,1.9545766975247083e-37,5.7041697374518617e-42,2.7080650529278586e-57,2.5085704270767823e-66,5.182298020224788e-76,1.7020986431897048e-76,3.603746841853273e-42,3.678585749400335e-63,7.236319029847196e-48,3.843163319302511e-65,1.2383939275321371e-77,6.069690865748259e-77,1.9329252350182154e-79,5.364351656997953e-81,1.8666347173164348e-50,1.0505776217093148e-75,6.2886424748179516e-80,2.740615451973985e-84,3.76,0.0,0.5547100191149738,0.9999996937178844,8.572498880633259e-27,1.4652462991367524e-44,3.026994259583491e-13,3.026997656080959e-13,3.8094813092702323e-14,3.9704966716311175e-25,4.4399340784635206e-24,3.187922652177557e-19,2.1514271901311702e-21,8.950339784568459e-21,1.0006886765161941e-21,4.0767523462776194e-25,3.4743905293370674e-30,4.846530710202371e-35,1.5082605163150378e-16,3.513021240220527e-31,1.6674481296161848e-31,5.264832405107313e-22,2.1681116911913556e-41,2.50881183366561e-28,4.468547720086898e-27,1.839856319660485e-27,1.5331823983133824e-35,5.728621592496994e-35,1.0473848573257124e-33,1.0551605922160946e-28,2.012359513264745e-45,3.0628207719087557e-07,1.5973692313969123e-49,1.325984983399404e-44,9.787296140330081e-45,2.0887153024506915e-21,2.2937737444950584e-29,8.771778044279939e-43,1.9781925821454243e-37,1.1119007376307343e-39,8.572333677059101e-43,1.5025675202151115e-40,8.297387078018275e-22,1.2462967491533611e-49,5.872928581491766e-36,9.035281985871341e-43,4.339947288849534e-48,1.3436746551751602e-46,7.424920980252734e-49,5.390795871836701e-37,4.2104468500381434e-26,9.361842581335838e-44,4.101955679956385e-40,8.559876695517529e-42,6.189928445071807e-23,4.795969979330725e-43,2.705146310155217e-57,1.9061341054919933e-62,6.037200123955882e-58,2.0592209265079178e-54,1.4626832655500757e-67,2.4644758143565172e-65,1.6593381758716345e-51
2.5460283438810664e-12,0.5145280088940712,5.76771080533195e-19,9.647609958721916e-22,3.3114559665641225e-21,2.0287086643169927e-16,0.0,0.0,5.1240016052095505e-14,4.761329862457868e-23,6.189238565533626e-29,1.7581285956311817e-20,3.6433060508300364e-41,2.6995450052773258e-49,6.010870618180405e-36,1.4239458022100734e-35,4.739247712080322e-37,1.864678392478404e-41,1.2302162608909717e-56,8.200567510739679e-66,3.4117802860988583e-75,1.5507849243699025e-75,1.1668406223668467e-41,2.360340014077849e-62,2.3655373816434225e-47,2.493336837085076e-64,7.945948522734102e-77,5.530151876152978e-76,1.76111425818755e-78,4.887523659081699e-80,6.153825551945112e-50,9.571677669636012e-75,5.730055488472656e-79,2.496981342691438e-83,3.76,0.0,0.5547100191148561,0.9999995884014182,2.078569464317817e-26,4.78986884679499e-44,4.071502954846235e-13,4.0715090997807803e-13,5.12399981562727e-14,7.200746819926959e-25,8.0243166473691e-24,5.767576345108671e-19,2.9234173064770482e-21,1.6192925507194208e-20,1.8104436819835904e-21,7.375649866709982e-25,6.288921140127881e-30,9.069119687970176e-35,2.0287086557328176e-16,6.359841200352331e-31,3.018581596783997e-31,9.525121276728296e-22,5.400507598565689e-41,4.5987548191476805e-28,8.077979893588448e-27,3.3286640620719795e-27,3.7174867687933893e-35,1.3890134577010015e-34,2.5387738349407735e-33,1.9090000144440682e-28,4.916354545267966e-45,4.1159853034768343e-07,3.9934749420668494e-49,3.2190503807892917e-44,2.3731126547212553e-44,2.809458764993357e-21,4.1498924491456044e-29,2.1268793134668735e-42,4.796493209135173e-37,2.6960159473673527e-39,2.8022749880679855e-42,3.707055861071076e-40,1.5011611351386054e-21,5.587421637321233e-49,1.4240021242897208e-35,2.9536145502699784e-42,1.4310137455129467e-47,4.206367733756903e-46,2.4477907726291926e-48,1.307100193768729e-36,8.621707763117173e-26,3.0603361713953708e-43,9.946104236235979e-40,2.0759646117170975e-41,1.1198397917641607e-22,1.1628725129711887e-42,8.84302899783285e-57,6.2310871426051775e-62,2.6082481726278905e-57,6.7285172171229e-54,8.902594524003466e-67,1.5008187864020585e-64,6.492786711507872e-51
3.19919049841162e-12,0.5145280088940813,9.10660870047483e-19,1.5194811163787134e-21,5.228485403089342e-21,2.5491568099467225e-16,0.0,0.0,6.438520772900603e-14,7.517643788428372e-23,1.2268848323689132e-28,2.775982386423752e-20,7.222050425240469e-41,5.3511709836880174e-49,9.490486504572062e-36,2.8226678453943847e-35,9.394581531546589e-37,4.634896813142356e-41,3.839216006630626e-56,2.0383892782086366e-65,1.3543391219778567e-74,7.459887241279745e-75,2.8841020113513944e-41,9.183295184181679e-62,5.879854030011202e-47,9.711709720039188e-64,3.09146537529772e-76,2.66023598308188e-75,8.47172940476488e-78,2.3511092626423852e-79,1.534640770171235e-49,4.604313194577867e-74,2.756404885393122e-78,1.2011490856440147e-82,3.76,0.0,0.5547100191147384,0.9999994832746494,4.1203472876342136e-26,1.1905870708902903e-43,5.116010864410851e-13,5.116020566619639e-13,6.438517947349522e-14,1.1396730488478872e-24,1.26562269498009e-23,9.106391441131234e-19,3.710926281853491e-21,2.5566925203967603e-20,2.8585016233232048e-21,1.1645379420048983e-24,9.934415593464442e-30,1.4797189547946016e-34,2.5491567946043e-16,1.0048026948040455e-30,4.768946511707697e-31,1.5039169909243062e-21,1.0985077707483236e-40,7.355901649805867e-28,1.274395958673925e-26,5.2556134452706305e-27,7.369133007552315e-35,2.7534304849544422e-34,5.031628497462849e-33,3.0141211081922585e-28,9.817261411055884e-45,5.167252858538161e-07,8.148872815684492e-49,6.388732829109355e-44,4.704204342551495e-44,3.530202538965999e-21,6.552250557937808e-29,4.2160938129053946e-42,9.508028203576494e-37,5.3442927250032685e-39,6.965416422395674e-42,7.471840029775422e-40,2.370176360929475e-21,1.7360516150024574e-48,2.8227856860058186e-35,7.341597081857399e-42,3.569211712228971e-47,1.0171651610721928e-45,6.10425583428046e-48,2.5910525464147935e-36,1.5208564147153496e-25,7.606798056876001e-43,1.971633990014033e-39,4.1160716619373216e-41,1.768045549406063e-22,2.3051540433422198e-42,2.1980500432569783e-56,1.548818153096382e-61,7.912559908701382e-57,1.6717660027304426e-53,3.360633488174848e-66,5.667716975131376e-64,1.8514791184860835e-50
4.505514807472727e-12,0.5145280088941016,1.806194554365878e-18,3.0053479508752825e-21,1.0370297025735373e-20,3.5900531082476995e-16,0.0,0.0,9.067558692026196e-14,1.4910429111217682e-22,3.425602967201772e-28,5.50617918126372e-20,2.016462622219044e-40,1.494049363401638e-48,1.882314265682351e-35,7.881186633734e-35,2.6230877161447774e-36,1.8419457701582134e-40,2.2013102282146518e-55,8.101052313816534e-65,1.1805295039004392e-73,9.030608515155308e-74,1.1385893984031195e-40,7.643530754135597e-61,2.336709240912972e-46,8.319014877586097e-63,2.573042643250712e-75,3.220413723259335e-74,1.0255744910578165e-76,2.846206482650853e-78,6.111892641809308e-49,5.573654768731046e-73,3.3372832129241766e-77,1.454072108148343e-81,3.76,0.0,0.5547100191145031,0.999999273588843,1.1504631336716e-25,4.731524781907865e-43,7.205024326448717e-13,7.205043569714493e-13,9.067553087905252e-14,2.271318124373267e-24,2.5049402809631242e-23,1.806149480136107e-18,5.333296565130195e-21,5.070914850343993e-20,5.6695258845172495e-21,2.3097330928937094e-24,1.9723164584346682e-29,3.124821615880911e-34,3.5900530707083743e-16,1.9955001902923332e-30,9.470293901663437e-31,2.9828541715418523e-21,3.230426906700111e-40,1.4966195229208031e-27,2.523529275127251e-26,1.0423936638178722e-26,2.0575459324122593e-34,7.687917634174831e-34,1.4045864903099115e-32,5.978217186362207e-28,2.7826827541885423e-44,7.264110660557228e-07,2.4101807130772354e-48,1.7882366528225507e-43,1.3134756357478471e-43,4.971691024250553e-21,1.2995687501957298e-28,1.1771864619676113e-41,2.6547455478656887e-36,1.492193313569642e-38,2.768116268216131e-41,2.157839495939189e-39,4.700984451140856e-21,1.0011549892847194e-47,7.881550993698331e-35,2.9176196418991235e-41,1.4219591193480663e-46,3.902645066341412e-45,2.4310553241682983e-47,7.234527177086123e-36,3.6506334724720447e-25,3.022950568040676e-42,5.505194454543574e-39,1.1497876051996352e-40,3.506468581243316e-22,6.436293539634427e-42,8.735287728660011e-56,6.15517281097432e-61,4.375184224979006e-56,6.63753029756013e-53,2.754249328179208e-65,4.6498726557319784e-63,9.389761523328109e-50
5.811839116533834e-12,0.5145280088941218,3.0053993758652906e-18,4.993200416500413e-21,1.7255847980334566e-20,4.630949418929308e-16,0.0,0.0,1.1696596057814333e-13,2.481009061368362e-22,7.3522879134231955e-28,9.162496057195102e-20,4.327850527656468e-40,3.206522905431391e-48,3.1320279046759816e-35,1.6915133763036604e-34,5.6298911795550204e-36,5.078182460185967e-40,7.736895408932555e-55,2.2335164381350972e-64,5.4427030363670445e-73,5.049435225532925e-73,3.1280789483724917e-40,3.397372978372065e-60,6.44224638500725e-46,3.6763515885206724e-62,1.1436306813787655e-74,1.8007022349829382e-73,5.734560489932878e-76,1.5914690782874358e-77,1.6860064471447155e-48,3.1164452759000026e-72,1.8659905547016424e-76,8.130451559976483e-81,3.76,0.0,0.5547100191142679,0.9999990646577388,2.469241661966403e-25,1.3044738633834492e-42,9.294034645703127e-13,9.294066665365574e-13,1.169658673297005e-13,3.79743930063558e-24,4.159301611560466e-23,3.0053210610085336e-18,7.020132898541619e-21,8.437697359390904e-20,9.433760602373157e-21,3.843259947283943e-24,3.285039535165469e-29,5.51585363861418e-34,4.630949344627262e-16,3.3246986027945184e-30,1.57773491675717e-30,4.963293833082009e-21,7.268620091063421e-40,2.5528504799195752e-27,4.192200579747321e-26,1.7344824908228744e-26,4.416056208300108e-34,1.6500426632181617e-33,3.014271350801549e-32,9.947466617962844e-28,6.057604038477014e-44,9.353421439742599e-07,5.449031842619649e-48,3.8470964378142426e-43,2.819096930605115e-43,6.413180764416022e-21,2.1624089621625238e-28,2.526576347317418e-41,5.6978010476773484e-36,3.2026669390318215e-38,7.631610536522245e-41,4.778007522239807e-39,7.822161463237034e-21,3.515655029619898e-47,1.6915987522352592e-34,8.043801156071235e-41,3.923749136989058e-46,1.0548455730007038e-44,6.706133356144049e-47,1.5527300541826027e-35,7.130508978506596e-25,8.334044195361924e-42,1.181599685334601e-38,2.4688559606713167e-40,5.8341318468706725e-22,1.3814140478850702e-41,2.408306734973419e-55,1.69697331567366e-60,1.5096027309790755e-55,1.828440797648414e-52,1.1930738007235353e-64,2.015701607603584e-62,3.088516558015397e-49
8.424487734656048e-12,0.5145280088941623,6.3148176216982e-18,1.0475262812153588e-20,3.625849887949029e-20,6.712742091786255e-16,0.0,0.0,1.695466913734972e-13,5.213004001405072e-22,2.2392585623279654e-27,1.925413498018095e-19,1.3180954829225942e-39,9.765249911124806e-48,6.580758943497119e-35,5.151733431898582e-34,1.7146875748738514e-35,2.2684536846391966e-39,5.128540267414568e-54,9.978112922629064e-64,5.866074799774317e-72,7.505202060120319e-72,1.391791255984254e-39,3.366858431676136e-59,2.8778070500535526e-45,3.741917317197931e-61,1.133291509440195e-73,2.6765489335054315e-72,8.523946847556452e-75,2.3655693627990198e-76,7.53388178599509e-48,4.6318855758348375e-71,2.7739706685527582e-75,1.2084935716229466e-79,3.76,0.0,0.5547100191137972,0.9999986490488001,7.5206734607221225e-25,5.82724708583969e-42,1.3472045855885681e-12,1.3472113134336616e-12,1.6954649544708128e-13,8.054693517962636e-24,8.70269051917677e-23,6.314639114333369e-18,1.0593580982069245e-20,1.77289284984272e-19,1.9821857995658393e-20,8.07530581320019e-24,6.915932453715654e-29,1.291918681397613e-33,6.712741885909488e-16,7.003812967675345e-30,3.323201308469712e-30,1.0428676809194077e-20,2.4288877378641123e-39,5.625814972953069e-27,8.780008807601626e-26,3.6444292742913606e-26,1.3449777426129039e-33,5.025492442859253e-33,9.179278619213857e-32,2.090149668822753e-27,1.899555024605464e-43,1.3509510301201106e-06,1.8362716175429166e-47,1.177465837297397e-42,8.586122227449857e-43,9.29616403383059e-21,4.543580962187914e-28,7.69516116708866e-41,1.7353471447731095e-35,9.75429134033171e-38,3.4090920734711046e-40,1.5492476583874162e-38,1.643561620132825e-20,2.3500047687918435e-46,5.152039191719685e-34,3.5932353787998337e-40,1.7545020430014093e-45,4.59959448435175e-44,2.9965245585972914e-46,4.729095134261293e-35,1.9420767645279022e-24,3.722733015530949e-41,3.5989641553760546e-38,7.526327325278786e-40,1.2256659023476034e-21,4.2073725572364345e-41,1.075824264222752e-54,7.580624688869995e-60,9.783465805809088e-55,8.15227711241317e-52,1.1799988612722579e-63,1.9977797351294377e-61,1.879987595407183e-48
1e-11,0.5145280088941987,8.89760449817094e-18,1.4752174635627628e-20,5.108943338249913e-20,7.968130963967037e-16,0.0,0.0,2.0125457510460343e-13,7.345155568200879e-22,3.7451845931774986e-27,2.7131100117607878e-19,2.2045083815622366e-39,1.633179711512866e-47,9.272211641337544e-35,8.616286172461848e-34,2.867845908414042e-35,4.493499689316268e-39,1.198338194955682e-53,1.9766232611962445e-63,1.682570809655882e-71,2.4316313106754187e-71,2.7532451639115874e-39,9.258639402101338e-59,5.700565258016358e-45,1.0178509399960608e-60,3.1163810764249095e-73,8.671941558598798e-72,2.7617583281533654e-74,7.664415792877577e-76,1.4924536791905974e-47,1.500675279986347e-70,8.987076049776484e-75,3.915468387650685e-79,3.76,0.0,0.5547100191135135,0.9999983998678692,1.2578600428181549e-24,1.154307898122704e-41,1.5991516704739923e-12,1.5991611500439968e-12,2.0125429904623994e-13,1.1413085196557161e-23,1.2231130891108405e-22,8.89734111135716e-18,1.2881555525641706e-20,2.498013190465711e-19,2.7929115453870827e-20,1.1378149172329613e-23,9.756088612100673e-29,1.933288210819661e-33,7.968130631607442e-16,9.883779317299428e-30,4.6893140595204945e-30,1.4694061592866546e-20,4.270796332149663e-39,8.148478531303135e-27,1.2346972934442712e-25,5.135023148051871e-26,2.2494860493363748e-33,8.405209405488627e-33,1.5351752071026425e-31,2.9450552993183236e-27,3.2299325857681395e-43,1.600131929367444e-06,3.2421063897064014e-47,1.974889476021814e-42,1.4360486487949585e-42,1.1034699362816188e-20,6.401940779645147e-28,1.287030281396853e-40,2.902376501661675e-35,1.6314205306572157e-37,6.752957444034232e-40,2.682225706130356e-38,2.3157871205849936e-20,5.4801744410999694e-46,8.616841790640332e-34,7.117736687006419e-40,3.4769407370429666e-45,9.031629304846563e-44,5.935977542626747e-46,7.909466238452252e-35,3.1135292862407877e-24,7.374089223693036e-41,6.019510387838482e-38,1.2594673894057722e-39,1.7268179157822603e-21,7.036927267526774e-41,2.1310835250514042e-54,1.5016350942251146e-59,2.2696159593139336e-54,1.6132214427701163e-51,3.183307372905298e-63,5.394225856483676e-61,4.2696231749930397e-48
1.0775871490966041e-11,0.5145280088941987,1.0331837272973759e-17,1.7126914651442454e-20,5.932530350947493e-20,8.586355575700397e-16,0.0,0.0,2.1686933036481267e-13,8.529150564317965e-22,4.6863036671758464e-27,3.1505558422097716e-19,2.758462495533692e-39,2.0435387053535545e-47,1.076676854634237e-34,1.078142781855582e-33,3.5885073448376395e-35,6.02223399503345e-39,1.7061743979786772e-53,2.649142231294095e-63,2.5582214621773277e-71,3.8227297771796924e-71,3.688132828971396e-39,1.3897556583132356e-58,7.639965907207357e-45,1.521318866026114e-60,4.6777570464872483e-73,1.3633072260739142e-71,4.34174259334841e-74,1.2049167473192882e-75,2.0002399759176935e-47,2.359179456793342e-70,1.4128245417053886e-74,6.155461870179286e-79,3.76,0.0,0.5547100191133737,0.9999982775546968,1.573955811306038e-24,1.5470201584371012e-41,1.7232245196790987e-12,1.7232355272953348e-12,2.1686900980932647e-13,1.3289316443194448e-23,1.4185014427900637e-22,1.0331524640798435e-17,1.404615486773993e-20,2.9006756185706733e-19,3.2431116865525227e-20,1.3212234114955582e-23,1.1335285486516527e-28,2.309521626932417e-33,8.586355165590182e-16,1.148577020420447e-29,5.44915042439123e-30,1.7062650471489607e-20,5.463071913969049e-39,9.588535366066106e-27,1.4323461502227457e-25,5.962757650191302e-26,2.814752033879227e-33,1.0517345829247982e-32,1.9209125022920253e-31,3.4197926690846175e-27,4.071794741030895e-43,1.7224450860606983e-06,4.154399159779897e-47,2.4743294947381914e-42,1.796915976326852e-42,1.1890853329305617e-20,7.433898932399492e-28,1.610448735132523e-40,3.63170204836837e-35,2.041379132853043e-37,9.050386338065888e-40,3.408268283014542e-38,2.6890772004657562e-20,7.793997790285856e-46,1.078214831339585e-33,9.539276061245817e-40,4.6606297396360274e-45,1.2065052786892485e-43,7.9555527233623e-46,9.897019676877274e-35,3.8310697723871055e-24,9.88275260170839e-41,7.53225569391211e-38,1.5763450694232998e-39,2.0050830672132003e-21,8.805249772421937e-41,2.8561114602734416e-54,2.0125153711576016e-59,3.223816572616611e-54,2.1611660967195768e-51,4.746312571252342e-63,8.045017456544098e-61,6.021687744609705e-48
1.3127255247276034e-11,0.5145280088942352,1.5332732722340457e-17,2.540655774433928e-20,8.80431108564027e-20,1.0459969155540924e-15,0.0,0.0,2.641919517365272e-13,1.265752418021196e-21,8.472173439129353e-27,4.676011878070547e-19,4.986842053498634e-39,3.69421197966924e-47,1.597791545410357e-34,1.9491147299470067e-33,6.487551961374643e-35,1.3172123700688936e-38,4.489455867978674e-53,5.794724213655191e-63,8.539726366532527e-71,1.450357262499699e-70,8.057144066519243e-39,4.3901715136199604e-58,1.6710583377511974e-44,4.737602863738865e-60,1.4776178510382897e-72,5.172526845765893e-71,1.6473190707589725e-73,4.571605597467824e-75,4.3752291820355983e-47,8.950595904339361e-70,5.360087035244829e-74,2.3354336020383743e-78,3.76,0.0,0.5547100191129501,0.9999979084638859,2.8455517127056232e-24,3.3837551764125564e-41,2.099243435517148e-12,2.099259771145304e-12,2.641914760304694e-13,1.9885271650425313e-23,2.0971724585535673e-22,1.533223822544819e-17,1.773239736404385e-20,4.3046822843752214e-19,4.8128764405172337e-20,1.9607345671608288e-23,1.6851482129509182e-28,3.7179387981959005e-33,1.045996843819091e-15,1.7084750471240172e-29,8.104460481798014e-30,2.532147745725799e-20,1.0557335962517429e-38,1.4797092787654857e-26,2.1194734363599838e-25,8.848915588330986e-26,5.088659469401365e-33,1.9013928946176306e-32,3.4725972865693974e-31,5.0751330244818575e-27,7.534011399987586e-43,2.0915358495906163e-06,8.06782403767018e-47,4.49131126300774e-42,3.2486033967779876e-42,1.4485546785643404e-20,1.103215350804529e-27,2.911483215735841e-40,6.56556748773356e-35,3.6905389834209113e-37,1.9795476457591607e-39,6.459181150247608e-38,3.9906699608661497e-20,2.04215041468313e-45,1.949259428670368e-33,2.0864866621242516e-39,1.0199802567274423e-44,2.616473441423105e-43,1.7401161240009188e-45,1.7892416882176325e-34,6.65535343655766e-24,2.161546140324237e-40,1.3617914254211265e-37,2.8520325846534015e-39,2.975211883147908e-21,1.5918809215207191e-40,6.247114165756267e-54,4.401938174604407e-59,8.428758309210676e-54,4.7203428255366e-51,1.4663689594139913e-62,2.4884979431510915e-60,1.5436409752939243e-47
1.5478639003586026e-11,0.5145280088942715,2.1317496974017505e-17,3.531477633338627e-20,1.2241240375061734e-19,1.2333582852239447e-15,0.0,0.0,3.115145556030463e-13,1.7598124541593354e-21,1.3889004659518673e-26,6.501875638262141e-19,8.175156455977328e-39,6.055829905122476e-47,2.221414400061526e-34,3.195290883162955e-33,1.0635544065955711e-34,2.5327894731240895e-38,1.0089518515614555e-52,1.114308367599386e-62,2.3602241105731922e-70,4.4401077374115684e-70,1.5479207126821503e-38,1.1516870581744125e-57,3.21319360929001e-44,1.2258589745697004e-59,3.87611546998444e-72,1.583540018138052e-70,5.043232222999983e-73,1.3995806771051394e-74,8.4131830176806685e-47,2.740069857612336e-69,1.6408766256607762e-73,7.149761938018252e-78,3.76,0.0,0.5547100191125266,0.9999975417608166,4.665006730746978e-24,6.506492818733088e-41,2.4752613331062133e-12,2.4752840449835986e-12,3.115138942265185e-13,2.787314860750942e-23,2.9047988407104116e-22,2.131676698888592e-17,2.1661606860214945e-20,5.984910751420694e-19,6.691479571280821e-20,2.7260636201585543e-23,2.347021370149523e-28,5.5730999948824717e-33,1.2333581703711686e-15,2.3808359550673048e-29,1.1292548553634813e-29,3.520515226782042e-20,1.842006592912272e-38,2.1358345633720994e-26,2.938220194403317e-25,1.2302902524681883e-25,8.342159701685702e-33,3.11709066317198e-32,5.692700715095266e-31,7.05618111161832e-27,1.2633365941838491e-42,2.4582388718258034e-06,1.4135391961081283e-46,7.392296924943015e-42,5.325709954972518e-42,1.7080244438490025e-20,1.5338347664730354e-27,4.773023170551643e-40,1.0763318587242106e-34,6.050172779070838e-37,3.806360398688643e-39,1.10751888873846e-37,5.548339022181926e-20,4.568208844485604e-45,3.195551715351681e-33,4.011999800321222e-39,1.962364491094252e-44,4.9978257557210146e-43,3.346007690988899e-45,2.9332254342579897e-34,1.0601634947439883e-23,4.156199080057287e-40,2.232584622438185e-37,4.679163587421344e-39,4.135976578848665e-21,2.6097045119039015e-40,1.201237295636082e-53,8.464353424836284e-59,1.88567378118429e-53,9.063825097582606e-51,3.7715227853938062e-62,6.407863825045891e-60,3.4038266720556987e-47
1.783002275989602e-11,0.514528008894308,2.8286123039183207e-17,4.6852154669183626e-20,1.6243366505568745e-19,1.4207196686727532e-15,0.0,0.0,3.588371420780296e-13,2.3350951342962527e-21,2.1228934375474973e-26,8.628241144118101e-19,1.2495319105094726e-38,9.255657002837758e-47,2.9475399789271553e-34,4.883870886288609e-33,1.6256211953395626e-34,4.442382866906406e-38,2.025933567674019e-52,1.9545723542347964e-62,5.6960370848123163e-70,1.165694662596008e-69,2.713185391478021e-38,2.644879436089266e-57,5.635802597208087e-44,2.783488361533064e-59,8.901223996016866e-72,4.1574609170495594e-70,1.3240766458225704e-72,3.67451487088119e-74,1.4756794920081699e-46,7.193572027779996e-69,4.307823476412248e-73,1.8771046416463154e-77,3.76,0.0,0.554710019112103,0.9999971774300395,7.130481510609036e-24,1.1412178778230749e-40,2.851278212449784e-12,2.8513083488102466e-12,3.5883626451273725e-13,3.728318211559317e-23,3.839914487137111e-22,2.8285098058772466e-17,2.584308065635832e-20,7.941358926553618e-19,8.878920591648486e-20,3.617210143356784e-23,3.1197171528825127e-28,7.930935067967777e-33,1.4207194962152523e-15,3.1664203286657844e-29,1.5016831674707677e-29,4.671366941579097e-20,2.985633738088553e-38,2.9378200082241386e-26,3.887434238452434e-25,1.632471789927175e-25,1.2750710545583662e-32,4.7643952184497746e-32,8.700940955240942e-31,9.36294730708408e-27,1.9741550074269517e-42,2.8225696015498286e-06,2.2994007185520406e-46,1.1343628302491639e-41,8.140276311471734e-42,1.967494632349143e-20,2.0352484387962717e-27,7.295475137190061e-40,1.6451325544175243e-34,9.247546752686847e-37,6.676170983287821e-39,1.767175977821124e-37,7.362083506634411e-20,9.135351686752033e-45,4.8843057163901726e-33,7.03687425833259e-39,3.443818848410125e-44,8.718193266165796e-43,5.868779410252129e-45,4.483350095603949e-34,1.5856618119085197e-23,7.2895680516962136e-40,3.4126052360389286e-37,7.15752231324407e-39,5.487301414426252e-21,3.988897556875556e-40,2.106938087942303e-53,1.4846267630921428e-58,3.7735256912081e-53,1.5875405116557466e-50,8.522578558947947e-62,1.4496441887524043e-59,6.736392207628035e-47
